"Сведения о количестве договоров страхования, заключенные в отчетном периоде, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0191,"Акционерное общество ""Тинькофф Страхование""",5523726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3269187,3269187,420777,0,0,0,0,2848410,0,0,0,0,1388609,751317,257297,257297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494020,165362,0,328658,130418,24461,24461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105957,0,0,0,0,105957,0,,0,0,0,0,0,,0,0,0,506874,397137,0,109737,,,,,,,,,865930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",112070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,105554,13637,0,0,0,754,0,12883,91917,5158,194,86565,6516,5333,176,161,15,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,429,0,7,422,4613,835,433,3345,925,53,0,0,53,0,2,0,0,0,0,0,0,0,7,0,7,753,87,0,4,1,661,110,,0,0,0,0,0,,110,0,0,258,0,0,258,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,217,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,18,0,8,10,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,0,66,0,0,0,0,66,0,,0,0,0,0,0,,0,0,3,14,0,0,14,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",130697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,35430,23445,372,0,2,657,0,22414,11985,8354,23,3608,48805,33508,12554,12554,0,3,0,0,0,0,794,100,0,0,0,0,0,100,0,0,100,0,733,0,89,644,19324,14877,4214,233,3808,189,185,4,0,0,0,0,0,0,3,3,0,0,50,12,38,3507,968,0,10,1,2528,59,,0,0,6,0,0,,0,53,7,11482,548,0,10934,,,,,,,,,46005,337,230,4,15,88,120,0,0,0,0,0,0,19,8,8,0,93,53,28,3,9,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",7040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6912,9,0,0,0,0,0,9,6903,0,0,6903,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,,0,0,0,0,0,,0,21,0,107,107,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",324198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,120736,104905,16893,0,0,0,0,88012,15831,0,582,15249,67745,57017,42283,42283,0,0,0,0,0,0,4298,0,0,0,0,0,0,0,0,0,0,0,3282,5,54,3223,7154,1084,1191,4879,5209,22,22,0,0,0,8,283,0,283,0,0,0,0,10,0,10,4848,77,0,32,0,4739,38,,0,0,0,0,0,,38,0,0,5519,5466,0,53,,,,,,,,,135717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",49356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,27157,26985,0,0,0,0,0,26985,172,0,0,172,22199,19509,0,0,0,0,6,40,40,0,69,0,0,0,0,0,0,0,0,0,0,0,516,0,0,516,18878,0,0,18878,415,0,0,0,0,0,48,214,214,0,0,0,0,0,22,0,22,131,0,0,0,0,131,0,,0,0,0,0,0,,0,0,0,2275,0,2275,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",48206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8322,3830,0,0,0,0,0,3830,4492,0,0,4492,10314,10202,9420,9420,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,93,0,0,93,635,525,109,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,108,0,,0,0,0,0,0,,0,0,0,4,0,0,4,,,,,,,,,29324,246,221,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",62092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,17447,10705,17,0,0,0,0,10688,6742,0,2379,4363,23950,23658,10678,10678,0,0,0,2,0,2,143,142,0,0,0,0,0,142,0,0,142,0,294,0,0,294,12399,4333,3744,4322,233,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,216,0,,0,0,0,0,0,,0,0,0,59,0,0,59,,,,,,,,,20695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",9089177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2931614,1931002,635200,12900,0,2759,0,1280143,1000612,0,125608,875004,4053136,2904565,335186,335186,0,301,169,149,149,0,396719,661,311,203,0,108,0,350,11,0,339,0,16125,970,1818,13337,2155255,1302030,852206,1019,974850,48586,16655,31931,0,0,722,344,344,0,103,26,1,76,358,358,0,924712,2622,0,391,121,921578,25,,0,0,0,0,0,,12,13,57,173664,0,0,173664,,,,,,,,,2077543,22043,16028,634,748,4633,4841,4,0,4,7,2,5,117,138,125,13,4564,1613,440,949,1562,8,3,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",330466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,72816,54446,0,0,0,0,0,54446,18370,2875,0,15495,83781,78211,46598,46598,0,21,0,4,0,4,4518,0,0,0,0,0,0,0,0,0,0,0,1978,0,0,1978,25092,21186,0,3906,2380,561,561,0,0,0,0,0,0,0,0,0,0,0,5,0,5,1378,0,0,0,0,1378,436,,0,0,0,0,0,,436,0,0,3190,0,0,3190,,,,,,,,,172055,1155,1155,0,0,0,659,0,0,0,0,0,0,0,0,0,0,659,0,0,659,0,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,81,81,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",1380569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,152173,114062,0,0,0,0,0,114062,38111,0,26223,11888,1209228,1156329,5369,5369,0,21,10,45,0,45,1064408,0,0,0,0,0,0,0,0,0,0,0,5455,1646,238,3571,81021,2314,40345,38362,35748,3541,3541,0,0,0,38,174,0,174,14,14,0,0,222,29,193,31702,179,0,27,3,31493,57,,0,0,0,0,0,,56,1,12,17139,15283,0,1856,,,,,,,,,18281,764,317,26,12,409,123,0,0,0,5,0,5,5,41,30,11,72,36,20,9,7,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",6810684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2033834,964006,19438,9065,16,1,0,935486,1069828,703227,1819,364782,2125645,1643207,722831,722831,0,181,183,461,355,106,28885,260,222,175,0,47,0,38,0,0,38,0,33134,0,1775,31359,857272,205353,167266,484653,200363,63257,63257,0,0,0,1431,849,602,247,127,42,3,82,1019,4,1015,133383,1933,1259,1279,82,128830,297,,0,0,0,0,0,,270,27,197,281878,11517,0,270361,,,,,,,,,2617194,26326,17449,1041,668,7168,7685,4,2,2,20,2,18,131,216,158,58,7284,3526,2132,582,1044,20,10,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",262789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,179250,9065,88,0,0,0,0,8977,170185,0,0,170185,83539,77038,65349,65349,0,0,36,1,0,1,3060,0,0,0,0,0,0,0,0,0,0,0,601,0,1,600,7991,0,0,7991,5197,192,192,0,0,0,213,0,0,0,0,0,0,0,4615,0,4615,0,0,0,0,0,0,177,,0,0,0,0,0,,120,57,0,1304,15,8,1281,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",9021726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3783554,3220726,2957175,2668,0,9751,0,251132,562828,0,7986,554842,3941933,620590,117440,108956,8484,721,259,118,75,43,14998,35,13,0,0,13,0,22,0,0,22,0,9966,0,1844,8122,477053,16682,96,460275,179588,17210,17210,0,0,4,577,165,111,54,309,15,81,213,2144,246,1898,159070,1775,319,91,26,156859,109,,0,15,0,0,0,,12,82,295,3141460,2968747,0,172713,,,,,,,,,1258017,34723,25574,614,4237,4298,3499,17,5,12,15,5,10,16,53,46,7,3381,1462,343,359,1217,8,9,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",5361289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1156292,531127,127798,2749,3,17464,0,383113,625165,211205,9868,404092,1584303,1115032,279428,279428,0,34,0,1,1,0,17169,184,1,0,0,1,0,183,0,0,183,0,109044,0,5316,103728,709172,186330,297015,225827,294196,111804,90581,21223,0,0,5,31,1,30,40,5,0,35,395,395,0,181624,895,0,821,98,179810,297,,0,0,0,0,0,,12,285,679,174396,7764,10,166622,,,,,,,,,2602459,16286,7787,355,409,7735,1949,2,0,2,0,0,0,27,47,43,4,1873,801,636,281,155,0,0,0
1216,"Акционерное общество Страховая компания ""Чулпан""",88653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,23086,22879,0,0,0,46,0,22833,207,29,95,83,13860,8097,643,643,0,0,0,2,0,2,158,150,0,0,0,0,0,150,0,0,150,0,123,0,1,122,7021,4104,2846,71,5760,78,78,0,0,0,2,17,0,17,5,1,0,4,0,0,0,5656,19,0,3,6,5628,2,,0,0,0,0,0,,2,0,0,3,0,0,3,,,,,,,,,50388,1270,704,1,528,37,49,0,0,0,0,0,0,0,1,0,1,48,30,11,7,0,0,0,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",5068593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2152698,1880197,79004,186920,0,0,0,1614273,272501,139139,2231,131131,2133927,447071,164878,164878,0,54,0,10,10,0,4426,0,0,0,0,0,0,0,0,0,0,0,1946,320,166,1460,275757,9493,130976,135288,781957,14721,14721,0,0,0,0,2,2,0,0,0,0,0,46,46,0,767186,143,0,34,4,767005,2,,0,0,0,0,0,,1,1,0,904899,23429,0,881470,,,,,,,,,779602,1695,953,237,16,489,671,1,0,1,0,0,0,96,1,0,1,570,364,101,36,69,3,0,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2008617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,625122,549522,382330,9729,0,21,0,157442,75600,0,1782,73818,801705,293345,205641,205641,0,325,37,181,128,53,1906,1067,840,806,0,34,0,227,1,0,226,0,9650,518,854,8278,74538,8518,23078,42942,72321,46213,17651,28562,0,0,107,732,710,22,55,0,0,55,33,33,0,25056,1160,0,51,0,23845,125,,0,17,0,8,0,,42,58,479,435560,366102,0,69458,,,,,,,,,578664,2233,1338,0,67,828,893,0,0,0,5,0,5,22,42,41,1,824,309,34,251,230,0,0,0
