"Сведения о количестве договоров страхования, заключенные в отчетном периоде, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0191,"Акционерное общество ""Т-Страхование""",8584729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,5012645,5012645,660747,0,0,0,0,4351898,0,0,0,0,2221350,1203202,412067,412067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,791135,262530,0,528605,209707,37387,37387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172320,0,0,0,0,172320,0,,0,0,0,0,0,,0,0,0,808441,634316,0,174125,,,,,,,,,1350734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",174733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,164136,19981,0,0,0,1002,0,18979,144155,14465,235,129455,10597,8607,240,216,24,0,2,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,629,0,9,620,7566,1251,633,5682,1389,61,0,0,61,0,4,0,0,0,1,0,0,1,12,0,12,1165,139,0,5,1,1020,146,,0,0,0,0,0,,146,0,0,601,0,0,601,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,358,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,31,0,11,20,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,69,69,0,105,0,0,0,0,105,0,,0,0,0,0,0,,0,0,6,21,0,0,21,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",509737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,107040,77614,1409,0,9,603,0,75593,29426,19916,344,9166,183678,144726,56096,56096,0,8,0,0,0,0,1994,407,0,0,0,0,0,407,0,0,407,0,2582,0,261,2321,83639,65064,16643,1932,18456,4617,952,3665,0,0,0,0,0,0,18,18,0,0,94,53,41,13516,3384,0,59,6,10067,211,,0,0,33,0,0,,4,174,16,20480,1936,0,18544,,,,,,,,,217258,981,487,8,28,458,780,0,0,0,0,0,0,34,20,20,0,726,155,129,402,40,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",9858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9702,21,0,0,0,0,0,21,9681,0,0,9681,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,,0,0,0,0,0,,1,21,0,134,134,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",507682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,179963,159378,28652,0,0,0,0,130726,20585,0,685,19900,110855,93721,70697,70697,0,0,0,1,0,1,7336,0,0,0,0,0,0,0,0,0,0,0,5652,7,87,5558,10035,1510,1226,7299,7666,38,38,0,0,0,12,308,0,308,0,0,0,0,14,0,14,7239,114,0,52,0,7073,55,,0,0,0,0,0,,55,0,0,9468,9328,0,140,,,,,,,,,216864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",74454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,40886,40650,0,0,0,0,0,40650,236,0,0,236,33568,29239,0,0,0,0,12,60,60,0,157,3,0,0,0,0,0,3,0,3,0,0,870,0,0,870,28137,0,0,28137,601,0,0,0,0,0,63,271,271,0,0,0,0,0,33,0,33,234,0,0,0,0,234,0,,0,0,0,0,0,,0,0,0,3728,0,3728,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",72110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,10527,5619,0,0,0,0,0,5619,4908,0,0,4908,16348,16175,15106,15106,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,156,0,0,156,849,625,222,2,166,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,2,0,162,0,,0,0,0,0,0,,0,0,0,7,0,0,7,,,,,,,,,44958,277,250,10,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",91552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,23116,15025,44,0,0,0,0,14981,8091,0,3169,4922,36825,36317,17252,17252,0,0,0,2,0,2,242,157,0,0,0,0,0,157,0,0,157,0,406,0,0,406,18258,6403,5455,6400,345,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,324,0,,0,0,0,0,0,,0,0,0,163,0,0,163,,,,,,,,,31611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",14374643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4671172,3489290,1383639,45149,3,4428,0,2056071,1181882,0,136196,1045686,6451724,4561575,531363,531363,0,497,296,246,246,0,626681,1143,534,387,0,147,0,609,24,0,585,0,26424,1503,2936,21985,3374925,2030126,1343336,1463,1522719,90718,27891,62827,0,0,1218,480,480,0,168,36,1,131,611,611,0,1429493,3965,0,1219,162,1424147,31,,0,0,0,0,0,,14,17,116,367314,0,0,367314,,,,,,,,,3216751,27982,19971,845,908,6258,7014,4,0,4,7,2,5,176,165,151,14,6647,2112,613,1712,2210,12,3,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",561056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,112576,86413,0,0,0,0,0,86413,26163,4867,0,21296,140563,130763,80420,80420,0,35,0,23,0,23,7374,0,0,0,0,0,0,0,0,0,0,0,2740,0,0,2740,40171,33745,0,6426,3830,910,910,0,0,0,0,0,0,0,0,0,0,0,7,0,7,2205,0,0,0,0,2205,708,,0,0,0,0,0,,708,0,0,5970,0,0,5970,,,,,,,,,305097,1601,1601,0,0,0,1219,0,0,0,0,0,0,0,0,0,0,1219,0,0,1219,0,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,82,82,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",2568222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,223967,169702,0,0,0,0,0,169702,54265,0,39037,15228,2314607,2224849,7996,7996,0,24,14,72,0,72,2095621,0,0,0,0,0,0,0,0,0,0,0,8799,2817,360,5622,112323,2860,52651,56812,59946,5149,5149,0,0,0,47,204,0,204,30,30,0,0,368,46,322,54066,280,0,38,5,53743,82,,0,0,0,0,0,,81,1,23,29789,26751,0,3038,,,,,,,,,28404,1073,448,27,13,585,171,0,0,0,5,0,5,7,42,31,11,117,66,26,17,8,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",10488076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2902013,1309018,29765,12769,35,2,0,1266447,1592995,1109329,2664,481002,3253114,2470464,965153,965153,0,303,294,757,547,210,55204,364,310,239,0,71,0,54,0,0,54,0,51960,0,2742,49218,1396429,336056,275664,784709,309383,94626,94626,0,0,0,2170,1119,803,316,190,65,3,122,1462,7,1455,209388,2993,2975,2050,118,201252,428,,1,0,0,0,0,,393,34,307,472960,19170,0,453790,,,,,,,,,4242821,34120,22091,1346,857,9826,56008,5,2,3,30,4,26,184,267,198,69,10950,5341,3213,841,1555,27,22,2
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",354724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,211881,14125,89,0,0,0,0,14036,197756,0,0,197756,142843,132416,113626,113626,0,0,56,2,0,2,4406,0,0,0,0,0,0,0,0,0,0,0,896,0,4,892,13430,0,0,13430,8281,272,272,0,0,0,325,1,0,1,0,0,0,0,7450,0,7450,0,0,0,0,0,0,233,,0,0,0,0,0,,163,70,0,2146,24,7,2115,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",14235358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6074995,5120552,5927,4743860,0,41599,0,329166,954443,0,224338,730105,6304897,988387,186327,172751,13576,1261,419,203,122,81,22633,57,22,0,0,22,0,35,0,0,35,0,15011,0,2692,12319,762476,26793,1218,734465,300469,25706,25706,0,0,6,862,226,142,84,441,19,120,302,3077,350,2727,269989,2604,386,145,37,266817,162,,0,25,0,0,0,,19,118,404,5015637,4762824,0,252813,,,,,,,,,1808194,42216,30696,795,4638,6087,5056,17,5,12,19,6,13,25,150,141,9,4825,2146,474,503,1702,11,9,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",8234437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1580290,746544,133211,4102,9,26928,0,582294,833746,285550,15045,533151,2542085,1792830,440079,440079,0,64,0,2,2,0,27001,272,1,0,0,1,0,271,0,0,271,0,162018,0,9365,152653,1163394,334798,476413,352183,464442,174772,135680,39092,0,0,5,36,2,34,75,9,0,66,595,595,0,288495,1411,0,1330,144,285610,464,,0,0,0,0,0,,15,449,1060,283753,11078,15,272660,,,,,,,,,4087608,21404,9909,468,468,10559,3050,2,0,2,0,0,0,33,54,49,5,2747,1199,914,407,227,0,0,0
1216,"Акционерное общество Страховая компания ""Чулпан""",139968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,39619,39348,0,0,0,65,0,39283,271,44,133,94,20683,12078,1011,1011,0,0,0,2,0,2,177,183,0,0,0,0,0,183,0,0,183,0,152,0,1,151,10553,6212,4229,112,8600,121,121,0,0,0,2,17,0,17,7,2,0,5,2,0,2,8449,21,0,3,0,8425,2,,0,0,0,0,0,,2,0,0,5,0,0,5,,,,,,,,,78139,1455,805,8,587,55,72,0,0,0,0,0,0,0,1,1,0,71,41,18,11,1,0,0,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",10233713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4337923,3935994,129715,234926,0,0,0,3571353,401929,202716,3371,195842,4447386,702069,253587,253587,0,70,0,17,17,0,7039,0,0,0,0,0,0,0,0,0,0,0,3542,529,319,2694,437814,16835,201645,219334,2298336,22035,22035,0,0,0,0,2,2,0,0,0,0,0,77,77,0,2276220,280,0,58,8,2275874,2,,0,0,0,0,0,,1,1,0,1446981,36937,0,1410044,,,,,,,,,1444257,2476,1460,265,49,702,1671,1,0,1,0,0,0,157,1,0,1,1509,566,147,705,91,3,0,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2905335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,822922,733470,474049,18194,1,34,0,241192,89452,0,2402,87050,1157013,469882,323020,323020,0,523,68,309,215,94,3162,1379,1073,1018,0,55,0,306,5,0,301,0,15249,853,1375,13021,126172,13394,37893,74885,122946,80938,28726,52212,0,0,161,963,923,40,93,0,0,93,44,44,0,40526,1676,0,81,0,38769,221,,0,34,0,11,0,,69,107,686,563499,446022,0,117477,,,,,,,,,921054,2953,1757,0,100,1096,1393,0,0,0,6,1,5,44,56,54,2,1287,472,42,392,381,0,0,0
