"Сведения о страховых премиях по договорам, принятым в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,ИТОГО:,,20248307.03056,0,0,0,0,19339206.47558,277653.86876,231023.92259,0,0,46629.94617,19061552.60682,15336820.40789,319182.40163,20969.81901,965148.54381,381010.61177,977940.51816,335026.79807,17635.43259,12288356.25195,49185.46349,2025547.5381,27831.45894,20641.08609,3242.92395,0,475897.68646,41613.95146,12855.49642,76485.45803,1375945.62204,14917.86475,954041.90677,745142.75406,0,0,0,909100.55498,35945.21331,700705.30465,172450.03702,0
1,1675,"""Совкомбанк страхование"" (АО)",Санкт-Петербург,5889.73853,-,-,-,-,1623.40647,101.82205,101.82205,-,-,-,1521.58442,210.33335,-,-,-,-,-,-,-,79.14779,131.18556,1311.25107,621.73497,-,621.73497,-,-,-,-,-,689.5161,-,-,-,-,-,-,4266.33206,-,2960.88993,1305.44213,-
2,3947,"АО ""АИГ""",Москва,439173.35308,-,-,-,-,437633.38625,-,-,-,-,-,437633.38625,56145.5429,-,-,-,-,34672.4593,-,-,21473.0836,-,265839.24302,-,-,-,-,-,-,-,-,265839.24302,-,-,115648.60033,-,-,-,1539.96683,-,1539.96683,-,-
3,2239,"АО ""АльфаСтрахование""",Москва,962068.39337,-,-,-,-,885106.60419,1590.69643,1590.69643,-,-,-,883515.90776,622894.74485,1249.51915,-,62417.27953,7149.05265,3563.37693,-,-,548482.51659,33,127057.7474,1528.45908,-,1528.45908,-,18485.04785,-,646.39432,434.86347,105198.54571,764.43697,133555.46061,7.9549,-,-,-,76961.78918,25204.87496,41270.11838,10486.79584,-
4,1284,"АО ""Группа Ренессанс Страхование""",Москва,66365.9511,-,-,-,-,389.23032,-,-,-,-,-,389.23032,255.04709,-,-,-,-,116.17645,-,-,138.87064,-,134.18323,-,-,-,-,-,-,-,-,134.18323,-,-,-,-,-,-,65976.72078,-,50645.46692,15331.25386,-
5,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,38734.96958,-,-,-,-,31991.78273,-5.19212,-5.19212,-,-,-,31996.97485,3208.61044,38.63214,-,3145.11034,-,31.77181,-,-,-6.90385,-,59.52293,-,-,-,-,3.7524,-,55.77053,-,-,-,28728.84148,-,-,-,-,6743.18685,-,5333.61309,1409.57376,-
6,1820,"АО ""ГУТА-Страхование""",Москва,17987.87236,-,-,-,-,17987.87236,-,-,-,-,-,17987.87236,16219.52415,-,-,-,-,-,-,-,16219.52415,-,1768.34821,-,-,-,-,-,-,-,-,1768.34821,-,-,-,-,-,-,-,-,-,-,-
7,1427,"АО ""МАКС""",Москва,76255.91522,-,-,-,-,64647.89669,11780.36873,11780.36873,-,-,-,52867.52796,51332.57475,-,-,1685.28296,-,8691.8936,97.0808,-,40709.49336,148.82403,1534.95321,0.11,-,0.11,-,240.19601,13.40038,442.98966,449.15688,389.10028,-,-,-,-,-,-,11608.01853,-,9210.5831,2397.43543,-
8,2346,"АО ""ОСК""",Самара,16043.85219,-,-,-,-,13877.55874,1189.33115,1189.33115,-,-,-,12688.22759,11534.35216,4591.86937,-,1491.76369,-8.46056,2922.99419,94.51451,-,1928.77283,512.89813,1153.87543,16.02463,-,-,-,769.30082,32.87239,-,-,335.67759,-,-,-,-,-,-,2166.29345,-,1699.47281,466.82064,-
9,0235,"АО ""Русское перестраховочное общество""",Москва,721295.37583,-,-,-,-,721295.37583,2908.82506,2908.82506,-,-,-,718386.55077,713019.35952,8113.17964,-58.56,-,-,5064.65257,3061.5917,-,694334.9366,2503.55901,5367.19125,517.24789,517.24789,-,-,-,-,403.07315,78.70421,4410.421,-42.255,-,-,-,-,-,-,-,-,-,-
10,0915,"АО ""СК ""ПАРИ""",Москва,22017.62364,-,-,-,-,16928.07713,1015.83239,1015.83239,-,-,-,15912.24474,14100.66954,3187.67221,-23.98815,634.40958,-,4983.67192,-,-,2260.42103,3058.48295,1807.70651,339.855,-,-,-,13,-,188.27445,113.89357,1152.68349,-,-,3.86869,-,-,-,5089.54651,-,4016.97697,1072.56954,-
11,1208,"АО ""СОГАЗ""",Москва,2286268.05328,-,-,-,-,2209518.08497,3122.16624,3122.16624,-,-,-,2206395.91873,2075564.06971,499.22897,48.48793,18955.28397,8936.09125,15174.17058,214804.20967,-,1817146.59734,-,67706.71856,1.35004,-,-,-,-11373.32744,-615.7786,1683.75145,-108.34777,78116.16166,2.90922,57135.53412,5989.59634,-,-,-,76749.96831,-,58192.20893,18557.75938,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,10713.91283,-,-,-,-,8492.26893,-,-,-,-,-,8492.26893,7127.82104,524.78705,-,-,-,3535.99793,-,-,3067.03606,-,1386.68452,-,-,-,-,-,-,-,10.99997,0.605,1375.07955,-22.23663,-,-,-,-,2221.6439,-,1758.34449,463.29941,-
13,0212,"АО ""Цюрих надежное страхование""",Москва,3879.76924,-,-,-,-,3879.76924,-,-,-,-,-,3879.76924,2275.72793,-,-,-,-,-,-,-,2275.72793,-,1405.94503,-,-,-,-,-,-,-,-,1405.94503,-,198.09628,-,-,-,-,-,-,-,-,-
14,0177,"АО ""Юнити страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,4351,АО РНПК,Москва,4110884.47339,-,-,-,-,4100144.12351,201052.73173,184588.67057,-,-,16464.06116,3899091.39178,3339927.0248,117511.45584,7164.70957,167242.61205,129511.68923,668454.9552,39584.81691,15812.17581,2198043.15971,12413.62629,292290.55756,1486.4003,-,-,-,55440.20115,38452.71806,-,61252.82918,134336.66486,1321.74401,2370.09105,264503.71837,-,-,-,10740.34988,10740.33835,0.01153,-,-
16,3300,"АО СГ ""Спасские ворота""",Москва,6755.11512,-,-,-,-,4662.76531,-,-,-,-,-,4662.76531,1767.08745,-,-,-,-,1759.00245,-,-,8.085,-,2895.67786,-,-,-,-,743.46383,-,-,15,2137.21403,-,-,-,-,-,-,2092.34981,-,1594.53508,497.81473,-
17,0290,"АО СК ""Альянс""",Москва,82594.47536,-,-,-,-,70012.66707,-2.4953,-2.4953,-,-,-,70015.16237,19651.94521,-,-,10117.16,-,-,-,-,9213.41347,321.37174,-1775.29264,-,-,-,-,-185.56174,-,76.19917,-,-1665.93007,-,51208.09852,930.41128,-,-,-,12581.80829,-,9606.51608,2975.29221,-
18,2947,"АО СК ""РСХБ-Страхование""",Москва,13413.35621,-,-,-,-,4105.83385,246.69366,32.4896,-,-,214.20406,3859.14019,3822.35522,-,-,-9.99999,-,4063.83265,-,-,-231.47744,-,36.78497,-,-,-,-,-,-,-,-,36.78497,-,-,-,-,-,-,9307.52236,-,4867.08513,4440.43723,-
19,1216,"АО СК ""Чулпан""",Альметьевск,11453.56906,-,-,-,-,137.25097,-,-,-,-,-,137.25097,127.50994,104.31889,-,-,0.09605,-,-,-,23.095,-,9.74103,-,-,-,-,-,0.07436,-,-,9.66667,-,-,-,-,-,-,11316.31809,-,8631.03825,2685.27984,-
20,2708,"ОАО ""ЧСК""",Москва,2567.86733,-,-,-,-,54.67068,-,-,-,-,-,54.67068,41.4966,-,-,-,-,-,-,-,41.4966,-,13.17408,-,-,-,-,-,-,13.17408,-,-,-,-,-,-,-,-,2513.19665,-,1916.9778,596.21885,-
21,2496,"ООО ""Абсолют Страхование""",Москва,93545.3707,-,-,-,-,89538.60651,295.11818,295.11818,-,-,-,89243.48833,79109.7335,50370.76317,4.85472,1408.13816,2374.73356,424.97893,-,-,24284.32054,241.94442,10139.81391,97.422,97.422,-,-,1045.57271,-340.9541,-,173.26417,9164.50913,-,-1.94263,-4.11645,-,-,-,4006.76419,-,2988.09451,1018.66968,-
22,4375,"ООО ""ДжиАйСи Перестрахование""",Москва,620468.07927,-,-,-,-,620468.07927,-,-,-,-,-,620468.07927,505230.36949,-,11378.98758,15514.83465,11895.88043,4892.17553,6438.07097,-,437453.20306,17657.21727,48969.90929,-,-,-,-,12814.41633,4050.14715,-,-,22139.24191,9966.1039,56419.34166,9848.45883,-,-,-,-,-,-,-,-
23,1083,"ООО ""Зетта Страхование""",Москва,14209.24876,-,-,-,-,7383.70829,40.9794,40.9794,-,-,-,7342.72889,6616.51817,3577.435,16.2,-,-,232.36645,-,-,2764.13656,26.38016,583.09064,-,-,-,-,-,-,251.37231,36.90813,294.8102,-,132.10008,11.02,-,-,-,6825.54047,-,5642.23958,1183.30089,-
24,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,9644.41998,-,-,-,-,9644.41998,-,-,-,-,-,9644.41998,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9625.95814,18.46184,-,-,-,-,-,-,-,-
25,1307,"ООО ""СК ""Согласие""",Москва,547465.66007,-,-,-,-,531009.24805,63.27821,63.27821,-,-,-,530945.96984,463232.77498,184.34438,-,94329.09489,29140.50304,19386.35225,1632.8881,1366.88802,318196.29852,363.2938,6358.9735,-,-,-,-,795.4673,-,111.41625,949.15801,4409.84451,93.08743,59690.74605,1663.47531,-,-,-,16456.41202,-,12557.1812,3899.23082,-
26,1182,"ООО ""СК ""ТИТ""",Москва,124378.5738,-,-,-,-,124378.5738,590.21665,590.21665,-,-,-,123788.35715,67029.65674,1355.07007,-,53438.09485,-,7365.6459,-,-,4357.4932,513.35272,56738.14592,112.41,-,-,-,55081.59487,-,-,268.64547,1275.49558,-,-,20.55449,-,-,-,-,-,-,-,-
27,3969,"ООО ""СК Чабб""",Москва,2403611.27102,-,-,-,-,2403611.27102,2289.77572,2289.77572,-,-,-,2401321.4953,1719991.42361,-,-,-,-,18346.81383,-,-,1701644.60978,-,214973.8769,-,-,-,-,-,-,-,2560.01812,212413.85878,-,466356.19479,-,-,-,-,-,-,-,-,-
28,4174,"ООО ""СКОР П.О.""",Москва,1331331.41801,-,-,-,-,1331331.41801,-3413.42416,3717.46863,-,-,-7130.89279,1334744.84217,1290314.17782,90016.21397,-4.25411,-2135.48981,5598.25707,32239.39859,55495.35738,-,1109104.69473,-,43528.62506,2875.55618,884.14725,-,-,23.74351,-,-,-,39721.21278,908.11259,-,902.03929,-,-,-,-,-,-,-,-
29,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,11395.75309,-,-,-,-,11395.75309,25.355,25.355,-,-,-,11370.39809,8864.5769,1301.67201,-,1070.13896,-,1138.26011,-,-,5317.42964,37.07618,2505.82119,-,-,-,-,-,-,-,-,1977.17511,528.64608,-,-,-,-,-,-,-,-,-,-
30,3834,"ООО ""Страховое общество ""Помощь""",Санкт-Петербург,14.75804,-,-,-,-,14.75804,-,-,-,-,-,14.75804,14.75804,-,-,-,-,14.75804,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,0585,"ООО ""СФ ""Адонис""",Пермь,-1781.26897,-,-,-,-,517.04495,328.24682,328.24682,-,-,-,188.79813,185.03163,29.94368,-,-,-,-,-,-,-170.1487,325.23665,3.7665,-,-,-,-,-,-,-,-,3.7665,-,-,-,-,-,-,-2298.31392,-,-1098.74526,-1199.56866,-
32,3398,"ООО СК ""ВТБ Страхование""",Москва,108990.774,0,0,0,0,2145.14723,-213.83107,-213.83107,0,0,0,2358.9783,1702.00389,0,0,0,-459.052,-13.83622,0,0,2268.2254,-93.33329,879.69596,0,0,0,0,0,0,0,0,879.69596,0,0,-222.72155,0,0,0,106845.62677,0,84297.21104,22548.41573,0
33,3847,"ООО СК ""НСГ""",Москва,15141.11787,-,-,-,-,1463.93052,-,-,-,-,-,1463.93052,1463.93052,-,-,-,-,1229.05302,-,-,234.8775,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13677.18735,-,13677.18735,-,-
34,3268,"ООО СК ""Паритет-СК""",Москва,3126.76428,-,-,-,-,878.84149,-12.22438,-12.22438,-,-,-,891.06587,740.16905,-,-,669.49657,-,741.11355,-,-,-680.04107,9.6,150.89682,-,-,-,-,-,0.07182,-,14.125,136.7,-,-,-,-,-,-,2247.92279,-,1709.09541,538.82738,-
35,4331,"ООО СК ""Сбербанк страхование""",Москва,732359.74383,-,-,-,-,715961.35295,355.80775,355.80775,-,-,-,715605.5452,611020.05726,-,128.97,13810.13818,-,7591.88318,-,-,589489.0659,-,65680.22723,-,-,-,-,-,-,-,127.28779,65552.93944,-,19723.96839,19181.29232,-,-,-,16398.39088,-,10979.38477,5419.00611,-
36,0667,"ООО СК ""УРАЛСИБ СТРАХОВАНИЕ""",Москва,382.69919,-,-,-,-,382.69919,-,-,-,-,-,382.69919,348.13917,-,2.22727,-,-,3.10227,-,-,342.80963,-,34.56002,-,-,-,-,-,-,34.56002,-,-,-,-,-,-,-,-,-,-,-,-,-
37,1643,"ООО СПК ""Юнити Ре""",Москва,-133.28444,-,-,-,-,-133.28444,-,-,-,-,-,-133.28444,-133.58128,-139.63427,-,-,-,-,-,-,6.05299,-,0.29684,-,-,-,-,0.29684,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,0397,"ООО Страховая Компания ""Гелиос""",Москва,1833.19791,-,-,-,-,1900.05311,1900.05556,1900.05556,-,-,-,-0.00245,-0.00245,-,-,-,-,-,-,-,-0.00245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-66.8552,-,-66.8552,-,-
39,1834,"ПАО ""САК ""ЭНЕРГОГАРАНТ""",Москва,97412.61152,-,-,-,-,87050.76176,1796.4343,1796.4343,-,-,-,85254.32746,75761.89245,4477.10845,24.2,2661.55541,131.24986,7617.22483,1478.79097,-,57607.25614,1764.50679,2748.19591,-,-,-,-,-,7,1157.3008,9.31129,1574.58382,-,6818.53592,-74.29682,-,-,-,10361.84976,-,8232.07807,2129.77169,-
40,0001,"ПАО СК ""Росгосстрах""",Люберцы,793795.6822,-,-,-,-,693167.8048,176.75244,-,-,-,176.75244,692991.05236,613703.58729,-,8.90909,24845.86037,23910.17303,16126.15501,4.72652,-,548806.85373,0.90954,49472.57795,253.16067,253.16067,-,-,14450.87687,-,637.51545,6807.42775,27323.59721,-,29814.88712,-,-,-,-,100627.8774,-,79295.47765,21332.39975,-
41,0621,"САО ""ВСК""",Москва,1015141.01261,-,-,-,-,970953.47619,-95.72536,-95.72536,-,-,-,971049.20155,760985.46507,2149.96085,-,204876.43151,61830.65097,23288.55529,4726.82739,456.36876,463870.15342,242.88564,144702.78594,1279.9699,187.35,1092.6199,-,37756.70724,14.4,2656.39876,56.25,102939.06004,-,22554.35711,42806.59343,-,-,-,44187.53642,-,34799.91189,9387.62453,-
42,0348,"САО ""ЛЕКСГАРАНТ""",Москва,163316.23015,-,-,-,-,163316.23015,1382.81928,1382.81928,-,-,-,161933.41087,74318.1376,-,-,74318.1376,-,-,-,-,-,-,87615.27327,-,-,-,-,86905.76834,-,-,-,709.50493,-,-,-,-,-,-,-,-,-,-,-
43,1209,"САО ""РЕСО-Гарантия""",Москва,215735.36847,-,-,-,-,93547.54885,2670.8807,1507.84535,-,-,1163.03535,90876.66815,72087.7602,4458.56114,478.97105,1930.52596,2025.11059,681.96999,306.00058,-,53233.17499,8973.4459,4614.9814,349.33961,349.33961,-,-,-,-,1883.61768,217.53006,2164.49405,-,9733.87471,4440.05184,-,-,-,122187.81962,-,100770.67532,21417.1443,-
44,0928,"СПАО ""Ингосстрах""",Москва,3052558.19248,-,-,-,-,2886790.40753,46472.5737,10729.78775,-,-,35742.78595,2840317.83383,2045008.03159,25580.29992,1800.10406,212732.68438,98974.6366,83599.59203,7301.92257,-,1615018.79203,-,515842.01062,18352.41867,18352.41867,-,-,202887.16957,-,2613.68834,3018.43273,288970.30131,-,-,279467.79162,-,-,-,165767.78495,-,143678.563,22089.22195,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе,,,,11175267.27705,0,0,0,0,10266177.36,247870.92079,221925.08586,0,0,25945.83493,10018306.43921,8527410.76527,229432.68643,14021.7866,647320.95747,311969.68104,870122.48227,106891.32531,17179.06383,6313624.95862,34026.88753,866078.04347,12367.97093,7927.24736,621.84497,0,148003.47409,41613.95146,5085.59078,67304.38243,578323.4722,13379.20158,225648.2309,399169.39957,0,0,0,909089.91705,35945.21331,700694.66672,172450.03702,0
на территории Российской Федерации,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
из-за пределов территории Российской Федерации,,,,9073039.75351,0,0,0,0,9073029.11558,29782.94797,9098.83673,0,0,20684.11124,9043246.16761,6809409.64262,89749.7152,6948.03241,317827.58634,69040.93073,107818.03589,228135.47276,456.36876,5974731.29333,15158.57596,1159469.49463,15463.48801,12713.83873,2621.07898,0,327894.21237,0,7769.90564,9181.0756,797622.14984,1538.66317,728393.67587,345973.35449,0,0,0,10.63793,0,10.63793,0,0
