"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",31552.94898,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1776.72364,1776.72364,,,0,29776.22534,31746.11801,0,0,1880.21169,2992.25162,1529.9656,0,0,25343.6891,0,-1969.89267,0,0,,0,411.11201,-2381.00468,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",51466.79118,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,21878.16741,18201.69941,895.31654,0,0,0,2330.45434,0,0,14850.30998,125.61855,3676.468,0,0,,0,0,0,0,0,3676.468,0,0,0,,18506.18782,11082.43595,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",35099.87928,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2802.27199,2802.27199,,,0,18404.65473,18382.15473,9910.24756,0,0,25.87173,1656.07317,16.64,0,2202.55158,4570.77069,22.5,0,0,,0,0,0,0,0,22.5,0,0,0,,13892.95256,0,0
0621,"Страховое акционерное общество ""ВСК""",9343424.1562,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,33229.01457,29733.85247,,,3495.1621,6438952.20031,4996309.80343,82.79646,250.53622,126836.96441,405007.18163,373884.24578,33109.29231,26411.52601,4049315.16602,7823.6206,742900.2272,5654.40144,5654.40144,,0,7731.69591,200507.14337,-2415.66567,-976.1928,532398.84495,0,228950.1858,470791.98388,,2568297.36845,205011.01635,97934.55652
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",84873.36834,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,29316.3283,29102.3241,4255.01054,178.0243,0,0,19151.92763,0,0,4561.0177,956.34393,166.2712,0,0,,0,0,0,0,0,166.2712,0,0,47.733,,30240.14039,8180.64076,17136.25889
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",121382.70635000002,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,193.68988,193.68988,,,0,116400.76902,107510.24722,8765.52006,83.523,132,634.66959,34151.43059,0,0,53486.80403,10256.29995,7700.46284,0,0,,0,0,147.92193,0,0,7552.54091,0,91.42054,1098.63842,,1360.9354,3013.4768,413.83525
0928,"Страховое публичное акционерное общество ""Ингосстрах""",13392894.535519999,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,8334.38736,8334.38736,,,0,8059121.18823,6047921.20633,42730.29096,0,395459.30388,522241.2891,779337.38442,10212.85013,10212.85013,4297940.08784,0,1656621.64587,801.53014,0,,0,366825.01649,721479.24877,0,0,567515.85047,0,0,354578.33603,,4843242.85912,208898.10151,273297.9993
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",93861.47834,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,6646.07742,6646.07742,,,0,87215.40092,63446.65226,4158.24651,0,39357.22074,41.652,1529.96348,0,0,13930.02426,4429.54527,23392.99337,0,0,,0,21695.54999,0,0,1149.13801,1022.71363,-474.40826,0,375.75529,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",29417590.198369995,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,26090.74303,13437.45402,,,12653.28901,27192891.64224,21937251.2973,2367573.0158,531.94299,1902011.13281,533066.57598,118919.54769,9296.121,6965.1183,16987903.68613,17949.2749,2037681.76859,4146.65896,0,,0,494242.68938,165907.68169,345907.09127,243707.67034,783733.55169,36.42526,3175198.82087,42759.75548,,1669922.10138,407617.2488,121068.46292
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",1794532.20434,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,27607.29283,20594.41792,,,7012.87491,689109.93279,586094.30739,14062.96981,488.40712,0,0,118736.74328,1726.08438,1601.10696,441487.39988,9592.70292,101458.09517,0,0,,0,0,0,5541.54116,88279.1566,954.35165,6683.04576,1442.87759,114.65264,,930579.90763,119266.21348,27968.85761
1216,"Акционерное общество Страховая компания ""Чулпан""",32646.909249999997,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,10504.12657,10341.62657,7932.17435,0,0,0,846.77729,0,0,872.89849,689.77644,162.5,0,0,,0,0,0,0,0,0,162.5,0,0,,10498.03141,10628.60721,1016.14406
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1424616.09838,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,100064.2321,59770.68196,,,40293.55014,438272.56907,416170.94676,50529.72983,0,0,9189.67246,24037.58358,0,0,283697.63625,48716.32464,-1161.03585,39.93135,39.93135,,0,0,0,0,-2593.02496,1392.05776,0,0,23262.65816,,829043.45192,26023.13681,31212.70848
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2110804.73085,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2387.5918,2387.5918,,,0,997035.91233,646763.23299,3624.0583,42027.6899,10639.16738,36338.29364,146675.84635,66565.56866,65889.10446,337909.82377,2982.78499,176260.93621,0,0,,0,8030.96898,152335.50798,346.03905,9669.49855,5640.29708,238.62457,173653.43613,358.307,,1058661.05013,24438.01987,28282.15672
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",55212.44162,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,55212.44162,55212.44162,0,0,0,0,55079.52544,0,0,132.91618,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",7981.50818,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,7981.50818,7874.3375,5831.81509,0,0,0,161.5781,0,0,1880.94431,0,103.8018,0,0,,0,0,0,0,0,44.11311,59.68869,0,3.36888,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",363006.74572,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,6194.13658,6194.13658,,,0,58315.75343,58011.31253,227.85,43178.23342,0,0,291.34837,0,0,9545.50941,4768.37133,268.54146,0,0,,0,0,0,247.8462,0,20.69526,0,0,35.89944,,280355.21161,5400.48119,12741.16291
1587,"Акционерное общество ""Страховое общество ""Талисман""",1670.7465300000001,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1651.51464,1635.42902,503.97497,0,511.85,0,0,0,0,410.2325,209.37155,16.08562,0,0,,0,11.25,0,0,0,4.83562,0,0,0,,19.23189,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",16260.33,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,16260.33,0,,,16260.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",462317.77366,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,15790.98232,3676,,,12114.98232,227981.50985,202757.9224,6883.11424,737.96987,0,0,30441.02963,0,0,146535.94724,18159.86142,24641.07608,0,0,,0,0,0,2282.87509,625.96509,20375.3791,1356.8568,582.51137,0,,214927.60728,2022.17358,1595.50063
1820,"Акционерное общество ""ГУТА-Страхование""",30314.55086,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1333.41516,1333.41516,,,0,28981.1357,28981.1357,1784.92375,0,0,395.87137,8591.24696,0,0,18209.09362,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",615449.2682599999,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,24331.32956,24331.32956,,,0,388212.39692,375517.03944,50694.16817,0,1415.912,0,30674.80787,2687.32098,2149.16294,267563.16582,22481.6646,11491.0169,3543.26625,3543.26625,,0,0,0,1003.7065,0,6944.04415,0,0,1204.34058,,121073.16836,52584.7328,29247.64062
1858,"Акционерное общество Страховая компания ""Армеец""",11678.92,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,513.91646,479.01646,0,0,0,0,0,0,0,317.87288,161.14358,34.9,0,0,,0,0,0,0,0,34.9,0,0,0,,11165.00354,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",64939.87922,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,3.60752,3.60752,,,0,4241.4791,3970.08317,1642.81134,0,0,0,772.63291,0,0,1554.63892,0,110.78569,110.78569,110.78569,,0,0,0,0,0,0,0,0,160.61024,,60694.7926,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",9507.644479999999,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,316.40165,316.40165,,,0,9191.24283,9050.57827,7211.63555,174.64384,0,0,0,0,0,382.67448,1281.6244,40.04583,0,0,,0,0,0,0,40.04583,0,0,0,100.61873,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",8107295.684929999,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,30487.73447,30487.73447,,,0,5729114.92577,4423422.24827,29922.72,1164.6207,285380.71945,323577.27684,297900.90719,387962.53545,357866.99325,1758543.67489,1338969.79375,571295.61031,0,0,,0,78245.36859,3284.07382,1174.68527,60311.5964,424823.98915,3455.89708,586673.51285,147723.55434,,2151993.61566,119901.07585,75798.33318
2346,"Акционерное общество ""Объединенная страховая компания""",136291.46657000002,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,861.28016,861.28016,,,0,9585.45711,8991.18094,2193.38367,0,0,436.03412,524.67349,0,0,5805.03173,32.05793,594.27617,358.77617,0,,0,0,144,0,32,59.5,0,0,0,,125844.7293,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",701301.46891,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,17646.74989,17646.74989,,,0,534591.17671,404795.80021,4238,0,0,73407.80182,39513.72704,65796.78301,65771.67412,212414.79563,9424.69271,128526.72042,30,30,,0,0,63019.43528,0,36785.23479,28692.05035,0,1268.65608,0,,143599.65865,3557.2225,1906.66116
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",351551.2230800001,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,188.125,188.125,,,0,39448.99089,39070.28376,132.15,0,0,161.46,3847.88557,0,0,34889.11153,39.67666,378.70713,0,0,,0,0,0,0,0,378.70713,0,0,0,,306983.96003,328.84185,4601.30531
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",28214.90261,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,637.59628,637.59628,637.59628,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,27577.30633,0,0
2708,Акционерное общество «Баланс Страхование»,55980.21802,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,67.98376,67.98376,,,0,55912.23426,25443.51903,0,0,2334.56895,3624.5034,12052.47252,0,0,7431.97416,0,27903.33747,0,0,,0,869.59105,1413.86302,0,10249.60271,15370.28069,0,0,2565.37776,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",2264.4084,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2264.4084,0,,,2264.4084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",43108.25531,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,43108.25531,43108.25531,0,0,0,0,18806.93043,0,0,24301.32488,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",161944.87908,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,418.5,418.5,,,0,161526.37908,116760.24212,0,0,115739.27771,0,584.87735,0,0,0,436.08706,44766.13696,75,75,,0,44127.25331,0,0,0,563.88365,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1829384.2152,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,11297.44962,11297.44962,,,0,1818014.31197,1799461.436,-42328.71838,3837.6298,0,1519,6145.6311,1710862.8416,1296454.56258,119425.13274,-0.08086,3926.03194,0,0,,0,0,0,0,2344.95,1581.08194,0,0,14626.84403,,0,72.45361,0
3064,"Акционерное общество ""Боровицкое страховое общество""",1169.35618,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1169.35618,1169.35618,229.01676,0,0,0,301,0,0,634.0499,5.28952,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",2270.56128,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2270.56128,2270.56128,0,0,0,0,0,0,0,0,2270.56128,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",1727853.4789999998,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,6014.77413,6014.77413,,,0,911314.25238,845419.38598,100,0,18672.65875,34669.40558,235813.46606,0,0,553441.0192,2722.83639,66291.80077,0,0,,0,-1056.75432,48226.03667,876.46232,50,18196.0561,0,-539.82153,142.88716,,754353.944,31324.05714,24846.45135
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",1861.82022,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1861.82022,0,0,0,0,0,0,0,0,0,0,1861.82022,1861.82022,1861.82022,,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",112300.84116,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1154.57306,1154.57306,,,0,105325.069,101290.662,0,0,0,0,9242.24202,0,0,86057.89263,5990.52735,4034.407,0,0,,0,0,236.5,0,645.8539,3152.0531,0,0,0,,0,3180.87394,2640.32516
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",81,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,81,81,0,0,0,0,0,0,0,81,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",97022.42959,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,7672.84871,7672.84871,,,0,85897.31012,78624.77714,1022.358,243,0,412.84271,72631.04747,0,0,2080.28195,2235.24701,7272.53298,0,0,,0,0,5557.4496,0,0,1715.08338,0,0,0,,3452.27076,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",2595606.35189,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,504.41333,504.41333,,,0,2595101.93856,1409157.17583,0,589.23022,17020.41954,202042.3532,2522.23991,0,0,1186631.72629,351.20667,342020.77459,0,0,,0,2499.81562,17406.33493,82135.46726,84991.06718,154988.0896,0,736643.30871,107280.67943,,0,0,0
