"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
0191,"Акционерное общество ""Тинькофф Страхование""",1490775.08178,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,256598.96529,256598.96529,0,0,0,1234176.11649,1117551.43118,980921.51517,0,0,0,0,0,0,0,136629.91601,882.02002,491.70475,0,0,0,0,0,390.31527,0,0,115742.66529,,0,0,0,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",76856.80405,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,55211.42513,5289.1732,0,0,49922.25193,21645.37892,18931.9046,3835.03827,0,-1153.98347,0,452.05339,0,0,8933.23911,6865.5573,2713.47432,0.3,0,-548.11746,0,2.55,150.04525,1904.08653,1204.61,0,0,,0,0,0,
0212,"Акционерное общество Страховая компания ""Турикум""",75008.07481,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,75008.07481,51338.90137,0,0,0,0,22146.69321,0,0,29192.20816,0,12675.84909,0,0,0,0,0,5701.01683,6974.83226,0,5807.66654,5185.65781,,0,0,0,
0290,"Акционерное общество ""Зетта Страхование""",102135.42937000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20808.31738,19851.87375,574.37719,0,956.44363,80771.02839,62197.05253,0,7.19838,0,0,23922.10282,0,0,33902.15309,4365.59824,13965.02421,0,0,0,0,0,3624.11152,10340.91269,0,1180.64269,3428.30896,,0,340.16352,215.92008,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",17367.69471,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10080.97176,0,0,0,10080.97176,7286.72295,0,0,0,0,0,0,0,0,0,0,27.24125,0,0,0,0,0,0,0,27.24125,0,7259.4817,,0,0,0,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",764891.15714,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,142143.41662,103865.16682,0,0,38278.2498,546571.36297,492446.48239,245611.30918,759.5008,3.8,573.77108,15215.90368,20056.45122,20051.52732,194013.7467,16211.99973,31365.3742,273.76953,0,132.3642,1221.18164,26.84,156.1295,28991.07155,564.01778,0,22759.50638,,76176.37755,0,0,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",266445.49562,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,167639.44049,167331.79674,0,0,307.64375,98806.05513,77091.26454,0,0,76.88773,6900.45445,3261.65095,0,0,21362.32339,45489.94802,15989.89897,0,0,0,8478.95055,0,1988.5931,5522.35532,0,0,5724.89162,,0,0,0,
0448,"Страховое Акционерное Общество ""Геополис""",705.605,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,705.605,0,0,0,705.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
0518,"Акционерное общество Страховая компания ""БАСК""",14719.7677,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1206.90258,630.55599,0,0,576.34659,2929.85141,2919.29461,2416.6506,0,0,0,0,0,0,14.4813,488.16271,10.5568,0,0,0,0,0,0,10.5568,0,0,0,,10568.77396,14.23975,0,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",68553.35715,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,26507.82436,25242.85592,0,0,1264.96844,24884.27642,24163.94392,3656.4733,0,0,0,132.16783,109.60838,0,2342.02321,17923.6712,172.8575,11.8044,0,0,0,0,0,161.0531,0,0,547.475,,17161.25637,0,0,
0621,"Страховое акционерное общество ""ВСК""",25267364.289100002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6188318.44395,4766100.32723,0,0,1422218.11672,18558335.81949,15025161.73279,6785782.44806,11152.9929,50502.39109,114682.96535,711943.45036,44888.09704,37440.47043,1109635.69494,6196573.69305,389216.09666,92303.43525,92.73222,912.63295,91331.5986,25020.38801,6306.77612,172909.84551,338.688,17018.47138,3126939.51866,,509415.56987,5455.97599,5838.4798,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",804980.22424,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,118690.49598,69000.62271,0,0,49689.87327,563758.45135,543977.94138,388105.10529,713.11164,0,542.23968,111715.31662,0,0,17580.93148,25321.23667,7304.78434,753.112,0,0,0,0,63.2805,1886.29184,4602.1,0,12475.72563,,119179.02246,1375.43137,1976.82308,
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",816504.1885500001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,780114.7205,763664.81951,0,0,16449.90099,36389.46805,26185.45182,0,0,0,0,0,0,0,5057.32402,21128.1278,6271.57211,0,0,0,0,0,1287.98766,4983.58445,0,0,3932.44412,,0,0,0,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",2495067.53883,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,445851.81315,366722.71483,0,0,79129.09832,2046578.90246,1964424.04569,81604.98948,209.92414,1206.27706,1651.19632,1432677.22172,0,0,255837.5032,191236.93377,41564.70422,891.7296,0,111.0736,2428.68236,1188.61776,2323.2887,34002.8422,618.47,105.64673,40484.50582,,1807.73498,428.81636,400.27188,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",18919836.50272,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3128192.37781,2208983.65549,1285.46437,0,919208.72232,14504767.88725,12074884.02455,8075182.74344,7274.30642,46799.43332,175703.88434,799569.47206,22040.20642,19617.62116,1295147.16042,1653166.81813,824111.93013,143708.18344,0,12701.78544,157824.10763,26257.22264,128411.72406,353737.62934,1471.27758,2986.69032,1602785.24225,,1253357.01802,19513.83597,14005.38367,
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",681899.51393,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,109436.06795,66951.52612,0,0,42484.54183,572337.30189,477091.89401,261415.14144,211.2795,0,0,14980.05377,2582.85925,0,75757.3681,122145.19195,80452.56704,21380.46009,0,0,0,2039.57089,855.43356,51926.53643,4250.56607,189.99653,14602.84431,,126.14409,0,0,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",774515.10413,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,482327.23972,314563.40422,0,0,167763.8355,292187.86441,215093.75574,98256.2781,0,10344.2851,2,32585.17756,0,0,32133.09347,41772.92151,56142.83585,372.0462,0,10087.71527,0,0,43341.61708,0,2341.4573,0,20951.27282,,0,0,0,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",66404508.068509996,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,54942209.53545,53438640.98215,0,0,1503568.5533,11030143.68863,7802549.08531,2648558.50199,43605.58503,299363.0054,20054.2712,100401.65909,4168.43547,2704.11951,814038.35017,3872359.27696,2326491.93485,28535.64995,1.65,84952.00506,3027.43836,25596.02973,16847.27578,2164328.7796,3203.10637,51742.39689,849360.27158,,415452.66924,5029.87122,11672.30397,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",23755016.725950006,-299.97146,-299.97146,0,0,0,0,0,0,-299.97146,,-299.97146,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7809605.48436,5527817.03423,231.48624,0,2281788.45013,12744007.71085,11510602.27737,8012044.49103,6198.29423,0,0,353176.19681,4622.76345,1343.11671,949254.33195,2185306.1999,488876.3863,152762.3974,52.70149,57.20553,142.37546,35360.62787,11595.86973,252851.41159,36053.79723,24272.10133,720256.94585,,3178175.69279,19053.03229,4474.77712,
1216,"Акционерное общество Страховая компания ""Чулпан""",43951.67089000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3027.88571,2058.6237,0,0,969.26201,38674.03476,37909.28678,18270.89314,0,0,35.625,8292.58523,119.68062,0,3547.61023,7642.89256,753.30519,33.465,0,0,52.11442,1.242,0,666.48377,0,0,11.44279,,11.77295,211.34466,2026.63281,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",10346072.66255,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2452844.434,1836979.69066,0,0,615864.74334,7512933.08101,5014654.59414,3926448.87293,545.66251,0,14341.81997,24990.06889,0,0,45076.92553,1003251.24431,78781.13112,35893.94145,0,0,51.12311,0,4734.56974,38101.49682,0,0,2419497.35575,,374899.45945,1994.25829,3401.4298,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",5953473.11522,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,678036.58301,527654.42259,78.72696,0,150382.16042,5197642.88038,4536294.14918,3381899.32598,1851.43378,6522.34857,61153.60274,330974.80854,122269.35203,116509.00604,322047.97696,309575.30058,209103.03449,65702.87442,0,889.6095,31540.93612,6345.20276,1173.3787,101676.19317,1774.83982,79092.25837,373153.43834,,73728.17126,1450.53041,2614.95016,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",163904.85963,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,64049.15261,1441.58207,0,0,62607.57054,99855.70702,99019.10612,52337.52854,0,0,0,46074.28976,0,0,509.37992,97.9079,127.02629,42.88254,0,0,0,0,0,84.14375,0,0,709.57461,,0,0,0,
1412,"Акционерное общество ""Д2 Страхование""",972329.42052,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,745775.61953,728684.78536,0,0,17090.83417,226553.80099,152617.00226,125372.74856,0,0,0,238.04615,0,0,472.4577,26533.74985,6014.82469,0,0,0,0,0,0,5787.31719,227.5075,0,67921.97404,,0,0,0,
1427,"Акционерное общество ""Московская акционерная страховая компания""",5547240.036780001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2026657.01818,2009739.1763,0,0,16917.84188,3107138.77555,1290096.08635,1205261.52517,15371.26563,173.956,378.12037,3420.30722,0,0,5555.23614,59935.67582,37171.44153,24117.22357,0,91.75451,272.09888,13.158,201.0051,2578.95471,9897.24676,0,1779871.24767,,410339.59422,561.59857,2543.05026,
1580,Общество с ограниченной ответственностью «РБ Страхование»,526068.34676,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,63545.25266,58765.23615,0,0,4780.01651,462523.0941,392769.8306,0,0,0,0,0,0,0,0,392769.8306,7610.8547,0,0,0,0,0,0,7610.8547,0,0,62142.4088,,0,0,0,
1587,"Акционерное общество ""Страховое общество ""Талисман""",2678.16021,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,228.30746,228.30746,0,0,0,2412.2166,2412.2166,1325.24201,0,0,0,0,0,0,695.49351,391.48108,0,0,0,0,0,0,0,0,0,0,0,,37.63615,0,0,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",20596.95803,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13903.08203,13893.08203,0,0,10,6693.876,5111.26879,0,0,0,0,0,0,0,0,5111.26879,0,0,0,0,0,0,0,0,0,0,1582.60721,,0,0,0,
1675,"Акционерное общество ""Совкомбанк страхование""",2518114.86238,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,471788.46855,355957.21555,0,0,115831.253,2046153.58875,1938263.30934,1782614.30828,275.60498,0,11.7,49561.96602,0,0,51996.37146,53803.3586,45922.47232,14779.71189,0,0,0,192.96423,1508.24192,27721.49857,1720.05571,445.15548,61522.65161,,2.50721,89.03025,81.26762,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",4562450.07523,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1004468.68483,824691.39393,2397.73831,178.2692,179777.2909,3395388.43351,3201104.15621,1709756.42697,1363.61833,0,3131.1545,669010.72467,41389.1985,36992.80102,416495.92948,359957.10376,131890.88844,16377.89813,57.6,33.335,3818.87525,4364.03154,4991.27695,99116.89032,3130.98125,12259.20631,50134.18255,,149099.48077,6658.71,6834.76612,
1858,"Акционерное общество Страховая компания ""Армеец""",63713.11625,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9173.70768,3254.96093,0,0,5918.74675,8584.77296,7077.036,4239.4851,0,0,0,0.43122,0,0,269.19023,2567.92945,1503.71582,0,0,0,0,0,0,1503.71582,0,0,4.02114,,45954.63561,0,0,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",310062.83769,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,87101.05611,16363.06213,0,0,70737.99398,73226.14939,47972.62219,40183.19601,0,0,0,4957.76207,0,0,1023.89017,1807.77394,25235.2238,24833.98025,0,0,0,0,59.15,342.09355,0,0,18.3034,,149735.63219,0,0,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",106591.94775,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10993.37553,6620.57301,0,0,4372.80252,95598.57222,86028.07869,69564.30084,79.488,0,96.06695,1659.97308,0,0,5740.35427,8887.89555,6845.56144,289.931,0,0,19.4375,0,5190.88945,1223.51599,121.7875,0,2724.93209,,0,0,0,
2239,"Акционерное общество ""АльфаСтрахование""",35729544.113929994,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7354539.00259,5692027.96791,7328.26937,0,1662511.03468,27064297.77797,22043230.8421,10121384.06748,10832.13721,92786.13084,226547.56238,384805.55776,267364.89995,264147.65791,1402046.09178,9537464.3947,1189238.7728,169462.72884,0,30328.40922,111743.74268,20120.65079,37275.14812,812745.95604,7562.13711,93535.75772,3738292.40535,,1288522.0121,14143.97126,8041.35001,
2346,"Акционерное общество ""Объединенная страховая компания""",425161.44903,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,112442.98145,50152.58751,0,0,62290.39394,305371.15723,248637.42896,192721.75322,12.375,112.5,2622.24139,3780.32117,0,0,32488.7005,16899.53768,17425.80306,570.73722,0,179.80465,982.22253,4.2,2222.3673,13439.47438,26.99698,0,39307.92521,,7347.31035,0,0,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",2490190.657799999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,671733.38991,568169.17789,10038.60561,0,103564.21202,1804436.16975,1547650.24,338528.26124,463.35698,0,61401.04706,419772.85528,37439.83881,37272.13701,440356.27295,249688.60768,212012.99471,1727.88997,0,0,60624.88685,0,83821.76129,65838.4566,0,6822.12999,37950.80505,,7712.47093,309.6753,5998.95191,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",1183017.60548,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,579423.38125,546731.00609,0,0,32692.37516,526413.17597,295205.56825,142774.8894,0,0,467.369,2727.50486,2689.99743,2608.11679,46171.28835,100374.51921,220506.91588,214358.36199,0,0,28.02,0,308.83711,5793.06838,18.6284,0,10700.69184,,77181.04826,0,0,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",1257673.86204,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,447933.88641,447933.88641,0,0,0,791989.83744,104386.11174,104386.11174,0,0,0,0,0,0,0,0,1032.76958,1032.76958,0,0,0,0,0,0,0,0,686570.95612,,17750.13819,0,0,
2708,Акционерное общество «Баланс Страхование»,2085.91883,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,185.25,185.25,0,0,0,1900.66883,1727.94839,0,0,0,193.03056,1534.91783,0,0,0,0,172.72044,0,0,67.2,105.52044,0,0,0,0,0,0,,0,0,0,
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",8576.28967,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8309.08115,22.75032,0,0,8286.33083,267.20852,2.75325,0,0,0,0,0,0,0,0,2.75325,38.27621,0,0,0,0,0,0,38.27621,0,0,226.17906,,0,0,0,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",306807.36899,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,156675.17458,43757.70577,0,0,112917.46881,150132.19441,150093.63191,28633.69841,0,0,0,65623.65431,0,0,55683.25015,153.02904,38.5625,0,0,0,0,0,2.1875,36.375,0,0,0,,0,0,0,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1546093.929,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,570004.0372,562174.9372,0,0,7829.1,976089.8918,603131.04062,51930.16141,1205.43651,0,0,170.17182,402123.25682,351709.91133,67442.65515,80259.35891,49319.16797,146.1,0,0,0,0,119.835,49053.23297,0,16626.65676,307013.02645,,0,0,0,
3064,"Акционерное общество ""Боровицкое страховое общество""",298291.12202,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,108656.60879,66178.98288,0,0,42477.62591,133434.32929,120847.5071,72983.48704,0,0,0,31739.82022,0,0,15558.60473,565.59511,12558.61219,0,0,0,0,0,1272.33184,3904.0072,7382.27315,0,28.21,,56200.18394,0,0,
