"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0290,"Акционерное общество ""Зетта Страхование""",367954.75853999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,4239.34354,4229.86026,,0,9.48328,361188.29669,107487.135,0,486.842,0,0,73819.23793,0,0,32521.19035,659.86472,24295.90163,0,0,0,0,-1883.09648,0,-53.28205,2922.12841,23310.15175,0,54271.39532,175133.86474,,0,1439.64783,1087.47048
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",-14277.198820000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,-142.80859,-142.80859,,0,0,-14134.39023,-14134.39023,0,0,-14134.39023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",69616.11043999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,42,42,,0,0,40169.19852,40169.19852,-8.99591,217.14123,0,26.5,4745.32959,1858.93431,1858.93431,33328.28741,2.00189,0,0,0,0,0,0,0,0,0,0,0,0,0,,29404.91192,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",56569.93677,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1436.30831,1436.30831,,0,0,55133.62846,33745.07828,0,0,0,18122.38253,4006.84447,0,0,11615.85128,0,21388.55018,0,0,0,0,0,21388.55018,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",54869.682669999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,19763.72154,16088.93914,1354.92504,0,0,0,2723.77406,0,0,11969.84869,40.39135,3608.11267,0,0,0,0,0,0,0,0,3608.11267,0,0,66.66973,,17713.33631,17392.62482,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",42097.646349999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1446.46234,1446.46234,,0,0,15038.38708,14999.40981,8236.70543,0,0,25.87173,1011.81672,0,0,1939.2407,3785.77523,38.97727,0,0,0,0,0,0,0,0,38.97727,0,0,0,,25612.79693,0,0
0621,"Страховое акционерное общество ""ВСК""",7254212.6793,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,46905.37919,46905.37919,,0,0,3708311.4985,3017128.87914,3595.3103,459.17868,163060.72352,239794.00276,268020.4053,107027.7265,83258.88819,2224374.73546,10796.79662,434326.96361,3913.07934,2885.54324,1027.5361,50226.71323,415.1284,100231.97484,1380.97149,510.8279,277648.26841,0,98494.5405,158361.11525,,3271919.43,156262.46643,70813.90518
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",102977.55212000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,58.41695,58.41695,,0,0,19636.10122,19623.15188,1407.48301,0,0,0,14663.87,0,0,3489.8882,61.91067,12.94934,0,0,0,0,0,0,0,0,12.94934,0,0,0,,56251.59003,6089.89419,20941.54973
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",19314.20641,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,14600.91789,14600.91789,,0,0,4713.28852,3946.63342,0,0,0,0,2356.4853,0,0,1590.14812,0,766.6551,0,0,0,0,0,0,0,0,766.6551,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",120616.65065000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,323.0221,323.0221,,0,0,108223.89967,97887.25243,5034.3964,7.84,113.42466,676.87993,21655.3553,0,0,61504.47612,8894.88002,9871.33989,0,0,0,0,0,267.93129,0,0,9603.4086,0,95.83332,369.47403,,10866.55745,623.73499,579.43644
0928,"Страховое публичное акционерное общество ""Ингосстрах""",11612801.041749999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,-13.6404,669.25261,,0,-682.89301,5533823.35436,3660812.25127,96777.42422,0,132318.46713,209477.51906,361077.15816,6964.94775,6964.94775,2854196.73495,0,1509029.80584,285.05492,0,0,0,344538.49451,616172.48462,0,0,548033.77179,0,0,363981.29725,,5605282.54352,228669.31473,245039.46954
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",198097.69776,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,3170.60196,3336.53409,,0,-165.93213,58251.32216,44645.73369,4002.09942,152.41766,0,0,7207.1602,1194.77543,0,26736.40329,5352.87769,8233.172,3283.58617,84,3199.58617,0,0,0,415.28628,85,4082.51803,366.78152,0,5372.41647,,112272.86336,14528.81007,9874.10021
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",54774.83811,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,4388.06784,4388.06784,,0,0,50386.77027,43966.60627,939.45767,0,17636.42831,0,1250.775,0,0,18840.4244,5299.52089,6084.5294,0,0,0,0,4873.5294,0,0,79.62321,1131.37679,0,0,335.6346,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",28116896.45652,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,138490.06332,127208.63044,,611.415,11281.43288,26755768.24398,23028530.55989,2477845.31828,10177.92235,1823543.95295,778012.28083,56058.67781,-98.4645,0,17882706.25884,284.61333,2088576.13472,6233.42822,0,0,0,295633.9617,78655.159,421630.76378,283543.36622,1002858.76704,20.68876,1619842.0893,18819.46007,,934850.22,209895.66447,77892.26475
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",1828697.4981200001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,23667.92059,10298.72498,,0,13369.19561,557251.57478,437457.99792,12949.72653,0,0,0,34344.94792,7199.62118,1759.47912,382918.6225,45.07979,84890.74407,6941.46154,0,6941.46154,0,0,0,18320.46128,55849.19218,1176.26215,2603.36692,33987.32696,915.50583,,1189546.41827,47824.65446,10406.93002
1216,"Акционерное общество Страховая компания ""Чулпан""",12802.08028,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,7065.94173,7000.94173,5712.68553,0,0,0,0,0,0,735.09636,553.15984,65,0,0,0,0,0,0,0,0,0,65,0,0,,4725.71677,511.65905,498.76273
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1274419.1604499999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,103346.58766,83627.2636,,0,19719.32406,517070.77811,400336.98571,44975.14695,0,0,9298.31906,22176.63697,0,0,277792.37573,46094.507,39755.20831,175.91263,175.91263,0,0,0,0,0,10363.29981,29215.99587,0,0,76978.58409,,612392.7997,17000.38889,24608.60609
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",1789216.63803,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,13558.20729,13558.20729,,0,0,838362.91597,649555.58345,-18432.95207,24387.61621,19809.38069,25905.11622,53161.77133,47664.6,47664.6,495676.44791,1383.60316,32779.57635,3716.92404,-526.14502,4243.06906,0,1359.96764,18106.04548,619.84198,2945.31684,5985.16673,46.31364,163140.68788,-7112.93171,,900512.22306,9419.93648,27363.35523
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",33326.08861,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,33326.08861,33326.08861,0,0,0,0,33154.83642,0,0,171.25219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",1225.34738,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1225.34738,1225.34738,0,0,0,0,73.44064,0,0,1151.90674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",713342.23913,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,4749.1039,4749.1039,,0,0,62795.0568,49192.61851,0,29988.81174,0,0,-9.24661,0,0,18989.02964,224.02374,8736.46486,0,0,0,0,0,0,8736.46486,0,0,0,0,4865.97343,,621723.48988,5023.2579,19051.33065
1587,"Акционерное общество ""Страховое общество ""Талисман""",1165.6646099999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1140.13945,1124.09095,568.16423,0,77.36066,0,0,0,0,327.1037,151.46236,16.0485,0,0,0,0,11.15779,0,0,4.89071,0,0,0,0,,25.52516,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",6389.139999999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2245.642,1841.552,,0,404.09,4143.498,2301.94002,0,0,0,0,0,0,0,0,2301.94002,0,0,0,0,0,0,0,0,0,0,0,0,1841.55798,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",431619.39210000006,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,8107.38446,3753.10804,,0,4354.27642,128054.39945,123374.04726,7054.01402,25.40702,417.012,0,10457.94833,0,0,88840.3895,16579.27639,4464.82503,0,0,0,0,0,9.34106,213.92197,505.00312,3712.5111,24.04778,242.55034,-27.02318,,294435.14844,656.27117,366.18858
1820,"Акционерное общество ""ГУТА-Страхование""",20038.41959,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,32.87667,32.87667,,0,0,20005.54292,20005.54292,1464.00708,0,0,162.75854,4699.74273,0,0,13679.03457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",441005.95045999996,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,21998.66518,21998.66518,,0,0,262028.00793,249097.57819,42753.45918,0,1434.912,0,35842.12977,4512.57569,3741.56573,146957.40296,17597.09859,11357.46062,3376.0993,3376.0993,0,0,0,0,1047.33546,0,6934.02586,0,645.76171,927.20741,,123694.0341,14324.08309,18961.16016
1858,"Акционерное общество Страховая компания ""Армеец""",17773.80698,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,65.16667,65.16667,,0,0,518.24446,498.93696,0,0,0,0,0,0,0,362.105,136.83196,19.3075,0,0,0,0,0,0,0,0,19.3075,0,0,0,,17190.39585,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",36673.0539,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,5.60994,5.60994,,0,0,7898.29849,3912.25351,2410.50311,0,0,0,244.9028,0,0,1256.8476,0,3816.98158,3816.98158,105.15464,3711.82694,0,0,0,0,0,0,0,0,169.0634,,28769.14547,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",6432.83401,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,261.60849,261.60849,,0,0,6171.22552,5937.25124,4803.37562,0,0,0,274.78367,0,0,455.27965,403.8123,137.25907,0,0,0,0,0,0,0,130.59241,6.66666,0,0,96.71521,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",11172556.671540001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,167516.21134,167328.54917,,0,187.66217,8086015.19133,6680352.78019,24856.58695,1301.48345,231997.36683,226610.15576,136494.66874,298406.37452,268143.4916,5749339.71297,11346.43097,874064.03752,28855.77527,0,28855.77527,0,60176.84776,139625.35726,1766.67647,69929.6775,572887.33747,822.36579,523361.88437,8236.48925,,2785534.62947,61598.99135,71891.64805
2346,"Акционерное общество ""Объединенная страховая компания""",116267.53781000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,175.10599,364.253,,0,-189.14701,16100.40361,14273.27483,1605.24824,0,0,2350.39347,695.8,0,0,9569.79102,52.0421,1827.12878,1543.42702,0,0,0,0,130.02,0,153.68176,0,0,0,0,,99992.02821,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",347172.73300999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,16734.0576,16734.0576,,0,0,253596.80567,205247.39565,6953.56151,0,0,30498.03617,10503.68618,9207.64132,9081.08885,142970.02977,5114.4407,45201.98708,32.44329,32.44329,0,0,0,18781.61562,0,16460.96284,9926.96533,0,3147.42294,0,,75378.45063,648.24586,815.17325
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",384965.29792,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,204.437,204.437,,0,0,26634.10878,26558.65336,2680.75455,0,0,147.81,2117.12577,0,0,20295.36305,1317.59999,75.45542,0,0,0,0,0,0,0,0,75.45542,0,0,0,,358126.75214,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",21902.527990000002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,233.95,233.95,233.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21668.57799,0,0
2708,Акционерное общество «Баланс Страхование»,22371.36973,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,22371.36973,20738.48204,0,0,0,0,342.07979,0,0,20396.40225,0,1632.88769,0,0,0,0,0,1632.88769,0,0,0,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",310.92099,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,310.92099,0,,0,310.92099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",34349.92816,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,175.39428,175.39428,,0,0,34174.53388,34174.53388,0,0,0,0,6762.30252,0,0,27401.24346,10.9879,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",-34280.603090000004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1211.74905,1211.74905,,0,0,-35492.35214,-41707.64426,0,0,-44510.19806,0,2366.46674,0,0,436.08706,0,6215.29212,0,0,0,0,6215.29212,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",2279525.46323,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,8651.98937,8651.98937,,0,0,2270873.47386,2269745.88605,155035.31622,3631.72386,0,60.3369,5842.41071,1841723.63109,1536812.98562,263326.29411,126.17316,-356.53481,0,0,0,0,0,0,0,-41.8552,-314.67961,0,1236.08658,248.03604,,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",90675.58657,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1317.78074,1317.78074,0,0,0,0,919.51045,0,0,385.52029,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,,89357.80583,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",733.44387,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2.11902,2.11902,,0,0,731.32485,712.96783,0,0,0,0,0,0,0,712.96783,0,18.35702,0,0,0,0,0,0,0,0,0,18.35702,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",1640510.49107,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2053.32233,2053.32233,,0,0,508854.62584,480167.33303,2684.63918,0,38567.56759,6681.36445,176199.01088,0,0,255607.59721,427.15372,27932.87854,351.9366,0,351.9366,0,12561.8487,4464.08,2793.62903,25,7284.44495,451.93926,0,754.41427,,1083629.11077,23611.09234,22362.33979
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",162.85881,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,162.85881,162.85881,162.85881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",132763.06003999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2530.04,2530.04,,0,0,123719.70388,115502.09301,168.83758,0,0,0,5189.39074,0,0,105325.63804,4818.22665,8217.61087,0,0,0,0,0,65.61991,0,121.75,8030.24096,0,0,0,,0,2182.53077,4330.78539
