"Сведения о выплатах по договорам,",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
17,0290,"АО СК ""Альянс""",Москва,133038.2223,-,-,-,-,96247.72526,1006.01388,1006.01388,-,-,-,95241.71138,36342.63061,0.5025,-,2656.9813,-,-,-,-,33685.14681,-,2683.40219,-,-,-,-,-,4.59955,-,-,2678.80264,-,46534.6718,9681.00678,-,-,-,36790.49704,-,35906.6891,883.80794,-
18,2947,"АО СК ""РСХБ-Страхование""",Москва,9106.04825,-,-,-,-,9106.04825,3775.70364,-,-,-,3775.70364,5330.34461,5330.34461,-,-,-,-,442.86895,-,-,4887.47566,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,3983,"АО СК ""Стерх""",Якутск,558.56522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,558.56522,-,558.56522,-,-
20,1216,"АО СК ""Чулпан""",Альметьевск,23576.2347,-,-,-,-,6529.41076,5524.33386,-,-,-,5524.33386,1005.0769,1005.0769,64.13981,-,-,361.527,-,-,-,579.41009,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17046.82394,-,16545.05042,501.77352,-
21,2284,"ЗАО ГСАО ""Плато""",Москва,435.28958,-,-,-,-,435.28958,182.60367,182.60367,-,-,-,252.68591,252.68591,1.87275,-,-,-,-,-,-,249.82043,0.99273,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,1675,Либерти Страхование (АО),Санкт-Петербург,13888.09224,-,-,-,-,10467.21172,7576.8571,-,-,-,7576.8571,2890.35462,1303.34101,1.08,-,-,-,-,-,-,1302.26101,-,1587.01361,1578.79697,-,1578.79697,-,-,-,-,-,8.21664,-,-,-,-,-,-,3420.88052,-,3308.44262,112.4379,-
23,2708,"ОАО ""ЧСК""",Москва,5931.27423,-,-,-,-,1162.59066,-,-,-,-,-,1162.59066,1162.59066,-,-,-,-,-,-,-,1162.59066,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4768.68357,-,4545.55466,223.12891,-
24,1083,"ООО  ""Зетта Страхование""",Москва,17129.35688,-,-,-,-,6624.89477,-,-,-,-,-,6624.89477,6624.89477,-,-,-,-,2.56808,-,-,6614.00236,8.32433,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10504.46211,-,9867.88328,636.57883,-
25,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,3844.63325,-,-,-,-,3844.63325,-,-,-,-,-,3844.63325,3844.63325,1729.83736,-,-,-,11.82744,-,-,587.44874,1515.51971,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,2496,"ООО ""Абсолют Страхование""     ",Москва,69383.75038,-,-,-,-,64020.45324,69.17273,69.17273,-,-,-,63951.28051,61489.05976,949.33533,-,20590.93771,7034.55985,13.87553,-,-,32404.52553,495.82581,706.21437,-,-,-,-,-,598.45127,-,-,107.7631,-,-,1756.00638,-,-,-,5363.29714,-,5130.94883,232.34831,-
27,3487,"ООО ""БИН Страхование""",Москва,9819.74509,-,-,-,-,3728.13507,-,-,-,-,-,3728.13507,2987.88641,-,-,28.18774,-,-,-,-,2959.69867,-,740.24866,-,-,-,-,740.24866,-,-,-,-,-,-,-,-,-,-,6091.61002,-,5943.59573,148.01429,-
28,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,4189,"ООО ""Кредендо – Ингосстрах  Кредитное Страхование""",Москва,322987.7096,-,-,-,-,322987.7096,-,-,-,-,-,322987.7096,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,322987.7096,-,-,-,-,-,-,-,-,-
30,3438,"ООО ""ПРОМИНСТРАХ""",Москва,33514.22903,-,-,-,-,30229.93678,179.33598,179.33598,-,-,0,30050.6008,30008.18488,6113.48882,0,1978.71659,0,0,0,-,20050.95841,1865.02106,16.7541,0,0,-,0,0,0,0,0,16.7541,0,0,25.66182,-,-,-,3284.29225,0,3152.57125,131.721,0
31,1307,"ООО ""СК ""Согласие""",Москва,180244.56706,-,-,-,-,143892.14531,243.47156,243.47156,-,-,-,143648.67375,143551.31138,12616.492,-,2576.5486,-,540.19288,-,-,127711.27661,106.80129,97.36237,-,-,-,-,-,-,-,-,97.36237,-,-,-,-,-,-,36352.42175,-,1218.38585,35134.0359,-
32,1182,"ООО ""СК ""ТИТ""",Москва,101539.22845,-,-,-,-,101539.22845,1042.10182,1042.10182,-,-,-,100497.12663,97594.06901,38838.70085,-,4568.58339,12.15797,28414.86062,-,-,16376.89287,9382.87331,2903.05762,22.87405,22.87405,-,-,2709.449,-,-,170.73457,-,-,-,-,-,-,-,-,-,-,-,-
33,3969,"ООО ""СК Чабб""",Москва,656389.60074,-,-,-,-,656389.60074,5449.30666,5449.30666,-,-,-,650940.29408,187671.50757,-,-,-,-,7653.46384,-,-,180018.04373,-,57115.37163,-,-,-,-,-,-,-,-,57115.37163,-,406153.41488,-,-,-,-,-,-,-,-,-
34,4174,"ООО ""СКОР П.О.""",Москва,2531383.64114,-,-,-,-,2531383.64114,117824.76217,114142.86464,-,-,3681.89753,2413558.87897,2368256.56214,165392.94131,178.99257,43558.06471,13738.8765,16200.82937,19728.64403,-,2109458.21365,-,45302.31683,42248.93736,36.20483,-,-,-,-,-,-,3053.37947,-,-,-,-,-,-,-,-,-,-,-
35,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,1270.0584,-,-,-,-,1270.0584,28.8001,28.8001,-,-,-,1241.2583,1031.28448,-,106.34738,473.18098,-,11.91525,-,-,439.84087,-,-,-,-,-,-,-,-,-,-,-,-,-,209.97382,-,-,-,-,-,-,-,-
36,2353,"ООО ""Страховая компания ""СДС"" ",Кемерово,432.50386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,432.50386,-,432.50386,-,-
37,3834,"ООО ""Страховое общество ""Помощь""",Санкт-Петербург,28535.07931,-,-,-,-,28298.26468,-,-,-,-,-,28298.26468,9946.042,-,-,72.36908,6948.53789,-,-,-,2925.13503,-,18352.22268,-,-,-,-,-,-,-,-,18352.22268,-,-,-,-,-,-,236.81463,-,235.32685,1.48778,-
38,3127,"ООО ""Страховое общество ""Сургутнефтегаз""",Сургут,90535.44505,-,-,-,-,79239.70088,502.13608,502.13608,-,-,-,78737.5648,78173.89391,1829.01826,-,803.76583,-,133.91861,-,-,74614.72975,792.46146,364.90707,-,-,-,-,338.95551,17.33492,-,-,8.61664,-,-,198.76382,-,-,-,11295.74417,-,392.83022,10902.91395,-
39,0585,"ООО ""СФ ""Адонис""",Пермь,4083.68581,-,-,-,-,810.72682,-,-,-,-,-,810.72682,810.72682,762.52322,-,-,48.2036,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3272.95899,-,3085.51923,187.43976,-
40,3398,"ООО СК ""ВТБ Страхование""",Москва,619210.66716,-,-,-,-,545715.89876,6162.86027,6162.86027,-,-,-,539553.03849,490503.6385,403.95614,-,94404.0474,761.67556,1518.19333,-,-,393412.95334,2.81273,5851.06379,-,-,-,-,19.19284,-,-,-,2780.44123,3051.42972,-,43198.3362,-,-,-,73494.7684,-,68312.18734,5182.58106,-
41,3847,"ООО СК ""Независимая страховая группа""",Москва,762.87257,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,762.87257,-,-,762.87257,-
42,3268,"ООО СК ""Паритет-СК""",Москва,13874.96755,-,-,-,-,8630.22588,-,-,-,-,-,8630.22588,8160.21143,-,-,431.49965,-,99.21844,-,-,7629.49334,-,470.01445,-,-,-,-,-,-,-,-,470.01445,-,-,-,-,-,-,5244.74167,-,5032.96525,211.77642,-
43,4331,"ООО СК ""Сбербанк страхование""",Москва,42.45361,-,-,-,-,42.45361,-,-,-,-,-,42.45361,42.45361,-,-,-,-,9.59664,-,-,-,32.85697,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,0667,"ООО СК ""УРАЛСИБ СТРАХОВАНИЕ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,1643,"ООО СПК ""Юнити Ре""",Москва,609919.78546,-,-,-,-,609919.78546,3019.43825,3019.43825,-,-,-,606900.34721,591192.3796,10297.91711,128.74933,1363.30528,9302.20013,1009.10689,-,-,558846.6446,10244.45626,15513.67735,1152.59286,1152.59286,-,-,780.15935,-,-,-,13580.92514,-,-,194.29026,-,-,-,-,-,-,-,-
46,0397,"ООО Страховая Компания  ""Гелиос""",Москва,267622.77579,-,-,-,-,267510.26199,178.06197,178.06197,-,-,-,267332.20002,267332.20002,122.24498,-,-,-,-,-,-,267209.95504,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,112.5138,-,-,112.5138,-
47,1834,"ПАО ""САК ""ЭНЕРГОГАРАНТ""",Москва,118500.32307,-,-,-,-,101218.96703,988.11484,988.11484,-,-,-,100230.85219,96669.38813,40026.51504,-,1192.19662,44.13307,27370.16992,-,-,27533.27526,503.09822,3561.46406,649.89585,649.89585,-,-,-,-,-,2391.4616,520.10661,-,-,-,-,-,-,17281.35604,-,499.18997,16782.16607,-
48,0001,"ПАО СК ""Росгосстрах""",Люберцы,338969.10274,-,-,-,-,216823.42534,583.18601,583.18601,-,-,-,216240.23933,137750.03088,1582.86917,48936.1454,4658.95199,1062.95398,71.56943,-,-,81351.22449,86.31642,21632.38349,485.94756,485.94756,-,-,-,-,-,21094.44325,51.99268,-,56857.82496,-,-,-,-,122145.6774,-,117324.63711,4821.04029,-
49,0621,"САО ""ВСК""",Москва,137295.56552,0,0,0,0,86235.70966,2792.93671,2792.93671,0,0,0,83442.77295,82998.62485,3053.22281,0,7554.93822,0,905.88741,0,0,71471.87686,12.69955,444.1481,0,0,0,0,444.1481,0,0,0,0,0,0,0,0,0,0,51059.85586,0,47338.49823,3721.35763,0
50,0348,"САО ""ЛЕКСГАРАНТ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,0177,САО ЭРГО,Москва,1883.28233,-,-,-,-,1877.59569,-,-,-,-,-,1877.59569,1042.37434,-,-,-,-,-,-,-,1042.37434,-,835.22135,835.22135,-,835.22135,-,-,-,-,-,-,-,-,-,-,-,-,5.68664,-,-,5.68664,-
52,0928,"СПАО ""Ингосстрах""",Москва,3441574.32869,-,-,-,-,3345518.30931,133211.81282,26023.60681,-,-,107188.20601,3212306.49649,2775888.61604,19728.92324,-,326624.82133,151795.53361,26035.29221,-,-,2251704.04565,-,414541.52685,42640.90612,42640.90612,-,-,24954.31415,594.62702,4.5677,28600.35654,317746.75532,-,-,21876.3536,-,-,-,96056.01938,-,90079.87749,5976.14189,-
53,1209,"СПАО ""РЕСО-Гарантия""",Москва,641010.11234,-,-,-,-,552631.78155,196677.16552,934.55019,-,-,195742.61533,355954.61603,237444.35697,12346.85928,72.80738,926.06328,-,202.42983,-,-,220031.33228,3864.86492,374.70264,-,-,-,-,9.19909,-,-,-,365.50355,-,118135.55642,-,-,-,-,88378.33079,-,83156.08714,5222.24365,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе,,,,12980584.0211,0,0,0,0,12151951.74949,621499.22981,182106.10214,0,0,439393.12767,11530452.51968,10615501.07469,631390.83443,53134.47219,731179.29907,159474.59316,130381.46187,57795.72374,85.36527,8805168.62768,46976.06255,542343.79876,37295.38309,982.2896,1578.79697,0,26704.10794,640.80241,0,29599.29047,439017.8871,9086.32775,247235.1823,125372.46393,0,0,0,828632.27161,0,726580.6865,102051.58511,0
на территории Российской Федерации,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
из-за пределов территории Российской Федерации,,,,8440210.89348,0,0,0,0,8440210.89348,263754.14749,236585.77747,0,0,27168.37002,8176456.74599,6631123.28846,150250.93255,0,761110.76504,223593.69659,85410.73165,104873.21003,0,5305798.27837,85.67423,573740.29728,204861.02179,196454.25285,835.22135,0,67646.95966,594.62702,4.5677,22756.64502,274824.30707,3052.16902,750455.26126,221137.89899,0,0,0,0,0,0,0,0
