"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",297569.89898,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,236327.92167,13393.06788,0,0,222934.85379,61241.97731,55837.12044,13896.0495,0,-3799.37966,0,1975.87853,0,0,24416.80734,19347.76473,5404.85687,1.5,0,-2240.96373,0,0,558.52003,5021.80057,2064,0,0,,0,0,0,
0212,"Акционерное общество Страховая компания ""Турикум""",230401.26946,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,230401.26946,165605.48599,0,0,0,0,53469.78105,0,0,115098.74254,0,37590.88961,0,0,0,0,0,17875.2566,19748.63301,0,10558.59636,16646.2975,,0,0,0,
0290,"Акционерное общество ""Зетта Страхование""",385626.67872,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36274.11547,32293.60036,127.69069,0,3980.51511,345439.17087,277694.39496,0,47.9892,0,0,121455.69539,0,0,148930.39989,7260.31048,50594.42232,0,0,0,0,0,13809.09775,36785.32457,0,10089.56938,7060.78421,,0,2345.825,1567.56738,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",71018.82665,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,64833.5,0,0,0,64833.5,6185.32665,0,0,0,0,0,0,0,0,0,0,160.4,0,0,0,0,0,0,0,160.4,0,6024.92665,,0,0,0,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",2160562.13948,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,359598.40056,214595.15777,0,0,145003.24279,1210094.79815,1099814.52273,637071.97178,2153.68656,19,2853.42627,31355.36403,100982.46557,100957.84609,289932.96214,35445.64638,74553.94556,892.13845,0,420.1695,3690.9466,90.3,487.53217,66894.46774,2078.3911,0,35726.32986,,590868.94077,0,0,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",378633.94463,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,207294.3081,207294.3081,0,0,0,171339.63653,113684.49998,0,0,0,24998.18751,6033.22488,0,0,30811.747,51841.34059,53377.62102,0,0,0,33672.17382,0,2496.666,17208.7812,0,0,4277.51553,,0,0,0,
0448,"Страховое Акционерное Общество ""Геополис""",4274.85,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4274.85,0,0,0,4274.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
0518,"Акционерное общество Страховая компания ""БАСК""",148605.48651000002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3966.783,1113.578,0,0,2853.205,7434.77365,7410.94565,6624.34355,0,0,0,0,0,0,110.298,676.3041,23.828,0,0,0,0,0,0,23.828,0,0,0,,137150.96986,52.96,0,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",376699.34141999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,64829.07355,42875.37808,0,0,21953.69547,71731.32035,70747.56031,17693.42743,0,0,0,452.29839,527.976,0,6590.43878,44577.24093,393.76004,39.70178,0,0,0,0,0,354.05826,0,0,590,,240138.94752,0,0,
0621,"Страховое акционерное общество ""ВСК""",56747536.36922,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12453766.17459,7098216.81759,1557.2448,0,5355549.357,39849999.01901,34479170.64352,18189048.20203,62970.4449,833881.37045,739889.42358,1839339.59811,266816.23961,227052.28494,5087926.12362,7459299.24122,1659203.46841,356154.77563,0,20075.97865,422985.45979,125320.9677,115264.99885,613266.09783,6135.18996,399385.82531,3312239.08177,,4210636.33571,138979.1284,94155.71151,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",1783394.94762,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,159530.6246,130870.60214,0,0,182682.58845,721067.1461,691816.44671,866150.03921,1760.36335,0,1539.55271,263895.17774,0,0,42232.79728,47728.8418,2867.15352,1972.87262,0,0,0,0,315.9025,4507.9155,11371.5,0,26383.54587,,870654.37624,10362.5397,21780.26098,
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",2869904.89486,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2809285.86893,2740013.80295,0,0,69272.06598,60619.02593,47964.5158,0,0,0,0,0,0,0,8025.75856,39938.75724,8400.62367,0,0,0,0,0,2471.09811,5929.52556,0,0,4253.88646,,0,0,0,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",4031674.5822499995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,922828.77824,508517.23993,0,0,414311.53831,3091276.97144,2884449.48402,226128.38898,599.43163,4489.318,5686.29093,1841229.62382,0,0,519407.27994,286909.15072,140521.91936,2366.75059,0,438.785,7321.07841,6888.05208,5605.59152,116375.14176,1526.52,281.811,66023.75706,,11018.03681,3106.76411,3444.03165,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",68567344.02421999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10928189.69299,4581634.84484,7681.41525,0,6346554.84815,46050926.72251,38915021.04699,22799378.89965,53042.24794,714717.782,1453269.00595,2833551.72876,86041.79904,71125.17694,7581349.1412,3393670.44245,4311193.37508,452147.11191,0,292003.02165,1226906.27889,276739.60144,507276.68276,1551401.49815,4719.18028,62895.20757,2761817.09287,,11312063.7472,154623.88823,121539.97329,
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1902073.75217,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,320896.2899,181185.14585,0,0,139711.14405,1582044.54742,1326960.7426,808247.38873,1004.45976,0,0,45096.22885,8150.49986,0,177610.02932,286852.13608,227187.75402,92485.48421,0,0,0,10145.99905,2736.47227,111923.00973,9896.78876,454.54945,27441.50135,,-867.08515,0,0,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",778497.61366,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,441974.39244,362583.46327,0,0,344710.02637,336523.22122,172500.07122,256652.87159,0,34192.27806,10,37932.09432,0,0,88600.19855,63587.38072,126640.81989,1347.9145,0,30700.54504,0,0,130117.57902,0,5545.77591,0,37382.33011,,0,0,0,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",106146467.93945998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,64007829.44817,57214988.04563,0,0,6792841.40254,39261059.54368,32856981.68624,9280779.49807,176966.95202,2956123.84203,262798.20161,477760.92714,28377.28386,16230.21034,14721268.21101,4952906.7705,3450706.92382,103086.99159,0,331814.43445,86946.9662,239255.2656,68776.62755,2606916.40065,13910.23778,1572337.77731,1381033.15631,,2693904.99807,40763.15753,142910.79201,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",81653549.90997,3461.97521,3302.74318,0,0,0,0,0,0,3302.74318,,-36.43913,3339.18231,0,0,159.23203,0,0,0,0,0,0,159.23203,0,,159.23203,0,0,0,0,0,22696666.77903,7210612.6736,1242.79934,0,15486054.10543,35299842.49759,32475606.28409,24357666.29767,27436.77586,0,0,748113.37555,16296.81598,2861.07252,2782172.3242,4543920.69483,1389657.51196,500616.72473,-1.71358,224.6869,685.5773,196793.38924,40357.08202,541173.27768,109808.48767,99988.87345,1334589.82809,,23466062.66803,140328.53712,47187.45299,
1216,"Акционерное общество Страховая компания ""Чулпан""",162827.59100000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,35672.78668,10089.2756,0,0,25583.51108,104813.64148,102125.7615,61612.42448,0,0,142.5,5319,646.1793,0,13179.60383,21226.05389,2655.06894,227.672,0,0,434.2868,12.84,0,1980.27014,0,0,32.81104,,135.50833,2006.77532,20198.87919,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",24272432.817080006,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7542163.38872,3012150.3627,0,0,4530013.02602,13639277.54464,11481904.00476,10071911.84284,1452.8644,0,63311.24274,49274.37848,0,0,125435.77633,1170517.89997,219651.38433,101660.17417,0,0,214.30461,0,26753.24604,91016.25951,7.4,0,1937722.15555,,3045905.48203,15694.35451,29392.04718,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",17493135.99465,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2033662.51882,753455.45156,4334.88035,0,1280207.06726,14881714.4041,13114349.26232,10007380.06812,23059.91054,47707.2926,184857.93344,561408.53307,614974.20387,579891.02179,1106793.4028,568167.91788,700614.75855,239172.28129,0,3772.26458,137162.28993,35907.92847,11455.11595,269181.26987,3963.60846,762795.99552,303954.38771,,537322.0203,14837.95587,25599.09556,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",201398.51453000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,134173.74874,3588.20072,0,0,603595.57992,67224.76579,66006.59068,116959.1815,0,0,0,135339.7052,0,0,1718.86316,248.2575,77.58,111.36,0,0,0,0,0,148.8415,0,0,1140.59511,,0,0,0,
1412,"Акционерное общество ""Д2 Страхование""",826874.1870500001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,561084.45504,528612.36072,0,0,65603.30171,265789.73201,147585.47108,124965.8324,0,0,0,156.81757,0,0,415.823,33541.48357,7403.82132,0,0,0,0,0,0,7193.32132,291.95,0,110800.43961,,0,0,0,
1427,"Акционерное общество ""Московская акционерная страховая компания""",9605333.641700001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2127576.14683,1619398.06005,0,0,508178.08678,3731669.08734,2121411.13253,1957469.87666,76216.587,869.78,1534.4856,8214.71759,0,0,13591.20656,63514.47912,68234.76499,42681.85777,0,570.403,765.8096,52,523.517,10613.54379,13027.63383,0,1542023.18982,,3720308.15181,5618.8366,20161.41912,
1580,Общество с ограниченной ответственностью «РБ Страхование»,587711.66857,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,66409.87132,59825.21872,0,0,6584.6526,521301.79725,448920.0252,0,0,0,0,0,0,0,0,448920.0252,7447.12723,0,0,0,0,0,0,7447.12723,0,0,64934.64482,,0,0,0,
1587,"Акционерное общество ""Страховое общество ""Талисман""",6786.4087899999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,640.07067,640.07067,0,0,0,5679.5322,5679.5322,2423.029,0,0,0,0,0,0,2368.11394,888.38926,0,0,0,0,0,0,0,0,0,0,0,,466.80592,0,0,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",28137.660300000003,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,19586.84818,17731.17918,0,0,1855.669,8550.81212,6381.42557,0,0,0,0,0,0,0,0,6381.42557,0,0,0,0,0,0,0,0,0,0,2169.38655,,0,0,0,
1675,"Акционерное общество ""Совкомбанк страхование""",4317974.787020001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,780786.28423,558250.98055,0,0,544258.111,3535437.35026,3353093.01551,4838344.00154,853.88968,0,39,132488.6103,0,0,222056.95468,91561.48707,106033.11337,52196.73199,0,0,0,20742.44161,5132.28706,26488.00358,30599.84883,3171.35865,73139.86273,,0,870.6325,880.52003,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",9598075.88456,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1855951.73766,1131415.51559,3006.9054,1081.378,724536.22207,6527300.70328,6205820.0666,3557441.58287,2817.78998,0,8698.77286,1220820.04454,127757.79699,117975.1103,780434.95664,507849.12272,250268.56989,32604.46436,144,147.25,12803.50054,18409.26129,7695.37262,174527.41571,3937.30537,12291.31976,58920.74703,,1130794.24983,43893.63291,40135.56088,
1858,"Акционерное общество Страховая компания ""Армеец""",444416.77436000004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15757.82037,7085.94039,0,0,8671.87998,18274.17783,15422.01618,9928.45965,0,0,0,1.43741,0,0,626.51453,4865.60459,2842.10882,0,0,0,0,0,0,2842.10882,0,0,10.05283,,410384.77616,0,0,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",1429098.98367,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,110380.47842,22617.42942,0,0,87763.049,189715.25088,90101.81988,68990.13285,0,0,0,13416.12379,0,0,3539.83548,4155.72776,99333.431,98445.625,0,0,0,0,352,535.806,0,0,280,,1129003.25437,0,0,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",230346.40108,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20761.09604,12731.21496,0,0,8029.88108,209585.30504,188328.44155,159869.40013,198.72,0,303.43,2724.44096,0,0,8030.52146,17201.929,15928.31652,812.56604,0,0,90.25,0,11897.47898,2590.6965,537.325,0,5328.54697,,0,0,0,
2239,"Акционерное общество ""АльфаСтрахование""",72142752.80014,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14519217.489,7468368.43412,12512.49526,0,7050849.05488,47846151.83007,40833503.92221,22640307.74707,27799.5448,329301.61356,992215.33713,1252671.7349,1638170.62005,1584698.84854,5483486.506,8469550.8187,3227017.71206,549149.95733,0,141105.41853,592494.41392,123045.57993,120233.46861,1686058.7383,14930.13544,645063.14506,3140567.05074,,9589892.07142,113324.08802,74167.32163,
2346,"Акционерное общество ""Объединенная страховая компания""",989891.1682699999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,206977.03325,82827.88413,0,0,123906.94372,713387.16557,638005.4344,516212.79802,41.25,340,8670.13941,10038.37107,0,0,66573.99145,30620.7363,30279.31468,2756.29883,0,382.31596,3387.0378,18,4470.62468,19220.88675,50.27066,0,45102.41649,,69526.96945,0,0,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",4792456.694859999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1246973.744,796986.3567,9022.6325,0,449987.3873,3429090.48306,2814788.88004,813732.72809,420.66767,0,227922.10001,620451.14669,113165.40711,112326.89813,732268.98921,306827.84126,538860.62743,4243.62745,0,0,215944.08691,0,140007.05052,178665.86255,0,23086.35703,52354.61856,,54234.07827,2630.26964,59528.11989,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",2736179.8199899998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1322511.26156,1215786.20522,0,0,118799.98312,839045.33085,501226.89605,227454.63943,0,0,998.454,5100.69346,3064.54984,2099.0971,152939.74519,132526.57649,323640.22746,321083.23196,0,0,88,0,859.46177,12463.32643,73.721,0,14178.20734,,574623.22758,0,0,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",2513141.79792,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,702741.49489,702741.49489,0,0,0,1705883.55679,455323.18748,455323.18748,0,0,0,0,0,0,0,0,5392.82028,5392.82028,0,0,0,0,0,0,0,0,1245167.54903,,104516.74624,0,0,
2708,Акционерное общество «Баланс Страхование»,8912.15337,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,741,741,0,0,0,8171.15337,7484.65406,0,0,0,1268.09873,6216.55533,0,0,0,0,686.49931,0,0,0,686.49931,0,0,0,0,0,0,,0,0,0,
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",44249.04335,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,43704.31212,21.97114,0,0,43682.34098,544.73123,15.52367,0,0,0,0,0,0,0,0,15.52367,15.29556,0,0,0,0,0,0,15.29556,0,0,513.912,,0,0,0,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",593222.4390799999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,368158.40537,61272.2694,0,0,306886.13597,225064.03371,224927.78371,53023.85585,0,0,0,81919.30917,0,0,89384.78008,594.89738,136.25,0,0,0,0,0,8.75,127.5,0,0,0,,0,0,0,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",2899341.83458,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,571557.37016,567404.62016,0,0,4152.75,2327784.46442,1944644.68205,128576.87083,3366.98443,0,0,542.94536,1582914.20082,1386058.71855,154623.40684,74620.27377,49067.48621,447,0,0,0,0,293,48327.48621,0,18200.8344,315871.46176,,0,0,0,
3064,"Акционерное общество ""Боровицкое страховое общество""",755349.2260499999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,127554.89614,80282.01459,0,0,87054.12489,123239.93439,102923.8113,108645.74815,0,0,0,24483.05341,0,0,20438.08567,1040.73725,20257.92309,0,0,0,0,0,1878.61675,5326.67347,17643.99926,0,58.2,,504554.39552,0,0,
