"Сведения о количестве договоров страхования, заключенные в отчетном периоде, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0191,"Акционерное общество ""Тинькофф Страхование""",10037220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6125538,6125538,893588,0,0,0,0,5231950,0,0,0,0,2455193,1330530,433344,433344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897186,241599,0,655587,101035,41472,41472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59563,0,0,0,0,59563,0,0,0,0,0,0,0,0,0,0,0,1023628,851161,0,172467,,,,,,,,,1456489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",137245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,123845,19227,0,0,0,703,0,18524,104618,4357,343,99918,13400,12106,222,155,67,0,6,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,682,0,0,682,10891,1940,676,8275,1294,51,51,0,0,0,7,0,0,0,5,0,0,5,15,0,15,1106,188,0,4,1,913,110,0,0,0,0,0,0,0,110,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,390,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,86,0,50,36,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91,0,191,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,17,34,0,0,34,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",66484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,38546,27243,0,0,1,0,0,27242,11303,11303,0,0,27561,1587,1,1,0,1,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,335,0,24,311,293,0,0,293,267,1,1,0,0,0,0,0,0,0,0,0,0,0,80,0,80,186,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,4,25703,0,0,25703,,,,,,,,,0,320,320,0,0,0,57,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",20819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,20654,63,0,0,0,0,0,63,20591,0,0,20591,165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,2,30,0,131,131,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",1167961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,519117,476457,247792,68,0,0,0,228597,42660,0,1244,41416,246391,189780,139398,139398,0,4,2,18,0,18,11490,78,77,74,0,3,0,1,0,0,1,0,13828,11,212,13605,24962,3451,6025,15486,13838,409,409,0,0,0,134,485,0,485,3,0,0,3,28,0,28,12679,273,0,103,0,12303,100,0,0,0,0,0,0,0,100,0,0,42773,42383,0,390,,,,,,,,,402453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",58339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,33629,33306,0,0,0,0,0,33306,323,0,0,323,24710,22754,0,0,0,0,2,66,66,0,115,0,0,0,0,0,0,0,0,0,0,0,571,0,0,571,22000,0,0,22000,546,0,0,0,0,0,11,321,0,321,0,0,0,0,39,0,39,175,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,1410,0,1410,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,55,0,0,0,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",104589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,11208,6119,0,0,0,0,0,6119,5089,0,0,5089,21855,21641,20241,20241,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,177,0,0,177,1050,841,206,3,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,3,0,201,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,,,,,,,,,71202,324,295,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",156479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,41255,30625,78,0,0,0,0,30547,10630,0,4999,5631,57712,56489,26233,26233,0,0,0,2,0,2,261,212,0,0,0,0,0,212,0,0,212,0,741,0,0,741,29040,10352,9776,8912,687,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,536,0,0,536,,,,,,,,,57512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",25044170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6701496,5252053,1557763,15544,4,26691,0,3652051,1449443,0,120823,1328620,14042017,10438592,614930,614930,0,607,561,335,335,0,3749553,1207,518,317,0,201,0,689,21,0,668,0,33340,1820,3809,27711,6038059,3925047,2110658,2354,3195515,133181,45451,87730,0,1,1455,624,624,0,302,84,1,217,715,715,0,3059208,5714,335,2939,220,3050000,29,0,0,0,0,0,0,0,14,15,165,407745,0,0,407745,,,,,,,,,4256398,35384,24579,1280,778,8747,8875,4,1,3,14,5,9,188,141,130,11,8507,2726,832,1858,3091,16,5,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",694967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,207285,145676,0,0,0,0,0,145676,61609,7517,0,54092,180312,168332,108849,108849,0,34,0,15,0,15,8965,0,0,0,0,0,0,0,0,0,0,0,2998,0,0,2998,47471,37497,0,9974,5678,1075,1075,0,0,0,0,0,0,0,0,0,0,0,10,0,10,3788,0,0,0,0,3788,805,0,0,0,0,0,0,0,805,0,0,6302,0,0,6302,,,,,,,,,304336,1898,1898,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,1136,0,0,1136,0,0,0,0
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",107941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,42649,39408,0,0,0,26,0,39382,3241,103,1580,1558,65292,45454,0,0,0,0,0,0,0,0,4006,0,0,0,0,0,0,0,0,0,0,0,1977,3,0,1974,39471,77,1208,38186,16860,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,44,16816,0,0,0,0,16816,0,0,0,0,0,0,0,0,0,0,0,2978,0,0,2978,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,376,376,259,259,0,0,0,0,0,0,0,38,38,36,0,2,0,0,0,0,0,0,79,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",3188982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,321897,252914,0,0,0,0,0,252914,68983,0,45231,23752,2835730,2740558,9655,9655,0,32,18,70,0,70,2546224,1,0,0,0,0,0,1,1,0,0,0,12312,4154,684,7474,172246,4697,90596,76953,63680,5944,5944,0,0,0,47,220,0,220,33,33,0,0,545,49,496,56772,528,0,46,7,56191,119,0,0,0,0,0,0,0,119,0,40,31452,26949,0,4503,,,,,,,,,29774,1407,528,20,25,834,174,0,0,0,4,0,4,8,39,28,11,123,42,52,18,11,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",14098888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4111294,2237758,40208,10274,73,13,0,2187190,1873536,1416215,3353,453968,4604087,3558583,1602608,1602608,0,314,396,1086,854,232,91113,378,306,230,0,76,0,72,0,0,72,0,69963,0,3567,66396,1792725,460629,391883,940213,423232,125701,125701,0,0,1,2410,1477,1127,350,377,181,5,191,2051,10,2041,290643,3986,3967,2826,146,279718,572,0,10,0,0,0,0,0,509,53,505,621767,41382,0,580385,,,,,,,,,5327089,42423,27501,1337,1165,12420,13995,7,2,5,32,9,23,160,251,189,62,13485,6217,4092,1084,2092,34,24,2
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",6519435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,5406209,5307003,4165,0,0,954,0,5301884,99206,38730,2186,58290,537533,434509,166574,166574,0,13,0,0,0,0,3159,1687,0,0,0,0,0,1687,0,0,1687,0,7888,0,1263,6625,255188,209316,42257,3615,68862,33056,3071,29985,0,0,0,0,0,0,39,39,0,0,102,88,14,35352,8938,0,183,28,26203,313,0,0,0,85,0,0,0,10,218,26,34136,4485,0,29651,,,,,,,,,571065,3307,1425,65,159,1658,1321,0,0,0,0,0,0,49,68,68,0,1204,572,312,89,231,0,0,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",396659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,258491,27816,1067,0,0,0,0,26749,230675,0,0,230675,138168,112218,83601,83601,0,0,69,1,0,1,6945,0,0,0,0,0,0,0,0,0,0,0,953,0,10,943,20649,83,0,20566,21750,556,556,0,0,0,354,0,0,0,0,0,0,0,20431,0,20431,0,0,0,0,0,0,409,0,0,0,0,0,0,0,241,168,0,4200,78,64,4058,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",19495689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8153236,7290354,6128114,4588,0,16291,2,1141359,862882,0,24667,838215,8955534,1808779,213812,195650,18162,1620,681,241,151,90,30405,82,27,0,0,27,0,55,0,0,55,0,21315,0,3564,17751,1540623,48256,0,1492367,519819,28621,28621,0,0,8,1078,251,174,77,634,33,179,422,4571,496,4075,484398,3389,525,247,55,480182,258,0,2,48,0,3,0,0,20,185,790,6626146,6152920,0,473226,,,,,,,,,2325817,54180,38863,1253,6051,8013,6922,13,2,11,35,11,24,24,62,53,9,6766,2609,661,668,2828,9,13,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",11377801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1931946,1017315,103840,9854,19,34731,0,868871,914631,293139,16828,604664,3620118,2568205,568092,568092,0,97,0,2,2,0,36975,391,2,0,0,2,0,389,0,0,389,0,213641,0,14087,199554,1749007,486049,705148,557810,678833,241903,188861,53042,0,1,37,39,2,37,162,76,0,86,750,750,0,435328,2560,25,1782,194,430767,613,0,0,0,0,0,0,0,16,597,2271,370809,20484,26,350299,,,,,,,,,5795046,26939,12298,605,572,13464,3752,1,0,1,0,0,0,20,37,33,4,3693,1483,1237,522,451,0,1,0
1216,"Акционерное общество Страховая компания ""Чулпан""",194438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,56111,55755,0,0,0,99,0,55656,356,36,207,113,26913,15903,1263,1263,0,0,0,2,0,2,130,270,0,0,0,0,0,270,0,0,270,0,186,0,0,186,14052,7724,6280,48,11004,138,138,0,0,0,4,17,0,17,11,4,0,7,2,0,2,10827,35,0,3,0,10789,5,0,0,0,0,0,0,0,5,0,0,6,0,0,6,,,,,,,,,109641,1687,968,10,644,65,86,0,0,0,0,0,0,0,1,1,0,85,55,18,10,2,0,0,0
