"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников (по договорам страхования, заключенным путем обмена информацией в электронной форме), тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",8337557.00701,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,8337557.00701,0,0,
1216,"Акционерное общество Страховая компания ""Чулпан""",202055.67686,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,10217.4982,10217.4982,,,0,11265.16318,10144.39445,0,0,0,0,0,,,0,10144.39445,1120.76873,0,,0,0,0,0,1120.76873,0,0,0,,180573.01548,0,0,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1726344.83062,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,151163.29264,117800.46781,,,33362.82483,120134.42672,100020.05349,68276.81139,0,0,0,0,,,0,31743.2421,6595.95584,100.05003,,0,0,0,0,6495.90581,0,0,13518.41739,,1455047.11126,0,0,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",5320926.60637,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,286845.07547,241498.74947,,,45346.326,1978889.40925,1711155.29708,1640448.30849,0,0,0,655.96445,,,99.42167,69951.60247,10146.60241,3712.07915,,0,0,0,0,6434.52326,0,0,257587.50976,,3055192.12165,0,0,
1427,"Акционерное общество ""Московская акционерная страховая компания""",749125.6521099999,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,23302.9831,23302.9831,,,0,7590.63567,4294.56422,692.08387,0,0,0,0,,,0,3602.48035,4.23022,0,,0,0,0,0,4.23022,0,0,3291.84123,,718232.03334,0,0,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",1017672.44154,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,700201.37466,564847.31658,,,135354.05808,317471.06688,234012.0199,0,0,0,0,0,,,0,234012.0199,14519.29756,0,,0,0,0,0,14519.29756,0,0,68939.74942,,0,0,0,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",85952.47394,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,39701.6607,29842.9607,,,9858.7,8536.67502,8470.66302,1839.97198,0,0,0,0,,,5.75,6624.94104,66.012,0,,0,0,0,0,66.012,0,0,0,,37714.13822,0,0,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",1207995.89138,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,899710.49948,899710.49948,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,308285.3919,0,0,
2239,"Акционерное общество ""АльфаСтрахование""",6865052.30262,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,612584.44619,605257.41524,,,7327.03095,1073617.63185,330600.32401,120215.89135,0,0,0,0,,,336.42751,210048.00515,3450.37179,34.80833,,0,0,0,0,3415.56346,0,0,739566.93605,,5178850.22458,0,0,
2346,"Акционерное общество ""Объединенная страховая компания""",500922.05687,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,488.67059,204.187,,,284.48359,2171.46553,1954.9083,1814.77166,0,0,0,0,,,0,140.13664,187.7628,114.15,,0,0,0,0,73.6128,0,0,28.79443,,498261.92075,0,0,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",444070.4935,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,86067.64755,43682.05955,,,42385.588,343909.14193,331883.84814,262031.2607,0,0,0,0,,,56171.83082,13680.75662,9060.74443,3206.13846,,0,0,0,0,5854.60597,0,0,2964.54936,,14093.70402,0,0,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",32197.89834,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,32197.89834,0,0,
3064,"Акционерное общество ""Боровицкое страховое общество""",92.25855,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,92.25855,0,0,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",262938.53339,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,58669.01937,58669.01937,,,0,27745.02251,27726.53151,43.88,0,6079.4387,0,0,,,103.0082,21500.20461,18.491,0,,0,0,0,0,18.491,0,0,0,,176524.49151,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",1577.60861,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,1134.4,270.81,,,863.59,250.78559,250.78559,0,0,0,0,250.78559,,,0,0,0,0,,0,0,0,0,0,0,0,0,,192.42302,0,0,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",18345.09353,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,17132,0,,,17132,1182.75148,1182.75148,1084.35148,0,0,0,0,,,0,98.4,0,0,,0,0,0,0,0,0,0,0,,30.34205,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",75724398.28239,75574125.52663,75574125.52663,71014173.29179,33647204.93552,5523188.18215,31843780.17412,0,0,4559952.23484,0,0,4559952.23484,0,,0,0,0,,0,,,0,0,,0,,,,,,150272.75576,10005.94329,,,140266.81247,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",35126.837,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,21995.0107,21995.0107,,,0,13131.8263,10908.65555,0,0,0,0,0,,,0,10908.65555,1360.63875,0,,0,0,0,0,1360.63875,0,0,862.532,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",2938112.7359,2938112.7359,2938112.7359,476.14,0,476.14,0,0,0,2937636.5959,0,2881754.63489,44419.36604,11462.59497,,0,0,0,,0,,,0,0,,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",2092.7165699999996,2091.80295,112.71657,-7.28343,0,-7.28343,0,0,0,120,0,0,120,0,,1979.08638,0,0,,0,,,1979.08638,0,,1979.08638,,,,,,0.91362,0.91362,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",1021581.82221,1021186.96899,771205.2132,53673.56152,0,0,53673.56152,0,0,717531.65168,0,0,713297.88746,4233.76422,,249981.75579,12574.72392,12574.72392,,0,,,237407.03187,157403.487,,80003.54487,,,,,,394.85322,-12.48,,,407.33322,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",871552.1302100001,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,389044.54242,389044.54242,,,0,220872.03654,3700.32526,3311.54326,0,0,0,0,,,0,388.782,7.96,0,,0,0,0,0,7.96,0,0,217163.75128,,261635.55125,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",8121.0850900000005,1.08784,1.08784,1.08784,0,0,0,0,1.08784,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,8119.99725,39.87551,,,8080.12174,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",678658.22719,678658.22719,678658.22719,678658.22719,0,678658.22719,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,65.5765,3.34288,3.34288,3.34288,0,0,0,3.34288,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,62.23362,39.52012,,,22.7135,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",35654.28165,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,2720.34265,2720.34265,,,0,32933.939,31663.44071,10981.5247,65,0,7176,0,,,12128.6383,1312.27771,1270.49829,0,,0,895.89829,0,0,374.6,0,0,0,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",11996778.62661,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,1949738.10885,1727661.02868,,,222077.08017,7760734.87158,7213326.44773,136012.81715,0,0,0,0,,,502229.08845,6575084.54213,400064.28388,414.47185,,0,0,0,2113.85484,397535.95719,0,106281.85483,41062.28514,,2286305.64618,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,753277.09833,753139.08312,12135.68579,5932.695,0,192.695,5740,0,0,6202.99079,230,0,5972.99079,0,,741003.39733,740428.39733,739578.39733,,850,,,575,0,,575,,,,,,138.01521,179.02521,,,-41.01,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
4405,Общество с ограниченной ответственностью «Тинькофф Страхование Будущего»,788092.691,788092.691,788092.691,788092.691,0,0,788092.691,0,0,0,0,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
