"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0141,"Страховое Акционерное Общество ""Медэкспресс""",194508063.32285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190178140.583,9950115.4,,,,9839112.4,,111003,180228025.183,9888308.458,167731534.125,2608182.6,4329922.73985,4194822.73985,1090722.90534,1090722.90534,,,,,,,,,,,,,,,,,,,2281679.62379,,,2281679.62379,822420.21072,,,822420.21072,135100,65500,65500,,,,,,,,,,,,,,,69600,,,,,69600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Акционерное общество ""Тинькофф Страхование""",3842656720.20908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3184591873.77716,3184591873.77716,1067882381.228,,,,,2116709492.54916,,,,,658064846.43192,552919561.85948,302530182.91562,302530182.91562,,,,,,,,,,,,,,,,,,,336284.55,,,336284.55,250053094.39386,250053094.39386,,,26774092.0066,16068330,16068330,,,,,,,,,,,,,,,10705762.0066,,,,,10705762.0066,,,,,,,,,,,,78371192.56584,52746388.41876,,25624804.14708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",134889815.6501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44227162.55169,3112683.77587,,,,1217830,,1894853.77587,41114478.77582,672543.98042,2177364.1554,38264570.64,90662653.09841,22604538.86707,198157.99369,104375.1464,93782.84729,,5349450.6464,,,,335805.38334,,,,,,,,,,,,12237696.3754,,1212326.3286,11025370.0468,4483428.46824,968271.4662,73406.8365,3441750.16554,68058114.23134,,,,,,65484000,,,,3400,,,3400,13697.30529,,13697.30529,2507016.92605,1961668.72807,,,,545348.19798,50000,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212,"Акционерное общество Страховая компания ""Цюрих""",3889028878.9611797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7343255.31528,7343255.31528,,,,,,7343255.31528,,,,,3881685623.6459,2809324442.87642,,,,,,,,,989623302.90435,,,,,,,,,,,,1819701139.97207,,190472944.93735,1629228195.03472,,,,,285882812.93595,24130000,,,24130000,,,,,,,,,,41584752.22854,41584752.22854,,220168060.70741,8373068.68734,,,,211794992.02007,,,,,,,,,,,713658890.54408,72819477.28945,,,72819477.28945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290,"Акционерное общество Страховая компания ""Альянс""",230094003058.07867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203403511281.912,200765922662.129,,,4088000,,,200761834662.129,2637588619.78345,2637588619.78345,,,4666301056.16669,3958518688.83363,3605473.484,3605473.484,,93032424.38814,1485852,40399355.08159,40049205.61409,350149.4675,1998883685.57594,,,,,,,,,,,,1757472955.15757,500000,119329023.48944,1637643931.66813,63638943.14639,1364778.73449,,62274164.4119,236125511.89667,33647325.7852,33647325.7852,,,,3296838.5,,,,9089628.56453,,,9089628.56453,22705807.4295,,22705807.4295,166980486.86744,1806000,,,,165174486.86744,405424.75,,,,,,,,,405424.75,220191464.44811,251465390.98828,,,251465390.98828,,,,,,,,,,8160000,8160000,,,,22016030720,,,,,,,22016030720,,,,,,,,,,,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",507705632.74937004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8890536.71033,1051924.27473,62353.734,,,,,989570.54073,7838612.4356,,,7838612.4356,498815096.03904,20453957.99979,17481.00068,17481.00068,,,8686633.11861,,,,8140100.90768,,,,,,,,,,,,2441117.74048,,,2441117.74048,1168625.23234,,,1168625.23234,450262625.81236,1500,1500,,,,438784384.81336,,,,,,,,,,,11267165,,,,,11267165,209575.999,,,,,,,,12000,197575.999,,28098512.22689,27732510.382,,366001.84489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",317446375.64022005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000280.92241,93657514.40541,21783331.06,279900,,,,71594283.34541,62342766.517,,19946678.143,42396088.374,161446094.71781,94766454.51715,8680344.76891,8680344.76891,,,568151.521,48757.34256,,48757.34256,17542085.22314,1856264.48591,1856264.48591,1830053.0268,,26211.45911,,,,,,,38415103.52312,,1380965.75981,37034137.76331,27655747.65251,4824150.29431,83404.975,22748192.3832,65795709.71342,3651585.942,3651585.942,,,,51260.27984,7446760,,7446760,13000,,,13000,71500,,71500,54469603.49158,191567.62012,,3353500.001,501001,50423534.87046,92000,,,,,,,,92000,,,883930.48724,,,883930.48724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",142488050.56035998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23097911.08853,23097911.08853,,,,,,23097911.08853,,,,,119390139.47183,19722075.59581,,,,,,12343829.55447,12343829.55447,,2351350.44412,,,,,,,,,,,,4204347.06666,,,4204347.06666,822548.53056,,,822548.53056,99302331.28972,,,,,,,98938203.28972,98938203.28972,,,,,,,,,364128,,,,,364128,,,,,,,,,,,,365732.5863,,365732.5863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,"Страховое Акционерное Общество ""Геополис""",45330.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33029.46,33029.46,,,,,33029.46,,,,,,,12300.634,,,,,,,,12300.634,,,12300.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0518,"Акционерное общество Страховая компания ""БАСК""",67872620.52408001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6615466.00943,2156489.83601,,,,,,2156489.83601,4458976.17342,,,4458976.17342,56492154.51465,52770280.86365,1716402.97848,1716402.97848,,,,,,,12541091.70428,,,,,,,,,,,,38147785.35377,,,38147785.35377,365000.82712,331319.273,33608.55412,73,3648158,2000,2000,,,,,,,,,,,,,,,3646158,,,13000,,3633158,,,,,,,,,,,,73715.651,,73715.651,,,,,,,,,,,4765000,4320000,285000,20000,140000,,,,,,,,,,,,,,,,,,,
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",87865803.60748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45564033.83126,3550783.71417,,126100,,,,3424683.71417,42013250.11709,682820.372,,41330429.74509,42301769.77622,36283065.96752,10120225.09076,10120225.09076,,,,,,,3742459.03311,,,,,,,,,,,,17724609.58695,,,17724609.58695,4695772.2567,,,4695772.2567,5329210.31153,753698,753698,,,,,,,,,,,,37150,,37150,4515362.31153,,,,,4515362.31153,23000,,,,,,,,23000,,,689493.49717,,,689493.49717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",515380762.93249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18112847.72552,12466474.82133,457536.24407,,,,,12008938.57726,5646372.90419,,,5646372.90419,211521915.20697,34551792.04797,8439418.45,8439418.45,,165719.9992,,7406,,7406,1897321.61442,10914,,,,,,10914,,,10914,,8466794.70496,,,8466794.70496,15564217.27939,6369371.19566,4048251.96206,5146594.12167,176969923.159,176766000,176766000,,,,,,,,,,,,,,,203923.159,,,,,203923.159,,,,,,,,,,,,200,,,200,,,,,,,,,,50000,50000,,,,285696000,,,,,,,,,,,285696000,8192000,136192000,,141312000,,,
0621,"Страховое акционерное общество ""ВСК""",1529058254731.2937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12066360836.1305,7653172272.49855,3529341064.23855,24472323.142,1752000,2692128362.18994,,1405478522.92806,4413188563.63191,,2974881003.00936,1438307560.62255,12863692570.1632,10975933529.8943,935373253.91398,935373253.91398,,173940402.4526,203342390.79424,83727966.95777,83727966.95777,,2922908357.52802,71396193.53879,42255769.73041,9025390.33924,,32849080.40814,381298.98303,29140423.80838,1820151.4527,,26915115.29239,405157.06329,4671553376.41681,658043126.56682,1486711920.43137,2526798329.41862,1913691588.29208,1702017940.66268,211673647.6294,,1250110708.25853,99723952.80248,99723952.80248,,,,148526952.26809,225253511.53858,225253511.53858,,73190976.25496,364504.9005,500,72825971.35446,148271305.89222,148271305.89222,,554997446.94132,193960574.23821,7904300,25287201.004,5085424.957,322759946.74211,146562.56088,,,,,,,,9000,137562.56088,62071210.43288,575577121.57747,,,575577121.57747,,,,,,,,,,463615000,347495000,28220000,9020000,78880000,1503664586325,39317319000,160458975,39156860025,341133525,111413475,229720050,271805625,5545802700,5466339675,79463025,1382973999075,39072881250,205469658450,97488345825,1040943113550,46831923900,28382602500,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",152373496175.68024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173260858.35459,100345512.87959,,,,,,100345512.87959,72915345.475,40021528.975,,32893816.5,319863549.32564,302582820.11517,71529039.83101,71529039.83101,,2938902.70324,,174466.03392,,174466.03392,116311011.65957,,,,,,,,,,,,58100814.50324,,,58100814.50324,53528585.38419,23684886.99429,,29843698.3899,3974364.6741,1585800,1585800,,,,,,,,,,,,2750,,2750,1922764.6741,,,,,1922764.6741,463050,,,,,,,,463050,,,13306364.53637,,,13306364.53637,,,,,,,,,,20315000,20315000,,,,151860056768,,,,,,,,,,,151860056768,,151860056768,,,,,
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",478522858.0959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117981951.77089,52040737.71854,99044.9646,,,1318405.8,,50623286.95394,65941214.05235,39863213.47035,21650236.748,4427763.834,360540906.32501,338377117.95539,590.49,590.49,,,,,,,244489760.5762,,,,,,,,,,,,26507739.02108,,6900,26500839.02108,67379027.86811,731882.23757,552798.851,66094346.77954,20086613.8276,,,,,,,,,,2404739.43898,2404739.43898,,,,,,17081874.38862,,,,,17081874.38862,600000,,,,,,,,,600000,,2077174.54202,342658.71,,1734515.83202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0758,"Общество с ограниченной ответственностью Страховая медицинская компания ""АСТРА-МЕТАЛЛ""",197110347.75772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197110347.75772,,,,,,,,197110347.75772,,25395335.154,171715012.60372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",16400085.51603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,4750,,,,4750,,,,,,,16395335.51603,16395335.51603,252646.215,252646.215,,,,,,,,16062945.395,16062945.395,15929212.966,,133732.429,,,,,,,79743.90603,,,79743.90603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",125038103955.21857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197390279.6702,180754198.4797,,,,,,180754198.4797,16636081.1905,,14663181.1905,1972900,3066754819.54837,2866991213.95242,18510956.61746,18510956.61746,,654951.01068,198425.94,2123931.8824,,2123931.8824,2024404760.75931,,,,,,,,,,,,608887851.82959,221969054.77081,61808979.07486,325109817.98392,212210335.91298,17050436.09712,2849037.92468,192310861.89118,92207038.76969,4742503.86331,4742503.86331,,,,5843378.25883,5767085.0814,,5767085.0814,2586910.28227,2584910.28227,2000,,4806058.934,691440.405,4114618.529,68387602.34988,7487330.00342,,267350,42600,60590322.34646,73500,,,,,,,,73500,,5235348.08082,102321218.74544,69473141.9539,,32848076.79154,,,,,,,,,,19085000,8555000,130000,370000,10030000,121754873856,,,,7698432,,7698432,11048960,309219328,303575040,5644288,90763288576,1427298304,18025244672,45693337600,25617408000,2166312960,28497305600,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",4020360129100.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8449031275.85857,1319798189.54853,15788062.385,4044639.0486,69798000,8367800,,1221799688.11493,7129233086.31004,5303962591.98854,1215191281.23332,610079213.08818,57514471125.1385,32255086710.7428,1427136348.42396,1427136348.42396,,23908181.26435,423226869.29587,450748173.21988,412679553.35591,38068619.86397,5572856962.36032,6806073.89451,1580963.49457,199365.32153,,1381598.17304,,5225110.39994,,,5225110.39994,,21761324528.2623,,964616951.72896,20796707576.5334,2589079574.02155,1498940315.7463,131518331.54775,958620926.7275,22399173388.7707,341909183.69467,341909183.69467,,,,10079721966.1261,10257560988.857,10164362183.969,93198804.888,504265561.518,4713968.855,353482.95,499198109.713,288689693.328,1941950.3976,286747742.9304,925550566.5715,123537807.96138,23540200,35942719.8,3584788.914,738945049.89612,1475428.67548,,367880.08247,,,,,,785571.13709,321977.45592,21959118.42173,2838251907.20329,25285439.56221,,2812966467.64108,,,,,,,,,,504690000,349075000,33815000,12580000,109220000,3953891936700,9693016875,969367500,8723649375,192285900,151133850,41152050,468028125,5813442900,5692912875,120530025,2815080299775,113380428375,503673100425,134756243325,2063270527650,576254490975,545802502500,587869650
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",604311985249.9431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378073085378.347,377473914051.902,12091497.3569,,,15194301.40918,,377446628253.136,599171326.44458,319207499.94458,196527146.5,83436680,3644823455.59608,936048564.36897,133433455.20555,133433455.20555,,755245.6715,,,,,199723479.62411,247111.92175,,,,,,247111.92175,,,247111.92175,,270497106.60763,,72614203.9894,197882902.61823,331392165.33843,279574154.62027,8781932.01591,43036078.70225,146023323.54347,7795777.164,7795777.164,,,,,,,,3267920.34782,3267920.34782,,,3980500.565,3974000.565,6500,128884243.08311,67374848.8547,,2751811.107,201130,58556453.12141,2094882.38354,,,,1397501.104,,,,112500,584881.27954,869291.50858,2561882276.17506,2520588592.56693,,41293683.60813,,,,,,,,,,40800000,24420000,410000,1680000,14290000,222553276416,,,,,,,16930816,564635648,564635648,,221971709952,10011918336,59191275520,9422852096,143345664000,,,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",714730492.1347001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201368013.04898,38427554.70658,5903947.024,,,,,32523607.68258,162940458.3424,,,162940458.3424,513362479.08572,116610158.3207,10279524.97726,10279524.97726,,,5874808.65007,652.7,,652.7,15375309.18227,,,,,,,,,,,,60935377.3133,,5334581.73438,55600795.57892,24144485.4978,245401.46085,,23899084.03695,362234828.94059,444830,444830,,,,332738794.70258,,,,,,,,28457524.23801,,28457524.23801,,,,,,,593680,,,,,,,,519880,73800,,34517491.82443,73208.95604,12977768.21292,21466514.65547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",14085669343875.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35290223836.804,13778186755.8395,27405437.96813,4075627782.574,1494600,7262809957.41307,97435.26895,2410751542.61536,21512037080.9645,,20412371363.969,1099665716.99549,122071503838.426,95222604908.1111,794796530.98526,578335196.59844,216461334.38682,820908685.6174,1059287877.68334,395167170.93976,390284132.42623,4883038.51353,11950820371.4109,7669760.56065,3657606.11367,,,3657606.11367,,4012154.44698,,,4012154.44698,,77566324397.3252,,2637338222.72791,74928986174.5973,2627630113.58862,121378395.08668,,2506251718.50194,22102360433.8417,88587553.4449,88587553.4449,,,387000,7564590223.64859,10375574122.6281,10356411957.4019,19162165.2262,748083753.559,1869331.564,1304241.08626,744910180.90874,600072295.85103,406133064.83845,193939231.01258,2719232851.99326,84410774.62061,4827963.636,5994290.001,3346201.001,2620653622.73465,5832632.71679,,322000,1272000,,5500,,,379000,3854132.71679,3498314482.27423,1248224014.19924,718705000.65324,,529519013.546,,,,,,,,,,852325000,594940000,121305000,60940000,75140000,13927455291200,1447966402080,265440422896,1182525979184,2424743904,1450859872,973884032,93545232,3359892624,3347368112,12524512,10050756936000,190880258272,1401527652976,357189140352,8101159884400,541229432304,1881624339056,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",664915220093.3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33689160631.1414,13777340071.138,117869647.913,1814210465,2572000,11033723744.6489,,808964213.57617,19911820560.0034,737031268.7996,17542836050.1914,1631953241.01244,13031932162.1992,11098264778.8811,1116786804.4083,1116786804.4083,,461998416.82533,554848.29801,197979.21945,197979.21945,,3617965736.2352,3563000.31255,,,,,,3563000.31255,,,3563000.31255,,3370840368.11806,,731314124.64073,2639526243.47733,2526357625.46424,749239661.06751,351812425.77155,1425305538.62518,1044957199.9187,258294898,258294898,,,60000,93951.84366,397545.08252,346026.8,51518.28252,36047671.8937,2788900,,33258771.8937,96172338.77654,96172338.77654,,627115326.30587,77664931.49746,10300050,49308388.408,6885393.402,482956562.99841,26775468.01641,,,,,,,,228000,26547468.01641,665508484.0784,223201699.32091,1579718.662,881630.38492,220740350.27399,,,,,,,,,,367980000,210890000,14545000,6650000,135895000,617826147300,14867550000,,14867550000,,,,88269750,700619625,682344000,18275625,455622482925,26884934775,116948411550,67485502350,244303634250,93448282500,53098942500,
