"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0191,"Акционерное общество ""Тинькофф Страхование""",3616796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,683358,683358,78848,0,0,0,0,604510,0,0,0,0,1464874,1245600,191058,191058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054542,222488,0,832054,42453,16826,16826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25627,0,0,0,0,25627,0,,0,0,0,0,0,0,0,0,0,176821,55081,0,121740,,,,,,,,,1468564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",135654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,122868,11728,0,0,0,592,0,11136,111140,2588,222,108330,12786,11319,210,160,50,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,693,0,0,693,10377,1916,785,7676,1467,52,0,0,52,0,4,0,0,0,5,0,0,5,17,0,17,1255,189,0,5,1,1060,134,,0,0,0,0,0,0,134,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,162,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,67,0,9,58,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,0,217,1,0,0,0,216,0,,0,0,0,0,0,0,0,0,31,70,0,0,70,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",133359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6781,4052,0,0,46,0,0,4006,2729,2728,0,1,126100,4345,1,1,0,1,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1065,0,68,997,3232,0,0,3232,518,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0,100,417,1,0,0,0,416,0,,0,0,0,0,0,0,0,0,0,121237,0,0,121237,,,,,,,,,0,428,428,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",17823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,17764,3,0,0,0,0,0,3,17761,0,0,17761,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,0,0,0,0,0,0,0,31,0,28,28,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",767713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,234324,196040,66,0,0,0,0,195974,38284,0,1007,37277,172774,158251,129689,129689,0,4,1,9,0,9,120,2,2,2,0,0,0,0,0,0,0,0,5125,8,233,4884,23301,3108,6254,13939,12456,193,193,0,0,0,120,73,0,73,0,0,0,0,20,0,20,11948,377,0,100,0,11471,102,,0,0,0,0,0,0,100,2,0,2067,20,0,2047,,,,,,,,,360615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",74220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,42334,41884,0,0,0,0,0,41884,450,0,0,450,31886,29203,0,0,0,0,1,50,50,0,25,0,0,0,0,0,0,0,0,0,0,0,660,0,0,660,28467,0,0,28467,522,0,0,0,0,0,22,249,0,249,0,0,0,0,42,0,42,209,0,0,0,0,209,0,,0,0,0,0,0,0,0,0,0,2161,0,2161,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,502,502,,0,0,0,502,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",98941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,10615,6312,0,0,0,0,0,6312,4303,0,0,4303,20995,20782,19536,19536,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,173,0,0,173,1059,869,187,3,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,3,0,199,0,,0,0,0,0,0,0,0,0,0,11,0,0,11,,,,,,,,,67042,289,262,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",146694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,37577,28994,4,0,0,0,0,28990,8583,0,3691,4892,54887,53769,23722,23722,0,0,0,2,0,2,34,194,0,0,0,0,0,194,0,0,194,0,725,0,0,725,29092,10437,9207,9448,652,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,619,0,,0,0,0,0,0,0,0,0,0,466,0,0,466,,,,,,,,,54230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",12805269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2733078,1559627,76410,48,14,5595,0,1477560,1173451,0,116059,1057392,5929795,5291312,731590,731590,0,1012,194,298,298,0,93032,928,292,105,0,187,0,636,14,0,622,0,54003,1794,12119,40090,4410255,905984,3501312,2959,184167,62761,56111,6650,0,2,970,401,401,0,224,58,0,166,795,795,0,118179,6190,158,3006,210,108615,835,,0,0,0,0,789,0,17,29,196,454120,0,63,454057,,,,,,,,,4098492,35018,23963,1421,903,8731,8886,3,1,2,13,5,8,185,154,140,14,8512,2785,783,1844,3100,15,4,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",582063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,179362,130686,0,0,0,0,0,130686,48676,4914,0,43762,131695,120576,104150,104150,0,32,0,11,0,11,1493,0,0,0,0,0,0,0,0,0,0,0,1319,0,0,1319,13571,4585,0,8986,5140,1034,1034,0,0,0,0,0,0,0,0,0,0,0,11,0,11,3309,0,0,0,0,3309,786,,0,0,0,0,0,0,786,0,0,5979,0,0,5979,,,,,,,,,268355,1876,1876,0,0,0,775,0,0,0,0,0,0,0,0,0,0,775,0,0,775,0,0,0,0
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",146637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,114485,111770,0,0,0,20,0,111750,2715,69,1230,1416,32152,19561,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,1573,2,0,1571,17774,166,1096,16512,4935,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,4600,0,0,0,0,4600,302,,0,0,0,0,302,0,0,0,0,7656,0,0,7656,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,335,335,254,254,0,0,0,0,0,0,0,12,12,10,0,2,0,0,0,0,0,0,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",626975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,187373,154275,0,0,0,0,0,154275,33098,0,10550,22548,411463,355122,9610,9610,0,32,13,50,0,50,179315,1,0,0,0,0,0,1,1,0,0,0,12639,3848,308,8483,153462,7481,24434,121547,24161,6103,6103,0,0,0,44,121,0,121,25,25,0,0,528,55,473,17000,238,0,52,10,16700,340,,0,0,0,0,199,0,140,1,41,32139,19888,45,12206,,,,,,,,,26557,1441,540,34,23,844,141,0,0,0,4,0,4,8,21,20,1,108,38,48,16,6,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",11686366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2592427,2044698,5662,389,916,8,0,2037723,547729,64804,4334,478591,3891129,3327173,1683628,1683628,0,699,392,890,682,208,99286,300,196,103,0,93,0,104,0,0,104,0,112545,0,11063,101482,1429433,457222,393520,578691,441851,143772,143772,0,0,2,2355,1088,890,198,344,140,4,200,2220,15,2205,291336,10634,4274,3528,159,272741,734,,9,0,0,0,0,0,576,149,444,121661,639,0,121022,,,,,,,,,5144861,43785,27325,1524,1374,13562,14164,7,2,5,42,8,34,163,197,147,50,13692,6270,4207,1122,2093,35,26,2
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1376070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,283315,222913,96,0,0,1003,0,221814,60402,6238,1295,52869,527444,446110,166159,166159,0,10,0,0,0,0,247,1572,0,0,0,0,0,1572,0,0,1572,0,11058,0,1868,9190,267064,220293,43213,3558,44813,8334,3131,5203,0,0,0,0,0,0,32,32,0,0,110,95,15,36043,8959,0,186,28,26870,294,,0,0,87,0,0,0,10,197,25,36496,5072,0,31424,,,,,,,,,560872,3219,1402,57,159,1601,1220,0,0,0,0,0,0,51,64,64,0,1105,538,305,81,181,0,0,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",234991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,192257,20401,2,0,0,0,0,20399,171856,0,0,171856,42734,25846,3812,3812,0,0,32,1,0,1,425,0,0,0,0,0,0,0,0,0,0,0,968,0,5,963,20608,88,0,20520,13102,474,474,0,0,0,220,0,0,0,0,0,0,0,12022,0,12022,0,0,0,0,0,0,386,,0,0,0,0,0,0,257,129,10,3776,4,4,3768,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",11982205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,5516489,4542400,1158101,8421,0,12724,2,3363152,974089,0,18011,956078,3951947,1634858,271827,238320,33507,2305,441,240,159,81,2076,79,27,0,0,27,0,52,0,0,52,0,26663,0,9205,17458,1331227,34365,3,1296859,557770,46120,46120,0,0,9,784,224,161,63,651,36,187,428,4372,448,3924,505235,5249,498,242,54,499192,375,,2,47,0,3,79,0,21,223,716,1758603,1162846,12,595745,,,,,,,,,2460274,47684,33133,1132,5497,7922,5811,4,0,4,20,3,17,23,58,50,8,5690,2261,510,456,2463,7,9,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",10679380,1118,1027,735,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,732,0,0,0,0,732,0,0,0,0,0,0,292,0,,,0,,,0,0,0,0,0,0,215,0,0,0,0,215,77,0,0,0,0,77,0,0,0,0,0,0,91,4,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,4,0,0,0,0,0,0,0,,0,,,0,87,0,,0,0,0,0,0,,,0,0,0,87,0,0,0,0,87,0,0,,0,0,0,0,,0,0,0,0,805,805,,0,0,0,805,0,0,0,0,0,0,1639900,1001167,626,56,40,27499,0,972946,638733,8987,20220,609526,3489660,2482776,576600,576600,0,104,0,2,2,0,7457,390,2,0,0,2,0,388,0,0,388,0,85483,0,25631,59852,1812740,491393,665402,655945,610346,196624,189973,6651,0,1,12,8,2,6,103,18,0,85,844,844,0,412396,4723,0,1939,201,405533,358,,0,0,0,0,0,0,20,338,5260,391278,3354,111,387813,,,,,,,,,5516155,28065,12598,640,547,14280,3677,0,0,0,0,0,0,20,29,25,4,3627,1490,1235,534,368,0,1,0
1216,"Акционерное общество Страховая компания ""Чулпан""",186510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,52174,51882,0,0,0,99,0,51783,292,3,209,80,26812,15755,1246,1246,0,0,0,0,0,0,9,256,0,0,0,0,0,256,0,0,256,0,204,0,0,204,14040,7965,5979,96,11048,135,135,0,0,0,3,0,0,0,13,4,0,9,2,0,2,10891,35,0,4,0,10852,4,,0,0,0,0,0,0,4,0,0,9,0,0,9,,,,,,,,,105884,1546,858,9,619,60,94,0,0,0,0,0,0,0,1,1,0,93,60,20,11,2,0,0,0
