"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0191,"Акционерное общество ""Тинькофф Страхование""",1963081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622386,622386,92303,0,0,0,0,530083,0,0,0,0,509726,332421,137520,137520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194901,194896,0,5,27910,11860,11860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16050,0,0,0,0,16050,0,0,0,0,0,0,0,0,0,0,0,149395,73186,0,76209,,,,,,,,,830969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",80605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71183,9553,0,0,0,292,0,9261,61630,1006,285,60339,9422,8379,121,96,25,0,4,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,477,0,3,474,7697,1968,357,5372,1043,1,1,0,0,0,8,0,0,0,4,0,0,4,9,0,9,954,211,0,4,1,738,67,0,0,0,0,0,0,0,67,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,180,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,88,0,8,80,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,209,0,0,1,0,208,0,0,0,0,0,0,0,0,0,0,51,69,0,0,69,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество Страховая компания ""Альянс""",157936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37385,5068,0,0,101,0,0,4967,32317,32317,0,0,119956,5303,1,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1321,1,65,1255,3954,0,0,3954,550,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,96,454,2,0,0,0,452,0,0,0,0,0,0,0,0,0,0,8,114095,0,0,114095,,,,,,,,,0,538,538,0,0,0,57,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",42136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40535,49,0,0,0,0,0,49,40486,0,0,40486,1601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,28,0,1572,1572,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",994169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342442,302327,39,0,0,0,0,302288,40115,0,1770,38345,170290,150374,128861,128861,0,0,2,12,0,12,102,57,56,51,0,5,0,1,1,0,0,0,3956,5,236,3715,17384,4245,3370,9769,16910,9866,9866,0,0,0,52,24,0,24,14,0,0,14,34,0,34,6835,240,0,103,0,6492,85,0,0,0,0,0,0,0,85,0,0,3006,6,0,3000,,,,,,,,,481437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",30441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11572,11572,0,0,0,0,0,11572,0,0,0,0,18869,10878,0,0,0,0,0,45,45,0,10,0,0,0,0,0,0,0,0,0,0,0,158,0,0,158,10665,0,0,10665,299,0,0,0,0,0,0,208,0,208,0,0,0,0,5,0,5,86,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,7692,0,7692,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,511,511,0,0,0,0,511,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",97428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11629,6704,0,0,0,0,0,6704,4925,0,0,4925,20341,20144,18945,18945,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,130,0,0,130,897,697,197,3,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,3,0,183,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,,,,,,,,,65144,314,285,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",157185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33274,23491,2,0,0,0,0,23489,9783,0,5209,4574,52297,50811,23644,23644,0,0,0,2,0,2,6,241,0,0,0,0,0,241,0,0,241,0,583,0,0,583,26335,10058,8797,7480,598,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,444,444,0,0,444,,,,,,,,,71614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",12609772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188667,1743126,60774,49,32,4779,0,1677492,1445541,0,92086,1353455,5648833,5040873,533380,533380,0,832,114,329,329,0,253280,1086,278,61,0,217,0,808,13,0,793,2,47176,1281,11717,34178,4204676,844581,3360001,94,194474,62069,49541,12528,0,0,957,316,316,0,238,70,0,168,682,682,0,129158,7439,982,3196,253,117288,1054,0,0,0,0,0,1031,0,18,5,108,413378,0,79,413299,,,,,,,,,3732088,32102,21782,1203,898,8219,8082,2,1,1,13,4,9,165,113,105,8,7774,2351,820,1703,2900,10,5,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",622817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211685,142409,0,0,0,0,0,142409,69276,11450,0,57826,131812,120514,97305,97305,0,35,0,9,0,9,1079,0,0,0,0,0,0,0,0,0,0,0,1439,0,0,1439,20647,10588,0,10059,5441,1120,1120,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3501,0,0,0,0,3501,811,0,0,0,0,0,0,0,811,0,0,5857,0,0,5857,,,,,,,,,276344,1925,1925,0,0,0,1051,0,0,0,0,0,0,0,0,0,0,1051,0,0,1051,0,0,0,0
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",197626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142492,132273,3,0,0,40,0,132230,10219,183,3258,6778,55134,34224,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,4473,15,0,4458,29243,394,4126,24723,8115,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,58,7672,0,0,0,0,7672,385,0,0,0,0,0,385,0,0,0,0,12795,3,0,12792,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,347,347,267,267,0,0,0,0,0,0,0,11,11,9,0,2,0,0,0,0,0,0,69,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",515518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180630,148074,0,0,0,0,0,148074,32556,0,9534,23022,310777,247267,7958,7958,0,34,17,54,0,54,57402,0,0,0,0,0,0,0,0,0,0,0,12666,3918,361,8387,169136,6931,16481,145724,22297,4795,4795,0,0,0,32,135,0,135,24,24,0,0,559,58,501,16361,281,0,53,9,16018,391,0,0,0,0,0,282,0,109,0,46,41167,26897,82,14188,,,,,,,,,22479,1505,536,12,27,930,127,0,0,0,5,0,5,6,22,20,2,94,22,51,13,8,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",10665009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1977623,1516169,6469,1953,1098,21,0,1506628,461454,62792,4064,394598,3187270,2629402,1023904,1023904,0,838,386,935,704,231,87671,185,94,49,0,45,0,91,0,0,91,0,88986,0,9025,79961,1426497,462939,404206,559352,451321,141380,141380,0,0,1,1957,1129,936,193,342,160,5,177,2551,31,2520,303182,8551,3056,2986,187,288402,779,0,10,0,0,0,0,0,579,190,563,105984,1754,0,104230,,,,,,,,,5444907,42414,26334,1433,1321,13326,12795,3,1,2,35,7,28,134,118,90,28,12454,5431,3958,1064,2001,30,20,1
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1283904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277765,241986,140,0,0,932,0,240914,35779,8241,612,26926,494150,414806,152047,152047,0,13,0,0,0,0,222,1806,0,0,0,0,0,1806,0,0,1806,0,10184,0,1314,8870,250534,209360,37342,3832,42809,12440,3221,9219,0,0,0,0,0,0,33,33,0,0,108,98,10,29936,8845,0,196,27,20868,292,0,0,0,103,0,0,0,8,181,20,36515,6973,0,29542,,,,,,,,,507410,3390,1415,87,161,1727,1189,0,0,0,0,0,0,16,32,32,0,1141,488,309,91,253,0,0,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",252004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200389,19155,13,0,0,0,0,19142,181234,0,0,181234,51615,32457,9114,9114,0,0,30,1,0,1,423,0,0,0,0,0,0,0,0,0,0,0,799,0,6,793,22090,109,0,21981,13297,444,444,0,0,0,175,0,0,0,0,0,0,0,12343,0,12343,0,0,0,0,0,0,335,0,0,0,0,0,0,0,276,59,232,5629,13,108,5508,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",10594103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5237016,4344732,450,7324,3,12792,2,4324161,892284,0,15304,876980,3092738,1747313,220715,195130,25585,2021,354,220,154,66,2201,106,21,0,0,21,0,85,0,0,85,0,27092,0,8565,18527,1494604,35959,3,1458642,661865,36056,36056,0,0,9,556,227,161,66,629,38,191,400,4813,475,4338,619146,4714,504,263,63,613602,429,0,3,49,0,3,118,0,19,237,1080,682480,6185,12,676283,,,,,,,,,2210327,47675,33040,1263,5649,7723,6347,5,0,5,21,2,19,21,66,59,7,6215,2168,579,502,2966,7,12,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",10852814,1202,1109,769,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,766,0,0,0,0,766,0,0,0,0,0,0,340,0,,,0,,,0,0,0,0,0,0,261,0,0,0,0,261,79,0,0,0,0,79,0,0,0,0,0,0,93,4,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,4,0,0,0,0,0,0,0,,0,,0,0,89,0,,0,0,0,0,0,,,0,0,0,89,0,0,0,0,89,0,0,,0,0,0,0,,0,0,0,0,857,857,0,0,0,0,857,0,0,0,0,0,0,1639446,974228,612,61,31,22468,0,951056,665218,20055,18634,626529,3519025,2491254,589502,589502,0,109,0,2,2,0,7519,454,1,0,0,1,0,453,0,0,453,0,80347,0,24689,55658,1813321,491267,641896,680158,619318,211902,196849,15053,0,1,116,5,2,3,99,17,0,82,759,759,0,406089,3835,836,1888,209,399321,347,0,0,0,0,0,0,0,21,326,4245,404208,1541,110,402557,,,,,,,,,5660485,28281,12889,683,548,14161,3518,1,0,1,0,0,0,10,9,4,5,3496,1305,1263,468,460,0,2,0
1216,"Акционерное общество Страховая компания ""Чулпан""",179616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48450,48163,0,0,0,111,0,48052,287,1,207,79,24410,14458,1122,1122,0,0,0,0,0,0,2,276,0,0,0,0,0,276,0,0,276,0,187,0,0,187,12871,4565,8224,82,9939,136,136,0,0,0,4,0,0,0,13,4,0,9,2,0,2,9780,41,0,3,0,9736,4,0,0,0,0,0,0,0,4,0,0,13,0,0,13,,,,,,,,,104535,2139,1447,4,601,87,82,0,0,0,0,0,0,0,1,1,0,81,51,18,9,3,0,0,0
