"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0013,"Общество с ограниченной ответственностью ""Страховая компания ""РЕСО-Шанс""",800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,200,,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0141,"Страховое Акционерное Общество ""Медэкспресс""",176948475.46332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173068717.17723,12938845.4,,,,12838047.4,,100798,160129871.77723,807331.479,157305226.69823,2017313.6,3879758.28609,3752158.28609,1040126.07334,1040126.07334,,,,,,,,,,,,,,,,,,,1888728.92603,,,1888728.92603,823303.28672,,,823303.28672,127600,60500,60500,,,,,,,,,,,,,,,67100,,,,,67100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Акционерное общество ""Тинькофф Страхование""",1808847358.25078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046935866.48486,1046935866.48486,334797130.2635,,,,,712138736.22136,,,,,761911491.76592,441471313.79013,240425866.10261,240425866.10261,,,,,,,,,,,,,,,,,,,336284.55,,,336284.55,200709163.13752,124087847.97702,,76621315.1605,15446085.8475,7870650,7870650,,,,,,,,,,,,,,,7575435.8475,,,,,7575435.8475,,,,,,,,,,,,304994092.12829,8593983.07412,,296400109.05417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",132796517.33008999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44486209.22389,3070028.44339,,,,861580,,2208448.44339,41416180.7805,194090.2391,2056508.4664,39165582.075,88310308.1062,20761218.08455,210021.73488,110145.4464,99876.28848,,3259335.9164,,,,10041.716,,,,,,,,,,,,12603714.81379,,100000,12503714.81379,4678103.90348,965456.015,75026.363,3637621.52548,67549090.02165,,,,,,65484000,,,,2400,,,2400,38258.44406,,38258.44406,1974431.57759,1669300,,,,305131.57759,50000,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212,"Акционерное общество Страховая компания ""Цюрих""",2982250208.87214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760753.03886,4760753.03886,,,,,,4760753.03886,,,,,2977489455.83328,2166068254.85205,,,,,,,,,726126901.81831,,,,,,,,,,,,1439941353.03374,,246365247.9074,1193576105.12634,,,,,235155788.39947,24130000,24130000,,,,,,,,,,,,35415803.04421,35415803.04421,,175609985.35526,14442797.79867,,,,161167187.55659,,,,,,,,,,,513146411.21897,63119001.36279,,,63119001.36279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290,"Акционерное общество Страховая компания ""Альянс""",28111568490.390152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1571649836.98851,60846082.50531,,,31746000,,,29100082.50531,1510803754.4832,1510803754.4832,,,3445786253.40164,2674004435.1883,3911067.9295,3911067.9295,,65527975.51688,,34876577.84438,34486334.00438,390243.84,1083105112.91768,,,,,,,,,,,,1425935845.68997,500000,420029696.22806,1005406149.46191,60647855.28989,1025697.15826,,59622158.13163,247348346.8376,30951471.0202,30951471.0202,,,,3330573.472,,,,8375782.37701,,,8375782.37701,35479291.84606,,35479291.84606,169211228.12233,1199566.22505,,,,168011661.89728,,,,,,,,,,,125530284.8481,398903186.52764,,,398903186.52764,,,,,,,,,,10510000,10510000,,,,23083622400,,,,,,,23083622400,,,,,,,,,,,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",26063007.319360003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9971948.53401,414865.28681,,,,61334.08,,353531.20681,9557083.2472,,,9557083.2472,16091058.78535,4038916.16139,17981.00068,17981.00068,,,591685.5,,,,11132.43081,,,,,,,,,,,,2375150.14648,,,2375150.14648,1042967.08342,,,1042967.08342,11559938.05,1500,1500,,,,11301492.06,,,,,,,,,,,44800,,,,,44800,212145.99,,,,,,,,12000,200145.99,,492204.57396,171932.16,,320272.41396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",106598206.31528999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21129360.56073,14399397.5694,,,,,,14399397.5694,6729962.99133,,6729962.99133,,85468845.75456,73653412.57537,6322842.56385,6322842.56385,,,5700,67037.34256,42080,24957.34256,12626863.83529,1593922.12311,1593922.12311,1559910.664,,34011.45911,,,,,,,53037046.71056,,4863620.48324,48173426.22732,,,,,11776333.65835,410523.942,410523.942,,,,46733.27984,3840335.596,,3840335.596,14000,,,14000,670149.3611,,670149.3611,6675191.47941,1711165.39244,,2074400.001,500001,2389625.08597,119400,,,,,,,,77500,41900,,39099.52084,,,39099.52084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",188409064.2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24315577.6006,24315577.6006,,,,,,24315577.6006,,,,,164093486.6909,51149625.94248,,,,,,32396762.90034,32396762.90034,,582946.92928,,,,,,,,,,,,17041381.83767,,,17041381.83767,1128534.27519,,,1128534.27519,112641430.62642,,,,,,,109770550.62642,109770550.62642,,,,,,,,,2870880,,,,,2870880,,,,,,,,,,,,302430.122,,302430.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,"Страховое Акционерное Общество ""Геополис""",420444.03415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405273.00552,405273.00552,,,,,405273.00552,,,,,,,15171.02863,6245.05363,,,,,,6245.05363,8925.975,,,8925.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0518,"Акционерное общество Страховая компания ""БАСК""",61084653.91931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9583149.22633,3573841.22517,,,,,,3573841.22517,6009308.00116,,,6009308.00116,47166504.69298,43462331.04198,2279637.36248,2279637.36248,,,,,,,2777232.52198,,,,,,,,,,,,38067220.3304,,,38067220.3304,338240.82712,304094.273,34073.55412,73,3638458,2000,2000,,,,,,,,,,,,,,,3636458,,,13000,,3623458,,,,,,,,,,,,65715.651,,,65715.651,,,,,,,,,,4335000,3860000,285000,20000,170000,,,,,,,,,,,,,,,,,,,
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",74871559.99792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39371572.85692,3292562.35937,,,,,,3292562.35937,36079010.49755,74956.8,,36004053.69755,35499987.141,33419924.312,9238199.53589,9238199.53589,,,,,,,310785.26998,,,,,,,,,,,,18915825.75219,,,18915825.75219,4955113.75394,,,4955113.75394,1465033.562,683501.25,683501.25,,,,,,,,,,,,25950,,25950,731082.312,,,,,731082.312,24500,,,,,,,,,24500,,615029.267,,,615029.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",52587351.34778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17720478.86057,12663886.334,53596.435,,,,,12610289.899,5056592.52657,,514669.32198,4541923.20459,34866872.48721,34651018.85321,9221174.0852,9221174.0852,,165719.9992,,,,,210118.5665,32124.764,,,,,,32124.764,,,32124.764,,9302209.63771,,,9302209.63771,15719671.8006,,,15719671.8006,215853.634,22700,22700,,,,,,,,,,,,,,,193153.634,,,,,193153.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0621,"Страховое акционерное общество ""ВСК""",1219848829735.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8003354880.79397,4048019192.23393,775329195.18121,259273.6725,2760000,1842730536.32104,,1426940187.05918,3955335688.56004,,2770205309.63478,1185130378.92526,10701023029.312,9524498104.23599,931074721.6124,931074721.6124,,131939046.31426,120564987.27539,109759144.09539,109759144.09539,,268864807.22712,64120809.44829,35207301.2682,2196048.96304,,32629953.32213,381298.98303,28913508.18009,1425939.62206,,27159247.18307,328321.37496,6442645488.29968,313879416.86604,3165585412.27384,2963180659.1598,1455529099.96346,1347526814.77958,108002285.18388,,962143165.87725,88077049.531,88077049.531,,,,203290819.31095,171478360.36658,171478360.36658,,28283205.29778,320784.9005,,27962420.39728,35649734.21528,35649734.21528,,434867138.62996,192928124.73506,6663400,26414195.004,7306050.856,201555368.0349,496858.5257,,,,,,456471.20095,,9500,30887.32475,63460978.86824,150920780.3305,,30231.297,150890549.0335,,,,,,,,,,427075000,315905000,26040000,8190000,76940000,1200717376825,25838422875,160458975,25677963900,315924300,111277800,204646500,286628625,4305107475,4225484475,79623000,1109498516050,36163020975,196986822025,90704976750,785643696300,31176090000,29296687500,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",35884416811.60625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131474476.41763,87553058.84613,,,,,,87553058.84613,43921417.5715,24891037.2715,,19030380.3,178404399.18862,163146926.08253,68477764.26765,68477764.26765,,2598657.512,,133306.2385,,133306.2385,22424602.57007,,,,,,,,,,,,35102410.89832,,,35102410.89832,34410184.59599,6975553.37988,,27434631.21611,3520289.37633,1277600,1277600,,,,,,,,,,,,1750,,1750,1789389.37633,,,,,1789389.37633,451550,,,,,,,,451550,,,11737183.72976,,,11737183.72976,,,,,,,,,,18530000,18530000,,,,35556007936,,,,,,,,,,,35556007936,,,35556007936,,,,
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",278774647.21002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193385013.61551,108711137.50233,49249.8722,,,159476.4,,108502411.23013,84673876.11318,52740312.27918,27897000,4036563.834,85389633.59451,66959853.01641,590.49,590.49,,,,,,,3200575.71294,,,,,,,,,,,,22303534.15045,,,22303534.15045,41455152.66302,872635.08824,536497.541,40046020.03378,16713729.34621,,,,,,,,,,2481779.43898,2481779.43898,,,,,,13393881.57732,,,,,13393881.57732,838068.32991,,,,,,238068.32991,,,600000,,1716051.23189,2412.04255,,1713639.18934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",6011980.41844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6830,6830,,,,6830,,,,,,,6005150.41844,6005150.41844,249472.671,249472.671,,,,,,,,5679080.788,5679080.788,5545348.359,,133732.429,,,,,,,76596.95944,,,76596.95944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",97783888745.71391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273550414.76839,253083376.93756,,,,,,253083376.93756,20467037.83083,,18241237.83083,2225800,1420205978.94552,1238649611.03213,20016779.92108,20016779.92108,,854900.53282,194200,882274.80944,,882274.80944,137931020.74682,,,,,,,,,,,,790533632.84328,313342456.80968,88213348.49976,388977827.53384,288236802.17869,20130280.66492,2909570.54928,265196950.96449,83173913.59484,5732670.38508,5732670.38508,,,,158505.6,1187561.2478,,1187561.2478,1822267.11374,1822267.11374,,,4731647.68787,491179.2,4240468.48787,69302144.12945,10836741.17775,,1269350.001,43900,57152152.9507,239117.4309,,,,,,158617.4309,,80500,,2411287.65396,95971166.66459,41167909.596,40374.312,54762882.75659,,,,,,,,,,20400000,9540000,140000,380000,10340000,96069732352,16457728,,16457728,409600,,409600,9826304,125579264,119934976,5644288,65253840896,1555089408,6648379392,32844943360,24205428736,2166312960,28497305600,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",4459093129314.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4669671488.42604,1736758392.65137,2218561.2594,67722.0764,247831372.5254,2819360,,1483821376.79017,2932913095.77467,452434057.04129,1670661326.40578,809817712.3276,77506812900.8115,40526855170.86,1644394665.17853,1644394665.17853,,73067239.05908,1103819937.63088,585674660.1049,557661609.52317,28013050.58173,5358122940.98663,8937963.8645,1612210.49457,199365.32153,,1412845.17304,,7325753.36993,,,7325753.36993,,28942114182.7689,,2648570907.73768,26293543275.0312,2810723581.2666,1289021226.81734,137223089.17993,1384479265.26933,33570252064.8071,397622657.85197,397622657.85197,,,742926,23387594976.4792,7544118516.051,7486662188.435,57456327.616,324854158.79822,5704445.563,354102.95,318795610.28522,252191266.44209,5508213.5776,246683052.86449,1661215113.06374,346467425.08638,25294000,51698220.8,7462339.7765,1230293127.40086,1912450.12094,,520644.73465,,,,,,845071.13709,546734.2492,45645024.74505,3364060640.39934,901772.0003,,3363158868.39904,,,,,,,,,,556230000,385270000,35550000,12990000,122420000,4376360414925,42917799375,969367500,41948431875,559288800,484531875,74756925,466013250,5501187900,5393739375,107448525,3127600157625,130228904250,577560134025,142211661525,2277599457825,613431214875,584584087500,1300665600
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",211388186097.0547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191047016.12142,931654745.90402,278005163.176,,,13128662.38938,,640520920.33864,259392270.2174,23416822.1174,156401237.9,79574210.2,4285356640.93327,839409706.64071,148599817.86243,148599817.86243,,589950.2315,,,,,7405680.50668,353224.4498,,,,,,353224.4498,,,353224.4498,,318246393.95351,,123772588.50155,194473805.45196,364214639.63679,307610807.62032,8762839.33099,47840992.68548,145581994.57287,6981227.164,6981227.164,,,,,,,,11460411.02416,11460411.02416,,,4333180.645,4324680.645,8500,120287354.15928,65918281.98815,,3042911.106,190130,51136031.06513,2519821.58043,,,,1751101.104,,,,112000,656720.47643,542921.60858,3299822018.11111,3280856463.67019,,18965554.44092,,,,,,,,,,40105000,23720000,505000,1620000,14260000,205871677440,,,,,,,16930816,469663744,469663744,,205385082880,9471952896,57285132288,9312567296,129315430400,,,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",493273213.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253090811.684,39112755.282,93116.464,,,,,39019638.818,213978056.402,,,213978056.402,240182402.058,100056474.49,10466339.385,10466339.385,,,4919447.598,1022.935,,1022.935,2227903.827,,,,,,,,,,,,46398702.586,,4623228.29,41775474.296,36043058.159,293088.142,,35749970.017,117980299.259,617700,617700,,,,109246577.357,,,,,,,,7101221.902,,7101221.902,,,,,,,1014800,,,,,,,,529500,485300,,22145628.309,957.188,1532063.365,20612607.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",11111379933949.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41624071664.735,13936486193.013,1016875688.13,15150939.041,170925000,8885549746.352,100435.269,3847884384.221,27687585471.722,,26635019696.784,1052565774.938,189457892892.598,147209645976.558,1074114041.817,759053207.205,315060834.612,954889823.158,1469503709.398,254462613.313,249236758.949,5225854.364,37399849286.732,8055157.082,4179578.485,,,4179578.485,,3875578.597,,,3875578.597,,102984051102.087,,13381381813.155,89602669288.932,3064720242.971,119283425.848,2924.97,2945433892.153,36341630131.537,104030467.062,104030467.062,,,449000,21374996238.48,9437760111.979,9417126094.097,20634017.882,727135905.591,1838831.564,896119.643,724400954.384,632815416.175,459909859.678,172905556.497,4054912802.663,231269862.29,4836938.636,6238370.001,3472451.001,3809095180.735,9530189.587,,622000,1252000,,5500,51526.549,,399500,7199663.038,4558758618.468,1347858166.035,530063828.766,5016.1,817789321.169,,,,,,,,,,755420000,512760000,113230000,55200000,74230000,10879542549392,164173141088,454590400,163718550688,3537879136,2577110624,960768512,96986032,2150467616,2137943104,12524512,8991819849760,157941751088,1242677401152,214914525584,7376286171936,211085481904,1506678743856,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",585426188068.3881,7263479.21976,271422.91184,9244.28088,,,,,,,,,,,,,85.22568,,,,,85.22568,9159.0552,,,,,9159.0552,,,,,,,262178.63096,,,,,,,10934.05132,,,,,10934.05132,248764.19605,,,,,248764.19605,2480.38359,,,,,2480.38359,,,,,,,6992056.30792,337340.06265,,,,,,,,,,,,,337340.06265,,,,,337340.06265,,,,,,,,,,,,,6654716.24527,,,,,,,,,,,,,6654716.24527,,,,,6654716.24527,,,,,,,,,,,,,66204.91041,66204.91041,,,,,66204.91041,,,,,,,10418965298.9978,2097052318.21153,187087.3139,150397.5,8592000,1043824788.54335,,1044298044.85428,8321912980.78629,2922514648.1928,3731227991.40529,1668170341.1882,11767145385.2601,9464325414.43665,1228189599.99887,1228189599.99887,,817688278.58379,649923.16769,214520.86048,214520.86048,,822474004.84794,3680927.97605,,,,,,3680927.97605,,,3680927.97605,,3788064229.85936,,924497595.33846,2863566634.5209,2803363929.14247,780192093.01528,337656405.84411,1685515430.28308,1038076983.80155,184858575,184858575,,,60000,21021.84366,391234,375784,15450,35534335.29718,2807900,,32726435.29718,140670985.03132,140670985.03132,,658742229.26609,114487715.12612,10781400,58844901.608,6348742.202,468279470.32997,17798603.3633,,,,,,,,59500,17739103.3633,957533189.10667,307209797.91519,62258.04615,7756076.06074,299391463.8083,,,,,,,,,,378190000,216850000,14130000,5800000,141410000,562854557700,14867550000,,14867550000,,,,85029750,65911725,46771425,19140300,422638071975,23599941300,112861831950,59349109050,226827189675,85187436750,40010557500,
