"Сведения о количестве заключенных договоров страхования в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0141,"Страховое Акционерное Общество ""Медэкспресс""",10084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3390,875,,,,463,,412,2515,616,832,1067,1064,874,552,552,,,,,,,,,,,,,,,,,,,68,,,68,254,,,254,190,70,70,,,,,,,,,,,,,,,120,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,5630,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Акционерное общество ""Тинькофф Страхование""",7367312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068659,5068659,726029,,,,,4342630,,,,,1722800,962188,277641,277641,,,,,,,,,,,,,,,,,,,2,,,2,684545,684545,,,68419,16138,16138,,,,,,,,,,,,,,,52281,,,,,52281,,,,,,,,,,,,692193,529793,,162400,,,,,,,,,575853,,,,,,,,,,,,,,,,,,,,,,,,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",54789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50317,13674,,,,278,,13396,36643,515,300,35828,4472,3559,60,33,27,,2,,,,71,,,,,,,,,,,,396,,8,388,3030,2054,320,656,913,,,,,,2,,,,6,,,6,13,,13,891,216,,,,675,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212,"Акционерное общество Страховая компания ""Цюрих""",2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,,,,,,30,,,,,2157,605,,,,,,,,,211,,,,,,,,,,,,394,,79,315,,,,,1025,5,,,5,,,,,,,,,,354,354,,666,14,,,,652,,,,,,,,,,,206,321,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290,"Акционерное общество Страховая компания ""Альянс""",380227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235708,82904,,,30,,,82874,152804,152804,,,143505,22902,1,1,,112,1,83,82,1,2176,,,,,,,,,,,,2442,3,117,2322,18087,997,,17090,2932,2,2,,,,4,,,,23,,,23,125,,125,2770,43,,,,2727,8,,,,,,,,,8,149,117522,,,117522,,,,,,,,,,642,642,,,,372,,,,,,,372,,,,,,,,,,,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",34749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23258,146,40,,,,,106,23112,,,23112,11491,410,8,8,,,14,,,,194,,,,,,,,,,,,44,,,44,150,,,150,103,1,1,,,,23,,,,,,,,,,,38,,,,,38,41,,,,,,,,5,36,,10978,10933,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",2851066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782870,1716429,620,1826,,,,1713983,66441,,1795,64646,464455,280111,29253,29253,,,3,6,,6,2135,38,38,36,,2,,,,,,,5397,,25,5372,243279,6371,97,236811,147259,28317,28317,,,,31,24,,24,13,,,13,8,,8,118800,28,,143,2,118627,66,,,,,,,,66,,,37085,,,37085,,,,,,,,,603741,,,,,,,,,,,,,,,,,,,,,,,,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,377,,,,,,377,,,,,952,520,,,,,,102,102,,171,,,,,,,,,,,,36,,,36,211,,,211,338,,,,,,,337,337,,,,,,,,,1,,,,,1,,,,,,,,,,,,94,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,"Страховое Акционерное Общество ""Геополис""",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,54,,,,,,,,54,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0518,"Акционерное общество Страховая компания ""БАСК""",87337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11672,6321,,,,,,6321,5351,,,5351,14846,14649,12757,12757,,,,,,,908,,,,,,,,,,,,105,,,105,879,668,209,2,179,1,1,,,,,,,,,,,,,,,178,,,3,,175,,,,,,,,,,,,18,,18,,,,,,,,,,60462,357,327,14,2,14,,,,,,,,,,,,,,,,,,,
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",69415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51869,10021,,955,,,,9066,41848,145,,41703,17546,13388,4440,4440,,,,,,,2253,,,,,,,,,,,,2639,,,2639,4056,,,4056,3882,3043,3043,,,,,,,,,,,,16,,16,777,,,,,777,46,,,,,,,,46,,,276,,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",212668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38097,32127,112,,,,,32015,5970,,,5970,46595,46163,19806,19806,,1,,2,,2,172,320,,,,,,320,,,320,,816,,,816,25046,10288,8688,6070,431,41,41,,,,,,,,,,,,,,,390,,,,,390,,,,,,,,,,,,1,,,1,,,,,,,,,127970,2,2,,,,4,,,,,,,,,,,4,1,2,,1,,,
0621,"Страховое акционерное общество ""ВСК""",29596839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8045747,6193686,1952177,18989,15,6920,,4215585,1852061,,87764,1764297,18374936,13518929,546570,546570,,627,470,307,307,,3171151,1231,328,145,,181,2,903,19,,879,5,37629,1451,5346,30832,9760944,4976195,4784749,,4321305,137753,64008,73745,,,1034,576,576,,252,49,1,202,573,573,,4181090,7506,1069,3247,321,4168947,27,,,,,,,,18,9,110,534592,,,534592,,,,,,,,,3136097,32030,22090,1150,902,7888,8029,5,1,4,11,4,7,79,108,98,10,7813,2190,891,1487,3245,11,2,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",583824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164316,127496,,,,,,127496,36820,11304,,25516,143770,130283,74982,74982,,36,,23,,23,6982,,,,,,,,,,,,4698,,,4698,43562,31301,,12261,5090,1395,1395,,,,,,,,,,,,5,,5,2789,,,,,2789,901,,,,,,,,901,,,8397,,,8397,,,,,,,,,272364,1611,1611,,,,1763,,,,,,,,,,,1763,,1763,,,,,
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",258775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75679,57219,157,,,125,,56937,18460,1982,3740,12738,183096,130488,1,1,,,,,,,5986,,,,,,,,,,,,6780,,2,6778,117721,143,2641,114937,33107,,,,,,,,,,27,27,,,,,,33020,,,,,33020,60,,,,,,,,,60,,19501,112,,19389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0758,"Общество с ограниченной ответственностью Страховая медицинская компания ""АСТРА-МЕТАЛЛ""",140799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140799,,,,,,,,140799,,162,140637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,3,,,,,,,371,371,273,273,,,,,,,,28,28,26,,2,,,,,,,70,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",3350949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275881,253827,,,,,,253827,22054,,2325,19729,3046359,2966626,5778,5778,,29,24,75,,75,2773318,,,,,,,,,,,,11255,3469,453,7333,176147,5219,9606,161322,24130,4733,4733,,,,41,221,,221,35,34,1,,630,53,577,18399,486,,48,9,17856,71,,,,,,,,71,,34206,21397,14869,,6528,,,,,,,,,26962,1490,437,13,37,1003,257,,,,3,,3,7,24,23,1,221,70,104,29,18,1,1,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",11044756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2641527,1130837,32203,7357,288,43,,1090946,1510690,970722,3174,536794,3733296,2537234,667150,667150,,452,393,942,682,260,88134,152,7,3,,4,,145,,,145,,47150,,2863,44287,1732861,570658,301359,860844,396800,146343,146343,,,,1672,1136,822,314,319,128,3,188,2864,28,2836,243920,3047,2723,2729,209,235212,546,,9,,,,,,434,103,298,798964,113282,,685682,,,,,,,,,4623251,35202,21753,1269,1258,10922,11480,4,2,2,29,7,22,88,154,122,32,11161,4766,3593,901,1901,26,15,3
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1217998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266754,181858,2624,,,962,,178272,84896,33438,916,50542,403476,330320,92839,92839,,14,,,,,2622,2224,,,,,,2224,,,2224,,8251,,794,7457,224370,182899,37644,3827,45579,17324,3152,14172,,,,,,,44,44,,,107,101,6,27833,8060,,231,38,19504,271,,,,99,,,,8,164,24,27553,2223,,25330,,,,,,,,,543233,3064,1429,38,168,1429,1471,,,,,,,9,34,34,,1428,522,409,136,361,,,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",115687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72449,19028,449,,,,,18579,53421,,,53421,43238,23980,5222,5222,,,57,1,,1,4115,,,,,,,,,,,,740,,9,731,13845,98,,13747,10819,494,494,,,,188,,,,,,,,9877,,9877,,,,,,,260,,,,,,,,246,14,,8439,542,172,7725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",10696964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6080461,5321674,44119,3089769,2,14221,2,2173561,758787,,9203,749584,2257262,1154166,164975,153700,11275,1535,606,364,275,89,31259,172,12,,,12,,160,,,160,,22701,,3070,19631,932554,51029,,881525,468820,30525,30525,,,7,798,358,258,100,607,32,169,406,5267,547,4720,431097,2813,555,313,83,427333,161,,2,63,,4,,,22,70,1564,632712,270572,,362140,,,,,,,,,2299176,52162,37677,926,6085,7474,7903,19,3,16,33,9,24,19,57,52,5,7738,2512,810,754,3662,20,17,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",14339051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4556688,3524449,235888,1896721,20,27569,,1364251,1032239,436071,16349,579819,3719868,2574057,676200,676200,,162,1,4,4,,37279,487,,,,,,487,,,487,,121733,,16300,105433,1738191,482985,668011,587195,704315,300272,202017,98255,,1,72,26,4,22,97,13,,84,849,849,,402361,2452,1051,1721,260,396877,637,,,,,,,,19,618,2339,439157,33378,29,405750,,,,,,,,,6030445,28121,13234,634,665,13588,3929,1,,1,,,,12,21,13,8,3888,1409,1397,549,533,3,4,
1216,"Акционерное общество Страховая компания ""Чулпан""",214784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39851,39465,,,,111,,39354,386,84,187,115,20593,12095,1160,1160,,,,3,,3,30,340,,,,,,340,,,340,,272,,38,234,10290,2459,7616,215,8472,119,119,,,,2,17,,17,25,5,,20,2,,2,8305,79,,3,1,8222,2,,,,,,,,2,,,26,,,26,,,,,,,,,152358,1905,1382,5,430,88,77,,,,,,,,1,1,,76,42,20,10,4,,,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",5742667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2393788,1607408,217096,205398,,,,1184914,786380,549084,7685,229611,2066898,964927,309967,309967,,14,,49,49,,2723,,,,,,,,,,,,4218,770,93,3355,647956,17131,225755,405070,128313,71387,71387,,,,,2,2,,1,,,1,154,154,,56769,86,,71,15,56597,,,,,,,,,,,,973658,48151,,925507,,,,,,,,,1279771,1848,1036,5,49,758,362,,,,,,,,,,,360,153,110,44,53,1,1,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",4766190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487911,1324986,1048005,23709,1,117,,253154,162925,,,162925,1648290,596384,310458,310458,,1161,60,345,268,77,20615,1078,390,347,,43,,688,3,,685,,39414,1280,1150,36984,223253,39318,66044,117891,162345,104874,47566,57308,,5,146,945,915,30,97,2,,95,62,59,3,55661,3637,,146,,51878,555,,,37,,27,,,125,366,5481,884080,842532,,41548,,,,,,,,,1622009,5286,3030,,111,2145,2694,1,,1,6,1,5,56,66,66,,2563,690,191,782,900,1,1,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",22325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10515,6404,,,,193,,6211,4111,,860,3251,11810,9465,5058,5058,,,,,,,4079,,,,,,,,,,,,102,19,,83,226,194,32,,316,126,126,,,,,,,,2,,,2,3,,3,185,,,8,,177,,,,,,,,,,,,2029,2029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"Акционерное общество ""Д2 Страхование""",1013916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733459,693701,,,,,,693701,39758,1,,39757,280457,47384,1711,1711,,,,,,,,,,,,,,,,,,,45,,,45,45628,,27734,17894,11528,,,,,,,,,,,,,,,,,11528,,,,,11528,,,,,,,,,,,,221545,4573,,216972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"Акционерное общество ""Московская акционерная страховая компания""",1375697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369757,296935,716,28705,,3,,267511,72822,,487,72335,240657,139307,81298,81226,72,202,2,25,,25,275,,,,,,,,,,,,1326,7,108,1211,56179,1055,9425,45699,33229,17617,17617,,,,13,85,85,,131,,,131,78,78,,14746,30,7,104,8,14597,559,,1,,,,,,,558,22,68099,3121,,64978,,,,,,,,,762213,1585,868,20,36,661,1485,,,,,,,,7,7,,1468,299,540,19,610,10,,
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",289486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72606,72606,,,,,,72606,,,,,216880,124637,,,,,,,,,,,,,,,,,,,,,,,,,124637,,,124637,30934,,,,,,,,,,,,,,,,,30934,,,,,30934,,,,,,,,,,,,61309,,,61309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Акционерное общество ""Страховое общество ""Талисман""",189893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3888,3888,5,,,,,3883,,,,,1565,1390,818,818,,,2,,,,,28,28,26,,2,,,,,,,123,,,123,419,280,63,76,175,,,,,,2,,,,,,,,,,,173,,,,,173,,,,,,,,,,,,,,,,,,,,,,,,184440,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Общество с ограниченной ответственностью Страховая компания ""Тюмень-Полис""",22776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10382,10365,,,,1,,10364,17,,1,16,12394,7507,32,32,,,,1,,1,,,,,,,,,,,,,46,,,46,7428,7367,,61,43,,,,,,,,,,,,,,,,,43,,,,,43,,,,,,,,,,,,4844,,,4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
