"Сведения о страховых премиях по договорам, переданным в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
93,507,  КОЛЫМСКАЯ,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,1867,  КОМЕСТРА-ТОМЬ,Томск,10058,0,0,0,0,10058,235,235,0,0,0,9823,9761,6459,0,0,0,108,0,0,1587,1607,62,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
95,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,18116,0,0,0,0,18116,0,0,0,0,0,18116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18116,0,0,0,0,0,0,0,0
96,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4296,  КООП-РЕСУРС,Вологда,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,274857,0,0,0,0,274857,0,0,0,0,0,274857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274857,0,0,0,0,0,0,0,0,0
100,4189,  КРЕДЕНДО-ИНГОССТРАХ КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,480502,0,0,0,0,480502,0,0,0,0,0,480502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480502,0,0,0,0,0,0,0,0,0
101,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,5279,35,35,0,0,5244,5244,5244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4246,  КРИСТАЛЛ,Краснодар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3781,  КРК-СТРАХОВАНИЕ,Москва,101026,0,0,0,0,101026,211,211,0,0,0,100815,100783,94331,0,0,0,299,0,0,4903,1250,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
104,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,671604,0,0,0,0,671604,0,0,0,0,0,671604,651291,2327,0,0,17729,1714,0,0,629521,0,19507,0,0,0,0,0,15409,0,4098,0,0,806,0,0,0,0,0,0,0,0,0
106,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,41191,0,0,0,0,41191,2,2,0,0,0,41189,40418,39429,0,0,0,8,0,0,904,77,771,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0
107,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,348,  ЛЕКСГАРАНТ,Москва,20503,0,0,0,0,20503,1130,1130,0,0,0,19373,18806,4123,0,9381,0,446,0,0,4046,810,-2222,0,0,0,0,-2848,0,0,0,626,0,0,2789,0,0,0,0,0,0,0,0
109,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,89639,0,0,0,0,79675,2298,2264,0,0,34,77377,58152,2270,0,0,2907,22457,0,0,21583,8935,15339,0,0,0,0,0,1971,0,1350,12018,0,3886,0,0,0,0,9964,0,976,8988,0
110,1427,  МАКС,Москва,179721,0,0,0,0,60834,3269,3269,0,0,0,57565,50691,897,0,0,0,306,0,0,49488,0,158,0,0,0,0,0,0,0,158,0,0,6716,0,0,0,0,118887,0,2018,116869,0
111,4013,  МАКС-ЖИЗНЬ,Москва,317,317,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2877,  МЕГАРУСС-Д,Москва,233351,0,0,0,0,233351,584,584,0,0,0,232767,232717,816,0,0,0,2428,0,0,229177,296,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,660,  МЕДИКА-ВОСТОК,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,484,  МЕДСТРАХ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,141,  МЕДЭКСПРЕСС,Санкт-Петербург,19757,0,0,0,0,19757,4369,3195,0,0,1174,15388,15096,9552,0,0,0,939,0,0,2926,1679,292,165,165,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0
119,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3256,  МЕТЛАЙФ,Москва,319619,52480,52463,0,17,267139,267139,90438,0,0,176701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4349,  МОВС,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,3128,  МСК АЙАЙСИ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,413,  МСК СТРАЖ,Рязань,4293,0,0,0,0,4293,0,0,0,0,0,4293,2387,201,0,0,0,422,0,0,1150,614,1906,0,0,0,0,0,0,0,0,1906,0,0,0,0,0,0,0,0,0,0,0
124,2326,  МСК УРАЛСИБ,Климовск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3624,  МСК-МЕДИЦИНА,Краснодар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2182,  НАДЕЖДА,Красноярск,83496,0,0,0,0,83496,20,20,0,0,0,83476,83047,54242,0,0,108,522,0,0,8188,19987,292,0,0,0,0,0,189,0,0,103,0,0,137,0,0,0,0,0,0,0,0
127,1447,  НАДЕЖДА,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4192,  НАРОДНЫЕ КАССЫ,Москва,24,0,0,0,0,24,0,0,0,0,0,24,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3116,  НАСКО ТАТАРСТАН,Казань,288627,0,0,0,0,258743,103759,2928,0,0,100831,154984,154971,118365,0,909,0,1216,1638,0,30051,2792,6,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,29884,0,-1045,30929,0
130,3493,  НАЦИОНАЛЬНЫЕ СТРАХОВЫЕ ТРАДИЦИИ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3847,  НЕЗАВИСИМАЯ СТРАХОВАЯ ГРУППА,Москва,335846,0,0,0,0,334868,0,0,0,0,0,334868,327607,1574,0,143327,0,176327,0,0,5310,1069,7261,0,0,0,0,6028,0,0,0,1233,0,0,0,0,0,0,978,0,978,0,0
132,2917,  НИК,Ульяновск,434847,0,0,0,0,434847,2299,2299,0,0,0,432548,359258,1935,0,354636,0,1343,0,0,790,554,73290,365,365,0,0,71266,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,0
133,401,  НИК-ЛАЙФ,Ульяновск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,4323,  НКО ОВСС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,4354,  НКО ПОВС ВЗАИМОПОМОЩЬ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1961,  НОВЫЙ УРЕНГОЙ,Новый Уренгой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,3295,  НСГ-РОСЭНЕРГО,Горно-Алтайск,525,0,0,0,0,525,0,0,0,0,0,525,525,0,0,0,0,11,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3010,  ОБЛАСТНАЯ МЕД.СТРАХ. КОМПАНИЯ,Калининград обл.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2346,  ОБЪЕДИНЕННАЯ СТРАХОВАЯ КОМПАНИЯ,Самара,17485,0,0,0,0,11168,14,14,0,0,0,11154,10913,146,0,96,1787,59,0,0,5710,3115,241,0,0,0,0,60,16,0,100,65,0,0,0,0,0,0,6317,0,2054,4263,0
140,4314,  ОВС ЗАСТРОЙЩИКОВ,Москва,14464,0,0,0,0,14464,0,0,0,0,0,14464,0,0,0,0,0,0,0,0,0,0,14464,0,0,0,0,0,0,0,0,0,14464,0,0,0,0,0,0,0,0,0,0
141,4348,  ОВС МЕД,Тюмень,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,4301,  ОВС НОВС,Камышин,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,4293,  ОЙЛЕР ГЕРМЕС РУ,Москва,543054,0,0,0,0,543054,0,0,0,0,0,543054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543054,0,0,0,0,0,0,0,0,0
144,3099,  ОПОРА,Рязань,206646,0,0,0,0,156214,1029,1029,0,0,0,155185,107579,23349,0,0,0,660,1900,1900,77378,4292,5389,27,27,0,0,0,0,0,73,5289,0,41871,346,0,0,0,50432,0,2576,47856,0
145,326,  ОРБИТА,Москва,2502,0,0,0,0,2502,0,0,0,0,0,2502,89,0,0,0,0,0,0,0,81,8,2413,0,0,0,0,0,0,0,2413,0,0,0,0,0,0,0,0,0,0,0,0
146,4008,  ОСЖ РЕСО-ГАРАНТИЯ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,173,  ПАНАЦЕЯ,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,915,  ПАРИ,Москва,384958,0,0,0,0,382011,7639,7639,0,0,0,374372,365045,5702,0,106,1254,181961,0,0,129743,46279,7587,36,0,0,0,0,818,0,1238,5495,0,0,1740,0,0,0,2947,0,494,2453,0
149,3268,  ПАРИТЕТ-СК,Москва,21828,0,0,0,0,35234,0,0,0,0,0,35234,35183,1655,0,0,0,27842,0,0,5686,0,51,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,-13406,0,-13568,162,0
150,2284,  ПЛАТО,Москва,4063,0,0,0,0,4063,65,65,0,0,0,3998,3629,146,0,0,0,120,0,0,3348,15,369,7,7,0,0,0,0,0,0,318,44,0,0,0,0,0,0,0,0,0,0
151,3568,  ПОВОЛЖСКИЙ СТРАХОВОЙ АЛЬЯНС,Сызрань,86,0,0,0,0,86,0,0,0,0,0,86,86,20,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3390,  ПОЛИС-ГАРАНТ,Москва,12326,0,0,0,0,12326,0,0,0,0,0,12326,11145,5311,0,0,0,70,0,0,2831,2933,1181,0,0,0,0,0,0,0,100,1081,0,0,0,0,0,0,0,0,0,0,0
153,3609,  ППФ СТРАХОВАНИЕ ЖИЗНИ,Москва,53008,21666,21666,0,0,31342,31342,31342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,3889,  ПРЕСТИЖ-ПОЛИС,Москва,-100,0,0,0,0,-100,0,0,0,0,0,-100,-100,0,0,0,0,0,0,0,-81,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,3438,  ПРОМИНСТРАХ,Москва,928282,0,0,0,0,899257,0,0,0,0,0,899257,58702,1865,0,406,186,466,0,0,55500,279,840555,0,0,0,0,115,26,1745,0,759,837910,0,0,0,0,0,29025,0,477,28548,0
156,2682,  ПРОФСОДРУЖЕСТВО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,4179,  РАЙФФАЙЗЕН ЛАЙФ,Москва,205207,61944,61944,35311,0,143263,143263,15093,0,0,128170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,72,  РЕГИОНАЛЬНАЯ СТРАХОВАЯ КОМПАНИЯ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3621,  РЕГИОНАЛЬНЫЙ СТРАХОВОЙ ЦЕНТР,Москва,-4455,0,0,0,0,-4455,0,0,0,0,0,-4455,-3239,-321,0,-2880,0,0,0,0,-38,0,-1216,0,0,0,0,-1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2733,  РЕЗЕРВ,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,3972,  РЕНЕССАНС ЖИЗНЬ,Москва,337674,197112,197112,114619,0,140562,140562,75100,0,0,65462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1209,  РЕСО-ГАРАНТИЯ,Москва,2755981,0,0,0,0,2689829,951299,216784,0,0,734515,1738530,1374075,136508,0,0,945,161233,0,0,1075345,44,214351,63341,39840,23501,0,0,141,0,86280,64091,498,149883,221,0,0,0,66152,0,8401,57751,0
163,879,  РЕСО-МЕД,Павловский Посад,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,13,  РЕСО-ШАНС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,3492,  РЕСПЕКТ,Рязань,2169458,0,0,0,0,2169458,153300,153300,0,0,0,2016158,294010,0,0,0,0,198319,0,0,95691,0,1722148,0,0,0,0,0,0,0,0,0,1722148,0,0,0,0,0,0,0,0,0,0
166,473,  РИКС,Москва,368,0,0,0,0,368,0,0,0,0,0,368,368,0,0,0,0,0,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,4351,  РНПК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,  РОСГОССТРАХ,Люберцы,1510974,0,0,0,0,1259354,20949,17586,0,0,3363,1238405,981036,195944,3399,169229,107490,24855,35503,33611,362219,82397,103557,11208,0,11208,0,16758,33067,10169,17943,14412,0,153812,0,0,0,0,251620,0,121724,129896,0
169,3984,  РОСГОССТРАХ-ЖИЗНЬ,Москва,35001,14537,14537,0,0,20464,20464,20464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3676,  РОСГОССТРАХ-МЕДИЦИНА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3535,  РОСИНКОР РЕЗЕРВ,Дмитров,56630,0,0,0,0,56630,10683,10683,0,0,0,45947,42431,2515,0,0,150,766,0,0,39000,0,39,0,0,0,0,0,0,0,0,39,0,0,3477,0,0,0,0,0,0,0,0
172,2191,  РОСМЕДСТРАХ - К,Курск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2947,  РСХБ-СТРАХОВАНИЕ,Москва,1532111,0,0,0,0,1530983,626209,626209,0,0,0,904774,886835,113582,0,0,1911,10643,515973,240183,220229,24497,13600,0,0,0,0,0,0,0,294,13306,0,2637,1702,0,0,0,1128,0,1128,0,0
174,1999,  РУССКАЯ КОРОНА,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3748,  РУССКИЙ СТАНДАРТ СТРАХОВАНИЕ,Москва,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,235,  РУССКОЕ ПЕРЕСТРАХОВОЧНОЕ ОБ-ВО,Москва,171212,0,0,0,0,171212,1420,1420,0,0,0,169792,169720,3897,10,0,0,5855,149,0,155735,4074,72,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0
177,4202,  САКЛАУ,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2873,  САХАМЕДСТРАХ,Якутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,4331,  СБЕРБАНК СТРАХОВАНИЕ,Москва,200685,0,0,0,0,200685,78434,0,0,0,78434,122251,67690,0,0,0,0,183,889,43,43664,22954,1512,0,0,0,0,0,0,0,0,1512,0,16,53033,0,0,0,0,0,0,0,0
180,3692,  СБЕРБАНК СТРАХОВАНИЕ ЖИЗНИ,Москва,156548,112683,112683,2240,0,43865,43865,842,0,0,43023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,924,  СЕЛЕКТА,Москва,32581,0,0,0,0,32581,9439,831,0,0,8608,23142,21703,9000,0,68,11524,1050,0,0,-241,302,5574,0,0,0,0,0,2950,0,591,1784,249,0,-4135,0,0,0,0,0,0,0,0
182,632,  СЕРВИСРЕЗЕРВ,Ковров,2387,0,0,0,0,2387,29,29,0,0,0,2358,2358,948,0,0,0,11,0,0,903,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2353,  СИБИРСКИЙ ДОМ СТРАХОВАНИЯ,Кемерово,30975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30975,0,21654,9321,0
184,3467,  СИБИРСКИЙ СПАС,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3270,  СИБИРСКИЙ СПАС-МЕД,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,4105,  СИВ ЛАЙФ,Москва,216336,169676,169676,63356,0,46660,46660,43347,0,0,3313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2444,  СИМАЗ-МЕД,Новосибирск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,3803,  СК ДОМИНАНТА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,3225,  СК ЕВРОПЛАН,Москва,3722,0,0,0,0,3722,0,0,0,0,0,3722,3722,3722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3825,  СК СОГАЗ-ЖИЗНЬ,Москва,3697,2645,2645,0,0,1052,1052,930,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,4174,  СКОР П.О.,Москва,613921,0,0,0,0,613275,12560,10166,0,0,2394,600715,569314,69908,1695,18958,8224,25194,17286,0,428049,0,30208,16686,3899,0,0,4121,0,0,0,9372,29,0,1193,0,0,0,646,0,646,0,0
192,3941,  СМП-СТРАХОВАНИЕ,Москва,22263,0,0,0,0,22263,1343,1343,0,0,0,20920,19623,3053,0,0,1092,1522,0,0,13046,910,1248,0,0,0,0,0,307,0,0,941,0,0,49,0,0,0,0,0,0,0,0
193,3834,  СО ПОМОЩЬ,Санкт-Петербург,121935,0,0,0,0,121935,0,0,0,0,0,121935,70863,0,0,0,35,2855,0,0,67603,370,51072,0,0,0,0,0,0,0,16,51038,18,0,0,0,0,0,0,0,0,0,0
194,1208,  СОГАЗ,Москва,26907516,0,0,0,0,26094177,4600,1192,0,0,3408,26089577,23492431,4756,38043,1841521,83743,126999,24691,4420,21372598,80,1424972,19551,19551,0,0,237216,50437,148936,163149,805683,0,1179760,-7586,0,0,0,813339,0,259906,553433,0
195,3230,  СОГАЗ-МЕД,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1307,  СОГЛАСИЕ,Москва,6954709,0,0,0,0,6770517,4655,4655,0,0,0,6765862,6484329,5527844,6058,10798,66493,173143,124694,105308,512520,62779,75907,17650,109,17541,0,9165,31621,-155,5465,12132,29,202287,3339,0,0,0,184192,0,29604,154588,0
197,3511,  СОГЛАСИЕ-ВИТА,Москва,582,574,574,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1580,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ,Москва,18954,0,0,0,0,18954,11527,177,0,0,11350,7427,3711,-484,0,0,0,0,0,0,0,4195,0,0,0,0,0,0,0,0,0,0,0,0,3716,0,0,0,0,0,0,0,0
199,4079,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ ЖИЗНИ,Москва,23506,14843,14843,8289,0,8663,8663,8663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3528,  СПАСЕНИЕ,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,3300,  СПАССКИЕ ВОРОТА,Салехард,40258,0,0,0,0,39319,8229,8229,0,0,0,31090,22388,2936,0,0,3952,10383,0,0,5019,98,8702,0,0,0,0,0,7079,0,18,1605,0,0,0,0,0,0,939,0,880,59,0
202,2354,  СПАССКИЕ ВОРОТА-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,3983,  СТЕРХ,Якутск,171126,0,0,0,0,148775,88,88,0,0,0,148687,89571,5860,0,47168,6451,105,741,406,21916,7330,59116,0,0,0,0,52142,6974,0,0,0,0,0,0,0,0,0,22351,0,3001,19350,0
