"Сведения о количестве заключенных договоров страхования в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0141,"Страховое Акционерное Общество ""Медэкспресс""",2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743,171,,,,78,,93,572,127,195,250,161,119,66,66,,,,,,,,,,,,,,,,,,,11,,,11,42,,,42,42,14,14,,,,,,,,,,,,,,,28,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,1114,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Акционерное общество ""Тинькофф Страхование""",2220727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488104,1488104,226447,,,,,1261657,,,,,511711,286784,92936,92936,,,,,,,,,,,,,,,,,,,,,,,193848,193848,,,21243,4484,4484,,,,,,,,,,,,,,,16759,,,,,16759,,,,,,,,,,,,203684,180719,,22965,,,,,,,,,220912,,,,,,,,,,,,,,,,,,,,,,,,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",19053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18289,6556,,,,722,,5834,11733,259,47,11427,764,566,17,15,2,,,,,,1,,,,,,,,,,,,116,,,116,432,248,73,111,198,,,,,,,,,,,,,,1,,1,197,54,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212,"Акционерное общество Страховая компания ""Цюрих""",712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,5,,,,,707,184,,,,,,,,,87,,,,,,,,,,,,97,,19,78,,,,,362,4,4,,,,,,,,,,,,134,134,,224,2,,,,222,,,,,,,,,,,42,119,,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290,"Акционерное общество Страховая компания ""Альянс""",62233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34898,11526,,,3,,,11523,23372,23372,,,27075,5157,2,2,,15,,,,,413,,,,,,,,,,,,456,,17,439,4271,330,,3941,655,1,1,,,,2,,,,1,,,1,57,,57,594,5,,,,589,,,,,,,,,,,46,21217,,,21217,,,,,,,,,,227,227,,,,33,,,,,,,33,,,,,,,,,,,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",9797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9602,16,,,,3,,13,9586,,,9586,195,53,2,2,,,4,,,,19,,,,,,,,,,,,5,,,5,23,,,23,46,,,,,,13,,,,,,,,,,,7,,,,,7,26,,,,,,,,,26,,96,89,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",257622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122159,117291,,,,,,117291,4868,,586,4282,16914,9430,7011,7011,,,,1,,1,273,3,3,,,3,,,,,,,544,,46,498,1598,753,28,817,7391,6215,6215,,,,8,4,,4,3,,,3,6,,6,1137,31,,22,,1084,18,,,,,,,,18,,,93,,,93,,,,,,,,,118549,,,,,,,,,,,,,,,,,,,,,,,,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,178,,,,,,178,,,,,265,158,,,,,,16,16,,17,,,,,,,,,,,,29,,,29,96,,,96,83,,,,,,,78,78,,,,,,,,,5,,,,,5,,,,,,,,,,,,24,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,"Страховое Акционерное Общество ""Геополис""",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0518,"Акционерное общество Страховая компания ""БАСК""",20455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2433,1997,,,,,,1997,436,,,436,4181,4139,3641,3641,,,,,,,319,,,,,,,,,,,,18,,,18,161,113,47,1,41,1,1,,,,,,,,,,,,,,,40,,,,,40,,,,,,,,,,,,1,,,1,,,,,,,,,13726,115,103,5,2,5,,,,,,,,,,,,,,,,,,,
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",20055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16743,1681,,76,,,,1605,15062,25,,15037,3312,2671,618,618,,,,,,,857,,,,,,,,,,,,606,,,606,590,,,590,586,434,434,,,,,,,,,,,,1,,1,138,,,,,138,13,,,,,,,,,13,,55,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",39377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7233,6717,24,,,,,6693,516,,104,412,12096,11994,5685,5685,,,,,,,36,91,,,,,,91,,,91,,197,,,197,5985,,,5985,102,10,10,,,,,,,,,,,,,,,92,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,20048,,,,,,,,,,,,,,,,,,,,,,,,
0621,"Страховое акционерное общество ""ВСК""",5672803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304808,939218,175042,1148,,1303,,761725,365590,,16426,349164,3620744,2742457,127171,127171,,135,92,75,75,,798786,227,56,1,,55,,171,7,,162,2,8343,254,1344,6745,1807628,934594,873034,,804659,23567,11922,11645,,,175,45,45,,57,18,,39,82,82,,780730,1442,160,313,87,778728,3,,,,,,,,1,2,16,73612,,,73612,,,,,,,,,735674,10128,7238,145,341,2404,1449,2,,2,1,,1,10,7,4,3,1428,390,176,251,611,1,,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",150509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51709,34424,,,,,,34424,17285,3616,,13669,38461,35710,22340,22340,,11,,,,,1533,,,,,,,,,,,,984,,,984,10842,8444,,2398,1187,268,268,,,,,,,,,,,,3,,3,667,,,,,667,249,,,,,,,,249,,,1564,,,1564,,,,,,,,,59599,471,471,,,,269,,,,,,,,,,,269,,,269,,,,
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",34875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11937,8437,35,,,14,,8388,3500,454,1181,1865,22938,16608,,,,,,,,,1545,,,,,,,,,,,,1590,,,1590,13473,31,546,12896,4046,,,,,,,,,,,,,,,,,4024,,,,,4024,22,,,,,,,,,22,,2284,3,,2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,3,,,,,,,81,81,63,63,,,,,,,,,,,,,,,,,,,18,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",493408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66389,55542,,,,,,55542,10847,,6670,4177,420949,403452,1638,1638,,6,6,6,,6,367171,,,,,,,,,,,,2594,825,140,1629,32031,1268,14743,16020,8017,1164,1164,,,,16,25,,25,3,3,,,164,13,151,6627,142,,11,4,6470,18,,,,,,,,18,,635,8845,7708,,1137,,,,,,,,,5521,518,213,4,11,290,31,1,,1,,,,,4,4,,26,9,8,4,5,,,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",2385431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513898,233707,6269,1711,14,4,,225709,280191,203294,903,75994,731768,482056,141785,141785,,37,66,155,141,14,15574,10,1,,,1,,9,,,9,,9172,,591,8581,315257,79518,65118,170621,85479,29732,29732,,,,368,141,123,18,41,24,1,16,469,3,466,54630,628,374,538,51,53039,98,,,,,,,,75,23,108,164125,18928,,145197,,,,,,,,,1126503,10921,6979,259,275,3408,2341,1,,1,5,1,4,19,17,12,5,2289,971,776,192,350,6,3,1
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",301735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54783,36630,389,,,262,,35979,18153,9322,156,8675,104649,86508,32476,32476,,1,,,,,540,539,,,,,,539,,,539,,1501,,105,1396,51451,41727,8900,824,11277,4949,755,4194,,,,,,,5,5,,,20,19,1,6249,1923,,52,7,4267,54,,,,23,,,,,31,7,6857,1818,,5039,,,,,,,,,140826,1194,594,17,90,493,283,,,,,,,,6,6,,277,101,82,22,72,,,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",170963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159251,4387,31,,,,,4356,154864,,,154864,11712,7755,1097,1097,,,15,,,,2257,,,,,,,,,,,,316,,,316,4070,16,,4054,2110,171,171,,,,41,,,,,,,,1823,,1823,,,,,,,75,,,,,,,,60,15,,1847,244,77,1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",2719993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106609,957130,547724,63508,,3472,1,342425,149479,,3184,146295,1095030,241602,35382,32695,2687,335,134,61,51,10,6067,28,2,,,2,,26,,,26,,5043,,566,4477,194552,7768,,186784,98047,4444,4444,,,2,145,67,53,14,150,5,32,113,1351,131,1220,91850,517,96,68,20,91149,38,,,9,,,,,6,23,242,755139,664301,,90838,,,,,,,,,496279,20448,14743,445,2775,2485,1627,3,1,2,13,5,8,1,4,3,1,1602,479,169,156,798,1,3,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",2632039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550916,361924,37837,39713,,5288,,279086,188992,58032,3477,127483,760953,524175,145374,145374,,21,,,,,6478,98,,,,,,98,,,98,,32544,,2553,29991,339660,69583,142491,127586,148248,59868,40643,19225,,,17,,,,16,2,,14,174,174,,88083,243,190,325,64,87261,90,,,,,,,,2,88,279,88251,3064,5,85182,,,,,,,,,1309945,9426,5083,185,165,3993,799,,,,,,,,2,,2,797,299,308,96,94,,,
1216,"Акционерное общество Страховая компания ""Чулпан""",47156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8147,8043,,,,31,,8012,104,6,50,48,5294,3066,272,272,,,,1,,1,1,105,,,,,,105,,,105,,55,,3,52,2632,597,2017,18,2227,31,31,,,,4,1,,1,3,1,,2,1,,1,2186,15,,1,1,2169,1,,,,,,,,1,,,1,,,1,,,,,,,,,32882,809,485,2,295,27,24,,,,,,,,,,,24,17,3,4,,,,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1771888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703428,587362,43214,51405,,,,492743,116066,74475,1215,40376,711772,218291,66376,66376,,4,,8,8,,563,,,,,,,,,,,,735,119,6,610,150605,3158,68293,79154,33640,11889,11889,,,,,2,2,,,,,,35,35,,21714,5,,17,2,21690,,,,,,,,,,,,459841,12480,,447361,,,,,,,,,355724,811,507,29,29,246,153,,,,,,,8,,,,145,64,41,11,29,,,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",602184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138061,112344,59683,4193,,17,,48451,25717,,,25717,210564,123354,69907,69907,,138,9,42,39,3,3475,170,16,6,,10,,154,,,154,,10149,206,188,9755,39464,5199,12497,21768,33191,23451,12470,10981,,,36,121,120,1,30,,,30,11,11,,9490,718,,25,,8747,52,,,9,,5,,,20,18,1885,52134,42848,,9286,,,,,,,,,251717,1446,868,,56,522,396,1,,1,1,,1,1,8,8,,385,122,25,112,126,,,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",5487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2379,1338,,,,,,1338,1041,,315,726,3108,2016,1049,1049,,,,,,,889,,,,,,,,,,,,17,7,,10,61,55,6,,57,21,21,,,,,,,,,,,,,,,36,,,3,,33,,,,,,,,,,,,1035,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"Акционерное общество ""Д2 Страхование""",390046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293164,279322,,,,,,279322,13842,,,13842,96882,6157,379,379,,,,,,,,,,,,,,,,,,,12,,,12,5766,,2350,3416,2708,,,,,,,,,,,,,,,,,2254,,,,,2254,454,,,,,,,,,454,,88017,1840,,86177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"Акционерное общество ""Московская акционерная страховая компания""",348982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98157,84138,967,13464,,4,,69703,14019,,152,13867,56742,40126,21405,21378,27,52,2,4,,4,102,,,,,,,,,,,,401,1,20,380,18160,249,5546,12365,9980,4138,4138,,,,4,10,10,,10,,,10,7,7,,5592,7,,29,3,5553,219,,1,,,,,,,218,,6636,,,6636,,,,,,,,,193191,587,355,6,39,187,305,,,,,,,1,,,,301,58,118,10,115,3,,
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",54011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14096,14096,,,,,,14096,,,,,39915,23983,,,,,,,,,,,,,,,,,,,,,,,,,23983,,,23983,4826,,,,,,,,,,,,,,,,,4826,,,,,4826,,,,,,,,,,,,11106,,,11106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Акционерное общество ""Страховое общество ""Талисман""",13657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601,601,,,,,,601,,,,,267,211,104,104,,,1,,,,,,,,,,,,,,,,38,,,38,68,42,8,18,56,,,,,,1,,,,,,,,,,,55,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,12789,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,1799,,,,,,1799,209,,,209,2006,1258,,,,,,,,,,,,,,,,,,,,,,,,,1258,,,1258,94,,,,,,,,,,,,,,,,,94,,,,,94,,,,,,,,,,,,654,,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,"Акционерное общество ""Совкомбанк страхование""",1419512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571885,376525,980,21725,,24,,353796,195360,159450,234,35676,756269,127077,17673,17673,,3,,3,,3,1410,,,,,,,,,,,,1035,179,330,526,106953,192,78,106683,205032,2438,2438,,,,,,,,2,,,2,18,,18,202526,75,,2,2,202447,48,,,4,,,,,3,41,18,424142,144054,,280088,,,,,,,,,91254,92,92,,,,12,,,,,,,,,,,12,,,,12,,,
