"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0013,"Общество с ограниченной ответственностью ""Страховая компания ""РЕСО-Шанс""",18444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18444000,,,,,,,,18444000,,18444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0141,"Страховое Акционерное Общество ""Медэкспресс""",85134310.43198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83210149.129,2612757.087,,,,2575328,,37429.087,80597392.042,5745827.478,73810192.064,1041372.5,1924161.30298,1864072.21598,325304.567,325304.567,,,,,,,,,,,,,,,,,,,1178104.07026,,,1178104.07026,360663.57872,,,360663.57872,60089.087,24000,24000,,,,,,,,,,,,,,,36089.087,,,,,36089.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Акционерное общество ""Тинькофф Страхование""",2961664695.49278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2514180607.70647,2514180607.70647,588552750.851,,,,,1925627856.85547,,,,,447484087.78631,379635535.76059,224781131.01746,224781131.01746,,,,,,,,,,,,,,,,,,,,,,,154854404.74313,154854404.74313,,,16640112.1776,10235940,10235940,,,,,,,,,,,,,,,6404172.1776,,,,,6404172.1776,,,,,,,,,,,,51208439.84812,36883372.29632,,14325067.5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",69061177.3666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46371124.36276,1855016.38166,,,,733075,,1121941.38166,44516107.9811,1001293.09178,1952014.408,41562800.48132,22690053.00384,14106871.40114,200760.21489,142163.852,58596.36289,,22928.40535,,,,109745.23032,,,,,,,,,,,,12116068.38885,,7851.115,12108217.27385,1657369.16173,452755.515,32015.427,1172598.21973,8583181.6027,1000,1000,,,,6944300,,,,1000,,,1000,123300,,123300,1504081.6027,1105731.86,,1000,5000,392349.7427,9500,,,,,,,,9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212,"Акционерное общество Страховая компания ""Цюрих""",1058390057.6909801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134330.96,134330.96,,,,,,134330.96,,,,,1058255726.73098,764561737.31264,,,,,,,,,400395629.62539,,,,,,,,,,,,364166107.68725,,24270708.15664,339895399.53061,,,,,108434488.87161,23200000,23200000,,,,,,,,,,,,12641399.77302,12641399.77302,,72593089.09859,1039114.07394,,,,71553975.02465,,,,,,,,,,,169994819.63041,15264680.91632,,,15264680.91632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290,"Акционерное общество Страховая компания ""Альянс""",877264725493.9446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873492926707.533,873029301525.548,,,2128000,,,873027173525.548,463625181.9853,463625181.9853,,,1091997506.41161,843233551.32423,3911037.9295,3911037.9295,,4488043.61297,,,,,251334660.61422,,,,,,,,,,,,567142375.49562,100000,9304478.99946,557737896.49616,16357433.67192,992175.3934,,15365258.27852,80701907.71702,30951302.85,30951302.85,,,,1855423.472,,,,239223.91705,,,239223.91705,11745557.07,,11745557.07,35910400.40797,417000,,,,35493400.40797,,,,,,,,,,,62454088.7152,105607958.65516,,,105607958.65516,,,,,,,,,,4120000,4120000,,,,2675681280,,,,,,,2675681280,,,,,,,,,,,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",104871977.60952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5495636.67687,145289.13167,,,,115096.85,,30192.28167,5350347.5452,,,5350347.5452,99376340.93265,43100141.85025,2000,2000,,,42631306.83,,,,188544.76133,,,,,,,,,,,,160242.23625,,,160242.23625,118048.02267,,,118048.02267,55984478.04,,,,,,55836608.05,,,,,,,,,,,7500,,,,,7500,140369.99,,,,,,,,,140369.99,,291721.0424,274352.652,,17368.3904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",128623846.19284001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65149837.9064,30063695.88807,,26450,,,,30037245.88807,35086142.01833,,6236275.53333,28849866.485,63474008.28644,46752206.97693,11940622.86041,11940622.86041,,,,7489.4,,7489.4,3295059.5392,1566128.4803,1443508.7313,1431808.7313,,11700,,122619.749,122619.749,,,,26175584.79032,,3212378.80613,22963205.98419,3767321.9067,2120209.90221,50656.37754,1596455.62695,16578729.67733,1845200,1845200,,,,24310,10669215.696,,10669215.696,5000,,,5000,99518.8,,99518.8,3896485.18133,1473891.95164,,588600,,1833993.22969,39000,,,,,,,,29000,10000,,143071.63218,,,143071.63218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",132298237.13127999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7885292.7163,7885292.7163,,,,,,7885292.7163,,,,,124412944.41498,40701247.08988,,,,,,10234743.6796,10234743.6796,,5412774.12774,,,,,,,,,,,,24093769.2194,,,24093769.2194,959960.06314,959960.06314,,,83500177.40108,,,,,,,80679261.40108,,80679261.40108,,,,,,,,2820916,,,,,2820916,,,,,,,,,,,,211519.92402,,211519.92402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,"Страховое Акционерное Общество ""Геополис""",5492.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5492.015,,,,,,,,5492.015,,,5492.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0518,"Акционерное общество Страховая компания ""БАСК""",42903593.12766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10996138.00357,4629895.97755,,,,,,4629895.97755,6366242.02602,,,6366242.02602,28137455.12409,27354736.97309,2254817.19725,2254817.19725,,,,,,,8437555.38279,,,,,,,,,,,,16501251.14805,,,16501251.14805,161113.245,148268.555,12740.7,103.99,722820,2000,2000,,,,,,,,,,,,,,,720820,,,10000,,710820,,,,,,,,,,,,59898.151,,,59898.151,,,,,,,,,,3770000,3395000,245000,20000,110000,,,,,,,,,,,,,,,,,,,
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",31188174.67815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14678074.84508,1381465.78908,,14300,,,,1367165.78908,13296609.056,137574.02,,13159035.036,16510099.83307,14593614.07034,1818985.04141,1818985.04141,,,,,,,3092897.28721,,,,,,,,,,,,8227415.35315,,,8227415.35315,1454316.38857,,,1454316.38857,1700375.66058,127800.75,127800.75,,,,,,,,,,,,2050,,2050,1560024.91058,,,,,1560024.91058,10500,,,,,,,,,10500,,216110.10215,,,216110.10215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",29537780.52108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11144406.2165,6381401.46455,95113.2045,,,,,6286288.26005,4763004.75195,,237122.75195,4525882,18393374.30458,18334664.30458,5661702.6862,5661702.6862,,,,7406,,7406,1543518.191,29427.764,,,,,,29427.764,,,29427.764,,2256750.32953,,,2256750.32953,8835859.33385,2996386.11954,3434160.72353,2405312.49078,58710,8400,8400,,,,,,,,,,,,,,,50310,,,,,50310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0621,"Страховое акционерное общество ""ВСК""",1011438190361.6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6502726668.19459,3956335230.94645,1526146782.87617,10164057.2275,640000,1745301136.03652,,674083254.80626,2546391437.24814,,1507640795.40537,1038750641.84277,5874978868.46571,5240629150.13095,479909766.28823,479909766.28823,,76980018.20947,65942864.73569,58164935.82741,58164935.82741,,1364873520.51978,15876115.67356,9204743.92032,3537453.39627,,5667290.52405,,6671371.75324,970286.53298,,5630812.30359,70272.91667,2319660990.61975,376151244.67041,655733549.77378,1287776196.17556,859220938.25706,773493263.70602,85727674.55104,,510777883.22622,30833982.884,30833982.884,,,,14532482.14981,216768874.3804,216768874.3804,,18709495.36654,447050,,18262445.36654,16343857.81446,16343857.81446,,213454881.74601,37829527.31716,3432810,14847850.005,1556459.325,155788235.09885,134308.885,,,,,,,,7000,127308.885,63259678.35887,60312156.74967,,,60312156.74967,,,,,,,,,,307090000,231845000,23155000,6050000,46040000,998753394825,27727861275,331887375,27395973900,249878925,46251000,203627925,234195300,5506744500,5501888550,4855950,855417070575,21518595675,66347903925,43058931750,724491639225,79961924250,29655720000,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",346074604055.12396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90734646.59826,44027077.72526,,,,,,44027077.72526,46707568.873,24069990.973,,22637577.9,180963032.52568,174826642.40857,39209998.77387,39209998.77387,,994627.49,,80047.58,,80047.58,80092604.18564,,,,,,,,,,,,30070655.79835,,,30070655.79835,24378708.58071,13575921.97499,,10802786.60572,1933326.33267,647400,647400,,,,,,,,,,,,77250,,77250,938626.33267,,,,,938626.33267,270050,,,,,,,,270050,,,4203063.78444,,,4203063.78444,,,,,,,,,,20405000,20405000,,,,345782501376,,,,,,,,,,,345782501376,,,345782501376,,,,
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",106298214.02848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42031511.72541,10691290.98137,15339.186,,,75308.4,,10600643.39537,31340220.74404,14891720.74404,14802500,1646000,64266702.30307,56967986.03381,,,,,,,,,28253522.47799,,,,,,,,,,,,10977110.68444,,,10977110.68444,17737352.87138,198791.84905,545078.42905,16993482.59328,6818201.09255,,,,,,,,,,,,,,,,,6418201.09255,,,,,6418201.09255,400000,,,,,,,,,400000,,480515.17671,120,,480395.17671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",15402754.30083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290,5290,,,,5290,,,,,,,15397464.30083,15397464.30083,129191.456,129191.456,,,,,,,,15245793.283,15245793.283,15139332.347,,106460.936,,,,,,,22479.56183,,,22479.56183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",48324844459.54095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110769439.257,97834673.44625,,,,,,97834673.44625,12934765.81075,,12139365.81075,795400,1537717148.28395,1333353800.5825,11499103.65788,11499103.65788,,270145.63,118162.6,1054871.97841,,1054871.97841,962170575.07582,,,,,,,,,,,,241429901.06001,107781593.87722,18514202.76283,115134104.41996,116811040.58038,8222685.22038,1541149.262,107047206.098,118409739.65106,3683152.9728,3683152.9728,,,,2131166.3281,2948067.9696,,2948067.9696,994319.30247,994319.30247,,,2123240.07735,167155.84535,1956084.232,106473243.00074,2781201.02343,,1119600.001,15500,102556941.97631,56550,,,,,,,,56550,,311170.80503,85642437.24536,76184573.6612,,9457863.58416,,,,,,,,,,11830000,6010000,100000,160000,5560000,46664527872,,,,10240000,,10240000,2269184,702441472,643145728,59295744,45949577216,803153920,11339042816,8708444160,25098936320,,,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",4008624531202.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4147283814.72524,603927903.04767,5993064.9262,5537827.0194,15666000,1944200,,574786811.10207,3543355911.67757,1519097571.52822,960151281.37948,1064107058.76987,41469785713.2108,11768010482.7602,740194825.81564,740194825.81564,,15957395.95752,186964045.85384,640092056.8743,622359824.98219,17732231.89211,3157004280.17908,2754652.1915,2010673.13929,1475799.39006,,534873.74923,,743979.05221,,,743979.05221,,5914571905.03361,,299714372.01138,5614857533.02223,1110471320.85467,591927656.33445,69063302.41613,449480362.10409,28526725313.6532,194907467.38967,194907467.38967,,,,2738269380.0925,24634971219.732,24579739404.876,55231814.856,241810182.92629,2154856.572,4510,239650816.35429,133473108.3878,2056622.7,131416485.6878,582678080.27363,59556045.79121,8840500,15349209.3,833681.38,498098643.80242,615874.85134,,,,,,,,507500,108374.85134,10419682.45346,1164630234.34393,6650629.64148,,1157979604.70245,,,,,,,,,,317145000,231455000,10800000,7800000,67090000,3962690316675,50322149100,502200000,49819949100,64411200,23552775,40858425,255401100,5356521900,5321078325,35443575,2482019018100,79773317775,357631070400,161038497600,1883576132325,738354967425,685017182250,1300665600
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",137898489657.0746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54418990552.8314,54305105842.1014,4075680.8954,,,12540049.72054,,54288490111.4855,113884710.72994,79612080.52994,12602700,21669930.2,1692955856.2432,418823882.37167,73764844.43642,73764844.43642,,128535,,,,,91983576.20824,246382.56221,,,,,,246382.56221,,,246382.56221,,112527588.66702,,31732315.67663,80795272.99039,140172955.49778,131162372.97419,4355209.81361,4655372.70998,70555927.99062,3276653.06386,3276653.06386,,,,,,,,1400604.11819,1400604.11819,,,1902946.535,1894946.535,8000,62723636.18505,39384913.77973,,1432900.102,140500,21765322.30332,1252088.08852,,,,793900.102,,,,21000,437187.98652,88732.25104,1203487313.62987,1189902423.49749,,13584890.13238,,,,,,,,,,26490000,15860000,610000,1110000,8910000,81760053248,,,,,,,6240256,628213760,627767296,446464,81125599232,4890648576,24289312768,5559666688,46385971200,,,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",740729240.40521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482149712.67871,18644212.69485,1717396.823,,,,,16926815.87185,463505499.98386,,,463505499.98386,258579527.7265,88550357.41307,5018675.15132,5018675.15132,,,3909041.11027,,,,14393202.14057,,,,,,,,,,,,48286991.21157,,25000,48261991.21157,16942447.79934,63696.46044,,16878751.3389,149860015.77363,309300,309300,,,,137929843.1489,,,,,,,,11179222.62473,,11179222.62473,,,,,,,441650,,,,,,,,246550,195100,,20169154.5398,37498.51095,6976451.13017,13155204.89868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",8491273383571.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21923403824.7304,9266541647.66886,4863724397.9368,90642031,,3581573771.43182,84000,730517447.30024,12656862177.0615,,12023638318.0438,633223859.01765,54371810370.5294,46844012899.0627,411059212.45629,310428804.0897,100630408.36659,550977765.10602,351900051.55912,115098035.27474,112394304.5028,2703730.77194,3361650676.77543,5236359.19028,1554189.98323,,,1554189.98323,,3682169.20705,,,3682169.20705,,40830302940.8262,,1152070469.47867,39678232471.3475,1217787857.87463,55408499.90602,,1162379357.96861,5165349550.63994,54047325.53264,54047325.53264,,,271000,3504869380.86,270875644.23054,269768121.08054,1107523.15,291335854.19426,85307.2,1186781.526,290063765.46826,156709326.95416,127609172.2618,29100154.69236,883571468.45185,42244318.57337,1507025,2809340,364700,836646084.87848,3669550.41649,,,341000,,,,,15000,3313550.41649,1525868281.5132,836579639.31357,703094077.58339,,133485561.73018,,,,,,,,,,617190000,418385000,106845000,48150000,43810000,8414360979376,1631210905808,365521640704,1265689265104,2651282128,1956511744,694770384,32294944,3432161568,3421539616,10621952,5445045480688,121409967888,1374995429632,106155096080,3842484987088,458545417440,873443436800,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",264278579563.24658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6885223636.22637,876371333.5161,59782816.3857,2138625.75,648000,454327648.31478,,359474243.06562,6008852302.71027,201123526.81179,4452454235.33838,1355274540.5601,5341562427.0202,4660573354.11151,613649040.90953,613649040.90953,,308864976.42372,350320.74,38220.195,38220.195,,1352164795.21145,1269240.96272,,,,,,1269240.96272,,,1269240.96272,,1305824679.15372,,268416884.8296,1037407794.32412,1078412080.51537,300805867.28999,163692787.27897,613913425.94641,434178349.42434,152824287.7,152824287.7,,,,8480,385844.3,117600.6,268243.7,14988178.6,1540500,,13447678.6,28762912.767,28762912.767,,223792287.51317,15482236.61685,4562450,20535101.001,1684239,181528260.89532,13416358.54417,,,,,,,,7000,13409358.54417,149507289.81637,97303433.66798,308011.12433,627879.93166,96367542.61199,,,,,,,,,,221680000,139765000,4235000,4080000,73600000,251830113500,34350682500,,34350682500,,,,56092500,562081275,549898875,12182400,215802384725,12307674350,57257107875,30617631450,115619971050,,1058872500,
1216,"Акционерное общество Страховая компания ""Чулпан""",219430909568.08832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109384924.26801,1945404.03317,,,,952367.456,,993036.57717,107439520.23484,41933.02578,107397587.20906,,15492923.8203,13876030.38395,1817782.54062,1817782.54062,,,,28671.23254,,28671.23254,5000,8492.5,,,,,,8492.5,,,8492.5,,3091914.7384,,125003.02053,2966911.71787,8924169.37239,1538576.29664,7174923.20578,210669.86997,1578283.09933,50680,50680,,,,16400,128980,,128980,10329.685,3000,,7329.685,1500,,1500,1359393.41433,375858.866,,5270,100,978164.54833,11000,,,,,,,,11000,,,38610.33702,,,38610.33702,,,,,,,,,,22545000,16445000,530000,4960000,610000,219283486720,,,,,,,,4538368,4538368,,219278948352,4324392960,57044477952,4898877440,153011200000,,,
