"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",15334.16116,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,17,17,0,,0,15317.16116,15317.16116,437.41285,0,0,0,0,0,0,9930.84465,4948.90366,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",32031.41384,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,32031.41384,23708.72368,0,0,0,0,15777.08968,0,0,7931.634,0,8322.69016,0,0,0,0,0,0,0,4873.16664,3449.52352,0,0,0,,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",84746.48014,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,84746.48014,84746.48014,0,0,0,0,8.66345,0,0,84737.81669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",130969.28911,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,13927.54673,9840.19868,0,,4087.34805,106964.71028,15293.16704,6450.634,0,0,1598.186,6961.25934,0,0,283.0877,0,38921.90992,0,0,0,0,24489.34686,0,0,0,14432.56306,0,199.77325,52549.86007,,0,0,10077.0321
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",45144.737960000006,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,6511.77569,6511.77569,5580.80849,0,0,0,0,0,0,930.9672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38632.96227,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",94621.61251,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,94621.61251,94621.61251,0,0,0,94621.61251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",68376.68262,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,33360.37697,33360.37697,328.03287,0,0,0,0,0,0,33032.3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35016.30565,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",18656.20495,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,694.36874,694.36874,0,,0,4483.14815,4412.36187,3816.91187,0,0,0,0,0,0,0,595.45,70.78628,0,0,0,0,0,0,0,0,70.78628,0,0,0,,13478.68806,0,0
0621,"Страховое акционерное общество ""ВСК""",5029348.858110001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,24,24,0,,0,1299705.22693,610920.90621,0,0,497102.26981,0,1476.82373,16340.07165,16340.07165,96001.74102,0,15294.87995,6689.40812,0,6689.40812,0,1470.40982,0,6754.31391,0,380.7481,0,673489.44077,0,,3677768.04938,14333.94213,37517.63967
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",49347.90188,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46464.68952,0,2883.21236
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",9779.11975,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,9779.11975,9779.11975,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",570177.01518,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,529695.49261,529695.49261,15364,0,0,0,0,0,0,512995.85493,1335.63768,0,0,0,0,0,0,0,0,0,0,0,0,0,,36388.78835,0,4092.73422
0928,"Страховое публичное акционерное общество ""Ингосстрах""",8887408.050660001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,103.98694,0,0,,103.98694,2112791.63776,1741769.7745,107024.8939,0,37534.75636,21761.32675,1182663.47245,0,0,392785.32504,0,203906.04539,878.42286,0,0,0,61074.59251,0,0,0,141953.03002,0,0,167115.81787,,6649913.65864,22698.43834,101900.32898
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",113328.33830999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1648.43958,1514.05841,0,,134.38117,20369.92611,17461.1571,14465.83887,0,0,0,0,0,0,0,2995.31823,1811.1663,1527.7643,1527.7643,0,0,0,0,0,0,283.402,0,0,1097.60271,,86417.71676,315.64303,4576.61283
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",46195.74637,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,6276.04964,6276.04964,0,,0,39919.69673,39919.69673,39919.69648,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",9082290.47653,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,53855.71744,35220.57001,0,,18635.14743,6158865.55007,5776235.45986,2711383.63666,9752.50558,1436208.00786,12080.74782,584.39548,247.33708,0,1605597.64364,381.18574,46868.20742,0,0,0,0,13239.81021,0,0,0,33628.39721,0,332649.14839,3112.7344,,2703546.34406,76060.40622,89962.45874
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",1228689.9711999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,37482.4808,19829.6953,0,,17652.7855,161356.36774,19179.62245,5885.03669,0,0,0,1203.54232,0,0,12091.04344,0,6882.77308,1467.61087,317.25906,1150.35181,0,0,0,0,0,310.62457,5104.53764,132139.89652,3154.07569,,996535.9134,5632.45624,27682.75302
1216,"Акционерное общество Страховая компания ""Чулпан""",20676.08944,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,2699.31241,2699.31241,2644.14125,0,0,0,0,0,0,0,55.17116,0,0,0,0,0,0,0,0,0,0,0,0,0,,11940.38725,0,6036.38978
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1700054.9365200002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,123491.31133,96980.72052,0,,26510.59081,167069.77521,167017.68898,9531.83281,0,0,0,0,0,0,141280.94817,16204.908,33.96955,33.96955,33.96955,0,0,0,0,0,0,0,0,0,18.11668,,1393945.64873,553.5978,14994.60345
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",944893.37623,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,11630.18,11630.18,0,,0,46292.04302,13842.71245,13842.71245,0,0,0,0,0,0,0,0,314.60898,46.20544,46.20544,0,268.40354,0,0,0,0,0,0,32134.72159,0,,865072.85681,4244.32554,17653.97086
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",26828.24458,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,26828.24458,26828.24458,0,0,0,0,26828.24458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",66.91835,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,66.91835,0,0,0,0,0,0,0,0,0,0,66.91835,0,0,0,0,0,0,0,0,66.91835,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",775157.16442,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,85853.56805,85853.56805,0,0,0,0,0,0,0,85853.56805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,667669.70143,0,21633.89494
1587,"Акционерное общество ""Страховое общество ""Талисман""",2100.72466,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,773.60598,773.60598,707.45394,0,0,0,0,0,0,66.15204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1327.11868,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",521504.58318,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,7105.61483,7087.37803,0,,18.2368,21238.77569,20898.83168,6217.86668,0,0,0,0,0,0,14680.965,0,0,0,0,0,0,0,0,0,0,0,0,0,339.94401,,491953.24651,0,1206.94615
1820,"Акционерное общество ""ГУТА-Страхование""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",749323.3855299999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,6.53336,6.53336,0,,0,509333.91274,401240.74091,22150.96289,0,0,0,0,0,0,378193.08826,896.68976,0,0,0,0,0,0,0,0,0,0,0,108093.17183,0,,219896.87355,1481.0835,18604.98238
1858,"Акционерное общество Страховая компания ""Армеец""",23372.80596,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23372.80596,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",26747.18834,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,1585.52405,1077.96425,1077.96425,0,0,0,0,0,0,0,0,507.5598,507.5598,0,507.5598,0,0,0,0,0,0,0,0,0,,25161.66429,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",14710.53455,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,3998.41984,3998.41984,0,,0,10712.11471,10712.11471,9961.78671,0,0,0,0,0,0,0,750.328,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",4938411.03849,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,280163.77928,280163.77928,0,,0,2197485.99811,1753693.48848,71023.06178,0,104155.82769,8596.30111,4825.74525,794449.35091,150198.96477,770630.81648,12.38526,55713.91665,0,0,0,0,17522.62967,695.99899,0,0,37495.28799,0,175261.56311,212817.02987,,2401056.78755,15312.91822,44391.55533
2346,"Акционерное общество ""Объединенная страховая компания""",112766.77961,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,5036.73045,0,0,,5036.73045,14069.03651,14069.03651,0,0,0,13804.04,0,0,0,264.99651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93661.01265,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",188113.91956000004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,21190.73944,21190.73944,0,,0,146448.55055,146448.55055,2427.72888,0,0,45578.6643,28205.28594,0,0,70236.87143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17312.10062,0,3162.52895
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",277798.85559,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,972.3971,972.3971,61.70126,0,0,0,0,0,0,449.47512,461.22072,0,0,0,0,0,0,0,0,0,0,0,0,0,,276826.45849,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",19038.29555,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,117.56826,113.38776,113.38776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1805,,18920.72729,0,0
2708,Акционерное общество «Баланс Страхование»,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",439841.20951,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,439841.20951,438622.64093,0,0,438622.64093,0,0,0,0,0,0,1218.56858,0,0,0,0,1218.56858,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",697388.31592,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,89055.50332,89055.50332,0,,0,608332.8126,608028.62534,39249.07876,0,0,0,0,507401.87936,337168.85477,61377.66722,0,304.18726,0,0,0,0,0,0,0,0,304.18726,0,0,0,,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",152128.41997999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,39.66254,39.66254,0,0,0,0,26.32264,0,0,13.3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,152088.75744,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",63542.524430000005,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,38.19028,38.19028,0,,0,63504.33415,29799.68836,4256.357,0,0,0,0,0,0,25543.33136,0,33704.64579,0,0,0,0,0,0,0,0,0,33704.64579,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",1464677.2238099999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,68.38736,0,0,,68.38736,50598.67557,48912.51963,0,0,27331.57159,0,17328.54047,0,0,4252.40757,0,1686.15594,0,0,0,0,0,0,0,0,1686.15594,0,0,0,,1402732.89875,61.86674,11215.39539
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",18212.90124,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,7837.44195,7837.44195,20.7342,0,0,0,0,0,0,7816.70775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,10375.45929
3300,"Акционерное общество Страховая группа ""Спасские ворота""",49148.96389,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1350.17819,1350.17819,0,,0,38190.56074,20190.56074,8042.18009,0,0,0,12105.29966,0,0,43.08099,0,18000,0,0,0,0,0,0,0,0,18000,0,0,0,,9197.89482,139.56894,270.7612
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",2259.53685,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,2118.02971,2118.02971,0,0,0,2118.02971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,141.50714,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",3127.18538,2977.18538,2977.18538,1986.4833,1564.9833,0,421.5,0,0,990.70208,,0,990.70208,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,150,150,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",340.85616999999996,334.34272,334.34272,334.34272,334.34272,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,6.51345,0,0,,6.51345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",1750.18676,1139.37262,10.67311,0,0,0,0,0,0,10.67311,,0,10.67311,0,0,1128.69951,16.30361,0,,16.30361,0,,1112.3959,0,,1112.3959,0,,0,0,,610.81414,610.81414,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",110286.20958,110286.20958,59516.10484,59516.10484,0,59516.10484,0,0,0,0,,0,0,0,0,50770.10474,48770.10474,48770.10474,,0,0,,2000,0,,2000,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
