Сведения о количестве действовавших на конец отчетного периода договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
3,0212,"АО  ""Цюрих надежное страхование""",Москва,2521,183,0,0,0,0,2521,27,27,0,0,0,2494,698,5,0,0,0,216,0,0,467,10,1185,6,6,0,0,0,0,0,414,765,0,226,385,0,0,0,0,0,0,0,0,0
4,3991,"АО  СК  ""Ренессанс здоровье""",Москва,224449,1380,7050,3765,0,3285,217399,217399,215207,0,0,2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052
5,3947,"АО ""АИГ""",Москва,1648,0,0,0,0,0,1401,2,2,0,0,0,1399,308,1,0,0,0,111,0,0,196,0,582,23,23,0,0,0,0,0,0,559,0,0,509,0,0,0,247,0,247,0,0,0
6,2239,"АО ""АльфаСтрахование""",Москва,17117340,3929,0,0,0,0,11308544,2499155,2246644,25,0,252511,8809389,7457717,331445,622,149,411,540,255,44,21766,7102529,711379,65751,32253,33498,0,126,532,111,729,640645,3485,1235,639058,0,0,0,5808796,5787827,18565,2404,0,0
7,3064,"АО ""Боровицкое страховое общество""",Москва,111427,44682,0,0,0,0,76366,73470,28744,0,0,44726,2896,1577,335,0,0,0,0,0,0,401,841,1319,341,341,0,0,0,0,0,153,417,408,0,0,0,0,0,35061,35061,0,0,0,0
8,0433,"АО ""ВостСибЖАСО""",Иркутск,47196,0,0,0,0,0,47196,36058,18561,0,0,17497,11138,10104,46,0,0,0,36,0,0,219,9803,1033,0,0,0,0,0,0,0,0,1033,0,0,1,0,0,0,0,0,0,0,0,0
9,1284,"АО ""Группа Ренессанс Страхование""",Москва,2380033,3067,0,0,0,0,1511242,702911,217575,0,0,485336,808331,533007,162920,4,0,58,125,0,0,5115,364785,155677,20256,20256,0,0,0,10,1,120,135288,2,0,119647,0,0,0,868791,865217,3314,260,0,0
10,4014,"АО ""ГСК ""Югория-Жизнь""",Ханты-Мансийск,6096,0,5383,5383,0,0,713,713,711,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3654
11,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,1842517,0,0,0,0,0,808896,379057,282223,2,0,96834,429839,375232,181411,0,0,2,2702,213,0,2158,188746,48459,885,885,0,0,0,54,1,28,47422,69,15,6133,0,0,0,1033621,1031826,1430,365,0,0
12,2071,"АО ""ГСМК""",Санкт-Петербург,247,233,0,0,0,0,247,247,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1820,"АО ""ГУТА-Страхование""",Москва,1382,0,0,0,0,0,1382,68,38,0,0,30,1314,1209,12,0,0,1,0,0,0,110,1086,91,0,0,0,0,0,1,1,0,16,73,0,14,0,0,0,0,0,0,0,0,0
14,1412,"АО ""Д2  Страхование""",Новосибирск,275205,5310,0,0,0,0,275205,97076,73053,0,0,24023,178129,76763,331,0,0,0,19,0,0,903,75510,49051,0,0,0,0,0,0,0,0,49051,0,0,52315,0,0,0,0,0,0,0,0,0
15,0055,"АО ""ДальЖАСО""",Хабаровск,32546,0,0,0,0,0,32546,29555,6536,0,0,23019,2991,2347,91,0,0,2,843,0,0,417,994,644,5,5,0,0,0,7,0,0,362,270,0,0,0,0,0,0,0,0,0,0,0
16,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,47130,0,0,0,0,0,47130,43127,43127,0,0,0,4003,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,97,0,3906,0,0,0,0,0,0,0,0,0
17,1427,"АО ""МАКС""",Москва,1512274,0,0,0,0,0,568209,380228,342376,0,0,37852,187981,141030,82138,4,2,29,20,35,12,1841,56961,28784,11726,11726,0,0,14,74,78,217,16480,195,92,18075,0,0,0,944065,940592,1609,1864,0,0
18,3256,"АО ""МетЛайф""",Москва,620383,0,152527,149447,99538,3080,467856,467856,300072,0,0,167784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2346,"АО ""ОСК""",Самара,308121,0,0,0,0,0,81433,31341,26769,0,0,4572,50092,41960,19740,5,4,149,265,8,0,3923,17866,7853,1227,1227,0,0,83,131,4,384,5894,130,3,276,0,0,0,226688,225869,648,171,0,0
20,3748,"АО ""Русский Стандарт Страхование""",Москва,736972,0,278218,278218,0,0,458754,458754,371580,0,0,87174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47704
21,3889,"АО ""СГ ""ПРЕСТИЖ-ПОЛИС""",Москва,141,0,0,0,0,0,141,1,1,0,0,0,140,35,35,0,0,0,0,0,0,0,0,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1207,"АО ""СК  БЛАГОСОСТОЯНИЕ ОС""",Москва,752926,29,0,0,0,0,752926,139900,118992,0,0,20908,613026,331861,0,0,0,0,0,0,0,0,331861,119607,0,0,0,0,0,0,0,0,119607,0,0,161558,0,0,0,0,0,0,0,0,0
23,2619,"АО ""СК ""Астро-Волга""",Самара,828789,0,0,0,0,0,125978,80197,74875,0,0,5322,45781,43151,37480,0,0,9,72,10,0,177,5403,2628,0,0,0,0,0,0,0,14,2614,0,0,2,0,0,0,702811,702811,0,0,0,0
24,0507,"АО ""СК ""Колымская""",Хабаровск,172776,4303,97073,96700,0,373,75703,75703,38951,0,0,36752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0915,"АО ""СК ""ПАРИ""",Москва,366072,0,0,0,0,0,335873,105285,70097,0,0,35188,230588,202474,4589,26,5,39,69257,0,0,11267,117291,14155,4356,4356,0,0,15,197,17,561,8331,678,49,13910,0,0,0,30199,28788,1309,102,0,0
26,2733,"АО ""СК ""Резерв""",Хабаровск,181741,0,0,0,0,0,181741,180946,180946,0,0,0,795,18,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,18,0,0,759,0,0,0,0,0,0,0,0,0
27,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,550,0,0,0,0,0,550,550,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,610586,0,0,0,0,0,247568,206045,112659,0,0,93386,41523,30973,14905,0,0,12,759,0,0,1152,14145,4156,1534,1534,0,0,0,0,0,4,1334,1284,0,6394,0,0,0,363018,360883,656,1479,0,0
29,2359,"АО ""СК УСПЕХ""",Москва,476,0,0,0,0,0,476,443,153,0,0,290,33,14,0,0,0,0,0,0,0,9,5,2,0,0,0,0,0,0,0,0,2,0,11,6,0,0,0,0,0,0,0,0,0
30,2873,"АО ""СМК ""Сахамедстрах""",Якутск,803,650,0,0,0,0,803,803,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1587,"АО ""СО ""Талисман""",Казань,156918,0,0,0,0,0,7451,5118,5118,0,0,0,2333,1957,1116,0,3,0,0,83,47,160,595,372,0,0,0,0,3,0,0,6,363,0,0,4,0,0,0,149467,149467,0,0,0,0
32,1208,"АО ""СОГАЗ""",Москва,5386893,0,0,0,0,0,2812402,1368098,914353,0,0,453745,1444304,1094081,177906,1375,392,494,2611,264,14,49048,861991,209534,26151,26151,0,3,631,506,540,5567,175876,260,2661,138028,4,4,0,2574487,2514246,51945,8296,0,0
33,3229,"АО ""Страховая бизнес группа""",Воронеж,45079,21,0,0,0,0,19670,17950,16080,0,0,1870,1720,834,34,0,3,5,10,0,0,501,281,822,0,0,0,0,27,10,0,253,470,62,0,64,0,0,0,25409,23878,920,611,0,0
34,0796,"АО ""Страховая группа  АВАНГАРД - ГАРАНТ""",Москва,360,0,0,0,0,0,360,5,5,0,0,0,355,352,284,0,0,0,0,18,17,50,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2354,"АО ""Страховая группа ""Спасские ворота-М""",Москва,1766,0,0,0,0,0,1766,1766,0,0,0,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0983,"АО ""Страховая группа ""УралСиб""",Москва,74761,1,0,0,0,0,74761,64563,33621,0,0,30942,10198,7576,0,1,0,0,0,0,0,69,7506,2170,0,0,0,0,0,0,0,0,1286,884,0,452,0,0,0,0,0,0,0,0,0
37,3390,"АО ""Страховая Компания  ""ПОЛИС-ГАРАНТ""",Москва,34680,0,0,0,0,0,15471,6043,2345,0,0,3698,9428,3435,2531,0,0,0,6,0,0,144,754,2398,2001,2001,0,0,0,0,0,215,160,22,0,3595,0,0,0,19209,19209,0,0,0,0
38,3230,"АО ""Страховая компания  ""СОГАЗ-Мед""",Москва,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,28625,0,0,0,0,0,28625,24266,4915,0,0,19351,4359,3720,45,0,1,0,3,0,0,278,3393,639,0,0,0,0,1,0,9,14,615,0,0,0,0,0,0,0,0,0,0,0,0
40,2144,"АО ""Страховая компания АСКО-Центр""",Курск,168575,2,0,0,0,0,168575,92371,89159,0,0,3212,76204,75852,74466,0,0,0,7,23,0,496,860,309,0,0,0,0,0,0,0,0,309,0,0,43,0,0,0,0,0,0,0,0,0
41,3987,"АО ""УРАЛСИБ Жизнь""",Москва,83404,14,82981,82739,64298,242,423,423,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28624
42,3995,АО ВТБ Страхование жизни,Москва,112302,298,112281,112277,0,4,21,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32440
43,3300,"АО СГ ""Спасские ворота""",Салехард,60869,2369,0,0,0,0,48747,13343,3240,0,0,10103,35404,34460,56,0,1,8,32070,0,0,128,2197,944,210,0,210,0,1,18,1,24,690,0,0,0,0,0,0,12122,12002,89,31,0,0
44,1858,"АО СК "" Армеец""",Москва,227696,18876,0,0,0,0,71515,63656,41819,0,0,21837,7859,5919,657,0,0,3,5,0,0,289,4965,1901,9,9,0,0,12,0,2,306,1460,112,0,39,0,0,0,156181,156181,0,0,0,0
45,0290,"АО СК ""Альянс""",Москва,106798,672,0,0,0,0,105402,58842,14369,121,0,44473,46560,14494,15,136,42,97,239,0,0,1979,11986,2142,1,1,0,0,57,1,25,67,1974,17,97,29827,0,0,0,1396,0,985,411,0,0
46,0278,"АО СК ""АСКОМЕД""",Самара,46,0,0,0,0,0,46,46,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,0518,"АО СК ""БАСК""",Белово,97652,0,0,0,0,0,28724,17003,11090,0,0,5913,11721,11504,10619,0,0,0,55,0,0,102,728,193,6,6,0,0,0,0,0,1,186,0,0,24,0,0,0,68928,68575,353,0,0,0
48,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,273724,19386,0,0,0,0,117981,106167,104171,0,0,1996,11814,3013,361,0,0,2,216,0,0,345,2089,8786,8493,210,8283,0,0,1,2,22,268,0,0,15,0,0,0,155743,155743,0,0,0,0
49,2447,"АО СК ""ЖСФ""",Нижний Новгород,45102,0,0,0,0,0,45102,37965,37510,0,0,455,7137,7091,19,279,0,0,6457,0,0,65,271,46,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0
50,0425,"АО СК ""Ингвар""",Москва,215,0,0,0,0,0,215,3,3,0,0,0,212,187,0,0,0,0,70,0,0,90,27,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
51,2947,"АО СК ""РСХБ-Страхование""",Москва,685693,0,0,0,0,0,685536,152049,152041,0,0,8,533487,257689,1955,13,8,5,11,2283,484,20172,233242,218481,137,137,0,0,0,3,0,13,218326,2,10074,47243,0,0,0,157,0,157,0,0,0
52,3983,"АО СК ""Стерх""",Якутск,503196,0,0,0,0,0,88941,76901,76050,0,0,851,12040,8531,1391,0,84,103,55,41,32,2409,4448,2499,10,10,0,0,40,240,0,176,2024,9,86,924,0,0,0,414255,414255,0,0,0,0
53,1216,"АО СК ""Чулпан""",Альметьевск,255072,0,0,0,0,0,76864,52320,51936,0,0,384,24544,16627,1619,0,0,3,29,423,0,384,14169,7840,118,118,0,0,1,2,30,7,7680,2,1,76,0,0,0,178208,176270,1875,63,0,0
54,2284,"ЗАО ГСАО ""Плато""",Москва,270,0,0,0,0,0,270,217,216,0,0,1,53,33,2,0,0,0,3,0,0,11,17,20,1,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
55,1675,Либерти Страхование (АО),Санкт-Петербург,697435,241,0,0,0,0,558692,348283,83529,0,0,264754,210409,167095,29972,3,0,50,220,0,0,2065,134785,19284,4390,4390,0,0,0,25,13,59,14420,377,50,23980,0,0,0,138743,138412,246,85,0,0
56,4349,"НКО ""МОВС""",Санкт-Петербург,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,65,7,0,0,0,0,0,0,0,0,0,0
57,4314,"НКО ""ПОВС застройщиков""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4301,НКО НОВС,Камышин,4858,0,0,0,0,0,4858,0,0,0,0,0,4858,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,4837,0,0,0,0,0,0,0,0,0
59,4202,"НКО ОВС ""Саклау""",Казань,29,0,0,0,0,0,29,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
60,4360,"НКО ПОВС ""P2P страхование""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4169,"НКО ПОВС ""ГарантИнвест""",Москва,8,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,80,0,0,0,0,0,80,0,0,0,0,0,80,80,10,0,0,0,0,0,0,51,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,512,0,0,0,0,0,512,0,0,0,0,0,512,499,497,0,0,0,0,0,0,2,0,10,2,2,0,0,0,0,0,1,4,3,0,3,0,0,0,0,0,0,0,0,0
64,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
65,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,184,0,0,0,0,0,184,0,0,0,0,0,184,184,44,0,0,0,0,0,0,105,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4192,НКО ПОВС «Народные кассы»,Москва,19604,0,0,0,0,0,19604,0,0,0,0,0,19604,43,0,0,0,0,0,0,0,10,33,20,0,0,0,0,0,0,0,0,0,20,0,19541,0,0,0,0,0,0,0,0,0
67,4362,НКО ПОВС «Содружество»,Москва,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
68,2708,"ОАО ""ЧСК""",Москва,6790,0,0,0,0,0,3312,2141,2132,0,0,9,1171,196,10,0,3,2,10,0,0,168,3,975,10,10,0,0,187,43,52,0,683,0,0,0,2,2,0,3476,0,3091,385,0,0
69,1083,"ООО  ""Зетта Страхование""",Москва,1202271,23162,0,0,0,0,844286,255368,175028,0,0,80340,588918,348779,61615,11,0,0,514,2152,0,15693,268794,127594,4015,2165,1850,0,0,0,30,82,123180,287,7,112538,0,0,0,357985,353326,3145,1514,0,0
70,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,34064,0,0,0,0,0,32395,11479,11475,0,0,4,20916,20860,18891,0,6,0,14,0,0,167,1782,56,7,6,0,0,12,0,0,9,28,0,0,0,0,0,0,1669,1669,0,0,0,0
71,3828,"ООО  СК ""Альянс Жизнь""",Москва,45766,477,23555,23532,35,23,22211,22211,18858,0,0,3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853
72,3692,"ООО  СК ""Сбербанк страхование жизни""",Москва,4377703,0,2062483,2062483,1546863,0,2315220,2315220,2299321,0,0,15899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198369
73,2496,"ООО ""Абсолют Страхование""     ",Москва,526210,57090,0,0,0,0,500616,360668,283117,16,0,77551,139948,76796,5457,7,0,169,531,0,0,6792,63840,29331,1455,1455,0,1,0,555,0,5377,13799,8144,159,33662,0,0,0,25594,24715,604,275,0,0
74,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,50990,279,0,0,0,0,50990,47917,7203,0,0,40714,3073,1172,571,0,0,0,83,0,0,215,303,1829,1342,1342,0,0,0,1,0,3,321,162,0,72,0,0,0,0,0,0,0,0,0
75,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,235486,0,0,0,0,0,235486,90875,89694,0,0,1181,144611,114963,204,0,11,1,0,5689,0,1566,107492,29343,3,3,0,0,13,0,0,46,29281,0,0,305,0,0,0,0,0,0,0,0,0
76,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,2081876,786,2060947,2060939,1803256,8,20929,20929,19694,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236769
77,0436,"ООО ""АМТ Страхование""",Москва,614,134,0,0,0,0,614,148,148,0,0,0,466,108,0,0,0,96,1,0,0,11,0,358,0,0,0,0,0,356,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
78,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,134,0,0,0,0,0,134,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0
79,3487,"ООО ""БИН Страхование""",Москва,10673,0,0,0,0,0,10673,7689,7682,0,0,7,2984,2382,4,0,0,0,1,0,0,565,1812,354,3,3,0,0,0,0,0,0,45,306,0,248,0,0,0,0,0,0,0,0,0
80,3799,"ООО ""БСД""",Москва,33413,0,0,0,0,0,33413,14885,4686,0,0,10199,18528,1206,364,0,0,0,186,0,0,299,357,16692,227,227,0,0,0,0,0,4,16191,270,630,0,0,0,0,0,0,0,0,0,0
81,3826,"ООО ""Вита-страхование""",Сургут,5168,0,3288,3284,12,4,1880,1880,1868,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3866,"ООО ""ВСК-Линия жизни""",Москва,114645,161,114639,114586,0,53,5,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
83,3978,"ООО ""ВСК-Милосердие""",Москва,5,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3535,"ООО ""ИНКОР Страхование""",Дмитров,26572,0,0,0,0,0,26572,21188,5720,0,0,15468,5384,3916,3304,3,2,1,11,0,0,136,459,1377,31,31,0,0,0,0,0,815,501,30,0,91,0,0,0,0,0,0,0,0,0
85,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,1832810,230,1101054,1099585,265611,1469,731756,731756,662277,0,0,69479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211372
