,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование,из него,прочего имущества юридических лиц,прочего имущества граждан,,Перевозчиков,,,,,Иных владельцев (кроме перевозчиков),,,,,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,Всего,в том числе,,,,Всего,в том числе,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"владельцев средств наземного транспорта 
(кроме средств железнодорожного транспорта)",владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,средств наземного транспорта (кроме средств железнодорожного транспорта),средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,,,,,,,,,,,,,,
30,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,758,  АСТРА-МЕТАЛЛ,Магнитогорск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2619,  АСТРО-ВОЛГА,Самара,5230,0,0,0,0,5230,0,0,0,0,0,5230,4138,3049,0,0,111,603,0,0,315,60,1092,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0,0,0,0,0,0,0,0,0,0
33,2684,  АСТРО-ВОЛГА-МЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,52399,0,0,0,0,52399,0,0,0,0,0,52399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52399,0,0,0,0,0,0,0,0,0
35,518,  БАСК,Белово,2256,0,0,0,0,2256,42,42,0,0,0,2214,2183,838,0,0,0,383,0,0,950,12,31,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0
36,4312,  БАШКОРТОСТАН МЕДИЦИНА,Уфа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,3673,  БЕЛОКАМЕННАЯ,Москва,11,0,0,0,0,11,0,0,0,0,0,11,2,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
38,3487,  БИН СТРАХОВАНИЕ,Москва,22704,0,0,0,0,14056,9,9,0,0,0,14047,7634,1164,0,3700,0,0,0,0,2547,223,6413,0,0,0,0,0,2338,0,0,2338,0,0,2568,1507,0,0,0,0,0,0,8648,0,1068,7580,0
39,3991,  БЛАГОСОСТОЯНИЕ,Москва,71784,0,0,0,0,71784,71784,67276,0,0,4508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,3713,0,0,0,0,3713,3555,3555,0,0,0,158,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
41,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,25228,0,0,0,0,25228,0,0,0,0,0,25228,25228,402,0,0,0,24826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,161130,0,0,0,0,161130,0,0,0,0,0,161130,131143,722,0,0,0,36271,0,0,93928,222,29987,0,0,0,0,0,0,0,0,0,0,0,0,29987,0,0,0,0,0,0,0,0,0,0,0
43,2664,  ВЕКТОР,Симферополь,6766,0,0,0,0,6766,250,250,0,0,0,6516,5438,438,0,0,1004,2,0,0,3974,20,1078,0,0,0,0,0,0,0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0
44,3245,  ВЕРНА,Краснодар,558,0,0,0,0,558,0,0,0,0,0,558,558,148,0,0,0,0,0,0,385,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4170,  ВИС,Махачкала,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3561,  ВИТАЛ-ПОЛИС,Москва,59,0,0,0,0,59,0,0,0,0,0,59,59,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3279,  ВНЕШЭКОНОМСТРАХ,Москва,8560,0,0,0,0,8560,5,5,0,0,0,8555,2529,0,0,0,0,308,0,0,2164,57,4526,0,0,0,0,0,45,45,0,0,0,0,0,3926,555,0,1500,0,0,0,0,0,0,0,0
49,1440,  ВОЗРОЖДЕНИЕ-КРЕДИТ,Красноярск,461,0,0,0,0,461,7,7,0,0,0,454,384,351,0,0,0,0,0,0,8,25,70,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
50,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,433,  ВОСТСИБЖАСО,Иркутск,1763,0,0,0,0,1763,29,29,0,0,0,1734,1711,1166,0,0,0,7,0,0,142,396,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
52,621,  ВСК,Москва,325280,0,0,0,0,325280,16992,15969,0,0,1023,308288,197597,500,0,23388,0,45213,17435,9555,103334,7727,110691,0,0,0,0,0,5640,5422,0,218,0,204,16236,35109,53502,0,0,0,0,0,0,0,0,0,0
53,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,149,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3978,  ВСК-МИЛОСЕРДИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,257,  ВТБ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,3398,  ВТБ СТРАХОВАНИЕ,Москва,1240817,0,0,0,0,1240817,16077,10507,0,0,5570,1224740,1002736,824,69,122762,39466,23428,0,0,812238,3949,134507,15282,0,0,15282,0,3,0,0,0,3,0,69009,50213,0,0,87497,0,0,0,0,0,0,0,0
57,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,3780,  ВЫРУЧИМ!,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,630,  ГАЙДЕ,Санкт-Петербург,50079,0,0,0,0,42022,849,849,0,0,0,41173,41173,33730,0,0,533,4487,0,0,1942,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8057,0,322,7735,0
60,3933,  ГАЛА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3908,  ГАЛАКТИКА,Москва,303468,0,0,0,0,303468,44457,32666,0,0,11791,259011,259011,8000,0,0,0,108776,0,0,142235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,473,  ГЕВОРСТРАХ,Ярославль,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,397,  ГЕЛИОС,Москва,61442,0,0,0,0,61442,24800,24800,0,0,0,36642,36417,2868,0,200,763,32,0,0,31945,609,225,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0
65,2397,  ГЕОПОЛИС,Москва,3159,0,0,0,0,3159,9,9,0,0,0,3150,3144,2103,0,0,0,0,0,0,707,334,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
66,448,  ГЕОПОЛИС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,20497,0,0,0,0,20497,0,0,0,0,0,20497,20495,151,0,0,0,29,0,0,20302,13,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
69,2042,  ГРАНТА,Казань,6624,0,0,0,0,6624,40,40,0,0,0,6584,6458,6210,0,0,0,81,0,0,94,73,125,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,1,0,0,0,0,0,0,0,0
70,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,202687,0,0,0,0,202582,7618,5352,0,0,2266,194964,155219,9137,0,0,10629,18758,0,0,103713,12982,17394,5479,5479,0,0,0,502,502,0,0,0,0,0,11413,0,0,22351,0,0,0,105,0,75,30,0
71,1820,  ГУТА-СТРАХОВАНИЕ,Москва,29186,0,0,0,0,29186,0,0,0,0,0,29186,29186,243,0,0,0,0,8492,8492,20451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2214,  ДАЛЬАКФЕС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,55,  ДАЛЬЖАСО,Хабаровск,3040,0,0,0,0,3040,1749,1749,0,0,0,1291,1291,911,0,0,0,6,0,0,309,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,525,  ДАЛЬ-РОСМЕД,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,54418,0,0,0,0,54418,0,0,0,0,0,54418,39716,3750,0,0,0,22278,0,0,13405,283,14326,0,0,0,0,0,9172,9172,0,0,0,0,1724,3430,0,0,376,0,0,0,0,0,0,0,0
76,2842,  ДЕЛЬТА,Челябинск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1363,  ДИАМАНТ,Москва,2463,0,0,0,0,2463,12,12,0,0,0,2451,2428,2230,0,0,0,0,0,0,169,29,23,0,0,0,0,0,7,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
78,206,  ДИАНА,Ангарск,1047,0,0,0,0,1047,158,158,0,0,0,889,808,301,0,0,0,0,0,0,133,374,81,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0
79,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,326,0,0,0,0,326,0,0,0,0,0,326,305,0,0,0,0,55,0,0,244,6,21,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
80,3954,  ЕВРОИНС,Смоленск,26447,0,0,0,0,26447,1973,1973,0,0,0,24474,13528,845,0,0,0,494,0,0,11361,828,5592,0,0,0,0,0,0,0,0,0,0,0,585,4929,78,0,5354,0,0,0,0,0,0,0,0
81,990,  ЕВРОПА,Лобня,4027,0,0,0,0,4027,52,52,0,0,0,3975,3966,2835,0,0,0,0,0,0,1094,37,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
82,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,10202,0,0,0,0,10202,1688,1688,0,0,0,8514,0,0,0,0,0,0,0,0,0,0,8514,0,0,0,0,0,0,0,0,0,0,0,0,0,8514,0,0,0,0,0,0,0,0,0,0
83,4307,  ЕСЕЯ,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,1595,  ЖАСКО,Вологда,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,263,  ЖАСО,Москва,47793,0,0,0,0,45406,0,0,0,0,0,45406,45081,0,37163,0,37,7881,0,0,0,0,325,0,0,0,0,0,325,325,0,0,0,0,0,0,0,0,0,0,0,0,2387,0,53,2334,0
86,4003,  ЖАСО-ЛАЙФ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,2146,0,0,0,0,2146,317,317,0,0,0,1829,1825,50,0,0,0,1735,0,0,29,11,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
