"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",6232671.466639999,0,0,1382749.37228,976635.17383,0,0,406114.19845,4593235.56327,2744756.26562,2016864.62558,370.21353,0,10957.64686,10573.39048,0,0,42089.36325,663901.02592,90503.01677,12892.06128,0,0,55.3155,0,2471.70823,75083.93176,0,0,1757976.28088,,253517.83053,818.75142,2349.94914
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",5068810.77955,0,0,578025.43159,333423.06447,0,0,244602.36712,4403391.69979,3854461.19807,2802797.82057,11573.73253,3304.69369,42794.39971,134285.84555,65214.936819999995,59470.90592,548372.30809,246117.46111,179972.68365,67001.93487,80,838.85148,28560.10851,8082.48211,827.07599,73295.02425,1287.20644,123191.41598,245766.40209,,83852.70395,1775.65174,1765.29248
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",125047.88549000002,0,0,55249.75888,1590.08069,0,0,53659.67819,69798.12661,69006.27754,46811.89636,0,0,0,21809.9489,0,0,332.06807,52.36421,78.48325,43.359,0,0,0,0,0,35.12425,0,0,713.36582,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",506379.88610999996,0,0,421472.05312,412257.2791,0,0,9214.77402,84907.83299,41585.59411,12734.12124,0,0,0,0,0,0,86.8375,28764.63537,6455.49197,0,0,0,0,0,0,6438.99197,16.5,0,36866.74691,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",2605657.9083899995,0,0,601296.59727,562935.03125,0,0,38361.56602,1646409.01054,805985.00252,727315.76665,16088.21658,337.578,391.83925,1280.92388,0,0,6312.25179,54258.42637,47841.00864,32438.35547,0,7.68045,204.0567,3467.4286,0,5306.367,6417.12042,0,792582.99938,,354538.66589,433.98615,2979.64854
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",380131.87048,0,0,86118.55085,86118.55085,0,0,0,294013.31963,218508.21576,0,0,0,0,0,0,0,0,218508.21576,2584.87878,0,0,0,0,0,0,2584.87878,0,0,72920.22509,,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",11671.942140000001,0,0,208.06317,208.06317,0,0,0,2736.55346,2730.30346,1824.86154,0,42.5,0,0,0,0,664.01955,198.92237,6.25,0,0,6.25,0,0,0,0,0,0,0,,8727.32551,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",9800.80918,0,0,6325.93083,6325.93083,0,0,0,3474.87835,2047.34825,0,0,0,0,0,0,0,0,2047.34825,0,0,0,0,0,0,0,0,0,0,1427.5301,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",1143367.6657500002,0,0,189959.62923,104192.78499,0,0,85766.84424,951232.12996,890099.40844,801308.06589,107.02124,0,-335.66104,27271.7084,0,0,32652.53489,29095.73906,19789.15569,8189.85295,0,0,-25.43601,1011.31943,1381.24322,4298.797,4933.3791,849.98361,40493.58222,,1803.05022,207.15688,165.69946
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",2998095.37261,0,0,738682.50556,587540.38376,2947.05523,3.85,151142.1218,2130460.13978,1998582.49864,1029365.14243,631.36184,0,2185.72259,418767.3517,32783.445479999995,28854.83976,286130.37658,228719.09802,86476.51234,6588.45599,57.6,24.42,3068.67831,4112.11208,1669.72797,69560.07741,1395.44058,4294.21891,41106.90989,,118825.13052,4905.35214,5222.24461
1858,"Акционерное общество Страховая компания ""Армеец""",85088.38406,0,0,18125.70955,8733.62262,0,0,9392.08693,6077.16647,3821.37615,1113.38667,0,0,0,0,0,0,606.1561,2101.83338,2248.26396,0.414,0,0,0,0,0,2247.84996,0,0,7.52636,,60885.50804,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",197642.47153,0,0,15804.95562,11662.05221,0,0,4142.90341,87859.43795,34731.01676,25394.66156,0,0,0,7484.4332,0,0,799.41261,1052.50939,53128.42119,52850.12925,0,0,0,0,63.24497,215.04697,0,0,0,,93978.07796,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",54024.06685,0,0,5867.19081,3608.82113,0,0,2258.36968,48156.87604,42798.40914,35482.24976,198.72,0,256.4346,253.1257,0,0,2105.99891,4501.88017,4201.74837,159.431,0,0,35.2875,0,2973.01778,894.37467,139.63742,0,1156.71853,,0,0,0
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",32857.38329,0,0,19114.5506,14508.97405,0,0,4605.57655,13742.83269,13678.25254,2971.47035,0,0,0,16.37548,16.70051,0,420.21809,10253.48811,64.58015,0,0,0,0,0,0,64.58015,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",19395074.29689,0,0,3815738.15513,3045075.17487,2477.73258,0,770662.98026,14586800.81643,12388808.58437,5355834.66835,11202.14338,46859.58195,87785.91135,134144.95127,293720.76443000004,289836.14574,695731.23773,5763529.32591,545457.79195,143378.93892,0,17748.00675,22580.89929,10614.29614,11345.46672,334623.41124,5166.77289,20129.01823,1632405.42188,,974506.24333,10848.70573,7180.37627
2346,"Акционерное общество ""Объединенная страховая компания""",351500.40246,0,0,143350.38016,32097.02589,0,0,111253.35427,188446.53097,171319.26238,139211.44001,0,63.8125,1765.59054,2667.43826,0,0,18451.56919,9159.41188,7579.84807,371.22025,0,66.79653,705.9474,4.02,1456.97425,4896.85517,78.03447,0,9547.42052,,19703.49133,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",1458252.0360799998,0,0,445936.98998,351336.8986,4747.97698,0,94600.09138,1009166.84025,875520.98928,283608.70486,350.24991,0,29571.07816,244251.36058,20785.557570000004,19984.24905,203904.07113,93049.96707,114023.34078,1553.09233,0,139.825,17703.55242,0,56010.81296,38624.65807,-8.6,4083.82916,15538.68103,,2329.33078,301.52577,517.3493
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",821600.2078999999,0,0,665506.12653,651331.26913,0,0,14174.8574,111293.15568,108030.26376,61010.63578,0,0,176.9428,1317.96718,3.9186,0,11401.11551,34119.68389,3262.89192,30.8167,0,0,57.3066,0,153.12042,3011.6347,10.0135,0,0,,44800.92569,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",281626.33067,0,0,101028.33342,101028.33342,0,0,0,180597.99725,35857.31994,35857.31994,0,0,0,0,0,0,0,0,477.0203,477.0203,0,0,0,0,0,0,0,0,144263.65701,,0,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",1.17204,0,0,0,0,0,0,0,1.17204,0,0,0,0,0,0,0,0,0,0,1.17204,0,0,0,0,0,0,1.17204,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",145148.61041,0,0,56465.32756,12414.39932,0,0,44050.92824,88683.28285,88659.50624,50752.12935,0,0,0,7908.31164,0,0,29799.11114,199.95411,23.77661,0,0,5.96411,0,0,0,17.8125,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1062806.0490599999,0,0,405350.56908,405350.56908,0,0,0,657447.55298,341149.5727,20086.72347,543.95064,0,21.82125,186.61422,230206.64055999997,197878.74478,34366.41973,55737.40283,34795.82614,22.5,0,0,3.125,0,128.76,34641.44114,0,7818.396,273683.75814,,0,7.927,0
3064,"Акционерное общество ""Боровицкое страховое общество""",165239.38095,0,0,70534.56257,37372.87952,0,0,33161.68305,62937.03064,57091.54099,33168.6688,0,0,0,20531.27946,0,0,3058.49173,333.101,5817.92925,0,0,0,0,0,102.89775,814.4599,4900.5716,0,27.5604,,31767.78774,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",84904.07250000001,0,0,38441.70196,0,0,0,38441.70196,46462.37054,41294.20754,0,0,0,0,0,0,0,0,41294.20754,5168.163,0,0,0,0,0,0,5168.163,0,0,0,,0,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",-5637.8180999999995,0,0,1487.19926,-1182.6852,0,0,2669.88446,-7125.01736,-9077.3781,-429.2068,0,0,-7528.70834,0,0,0,-788.13658,-331.32638,1425.01396,0,0,0,-9622.40135,0,0,-39.39689,11086.8122,0,527.34678,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",2656426.25208,0,0,1273329.81498,1151766.73056,0,0,121563.08442,1344229.47369,1173810.62019,850245.36862,10.0618,3935.03057,4446.52423,21583.40755,925.01694,0,63687.2783,228977.93218,33053.3433,3878.49345,0,2122.39728,5739.39245,3908.70091,1409.11563,15194.7073,800.53628,974.41837,136391.09183,,34539.07696,1500.91885,2826.9676
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",297252.3723,0,0,3213.05231,2679.42813,0,0,533.62418,294039.31999,283681.64004,283325.89059,0,0,0,0,0,0,355.74945,0,10357.67995,10357.67995,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",692665.91325,0,0,47985.13751,3498.63156,0,0,44486.50595,642767.37462,609938.70775,14.04,279.938,9.14599,593.82877,45525.71547,0,0,563302.88396,213.15556,32686.18215,0,0,4.2358,1723.07994,0,1361.68364,29467.28327,129.8995,0,142.48472,,11.23827,496.73881,1405.42404
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",332236.32674000005,177976.47839,18354.90843,135904.93992,128822.0454,0,0,7082.89452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",5109.77947,0,0,4219.15633,112.67185,0,0,4106.48448,883.41258,676.84984,57.9,0,0,5.62448,21.03269,0,0,447.60018,144.69249,206.56274,184.19,0,1.2,0,0,0,21.17274,0,0,0,,7.21056,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",109489.57824000002,0,0,50920.6858,11090.77882,0,0,39829.90698,58036.36786,57456.75206,6470.8177,0,0,0,43323.58597,0,0,561.10557,7101.24282,389.2033,9.51,0,0,2.5,0,3.45,373.7433,0,0,190.4125,,524.96258,7.562,0
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",31.49364,0,0,-0.2975,-0.2975,0,0,0,31.773,31.773,31.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.01814,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",-788286.0956199999,0,0,-571457.65308,-475967.84902,0,0,-95489.80406,-216828.44254,-197089.25876,-33097.97035,0,0,0,0,0,0,-32814.37916,-131176.90925,-16315.66328,0,0,0,0,-13738.12922,0,-2577.53406,0,0,-3423.5205,,0,0,0
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",32713309.387560003,32454170.25639,0,259139.13117,249286.24469,0,0,9852.88648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",894790.39247,0,0,756881.93095,756881.93095,0,0,0,137908.46152,96965.95271,0,0,0,0,0,0,0,0,96965.95271,14495.80856,0,0,0,0,0,0,14495.80856,0,0,26446.70025,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",1593068.91502,1545228.33555,0,47840.57947,21.10418,0,0,47819.47529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",15355.91941,0,0,15355.91941,0,0,0,15355.91941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",455551.19675,0,0,81827.51755,22980.55,0,0,58846.96755,373723.6792,1.4,0,0,0,0,0,0,0,0,1.4,373722.2792,0,0,0,0,0,0,0,373722.2792,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",697758.27744,637920.42759,42637.29416,17200.55569,16302.24981,0,0,898.30588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",1383405.38141,1359184.82179,0,24220.55962,19842.9897,0,0,4377.56992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",946603.3140499999,524521.17735,0,422082.1367,209811.92723,0,0,212270.20947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",302231.94385,0,0,161229.29439,161229.29439,0,0,0,141002.64946,50749.15766,43037.89821,0,0,0,87.71051,0,0,7448.80089,174.74805,90129.89748,0,0,0,0,0,0,90040.89748,89,0,123.59432,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",187909.96458,0,0,17597.06354,298.00065,0,0,17299.06289,170312.90104,12669.7952,1339.98921,0,0,0,6273.24016,0,0,4405.52405,651.04178,143023.79296,34.24962,0,0,0,0,5.2,140838.45884,2145.8845,0,14619.31288,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",5820.41385,0,0,9.558,9.558,0,0,0,5810.85585,2900.33454,0,0,0,0,0,0,0,2900.33454,0,2910.52131,0,0,0,0,0,142.5,2768.02131,0,0,0,,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",10431.88,0,0,0,0,0,0,0,10431.88,0,0,0,0,0,0,0,0,0,0,1371.7198,0,0,0,0,0,0,350.14,1021.5798,0,9060.1602,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",630173.32432,300914.09585,422.66613,328836.56234,328832.93554,0,0,3.6268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",2006774.31361,2004985.6307,0,1788.68291,1788.68291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",9251.66823,8976.13529,0,275.53294,275.53294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",357551.37533,35447.04945,0,322104.32588,14934.20631,0,0,307170.11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",545.54657,0,0,425.66685,314.7374,314.7374,0,110.92945,119.87972,48.89194,0,0,0,0,4.77494,0,0,-57,101.117,30.95,0,0,0,0,0,0,-6.745,37.695,0,40.03778,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",38.793,0,0,38.793,0,0,0,38.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",170930.82975,156852.18692,0,14078.64283,14070.84283,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
