"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",57300.78138,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,41866.72927,3760.73939,0,0,38105.98988,15434.05211,13443.79633,3268.13128,0,-1153.98347,0,348.77228,0,0,6310.06927,4670.80697,1990.25578,0.3,0,-548.76096,0,0,141.04525,1554.58149,843.09,0,0,,0,0,0,
0212,"Акционерное общество Страховая компания ""Турикум""",27146.56121,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,27146.56121,16413.89406,0,0,0,0,11790.05796,0,0,4623.8361,0,6396.7412,0,0,0,0,0,3092.2784,3304.4628,0,530.03344,3805.89251,,0,0,0,
0290,"Акционерное общество ""Зетта Страхование""",82571.86561000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15747.21708,14752.42435,51.64462,0,994.79273,66433.0346,52719.79503,0,7.19838,0,0,20508.32232,0,0,28916.40492,3287.86941,10006.31859,0,0,0,0,0,2788.26606,7218.05253,0,1180.64269,2526.27829,,0,234.5825,157.03143,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",10571.705730000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8333.48292,0,0,0,8333.48292,2238.22281,0,0,0,0,0,0,0,0,0,0,16.04,0,0,0,0,0,0,0,16.04,0,2222.18281,,0,0,0,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",644378.20681,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,103649.45101,70893.39498,0,0,32756.05603,481718.57126,438872.03986,210165.72047,753.7903,3.8,669.32391,11072.0926,20122.11549,20117.19159,182988.58359,13096.6135,24494.69225,271.92741,0,129.3988,1129.57784,26.84,145.9295,22320.89342,470.12528,0,18351.83915,,59010.18454,0,0,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",160720.14367999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,100964.46353,100964.46353,0,0,0,59755.68015,44460.39324,0,0,0,5689.63716,1911.38255,0,0,10549.12743,26310.2461,13419.0419,0,0,0,6712.15276,0,1578.1331,5128.75604,0,0,1876.24501,,0,0,0,
0448,"Страховое Акционерное Общество ""Геополис""",427.485,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,427.485,0,0,0,427.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
0518,"Акционерное общество Страховая компания ""БАСК""",11081.30524,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,998.37438,449.20547,0,0,549.16891,2159.69833,2151.98253,1792.0618,0,0,0,0,0,0,12.4433,347.47743,7.7158,0,0,0,0,0,0,7.7158,0,0,0,,7917.93653,5.296,0,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",52214.68741,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22539.5158,21376.83287,0,0,1162.68293,16734.5519,16218.97019,2608.88247,0,0,0,81.99228,96.69168,0,1580.9164,11850.48736,124.58171,7.3656,0,0,0,0,0,117.21611,0,0,391,,12940.61971,0,0,
0621,"Страховое акционерное общество ""ВСК""",18126124.78303,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4527070.83427,3491430.62086,0,0,1035640.21341,13213739.99044,10722498.06268,4514630.90959,6208.30243,32511.45589,78646.23731,543043.11479,23777.86428,19997.03914,793780.44655,4729899.73184,280975.8014,69496.85802,0,812.36616,64278.98617,15139.17391,2330.52422,128579.20492,338.688,9800.44081,2200465.68555,,376773.15857,4115.94613,4424.85362,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",559597.15094,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,80781.68827,50052.8957,0,0,30728.79257,389247.22268,375620.55095,264677.7121,527.73507,0,377.08818,79120.90344,0,0,13469.94558,17447.16658,5277.56655,563.436,0,0,0,0,63.2805,1289.35005,3361.5,0,8349.10518,,86960.28527,893.75125,1714.20347,
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",741429.97335,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,714876.50416,701538.98708,0,0,13337.51708,26553.46919,19353.70258,0,0,0,0,0,0,0,4177.0034,15176.69918,4024.02473,0,0,0,0,0,982.82266,3041.20207,0,0,3175.74188,,0,0,0,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",1763810.7119399998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,328965.71953,270912.80756,0,0,58052.91197,1433089.28975,1369115.30552,57593.41825,185.54931,1065.27706,1207.86873,993296.36759,0,0,179358.66673,136408.15785,33650.80908,583.01491,0,103.7028,2163.54503,1033.20781,1667.9769,27644.06663,455.295,63.21566,30259.95949,,1101.80368,309.49576,344.40322,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",13465287.816219999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2313827.91218,1647333.50086,663.1295,0,666494.41132,10178720.72482,8517600.62842,5744506.68964,5626.58552,21035.74001,113280.8947,526229.70657,10575.38265,9429.88867,900759.74028,1195585.88905,579328.74477,104040.62119,0,8208.05383,94935.35524,13548.1241,93111.64665,264389.57032,1095.37344,2208.99197,1079582.35966,,948196.4117,13727.43132,10815.3362,
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",565613.4924199999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,88053.38939,50954.14996,0,0,37099.23943,477434.57544,392498.05015,221279.51337,211.2795,0,0,14133.08031,2088.54966,0,61674.36513,93111.26218,72244.22377,18528.28239,0,0,0,2001.02535,760.14814,47873.38739,3081.3805,188.87417,12503.42735,,125.52759,0,0,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",612599.2666,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,395942.56125,259332.00363,0,0,136610.55762,216656.70535,157216.92889,72051.07539,0,9352.12775,2,22775.21289,0,0,23327.44176,29709.0711,43021.31377,289.35887,0,7030.40508,0,0,34167.00502,0,1534.5448,0,16418.46269,,0,0,0,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",58142755.16701,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,49593851.34362,48711885.22245,0,0,881966.12117,8244121.49061,5610104.1382,1816861.56019,30728.97287,117743.20314,8289.76674,51062.91528,2883.21556,1877.8179,401683.33082,3180851.1736,1939918.66139,19971.66539,0,34879.75868,1204.34345,15226.0184,10381.52734,1855139.20827,3116.13986,30103.30359,663995.38743,,291284.74128,3640.31113,9857.28037,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",17706475.22016,-252.71067,-252.71067,0,0,0,0,0,0,-252.71067,,-252.71067,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6303584.58293,4566691.66131,124.27993,0,1736892.92162,8996043.83531,8132936.15822,5690549.81792,3671.23605,0,0,236026.00911,3634.15342,715.26812,696782.49624,1502272.44548,362016.54786,113928.39408,0,56.50553,141.97546,27797.62167,9496.35168,185819.00195,24776.69749,19575.62589,481515.50334,,2389425.82571,14164.52358,3509.1633,
1216,"Акционерное общество Страховая компания ""Чулпан""",30671.098459999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2316.71369,1730.4067,0,0,586.30699,24158.05881,23579.03182,11915.32216,0,0,35.625,2393.55,88.55555,0,3453.69832,5692.28079,570.59069,23.487,0,0,52.11442,0.642,0,494.34727,0,0,8.4363,,11.34554,198.55891,3986.42151,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",7384467.908549999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1803262.57102,1352669.96683,0,0,450592.60419,5291705.27078,3547029.97099,2784899.35291,552.53825,0,12786.33232,12173.42887,0,0,30984.75551,705633.56313,59465.87571,26365.20621,0,0,51.97031,0,4594.93558,28453.76361,0,0,1685209.42408,,284662.74604,1712.17294,3125.14777,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",3749254.4187000003,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,326360.8393,220843.7829,78.72696,0,105517.0564,3369448.22431,2960389.32426,2179318.35144,1499.15634,5672.11708,29737.29334,215451.82563,88907.32696,85449.44842,233419.18363,206384.06984,146091.86392,44241.61088,0,749.99358,21286.66496,3775.03619,376.34427,74298.82304,1363.391,60730.72044,202236.31569,,50280.64,1101.60974,2063.10535,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",122431.72654999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,53430.77332,1080.04867,0,0,52350.72465,69000.95323,68388.93105,38727.05019,0,0,0,29139.35388,0,0,445.04535,77.48163,98.84438,34.04688,0,0,0,0,0,64.7975,0,0,513.1778,,0,0,0,
1412,"Акционерное общество ""Д2 Страхование""",603362.1879799999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,462463.9863,448774.00322,0,0,13689.98308,140898.20168,87332.72414,66715.98726,0,0,0,91.83383,0,0,204.32225,20320.5808,4504.60634,0,0,0,0,0,0,4443.17384,61.4325,0,49060.8712,,0,0,0,
1427,"Акционерное общество ""Московская акционерная страховая компания""",3917819.08752,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1522249.55441,1512473.9187,0,0,9775.63571,2079699.28857,679921.7104,617856.1524,15160.18259,173.956,299.82548,2638.96614,0,0,3682.99405,40109.63374,20407.60288,11593.65232,0,85.56045,220.01764,2.4,159.9051,1959.02772,6387.03965,0,1379369.97529,,313756.92879,388.63493,1724.68082,
1580,Общество с ограниченной ответственностью «РБ Страхование»,375165.86749000003,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,51485.60914,48222.61842,0,0,3262.99072,323680.25835,270449.85336,0,0,0,0,0,0,0,0,270449.85336,5038.19997,0,0,0,0,0,0,5038.19997,0,0,48192.20502,,0,0,0,
1587,"Акционерное общество ""Страховое общество ""Талисман""",1760.1892199999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,192.02121,192.02121,0,0,0,1530.82352,1530.82352,583.39873,0,0,0,0,0,0,678.75351,268.67128,0,0,0,0,0,0,0,0,0,0,0,,37.34449,0,0,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",12911.88913,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8704.47244,8694.47244,0,0,10,4207.41669,3147.52188,0,0,0,0,0,0,0,0,3147.52188,0,0,0,0,0,0,0,0,0,0,1059.89481,,0,0,0,
1675,"Акционерное общество ""Совкомбанк страхование""",1696684.1551899998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,321623.66796,231918.12315,0,0,89705.54481,1374913.58441,1312838.25003,1208999.14979,231.01838,0,11.7,33139.43725,0,0,38141.27663,32315.66798,21585.75462,9399.04973,0,0,0,441.36792,1195.50191,8456.44896,2093.3861,607.7551,39881.82466,,0,78.69425,68.20857,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",3359912.97617,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,741157.58336,612364.45568,1410.24056,136.4412,128793.12768,2495096.68653,2361104.11819,1249685.4337,1096.68006,0,2452.7235,533135.102,25153.38807,21704.11253,297556.02334,252024.76752,94081.67682,11777.94398,57.6,25.935,3207.96659,2698.10688,3669.4646,70452.49897,2192.1608,4084.8927,35825.99882,,114092.28476,4981.5691,4584.85242,
1858,"Акционерное общество Страховая компания ""Армеец""",48539.209520000004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8056.5067,2530.64375,0,0,5525.86295,5913.70769,4868.38302,2984.1531,0,0,0,0.43122,0,0,197.83308,1685.96562,1041.30353,0,0,0,0,0,0,1041.30353,0,0,4.02114,,34568.99513,0,0,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",236772.41085,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,70136.60283,11115.72717,0,0,59020.87566,53735.46901,33893.71671,27255.24544,0,0,0,4726.94206,0,0,686.9569,1224.57231,19827.7523,19683.12175,0,0,0,0,35.2,109.43055,0,0,14,,112900.33901,0,0,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",77455.09592,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7927.07699,4926.50854,0,0,3000.56845,69528.01893,62403.24642,51427.56137,79.488,0,96.06695,1149.63122,0,0,3140.09522,6510.40366,5109.61265,201.006,0,0,19.4375,0,3892.61837,890.95078,105.6,0,2015.15986,,0,0,0,
2239,"Акционерное общество ""АльфаСтрахование""",23971494.39993,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5261788.51151,4081499.18055,6552.94076,0,1180289.33096,17735177.29445,14651073.03082,6568592.58742,9912.51327,46547.35953,145577.9794,294659.54112,207609.17149,205127.13966,1023803.44885,6354370.42974,769383.54519,126632.99526,0,9934.77423,80150.70444,13384.17063,30485.60059,503744.60855,5050.69149,66114.40248,2248606.31596,,957301.92379,10587.13885,6639.53133,
2346,"Акционерное общество ""Объединенная страховая компания""",301594.65986,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,87130.2962,36574.37355,0,0,50555.92265,208882.63958,180136.28915,141419.93506,12.375,112.5,2123.73702,2678.86084,0,0,22378.18398,11410.69725,11144.63387,417.51775,0,116.72071,812.26679,4.2,1530.59802,8253.80862,9.52198,0,17601.71656,,5581.72408,0,0,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",1808072.7525199999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,492321.16759,420791.63574,3554.2875,0,71529.53185,1304119.7347,1113311.83943,229334.26952,157.24654,0,43929.22144,314647.44673,22429.28626,22261.58446,325477.16293,177337.20601,153557.16005,1149.20676,0,0,41473.01243,0,64198.3462,46736.59466,0,4662.62084,32588.11438,,5416.01118,263.02697,5952.81208,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",836875.57154,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,497307.68135,468666.98113,0,0,28640.70022,286539.26875,156642.74016,67175.39083,0,0,261.6168,1827.43597,104.1829,0,36881.14631,50392.96735,125019.68285,120615.36766,0,0,28.02,0,194.17211,4165.69468,16.4284,0,4876.84574,,53028.62144,0,0,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",812427.06492,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,306933.29323,306933.29323,0,0,0,494971.72726,68054.09383,68054.09383,0,0,0,0,0,0,0,0,736.81937,736.81937,0,0,0,0,0,0,0,0,426180.81406,,10522.04443,0,0,
2708,Акционерное общество «Баланс Страхование»,1721.75078,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,185.25,185.25,0,0,0,1536.50078,1433.52588,0,0,0,190.21481,1243.31107,0,0,0,0,102.9749,0,0,0,102.9749,0,0,0,0,0,0,,0,0,0,
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",6609.00898,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6471.39711,5.1491,0,0,6466.24801,137.61187,1.28325,0,0,0,0,0,0,0,0,1.28325,3.52669,0,0,0,0,0,0,3.52669,0,0,132.80193,,0,0,0,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",236579.36680000002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,135738.84804,34509.55432,0,0,101229.29372,100840.51876,100802.70626,22060.8308,0,0,0,41957.20051,0,0,36650.01324,134.66171,37.8125,0,0,0,0,0,2.1875,35.625,0,0,0,,0,0,0,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1090704.3599800002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,406638.78116,404148.30616,0,0,2490.475,684065.57882,425810.49633,35509.63051,666.94617,0,0,130.83617,273378.6239,237874.24967,55965.00875,60159.45083,36977.37147,128.1,0,0,0,0,106.055,36743.21647,0,11902.85587,209374.85515,,0,0,0,
3064,"Акционерное общество ""Боровицкое страховое общество""",211894.88419999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,77630.14326,48015.85853,0,0,29614.28473,94330.37503,85133.53868,52319.56204,0,0,0,19277.46399,0,0,13110.14872,426.36393,9172.12635,0,0,0,0,0,922.61147,3180.02393,5069.49095,0,24.71,,39934.36591,0,0,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",123648.60828,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,82848.93037,0,0,0,82848.93037,40799.67791,40503.90791,0,0,0,0,0,0,0,0,40503.90791,295.77,0,0,0,0,0,0,0,295.77,0,0,,0,0,0,
