"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",32985.50352,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1569.08122,1569.08122,0,,0,31416.4223,31312.0398,11365.50622,0,-2939.64426,0,756.68033,0,0,17638.37641,4491.1211,104.3825,0,0,0,0,-570.57236,0,0,65,609.95486,0,0,0,,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",141134.53555,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,141134.53555,102464.6424,0,0,0,0,32144.63387,0,0,70320.00853,0,16467.19063,0,0,0,0,0,0,0,4866.77192,11600.41871,0,16495.11528,5707.58724,,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",589053.69255,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1184.8,1184.8,0,,0,587868.89255,587868.89255,0,0,0,0,2504.09823,0,0,585364.79432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",467308.15550999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,4239.34354,4229.86026,0,,9.48328,458203.82927,109954.81767,0,486.842,0,0,73819.23793,0,0,34988.87302,659.86472,19514.16827,0,0,0,0,-5951.84916,0,-105.28024,3933.85207,21637.4456,0,55467.49513,273267.3482,,0,3236.74393,1628.23877
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",83552.07307,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,42,42,0,,0,42803.43006,42782.43006,74.60409,543.18742,0,780.10041,4817.32959,1858.93431,1858.93431,34699.77949,8.49475,21,0,0,0,0,0,0,0,0,21,0,0,0,,40706.64301,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",91054.85965,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1996.7416,1996.7416,0,,0,89058.11805,48327.83869,0,0,0,29178.07273,4613.01139,0,0,14536.75457,0,40730.27936,0,0,0,0,0,40730.27936,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",88245.64752,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,35625.74272,31909.78532,2028.31472,0,0,0,3525.66156,0,0,26000.50341,355.30563,3649.28767,0,0,0,0,0,0,0,0,3649.28767,0,0,66.66973,,41433.82096,11186.08384,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",66825.65799,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,3194.00179,3194.00179,0,,0,26016.27346,25946.73582,12051.2031,0,0,25.87173,1385.02006,0,0,5685.12587,6799.51506,69.53764,0,0,0,0,0,0,0,0,69.53764,0,0,0,,37615.38274,0,0
0621,"Страховое акционерное общество ""ВСК""",10117669.634709999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,63193.12757,62189.06998,0,,1004.05759,5339577.10762,4305022.14995,21921.43228,1321.8788,325327.08022,377871.69954,408988.31345,254398.67051,218421.5362,2903535.50465,11657.5705,593248.16832,3913.07934,2885.54324,1027.5361,39634.65024,415.1284,136331.29792,40438.50541,27300.91086,345214.59615,0,198196.20083,243110.58852,,4386987.34879,216975.22018,110936.83055
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",102977.55212000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,58.41695,58.41695,0,,0,19636.10122,19623.15188,1407.48301,0,0,0,14663.87,0,0,3489.8882,61.91067,12.94934,0,0,0,0,0,0,0,0,12.94934,0,0,0,,56251.59003,6089.89419,20941.54973
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",20293.91815,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,14600.91789,14600.91789,0,,0,5693.00026,4841.06386,0,0,0,0,490.508,0,0,4350.55586,0,851.93638,0,0,0,0,0,0,0,0,851.93638,0,0,2e-05,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",193611.53232,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,598.47237,598.47237,0,,0,174881.97887,160706.25951,9485.8028,7.84,113.42466,1718.72,57673.32613,0,0,79921.66659,11785.47933,13595.28148,0,0,0,0,0,338.31219,0,49.5,13207.46929,0,95.83332,484.60456,,13924.47768,2315.37555,1891.22785
0928,"Страховое публичное акционерное общество ""Ингосстрах""",18253415.609460004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,23.66814,706.56115,0,,-682.89301,8862491.29685,5626356.00226,105335.81187,0,259320.818,321057.98326,445926.16628,11591.37273,11591.37273,4483123.85012,0,2659795.95541,324.24989,0,0,0,810409.51657,867257.35867,0,0,981804.83028,0,0,576339.33918,,8768040.9324,294221.25653,328638.45554
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",313092.36212,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,4654.80849,4820.74062,0,,-165.93213,104941.91209,83050.42611,8926.9417,219.90985,0,0,13189.20012,2108.44153,0,48553.01659,10052.91632,14474.98092,3384.70417,185.118,3199.58617,0,0,0,2065.93165,85,8120.10336,819.24174,0,7416.50506,,168489.08276,19778.18646,15228.37232
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",92275.1363,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,11849.30902,11849.30902,0,,0,80425.82728,57080.25864,1198.19427,0,27413.66773,0,2472.16711,0,0,21342.78317,4653.44636,19903.84454,0,0,0,0,18677.42192,0,0,135.48919,1090.93343,0,0,3441.7241,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",37454646.813049994,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,138862.71403,127581.28115,611.415,,11281.43288,36126573.76119,29925515.4066,3586577.96645,9571.83617,2254092.49429,1281280.45453,114876.18897,-104.43476,0,22678781.02587,439.87508,2762205.13671,6233.1083,0,0,0,532773.51528,116243.98075,461290.27271,284419.6936,1361186.37739,58.18868,3402854.74992,35998.46796,,941196.33276,149206.96258,98807.04249
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",3296882.5537900003,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,52853.47086,31354.67582,0,,21498.79504,961323.13641,781302.96364,40141.71837,132.57278,0,0,113688.61284,7379.74918,1759.47912,619915.23068,45.07979,129065.26158,6941.46154,0,6941.46154,0,0,0,38778.55359,55849.19218,22289.32043,5206.73384,49634.62905,1320.28214,,2134789.74934,111271.98801,36644.20917
1216,"Акционерное общество Страховая компания ""Чулпан""",34357.41265,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,10948.3579,10883.3579,8622.74182,0,0,0,91.25,0,0,1395.25929,774.10679,65,0,0,0,0,0,0,0,0,0,65,0,0,,7882.33029,6656.22905,8870.49541
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1869898.02678,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,136144.9566,108141.20122,0,,28003.75538,621587.91616,494874.18283,74429.64198,0,0,10641.04452,30236.09003,0,0,321197.58592,58369.82038,46819.98726,174.33568,174.33568,0,0,0,0,0,13447.33586,33198.31572,0,0,79893.74607,,1045976.22281,25107.54973,41081.38148
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2379975.14461,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,13600.19563,13600.19563,0,,0,952721.90844,712653.61348,-14930.93487,24387.61621,19809.38069,29641.87822,69773.74386,47881.96896,47664.6,534706.35725,1383.60316,59529.51317,3716.92404,-526.14502,4243.06906,0,1359.96764,23616.98745,18054.37288,2945.31684,9784.79322,51.1511,187608.17638,-7069.39459,,1328125.99962,29995.61073,55531.43019
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",51838.6216,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,51838.6216,51838.6216,0,0,0,0,51358.20584,0,0,480.41576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",1428.05653,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,29.463,29.463,0,,0,1398.59353,1398.59353,0,0,0,0,232.66197,0,0,1165.93156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",1125122.1410400001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,4776.02127,4776.02127,0,,0,81877.82746,67582.50859,0,38190.8522,0,0,43.73966,0,0,27491.71177,1856.20496,9025.67649,0,0,0,0,0,0,9025.67649,0,0,0,0,5269.64238,,1004562.77148,6905.64066,26999.88017
1587,"Акционерное общество ""Страховое общество ""Талисман""",1928.03569,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,1893.33205,1874.85869,1138.52954,0,77.36066,0,0,0,0,479.91313,179.05536,18.47336,0,0,0,0,11.15779,0,0,7.31557,0,0,0,0,,34.70364,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",7242.179999999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,5686.66548,4429.53548,0,,1257.13,1555.51452,1092.87015,0,0,0,0,0,0,0,0,1092.87015,0,0,0,0,0,0,0,0,0,0,0,0,462.64437,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",689471.3880899999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,10119.82058,5622.48535,0,,4497.33523,212488.71381,197571.13931,10015.28384,38.11053,417.012,293.66445,16037.70488,0,0,147951.86721,22817.4964,14703.89844,84,84,0,0,0,14.01159,213.92197,673.33749,13686.56371,32.06368,242.55034,-28.87428,,461218.93291,1918.35538,3725.56541
1820,"Акционерное общество ""ГУТА-Страхование""",32228.81973,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,133.75747,133.75747,0,,0,32095.06226,32095.06226,2357.11817,0,0,162.75854,8372.54081,0,0,21202.64474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1102927.1065200001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,34899.97854,34899.97854,0,,0,447237.603,428098.50143,72568.25138,0,2142.868,0,36858.97137,9230.34397,8082.4913,283208.49846,24089.56825,17056.48638,3786.1993,3786.1993,0,0,0,0,5957.76154,0,7312.52554,0,645.76171,1436.85348,,510228.01836,57275.77738,53285.72924
1858,"Акционерное общество Страховая компания ""Армеец""",25063.14342,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,121.16667,121.16667,0,,0,672.05077,648.84327,0,0,0,0,0,0,0,428.6235,220.21977,23.2075,0,0,0,0,0,0,0,0,23.2075,0,0,0,,24269.92598,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",91389.99782,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,2007.98923,2007.98923,0,,0,19126.56889,14136.79195,3037.59815,0,0,0,7882.3954,0,0,3216.7984,0,4820.71354,3948.11354,236.2866,3711.82694,0,0,0,0,137.5,735.1,0,0,169.0634,,70255.4397,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",12762.68996,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,483.00024,483.00024,0,,0,12279.68972,11686.62077,7248.49204,0,0,0,1147.68173,0,0,2350.65707,939.78993,391.28483,0,0,0,0,0,0,0,188.78904,202.49579,0,0,201.78412,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",16481411.29171,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,182080.1667,181892.50453,0,,187.66217,10601378.98138,8104728.32272,31020.01571,3567.36159,754032.75813,410107.79301,245330.15114,586869.92932,346472.82202,6039236.82352,34563.4903,1837313.31846,28855.77527,0,28855.77527,0,632881.936,230419.20093,41354.26411,76963.13019,826476.54507,362.46689,650849.82529,8487.51491,,5426903.92756,164707.94982,106340.26625
2346,"Акционерное общество ""Объединенная страховая компания""",175924.58686,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,1317.37155,529.76998,0,,787.60157,13164.21044,11329.66001,2523.13798,0,0,2762.79899,347.9,0,0,5643.78094,52.0421,1834.55043,1518.83867,0,0,0,0,150.03,0,165.68176,0,0,0,0,,161443.00487,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",621803.01733,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,30072.01592,30072.01592,0,,0,359964.32206,288388.90197,15848.82972,0,0,47192.3983,15310.79856,9207.64132,9081.08885,193021.7054,7807.52867,66462.59704,90.06345,90.06345,0,0,0,25229.53591,0,24576.57641,16566.42127,0,5112.82305,0,,195504.0978,4315.65431,31946.92724
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",677578.6365100001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,228.837,228.837,0,,0,58228.76772,58038.67494,3943.59621,0,0,305.01,2977.58123,0,0,48204.03647,2608.45103,190.09278,0,0,0,0,0,0,0,0,190.09278,0,0,0,,619121.03179,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",26398.04734,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,24.1425,24.1425,0,,0,878.19148,753.62728,753.62728,0,0,0,0,0,0,0,0,124.5642,124.5642,124.5642,0,0,0,0,0,0,0,0,0,0,,25495.71336,0,0
2708,Акционерное общество «Баланс Страхование»,36662.41223,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,234,234,0,,0,36428.41223,32723.5111,0,0,443.98612,0,597.04824,0,0,31682.47674,0,3614.65513,0,0,0,0,3.47344,3581.18169,0,30,0,0,0,90.246,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",310.92099,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,310.92099,0,0,,310.92099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",43659.49645,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,282.79832,282.79832,0,,0,43376.69813,43376.69813,0,0,0,0,14254.01938,0,0,29111.69085,10.9879,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",306017.63668,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,465.64985,465.64985,0,,0,305551.98683,248055.82849,0,0,245253.62232,0,2366.11911,0,0,436.08706,0,57496.15834,0,0,0,0,57284.40834,0,0,0,211.75,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1745791.06715,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,15929.34461,15929.34461,0,,0,1729686.29661,1725357.32732,210706.93437,3635.36636,0,1856.6834,10380.96177,1438404.33787,147027.81924,60337.91313,35.13042,3084.05954,0,0,0,0,0,0,0,202.7055,2881.35404,0,565.50247,679.40728,,0,175.42593,0
3064,"Акционерное общество ""Боровицкое страховое общество""",121674.85740000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,1730.94852,1730.94852,57.75,0,0,0,1006.01045,0,0,644.63807,22.55,0,0,0,0,0,0,0,0,0,0,0,0,0,,119943.90888,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",707.06037,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,3.17853,3.17853,0,,0,703.88184,686.89698,0,0,0,0,0,0,0,686.89698,0,16.98486,0,0,0,0,0,0,0,0,0,16.98486,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",2782831.9475800004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,3153.30233,3153.30233,0,,0,1085790.99908,985893.28312,3429.30824,0,169524.6122,26861.31522,334306.5366,0,0,449750.24523,2021.26563,94030.41752,334.68965,0,334.68965,0,13732.84696,9721.2283,9279.27255,50,60912.38006,0,0,5867.29844,,1625648.0622,31363.56646,36876.01751
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",325.71763,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,325.71763,325.71763,325.71763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",164884.29066,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,3887.02,3887.02,0,,0,151317.98269,141580.53705,273.33758,0,0,0,8482.25905,0,0,127898.87074,4926.06968,9737.44564,0,0,0,0,0,65.61991,0,200.35,9471.47573,0,0,0,,0,3272.87822,6406.40975
