"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0518,"Акционерное общество Страховая компания ""БАСК""",153364.48695,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2012.22814,2012.22814,172.25814,0,0,0,0,0,0,39.97,1800,0,0,0,,0,0,0,0,0,0,0,0,0,,151232.53657,119.72224,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",15934.810399999998,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,626.802,626.802,,,0,1607.282,1607.282,1432.83549,0,0,0,0,0,0,174.44651,0,0,0,0,,0,0,0,0,0,0,0,0,0,,13700.7264,0,0
0621,"Страховое акционерное общество ""ВСК""",3389003.94687,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,6504,6504,,,0,660625.26515,570297.43567,0,0,165516.50158,31018.59168,209183.60469,87195.48662,52472.84662,77383.2511,0,64408.47722,0,0,,0,0,0,0,0,64408.47722,0,25919.35226,0,,2669959.58119,20157.9796,31757.12093
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",53351.0974,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,50624.02635,0,2727.07105
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",27657.755340000003,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,6934.64991,6934.64991,0,0,0,2656.96516,4277.68475,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,20506.62004,0,216.48539
0928,"Страховое публичное акционерное общество ""Ингосстрах""",7683951.314269999,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0.00067,0,,,0.00067,1643217.60285,957436.85142,4812.42579,0,19746.456,45338.96043,75919.2208,0,0,811619.7884,0,387987.7987,0,0,,0,367619.3875,9134.39659,0,0,11234.01461,0,0,297792.95273,,5914740.21612,26840.44822,99153.04641
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",41213.084969999996,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,4839.21178,4839.21178,,,0,36373.87319,36373.87319,10946.75077,0,25427.12242,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",6586354.56261,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,63008.12293,50139.64341,,,12868.47952,4749520.62133,3360891.79707,2413290.68992,9568.29742,372511.54567,38412.82104,238.38828,352.44545,0,525046.94534,1470.66395,60074.29064,0,0,,0,5714.52102,0,0,0,54359.76962,0,1327390.46182,1164.0718,,1630334.2644,81290.52412,62201.02983
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",2124313.8614700004,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,15864.33997,5618.52219,,,10245.81778,780635.49983,736326.35428,6335.8311,0,0,0,3911.0794,0,0,344837.82564,381241.61814,44245.51063,51.34042,51.34042,,0,0,0,0,0,990.41339,43203.75682,0,63.63492,,1315800.02835,3187.59316,8826.40016
1216,"Акционерное общество Страховая компания ""Чулпан""",13994.7438,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2585.51881,2585.51881,2521.35601,0,0,0,0,0,0,0,64.1628,0,0,0,,0,0,0,0,0,0,0,0,0,,7375.61931,0,4033.60568
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1097021.86889,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,37116.37676,22151.44632,,,14964.93044,62554.07896,62554.07896,3915.43478,0,0,0,0,0,0,53323.66307,5314.98111,0,0,0,,0,0,0,0,0,0,0,0,0,,984193.62922,0,13157.78395
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",1238141.17606,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1261.12745,1261.12745,,,0,76159.15343,16793.97567,0,0,0,0,0,0,0,16793.97567,0,69.03924,0,0,,69.03924,0,0,0,0,0,0,59296.13852,0,,1141732.40155,154.55908,18833.93455
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",15071.76064,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,15071.76064,15071.76064,0,0,0,0,15071.76064,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",5336.5437,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,5336.5437,5336.5437,5336.5437,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",585483.3343999999,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,10680.88972,10680.88972,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,566418.45704,0,8383.98764
1587,"Акционерное общество ""Страховое общество ""Талисман""",606.3473,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,606.3473,606.3473,606.3473,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",1266.88254,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,45.59338,0,,,45.59338,1221.28916,1221.28916,0,0,0,0,0,0,0,0,1221.28916,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",280085.32443,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,3078.68164,2139.34184,,,939.3398,23250.6156,23250.6156,730.9263,0,0,0,0,0,0,22519.6893,0,0,0,0,,0,0,0,0,0,0,0,0,0,,249970.75292,0,3785.27427
1820,"Акционерное общество ""ГУТА-Страхование""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1012758.5430200001,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,9.8,9.8,,,0,639945.56544,639945.56544,31956.14332,0,0,0,0,0,0,602174.07487,5815.34725,0,0,0,,0,0,0,0,0,0,0,0,0,,360326.18426,0,12476.99332
1858,"Акционерное общество Страховая компания ""Армеец""",27085.13395,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,27085.13395,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",36893.0534,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,3275.48774,3275.48774,1829.21216,0,0,0,1446.27558,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,33617.56566,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",12240.6795,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1505.4846,1505.4846,,,0,10735.1949,10735.1949,5277.97429,0,0,0,0,0,0,0,5457.22061,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",8171600.93195,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,73993.75292,73993.75292,,,0,3436457.46468,2606673.93836,18059.9699,0,388594.09728,61252.1116,829181.84353,122861.6657,122861.6657,1186056.78942,667.46093,52901.26509,0,0,,0,12329.81908,33085.31852,0,0,7486.12749,0,715185.56405,61696.69718,,4617688.00536,3759.16185,39702.54714
2346,"Акционерное общество ""Объединенная страховая компания""",116323.53203999999,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,7611.29551,2712.59156,0,0,0,0,0,0,0,2712.59156,0,4898.70395,4898.70395,0,,0,0,0,0,0,0,0,0,0,,108712.23653,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",210915.62597,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,3400.61268,3400.61268,,,0,8516.30508,8516.30508,6286,0,0,2040.55508,0,189.75,189.75,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,197304.54028,0,1694.16793
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",302259.68605,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,8047.23803,7866.02839,549.58588,0,0,0,0,0,0,7081.46572,234.97679,181.20964,0,0,,0,0,0,0,0,181.20964,0,0,0,,294212.44802,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",27140.594380000002,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,213.50932,213.50932,213.50932,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,26927.08506,0,0
2708,Акционерное общество «Баланс Страхование»,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1253847.4695199998,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,55793.91024,55793.91024,,,0,1198053.55928,1109265.14551,15134.23976,0,0,0,0,1089891.97425,765220.97839,4238.9315,0,55.92673,0,0,,0,0,0,0,0,55.92673,0,88732.48704,0,,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",993848.6830800001,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,100966.85987,100966.85987,0,0,0,91626.285,9340.57487,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,887002.48215,1492.02595,4387.31511
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",41046.63216,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,37752.67682,37752.67682,0,0,0,0,0,0,0,37746.39082,6.286,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,3293.95534
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",98767.29367999999,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,14160.29757,14160.29757,,,0,79827.33986,73533.62445,4516.41605,0,0,0,69017.2084,0,0,0,0,6293.71541,0,0,,0,0,0,0,0,6293.71541,0,0,0,,4779.65625,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",28132.88664,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,22873.94766,22873.94766,0,0,0,11128.16245,4544.84919,0,0,7200.93602,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,1938.16419,3320.77479
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",2119.2997,2006.7997,2006.7997,2006.7997,426.2997,1580.5,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,112.5,112.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",-40.058,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,-40.058,0,,,-40.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",1294.04924,965.18394,30.83115,0,0,0,0,0,,30.83115,0,0,30.83115,0,0,934.35279,0,0,,0,,,934.35279,0,,934.35279,0,0,,,,328.8653,328.8653,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",127746.71259,127746.71259,109724.63511,109724.63511,0,109724.63511,0,0,,0,0,0,0,0,0,18022.07748,529.78694,0,,529.78694,,,17492.29054,0,,17492.29054,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,844.6021,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,844.6021,844.6021,0,0,0,0,0,0,0,813.83172,30.77038,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",86062.85804,10970.24089,10970.24089,10970.24089,0,10970.24089,0,0,,0,0,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,75092.61715,66435.77185,,,8656.8453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
