Сведения о количестве действовавших на конец отчетного периода договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
90,1867,  КОМЕСТРА-ТОМЬ,Томск,81999,0,0,0,0,0,81999,41606,16076,0,0,25530,40393,38103,33495,0,0,0,1,0,0,291,4316,2290,198,198,0,0,0,0,0,20,2072,0,0,0,0,0,0,0,0,0,0,0
91,3993,  КОМПАНИЯ БАНКОВСКОГО СТРАХОВАН,Москва,72270,0,0,0,0,0,72270,29,0,0,0,29,72241,6972,0,0,0,0,0,0,0,0,6972,6300,0,0,0,0,0,0,0,0,6300,0,0,58969,0,0,0,0,0,0,0,0
92,3059,  КОМПАНИЯ ПРОМЫШЛЕННО-ТОРГОВОГО,Новокузнецк,5229,0,0,0,0,0,5229,5229,0,0,0,5229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,201,0,0,0,0,0,201,0,0,0,0,0,201,201,42,0,0,0,0,0,0,121,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4296,  КООП-РЕСУРС,Вологда,87,0,0,0,0,0,87,0,0,0,0,0,87,87,12,0,0,0,0,0,0,58,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,238,0,0,0,0,0,238,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0
96,4189,  КРЕДЕНДО-ИНГОССТРАХ КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,125,3,0,0,0,0,125,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0
97,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,29392,4,52,52,0,0,29340,29340,29340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4246,  КРИСТАЛЛ,Москва,655,0,0,0,0,0,655,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0
99,3781,  КРК-СТРАХОВАНИЕ,Москва,12951,0,0,0,0,0,12951,3791,1690,0,0,2101,9160,8097,6783,0,0,4,2,0,0,307,1001,1027,496,496,0,0,2,0,0,123,406,0,0,36,0,0,0,0,0,0,0,0
100,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,2290,0,0,0,0,0,2290,874,270,0,0,604,1416,1119,119,0,0,7,1,3,0,358,631,191,0,0,0,0,2,61,4,0,124,0,106,0,0,0,0,0,0,0,0,0
102,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,18313,0,0,0,0,0,18313,12336,11971,0,0,365,5977,4689,1972,0,0,64,1,0,0,487,2165,1224,40,40,0,0,0,0,0,0,741,443,64,0,0,0,0,0,0,0,0,0
103,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,348,  ЛЕКСГАРАНТ,Москва,19650,0,0,0,0,0,19650,322,56,0,0,266,19328,465,236,0,23,0,6,0,0,49,151,125,15,15,0,0,22,0,0,0,45,43,0,18738,0,0,0,0,0,0,0,0
105,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,592655,202,0,0,0,0,434257,308597,65806,0,0,242791,125660,110623,29458,3,0,18,489,0,0,1888,78767,14663,6957,6957,0,0,0,20,14,61,7187,424,78,296,0,0,0,158398,157990,284,124,0
106,1427,  МАКС,Москва,1960977,0,0,0,0,0,774131,582828,534708,0,0,48120,191303,153473,68064,6,0,16,18,12,0,3049,82308,21973,14318,14318,0,0,21,70,83,265,6923,293,112,15745,0,0,0,1186846,1180516,1748,4582,0
107,4013,  МАКС-ЖИЗНЬ,Москва,4020,0,4020,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2877,  МЕГАРУСС-Д,Москва,41838,0,0,0,0,0,35102,12109,11371,0,0,738,22993,22905,20222,0,6,1,26,0,0,177,2473,78,12,12,0,0,24,1,0,14,27,0,0,10,0,0,0,6736,6736,0,0,0
111,660,  МЕДИКА-ВОСТОК,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,484,  МЕДСТРАХ,Москва,521,0,0,0,0,0,521,521,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,141,  МЕДЭКСПРЕСС,Санкт-Петербург,17660,3,0,0,0,0,10221,9087,900,0,0,8187,1134,918,537,0,0,0,4,0,0,78,299,216,90,90,0,0,0,0,0,0,126,0,0,0,0,0,0,7439,7439,0,0,0
115,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,57058,267,0,0,0,0,57058,57034,57027,0,0,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
116,3256,  МЕТЛАЙФ,Москва,1021981,0,215932,213895,162330,2037,806049,806049,492830,0,0,313219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4349,  МОВС,Санкт-Петербург,72,0,0,0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0
118,3128,  МСК АЙАЙСИ,Москва,867,859,0,0,0,0,867,859,0,0,0,859,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
119,2326,  МСК УРАЛСИБ,Климовск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1447,  НАДЕЖДА,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2182,  НАДЕЖДА,Красноярск,1304175,0,0,0,0,0,845777,618119,414483,0,0,203636,227658,142896,124067,0,0,6,0,0,0,755,18068,8765,2064,2064,0,0,0,10,2,10,6633,46,0,75997,0,0,0,458398,458398,0,0,0
122,4192,  НАРОДНЫЕ КАССЫ,Москва,23735,0,0,0,0,0,23735,0,0,0,0,0,23735,81,0,0,0,0,0,0,0,13,68,44,0,0,0,0,0,0,0,0,0,44,0,23610,0,0,0,0,0,0,0,0
123,3116,  НАСКО ТАТАРСТАН,Казань,1266623,0,0,0,0,0,809663,480248,441326,0,0,38922,329415,227284,5298,8,2,25,12,6998,0,4162,210779,47347,66,66,0,0,35,110,38,1187,45571,340,25,54759,0,0,0,456960,453777,2208,975,0
124,3493,  НАЦИОНАЛЬНЫЕ СТРАХОВЫЕ ТРАДИЦИИ,Москва,10,0,0,0,0,0,10,8,8,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3847,  НЕЗАВИСИМАЯ СТРАХОВАЯ ГРУППА,Москва,1639,57,0,0,0,0,1202,394,71,0,0,323,808,646,258,0,24,1,220,0,0,65,78,162,67,67,0,0,32,0,0,0,63,0,0,0,0,0,0,437,0,437,0,0
126,2917,  НИК,Ульяновск,1628,0,0,0,0,0,1628,120,107,0,0,13,1508,246,117,0,7,0,1,0,0,17,104,139,40,40,0,0,14,0,0,0,85,0,0,1123,0,0,0,0,0,0,0,0
127,401,  НИК-ЛАЙФ,Ульяновск,34,0,32,29,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4301,  НКО НОВС,Камышин,8117,0,0,0,0,0,8117,0,0,0,0,0,8117,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,8104,0,0,0,0,0,0,0,0
129,4323,  НКО ОВСС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,4354,  НКО ПОВС ВЗАИМОПОМОЩЬ,Москва,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
131,1961,  НОВЫЙ УРЕНГОЙ,Новый Уренгой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3295,  НСГ-РОСЭНЕРГО,Горно-Алтайск,2352062,0,0,0,0,0,1038544,675992,669949,0,0,6043,362552,359907,350644,0,0,0,1,2,0,148,9112,2645,0,0,0,0,0,0,0,5,2640,0,0,0,0,0,0,1313518,1313518,0,0,0
133,3010,  ОБЛАСТНАЯ МЕД.СТРАХ. КОМПАНИЯ,Калининград обл.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2346,  ОБЪЕДИНЕННАЯ СТРАХОВАЯ КОМПАНИЯ,Самара,318827,0,0,0,0,0,88017,40543,26410,0,0,14133,47474,39924,17961,0,4,83,186,0,0,3759,17931,7543,1340,1340,0,0,11,9,3,260,5892,28,0,7,0,0,0,230810,230149,559,102,0
135,4314,  ОВС ЗАСТРОЙЩИКОВ,Москва,58455,0,0,0,0,0,58455,0,0,0,0,0,58455,0,0,0,0,0,0,0,0,0,0,58455,0,0,0,0,0,0,0,0,0,58455,0,0,0,0,0,0,0,0,0,0
136,4348,  ОВС МЕД,Тюмень,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
137,4293,  ОЙЛЕР ГЕРМЕС РУ,Москва,142,0,0,0,0,0,142,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0
138,3099,  ОПОРА,Рязань,95520,0,0,0,0,0,2467,0,0,0,0,0,2467,2265,2257,0,0,0,0,8,8,0,0,202,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93053,91403,489,1161,0
139,326,  ОРБИТА,Москва,1451,0,0,0,0,0,1451,23,17,0,0,6,1428,130,18,0,0,0,0,0,0,90,22,1247,0,0,0,0,0,0,0,1153,51,43,33,18,0,0,0,0,0,0,0,0
140,4008,  ОСЖ РЕСО-ГАРАНТИЯ,Москва,9463,42,5080,5080,0,0,4383,4383,4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,173,  ПАНАЦЕЯ,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,915,  ПАРИ,Москва,295530,0,0,0,0,0,258983,86487,46761,0,0,39726,172496,146580,4037,9,2,16,82583,0,0,8171,51762,13800,4460,4460,0,0,10,70,19,861,7524,856,28,12088,0,0,0,36547,34826,1515,206,0
143,3268,  ПАРИТЕТ-СК,Москва,40636,4487,0,0,0,0,6532,5288,867,0,0,4421,1244,675,391,0,1,0,0,0,0,137,146,549,154,154,0,0,5,0,2,9,379,0,0,20,0,0,0,34104,33903,190,11,0
144,2284,  ПЛАТО,Москва,322,0,0,0,0,0,322,245,244,0,0,1,77,50,3,0,0,0,12,0,0,18,17,27,2,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
145,3568,  ПОВОЛЖСКИЙ СТРАХОВОЙ АЛЬЯНС,Сызрань,520047,0,0,0,0,0,200227,176708,176660,0,0,48,23519,16259,2888,0,0,0,6,0,0,184,13181,7251,258,258,0,0,0,0,0,58,6935,0,0,9,0,0,0,319820,319820,0,0,0
146,3390,  ПОЛИС-ГАРАНТ,Москва,35544,0,0,0,0,0,13641,3709,1669,0,0,2040,9932,5362,3269,0,0,0,9,0,0,132,1952,2675,2520,2520,0,0,0,0,0,11,144,0,0,1895,0,0,0,21903,21903,0,0,0
147,3609,  ППФ СТРАХОВАНИЕ ЖИЗНИ,Москва,176196,0,128515,110096,0,18419,47681,47681,47527,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,3889,  ПРЕСТИЖ-ПОЛИС,Москва,6,0,0,0,0,0,6,0,0,0,0,0,6,5,1,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3438,  ПРОМИНСТРАХ,Москва,399971,14521,0,0,0,0,361364,55009,34110,0,0,20899,306355,13054,185,0,3,6,29,0,0,1775,11056,292988,70,70,0,0,25,5,37,147,542,292162,221,92,0,0,0,38607,38039,240,328,0
150,2682,  ПРОФСОДРУЖЕСТВО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,4179,  РАЙФФАЙЗЕН ЛАЙФ,Москва,110718,635,68405,68405,42701,0,42313,42313,30559,0,0,11754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3621,  РЕГИОНАЛЬНЫЙ СТРАХОВОЙ ЦЕНТР,Москва,369,0,0,0,0,0,369,63,63,0,0,0,306,22,0,0,0,0,0,0,0,22,0,284,0,0,0,0,0,0,0,0,161,123,0,0,0,0,0,0,0,0,0,0
153,2733,  РЕЗЕРВ,Хабаровск,506264,0,0,0,0,0,506264,487294,487294,0,0,0,18970,1380,0,0,0,0,0,0,0,0,1380,1380,0,0,0,0,0,0,0,0,1380,0,0,16210,0,0,0,0,0,0,0,0
154,3972,  РЕНЕССАНС ЖИЗНЬ,Москва,3949051,1296,1825740,1825740,1583012,0,2123311,2123311,2079259,0,0,44052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1209,  РЕСО-ГАРАНТИЯ,Москва,9180502,152751,6058,2371,0,3687,3908494,1195620,750195,13,0,445425,2712874,1901753,487553,185,0,4,1790,22,0,28619,1383580,540358,351529,329559,21970,0,0,4,106,329,188355,35,2138,268625,0,0,0,5265950,5240765,22422,2763,0
156,879,  РЕСО-МЕД,Павловский Посад,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,13,  РЕСО-ШАНС,Москва,75,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0
158,3492,  РЕСПЕКТ,Рязань,219310,0,0,0,0,0,219310,92,1,0,0,91,219218,336,0,0,0,0,0,0,0,336,0,218882,0,0,0,0,0,0,0,0,3,218879,0,0,0,0,0,0,0,0,0,0
159,473,  РИКС,Москва,29079,0,0,0,0,0,29079,677,247,0,0,430,28402,10325,0,0,0,0,79,1,1,4,10241,584,0,0,0,0,0,0,0,0,583,1,0,17493,0,0,0,0,0,0,0,0
160,4351,  РНПК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,  РОСГОССТРАХ,Люберцы,14203642,1045217,0,0,0,0,8555203,1721268,1082378,0,0,638890,6833935,5559072,492807,1429,75,481,3167,37312,49,29219,4994582,1263646,44995,28878,16117,0,57,835,169,254,1216267,1069,302,10915,0,0,0,5648439,5603662,39036,5741,0
162,3984,  РОСГОССТРАХ-ЖИЗНЬ,Москва,2623414,730,1285924,1283399,0,2525,1337490,1337490,1337490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3676,  РОСГОССТРАХ-МЕДИЦИНА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,3535,  РОСИНКОР РЕЗЕРВ,Дмитров,6523,0,0,0,0,0,6523,318,318,0,0,0,6205,4107,3216,0,0,5,358,0,0,454,74,1994,66,66,0,0,6,0,0,1724,179,19,0,104,0,0,0,0,0,0,0,0
165,2191,  РОСМЕДСТРАХ - К,Курск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2947,  РСХБ-СТРАХОВАНИЕ,Москва,741118,0,0,0,0,0,741056,206479,206366,0,0,113,534577,268198,2463,13,0,5,4,2123,148,19398,244192,218389,137,137,0,0,0,0,0,3,218244,5,23,47967,0,0,0,62,0,62,0,0
167,1999,  РУССКАЯ КОРОНА,Рязань,6474,0,0,0,0,0,6474,6160,514,0,0,5646,314,271,0,0,0,0,36,0,0,3,232,43,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
168,3748,  РУССКИЙ СТАНДАРТ СТРАХОВАНИЕ,Москва,481344,0,157836,157836,0,0,323508,323508,273755,0,0,49753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,235,  РУССКОЕ ПЕРЕСТРАХОВОЧНОЕ ОБ-ВО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,4202,  САКЛАУ,Казань,29,0,0,0,0,0,29,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
171,2873,  САХАМЕДСТРАХ,Якутск,1326,878,0,0,0,0,1326,1326,0,0,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,4331,  СБЕРБАНК СТРАХОВАНИЕ,Москва,9131009,0,0,0,0,0,9131009,354101,23353,0,0,330748,8776908,7320143,0,0,0,0,13,41,0,32985,7287104,934597,0,0,0,0,0,0,0,0,934596,1,19456,502712,0,0,0,0,0,0,0,0
173,3692,  СБЕРБАНК СТРАХОВАНИЕ ЖИЗНИ,Москва,1547124,0,1130912,1130912,701209,0,416212,416212,415896,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,924,  СЕЛЕКТА,Москва,9150,46,0,0,0,0,9150,7042,230,0,0,6812,2108,1639,426,0,3,94,527,0,0,174,415,469,0,0,0,0,0,56,0,161,39,213,0,0,0,0,0,0,0,0,0,0
175,632,  СЕРВИСРЕЗЕРВ,Ковров,467875,0,0,0,0,0,146162,104334,104328,0,0,6,41828,37056,25465,0,0,0,0,0,0,259,11332,4772,0,0,0,0,0,0,14,2,4756,0,0,0,0,0,0,321713,321713,0,0,0
176,2353,  СИБИРСКИЙ ДОМ СТРАХОВАНИЯ,Кемерово,231550,0,0,0,0,0,99569,92003,78538,0,0,13465,7566,3257,276,0,0,0,0,0,0,91,2890,4287,2719,2719,0,0,0,0,2,0,1511,55,1,21,0,0,0,131981,131482,208,291,0
177,3467,  СИБИРСКИЙ СПАС,Новокузнецк,262482,1233,0,0,0,0,115252,54094,28725,0,0,25369,61158,59559,57177,0,0,0,0,0,0,20,2362,1599,0,0,0,0,0,0,0,6,1593,0,0,0,0,0,0,147230,147230,0,0,0
178,3270,  СИБИРСКИЙ СПАС-МЕД,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,4105,  СИВ ЛАЙФ,Москва,28414,0,21253,21253,7891,0,7161,7161,6649,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2444,  СИМАЗ-МЕД,Новосибирск,6121,0,0,0,0,0,6121,6121,0,0,0,6121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,3803,  СК ДОМИНАНТА,Москва,1532,0,0,0,0,0,1532,2,2,0,0,0,1530,548,0,0,0,0,0,0,0,548,0,971,0,0,0,0,0,0,0,33,938,0,0,11,0,0,0,0,0,0,0,0
182,3225,  СК ЕВРОПЛАН,Москва,22096,0,0,0,0,0,22096,0,0,0,0,0,22096,11048,11048,0,0,0,0,0,0,0,0,11048,11048,11048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,3825,  СК СОГАЗ-ЖИЗНЬ,Москва,56033,19,31598,31235,542,363,24435,24435,24414,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,4174,  СКОР П.О.,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3941,  СМП-СТРАХОВАНИЕ,Москва,42473,216,0,0,0,0,42473,36762,20174,0,0,16588,5711,4936,1031,0,0,3,48,0,0,1004,2850,547,294,294,0,0,0,2,0,1,250,0,0,228,0,0,0,0,0,0,0,0
186,3834,  СО ПОМОЩЬ,Санкт-Петербург,92583,77,0,0,0,0,92583,49370,153,62,0,49217,43213,1673,132,0,0,3,182,0,0,804,552,6509,548,548,0,0,0,4,0,81,5413,463,17,35014,0,0,0,0,0,0,0,0
187,1208,  СОГАЗ,Москва,8280800,0,0,0,0,0,5807208,4761721,4372579,0,0,389142,1045487,720615,95389,659,332,564,1942,314,13,47323,574092,171229,20665,20665,0,0,534,447,517,6928,141946,192,563,153080,4,4,0,2473588,2421323,46346,5919,0
188,3230,  СОГАЗ-МЕД,Москва,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1307,  СОГЛАСИЕ,Москва,2419992,51993,0,0,0,0,1035004,490128,332987,0,0,157141,544876,360636,203033,154,21,295,953,498,173,32972,122710,174060,72366,45323,27043,15,135,352,65,33,100661,433,220,9960,0,0,0,1384988,1373487,6474,5027,0
190,3511,  СОГЛАСИЕ-ВИТА,Москва,160597,9,138606,138606,0,0,21991,21991,21991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1580,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ,Москва,451403,0,0,0,0,0,451403,19509,19508,0,0,1,431894,118187,998,0,0,0,0,0,0,0,117189,10134,0,0,0,0,0,0,0,0,10134,0,0,303573,0,0,0,0,0,0,0,0
192,4079,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ ЖИЗНИ,Москва,595322,0,267840,267840,261963,0,327482,327482,327482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,3528,  СПАСЕНИЕ,Казань,3627,0,0,0,0,0,3627,3627,0,0,0,3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,3300,  СПАССКИЕ ВОРОТА,Салехард,58511,1513,0,0,0,0,52292,10259,3974,0,0,6285,42033,41464,202,0,1,9,38459,0,0,177,2616,569,124,124,0,0,1,20,1,56,367,0,0,0,0,0,0,6219,6118,100,1,0
195,2354,  СПАССКИЕ ВОРОТА-М,Москва,3596,0,0,0,0,0,3596,3596,0,0,0,3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,3983,  СТЕРХ,Якутск,393871,0,0,0,0,0,116287,101822,101717,0,0,105,14465,10537,626,0,60,51,3,33,24,1922,7842,3544,59,50,0,0,25,16,0,208,3228,8,67,317,0,0,0,277584,276386,751,447,0
197,3229,  СТРАХОВАЯ БИЗНЕС ГРУППА,Воронеж,39384,44,0,0,0,0,16811,15506,15174,0,0,332,1305,573,37,1,9,0,7,0,0,202,317,654,0,0,0,0,12,1,0,276,288,77,0,78,0,0,0,22573,21321,615,637,0
