"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0191,"Акционерное общество ""Тинькофф Страхование""",1437386.97614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1437386.97614,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",20707.87222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,17,17,0,,0,20690.87222,20690.87222,5702.46473,0,0,0,0,0,0,9930.84465,5057.56284,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",82870.51143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,82870.51143,73385.43727,0,0,0,0,65301.10189,0,0,8084.33538,0,9485.07416,0,0,0,0,0,0,0,4873.16664,4611.90752,0,0,0,,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",1445338.23351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,1445338.23351,1445338.23351,0,0,0,0,4.97526,0,0,1445333.25825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",180678.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,15998.66581,11073.46972,0,,4925.19609,154291.97125,18820.31663,9977.78359,0,0,1598.186,6961.25934,0,0,283.0877,0,72154.91854,0,0,0,0,49263.73312,0,0,0,22891.18542,0,199.77325,63116.96283,,0,0,10387.58934
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",56787.5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,6820.18427,6820.18427,5889.21707,0,0,0,0,0,0,930.9672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49967.35123,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",130933.8021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,130933.8021,79609.3801,0,0,0,79609.3801,0,0,0,0,0,51324.422,0,0,0,0,0,51324.422,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",177074.11905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,33589.71137,33589.71137,557.36727,0,0,0,0,0,0,33032.3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,143484.40768,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",25832.36823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,694.36874,694.36874,0,,0,5428.13073,5357.34445,4761.89445,0,0,0,0,0,0,0,595.45,70.78628,0,0,0,0,0,0,0,0,70.78628,0,0,0,,19709.86876,0,0
0621,"Страховое акционерное общество ""ВСК""",6865429.150030001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,3024,3024,0,,0,1602433.05344,913648.73272,0,0,555477.02361,28511.60925,194199.58343,16340.07165,16340.07165,119120.44478,0,15294.87995,6689.40812,0,6689.40812,0,1470.40982,0,6754.31391,0,380.7481,0,673489.44077,0,,5169601.42802,22938.17886,67432.48971
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",113909.66771000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,153.72168,153.72168,153.72168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,106322.9097,0,7433.03633
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",10054.57739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,10054.57739,10054.57739,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",607087.39844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,545027.36195,544980.73665,30386.75794,0,0,0,0,0,0,512995.85493,1598.12378,46.6253,0,0,0,0,0,46.6253,0,0,0,0,0,0,,49002.0077,0,13058.02879
0928,"Страховое публичное акционерное общество ""Ингосстрах""",12464867.62358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,265.14269,0,0,,265.14269,2988625.86079,2206395.43832,132787.22293,0,38617.85842,82393.5408,1294653.24896,0,0,657943.56721,0,204842.34207,892.93922,0,0,0,61878.10286,0,0,0,142071.29999,0,0,577388.0804,,9300700.25439,26983.38074,148292.98497
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",164586.43573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1669.05453,1514.05841,0,,154.99612,21707.75354,18792.07422,15743.89012,0,0,0,0,0,0,0,3048.1841,1811.1663,1527.7643,1527.7643,0,0,0,0,0,0,283.402,0,0,1104.51302,,135833.36129,315.64303,5060.62334
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",68478.94214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,9509.43237,9509.43237,0,,0,58969.50977,58969.50977,50241.89616,0,8727.61361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",13920923.12314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,91339.83346,61211.92173,0,,30127.91173,10261670.89167,9162991.62043,3852816.06329,13245.53066,1459218.12166,369862.29975,602.06124,247.33708,0,3466619.02101,381.18574,72314.93947,0,0,0,0,23337.72324,47.57144,0,0,48929.64479,0,1021754.51017,4609.8216,,3327679.96804,113495.3738,126737.05617
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",2262150.8657400003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,37596.24574,19951.32963,0,,17644.91611,660702.79203,256213.35712,6306.5723,0,0,0,-796.2427,0,0,250610.33292,92.6946,20495.61804,14319.2244,317.25906,14001.96534,0,0,0,0,0,310.62457,5865.76907,380811.59808,3182.21879,,1527180.41978,5698.30483,30973.10336
1216,"Акционерное общество Страховая компания ""Чулпан""",3799.27248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,3799.27248,3799.27248,3744.10132,0,0,0,0,0,0,55.17116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",2266360.70366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,164988.17655,121084.8301,0,,43903.34645,194314.11474,194181.17666,9920.07372,0,0,0,0,0,0,141280.94817,42980.15477,114.8214,114.8214,114.8214,0,0,0,0,0,0,0,0,0,18.11668,,1883753.81005,553.5978,22751.00452
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",1388328.60332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,11630.18,11630.18,0,,0,56537.76,23715.40345,13842.71245,0,0,0,0,0,0,9872.691,0,687.63496,46.20544,46.20544,0,641.42952,0,0,0,0,0,0,32134.72159,0,,1295983.39381,4601.94016,19575.32935
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",36566.84945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,36566.84945,36566.84945,0,0,0,0,36566.84945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",66.91835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,66.91835,0,0,0,0,0,0,0,0,0,0,66.91835,0,0,0,0,0,0,0,0,66.91835,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",1092783.98043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,85853.56805,85853.56805,0,0,0,0,0,0,0,85853.56805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,968449.93292,0,38480.47946
1587,"Акционерное общество ""Страховое общество ""Талисман""",2153.0261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,825.90742,825.90742,715.95394,0,0,0,0,0,0,109.95348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1327.11868,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",670696.87899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,7161.08283,7087.37803,0,,73.7048,22844.52259,22504.57858,7823.61358,0,0,0,0,0,0,14680.965,0,0,0,0,0,0,0,0,0,0,0,0,0,339.94401,,636455.46899,0,4235.80458
1820,"Акционерное общество ""ГУТА-Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1642966.8669699999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,6163.31339,6163.31339,0,,0,1146064.51856,1037971.34673,109653.38719,0,0,0,0,0,0,927139.59624,1178.3633,0,0,0,0,0,0,0,0,0,0,0,108093.17183,0,,461548.44333,1481.0835,27709.50819
1858,"Акционерное общество Страховая компания ""Армеец""",35173.76945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35173.76945,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",40668.94986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,2133.21449,1625.65469,1625.65469,0,0,0,0,0,0,0,0,507.5598,507.5598,0,507.5598,0,0,0,0,0,0,0,0,0,,38535.73537,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",17282.13898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,4241.65037,4241.65037,0,,0,13040.48861,13040.48861,12256.55311,0,0,0,0,0,0,0,783.9355,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",8464005.015290001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,291273.63387,291273.63387,0,,0,4025152.87996,2464457.41601,88177.76818,0,180877.29183,8596.30111,4825.74525,864110.22771,251267.33188,1317857.69667,12.38526,90391.18498,203.86163,203.86163,0,0,45344.71669,3615.73146,0,0,41226.8752,0,1155167.58239,315136.69658,,4072937.63925,16823.09424,57817.76797
2346,"Акционерное общество ""Объединенная страховая компания""",207808.04182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,5052.85859,0,0,,5052.85859,68140.52237,68140.52237,0,0,0,13804.04,0,0,0,54249.15405,87.32832,0,0,0,0,0,0,0,0,0,0,0,0,0,,134614.66086,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",549651.70827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,25690.73944,25690.73944,0,,0,195360.45057,195360.45057,2427.72888,0,0,45578.6643,28205.28594,0,0,119148.77145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,324472.17364,0,4128.34462
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",405178.72417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,1246.3996,1246.3996,256.66099,0,0,0,0,0,0,519.98737,469.75124,0,0,0,0,0,0,0,0,0,0,0,0,0,,403932.32457,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",61119.89114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,149.61876,144.99234,144.99234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62642,,60970.27238,0,0
2708,Акционерное общество «Баланс Страхование»,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",439841.20951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,439841.20951,438622.64093,0,0,438622.64093,0,0,0,0,0,0,1218.56858,0,0,0,0,1218.56858,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",2374852.99237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,119170.6562,119170.6562,0,,0,2255682.33617,2255378.14891,56791.86939,0,0,0,0,2087750.25594,904059.36116,110836.02358,0,304.18726,0,0,0,0,0,0,0,0,304.18726,0,0,0,,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",202098.72405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,39.66254,39.66254,0,0,0,0,26.32264,0,0,13.3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,202059.06151,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",2069593.7706300002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,68.38736,0,0,,68.38736,57304.81012,55610.25418,5207.98329,0,27331.57159,0,18818.29173,0,0,4252.40757,0,1694.55594,0,0,0,0,8.4,0,0,0,1686.15594,0,0,0,,1996639.72395,1954.722,13626.1272
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",26224.519800000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,12911.18384,12911.18384,20.7342,0,0,0,0,0,0,12890.44964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,13313.33596
3300,"Акционерное общество Страховая группа ""Спасские ворота""",80182.02365999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,1350.17819,1350.17819,0,,0,54025.61884,24181.24445,9997.45707,0,0,0,14140.70639,0,0,43.08099,0,29844.37439,0,0,0,0,0,0,0,0,29844.37439,0,0,0,,24395.89649,139.56894,270.7612
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",9521.10847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,9379.60133,9379.60133,0,0,0,9379.60133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,141.50714,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",16006.950630000001,15776.34042,15776.34042,14785.63834,1239.13593,13125.00241,421.5,0,0,990.70208,0,0,990.70208,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,230.61021,230.61021,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",-559.4592700000001,-546.32572,-546.32572,-546.32572,-334.34272,-211.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,-13.13355,0,0,,-13.13355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",2558.01891,1692.16502,17.23561,0,0,0,0,0,0,17.23561,0,0,17.23561,0,0,1674.92941,16.92861,0,0,16.92861,,,1658.0008,0,0,1658.0008,0,0,0,0,,865.85389,865.85389,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",266186.82569,266186.82569,192852.82893,192852.82893,0,192852.82893,0,0,0,0,0,0,0,0,0,73333.99676,53235.19771,53235.19771,0,0,,,20098.79905,0,0,20098.79905,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
