"Сведения о страховых премиях по договорам входящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0212,"Акционерное общество Страховая компания ""Турикум""",26391.39906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,26391.39906,716.16841,0,0,0,0,0,0,0,716.16841,0,14004.12101,0,0,0,0,0,0,0,0,14004.12101,0,175.36521,11495.74443,,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",1216248.16475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16981.51321,16981.51321,0,,0,1199266.65154,1193723.46224,30218.58695,0,0,1925.24785,21579.40298,7337.85874,0,1127679.72008,4982.64564,5543.1893,693.08456,693.08456,0,0,0,0,0,75.03252,4465.88022,309.192,0,0,,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",49608.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,3230.54351,229.33177,0,0,0,0,75,0,0,154.33177,0,2889.11174,0,0,0,0,0,0,0,30,2859.11174,0,0,112.1,,0,16623.65127,29753.90202
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",9554.09013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9554.09013,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",34173.99648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,34173.99648,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",37244.03025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37244.03025,0,0
0621,"Страховое акционерное общество ""ВСК""",7396104.652760001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2768.07548,2457.74011,0,,310.33537,3783281.86921,2889113.90574,15750.58198,0,317373.26301,54837.56632,113861.53363,1375.96954,0,2384238.61662,1676.37464,711416.60098,161.38671,161.38671,0,34346.82493,39747.40371,21076.32135,10110.26786,3076.89646,602897.49996,0,182543.82762,207.53487,,3342923.3858,153233.00715,113898.31512
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",5089.83919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5089.83919,0,0
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",1.9251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1.9251,1.9251,0,0,0,0,0,0,0,1.9251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",41576.06476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1167.60934,1167.60934,0,,0,33784.09832,33112.46473,3604.59433,0,148.22529,0,20110.77893,0,0,7438.61145,1810.25473,547.3787,23.82276,23.82276,0,0,0,0,0,311.39766,147.15828,65,5.10527,119.14962,,1627.61864,1356.07657,3640.66189
0928,"Страховое публичное акционерное общество ""Ингосстрах""",8038524.78695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65713.06175,29327.06797,-2445.66,,36385.99378,3091779.30664,2435617.18279,53617.80312,0,480088.44263,314259.99114,291991.0745,4094.96806,175.46376,1291564.90334,0,590997.79554,12847.63698,12847.63698,0,0,434018.55846,4193.36269,13604.38141,23945.31609,102388.53991,0,8166.45002,56997.87829,,4435176.29544,276427.06173,169429.06139
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",439024.18716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.99896,71.99896,0,,0,11219.93042,8879.00666,3242.25,0,0,0,1437.2208,0,0,4130.93592,68.59994,2326.11747,0,0,0,0,0,0,755.99258,30,1461.65299,78.4719,11.80629,3,,398362.96089,16473.7095,12895.58739
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",15.824489999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-168.38989,-168.38989,0,,0,184.21438,163.70152,0,0,252.90682,0,7.44049,0,0,1.67794,-98.32373,124.81676,0,0,0,0,124.81676,0,0,0,0,0,0,-104.3039,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",8269113.163559999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41292.35163,41292.35163,0,,0,6113629.30796,5614505.09244,1339.6555,1633.1808,143304.33883,761015.36604,229844.55506,158.09797,0,4477082.01347,127.88477,221518.66507,0,0,0,0,11017.91751,23335.85564,16785.71178,0,170379.18014,0,278664.09735,-1058.5469,,1849773.54121,115897.34894,148520.61382
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",6288052.572700001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3849.89277,3442.41606,0,,407.47671,107158.5042,83519.74532,1213.21709,689.9003,0,3289.3478,7271.65288,1266.88057,0,46909.48479,22879.26189,15584.45879,94.91488,94.91488,0,0,0,0,10758.90962,118.05002,4612.58427,0,7543.97348,510.32661,,5727695.78521,250514.81964,198833.57088
1216,"Акционерное общество Страховая компания ""Чулпан""",91837.73999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,359.17903,356.08803,181.05037,0,0,175.03766,0,0,0,0,0,3.091,0,0,0,0,0,3.091,0,0,0,0,0,0,,66935.87636,14493.12414,10049.56047
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1920463.3529700004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,139499.84156,91257.21379,0,0,0,0,0,0,0,91257.21379,0,2494.41825,0,0,0,0,0,0,0,0,2494.41825,0,0,45748.20952,,1598331.71662,104277.1303,78354.66449
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2844930.2574200006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093.73124,3093.73124,0,,0,1765343.86795,1663346.83414,2074.89697,1349.51098,432820.1782,48942.18164,66340.46662,24100.30741,23217.75681,1086792.69976,926.59256,42962.90761,0,0,0,0,16135.22704,253.90442,2741.96188,13343.9413,10165.80943,322.06354,33747.75469,25286.37151,,987789.20155,50610.11939,38093.33729
1427,"Акционерное общество ""Московская акционерная страховая компания""",1277894.22712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17652.15911,17652.15911,0,,0,305677.64359,303029.47115,230,39.88308,43489.73048,3113.68403,31632.91186,157.83845,0,224331.41549,34.00776,2648.17244,0,0,0,0,0,113.86217,1934.96117,118.0761,395.273,86,0,0,,884282.24526,39864.36597,30417.81319
1587,"Акционерное общество ""Страховое общество ""Талисман""",1918.06622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1918.06622,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",137724.70238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.91938,348.91938,0,,0,43761.06198,37598.20198,744.41676,0,0,0,7117.80395,0,0,28354.26535,1381.71592,4363.94076,17.705,0,0,0,0,0,3.28567,139.06987,4203.88022,0,2.28438,1796.63486,,58285.75618,20697.30658,14631.65826
1820,"Акционерное общество ""ГУТА-Страхование""",16562.96361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,16562.96361,16562.96361,0,0,0,0,0,0,0,16562.96361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",857568.05936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1318.8863,1318.8863,0,,0,205698.84391,184981.97676,24698.05088,75.93077,1236.56936,2496.23369,31969.36368,2950.05942,0,118150.36213,3405.40683,11721.7264,10.8,10.8,0,0,0,187.0031,2553.59865,452.84958,8517.47507,0,8136.72601,858.41474,,612295.67184,22771.48675,15483.17056
1858,"Акционерное общество Страховая компания ""Армеец""",129009.31802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,129009.31802,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",5019.80536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5019.80536,0,0
2239,"Акционерное общество ""АльфаСтрахование""",6364414.4103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6025.89717,6025.89717,0,,0,1429141.8494,1161848.17057,0.56514,0,109008.20123,162145.76142,12015.413,0,0,878678.22978,0,196510.15363,0,0,0,0,19016.13839,6545.84162,13610.6589,0,156243.09443,1094.42029,70783.5252,0,,4602206.43019,190136.44474,136903.7888
2346,"Акционерное общество ""Объединенная страховая компания""",228277.34206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287.00128,3287.00128,0,,0,78570.62738,76804.87341,37842.14728,15.95323,1060.39455,20562.59596,7069.38835,0,0,8611.71412,1642.67992,1765.75397,594.29508,0,0,0,36.74949,217.36305,0,50.32787,867.01848,0,0,0,,146419.7134,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",144515.62156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.56372,44.56372,0,,0,75975.82258,40984.50403,17490.57016,13.6875,2585.4986,7015.38351,1862.73417,0,0,11931.75455,84.87554,34812.81855,0,0,0,0,0,9506.94095,0,84.5,25221.3776,0,0,178.5,,40399.40646,18457.71603,9638.11277
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",40312.94485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19360.7091,19360.7091,0,,0,14696.19317,13570.22371,1761.3785,0,127.08,2480.48807,4594.2821,0,0,4218.9678,388.02724,1123.41143,0,0,0,0,0,285.5014,0,0,837.91003,0,0,2.55803,,6256.04258,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",16008.94331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,16008.94331,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",55249.86357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11656.20745,194.394,0,,11461.81345,22145.15212,14235.86658,172.47033,42.18645,2716.14296,51.4536,9992.23533,7917.68942,7860.20004,-8022.50606,1366.19455,7216.369,0,0,0,0,3.23454,13.65,0,1.51952,7197.96494,0,342.66582,350.25072,,0,12377.51376,9070.99024
3064,"Акционерное общество ""Боровицкое страховое общество""",2052.15946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2052.15946,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",1733664.81074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.98491,882.98491,0,,0,168981.24296,125506.10591,7394.90197,24.70324,27294.60171,8041.15732,7262.87035,0,0,74625.25347,862.61785,29554.12697,25.2,25.2,0,4.82727,2790.08116,10422.06376,3242.93529,194.30163,12874.71786,0,13773.55288,147.4572,,1500003.46816,36685.4926,27111.62211
3229,"Акционерное общество ""Страховая бизнес группа""",13138.28624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,5712.05716,5658.22747,500.65709,0,0,20,4837.99961,0,0,299.57077,0,53.82969,0,0,0,0,0,0,0,0,53.82969,0,0,0,,735.96199,3972.33556,2717.93153
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",22850.39602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,587.63639,130.48242,0,0,0,27,9.25,0,0,79.01332,15.2191,457.15397,0,0,0,0,0,52.16276,0,0,404.99121,0,0,0,,19026.64963,1867.48556,1368.62444
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",183853.65175999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,61766.42236,40531.47986,0,0,-1024.96517,2.92736,0,0,0,41553.51767,0,7875.36464,0,0,0,0,0,0,69.76757,0,7805.59707,0,0,13359.57786,,0,74144.80096,47942.42844
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",33454.42031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,25511.75442,25511.75442,0,0,0,0,23153.35482,0,0,2358.3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7942.66589,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,21960.91605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,13030.05477,7235.76931,0,0,0,0,7329.97449,0,0,-94.20518,0,5204.69024,0,0,0,0,0,0,0,2970.75325,2233.93699,0,0,589.59522,,0,8930.86128,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",91931.11713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.60407,263.60407,0,,0,535.68952,412.35866,0,0,0,0,195.91092,0,0,161.75007,54.69767,123.33086,0,0,0,0,0,40.02,0,2.49,80.82086,0,0,0,,91131.82354,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",276848.57312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12338.86727,5012.69599,0,,7326.17128,264509.70585,239221.01972,126178.95548,0,0,0,35085.66991,-45.12207,0,78001.5164,0,24136.85121,903.27649,905.33236,0,0,0,0,0,0,19501.94216,3731.63256,0,1151.83492,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",766.16566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,766.16566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766.16566,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",2432539.5405900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.05639,436.05639,0,,0,1648762.45539,1187146.93172,0,555.45085,119118.68959,49135.31749,342098.78729,1638.14602,1638.14602,674595.89704,4.64344,287214.68429,0,0,0,0,52624.39475,0,4306.10942,-31772.60924,261882.48252,174.30684,63073.98734,111326.85204,,598854.4009,103063.70942,81422.91849
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",65569988.85786001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973625.48153,1733290.99745,0,,240334.48408,63134913.78232,51265385.48196,2317440.32244,73465.52483,3678442.218,4588796.90557,1871270.66265,2462126.64832,1895653.39112,36094414.84292,179428.35723,7154902.40281,18255.47712,0,0,0,2485563.01279,1637288.41437,0,1231109.51298,1743540.00808,39145.97747,158672.33318,4555953.56437,,461449.59401,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",291515.71368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,291515.71368,240758.9579,7059.76128,6178.53402,0,9765.81681,17216.4529,0,0,183872.10155,16666.29134,18257.88528,0,0,0,67.45464,0,1709.47085,0,0,14658.42709,1822.5327,26339.55389,6159.31661,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
