1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
97,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4296,  КООП-РЕСУРС,Вологда,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,20638,0,0,0,0,20638,0,0,0,0,0,20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20638,0,0,0,0,0,0,0,0,0
100,4189,  КРЕДЕНДО-ИНГОССТРАХ КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,698452,0,0,0,0,698452,0,0,0,0,0,698452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698452,0,0,0,0,0,0,0,0,0
101,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,3953,0,0,0,0,3953,3953,3953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4246,  КРИСТАЛЛ,Краснодар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,3781,  КРК-СТРАХОВАНИЕ,Москва,96939,0,0,0,0,96939,0,0,0,0,0,96939,96939,95889,0,0,0,0,0,0,782,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,1640,0,0,0,0,1640,0,0,0,0,0,1640,992,26,0,0,0,0,0,0,966,0,648,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0
106,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,9645,0,0,0,0,9645,0,0,0,0,0,9645,9645,9645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,348,  ЛЕКСГАРАНТ,Москва,5292,0,0,0,0,5292,0,0,0,0,0,5292,5292,1450,0,3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,33862,0,0,0,0,17998,0,0,0,0,0,17998,13141,13122,0,0,0,0,0,0,0,19,4857,0,0,0,0,0,0,0,12,4845,0,0,0,0,0,0,15864,0,0,15864,0
110,1427,  МАКС,Москва,187599,0,0,0,0,121164,437,437,0,0,0,120727,120727,0,0,0,0,0,0,0,120727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66435,0,0,66435,0
111,4013,  МАКС-ЖИЗНЬ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,2877,  МЕГАРУСС-Д,Москва,69165,0,0,0,0,69165,0,0,0,0,0,69165,69165,840,0,0,135,0,0,0,68190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,660,  МЕДИКА-ВОСТОК,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,484,  МЕДСТРАХ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,141,  МЕДЭКСПРЕСС,Санкт-Петербург,7882,0,0,0,0,7882,1002,1002,0,0,0,6880,6880,6497,0,0,0,0,0,0,366,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3256,  МЕТЛАЙФ,Москва,252351,48231,48231,0,0,204120,204120,77055,0,0,127065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,4349,  МОВС,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,3128,  МСК АЙАЙСИ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,413,  МСК СТРАЖ,Рязань,3318,0,0,0,0,3318,0,0,0,0,0,3318,3318,92,0,0,0,0,0,0,576,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,2326,  МСК УРАЛСИБ,Климовск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3624,  МСК-МЕДИЦИНА,Краснодар,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2182,  НАДЕЖДА,Красноярск,4442,0,0,0,0,4442,150,150,0,0,0,4292,4173,2505,0,0,0,0,0,0,19,1649,119,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0
127,1447,  НАДЕЖДА,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4192,  НАРОДНЫЕ КАССЫ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,3116,  НАСКО ТАТАРСТАН,Казань,161408,0,0,0,0,153927,41422,96,0,0,41326,112505,112505,79067,0,0,0,0,0,0,29489,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7481,0,0,7481,0
130,3493,  НАЦИОНАЛЬНЫЕ СТРАХОВЫЕ ТРАДИЦИИ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3847,  НЕЗАВИСИМАЯ СТРАХОВАЯ ГРУППА,Москва,7148,0,0,0,0,7148,0,0,0,0,0,7148,7134,341,0,0,0,2425,0,0,4368,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
132,2917,  НИК,Ульяновск,519071,0,0,0,0,519071,0,0,0,0,0,519071,507967,153,0,507814,0,0,0,0,0,0,11104,0,0,0,0,11104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,401,  НИК-ЛАЙФ,Ульяновск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,4323,  НКО ОВСС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,4354,  НКО ПОВС ВЗАИМОПОМОЩЬ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,1961,  НОВЫЙ УРЕНГОЙ,Новый Уренгой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,3295,  НСГ-РОСЭНЕРГО,Горно-Алтайск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3010,  ОБЛАСТНАЯ МЕД.СТРАХ. КОМПАНИЯ,Калининград обл.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,2346,  ОБЪЕДИНЕННАЯ СТРАХОВАЯ КОМПАНИЯ,Самара,5214,0,0,0,0,4629,0,0,0,0,0,4629,4629,2677,0,0,67,0,0,0,1856,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0,0,585,0
140,4314,  ОВС ЗАСТРОЙЩИКОВ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,4348,  ОВС МЕД,Тюмень,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,4301,  ОВС НОВС,Камышин,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,4293,  ОЙЛЕР ГЕРМЕС РУ,Москва,125049,0,0,0,0,125049,0,0,0,0,0,125049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125049,0,0,0,0,0,0,0,0,0
144,3099,  ОПОРА,Рязань,8408,0,0,0,0,5520,0,0,0,0,0,5520,5520,3010,0,0,0,0,2510,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2888,0,0,2888,0
145,326,  ОРБИТА,Москва,461,0,0,0,0,461,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0
146,4008,  ОСЖ РЕСО-ГАРАНТИЯ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,173,  ПАНАЦЕЯ,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,915,  ПАРИ,Москва,13172,0,0,0,0,13172,5825,5825,0,0,0,7347,7094,0,0,0,0,2306,0,0,4721,67,253,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3268,  ПАРИТЕТ-СК,Москва,20140,0,0,0,0,20140,3825,3825,0,0,0,16315,16315,4974,0,0,0,0,0,0,11341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2284,  ПЛАТО,Москва,140,0,0,0,0,140,0,0,0,0,0,140,140,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,3568,  ПОВОЛЖСКИЙ СТРАХОВОЙ АЛЬЯНС,Сызрань,160,0,0,0,0,160,0,0,0,0,0,160,160,98,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3390,  ПОЛИС-ГАРАНТ,Москва,5797,0,0,0,0,5797,0,0,0,0,0,5797,5797,975,0,0,0,0,0,0,4633,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3609,  ППФ СТРАХОВАНИЕ ЖИЗНИ,Москва,44156,23200,23200,0,0,20956,20956,20956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,3889,  ПРЕСТИЖ-ПОЛИС,Москва,57,0,0,0,0,57,0,0,0,0,0,57,57,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,3438,  ПРОМИНСТРАХ,Москва,6538,0,0,0,0,607,0,0,0,0,0,607,607,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5931,0,0,5931,0
156,2682,  ПРОФСОДРУЖЕСТВО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,4179,  РАЙФФАЙЗЕН ЛАЙФ,Москва,18619,9392,9392,5774,0,9227,9227,5767,0,0,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,72,  РЕГИОНАЛЬНАЯ СТРАХОВАЯ КОМПАНИЯ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3621,  РЕГИОНАЛЬНЫЙ СТРАХОВОЙ ЦЕНТР,Москва,208,0,0,0,0,208,0,0,0,0,0,208,208,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,2733,  РЕЗЕРВ,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,3972,  РЕНЕССАНС ЖИЗНЬ,Москва,91896,52936,52936,41032,0,38960,38960,13935,0,0,25025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,1209,  РЕСО-ГАРАНТИЯ,Москва,935652,0,0,0,0,924619,685722,53729,0,0,631993,238897,169228,66314,0,0,0,24947,0,0,77967,0,21081,17759,17759,0,0,0,0,0,1203,2105,14,48585,3,0,0,0,11033,0,0,11033,0
163,879,  РЕСО-МЕД,Павловский Посад,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,13,  РЕСО-ШАНС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,3492,  РЕСПЕКТ,Рязань,4712,0,0,0,0,4712,4712,4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,473,  РИКС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,4351,  РНПК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,  РОСГОССТРАХ,Люберцы,428125,0,0,0,0,410396,0,0,0,0,0,410396,392388,132470,0,4236,95257,0,0,0,160425,0,18008,0,0,0,0,0,0,0,15844,2164,0,0,0,0,0,0,17729,0,0,17729,0
169,3984,  РОСГОССТРАХ-ЖИЗНЬ,Москва,8545,4435,4435,0,0,4110,4110,4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,3676,  РОСГОССТРАХ-МЕДИЦИНА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,3535,  РОСИНКОР РЕЗЕРВ,Дмитров,8545,0,0,0,0,8545,0,0,0,0,0,8545,8545,8456,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2191,  РОСМЕДСТРАХ - К,Курск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,2947,  РСХБ-СТРАХОВАНИЕ,Москва,601830,0,0,0,0,601830,228575,228575,0,0,0,373255,373230,38692,0,0,0,0,154699,53423,169734,10105,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
174,1999,  РУССКАЯ КОРОНА,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3748,  РУССКИЙ СТАНДАРТ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,235,  РУССКОЕ ПЕРЕСТРАХОВОЧНОЕ ОБ-ВО,Москва,4895,0,0,0,0,4895,0,0,0,0,0,4895,4895,0,0,0,0,33,0,0,4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,4202,  САКЛАУ,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,2873,  САХАМЕДСТРАХ,Якутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,4331,  СБЕРБАНК СТРАХОВАНИЕ,Москва,79008,0,0,0,0,79008,63501,0,0,0,63501,15507,6369,0,0,0,0,0,0,0,6250,119,0,0,0,0,0,0,0,0,0,0,0,0,9138,0,0,0,0,0,0,0,0
180,3692,  СБЕРБАНК СТРАХОВАНИЕ ЖИЗНИ,Москва,24527,23695,23695,0,0,832,832,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,924,  СЕЛЕКТА,Москва,42671,0,0,0,0,42671,213,213,0,0,0,42458,42070,16919,0,4119,0,0,0,0,21032,0,388,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,632,  СЕРВИСРЕЗЕРВ,Ковров,987,0,0,0,0,987,33,33,0,0,0,954,954,954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,2353,  СИБИРСКИЙ ДОМ СТРАХОВАНИЯ,Кемерово,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580,0,0,580,0
184,3467,  СИБИРСКИЙ СПАС,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3270,  СИБИРСКИЙ СПАС-МЕД,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,4105,  СИВ ЛАЙФ,Москва,46593,45830,45830,7276,0,763,763,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,2444,  СИМАЗ-МЕД,Новосибирск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,3803,  СК ДОМИНАНТА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,3225,  СК ЕВРОПЛАН,Москва,1203,0,0,0,0,1203,0,0,0,0,0,1203,1203,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,3825,  СК СОГАЗ-ЖИЗНЬ,Москва,692,692,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,4174,  СКОР П.О.,Москва,161191,0,0,0,0,161191,2095,795,0,0,1300,159096,154291,69404,0,4014,6551,4030,4010,0,66282,0,4805,4366,72,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0
192,3941,  СМП-СТРАХОВАНИЕ,Москва,1059,0,0,0,0,1059,4,4,0,0,0,1055,1055,998,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,3834,  СО ПОМОЩЬ,Санкт-Петербург,24420,0,0,0,0,24420,0,0,0,0,0,24420,24277,5188,0,0,0,0,0,0,17187,1902,143,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0
194,1208,  СОГАЗ,Москва,2529785,0,0,0,0,2400060,15581,12198,0,0,3383,2384479,1993373,963,109972,575263,29161,10364,0,0,1267650,0,22561,0,0,0,0,22511,0,0,0,50,0,368442,103,0,0,0,129725,0,78,129647,0
195,3230,  СОГАЗ-МЕД,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1307,  СОГЛАСИЕ,Москва,3379203,0,0,0,0,3330013,0,0,0,0,0,3330013,3153766,3051137,0,0,0,0,2166,1475,70020,30443,166251,64272,0,64272,100053,0,0,0,0,1926,0,9996,0,0,0,0,49190,0,0,49190,0
197,3511,  СОГЛАСИЕ-ВИТА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1580,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ,Москва,13248,0,0,0,0,13248,2731,0,0,0,2731,10517,10411,10399,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0
199,4079,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ ЖИЗНИ,Москва,2521,2521,2521,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,3528,  СПАСЕНИЕ,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,3300,  СПАССКИЕ ВОРОТА,Салехард,11632,0,0,0,0,11510,426,426,0,0,0,11084,11084,1233,0,0,0,8956,0,0,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,122,0
202,2354,  СПАССКИЕ ВОРОТА-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,3983,  СТЕРХ,Якутск,6495,0,0,0,0,6495,0,0,0,0,0,6495,6495,3381,0,0,0,0,0,0,0,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,3229,  СТРАХОВАЯ БИЗНЕС ГРУППА,Воронеж,27266,0,0,0,0,575,0,0,0,0,0,575,575,518,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26691,0,0,26691,0
205,574,  СТРАХОВАЯ КОМПАНИЯ ЕКАТЕРИНБУРГ,Екатеринбург,1276,0,0,0,0,1276,0,0,0,0,0,1276,1276,438,0,0,0,0,0,0,0,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,4104,  СТРАХОВАЯ КОМПАНИЯ КАРДИФ,Москва,23541,0,0,0,0,23541,23541,23541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,3857,  СТРАХОВАЯ КОМПАНИЯ ТРУДОВОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,2359,  СТРАХОВАЯ КОМПАНИЯ УСПЕХ,Москва,429,0,0,0,0,429,0,0,0,0,0,429,429,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,3969,  СТРАХОВАЯ КОМПАНИЯ ЧАББ,Москва,20768471,0,0,0,0,20768471,29700,29700,3417,0,0,20738771,14197851,0,0,0,0,35974,0,0,14161720,157,38491,0,0,0,0,0,0,0,865,37626,0,6502429,0,0,0,0,0,0,0,0,0
210,3928,  СТРАХОВЫЕ ИНВЕСТИЦИИ,Уфа,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1149,  СТРИЖ,Ижевск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,3127,  СУРГУТНЕФТЕГАЗ,Сургут,43707,0,0,0,0,43648,1246,990,0,0,256,42402,42402,2770,0,16096,0,0,0,0,16547,6989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,59,0
