Сведения о количестве заявленных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
93,4279,  КООПЕРАТИВНОЕ ЕДИНСТВО,Новосибирск,36,0,0,0,0,0,36,0,0,0,0,0,36,36,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4296,  КООП-РЕСУРС,Вологда,13,0,0,0,0,0,13,0,0,0,0,0,13,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4209,  КОФАС РУС СТРАХОВАЯ КОМПАНИЯ,Москва,39,0,0,0,0,0,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0
96,4189,  КРЕДЕНДО-ИНГОССТРАХ КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,63,6,0,0,0,0,63,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
97,4117,  КРЕДИТ ЕВРОПА ЛАЙФ,Москва,286,0,1,1,0,0,285,285,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4246,  КРИСТАЛЛ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,3781,  КРК-СТРАХОВАНИЕ,Москва,34338,0,0,0,0,0,34338,29116,45,0,0,29071,5222,5219,5175,0,0,0,3,0,0,23,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
100,4325,  КРЫММЕДСТРАХ,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4326,  КРЫМСКАЯ ПЕРВАЯ СТРАХОВАЯ КОМПАНИЯ,Симферополь,963,0,0,0,0,0,963,925,15,0,0,910,38,38,27,0,0,1,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4337,  КРЫМСКИЙ СТРАХОВОЙ АЛЬЯНС,Красноперекопск,1525,0,0,0,0,0,1525,350,173,0,0,177,1175,1169,1164,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
103,4310,  КС СТРАХОВАНИЕ,Саранск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,348,  ЛЕКСГАРАНТ,Москва,3307,0,0,0,0,0,3307,146,0,0,0,146,3161,116,115,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,3043,0,0,0,0,0,0,0,0
105,1675,  ЛИБЕРТИ СТРАХОВАНИЕ,Санкт-Петербург,68434,126,0,0,0,0,58057,48398,590,0,0,47808,9659,9506,9271,0,0,2,157,0,0,46,30,104,61,61,0,0,0,0,0,4,18,21,4,45,0,0,0,10377,10329,3,45,0
106,1427,  МАКС,Москва,359317,0,0,0,0,0,245457,221492,7493,0,126,213999,23965,23254,21365,0,0,6,3,3,3,526,1351,664,570,570,0,0,0,3,0,17,66,8,1,46,15157,15157,0,98703,98376,37,290,0
107,4013,  МАКС-ЖИЗНЬ,Москва,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,2226,  МАКС-М,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,195,  МАСКИ,Иркутск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2877,  МЕГАРУСС-Д,Москва,6454,0,0,0,0,0,3369,142,25,0,0,117,3227,3217,3208,0,0,0,0,0,0,5,4,10,2,1,0,0,0,8,0,0,0,0,0,0,2,2,0,3083,3083,0,0,0
111,660,  МЕДИКА-ВОСТОК,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1958,  МЕДИЦИНСКАЯ СТРАХОВАЯ КОМПАНИЯ СТРАЖ,Рязань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,484,  МЕДСТРАХ,Москва,792,0,0,0,0,0,792,792,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,141,  МЕДЭКСПРЕСС,Санкт-Петербург,66298,0,0,0,0,0,65574,65342,275,0,0,65067,232,231,223,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,724,724,0,0,0
115,3594,  МЕЖДУНАРОДНАЯ СТРАХОВАЯ ГРУППА,Москва,3199,7,0,0,0,0,3199,3182,3005,0,0,177,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
116,3256,  МЕТЛАЙФ,Москва,974134,0,10903,10901,8884,2,963231,963231,8429,0,0,954802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,4349,  МОВС,Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3128,  МСК АЙАЙСИ,Москва,60,4,0,0,0,0,60,4,0,0,0,4,56,56,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2326,  МСК УРАЛСИБ,Климовск,7,0,0,0,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1447,  НАДЕЖДА,Красноярск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,2182,  НАДЕЖДА,Красноярск,49373,0,0,0,0,0,22229,13655,1143,0,0,12512,8574,2456,2296,0,0,0,0,0,0,12,148,95,60,60,0,0,0,0,0,0,35,0,0,6023,0,0,0,27144,27144,0,0,0
122,4192,  НАРОДНЫЕ КАССЫ,Москва,179,0,0,0,0,0,179,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0
123,3116,  НАСКО ТАТАРСТАН,Казань,41821,0,0,0,0,0,23443,19814,4783,0,0,15031,3629,3068,1386,0,0,2,7,380,0,174,1119,494,0,0,0,0,0,0,0,97,395,2,0,67,0,0,0,18378,18340,0,38,0
124,3493,  НАЦИОНАЛЬНЫЕ СТРАХОВЫЕ ТРАДИЦИИ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,3847,  НЕЗАВИСИМАЯ СТРАХОВАЯ ГРУППА,Москва,34955,55,0,0,0,0,34953,34753,4,0,0,34749,200,190,179,0,1,0,8,0,0,2,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
126,2917,  НИК,Ульяновск,5052,0,0,0,0,0,5052,4921,35,0,0,4886,131,76,66,0,8,0,0,0,0,0,2,19,0,0,0,0,17,0,0,0,2,0,0,36,0,0,0,0,0,0,0,0
127,401,  НИК-ЛАЙФ,Ульяновск,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,4301,  НКО НОВС,Камышин,71,0,0,0,0,0,71,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
129,4323,  НКО ОВСС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,4354,  НКО ПОВС ВЗАИМОПОМОЩЬ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,1961,  НОВЫЙ УРЕНГОЙ,Новый Уренгой,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,3295,  НСГ-РОСЭНЕРГО,Горно-Алтайск,49854,0,0,0,0,0,4102,3590,735,0,0,2855,512,506,496,0,0,0,0,0,0,1,9,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,45752,45752,0,0,0
133,3010,  ОБЛАСТНАЯ МЕД.СТРАХ. КОМПАНИЯ,Калининград обл.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,2346,  ОБЪЕДИНЕННАЯ СТРАХОВАЯ КОМПАНИЯ,Самара,26168,0,0,0,0,0,10185,2286,818,0,0,1468,7899,7793,7550,0,0,4,4,0,0,71,164,106,89,89,0,0,0,0,0,4,12,1,0,0,0,0,0,15983,15970,0,13,0
135,4314,  ОВС ЗАСТРОЙЩИКОВ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,4348,  ОВС МЕД,Тюмень,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
137,4293,  ОЙЛЕР ГЕРМЕС РУ,Москва,76,0,0,0,0,0,76,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
138,3099,  ОПОРА,Рязань,19434,0,0,0,0,0,10297,6792,603,0,0,6189,3505,3128,2953,0,0,0,1,9,7,22,143,346,23,0,0,0,0,0,1,8,314,0,1,30,0,0,0,9137,9091,0,46,0
139,326,  ОРБИТА,Москва,99,0,0,0,0,0,99,87,1,0,0,86,12,5,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
140,4008,  ОСЖ РЕСО-ГАРАНТИЯ,Москва,125,5,106,106,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,173,  ПАНАЦЕЯ,Ростов-на-Дону,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,915,  ПАРИ,Москва,61598,0,0,0,0,0,59612,53745,279,0,0,53466,5867,5378,3389,0,0,3,1550,0,0,267,169,175,7,7,0,0,0,8,0,24,134,2,1,313,0,0,0,1986,1965,2,19,0
143,3268,  ПАРИТЕТ-СК,Москва,3384,40,0,0,0,0,1514,1016,37,0,0,979,498,495,442,0,0,0,0,0,0,9,44,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1870,1870,0,0,0
144,2284,  ПЛАТО,Москва,425,0,0,0,0,0,425,416,403,0,0,13,9,9,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3568,  ПОВОЛЖСКИЙ СТРАХОВОЙ АЛЬЯНС,Сызрань,24252,0,0,0,0,0,2123,884,799,0,0,85,1239,1224,1162,0,0,1,0,0,0,5,56,15,1,1,0,0,0,0,0,1,13,0,0,0,0,0,0,22129,22129,0,0,0
146,3390,  ПОЛИС-ГАРАНТ,Москва,7874,0,0,0,0,0,6932,4594,9,0,0,4585,2338,2231,2214,0,0,0,0,0,0,4,13,17,13,13,0,0,0,0,0,0,4,0,0,90,0,0,0,942,942,0,0,0
147,3609,  ППФ СТРАХОВАНИЕ ЖИЗНИ,Москва,14873,0,12837,10969,0,1868,2036,2036,2025,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,3889,  ПРЕСТИЖ-ПОЛИС,Москва,102,0,0,0,0,0,102,52,0,0,0,52,50,50,47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,3438,  ПРОМИНСТРАХ,Москва,9310,223,0,0,0,0,3767,1576,259,0,0,1317,2191,1714,237,0,0,0,2,0,0,38,1437,206,0,0,0,0,0,0,0,1,13,192,270,1,0,0,0,5543,5506,0,37,0
150,2682,  ПРОФСОДРУЖЕСТВО,Москва,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,4179,  РАЙФФАЙЗЕН ЛАЙФ,Москва,1700,13,1661,1661,342,0,39,39,36,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3621,  РЕГИОНАЛЬНЫЙ СТРАХОВОЙ ЦЕНТР,Москва,75,0,0,0,0,0,75,17,2,0,0,15,58,31,25,0,1,0,0,0,0,1,4,26,0,0,0,0,0,0,0,0,9,17,0,1,0,0,0,0,0,0,0,0
153,2733,  РЕЗЕРВ,Хабаровск,1334,0,0,0,0,0,1334,1313,1313,0,0,0,21,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
154,3972,  РЕНЕССАНС ЖИЗНЬ,Москва,15096,17,11978,11978,3357,0,3118,3118,1996,0,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,1209,  РЕСО-ГАРАНТИЯ,Москва,3684046,63154,855,818,0,37,3320210,3133410,14779,0,0,3118631,186800,171288,162344,100,0,2,157,0,0,1487,7198,1946,1636,1255,381,0,0,0,0,18,283,9,9,13557,0,0,0,362981,362900,13,68,0
156,879,  РЕСО-МЕД,Павловский Посад,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,13,  РЕСО-ШАНС,Москва,18,0,0,0,0,0,18,13,13,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,3492,  РЕСПЕКТ,Рязань,2732,0,0,0,0,0,2732,213,26,0,0,187,2519,2379,0,0,0,0,0,0,0,2379,0,140,0,0,0,0,0,0,0,0,126,14,0,0,0,0,0,0,0,0,0,0
159,473,  РИКС,Москва,4240,0,0,0,0,0,4240,491,2,0,0,489,3749,82,0,0,0,0,0,0,0,0,82,10,0,0,0,0,0,0,0,0,10,0,0,3657,0,0,0,0,0,0,0,0
160,4351,  РНПК,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,1,  РОСГОССТРАХ,Люберцы,988821,2686,0,0,0,0,412047,213588,8801,0,0,204787,198459,195865,128599,180,3,78,178,2044,15,2270,62513,2463,1093,697,396,0,0,64,0,15,1285,6,6,125,54,54,0,576720,576508,44,168,0
162,3984,  РОСГОССТРАХ-ЖИЗНЬ,Москва,401967,0,72590,71820,497,770,329377,329377,329377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,3676,  РОСГОССТРАХ-МЕДИЦИНА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,3535,  РОСИНКОР РЕЗЕРВ,Дмитров,1016,0,0,0,0,0,1016,63,12,0,0,51,953,929,822,0,0,0,0,0,0,107,0,18,1,1,0,0,0,0,0,2,14,1,0,6,0,0,0,0,0,0,0,0
165,2191,  РОСМЕДСТРАХ - К,Курск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,2947,  РСХБ-СТРАХОВАНИЕ,Москва,8355,0,0,0,0,0,8311,6383,6302,0,0,81,1928,1849,985,0,0,0,1,177,89,229,457,58,1,1,0,0,0,0,0,0,57,0,3,18,44,44,0,0,0,0,0,0
167,1999,  РУССКАЯ КОРОНА,Рязань,11,0,0,0,0,0,11,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,3748,  РУССКИЙ СТАНДАРТ СТРАХОВАНИЕ,Москва,2601,0,617,617,0,0,1984,1984,1136,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,235,  РУССКОЕ ПЕРЕСТРАХОВОЧНОЕ ОБ-ВО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,4202,  САКЛАУ,Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2873,  САХАМЕДСТРАХ,Якутск,9655,4753,0,0,0,0,9655,9655,0,0,0,9655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,4331,  СБЕРБАНК СТРАХОВАНИЕ,Москва,28813,0,0,0,0,0,28813,13166,160,0,0,13006,15647,13751,0,0,0,0,1,0,0,208,13542,476,0,0,0,0,0,0,0,0,476,0,14,1406,0,0,0,0,0,0,0,0
173,3692,  СБЕРБАНК СТРАХОВАНИЕ ЖИЗНИ,Москва,53471,0,47629,47629,46103,0,5842,5842,5337,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,924,  СЕЛЕКТА,Москва,3188,2,0,0,0,0,3188,2830,95,0,0,2735,358,308,263,0,0,13,3,0,0,21,8,50,0,0,0,0,0,13,0,0,27,10,0,0,0,0,0,0,0,0,0,0
175,632,  СЕРВИСРЕЗЕРВ,Ковров,28929,0,0,0,0,0,1657,947,895,0,0,52,710,700,665,0,0,0,0,0,0,0,35,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,27272,27272,0,0,0
176,2353,  СИБИРСКИЙ ДОМ СТРАХОВАНИЯ,Кемерово,91794,0,0,0,0,0,82670,82529,517,0,0,82012,141,78,55,0,0,0,0,0,0,0,23,63,54,54,0,0,0,0,0,0,9,0,0,0,0,0,0,9124,9119,0,5,0
177,3467,  СИБИРСКИЙ СПАС,Новокузнецк,33043,198,0,0,0,0,25098,24440,908,0,0,23532,658,653,632,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,7945,7945,0,0,0
178,3270,  СИБИРСКИЙ СПАС-МЕД,Новокузнецк,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,4105,  СИВ ЛАЙФ,Москва,1852,0,1410,1410,317,0,442,442,379,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2444,  СИМАЗ-МЕД,Новосибирск,4906,0,0,0,0,0,4906,4906,0,0,0,4906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,3803,  СК ДОМИНАНТА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,3225,  СК ЕВРОПЛАН,Москва,4695,0,0,0,0,0,4695,0,0,0,0,0,4695,4676,4676,0,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,3825,  СК СОГАЗ-ЖИЗНЬ,Москва,2751,0,2589,1137,58,1452,158,158,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
184,4174,  СКОР П.О.,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,3941,  СМП-СТРАХОВАНИЕ,Москва,18085,5,0,0,0,0,18085,17665,209,0,0,17456,420,418,319,0,0,0,0,0,0,11,88,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,3834,  СО ПОМОЩЬ,Санкт-Петербург,10571,0,0,0,0,0,10571,6608,42,0,0,6566,3963,138,101,0,0,0,11,0,0,24,2,174,40,40,0,0,0,0,0,1,124,9,0,3651,0,0,0,0,0,0,0,0
187,1208,  СОГАЗ,Москва,5509736,0,0,0,0,0,5121401,4999174,60055,0,0,4939119,122227,112448,76827,5465,409,191,683,64,1,12165,16644,3058,706,706,0,92,368,119,52,318,1397,6,66,6655,27116,27116,0,361219,354587,1810,4822,0
188,3230,  СОГАЗ-МЕД,Москва,1881,0,0,0,0,0,1881,1881,0,0,0,1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,1307,  СОГЛАСИЕ,Москва,1211931,29258,0,0,0,0,1094285,1004957,30127,0,0,974830,89328,85202,82284,437,2,26,98,60,21,1497,798,2780,1357,547,810,1015,2,11,0,0,338,57,19,1327,4,4,0,117642,117431,7,204,0
190,3511,  СОГЛАСИЕ-ВИТА,Москва,363,0,294,294,0,0,69,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1580,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ,Москва,1300,0,0,0,0,0,1300,565,1,0,0,564,735,377,240,0,0,0,0,0,0,0,137,6,0,0,0,0,0,0,0,0,6,0,0,352,0,0,0,0,0,0,0,0
192,4079,  СОСЬЕТЕ ЖЕНЕРАЛЬ СТРАХОВАНИЕ ЖИЗНИ,Москва,1928,0,1326,1326,1326,0,602,602,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,3528,  СПАСЕНИЕ,Казань,83751,0,0,0,0,0,83751,83751,0,0,0,83751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,3300,  СПАССКИЕ ВОРОТА,Салехард,11690,241,0,0,0,0,11394,11204,8,0,0,11196,190,190,61,0,0,0,121,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,296,0,0,0
195,2354,  СПАССКИЕ ВОРОТА-М,Москва,11936,0,0,0,0,0,11936,11936,0,0,0,11936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,3983,  СТЕРХ,Якутск,20767,0,0,0,0,0,1627,1361,1343,0,0,18,266,241,103,0,4,0,0,2,2,40,92,25,1,1,0,0,0,1,0,0,23,0,0,0,0,0,0,19140,19132,2,6,0
197,3229,  СТРАХОВАЯ БИЗНЕС ГРУППА,Воронеж,6530,0,0,0,0,0,2957,2885,329,0,0,2556,72,32,13,0,0,0,6,0,0,9,4,40,0,0,0,0,0,1,0,0,38,1,0,0,0,0,0,3573,3398,0,175,0
198,574,  СТРАХОВАЯ КОМПАНИЯ ЕКАТЕРИНБУРГ,Екатеринбург,15209,30,0,0,0,0,15209,13037,156,0,0,12881,2172,2156,2070,0,0,0,0,0,0,61,25,11,1,1,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0
199,4104,  СТРАХОВАЯ КОМПАНИЯ КАРДИФ,Москва,9337,1,0,0,0,0,9337,6360,6360,0,0,0,2977,1791,631,0,0,0,0,0,0,0,1160,2,0,0,0,0,0,0,0,0,2,0,0,1184,0,0,0,0,0,0,0,0
200,3857,  СТРАХОВАЯ КОМПАНИЯ ТРУДОВОЕ СТРАХОВАНИЕ,Москва,26,0,0,0,0,0,24,12,1,0,0,11,12,5,2,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,2,0,0,2,0
201,2359,  СТРАХОВАЯ КОМПАНИЯ УСПЕХ,Москва,1682,0,0,0,0,0,1682,1675,0,0,0,1675,7,7,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,3969,  СТРАХОВАЯ КОМПАНИЯ ЧАББ,Москва,479,454,0,0,0,0,479,293,293,15,0,0,186,111,0,0,0,0,58,0,0,43,10,67,0,0,0,0,0,0,0,3,64,0,6,2,0,0,0,0,0,0,0,0
203,3928,  СТРАХОВЫЕ ИНВЕСТИЦИИ,Уфа,92,0,0,0,0,0,92,90,21,0,0,69,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
