"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0191,"Акционерное общество ""Тинькофф Страхование""",3704989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,682673,682673,92915,0,0,0,0,589758,0,0,0,0,1672205,1453667,179699,179699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273968,195006,0,1078962,37691,15012,15012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22679,0,0,0,0,22679,0,0,0,0,0,0,0,0,0,0,0,180847,70881,0,109966,,,,,,,,,1350111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",117944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,104883,10550,0,0,0,391,0,10159,94333,2672,230,91431,13061,11772,222,157,65,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,633,0,0,633,10881,1938,676,8267,1289,51,51,0,0,0,4,0,0,0,5,0,0,5,15,0,15,1103,187,0,4,1,911,111,0,0,0,0,0,0,0,111,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,159,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,67,0,14,53,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,85,85,0,147,2,0,0,0,145,0,0,0,0,0,0,0,0,0,0,29,57,0,0,57,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",130698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,7059,4413,0,0,51,0,0,4362,2646,2646,0,0,123126,4623,1,1,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1084,0,64,1020,3503,0,0,3503,428,1,1,0,0,0,0,0,0,0,0,0,0,0,71,0,71,356,1,0,0,0,355,0,0,0,0,0,0,0,0,0,0,2,118073,0,0,118073,,,,,,,,,0,456,456,0,0,0,57,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",20355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,20312,0,0,0,0,0,0,0,20312,0,0,20312,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,12,12,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",822102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,253433,211907,38,0,0,0,0,211869,41526,0,1112,40414,180404,165812,137619,137619,0,4,0,11,0,11,181,5,4,1,0,3,0,1,0,0,1,0,5141,10,228,4903,22851,3328,5791,13732,12378,387,387,0,0,0,117,73,0,73,3,0,0,3,25,0,25,11668,368,0,100,0,11200,105,0,0,0,0,0,0,0,105,0,0,2214,4,0,2210,,,,,,,,,388265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",57970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,33524,33201,0,0,0,0,0,33201,323,0,0,323,24446,22596,0,0,0,0,1,55,55,0,26,0,0,0,0,0,0,0,0,0,0,0,537,0,0,537,21977,0,0,21977,446,0,0,0,0,0,9,226,0,226,0,0,0,0,39,0,39,172,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,1404,0,1404,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,508,508,,0,0,0,508,0,0,0,0,0,0,45,0,0,0,0,0,0,0,45,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",100842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,10274,5976,0,0,0,0,0,5976,4298,0,0,4298,21342,21138,19917,19917,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,175,0,0,175,1033,824,206,3,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,3,0,191,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,,,,,,,,,68904,322,293,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",151001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,39217,29249,2,0,0,0,0,29247,9968,0,4916,5052,55522,54293,24703,24703,0,0,0,2,0,2,8,205,0,0,0,0,0,205,0,0,205,0,729,0,0,729,28646,10307,9522,8817,679,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,550,0,0,550,,,,,,,,,56262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",12801339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2890820,1652363,60762,48,14,5876,0,1585663,1238457,0,117717,1120740,5796177,5141929,668681,668681,0,972,213,314,314,0,224161,984,307,106,0,201,0,677,16,0,661,0,52144,1450,11683,39011,4194460,908855,3283205,2400,183885,59858,50746,9112,0,1,935,401,401,0,258,77,1,180,723,723,0,120827,6246,361,2943,222,111055,882,0,0,0,0,0,864,0,15,3,182,470181,0,69,470112,,,,,,,,,4070185,35294,24334,1390,883,8687,8863,4,1,3,14,5,9,188,140,129,11,8496,2734,830,1862,3070,16,5,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",603953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,197642,140358,0,0,0,0,0,140358,57284,6090,0,51194,136056,124707,107623,107623,0,34,0,11,0,11,1421,0,0,0,0,0,0,0,0,0,0,0,1506,0,0,1506,14112,4484,0,9628,5545,1030,1030,0,0,0,0,0,0,0,0,0,0,0,8,0,8,3712,0,0,0,0,3712,795,0,0,0,0,0,0,0,795,0,0,5804,0,0,5804,,,,,,,,,267259,1990,1990,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,1006,0,0,1006,0,0,0,0
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",160692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,124133,120769,0,0,0,29,0,120740,3364,116,1636,1612,36559,23022,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,2071,3,0,2068,20382,194,1231,18957,5110,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46,4751,0,0,0,0,4751,313,0,0,0,0,0,313,0,0,0,0,8427,0,0,8427,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,348,348,259,259,0,0,0,0,0,0,0,12,12,10,0,2,0,0,0,0,0,0,77,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",610951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,182272,150777,0,0,0,0,0,150777,31495,0,8264,23231,402310,347741,9277,9277,0,30,7,50,0,50,174872,1,0,0,0,0,0,1,1,0,0,0,12689,3902,328,8459,150815,6159,22829,121827,23328,5748,5748,0,0,0,42,117,0,117,30,30,0,0,558,54,504,16486,238,0,47,9,16192,347,0,0,0,0,0,217,0,130,0,43,31198,18420,52,12726,,,,,,,,,24807,1413,530,20,25,838,149,0,0,0,4,0,4,8,22,21,1,115,41,49,14,11,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",11676386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2590600,2065035,5793,347,1033,23,0,2057839,525565,63564,4288,457713,3856796,3298909,1644094,1644094,0,689,387,951,729,222,96025,259,166,96,0,70,0,93,0,0,93,0,108176,0,10706,97470,1448328,458729,401791,587808,440830,141853,141853,0,0,2,2285,1194,1001,193,380,169,5,206,2263,19,2244,292096,10254,4146,3043,169,274484,757,0,9,0,0,0,0,0,583,165,499,116558,692,0,115866,,,,,,,,,5170238,44918,28426,1441,1399,13652,13834,7,2,5,38,9,29,161,171,123,48,13395,6086,4124,1116,2069,34,26,2
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1384040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,295637,231464,75,0,0,929,0,230460,64173,6650,1065,56458,527459,447397,166658,166658,0,12,0,0,0,0,205,1616,0,0,0,0,0,1616,0,0,1616,0,10966,0,1802,9164,267940,222264,41860,3816,43933,8809,3242,5567,0,0,0,0,0,0,38,38,0,0,102,88,14,34707,8923,0,192,25,25567,277,0,0,0,90,0,0,0,9,178,25,36104,5115,0,30989,,,,,,,,,556438,3229,1402,65,111,1651,1277,0,0,0,0,0,0,49,65,65,0,1163,547,304,87,225,0,0,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",239912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,195786,20216,3,0,0,0,0,20213,175570,0,0,175570,44126,26115,3730,3730,0,0,31,1,0,1,338,0,0,0,0,0,0,0,0,0,0,0,777,0,3,774,21238,88,0,21150,13755,523,523,0,0,0,219,0,0,0,0,0,0,0,12587,0,12587,0,0,0,0,0,0,426,0,0,0,0,0,0,0,266,160,45,4211,1,33,4177,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",12783288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6163846,5182326,1435515,8144,0,11810,1,3726856,981520,0,22965,958555,4321167,1667422,261959,229944,32015,2236,414,215,135,80,2324,84,26,0,0,26,0,58,0,0,58,0,25795,0,8661,17134,1374395,34560,3,1339832,581811,42675,42675,0,0,8,701,204,140,64,633,38,181,414,4414,446,3968,532805,4698,512,236,58,527301,371,0,2,43,0,3,89,0,21,213,854,2071080,1439201,12,631867,,,,,,,,,2242896,49336,34819,924,5919,7674,6043,11,1,10,19,1,18,23,61,52,9,5908,2237,561,475,2635,8,13,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",10776380,1131,1038,740,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,737,0,0,0,0,737,0,0,0,0,0,0,298,0,,,0,,,0,0,0,0,0,0,221,0,0,0,0,221,77,0,0,0,0,77,0,0,0,0,0,0,93,4,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,4,0,0,0,0,0,0,0,,0,,0,0,89,0,,0,0,0,0,0,,,,0,,89,0,0,0,0,89,0,0,,0,0,0,0,,0,0,0,0,846,846,,0,0,0,846,0,0,0,0,0,0,1651084,1009759,551,52,17,26206,0,982933,641325,9991,19658,611676,3474041,2470526,569906,569906,0,87,0,2,2,0,7298,398,2,0,0,2,0,396,0,0,396,0,74074,0,25495,48579,1818761,492796,659505,666460,609320,194653,186546,8107,0,1,37,8,2,6,154,66,0,88,750,750,0,413373,4349,35,1858,198,406933,344,0,0,0,0,0,0,0,21,323,4636,389559,881,113,388565,,,,,,,,,5617843,27725,12651,629,575,13870,3710,1,0,1,0,0,0,20,25,21,4,3663,1464,1245,519,435,0,1,0
1216,"Акционерное общество Страховая компания ""Чулпан""",187885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,,0,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,52767,52482,0,0,0,94,0,52388,285,0,172,113,26482,15606,1223,1223,0,0,0,0,0,0,6,265,0,0,0,0,0,265,0,0,265,0,184,0,0,184,13928,7684,6176,68,10868,133,133,0,0,0,4,0,0,0,13,4,0,9,2,0,2,10712,33,0,3,0,10676,4,0,0,0,0,0,0,0,4,0,0,8,0,0,8,,,,,,,,,106897,1651,950,10,627,64,88,0,0,0,0,0,0,0,1,1,0,87,58,17,10,2,0,0,0
