"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников (кроме договоров страхования, заключенных путем обмена информацией в электронной форме), тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
0191,"Акционерное общество ""Тинькофф Страхование""",5743961.55147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3855410.27816,3855410.27816,0,0,0,1888551.27331,1742210.20704,1063761.21366,0,0,0,0,0,0,0,678448.99338,12703.71822,3768.13616,0,0,0,0,0,8935.58206,0,0,133637.34805,,0,0,0,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",120179.29254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,110125.50163,3469.68442,0,0,117381.81582,10053.79091,9765.69091,1947.48226,0,0,0,251.41431,0,0,9036.99397,4712.89697,288.1,0,0,6.6638,0,0,18.22719,1426.91183,1470,0,0,,0,0,0,
0212,"Акционерное общество Страховая компания ""Турикум""",71220.02931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,71220.02931,33493.09999,0,0,0,0,30246.77033,0,0,6197.51381,0,33605.60008,0,0,0,0,0,17972.42426,15633.17582,0,435.17924,3686.15,,0,0,0,
0290,"Акционерное общество ""Зетта Страхование""",180976.96995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10265.12675,10265.12675,-12.70385,0,0,168485.55026,126206.42269,0,0,0,0,43588.12771,0,0,80485.27056,2133.02442,39419.20902,0,0,0,0,0,5036.51697,34382.69205,0,11.82847,2848.09008,,0,1681.9075,544.38544,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",17486.10531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16285.5,0,0,0,16285.5,1200.60531,0,0,0,0,0,0,0,0,0,0,192.43,0,0,0,0,0,0,0,192.43,0,1008.17531,,0,0,0,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",373146.01458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,70748.81488,39805.35925,0,0,30943.45563,147815.33408,119919.53791,78300.61281,0,0,0,11586.05427,0,0,22558.19701,7474.67382,23011.0025,33.955,0,52.97,262.5,0,85,22445.5775,131,0,4884.79367,,154581.86562,0,0,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",228955.36971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,149037.37406,149037.37406,0,0,326.575,79917.99565,50960.28071,0,0,7.68468,28195.8501,2679.90555,0,0,24397.28388,44495.01218,19966.36812,0,0,0,15004.41213,0,833.5,19696.96812,0,0,8991.34682,,0,0,0,
0448,"Страховое Акционерное Общество ""Геополис""",564.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,564.75,0,0,0,564.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
0518,"Акционерное общество Страховая компания ""БАСК""",43255.32293000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,846.999,421.419,0,0,425.58,2281.86982,2270.58916,2030.3288,0,0,0,0,0,0,96.164,144.09636,11.28066,0,0,0,0,0,0,11.28066,0,0,0,,39702.60661,423.8475,0,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",88769.84903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13973.31064,8838.87296,0,0,5134.43768,22891.18007,22746.23773,4724.25494,0,0,0,184.09648,224.097,0,1511.0697,16102.71961,80.44234,12.51384,0,0,0,0,0,67.9285,0,0,64.5,,51905.35832,0,0,
0621,"Страховое акционерное общество ""ВСК""",21245241.52545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3738437.86225,1985383.34148,118.49,0,1753054.52077,16259357.19145,14106026.60588,6932132.02452,24496.62368,174758.14772,476230.79733,772905.35822,27456.45145,24693.05044,2358239.42891,3339807.77405,675878.36001,83385.23724,42.5,6729.36697,168628.72547,27936.4742,25957.6555,355507.64437,7690.75626,190840.01176,1286612.2138,,1154284.24984,65194.09422,27968.12769,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",890172.4844399999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,119034.65234,37311.15717,0,0,81723.49517,450999.0739,424938.52157,290497.88312,861.7546,0,0,103329.78494,0,0,15864.29754,14384.80137,16423.0697,538.99097,0,0,0,0,30,12075.07873,3779,0,9637.48263,,309372.41553,6556.48203,4209.86064,
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",46925.14839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,35112.76103,33525.36103,0,0,1587.4,11812.38736,8665.92071,0,0,0,0,0,0,0,911.25328,7754.66743,2325.14665,0,0,0,0,0,0,2325.14665,0,0,821.32,,0,0,0,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",1428182.9640799996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,274470.06402,138761.39077,0,0,135708.67325,1143379.29469,1075057.25094,95580.38887,141.14961,1667.9875,1271.78,695877.72591,0,0,199415.00692,81103.21213,48566.95284,2382.35637,0,94.528,1164.47162,1139.92313,2189.08512,40879.1686,717.42,160.40291,19594.688,,8748.21348,839.23525,746.15664,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",22813256.95497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3495020.63826,1251560.95154,6062.97328,0,2243459.68672,16292289.31408,14012142.82259,8503645.09652,19516.4414,382183.37732,687974.57544,930897.78683,27702.98311,23823.84472,2533481.40702,926741.15495,1297856.76106,166910.66999,0,47970.22185,467012.05775,32462.01574,203692.26128,378163.08805,1646.4464,27188.2731,955101.45733,,2911442.5209,80277.52741,34226.95432,
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",350442.41880999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,68120.87009,31545.78702,0,0,36575.08307,282323.13031,253534.62107,132038.21076,0,0,0,263.21625,1789.37111,0,40838.49784,78605.32511,25126.88042,12547.05546,0,0,0,1558.60424,161.53021,8820.43799,2039.25252,7.25941,3654.36941,,-1.58159,0,0,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",403655.00616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,185362.88159,69768.31834,0,0,115594.56325,218292.12457,164873.12936,94919.79678,0,14238.04486,0,13275.26841,0,0,29113.04024,13326.97907,48216.77284,298.3975,0,12355.05028,0,0,34194.82506,0,1368.5,0,5202.22237,,0,0,0,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",22477629.687189996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5734104.14538,3035078.05953,0,0,2699026.08585,15678210.15232,13303608.21481,3948156.9087,89595.46227,1145442.66253,266684.22104,272052.57255,7741.30569,3197.39215,6747667.1079,826267.97413,879782.42637,44059.73474,0,129052.41988,87377.29551,144564.40989,54987.05653,418901.79387,839.71595,972288.03729,522531.47385,,977749.73099,23693.66182,63871.99668,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",26488635.08905,1205.04278,1162.75759,0,0,0,0,0,0,1162.75759,0,0,1162.75759,0,0,42.28519,0,0,0,0,0,0,42.28519,0,,42.28519,0,0,0,0,0,7934487.61175,1955878.57203,3170.78273,0,5978609.03972,12374774.01301,11356161.85653,8702206.79291,5787.29829,0,0,279792.40593,350.86544,0,983603.91697,1384420.57699,422061.80832,149352.39935,0.41786,3,0,31216.7117,16764.81957,194615.49155,30108.96829,39444.66637,557105.68179,,6081961.389,82127.12043,14079.91208,
1216,"Акционерное общество Страховая компания ""Чулпан""",50917.02262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4245.7632,2328.59925,0,0,1917.16395,44700.10235,44035.61955,15829.46583,0,0,0,21420.66165,252.0937,0,604.55688,5928.84149,635.8641,37.792,0,0,0,5,0,593.0721,0,0,28.6187,,0,1822.227,148.93007,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",8343986.78274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2172659.18376,856407.69144,0,0,1316251.49232,5258305.18852,4381341.8155,3903785.58319,0,0,19898.88753,18399.88578,0,0,48402.95008,390854.50892,66432.4347,37950.64975,0,0,63.3982,0,3621.9192,24796.46755,0,0,810530.93832,,908482.28806,2568.49274,1971.62966,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",6396901.450959999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,679272.7545,272899.17035,0,0,406373.58415,5545773.88498,4862086.14746,3717216.25613,10126.88246,8353.27971,207377.50653,221465.45445,131196.81681,114742.56974,412184.4096,154165.54177,277517.20381,66718.42803,0,1209.32685,118137.93909,6328.31983,3651.16728,80739.18915,732.83358,180352.4921,225818.04161,,165356.49884,4495.6664,2002.64624,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",426577.85448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,321263.56465,1046.95091,0,0,320216.61374,105314.28983,104968.44483,35840.329,0,0,0,68708.16535,0,0,348.52,71.43048,138.836,26.836,0,0,0,0,0,112,0,0,207.009,,0,0,0,
1412,"Акционерное общество ""Д2 Страхование""",812704.27699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,654277.61866,638474.37074,0,0,15803.24792,158426.65833,116505.55995,108240.31025,0,0,0,847.26418,0,0,291.4609,7126.52462,2510.05556,0,0,0,0,0,0,1805.80556,704.25,0,39411.04282,,0,0,0,
1427,"Акционерное общество ""Московская акционерная страховая компания""",1736560.8294100002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,229332.05944,217920.82337,0,0,11411.23607,1021756.64718,595992.13541,534697.41769,18826.1742,0,262.5437,2291.46817,0,0,6806.67676,33107.85489,23418.32001,7293.57707,0,15,0,242,374.47,6443.64902,9049.62392,12675.35655,389670.83521,,479379.03565,2401.21974,3691.8674,
1580,Общество с ограниченной ответственностью «РБ Страхование»,162644.19066000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20774.52274,16695.10916,0,0,4079.41358,141869.66792,124127.83184,0,0,0,0,0,0,0,0,124127.83184,2238.42492,0,0,0,0,0,0,2238.42492,0,0,15503.41116,,0,0,0,
1587,"Акционерное общество ""Страховое общество ""Талисман""",4624.95251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,131.42248,131.42248,0,0,0,4493.53003,4482.82003,1879.6898,0,0,0,0,0,0,2317.53027,285.59996,10.71,0,0,0,0,0,0,0,0,0,0,,0,0,0,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",19206.61589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11569.51394,11569.51394,0,0,0,7637.10195,5289.89641,0,0,0,0,0,0,0,0,5289.89641,627,0,0,0,0,0,0,627,0,0,1720.20554,,0,0,0,
1675,"Акционерное общество ""Совкомбанк страхование""",3728394.9477499994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1088316.78227,974652.46133,0,0,113664.32094,2527293.7953,2300963.7693,2101219.65911,315.7392,0,0,53863.72492,0,0,93342.31433,52222.33174,88936.11796,20428.82034,0,0,0,4551.66901,1053.29274,45561.61313,17340.72274,4207.97053,133185.93751,,112286.95315,354.9475,142.46953,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",3120039.2200800003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,558862.66043,347520.45557,154.99125,126.5714,211342.20486,2185915.10452,2074727.57458,1197279.4546,890.66353,0,3368.55416,341202.04499,4136.6963,2176.50469,357847.41497,170002.74603,86667.30475,10717.55442,0,28,3925.61395,3992.49391,5079.7839,61912.54457,1011.314,6381.2996,18138.92559,,334021.98291,31181.52488,10057.94734,
1858,"Акционерное общество Страховая компания ""Армеец""",107097.57125000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2032.04745,1235.4433,0,0,796.60415,7148.2499,6017.55842,4583.23419,0,0,0,0,0,0,294.89533,1139.4289,1131.83819,0,0,0,0,0,0,1131.83819,0,0,-1.14671,,97917.2739,0,0,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",451881.93955999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,117021.21176,93861.49076,0,0,23159.721,50387.16569,31090.91204,24641.4911,0,0,0,2957.86398,0,0,2071.00312,1420.55384,19235.25365,18206.8075,0,0,0,181.50123,614,217.94492,15,0,61,,284473.56211,0,0,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",85229.2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6964.1545,3655.21288,0,0,3308.94162,78265.0504,70383.5924,55768.14376,800,0,0,1228.50844,0,0,7844.40472,4742.53548,5720.67321,388.88678,0,0,0,0,4033.10267,881.68376,417,0,2160.78479,,0,0,0,
2239,"Акционерное общество ""АльфаСтрахование""",25544825.668019995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4048933.34623,2152670.4565,3346.97498,0,1896262.88973,18767680.799,15357516.4664,8747397.53057,30231.4555,162174.53729,539461.06963,565010.80542,296814.83059,262654.69994,1956124.0046,3060302.2328,1652236.6051,136499.50779,0,64611.31573,323518.85362,25546.16552,80145.33153,1017868.58094,4046.84997,267836.86204,1490090.86546,,2661989.67363,50039.0197,16182.82946,
2346,"Акционерное общество ""Объединенная страховая компания""",391977.82808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,73708.04534,28264.11278,0,0,45443.93256,304635.01692,215882.80111,173674.04448,0,0,316.8887,2968.60797,101,0,28330.98778,10491.27218,10876.92479,805.65999,0,159.08971,754.40879,6,1285.98,7853.2863,12.5,0,77875.29102,,13634.76582,0,0,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",1651738.69265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,406062.06811,224472.08624,8670.96945,0,181589.98187,1225352.12675,1000789.954,257532.54722,119.09361,0,70249.96388,190701.32996,35322.71546,35322.71546,344887.23017,101977.0737,209351.09313,1611.5659,0,232,78300.34892,0,61119.62528,68087.55303,0,6775.2168,8435.86282,,17887.31121,1407.51043,1029.67615,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",1072228.25057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,213725.62498,193299.76253,0,0,20425.86245,581572.70199,370430.85366,162433.9981,0,0,285.484,3572.51836,4623.82276,4037.91326,64721.29463,134793.73581,190393.42713,183153.44773,0,0,104.76296,0,97.57,7015.79644,21.85,0,20748.4212,,275355.7997,64.9,1509.2239,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",1018037.63691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,182946.58414,182946.58414,0,0,0,726913.17093,173891.18066,173871.71066,0,0,0,0,0,0,0,19.47,1079.78079,1079.78079,0,0,0,0,0,0,0,0,551942.20948,,108177.88184,0,0,
2708,Акционерное общество «Баланс Страхование»,3210.23399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3210.23399,3167.48399,0,0,0,0,3167.48399,0,0,33,0,42.75,0,0,0,42.75,0,0,428.8956,0,0,0,,0,0,0,
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",13758.913069999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11515.83282,1306.56574,0,0,10209.26708,2243.08025,18.12047,0,0,0,0,0,0,0,0,18.12047,298.97,0,0,0,0,0,0,298.97,0,0,1925.98978,,0,0,0,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",215946.30919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,113407.9937,26183.14023,0,0,87224.85347,102538.31549,102538.31549,15008.47418,0,0,0,59742.42982,0,0,27511.92298,321.15501,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",861093.7625800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,191069.58428,185523.33428,0,0,5547,670024.1783,536517.71477,50793.5105,268.94135,0,0,341.1936,428606.0252,369257.06012,38517.25706,17990.78706,10261.52269,30,0,0,0,0,21,10210.52269,0,3761.11635,119483.82449,,0,0,0,
3064,"Акционерное общество ""Боровицкое страховое общество""",288727.0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,47392.73321,16412.69689,0,0,30980.03632,58240.25954,47784.34662,36037.67005,0,0,0,6343.44291,0,0,5140.45132,262.78234,10455.91292,0,0,0,0,0,659.10231,1131.79355,8665.01706,0,0,,183094.05635,0,0,
