"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",27481.75736,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,494.33742,494.33742,494.33742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26987.41994,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",10747.93434,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,10747.93434,10747.93434,0,0,0,10747.93434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",46813.74596,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,33294.01197,33294.01197,459.55287,0,0,0,0,0,0,32834.4591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,13519.73399,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",12629.55841,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,694.36874,694.36874,,0,0,3524.43685,3453.65057,2858.20057,0,0,0,0,0,0,0,595.45,70.78628,0,0,0,0,0,0,0,0,70.78628,0,0,0,,8410.75282,0,0
0621,"Страховое акционерное общество ""ВСК""",2453245.91787,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,24,24,,0,0,586973.44168,578009.09555,0,0,497102.26981,0,1476.82373,13911.01907,13911.01907,65518.98294,0,8964.34613,6689.40812,0,6689.40812,0,1470.40982,0,423.78009,0,380.7481,0,0,0,,1849217.90674,5922.26044,11108.30901
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",49347.90188,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,46464.68952,0,2883.21236
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",2331.42876,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2331.42876,2331.42876,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",40902.3396,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,15367.43895,15367.43895,15364,0,0,0,0,0,0,3.43895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21973.24919,0,3561.65146
0928,"Страховое публичное акционерное общество ""Ингосстрах""",6349984.81585,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,35.03695,0,,0,35.03695,1978655.70506,1802311.03151,79471.55222,0,34567.32626,21030.91835,1505542.60367,0,0,161698.63101,0,167927.17355,483.54395,0,0,0,26661.44808,0,0,0,140782.18152,0,0,8417.5,,4283342.06143,11793.99588,76158.01653
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",77137.13319000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1608.11634,1514.05841,,0,94.05793,16142.28747,14479.77957,14479.77957,0,0,0,0,0,0,0,0,703.402,420,420,0,0,0,0,0,0,283.402,0,0,959.1059,,55840.99618,315.64303,3230.09017
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",36939.22862,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,4662.4249,4662.4249,,0,0,32276.80372,32276.80372,32276.80347,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",5567911.72607,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,30576.41343,19290.17,,0,11286.24343,3587560.35346,3332488.04789,1764392.30573,5480.41667,768593.24289,10367.1407,584.39548,143.08135,0,782604.16794,323.29713,32229.67389,0,0,0,0,12863.60495,0,0,0,19366.06894,0,220149.30608,2693.3256,,1859947.36557,36175.46178,53652.13183
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",815278.6503,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,8464.52983,1533.94723,,0,6930.5826,153088.66288,11643.33721,4776.99431,0,0,0,767.91818,0,0,6098.42472,0,6676.30427,1467.61087,317.25906,1150.35181,0,0,0,0,0,69.08912,5139.60428,131644.03893,3124.98247,,625696.2032,2284.50139,25744.753
1216,"Акционерное общество Страховая компания ""Чулпан""",10823.1611,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,2067.17516,2067.17516,2012.004,0,0,0,0,0,0,55.17116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6957.74265,0,1798.24329
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1036263.8254099999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,73182.2671,53691.95255,,0,19490.31455,20059.46475,20041.34807,7579.94953,0,0,0,0,0,0,12461.39854,0,0,0,0,0,0,0,0,0,0,0,0,0,18.11668,,930787.57577,0,12234.51779
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",603448.7174699999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,10678.79425,10678.79425,,0,0,36401.12684,13842.71245,13842.71245,0,0,0,0,0,0,0,0,297.11548,46.20544,46.20544,0,250.91004,0,0,0,0,0,0,22261.29891,0,,543010.94433,215.48772,13142.36433
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",17475.72853,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,17475.72853,17475.72853,0,0,0,0,17475.72853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",66.91835,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,66.91835,0,0,0,0,0,0,0,0,0,0,66.91835,0,0,0,0,0,0,0,0,66.91835,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",511386.45673,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,92248.0394,92248.0394,0,0,0,0,0,0,0,92248.0394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,405107.2249,0,14031.19243
1587,"Акционерное общество ""Страховое общество ""Талисман""",2014.76081,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,687.64213,687.64213,621.49009,0,0,0,0,0,0,66.15204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1327.11868,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",357608.56242999993,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,5864.68106,5864.68106,,0,0,4392.46333,4115.49932,4115.49932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.96401,,346953.55344,0,397.8646
1820,"Акционерное общество ""ГУТА-Страхование""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",116932.95668,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,3.26668,3.26668,,0,0,20281.47106,20281.47106,19436.29726,0,0,0,0,0,0,251.8769,593.2969,0,0,0,0,0,0,0,0,0,0,0,0,0,,85832.65743,0,10815.56151
1858,"Акционерное общество Страховая компания ""Армеец""",14443.09597,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14443.09597,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",17719.20607,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1131.42538,623.86558,623.86558,0,0,0,0,0,0,0,0,507.5598,507.5598,0,507.5598,0,0,0,0,0,0,0,0,0,,16587.78069,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",10814.61621,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,3757.89639,3757.89639,,0,0,7056.71982,7056.71982,6355.24832,0,0,0,0,0,0,0,701.4715,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",2733686.1725999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,221900.56594,221900.56594,,0,0,1136415.05872,899691.50777,39253.01323,0,35431.09082,3036.31901,4115.82558,94054.00751,94054.00751,723801.25162,0,39315.59162,0,0,0,0,17311.86591,0,0,0,22003.72571,0,19261.56311,178146.39622,,1333560.57934,8423.19184,33386.77676
2346,"Акционерное общество ""Объединенная страховая компания""",72374.56993,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,3787.94254,0,,0,3787.94254,13981.70819,13981.70819,0,0,0,13804.04,0,0,0,177.66819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54604.9192,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",156388.84735999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,5063.67093,5063.67093,,0,0,146262.45594,146262.45594,2241.63427,0,0,45578.6643,28205.28594,0,0,70236.87143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4543.78327,0,518.93722
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",154106.54939,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,870.49558,870.49558,22.4525,0,0,0,0,0,0,398.50092,449.54216,0,0,0,0,0,0,0,0,0,0,0,0,0,,153236.05381,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",3582.63268,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,69.6453,66.35664,66.35664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28866,,3512.98738,0,0
2708,Акционерное общество «Баланс Страхование»,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",439841.20951,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,439841.20951,438622.64093,0,0,438622.64093,0,0,0,0,0,0,1218.56858,0,0,0,0,1218.56858,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",496458.86286999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,62236.91227,62236.91227,,0,0,434221.9506,434003.43716,24168.72677,0,0,0,0,409701.93177,258584.85869,132.77862,0,218.51344,0,0,0,0,0,0,0,0,218.51344,0,0,0,,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",103271.72934,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,39.66254,39.66254,0,0,0,0,26.32264,0,0,13.3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,103232.0668,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",31113.793739999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,38.19028,38.19028,,0,0,31075.60346,28640.28836,3096.957,0,0,0,0,0,0,25543.33136,0,2435.3151,0,0,0,0,0,0,0,0,0,2435.3151,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",967538.79502,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,68.38736,0,,0,68.38736,33270.1351,31583.97916,0,0,27331.57159,0,0,0,0,4252.40757,0,1686.15594,0,0,0,0,0,0,0,0,1686.15594,0,0,0,,922984.87717,0,11215.39539
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",8100.81291,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,7816.70775,7816.70775,0,0,0,0,0,0,0,7816.70775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,284.10516
3300,"Акционерное общество Страховая группа ""Спасские ворота""",25828.41833,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1350.17819,1350.17819,,0,0,16683.15455,16712.92625,6003.02466,0,0,0,10709.90159,0,0,0,0,-29.7717,0,0,0,0,0,0,0,0,-29.7717,0,0,0,,7384.75545,139.56894,270.7612
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",141.50714,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,141.50714,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",7810.63098,7660.63098,7660.63098,3618.56945,3618.56945,0,0,0,0,4042.06153,,4042.06153,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,150,150,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",337.53362999999996,334.34272,334.34272,334.34272,334.34272,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,3.19091,0,,0,3.19091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",1045.49044,693.20305,3.27811,0,0,0,0,0,0,3.27811,,0,3.27811,0,0,689.92494,16.30361,0,,16.30361,0,,673.62133,0,,673.62133,0,,,,,352.28739,352.28739,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",45514.94708,45514.94708,29846.39273,29846.39273,0,29846.39273,0,0,0,0,,0,0,0,0,15668.55435,13668.55435,13668.55435,,0,0,,2000,0,,2000,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
