"Сведения о страховых премиях по договорам входящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0191,"Акционерное общество ""Тинькофф Страхование""",1909182.17411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1909182.17411,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",38893.27097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,38893.27097,1312.40051,0,0,0,0,361.04718,0,0,951.35333,0,23972.80361,0,0,0,0,0,0,0,0,23972.80361,0,232.88087,13375.18598,,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",1629760.33696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21175.12958,21175.12958,0,,0,1608585.20738,1598909.95412,36472.63062,0,0,3314.55506,31696.73949,8857.28162,0,1511976.22701,6592.52032,6365.81727,790.64094,790.64094,0,0,0,0,0,75.03252,5030.23281,469.911,3309.43599,0,,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",1110813.77887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1049881.75141,1040518.67497,993916.10348,308.93334,0,0,75,0,0,46218.63815,0,10177.15795,0,0,0,0,0,0,0,94.94631,10082.21164,0,0,-814.08151,,0,22318.57266,38613.4548
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",11705.40829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,3.71991,3.71991,0,0,0,0,3.71991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11701.68838,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",54064.98367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54064.98367,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",49001.82047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,49001.82047,0,0
0621,"Страховое акционерное общество ""ВСК""",9712256.59192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3088.97893,2778.64356,0,,310.33537,4833564.77818,3622105.79932,22943.08124,1957.68946,600323.27514,85921.47077,201444.95679,1643.69801,0,2705660.33278,2211.29513,1027935.46334,170.14829,170.14829,0,26884.49546,63788.99603,28596.3888,10110.26786,4060.61571,894324.55119,0,183315.98065,207.53487,,4543118.16398,194366.92659,138117.74424
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",6594.25744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6594.25744,0,0
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",1.9251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1.9251,1.9251,0,0,0,0,0,0,0,1.9251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",74741.39047000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1624.36886,1624.36886,0,,0,64665.5786,62270.23269,5189.16379,4,511.641,0,40516.56666,0,0,13626.29843,2422.56281,1910.52675,38.13807,38.13807,0,0,0,0,689.37654,605.25957,512.75257,65,16.60658,468.21258,,2594.15945,1475.93872,4381.34484
0928,"Страховое публичное акционерное общество ""Ингосстрах""",10526737.234089999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84561.53962,35604.24208,-2445.66,,48957.29754,3941187.07684,3196891.06221,74912.12419,0,623271.90168,336798.91573,392930.56551,4909.0596,343.12876,1764068.4955,0,656404.8443,14822.07276,14822.07276,0,0,462514.14742,5553.49379,19641.11163,31925.37046,121948.64824,0,21015.57152,66875.59881,,5979240.69738,312458.97654,209288.94371
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",623633.59035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.99896,71.99896,0,,0,13682.04293,10844.28879,4588.875,1.03073,0,0,1432.57306,0,0,4718.13358,103.67642,2819.09263,0,0,0,0,0,0,712.14101,30,1974.47972,102.4719,15.66151,3,,574491.4961,20417.33982,14970.71254
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",7148.83307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-168.64673,-168.64673,0,,0,7317.4798,5519.77184,0,0,5580.91099,0,20.29537,0,0,17.17534,-98.60986,1902.20902,0,0,0,0,1902.20902,0,0,0,0,0,0,-104.50106,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",10454239.664810002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45560.17374,45560.17374,0,,0,7382461.02692,6534392.53659,1585.05386,1633.1808,202743.54619,872069.98048,307373.71685,-984.97948,0,5149844.15312,127.88477,458945.09716,0,0,0,0,16114.0841,31442.73651,99580.53272,82756.13004,229051.61379,0,389867.85599,-744.46282,,2534306.77412,276022.08874,215889.60129
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",8376933.17061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5949.1884,5430.76356,0,,518.42484,171508.4191,134871.76012,1835.49707,689.9003,0,4046.0848,12102.63738,2439.82507,0,86840.85657,26916.95893,26113.92978,103.20221,103.20221,0,0,0,0,18725.87784,121.17502,7163.67471,0,9934.72176,588.00744,,7665163.95285,300017.41033,234294.19993
1216,"Акционерное общество Страховая компания ""Чулпан""",156616.33665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,369.58169,366.49069,181.62209,0,0,184.8686,0,0,0,0,0,3.091,0,0,0,0,0,3.091,0,0,0,0,0,0,,116316.47214,22943.46853,16986.81429
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",2452958.3387400005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,140527.34536,92233.73135,0,0,0,0,0,0,0,92233.73135,0,2526.28465,0,0,0,0,0,0,0,0,2526.28465,0,0,45767.32936,,2095616.77478,125150.93157,91663.28703
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",3570058.95006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3968.81684,3968.81684,0,,0,2146656.51075,2011014.40349,4314.22101,7019.41352,575793.52371,53583.43567,100151.48723,32163.40109,29052.84745,1236981.05277,1007.86849,57919.91784,0,0,0,0,22988.66815,253.90442,4280.08637,19184.07364,10841.12172,372.06354,46152.48262,31569.7068,,1314848.51547,60295.4286,44289.6784
1427,"Акционерное общество ""Московская акционерная страховая компания""",1332692.9965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21032.3867,21032.3867,0,,0,337245.56001,332426.08142,266.69399,39.88308,44543.84228,3155.51466,41752.51075,157.83845,0,242475.79045,34.00776,4819.47859,0,0,0,0,0,137.47003,1934.96117,118.0761,2518.01342,110.95787,0,0,,884747.99196,52203.5664,37463.49143
1587,"Акционерное общество ""Страховое общество ""Талисман""",1921.53189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1921.53189,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",284911.15716999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.77504,640.77504,0,,0,70826.67683,56481.93494,1197.91206,0,0,0,11702.43386,0,0,41486.12385,2095.46517,9969.96111,32.285,32.285,0,0,0,0,609.83701,161.76987,9000.55223,165.517,2.28438,4372.4964,,160392.31809,28598.84096,24452.54625
1820,"Акционерное общество ""ГУТА-Страхование""",16562.96361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,16562.96361,16562.96361,0,0,0,0,0,0,0,16562.96361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1266125.12113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.8302,2014.8302,0,,0,296300.89205,267646.44257,36046.18447,327.60018,1909.81963,3916.65695,54268.0873,4047.71253,0,162193.9828,4936.39871,16276.86912,10.8,10.8,0,0,0,252.92677,2557.4799,599.14379,12856.51866,0,10942.22201,1435.35835,,914438.9854,30139.28942,23231.12406
1858,"Акционерное общество Страховая компания ""Армеец""",159977.74943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,159977.74943,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",6813.06677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6813.06677,0,0
2239,"Акционерное общество ""АльфаСтрахование""",8674953.02579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8867.66892,8867.66892,0,,0,1747436.12432,1376071.79551,0.56514,0,200190.07913,163370.7051,14463.84259,0,0,998046.60355,0,270115.28079,0,0,0,0,35583.6133,6545.84162,13610.6589,0,211729.13481,2646.03216,101249.04802,0,,6521983.39902,231663.07958,165002.75395
2346,"Акционерное общество ""Объединенная страховая компания""",299209.8553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5824.15116,5824.15116,0,,0,98922.46447,96513.08,47197.2838,15.95323,1227.65274,20788.43251,11796.80123,0,0,11993.94882,3493.00767,2409.38447,1198.66823,0,0,0,50.55288,185.51225,0,60.32787,914.32324,0,0,0,,194463.23967,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",264916.47535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.81716,62.81716,0,,0,116539.19035,57496.34715,24348.99459,33.8475,2862.08064,9727.13583,3350.01658,0,0,17071.72172,102.55029,53935.31028,0,0,0,0,0,13077.74226,0,443.85714,40413.71088,0,227.97632,4879.5566,,116352.06096,20808.38203,11154.02485
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",59183.522209999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21967.87814,21967.87814,0,,0,28810.82504,23319.52859,5074.60467,0,152.2487,2598.25541,7128.70277,0,0,7806.84419,558.87285,5488.73842,0,0,0,0,4.40452,287.90127,0,0,5196.43263,0,0,2.55803,,8404.81903,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",28167.20776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28167.20776,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",94690.17786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11873.96014,412.14669,0,,11461.81345,57292.29603,40287.98172,273.10263,48.18645,2963.7082,257.19102,10357.1597,7139.55874,7082.06936,17836.17346,1412.90152,14534.86828,0,0,0,0,3.23454,13.65,0,38.34092,14479.64282,0,1081.46172,1387.98431,,0,14783.40795,10740.51374
3064,"Акционерное общество ""Боровицкое страховое общество""",2627.05614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2627.05614,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",2500634.5378000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.94144,1019.94144,0,,0,264086.75568,192574.60271,9749.64413,24.70324,50043.69317,10495.38119,11968.89495,0,0,108664.38953,1627.8965,53634.13578,25.2,25.2,0,4.82727,1510.26539,19912.29101,3763.68691,1293.76371,27124.10149,0,16992.00064,886.01655,,2152703.10655,48766.51352,34058.22061
3229,"Акционерное общество ""Страховая бизнес группа""",17160.631159999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,6.9,0,,0,7518.81459,7411.15521,759.54182,0,0,20,6141.72511,0,0,489.88828,0,107.65938,0,0,0,0,0,0,0,0,107.65938,0,0,0,,948.27761,5282.46523,3404.17373
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",24591.18676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,758.98262,211.0704,0,0,0,27,18.5,0,0,119.21332,46.35708,547.91222,0,0,0,0,0,52.16276,0,0,495.74946,0,0,0,,20594.70848,1867.89946,1369.5962
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",275235.95889999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,115761.81621,76315.62566,0,0,-1024.96517,2.92736,0,0,0,77337.66347,0,9131.44692,0,0,0,0,0,0,69.76757,0,9061.67935,0,0,30314.74363,,0,92113.25536,67360.88733
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",60649.97451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,44522.39693,44522.39693,0,0,0,0,40860.56812,0,0,3661.82881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,16127.57758,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,200899.52176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,189344.82505,159308.84875,0,0,0,0,154729.75837,0,0,4579.09038,0,5530.26213,0,0,0,0,0,0,0,2970.75325,2559.50888,0,0,24505.71417,,0,11554.69671,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",133111.63220999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.26907,459.26907,0,,0,3037.07782,946.01742,0,0,0,25.33875,609.53246,0,0,240.84854,70.29767,336.0604,0,0,0,0,0,60.03,0,4.98,271.0504,0,0,1755,,129615.28532,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",301433.70932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12306.23463,4980.06335,0,,7326.17128,289127.47469,263868.15232,126185.01373,0,0,0,35387.8154,-45.12207,0,102340.44526,0,24107.48745,896.5863,898.64217,0,0,0,0,0,0,19479.26859,3731.63256,0,1151.83492,,0,0,0
4189,"Общество с ограниченной ответственностью ""Кредендо – Ингосстрах Кредитное Страхование""",1241.62661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1241.62661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.62661,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",3316107.25813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959.86551,1959.86551,0,,0,2335917.37349,1635498.21908,0,1673.02335,241030.08006,52650.38438,445130.46804,4045.04311,4045.04311,890964.5767,4.64344,458977.6832,0,0,0,0,59283.58791,0,4541.63283,-30741.15514,425358.54819,535.06941,90156.01773,151285.45348,,760679.96627,123478.90974,94071.14312
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",88568060.8796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2644474.48092,2358197.08823,0,,286277.39269,85087557.82348,69145194.23099,4630256.3024,109351.79317,4788048.26773,6659938.20883,2489495.19237,3482426.73303,2718871.92215,46734756.99753,250920.73593,9738029.07324,18437.32751,0,0,0,3263823.96709,2714845.30023,0,1588266.40408,2090103.42746,62552.64687,287787.56819,5916546.95106,,836028.5752,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",447416.83579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,447416.83579,356217.89986,7489.58088,7069.51442,0,10336.18184,24833.67002,0,0,278535.70203,27953.25067,36473.67007,0,0,0,67.45464,0,1811.84406,0,0,19163.91573,15430.45564,38793.20497,15932.06089,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
