Сведения о количестве действовавших на конец отчетного периода договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51
2,796,  АВАНГАРД-ГАРАНТ,Москва,380,0,0,0,0,0,380,3,3,0,0,0,377,371,313,0,0,0,0,14,8,44,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,38134,4056,0,0,0,0,38134,36488,6906,0,0,29582,1646,1042,503,0,0,4,10,0,0,165,360,400,0,0,0,0,0,125,123,0,0,2,0,4,270,1,0,204,0,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,124814,0,0,0,0,0,65627,37069,29933,0,0,7136,28558,27394,1285,0,0,1,5,488,0,759,24856,1141,0,0,0,0,0,932,932,0,0,0,0,0,209,0,0,23,0,0,0,59187,58571,401,215,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,1852,0,0,0,0,0,1599,6,6,0,0,0,1593,440,0,0,0,0,71,0,0,367,2,576,0,0,0,0,0,0,0,0,0,0,0,56,520,0,0,577,0,0,0,253,0,253,0,0
6,4210,  АИЖК,Москва,13341,0,0,0,0,0,13341,0,0,0,0,0,13341,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13333,0,0,0,0,0,0,0,0
7,3867,  АК БАРС СТРАХОВАНИЕ,Казань,188958,280,0,0,0,0,188958,89705,88285,0,0,1420,99253,86785,336,0,13,6,4,7293,0,1294,77839,12292,0,0,0,0,0,31,6,0,15,10,1,137,12123,0,0,176,0,0,0,0,0,0,0,0
8,3943,  АК БАРС-МЕД,Казань,17481,16758,0,0,0,0,17481,17481,0,0,0,17481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3572,  АКЦЕПТ,Люберцы,19110,0,0,0,0,0,19110,6930,6930,0,0,0,12180,12180,12177,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,13860519,186,0,0,0,0,12007355,3770546,3668429,0,0,102117,8236809,6440716,162299,440,153,286,316,321,39,15731,6261170,1002788,851,527,0,174,150,66572,66449,0,0,123,139,622,932050,2554,544,792761,0,0,0,1853164,1839200,13086,878,0
12,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,1108160,508,1077621,1077613,0,8,30539,30539,29881,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,290,  АЛЬЯНС,Москва,663081,424,0,0,0,0,661815,548972,531537,256,0,17435,112843,16820,1651,191,56,48,327,2,0,1713,12832,3117,61,0,0,61,0,873,842,0,10,21,24,80,2079,0,184,92722,0,0,0,1266,0,1023,243,0
15,3828,  АЛЬЯНС ЖИЗНЬ,Москва,51289,0,29842,29825,3621,17,21447,21447,16534,0,0,4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2699,  АЛЬЯНС-МЕД,Сызрань,611,566,0,0,0,0,611,611,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,436,  АМТ СТРАХОВАНИЕ,Москва,302,190,0,0,0,0,302,2,2,0,0,0,300,73,0,0,0,73,0,0,0,0,0,227,225,0,0,0,225,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,66,  АНГАРА,Братск,152080,0,0,0,0,0,53079,48755,44604,0,0,4151,4324,4032,339,0,0,0,0,0,0,297,3396,250,0,0,0,0,0,85,85,0,0,0,0,0,165,0,0,42,0,0,0,99001,99001,0,0,0
19,2982,  АНДРОМЕДА,Москва,356,0,0,0,0,0,356,0,0,0,0,0,356,183,0,0,0,0,0,0,0,183,0,173,0,0,0,0,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,0,0,0,0,0
20,1858,  АРМЕЕЦ,Москва,282436,10580,0,0,0,0,104122,72179,60692,0,0,11487,31943,27064,3397,0,2,2,3,0,0,365,23295,4859,13,0,0,13,0,10,10,0,0,0,3,345,4488,0,0,20,0,0,0,178314,178314,0,0,0
21,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3193,  АРСЕНАЛЪ,Москва,69168,0,0,0,0,0,69168,26474,13970,0,0,12504,42694,3830,0,0,56,31,14,0,0,722,3007,6030,0,0,0,0,0,252,0,0,25,227,1,0,1864,3913,0,32834,0,0,0,0,0,0,0,0
23,2489,  АСКО,Набережные Челны,551587,0,0,0,0,0,285621,226890,168938,0,0,57952,58731,50830,2634,0,1,1,37,261,50,1814,46082,7535,0,0,0,0,0,479,470,0,0,9,8,552,6443,53,0,366,0,0,0,265966,264773,713,480,0
24,3999,  АСКО-ЖИЗНЬ,Набережные Челны,162413,0,160088,160088,0,0,2325,2325,2325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1894,  АСКО-ЗАБОТА,Омск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,278,  АСКОМЕД,Самара,193,0,0,0,0,0,193,193,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,3767,  АСКОР,Москва,1326,0,0,0,0,0,1326,523,523,0,0,0,803,478,417,0,0,0,0,0,0,42,19,325,43,43,0,0,0,280,280,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
28,2144,  АСКО-ЦЕНТР,Курск,102791,0,0,0,0,0,102791,63533,61498,0,0,2035,39258,39142,37404,0,0,0,0,49,0,936,753,116,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0
29,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,758,  АСТРА-МЕТАЛЛ,Магнитогорск,112483,0,0,0,0,0,112483,112483,0,0,0,112483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2619,  АСТРО-ВОЛГА,Самара,93956,0,0,0,0,0,24785,18158,18128,0,0,30,6627,5080,1168,0,0,8,147,4,0,149,3604,1546,0,0,0,0,0,13,13,0,0,0,0,5,1526,2,0,1,0,0,0,69171,69171,0,0,0
32,2684,  АСТРО-ВОЛГА-МЕД,Самара,425,406,0,0,0,0,425,425,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,62,0,0,0,0,0,62,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
34,518,  БАСК,Белово,64717,0,0,0,0,0,19636,18307,14246,0,0,4061,1329,1109,148,0,0,0,51,0,0,111,799,184,3,3,0,0,0,0,0,0,0,0,0,2,179,0,0,36,0,0,0,45081,44697,384,0,0
35,3487,  БИН СТРАХОВАНИЕ,Москва,255681,34967,0,0,0,0,236973,130192,46159,0,0,84033,106781,51484,324,1,3,5,15,3,0,1303,49830,40360,0,0,0,0,0,96,91,0,5,0,1,1760,35354,3149,5,14932,0,0,0,18708,16211,1278,1219,0
36,3991,  БЛАГОСОСТОЯНИЕ,Москва,367045,0,9841,6705,0,3136,357204,357204,349485,0,0,7719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,684595,0,0,0,0,0,684595,132352,114635,0,0,17717,552243,286382,0,0,0,0,0,0,0,0,286382,182982,0,0,0,0,0,0,0,0,0,0,0,0,182982,0,0,82879,0,0,0,0,0,0,0,0
38,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,387,0,0,0,0,0,291,161,3,0,0,158,130,41,3,0,0,0,0,0,0,9,29,87,0,0,0,0,0,1,1,0,0,0,0,34,52,0,0,2,0,0,0,96,96,0,0,0
39,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,17349,0,0,0,0,0,17349,956,251,0,0,705,16393,2435,679,0,0,0,482,0,0,850,424,13783,0,0,0,0,0,292,292,0,0,0,0,4,13486,1,165,10,0,0,0,0,0,0,0,0
40,3245,  ВЕРНА,Краснодар,82707,0,0,0,0,0,45862,22395,15455,0,0,6940,23467,8007,555,0,0,3,0,11,7,524,6914,15437,15,15,0,0,0,8,8,0,0,0,0,245,4839,10330,0,23,0,0,0,36845,36845,0,0,0
41,4170,  ВИС,Махачкала,310,0,0,0,0,0,310,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0
42,3561,  ВИТАЛ-ПОЛИС,Москва,133,0,0,0,0,0,133,52,3,0,0,49,81,66,38,0,0,0,0,0,0,3,25,15,0,0,0,0,0,9,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
43,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,4038,0,2909,2905,20,4,1129,1129,1126,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1440,  ВОЗРОЖДЕНИЕ-КРЕДИТ,Красноярск,10195,0,0,0,0,0,10195,8798,8788,0,0,10,1397,1213,83,0,0,0,0,0,0,67,1063,184,1,1,0,0,0,13,12,0,1,0,0,0,169,1,0,0,0,0,0,0,0,0,0,0
45,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,330,0,0,0,0,0,330,330,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,433,  ВОСТСИБЖАСО,Иркутск,43060,0,0,0,0,0,43060,29535,28903,0,0,632,13525,12493,174,0,0,0,74,0,0,363,11882,1024,0,0,0,0,0,3,3,0,0,0,0,0,1021,0,0,8,0,0,0,0,0,0,0,0
47,621,  ВСК,Москва,6168110,277326,0,0,0,0,3138908,1665870,901808,0,0,764062,1473038,1186359,242726,78,101,0,610,1777,20,32553,908514,251650,606,606,0,0,0,69738,69328,0,394,16,306,507,153802,26691,69,34960,0,0,0,3029202,2994151,28394,6657,0
48,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,4441,0,4440,4383,0,57,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,3978,  ВСК-МИЛОСЕРДИЕ,Москва,5,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,257,  ВТБ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3398,  ВТБ СТРАХОВАНИЕ,Москва,9327403,0,0,0,0,0,9265687,2643057,2313322,0,0,329735,6622630,4629997,7462,278,78,56,3258,1,0,13711,4605153,703856,58,0,0,58,0,5202,5178,1,13,10,16,3010,687167,8403,43,1288734,0,0,0,61716,56455,4587,674,0
52,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,26979,122,26904,26900,7000,4,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,3780,  ВЫРУЧИМ!,Екатеринбург,49017,0,0,0,0,0,49017,47410,47130,0,0,280,1607,1442,1136,0,0,0,0,0,0,35,271,155,0,0,0,0,0,5,5,0,0,0,0,4,146,0,0,10,0,0,0,0,0,0,0,0
54,630,  ГАЙДЕ,Санкт-Петербург,186786,0,0,0,0,0,93824,65337,34626,0,0,30711,28487,22330,12327,0,0,15,490,4,0,885,8609,5331,0,0,0,0,0,3422,3422,0,0,0,0,14,935,960,0,826,0,0,0,92962,91879,63,1020,0
55,3908,  ГАЛАКТИКА,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,397,  ГЕЛИОС,Москва,934897,0,0,0,0,0,769471,385544,349718,0,0,35826,383927,176528,4418,4,5,22,300,0,0,6511,165268,107871,17,0,0,14,3,18895,18892,0,2,1,12,118,88500,329,0,99528,0,0,0,165426,164736,690,0,0
58,2397,  ГЕОПОЛИС,Москва,14256,0,0,0,0,0,9264,273,40,0,0,233,8991,8032,5068,0,0,0,0,0,0,109,2855,959,0,0,0,0,0,863,863,0,0,0,0,0,96,0,0,0,0,0,0,4992,4992,0,0,0
59,448,  ГЕОПОЛИС,Москва,20346,0,518,0,0,518,19828,19828,59,0,0,19769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,279,244,0,0,0,0,279,279,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,292,0,0,0,0,0,292,112,110,0,0,2,180,108,82,0,0,1,0,0,0,15,10,72,5,0,0,0,5,47,47,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
62,2042,  ГРАНТА,Казань,8411,0,0,0,0,0,8411,2047,1953,0,0,94,6364,4770,3984,0,0,1,3,0,0,189,593,989,0,0,0,0,0,1,0,0,0,1,1,647,340,0,0,605,0,0,0,0,0,0,0,0
63,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,1606001,959,0,0,0,0,936331,625937,159548,0,0,466389,310394,216513,144241,21,0,103,2154,0,0,6053,63941,79849,147,147,0,0,0,55090,55062,0,0,28,18,201,24392,1,0,14032,0,0,0,669670,667396,2192,82,0
64,1820,  ГУТА-СТРАХОВАНИЕ,Москва,7190,0,0,0,0,0,7190,3847,3816,0,0,31,3343,1712,108,0,0,1,0,4,4,255,1344,157,0,0,0,0,0,1,0,0,0,1,2,0,42,112,0,1474,0,0,0,0,0,0,0,0
65,2214,  ДАЛЬАКФЕС,Владивосток,86644,0,0,0,0,0,7620,3921,3908,0,0,13,3699,2886,635,0,0,4,56,0,0,808,1383,801,25,0,0,0,25,0,0,0,0,0,0,3,773,0,12,0,0,0,0,79024,79024,0,0,0
66,55,  ДАЛЬЖАСО,Хабаровск,28650,0,0,0,0,0,28650,25372,11739,0,0,13633,3278,2682,181,0,0,2,915,0,0,441,1143,596,4,4,0,0,0,3,0,0,0,3,0,0,370,219,0,0,0,0,0,0,0,0,0,0
67,525,  ДАЛЬ-РОСМЕД,Хабаровск,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,136682,2427,0,0,0,0,57916,48834,48678,0,0,156,9082,2581,411,0,0,0,37,0,0,215,1918,6497,0,0,0,0,0,6313,6313,0,0,0,0,12,172,0,0,4,0,0,0,78766,78766,0,0,0
69,3870,  ДЕЛО ЖИЗНИ,Москва,23467,0,11449,11449,0,0,12018,12018,12018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1363,  ДИАМАНТ,Москва,430,0,0,0,0,0,430,162,162,0,0,0,268,148,123,0,0,0,0,0,0,3,22,120,0,0,0,0,0,51,51,0,0,0,0,0,21,48,0,0,0,0,0,0,0,0,0,0
71,206,  ДИАНА,Ангарск,31706,0,0,0,0,0,31706,26377,3990,0,0,22387,5329,4883,63,0,0,0,0,0,0,386,4434,446,0,0,0,0,0,0,0,0,0,0,12,21,413,0,0,0,0,0,0,0,0,0,0,0
72,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,273669,0,0,0,0,0,273669,62629,57593,0,0,5036,211040,88123,0,0,0,0,450,0,0,1608,86065,81416,0,0,0,0,0,0,0,0,0,0,0,0,81416,0,0,41501,0,0,0,0,0,0,0,0
73,3954,  ЕВРОИНС,Смоленск,224296,969,0,0,0,0,78385,28659,24283,0,0,4376,49726,9706,2156,0,0,0,8,2454,0,160,4928,4473,0,0,0,0,0,35,35,0,0,0,0,168,3754,516,3,35544,0,0,0,145911,145911,0,0,0
74,990,  ЕВРОПА,Лобня,1230,0,0,0,0,0,1230,413,408,0,0,5,817,297,70,0,0,0,90,23,23,66,48,495,0,0,0,0,0,39,39,0,0,0,28,11,401,16,0,25,0,0,0,0,0,0,0,0
75,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,39083,0,0,0,0,0,39083,38543,38543,0,0,0,540,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,452,0,0,0,0,0,0,0,0
76,4307,  ЕСЕЯ,Казань,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,263,  ЖАСО,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,4003,  ЖАСО-ЛАЙФ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,48537,0,0,0,0,0,48537,40886,40075,0,0,811,7651,7586,37,310,0,0,6794,0,0,81,364,65,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
80,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,1107787,17406,0,0,0,0,819141,226354,159670,0,0,66684,592787,318446,67095,5,0,0,474,1902,0,14198,234772,153757,0,0,0,0,0,2370,2370,0,0,0,1,65,151259,62,5,120579,0,0,0,288646,284458,2916,1272,0
83,3616,  ИНВЕСТ-ПОЛИС,Королев,91,0,0,0,0,0,91,0,0,0,0,0,91,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
