Сведения о количестве урегулированных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
2,4179," ООО ""СК"" Райффайзен Лайф""",Москва,702,10,662,662,239,-,40,40,39,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,0191,"АО  ""Тинькофф  Страхование""",Москва,5620,-,-,-,-,-,3625,548,548,-,-,-,3077,3023,2987,-,-,-,-,-,-,-,36,13,9,9,-,-,-,-,-,-,4,-,-,41,-,-,-,1995,1995,-,-,-
4,0212,"АО  ""Цюрих надежное страхование""",Москва,165,18,-,-,-,-,165,-,-,-,-,-,165,85,2,-,-,-,38,-,-,45,-,45,-,-,-,-,-,-,-,2,43,-,35,-,-,-,-,-,-,-,-,-
5,3991,"АО  СК  ""Ренессанс здоровье""",Москва,2146,44,359,228,-,131,1787,1787,1535,-,-,252,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,3947,"АО ""АИГ""",Москва,36,-,-,-,-,-,36,1,1,-,-,-,35,28,-,-,-,-,25,-,-,3,-,5,2,2,-,-,-,-,-,-,3,-,-,2,-,-,-,-,-,-,-,-
7,2239,"АО ""АльфаСтрахование""",Москва,1507427,72,-,-,-,-,1415167,1371269,2160,-,-,1369109,43898,32212,20914,23,6,11,43,4,-,377,10834,942,614,437,177,-,104,13,-,10,198,3,4,10740,-,-,-,92260,92158,3,99,-
8,3064,"АО ""Боровицкое страховое общество""",Москва,618,261,-,-,-,-,318,278,1,-,-,277,40,40,39,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300,300,-,-,-
9,0433,"АО ""ВостСибЖАСО""",Иркутск,315,-,-,-,-,-,315,281,279,-,-,2,34,32,4,-,-,-,-,-,-,1,27,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
10,1284,"АО ""Группа Ренессанс Страхование""",Москва,139857,3456,-,-,-,-,123122,95268,880,-,-,94388,27854,25593,16963,-,-,3,8252,-,-,108,267,377,304,304,-,-,-,-,-,5,68,-,-,1884,-,-,-,16735,16728,-,7,-
11,4014,"АО ""ГСК ""Югория-Жизнь""",Ханты-Мансийск,43,-,39,39,-,-,4,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,19716,-,-,-,-,-,7081,2701,1477,-,-,1224,4380,4356,4230,-,-,-,1,8,-,15,102,23,-,-,-,-,-,-,-,-,15,8,-,1,-,-,-,12635,12633,-,2,-
13,2071,"АО ""ГСМК""",Санкт-Петербург,1425,32,-,-,-,-,1425,1425,-,-,-,1425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,1820,"АО ""ГУТА-Страхование""",Москва,179,-,-,-,-,-,75,43,1,-,-,42,32,31,29,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,104,103,1,-,-
15,1412,"АО ""Д2  Страхование""",Новосибирск,233,7,-,-,-,-,233,149,109,-,-,40,84,81,-,-,-,-,1,-,-,6,74,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
16,0055,"АО ""ДальЖАСО""",Хабаровск,1169,-,-,-,-,-,1169,1125,105,-,-,1020,44,44,37,-,-,-,2,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,14866,-,-,-,-,-,14866,14612,14612,-,-,-,254,-,-,-,-,-,-,-,-,-,-,248,-,-,-,-,-,-,-,-,-,248,-,6,-,-,-,-,-,-,-,-
18,1427,"АО ""МАКС""",Москва,80411,-,-,-,-,-,52334,48224,423,-,-,47801,4110,3960,3711,0,1,0,0,0,-,85,163,148,74,74,-,-,0,0,0,2,71,1,0,2,423,423,-,27654,27592,0,62,-
19,3256,"АО ""МетЛайф""",Москва,129627,-,1741,1741,1183,-,127886,127886,1615,-,-,126271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,3116,"АО ""НАСКО""",Казань,21286,-,-,-,-,-,3097,1857,936,-,-,921,1240,1121,859,-,-,-,-,65,-,21,176,75,-,-,-,-,-,-,-,3,66,6,17,27,-,-,-,18189,18159,-,30,-
21,2346,"АО ""ОСК""",Самара,6506,0,-,0,0,0,2278,867,235,0,0,632,1411,1401,1326,0,0,3,1,0,0,7,64,9,2,2,-,0,0,0,0,5,2,0,0,1,-,0,-,4228,4224,0,4,-
22,3748,"АО ""Русский Стандарт Страхование""",Москва,534,-,74,74,-,-,460,460,227,-,-,233,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,3889,"АО ""СГ ""ПРЕСТИЖ-ПОЛИС""",Москва,1,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,1207,"АО ""СК  БЛАГОСОСТОЯНИЕ ОС""",Москва,2016,4,-,-,-,-,2016,211,178,-,-,33,1805,1675,1,-,-,-,-,-,-,-,1674,5,-,-,-,-,-,-,-,-,5,-,-,125,-,-,-,-,-,-,-,-
25,2619,"АО ""СК ""Астро-Волга""",Самара,5180,-,-,-,-,-,1364,1258,87,-,-,1171,106,105,101,-,-,-,-,-,-,-,4,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,3816,3816,-,-,-
26,0507,"АО ""СК ""Колымская""",Хабаровск,1591,8,1208,1186,-,22,383,383,374,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,0915,"АО ""СК ""ПАРИ""",Москва,11214,-,-,-,-,-,10582,9126,88,-,-,9038,1456,1271,610,1,1,-,557,-,-,59,43,136,1,1,-,-,-,-,-,-,135,-,-,49,-,-,-,632,628,-,4,-
28,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,1678,-,-,-,-,-,1678,1678,-,-,-,1678,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,17025,-,-,-,-,-,11654,10341,113,-,-,10228,1313,1293,1251,-,-,-,1,-,-,14,27,13,13,13,-,-,-,-,-,-,-,-,-,7,-,-,-,5371,5338,-,33,-
30,2359,"АО ""СК УСПЕХ""",Москва,178,-,-,-,-,-,178,177,-,-,-,177,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,2873,"АО ""СМК ""Сахамедстрах""",Якутск,2250,1457,-,-,-,-,2250,2250,-,-,-,2250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,1587,"АО ""СО ""Талисман""",Казань,2811,-,-,-,-,-,139,38,38,-,-,-,101,100,98,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2672,2672,-,-,-
33,1208,"АО ""СОГАЗ""",Москва,3961281,-,-,-,-,-,3876270,3862497,15213,-,-,3847284,13773,11942,6827,325,27,21,61,3,-,1275,3403,853,82,82,-,1,50,10,15,44,650,1,8,970,5243,5243,-,79768,78659,354,755,-
34,3229,"АО ""Страховая бизнес группа""",Воронеж,1167,-,-,-,-,-,611,590,114,-,-,476,21,3,2,-,-,-,-,-,-,1,-,18,-,-,-,-,-,-,-,-,17,1,-,-,-,-,-,556,537,-,19,-
35,0796,"АО ""Страховая группа  АВАНГАРД - ГАРАНТ""",Москва,9,-,-,-,-,-,9,-,-,-,-,-,9,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,2354,"АО ""Страховая группа ""Спасские ворота-М""",Москва,1991,-,-,-,-,-,1991,1991,-,-,-,1991,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,0983,"АО ""Страховая группа ""УралСиб""",Москва,256,1,-,-,-,-,254,204,60,-,-,144,50,34,3,-,-,-,3,-,-,7,21,16,-,-,-,-,-,-,-,-,16,-,-,-,1,1,-,1,-,-,1,-
38,3390,"АО ""Страховая Компания  ""ПОЛИС-ГАРАНТ""",Москва,1908,-,-,-,-,-,1472,1229,3,-,-,1226,243,236,234,-,-,-,-,-,-,-,2,3,3,3,-,-,-,-,-,-,-,-,-,4,-,-,-,436,436,-,-,-
39,3230,"АО ""Страховая компания  ""СОГАЗ-Мед""",Москва,400,-,-,-,-,-,400,400,-,-,-,400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,654,-,-,-,-,-,654,640,63,-,-,577,14,12,6,-,-,-,-,-,-,4,2,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
41,2144,"АО ""Страховая компания АСКО-Центр""",Курск,170,33,-,-,-,-,170,135,8,-,-,127,35,34,29,-,-,-,-,-,-,5,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
42,3987,"АО ""УРАЛСИБ Жизнь""",Москва,528,-,512,224,16,288,16,16,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,3995,АО ВТБ Страхование жизни,Москва,2082,9,2063,2051,-,12,19,19,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,3300,"АО СГ ""Спасские ворота""",Салехард,2745,87,-,-,-,-,2573,2548,4,-,-,2544,25,22,4,-,-,-,17,-,-,1,-,3,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,172,170,-,2,-
45,1858,"АО СК "" Армеец""",Москва,2900,57,-,-,-,-,338,251,81,-,-,170,87,72,61,-,-,-,-,-,-,2,9,15,-,-,-,-,-,-,-,-,2,13,-,-,-,-,-,2562,2562,-,-,-
46,0290,"АО СК ""Альянс""",Москва,3308,13,-,-,-,-,3305,909,819,3,-,90,2396,611,35,9,-,5,465,-,-,83,14,65,36,35,1,-,5,-,-,-,24,-,-,1720,-,-,-,3,-,-,3,-
47,0278,"АО СК ""АСКОМЕД""",Самара,1279,-,-,-,-,-,1279,1279,-,-,-,1279,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,0518,"АО СК ""БАСК""",Белово,12759,-,-,-,-,-,11576,11555,83,-,-,11472,21,20,19,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1183,1183,-,-,-
49,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,1754,191,-,-,-,-,188,85,85,-,-,-,103,64,58,-,-,-,-,-,-,-,6,39,39,-,39,-,-,-,-,-,-,-,-,-,-,-,-,1566,1566,-,-,-
50,2447,"АО СК ""ЖСФ""",Нижний Новгород,16,-,-,-,-,-,16,15,15,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,0425,"АО СК ""Ингвар""",Москва,256,-,-,-,-,-,256,-,-,-,-,-,256,256,-,-,-,-,256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,2947,"АО СК ""РСХБ-Страхование""",Москва,2693,-,-,-,-,-,2693,1928,1887,-,-,41,765,715,129,-,-,-,-,18,6,55,513,38,-,-,-,-,-,-,-,-,38,-,8,4,-,-,-,-,-,-,-,-
53,3983,"АО СК ""Стерх""",Якутск,6435,-,-,-,-,-,422,256,255,-,-,1,166,150,74,-,1,-,-,-,-,61,14,16,-,-,-,-,4,-,-,-,12,-,-,-,-,-,-,6013,6013,-,-,-
54,1216,"АО СК ""Чулпан""",Альметьевск,5248,-,-,-,-,-,2179,1992,425,-,-,1567,187,185,166,-,-,-,-,3,-,4,12,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,3069,3068,1,-,-
55,4209,"ЗАО ""Кофас Рус Страховая Компания""",Москва,9,-,-,-,-,-,9,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-
56,2733,"ЗАО ""СК ""Резерв""",Хабаровск,148,-,-,-,-,-,148,147,147,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
57,2284,"ЗАО ГСАО ""Плато""",Москва,10,-,-,-,-,-,10,9,8,-,-,1,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
58,1675,Либерти Страхование (АО),Санкт-Петербург,24621,128,-,-,-,-,22660,20583,111,-,-,20472,2077,2054,1978,-,-,1,27,-,-,24,24,12,5,5,-,-,-,-,-,1,5,1,2,9,-,-,-,1961,1961,-,0,-
59,4349,"НКО ""МОВС""",Санкт-Петербург,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
60,4314,"НКО ""ПОВС застройщиков""",Москва,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
61,4301,НКО НОВС,Камышин,11,-,-,-,-,-,11,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-
62,4202,"НКО ОВС ""Саклау""",Казань,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
63,4360,"НКО ПОВС ""P2P страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,4169,"НКО ПОВС ""ГарантИнвест""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,1,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,6,-,-,-,-,-,6,-,-,-,-,-,6,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,3,-,-,-,-,-,3,-,-,-,-,-,3,3,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
69,4362,НКО ПОВС «Содружество»,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70,2708,"ОАО ""ЧСК""",Москва,42798,-,-,-,-,-,42452,42451,39,-,-,42412,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,343,343,-,3,-,-,3,-
71,1083,"ООО  ""Зетта Страхование""",Москва,9287,485,-,-,-,-,5125,1521,560,-,-,961,3604,3412,2889,-,-,-,3,13,-,223,284,31,4,4,-,-,-,-,-,-,27,-,-,161,-,-,-,4162,4141,4,17,-
72,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,787,-,-,-,-,-,631,58,8,-,-,50,573,572,572,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,156,156,-,-,-
73,3828,"ООО  СК ""Альянс Жизнь""",Москва,94215,4,1396,1395,11,1,92819,92819,130,-,-,92689,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,3692,"ООО  СК ""Сбербанк страхование жизни""",Москва,27775,-,22368,22368,16398,-,5407,5407,5248,-,-,159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
75,2496,"ООО ""Абсолют Страхование""     ",Москва,6350,464,-,-,-,-,5816,5236,618,-,-,4618,580,545,410,-,-,9,20,-,-,50,56,32,3,3,-,-,-,4,-,6,19,-,-,3,-,-,-,534,534,-,-,-
76,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,2542,10,-,-,-,0,2542,2491,23,-,-,2468,51,49,38,-,-,-,1,-,-,8,2,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,0,0,0,-
77,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,1563,-,-,-,-,-,1563,1182,1176,-,-,6,381,358,26,-,-,-,5,95,-,5,227,23,-,-,-,-,1,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-
78,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,12712,80,12547,12523,490,24,165,165,21,-,-,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,0436,"ООО ""АМТ Страхование""",Москва,3,3,-,-,-,-,3,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
80,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,4,-,-,-,-,-,4,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-
81,3487,"ООО ""БИН Страхование""",Москва,140,-,-,-,-,-,139,32,31,-,-,1,107,20,5,-,-,-,1,-,-,6,8,44,3,3,-,-,1,-,-,1,39,-,-,43,-,-,-,1,-,-,1,-
82,3799,"ООО ""БСД""",Москва,3986,-,-,-,-,-,3986,3935,1,-,-,3934,51,43,38,-,-,-,-,-,-,5,-,8,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-
83,3826,"ООО ""Вита-страхование""",Сургут,1340,-,263,254,-,9,1077,1077,18,-,-,1059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
84,3866,"ООО ""ВСК-Линия жизни""",Москва,1577,-,309,125,-,184,36,36,36,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1232,1232,-,-,-,-,-,-
85,3978,"ООО ""ВСК-Милосердие""",Москва,509,-,-,-,-,-,509,509,-,-,-,509,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
86,3535,"ООО ""ИНКОР Страхование""",Дмитров,163,-,-,-,-,-,163,44,9,-,-,35,119,118,108,-,-,-,-,-,-,4,6,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
87,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,19626,16,13845,13799,159,46,5781,5781,5175,-,-,606,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
88,3993,"ООО ""Компания Банковского Страхования""",Москва,129,-,-,-,-,-,129,1,-,-,-,1,128,8,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,120,-,-,-,-,-,-,-,-
89,4326,"ООО ""КПСК"" ",Симферополь,179,-,-,-,-,-,179,162,16,-,-,146,17,17,3,-,-,-,-,-,-,4,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,3059,"ООО ""КПТС""",Новокузнецк,3,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,4189,"ООО ""Кредендо – Ингосстрах  Кредитное Страхование""",Москва,17,-,-,-,-,-,17,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-
