"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0013,"Общество с ограниченной ответственностью ""Страховая компания ""РЕСО-Шанс""",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,2,3,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
0141,"Страховое Акционерное Общество ""Медэкспресс""",8231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328,560,,,,257,,303,1768,137,728,903,917,745,440,440,,,,,,,,,,,,,,,,,,,55,,,55,250,,,250,172,57,57,,,,,,,,,,,,,,,115,,,,,115,,,,,,,,,,,,,,,,,,,,,,,,4986,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Акционерное общество ""Тинькофф Страхование""",1882464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633475,633475,116869,,,,,516606,,,,,523619,324790,144656,144656,,,,,,,,,,,,,,,,,,,,,,,180134,180131,,3,25134,8301,8301,,,,,,,,,,,,,,,16833,,,,,16833,,,,,,,,,,,,173695,99346,,74349,,,,,,,,,725370,,,,,,,,,,,,,,,,,,,,,,,,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",60261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55344,12701,,,,1001,,11700,42643,69,333,42241,4917,3914,73,60,13,,4,,,,14,,,,,,,,,,,,437,,3,434,3386,1999,277,1110,1003,1,1,,,,5,,,,5,,,5,11,,11,971,256,,1,1,713,10,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212,"Акционерное общество Страховая компания ""Цюрих""",1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,6,,,,,1146,344,,,,,,,,,124,,,,,,,,,,,,220,,60,160,,,,,505,3,3,,,,,,,,,,,,153,153,,349,21,,,,328,,,,,,,,,,,99,198,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290,"Акционерное общество Страховая компания ""Альянс""",179148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73276,8630,,,143,,,8487,64646,64646,,,104896,15870,3,3,,73,,24,24,,109,,,,,,,,,,,,2269,3,192,2074,13392,614,,12778,2647,2,2,,,,3,,,,15,,,15,163,,163,2464,28,,,,2436,,,,,,,,,,,124,86255,,,86255,,,,,,,,,,745,745,,,,231,,,,,,,231,,,,,,,,,,,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",51520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51189,52,,,,1,,51,51137,,,51137,331,176,7,7,,,,,,,,,,,,,,,,,,,25,,,25,144,,,144,64,1,1,,,,,,,,,,,,,,,28,,,,,28,35,,,,,,,,3,32,,91,70,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",1240983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572690,544589,,,,,,544589,28101,,1976,26125,102503,57899,39632,39632,,,1,8,,8,52,74,71,65,,6,,3,3,,,,3109,,85,3024,15023,4503,239,10281,39859,29748,29748,,,,57,404,,404,12,,,12,62,,62,9504,114,,124,,9266,72,,,,,,,,48,24,,4745,,,4745,,,,,,,,,565790,,,,,,,,,,,,,,,,,,,,,,,,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,664,,,,,,664,,,,,1044,580,,,,,,64,64,,3,,,,,,,,,,,,63,,,63,450,450,,,330,,,,,,,307,,307,,,,,,,,23,,,,,23,,,,,,,,,,,,134,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,"Страховое Акционерное Общество ""Геополис""",568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,511,,,,,511,,,,,,,57,10,,,,,,10,47,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0518,"Акционерное общество Страховая компания ""БАСК""",93955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12796,7297,,,,,,7297,5499,,,5499,16833,16647,15534,15534,,,,,,,137,,,,,,,,,,,,109,,,109,867,687,177,3,168,1,1,,,,,,,,,,,,,,,167,,,3,,164,,,,,,,,,,,,18,,,18,,,,,,,,,64000,326,326,,,,,,,,,,,,,,,,,,,,,,
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",6596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1122,,,,,,1122,78,,,78,5396,3128,3126,3126,,,,,,,,,,,,,,,,,,,,,,,2,,,2,2268,2268,2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",176056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42320,32683,8,,,,,32675,9637,,4293,5344,51147,50743,23336,23336,,,,2,,2,7,291,,,,,,291,,,291,,665,,,665,26442,10214,8720,7508,404,30,30,,,,,,,,,,,,,,,374,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,82589,,,,,,,,,,,,,,,,,,,,,,,,
0621,"Страховое акционерное общество ""ВСК""",12618153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3475123,1869741,101033,54,33,4635,,1763986,1605382,,102252,1503130,6041844,5448789,501045,501045,,643,210,297,297,,794348,1108,311,96,,213,2,797,21,,770,6,44393,1153,10810,32430,4106745,760886,3345859,,178427,65305,53187,12118,,,767,482,482,,222,48,,174,564,564,,109756,7755,729,3194,297,97781,1331,,,,,,1306,,19,6,111,414517,,85,414432,,,,,,,,,3061617,32041,22038,1146,843,8014,7528,4,1,3,11,4,7,116,103,95,8,7283,2126,842,1391,2924,8,3,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",548805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173949,127001,,,,,,127001,46948,9501,,37447,124308,112665,94772,94772,,37,,12,,12,835,,,,,,,,,,,,1376,,,1376,15633,4590,,11043,4944,1173,1173,,,,,,,,,,,,6,,6,2887,,,,,2887,878,,,,,,,,878,,,6699,,,6699,,,,,,,,,247522,1854,1854,,,,1172,,,,,,,,,,,1172,,,1172,,,,
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",220505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154836,140223,74,,,49,,140100,14613,362,4182,10069,65669,40857,,,,,,,,,215,,,,,,,,,,,,7020,,,7020,33622,268,3406,29948,8083,,,,,,,,,,18,18,,,,,,7601,,,,,7601,464,,,,,,408,,,56,,16729,74,,16655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,6,,,,,,,476,476,263,263,,,,,,,,34,34,32,,2,,,,,,,179,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",694213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188320,156722,,,,,,156722,31598,,8540,23058,481627,432532,6134,6134,,35,25,58,,58,231433,,,,,,,,,,,,11831,3595,430,7806,183016,6532,10549,165935,17486,4707,4707,,,,41,205,,205,30,30,,,591,56,535,11495,342,,46,11,11096,417,,,,,,326,,91,,55,31554,17578,102,13874,,,,,,,,,22444,1648,546,16,40,1046,174,,,,4,,4,5,31,22,9,133,44,55,22,12,1,,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",9030174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470313,930298,5405,1964,1254,21,,921654,540015,45041,4080,490894,2627965,2079010,657350,657350,,701,380,920,708,212,80707,132,28,17,,11,,104,,,104,,75752,,7738,68014,1263068,430735,326149,506184,424167,149330,149330,,,1,2025,1161,842,319,310,142,4,164,2687,35,2652,267894,7208,2879,2967,210,254630,759,,9,,,,,,550,200,485,124303,2501,,121802,,,,,,,,,4880214,40053,24701,1434,1285,12633,11629,4,1,3,33,6,27,139,167,127,40,11232,4835,3634,920,1843,33,19,2
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1269862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231204,198098,111,,,906,,197081,33106,3651,674,28781,444665,372436,124627,124627,,12,,,,,135,1981,,,,,,1981,,,1981,,10692,,975,9717,234989,194359,36787,3843,39104,12180,3143,9037,,,,,,,41,41,,,97,89,8,26518,7981,,220,34,18283,268,,,,104,,,,9,155,19,33106,7636,,25470,,,,,,,,,589539,3165,1457,75,159,1474,1289,,,,,,,14,36,35,1,1239,487,355,104,293,,,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",247954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205015,20896,45,,,,,20851,184119,,,184119,42939,25766,4684,4684,,,42,1,,1,399,,,,,,,,,,,,770,,4,766,19870,124,,19746,9728,636,636,,,,153,,,,,,,,8534,,8534,,,,,,,405,,,,,,,,300,105,,7445,30,126,7289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",9655169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4677511,3850836,6432,8287,2,12823,2,3823290,826675,,11909,814766,2687405,1501294,208161,185893,22268,2023,455,270,195,75,1995,161,13,,,13,,148,,,148,,28275,,8775,19500,1259954,36969,3,1222982,546794,34965,34965,,,9,591,313,220,93,632,34,193,405,5158,486,4672,504736,4900,302,295,71,499168,390,,3,56,,4,134,,23,170,1458,637859,74935,15,562909,,,,,,,,,2232163,51318,36553,1044,6092,7629,6772,13,1,12,21,3,18,17,63,57,6,6631,2109,674,533,3315,11,16,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",11087794,1251,1155,786,,,,,,,,,,,,,3,,,,,3,783,,,,,783,,,,,,,369,,,,,,,2,,,,,2,288,,,,,288,79,,,,,79,,,,,,,96,5,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,91,,,,,,,,,,,,,91,,,,,91,,,,,,,,,,,,,923,923,,,,,923,,,,,,,1643079,960483,640,66,37,20168,,939572,682596,22636,18997,640963,3605571,2554289,661801,661801,,156,2,4,4,,6429,457,,,,,,457,,,457,,73030,,23040,49990,1812410,490251,635796,686363,611869,218638,193620,25018,,1,88,39,4,35,100,15,,85,768,768,,391860,3109,735,1830,248,385938,375,,,,,,,,21,354,4724,434689,950,102,433637,,,,,,,,,5803727,29507,13946,637,610,14314,3736,2,,2,,,,9,20,13,7,3703,1340,1379,502,482,,2,
1216,"Акционерное общество Страховая компания ""Чулпан""",204690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40211,39897,,,,98,,39799,314,2,312,,21654,12637,1049,1049,,,,3,,3,7,316,,,,,,316,,,316,,225,,3,222,11037,2343,8551,143,9001,133,133,,,,6,17,,17,32,5,,27,3,,3,8807,44,,3,1,8759,3,,,,,,,,3,,,16,,,16,,,,,,,,,140755,1988,1390,5,509,84,82,,,,,,,,1,1,,81,47,20,10,4,,,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",3969566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748589,473720,22572,651,,,,450497,274869,173944,8032,92893,1795097,1372185,300636,300636,,23,,41,41,,127,,,,,,,,,,,,4287,768,44,3475,1067071,17301,173235,876535,153779,78849,78849,,,,,2,2,,,,,,119,119,,74810,56,,74,15,74665,-1,,,,,,,,-1,,,269133,13611,,255522,,,,,,,,,1423096,2065,1161,42,47,815,719,1,,1,,,,88,3,1,2,626,363,137,41,85,1,,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2454071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392626,267290,11733,6284,3,113,,249157,125336,,,125336,718236,565040,276412,276412,,369,60,289,227,62,814,993,372,326,,46,,621,4,,617,,64825,1212,2400,61213,221278,35655,58883,126740,103338,49958,35034,14924,,8,161,764,740,24,103,2,,101,79,76,3,51391,3539,,152,,47700,874,,,43,,22,170,,124,515,4472,45386,633,,44753,,,,,,,,,1335732,5311,3007,,168,2136,2166,1,,1,7,2,5,32,59,57,2,2067,559,160,597,751,,,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",15945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8824,5387,,,,173,,5214,3437,,625,2812,7121,6053,5049,5049,,,,,,,682,,,,,,,,,,,,92,,24,68,230,201,29,,290,113,113,,,,,,,,,,,,1,,1,176,,,8,,168,,,,,,,,,,,,778,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"Акционерное общество ""Д2 Страхование""",346129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201265,150425,3,,,,,150422,50840,23,,50817,144864,45329,1923,1923,,,,,,,,,,,,,,,,,,,118,,,118,43288,,29830,13458,15034,,,,,,,,,,,,,,,,,14188,,,,,14188,846,,,,,,,,,846,,84501,245,,84256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"Акционерное общество ""Московская акционерная страховая компания""",1331328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269916,182802,2092,53265,,4,,127441,87114,,282,86832,243827,144061,85338,85255,83,260,2,40,,40,38,,,,,,,,,,,,1556,8,125,1423,56827,1054,15320,40453,35825,18163,18163,,,,19,98,98,,63,,,63,29,29,,16244,61,2,117,7,16057,1209,,4,,,,42,,,1163,,63941,4,,63937,,,,,,,,,814432,1662,901,29,60,672,1491,1,1,,,,,6,9,9,,1458,340,516,17,585,12,5,
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",255129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69351,69350,,,,,,69350,1,1,,,185778,100592,,,,,,,,,,,,,,,,,,,,,,,,,100592,,,100592,20924,,,,,,,,,,,,,,,,,20924,,,,,20924,,,,,,,,,,,,64262,,,64262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Акционерное общество ""Страховое общество ""Талисман""",117463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,2350,,,,,,2350,,,,,1159,989,481,481,,,2,,,,,37,19,17,,2,,18,,,18,,111,,,111,358,239,50,69,170,,,,,,2,,,,,,,,,,,168,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,113954,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",44789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24113,15788,,,,,,15788,8325,,,8325,20676,10778,2,2,,,,,,,,,,,,,,,,,,,,,,,10776,,,10776,8866,,,,,,,,,,,,,,,,,8866,,,,,8866,,,,,,,,,,,,1032,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
