"Сведения о выплатах по договорам, принятым в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,,,,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, "
,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные 
,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
,,ИТОГО:,,26073344.43201,-,-,-,-,25425462.75716,670099.38872,345368.46051,0,0,324730.92821,24755363.36844,23241873.26803,829426.01328,27877.66073,3557343.81239,243384.24326,5094400.36111,675133.94322,-,12771084.3033,43222.93074,779775.41461,46046.66518,21110.96529,6060.50679,0,246536.62728,210824.88565,35.56583,141527.06669,76059.52977,58745.07421,463250.10738,270464.57842,-,-,-,647881.67485,0,155979.38584,491902.28901,0
1,2284," ГСАО ""Плато""",Москва,82.80242,-,-,-,-,82.80242,-,-,-,-,-,82.80242,78.27448,-,-,-,-,-,-,-,78.27448,-,4.52794,-,-,-,-,-,-,-,-,4.52794,-,-,-,-,-,-,-,-,-,-,-
2,0212,"АО  ""Цюрих надежное страхование""",Москва,6.69559,-,-,-,-,6.69559,-,-,-,-,-,6.69559,6.69559,-,-,-,-,-,-,-,6.69559,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,3947,"АО ""АИГ""",Москва,272553.69977,-,-,-,-,272553.69977,-,-,-,-,-,272553.69977,122663.85207,-,-,-,-,27038.66346,-,-,95625.18861,-,-,-,-,-,-,-,-,-,-,-,-,-,149889.8477,-,-,-,-,-,-,-,-
4,2239,"АО ""АльфаСтрахование""",Москва,1455231.53157,-,-,-,-,1417801.10927,28579.15388,28579.15388,0,0,0,1389221.95539,1076996.27176,0,0,595637.07467,0,77136.49429,-,-,404222.7028,0,134729.63714,0,0,0,0,133389.24662,0,0,0,1340.39052,0,177362.90983,133.13666,-,-,-,37430.4223,0,3961.8482,33468.5741,0
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,35661.5752,-,-,-,-,14395.12919,1941.96819,1941.96819,-,-,-,12453.161,9549.71029,-,-,-,-,-,-,-,9549.71029,-,1722.20143,-,-,-,-,-,-,-,-,1722.20143,-,-,1181.24928,-,-,-,21266.44601,-,4237.28333,17029.16268,-
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,8992.47563,-,-,-,-,621.40388,-,-,-,-,-,621.40388,621.40388,-,-,-,-,-,-,-,621.40388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8371.07175,-,784.97039,7586.10136,-
7,1820,"АО ""ГУТА-Страхование""",Москва,5992.18247,-,-,-,-,5827.13504,-,-,-,-,-,5827.13504,5827.13504,-,-,4552.13852,-,-,-,-,1274.99652,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165.04743,-,-,165.04743,-
8,1427,"АО ""МАКС""",Москва,90252.35498,-,-,-,-,76688.1287,-,-,-,-,-,76688.1287,76688.1287,-,-,-,-,76305.90871,-,-,382.21999,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13564.22628,-,2704.10496,10860.12132,-
9,2346,"АО ""ОСК""",Самара,37771.19124,-,-,-,-,35500.21169,2895.32445,2895.32445,-,-,-,32604.88724,25175.4549,10799.82984,-,2989.48117,-,106.89568,-,-,7624.09225,3655.15596,3429.05478,-,-,-,-,-,-,-,-,3429.05478,-,-,4000.37756,-,-,-,2270.97955,-,433.26272,1837.71683,-
10,0235,"АО ""Русское перестраховочное общество""",Москва,298878.76933,-,-,-,-,298878.76933,814.40846,814.40846,-,-,-,298064.36087,297866.49635,19059.43365,-,-,47.9857,31291.39656,13797.9516,-,215267.21882,18402.51002,197.86452,10.68228,10.68228,-,-,-,-,-,-,187.18224,-,-,-,-,-,-,-,-,-,-,-
11,0915,"АО ""СК ""ПАРИ""",Москва,20191.97202,-,-,-,-,15138.55683,517.56532,517.56532,-,-,-,14620.99151,12590.63749,2310.05578,-,193.19678,-,9208.5723,-,-,821.1572,57.65543,2030.35402,-,-,-,-,-,-,-,1118.92978,911.42424,-,-,-,-,-,-,5053.41519,-,877.09745,4176.31774,-
12,1208,"АО ""СОГАЗ""",Москва,3760061.35555,-,-,-,-,3688881.80378,128737.51675,128737.51675,-,-,-,3560144.28703,3499275.0369,5757.43116,-,31201.41163,126602.50237,395752.90161,357442.84541,-,2582472.37311,45.57161,12813.58436,8432.3552,-,-,-,1082.65624,-,35.56583,-,3263.00709,-,39101.88251,8953.78326,-,-,-,71179.55177,-,57741.39693,13438.15484,-
13,3229,"АО ""Страховая бизнес группа""",Воронеж,7296.6618,-,-,-,-,4705.0719,-,-,-,-,-,4705.0719,4705.0719,-,-,-,-,4705.0719,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2591.5899,-,525.70426,2065.88564,-
14,4351,АО РНПК,Москва,8016301.86637,-,-,-,-,8016301.86637,232542.04867,75908.13254,-,-,156633.91613,7783759.8177,7606512.41105,545583.29461,588.24487,997215.97238,25043.8567,3715401.11994,290631.82017,-,2025635.50536,6412.59702,115662.16931,28.88453,-,-,-,37413.92956,290.23285,-,18902.23817,4343.88534,54682.99886,3997.0595,57588.17784,-,-,-,-,-,-,-,-
15,3300,"АО СГ ""Спасские ворота""",Салехард,3300.57256,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3300.57256,-,580.38085,2720.19171,-
16,0290,"АО СК ""Альянс""",Москва,194018.36031,-,-,-,-,178839.95559,-,-,-,-,-,178839.95559,161491.44471,4.12849,-,9937.37552,-,-,-,-,151549.9407,-,3360,-,-,-,-,-,-,-,-,3360,-,2778.54866,11209.96222,-,-,-,15178.40472,-,2610.01754,12568.38718,-
17,2947,"АО СК ""РСХБ-Страхование""",Москва,43059.5877,-,-,-,-,43059.5877,11746.83175,-,-,-,11746.83175,31312.75595,31312.75595,-,-,-,-,30403.70333,403.80973,-,505.24289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,1216,"АО СК ""Чулпан""",Альметьевск,13248.44086,-,-,-,-,429.98195,-,-,-,-,-,429.98195,429.98195,429.98195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12818.45891,-,2035.29484,10783.16407,-
19,1675,Либерти Страхование (АО),Санкт-Петербург,6472.99637,-,-,-,-,3551.84171,2600.35449,21.74218,-,-,2578.61231,951.48722,697.85405,-,-,-,-,-,-,-,697.85405,-,253.63317,238.33317,-,238.33317,-,-,-,-,-,15.3,-,-,-,-,-,-,2921.15466,-,481.28936,2439.8653,-
20,2708,"ОАО ""ЧСК""",Москва,4439.46166,-,-,-,-,903.07422,-,-,-,-,-,903.07422,903.07422,-,-,-,-,-,-,-,903.07422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3536.38744,-,690.0611,2846.32634,-
21,1083,"ООО  ""Зетта Страхование""",Москва,10286.73127,-,-,-,-,3758.96127,-,-,-,-,-,3758.96127,3758.79983,-,-,-,-,3064.51549,-,-,694.28434,-,0.16144,-,-,-,-,-,-,-,-,0.16144,-,-,-,-,-,-,6527.77,-,1410.33257,5117.43743,-
22,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,482543.20825,-,-,-,-,482543.20825,-,-,-,-,-,482543.20825,482543.20825,-,-,-,-,-,-,-,482543.20825,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,2496,"ООО ""Абсолют Страхование""     ",Москва,89872.91903,-,-,-,-,86133.28805,13.7021,13.7021,-,-,-,86119.58595,86102.32354,28685.91134,-,31163.25689,3127.35233,8137.87001,-,-,14301.07818,686.85479,17.26241,-,-,-,-,-,-,-,-,17.26241,-,-,-,-,-,-,3739.63098,-,731.75917,3007.87181,-
24,3487,"ООО ""БИН Страхование""",Москва,5686.24194,-,-,-,-,889.41386,-,-,-,-,-,889.41386,889.41386,-,-,889.41386,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4796.82808,-,704.33477,4092.49331,-
25,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,4189,"ООО ""Кредендо – Ингосстрах  Кредитное Страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3438,"ООО ""ПРОМИНСТРАХ""",Москва,27001.8846,-,-,-,-,24558.26862,-,-,-,-,-,24558.26862,19202.0848,387.37147,-,3077.38182,843.75,-,35.35664,-,14858.22487,-,5356.18382,-,-,-,-,-,-,-,-,5356.18382,-,-,-,-,-,-,2443.61598,-,412.33997,2031.27601,-
28,1307,"ООО ""СК ""Согласие""",Москва,522331.8618,-,-,-,-,502318.94639,47.40067,47.40067,-,-,-,502271.54572,281753.67801,13969.55657,-,1745.47666,-,85069.3401,-,-,180969.30468,-,211656.17933,-,-,-,-,-,210534.6528,-,-,1121.52653,-,-,8861.68838,-,-,-,20012.91541,-,3551.98696,16460.92845,-
29,1182,"ООО ""СК ""ТИТ""",Москва,92244.34377,-,-,-,-,92244.34377,3430.18882,3430.18882,-,-,-,88814.15495,77739.86964,7405.57138,-,29859.24746,-,19946.24237,-,-,15877.25275,4651.55568,10139.26552,-,-,-,-,4130.03258,-,-,-,6009.23294,-,-,935.01979,-,-,-,-,-,-,-,-
30,3969,"ООО ""СК Чабб""",Москва,498575.08194,-,-,-,-,498575.08194,2478.21704,2478.21704,-,-,-,496096.8649,374968.77132,-,-,-,-,1968.34561,-,-,373000.42571,-,4432.16214,-,-,-,-,-,-,-,-,4432.16214,-,116695.93144,-,-,-,-,-,-,-,-,-
31,4174,"ООО ""СКОР П.О.""",Москва,553629.16552,-,-,-,-,553629.16552,69664.11652,69072.05707,-,-,592.05945,483965.049,472403.66632,112245.43562,-,122504.78545,133.43974,15503.98693,7750.96685,-,214265.05173,-,11561.38268,11032.38598,618.43261,-,-,-,-,-,-,528.9967,-,-,-,-,-,-,-,-,-,-,-
32,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,44845.26441,-,-,-,-,44845.26441,-,-,-,-,-,44845.26441,44836.18282,288.93133,-,10.77195,-,8607.67824,-,-,35928.8013,-,-,-,-,-,-,-,-,-,-,-,-,-,9.08159,-,-,-,-,-,-,-,-
33,3834,"ООО ""Страховое общество ""Помощь""",Санкт-Петербург,12296.06522,-,-,-,-,12213.72026,-,-,-,-,-,12213.72026,4239.3683,-,-,-,2003.4594,-,-,-,2235.9089,-,7974.35196,-,-,-,-,-,-,-,-,7974.35196,-,-,-,-,-,-,82.34496,-,-,82.34496,-
34,3127,"ООО ""Страховое общество ""Сургутнефтегаз""",Сургут,78008.10269,-,-,-,-,68165.63709,58.22469,58.22469,-,-,-,68107.4124,61977.02303,634.5648,-,575.64507,-,46012.31748,-,-,14697.65775,56.83793,6031.75867,-,-,-,-,6024.21211,-,-,-,7.54656,-,98.6307,-,-,-,-,9842.4656,-,1660.30865,8182.15695,-
35,0585,"ООО ""СФ ""Адонис""",Пермь,4471.54174,-,-,-,-,2350.24914,-,-,-,-,-,2350.24914,2350.24914,916.71218,-,-,-,-,-,-,161.5367,1272.00026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2121.2926,-,406.68651,1714.60609,-
36,3398,"ООО СК ""ВТБ Страхование""",Москва,3088646.78573,-,-,-,-,3041603.0043,15970.87754,15970.87754,-,-,-,3025632.12676,2877043.02665,18.17932,2482.00946,312885.41196,-,154667.58274,41.24017,-,2406562.443,386.16,148389.39192,-,-,-,-,33161.73215,-,-,110564.79898,600.78544,4062.07535,-,199.70819,-,-,-,47043.78143,-,9029.30716,38014.47427,-
37,3847,"ООО СК ""Независимая страховая группа""",Москва,1674.17384,-,-,-,-,16.90568,-,-,-,-,-,16.90568,16.90568,-,-,-,-,16.90568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1657.26816,-,1657.26816,-,-
38,3268,"ООО СК ""Паритет-СК""",Москва,18069.23417,-,-,-,-,14597.20537,-,-,-,-,-,14597.20537,14597.20537,8.19977,-,1026.07217,-,352.49326,-,-,13210.44017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3472.0288,-,662.78131,2809.24749,-
39,4331,"ООО СК ""Сбербанк страхование""",Москва,422.19229,-,-,-,-,422.19229,-,-,-,-,-,422.19229,32.60054,-,-,-,-,4.82708,-,-,27.77346,-,-,-,-,-,-,-,-,-,-,-,-,-,389.59175,-,-,-,-,-,-,-,-
40,0667,"ООО СК ""УРАЛСИБ СТРАХОВАНИЕ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,1643,"ООО СПК ""Юнити Ре""",Москва,153943.79843,-,-,-,-,153943.79843,-,-,-,-,-,153943.79843,135851.94034,709.00391,-,889.41386,5069.68617,-,-,-,128562.56333,621.27307,18091.85809,101.21757,101.21757,-,-,4626.16546,-,-,-,13364.47506,-,-,-,-,-,-,-,-,-,-,-
42,0397,"ООО Страховая Компания  ""Гелиос""",Москва,3441.60572,-,-,-,-,3108.15078,3.6,3.6,-,-,-,3104.55078,3104.55078,-,-,-,-,-,-,-,3104.55078,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,333.45494,-,333.45494,-,-
43,1834,"ПАО ""САК ""ЭНЕРГОГАРАНТ""",Москва,87817.44875,-,-,-,-,75182.72024,1477.31032,1477.31032,-,-,-,73705.40992,67878.49044,7326.44237,-,28.00707,-,27141.1492,6665.95456,-,24211.8353,2505.10194,1940.74347,53.39047,53.39047,-,-,-,-,-,-,1887.353,-,3886.17601,-,-,-,-,12634.72851,-,2104.16666,10530.56185,-
44,0001,"ПАО СК ""Росгосстрах""",Люберцы,480147.6074,-,-,-,-,365928.62858,80.175,80.175,-,-,-,365848.45358,270461.70363,715.71193,24807.4064,869.41458,1538.14458,53496.45987,-,-,188861.40361,173.16266,22509.20404,1207.72365,671.79988,535.92377,-,-,-,-,7720.35684,13581.12355,-,72877.54591,-,-,-,-,114218.97882,-,16974.6876,97244.29122,-
45,0621,"САО ""ВСК""",Москва,717649.27819,-,-,-,-,682308.83154,5345.15895,5345.15895,-,-,-,676963.67259,676736.26537,11382.63571,-,56071.81468,931.53974,38639.37823,-,-,568020.20653,1690.69048,96.68222,-,-,-,-,74.04219,-,-,-,22.64003,-,-,130.725,-,-,-,35340.44665,-,7749.08191,27591.36474,-
46,0348,"САО ""ЛЕКСГАРАНТ""",Москва,6505.46,-,-,-,-,6505.46,-,-,-,-,-,6505.46,6505.46,-,-,6505.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,0177,САО ЭРГО,Москва,5448.73233,-,-,-,-,5448.73233,-,-,-,-,-,5448.73233,162.48248,-,-,-,-,-,-,-,162.48248,-,5286.24985,5286.24985,-,5286.24985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,0928,"СПАО ""Ингосстрах""",Москва,4280804.18157,-,-,-,-,4182264.80351,20224.09858,7835.14222,-,-,12388.95636,4162040.70493,4082968.92535,30890.47813,-,1346752.86656,70266.47545,162281.45324,-1636.00191,-,2474413.65388,-,52089.55038,19655.44248,19655.44248,-,-,26634.61037,-,-,3220.74292,2578.75461,-,-,26982.2292,-,-,-,98539.37806,-,14767.61796,83771.7601,-
49,1209,"СПАО ""РЕСО-Гарантия""",Москва,533166.96801,-,-,-,-,447739.95061,140931.14653,140.59432,-,-,140790.55221,306808.80408,260357.38126,29897.15197,-,762.72168,7776.05108,102139.0878,-,-,117176.56484,2605.80389,-,-,-,-,-,-,-,-,-,-,-,46451.42282,-,-,-,-,85427.0174,-,16160.55961,69266.45779,-
в том числе,,,,20653189.23947,-,-,-,-,20005307.56462,493050.91343,184878.21759,0,0,308172.69584,19512256.65119,18758120.52621,714710.52036,25395.65127,2637616.97844,105065.33935,5032616.90443,318902.2974,-,9880609.16065,43203.67431,345701.3665,816.65235,2788.07243,238.33317,0,93518.79398,290.23285,0,130872.78055,65519.90791,54682.99886,309789.84291,98644.91557,-,-,-,647881.67485,0,155979.38584,491902.28901,0
на территории Российской Федерации,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
из-за пределов территории Российской Федерации,,,,5420155.19254,-,-,-,-,5420155.19254,177048.47529,160490.24292,0,0,16558.23237,5243106.71725,4483752.74182,114715.49292,2482.00946,919726.83395,138318.90391,61783.45668,356231.64582,-,2890475.14265,19.25643,434074.04811,45230.01283,18322.89286,5822.17362,0,153017.8333,210534.6528,35.56583,10654.28614,10539.62186,4062.07535,153460.26447,171819.66285,-,-,-,0,0,0,0,0
