Сведения о количестве заключенных договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
№ п/п,Рег №,Наименование,Город,Всего,из них страхование,,страхование жизни,,,Всего,,,участвующих в,,,,,,,,,,,,,,,владельцев средств,,,,,,,,,,страхование,страхование,,военнослужащих и," страхования,",,владельцев,владельца опасного,перевозчика за,имущественного
,,,,,нерезидентов,Всего,(кроме,страхование жизни,пенсионное страхование,,Всего,от несчастных,клинических,,,,,,,,,,,,,,Всего,наземного транспорта,владельцев,владельцев,,,,,,,за неисполнение или,предпринимательских,финансовых рисков,,приравненных к ним в, предусмотренные,,транспортных средств,объекта за причинение,причинение вреда,"страхования,"
,,,,,,,пенсионного), заемщика,,,,случаев и болезней,исследованиях,работников,медицинское,Всего,,средств наземного,,,,,,,,,, (кроме средств,автотранспортных,автотранспортных,владельцев средств,владельцев средств,владельцев средств,"организаций,",за причинение вреда,за причинение вреда,ненадлежащее,рисков,,,обязательном, федеральными,,,вреда в результате," жизни, здоровью,",предусмотренные
,,,,,,, страхования)-всего,,,,,,лекарственного,налоговых органов,страхование,,Всего,транспорта,средств,,,,,"страхование,",,,, железнодорожного, средств (кроме, средств (страхования,железнодорожного,воздушного транспорта,водного транспорта,эксплуатирующих,вследствие недостатков,третьим лицам,исполнение,,,,государственном,законами,,,аварии на опасном, имуществу пассажиров,федеральными
,,,,,,,,,,,,,препарата для,,,,,(кроме средств,железнодорожного,средств воздушного,средств водного,грузов,сельскохозяйственное,осуществляемое с,прочего имущества,прочего имущества,,транспорта)," страхования,", осуществляемого в,транспорта,,,опасные объекты,"товаров, работ, услуг",, обязательств по,,,, страховании лиц,,,, объекте,,законами
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ИТОГО:,,,,40722085,805600,884299,883590,390183,709,31805773,13812670,11479391,38,1,2333279,17993103,11258664,926844,2319,414,756,751494,18732,45,460348,9097757,2815903,434061,197269,235729,6,660,953,616,7359,2261915,110333,4676,3913860,9,9,0,8032004,7928744,90782,12478,0
1,4192," ОВС ""Народные кассы""",Москва,6029,0,0,0,0,0,6029,0,0,0,0,0,6029,28,0,0,0,0,0,0,0,6,22,15,0,0,0,0,0,0,0,0,0,15,0,5986,0,0,0,0,0,0,0,0
2,4179," ООО ""СК"" Райффайзен Лайф""",Москва,20584,35,13732,13732,12053,0,6852,6852,3917,0,0,2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1207,"АО  ""СК  БЛАГОСОСТОЯНИЕ ОС""",Москва,339296,59,0,0,0,0,339296,120538,101891,0,0,18647,218758,100748,158,0,0,0,0,0,0,0,100590,65216,0,0,0,0,0,0,0,0,65216,0,0,52794,0,0,0,0,0,0,0,0
4,3991,"АО  ""СК  БЛАГОСОСТОЯНИЕ""",Москва,354319,20751,348,325,0,23,353971,353971,353317,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0206,"АО  ""Страховая Компания ""ДИАНА""",Ангарск,5162,0,0,0,0,0,5162,4321,1030,0,0,3291,841,734,17,0,0,0,24,0,0,195,498,107,0,0,0,0,0,0,0,8,99,0,0,0,0,0,0,0,0,0,0,0
6,0191,"АО  ""Тинькофф  Страхование""",Москва,932104,0,0,0,0,0,913739,848505,848505,0,0,0,65234,51476,20071,0,0,0,0,0,0,0,31405,6852,1826,1826,0,0,0,0,0,0,5026,0,0,6906,0,0,0,18365,18365,0,0,0
7,0212,"АО  ""Цюрих надежное страхование""",Москва,755,33,0,0,0,0,755,8,8,0,0,0,747,198,1,0,0,0,76,0,0,119,2,401,0,0,0,0,0,0,0,164,237,0,60,88,0,0,0,0,0,0,0,0
8,3947,"АО ""АИГ""",Москва,797,0,0,0,0,0,696,0,0,0,0,0,696,177,1,0,0,0,67,0,0,109,0,273,15,15,0,0,0,0,0,0,258,0,0,246,0,0,0,101,0,101,0,0
9,2239,"АО ""АльфаСтрахование""",Москва,9278807,45002,0,0,0,0,8327996,2472919,2454450,2,0,18469,5855077,2746060,55285,84,20,68,2104,49,2,364582,2323868,297337,70620,6568,64052,0,20,58,14,184,226304,137,172,2811508,0,0,0,950811,943738,6541,532,0
10,3064,"АО ""Боровицкое страховое общество""",Москва,9986,1390,0,0,0,0,5469,4711,3314,0,0,1397,758,448,165,0,0,0,5,0,0,167,111,310,1,1,0,0,0,0,0,22,115,172,0,0,0,0,0,4517,4517,0,0,0
11,0433,"АО ""ВостСибЖАСО""",Иркутск,14030,0,0,0,0,0,14030,11991,6177,0,0,5814,2039,1709,16,0,0,0,69,0,0,87,1537,330,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0
12,4014,"АО ""ГСК ""Югория-Жизнь""",.Ханты-Мансийск,335,0,309,309,0,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,373770,0,0,0,0,0,201051,101076,54102,0,0,46974,99975,90267,36973,0,0,2,712,23,0,450,52107,9508,73,73,0,0,0,0,0,1,9390,44,3,197,0,0,0,172719,172290,428,1,0
14,2071,"АО ""ГСМК""",Санкт-Петербург,86,75,0,0,0,0,86,86,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1820,"АО ""ГУТА-Страхование""",Москва,107,0,0,0,0,0,107,0,0,0,0,0,107,103,43,0,0,0,36,0,0,24,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
16,1412,"АО ""Д2  Страхование""",Новосибирск,45228,850,0,0,0,0,45228,17377,9766,0,0,7611,27851,13503,0,0,0,0,713,0,0,110,12680,7279,0,0,0,0,0,0,0,0,7279,0,0,7069,0,0,0,0,0,0,0,0
17,0055,"АО ""ДальЖАСО""",Хабаровск,23233,0,0,0,0,0,23233,18164,6850,0,0,11314,5069,4915,29,0,0,0,4628,0,0,128,130,154,2,2,0,0,0,2,0,0,124,26,0,0,0,0,0,0,0,0,0,0
18,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,326566,0,0,0,0,0,326566,324096,324096,0,0,0,2470,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,2450,0,0,0,0,0,0,0,0
19,0870,"АО ""ИНТАЧ СТРАХОВАНИЕ""",Москва,18014,205,0,0,0,0,15363,6920,4763,0,0,2157,8443,3732,2069,0,0,0,0,0,0,0,1663,1790,1038,0,0,0,0,0,0,0,752,0,0,2921,0,0,0,2651,2651,0,0,0
20,4337,"АО ""КСА - КЛУВЕР""",Красноперекопск,3844,0,0,0,0,0,3844,2484,2442,0,0,42,1360,1059,317,0,0,0,1,0,0,103,638,279,1,1,0,0,0,0,0,0,190,88,0,22,0,0,0,0,0,0,0,0
21,3256,"АО ""МетЛайф""",Москва,184240,0,12226,12127,10198,99,172014,172014,108423,0,0,63591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3116,"АО ""НАСКО""",Казань,395763,0,0,0,0,0,152263,100163,94987,0,0,5176,52100,35230,1357,3,0,0,423,1746,0,683,31018,4222,31,31,0,0,15,0,2,78,3864,232,4,12644,0,0,0,243500,241904,901,695,0
23,2346,"АО ""ОСК""",Самара,78118,0,0,0,0,0,19583,8480,7422,0,0,1058,11103,9268,3872,0,0,5,806,0,0,1001,3584,1721,268,268,0,0,1,2,2,109,1287,52,0,114,0,0,0,58535,58232,257,46,0
24,3983,"АО ""РСК ""Стерх""",Якутск,115395,0,0,0,0,0,21172,18919,18899,0,0,20,2253,1615,170,0,5,18,33,10,2,287,1092,566,4,4,0,0,5,11,0,53,492,1,2,70,0,0,0,94223,94223,0,0,0
25,3748,"АО ""Русский Стандарт Страхование""",Москва,171094,0,68127,68127,0,0,102967,102967,88372,0,0,14595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3889,"АО ""СГ ""ПРЕСТИЖ-ПОЛИС""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2619,"АО ""СК ""Астро-Волга""",Самара,90972,0,0,0,0,0,21354,15441,15267,0,0,174,5913,4975,3937,0,0,2,140,1,0,48,847,938,0,0,0,0,0,0,0,2,936,0,0,0,0,0,0,69618,69618,0,0,0
28,3780,"АО ""СК ""Выручим!""",Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0507,"АО ""СК ""Колымская""",Хабаровск,23067,0,6524,6518,0,6,16543,16543,5568,0,0,10975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0915,"АО ""СК ""ПАРИ""",Москва,462900,0,0,0,0,0,454407,19265,11490,0,0,7775,435142,428473,1255,3,1,1,412959,0,0,2360,11894,3312,1151,1151,0,0,0,24,6,220,1908,3,8,3349,0,0,0,8493,7922,543,28,0
31,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,787,0,0,0,0,0,787,787,0,0,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,104236,0,0,0,0,0,42782,32020,22914,0,0,9106,10762,8813,3372,0,0,0,1323,0,0,1023,3095,864,470,470,0,0,0,0,0,1,301,92,0,1085,0,0,0,61454,61154,79,221,0
33,3099,"АО ""СК Опора""",Рязань ,38448,0,0,0,0,0,48,0,0,0,0,0,48,43,29,0,0,0,0,0,0,1,13,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38400,38400,0,0,0
34,2359,"АО ""СК УСПЕХ""",Москва,36,0,0,0,0,0,36,34,16,0,0,18,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35,2873,"АО ""СМК ""Сахамедстрах""",Якутск,1367,798,0,0,0,0,1367,1367,0,0,0,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1587,"АО ""СО ""Талисман""",Казань,24995,0,0,0,0,0,1645,1166,1166,0,0,0,479,352,210,0,0,0,0,8,0,24,110,114,0,0,0,0,0,0,0,2,112,0,0,13,0,0,0,23350,23350,0,0,0
37,1208,"АО ""СОГАЗ""",Москва,1196538,0,0,0,0,0,526795,284404,170519,0,0,113885,242391,177231,20172,147,57,153,6173,80,2,10190,140259,40704,2597,2597,0,1,102,117,145,1412,36290,40,114,24342,3,3,0,669740,645873,22348,1519,0
38,3229,"АО ""Страховая бизнес группа""",Воронеж,10706,3,0,0,0,0,6698,6270,6187,0,0,83,428,241,7,0,1,0,98,0,0,93,42,174,0,0,0,0,12,2,0,41,107,12,0,13,0,0,0,4008,3576,227,205,0
39,0796,"АО ""Страховая группа  АВАНГАРД - ГАРАНТ""",Москва,75,0,0,0,0,0,75,3,3,0,0,0,72,69,55,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2354,"АО ""Страховая группа ""Спасские ворота-М""",Москва,2394,0,0,0,0,0,2394,2394,0,0,0,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0983,"АО ""Страховая группа ""УралСиб""",Москва,30779,0,0,0,0,0,30779,23033,1600,0,0,21433,7746,4777,0,0,0,0,97,0,0,25,4655,2953,0,0,0,0,0,0,0,0,2953,0,0,16,0,0,0,0,0,0,0,0
42,3390,"АО ""Страховая Компания  ""ПОЛИС-ГАРАНТ""",Москва,7578,0,0,0,0,0,2834,595,211,0,0,384,2239,993,576,0,0,0,33,0,0,31,353,522,489,489,0,0,0,0,0,2,31,0,0,724,0,0,0,4744,4744,0,0,0
43,3230,"АО ""Страховая компания  ""СОГАЗ-Мед""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2144,"АО ""Страховая компания АСКО-Центр""",Курск,27630,0,0,0,0,0,27630,18886,17869,0,0,1017,8744,8706,8349,0,0,0,44,6,0,160,147,38,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0
45,3987,"АО ""УРАЛСИБ Жизнь""",Москва,7155,0,6925,6925,2476,0,230,230,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3995,АО ВТБ Страхование жизни,Москва,14640,26,14639,14639,584,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,3300,"АО СГ ""Спасские ворота""",Салехард,53628,601,0,0,0,0,51903,1675,593,0,0,1082,50228,49894,37,0,0,0,49307,0,0,98,452,334,90,0,90,0,0,9,0,11,224,0,0,0,0,0,0,1725,1685,40,0,0
48,1858,"АО СК "" Армеец""",Москва,34441,4305,0,0,0,0,11773,10133,6752,0,0,3381,1640,1269,269,0,0,0,4,0,0,86,910,368,9,9,0,0,3,0,0,125,208,23,0,3,0,0,0,22668,22668,0,0,0
49,0290,"АО СК ""Альянс""",Москва,62915,0,0,0,0,0,62583,34666,23639,0,0,11027,27917,1740,555,23,9,21,608,0,0,346,178,467,0,0,0,0,13,0,0,20,421,13,6,25704,0,0,0,332,0,313,19,0
50,0278,"АО СК ""АСКОМЕД""",Самара,23,0,0,0,0,0,23,23,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,88276,12880,0,0,0,0,47970,33064,29781,0,0,3283,14906,825,86,0,0,0,187,0,0,60,492,14078,13978,44,13934,0,0,0,0,13,87,0,0,3,0,0,0,40306,40306,0,0,0
52,2447,"АО СК ""ЖСФ""",Нижний Новгород,31396,0,0,0,0,0,31396,24685,24643,0,0,42,6711,6703,5,1141,0,0,5433,0,0,66,58,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
53,0425,"АО СК ""Ингвар""",Москва,674,0,0,0,0,0,674,1,1,0,0,0,673,668,1,0,0,0,529,0,0,136,2,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
54,2947,"АО СК ""РСХБ-Страхование""",Москва,160753,0,0,0,0,0,160704,37340,37339,0,0,1,123364,62541,651,3,0,3,17,764,16,5498,55605,49511,25,25,0,0,0,0,0,2,49484,0,502,10810,0,0,0,49,0,49,0,0
55,3467,"АО СК ""Сибирский Спас""",Новокузнецк,65335,0,0,0,0,0,30175,17457,8304,0,0,9153,12718,12438,12080,0,0,0,0,0,0,47,311,280,0,0,0,0,0,0,0,2,278,0,0,0,0,0,0,35160,35160,0,0,0
56,1216,"АО СК ""Чулпан""",Альметьевск,46580,0,0,0,0,0,15486,9327,9129,0,0,198,6159,4131,459,0,0,0,0,138,0,91,3443,2011,24,24,0,0,0,0,7,4,1975,1,0,17,0,0,0,31094,29949,1136,9,0
57,1621,"АО Страховое общество ""ЯКОРЬ""",Москва,41948,0,0,0,0,0,34583,33320,6906,0,0,26414,1263,921,38,0,0,1,410,0,0,336,136,340,30,30,0,0,0,4,0,0,214,92,0,2,0,0,0,7365,7365,0,0,0
58,4209,"ЗАО ""Кофас Рус Страховая Компания""",Москва,98,0,0,0,0,0,98,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0
59,1427,"ЗАО ""МАКС""",Москва,447279,0,0,0,0,0,154302,84684,74801,0,0,9883,69618,66247,12557,0,1,2,85,1,0,815,52786,2611,577,577,0,0,0,1,15,44,1931,43,12,748,0,0,0,292977,291656,657,664,0
60,2733,"ЗАО ""СК ""Резерв""",Хабаровск,46898,0,0,0,0,0,46898,45270,45270,0,0,0,1628,784,0,0,0,0,0,0,0,0,784,784,0,0,0,0,0,0,0,0,784,0,0,60,0,0,0,0,0,0,0,0
61,2284,"ЗАО ГСАО ""Плато""",Москва,142,0,0,0,0,0,142,106,105,0,0,1,36,31,0,0,0,0,26,0,0,4,1,5,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
62,1675,Либерти Страхование (АО),Санкт-Петербург,170737,83,0,0,0,0,140018,100323,25701,0,0,74622,39695,36010,6902,1,0,7,801,0,0,507,27792,3385,500,500,0,0,0,0,3,22,2855,5,54,246,0,0,0,30719,30622,77,20,0
63,4349,"НКО ""МОВС""",Санкт-Петербург,58,0,0,0,0,0,58,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0
64,4314,"НКО ""ПОВС застройщиков""",Москва,6353,0,0,0,0,0,6353,0,0,0,0,0,6353,0,0,0,0,0,0,0,0,0,0,6353,0,0,0,0,0,0,0,0,0,6353,0,0,0,0,0,0,0,0,0,0
65,4301,НКО НОВС,Камышин,1272,0,0,0,0,0,1272,0,0,0,0,0,1272,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,1265,0,0,0,0,0,0,0,0
66,4202,"НКО ОВС ""Саклау""",Казань,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
67,4170,"НКО ПОВС ""ВиС""",Махачкала,65,0,0,0,0,0,65,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0
68,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,7,0,0,0,0,0,7,0,0,0,0,0,7,7,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,224,0,0,0,0,0,224,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0
70,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,40,0,0,0,0,0,40,0,0,0,0,0,40,40,12,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1298,"ОАО ""Капитал Страхование""",Когалым,14372,1,0,0,0,0,3752,1633,130,0,0,1503,2119,1422,789,0,4,20,17,0,0,261,331,673,357,357,0,0,8,54,27,1,226,0,3,21,0,0,0,10620,7338,3275,7,0
72,2708,"ОАО ""ЧСК""",Москва,3592,0,0,0,0,0,2338,1409,1406,0,0,3,929,89,1,0,1,1,13,0,0,70,3,219,2,2,0,0,29,3,4,0,181,0,0,621,3,3,0,1251,0,1151,100,0
73,0518,"ОАО СК ""БАСК""",Белово,19791,0,0,0,0,0,4637,4123,3594,0,0,529,514,470,235,0,0,0,68,0,0,21,146,42,0,0,0,0,0,0,0,0,42,0,0,2,0,0,0,15154,15023,131,0,0
74,0436,"ООО  ""АМТ Страхование""",Москва,128,0,0,0,0,0,128,10,10,0,0,0,118,34,0,0,0,26,8,0,0,0,0,84,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1083,"ООО  ""Зетта Страхование""",Москва,428220,34892,0,0,0,0,358914,203978,145615,0,0,58363,154936,86423,14081,1,0,0,1550,600,0,7720,62471,37357,456,456,0,0,0,0,4,20,36801,76,1,31155,0,0,0,69306,67732,1201,373,0
76,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,9840,0,0,0,0,0,9075,4034,4032,0,0,2,5041,5025,4512,0,0,0,50,0,0,74,389,15,3,3,0,0,0,0,0,1,11,0,0,1,0,0,0,765,765,0,0,0
77,3517,"ООО  ""ЦСО""",Мытищи,630277,3716,0,0,0,0,617827,611553,602195,0,0,9358,6274,4986,3357,0,1,24,502,5,0,661,436,1275,4,4,0,0,2,59,0,712,340,158,2,11,1,1,0,12449,11780,432,237,0
78,3828,"ООО  СК ""Альянс  Жизнь""",Москва,3842,205,667,667,0,0,3175,3175,1599,0,0,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3692,"ООО  СК ""Сбербанк страхование жизни""",Москва,559923,0,211520,211520,180904,0,348403,348403,348398,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2496,"ООО ""Абсолют Страхование""     ",Москва,172005,14184,0,0,0,0,168054,135625,111746,0,0,23879,32429,17654,1162,0,0,131,2791,0,0,1455,12115,8585,397,397,0,0,0,68,0,694,4610,2816,46,6144,0,0,0,3951,3745,179,27,0
81,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,12579,593,0,0,0,0,12579,11692,2989,0,0,8703,887,455,134,0,0,0,211,0,0,40,70,360,265,265,0,0,0,0,0,0,74,21,0,72,0,0,0,0,0,0,0,0
82,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,125676,0,0,0,0,0,125676,47712,43522,0,0,4190,77964,49310,49,0,2,0,1,1950,0,306,47002,28250,0,0,0,0,3,0,0,19,28228,0,0,404,0,0,0,0,0,0,0,0
83,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,216144,80,215268,215268,0,0,876,876,802,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,46,0,0,0,0,0,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
85,3487,"ООО ""БИН Страхование""",Москва,55,0,0,0,0,0,55,20,20,0,0,0,35,24,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
86,3799,"ООО ""БСД""",Москва,7029,0,0,0,0,0,7029,1483,455,0,0,1028,5546,1192,101,0,0,0,754,0,0,265,72,4073,61,61,0,0,0,0,0,0,3751,261,281,0,0,0,0,0,0,0,0,0
87,3826,"ООО ""Вита-страхование""",Сургут,388,0,297,297,1,0,91,91,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3866,"ООО ""ВСК-Линия жизни""",Москва,13180,0,13175,13175,0,0,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
