"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0191,"Акционерное общество ""Тинькофф Страхование""",556276.6347,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,556276.6347,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",1575.27073,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1575.27073,1575.27073,1240.43007,0,0,0,0,0,0,307.54527,27.29539,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",239112.53583,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,239112.53583,58615.62909,0,0,0,0,3284.67601,0,0,55330.95308,0,2711.73536,0,0,,0,0,0,0,0,2711.73536,0,175915.12704,1870.04434,,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",270491.54917,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,270491.54917,270491.54917,0,0,0,0,0,0,0,270491.54917,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",43661.36532,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,561.53681,0,,,561.53681,43099.82851,7076.80431,7071.23953,0,0,0,5.56478,0,0,0,0,17435.72213,0,0,,0,11998.13806,0,0,0,5437.58407,0,0,18587.30207,,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",30972.876340000003,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,21093.42004,21093.42004,0,0,0,0,0,0,0,21093.42004,0,0,0,0,,0,0,0,0,0,0,0,0,0,,9879.4563,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",83361.28008,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,151.73,151.73,111.76,0,0,0,0,0,0,39.97,0,0,0,0,,0,0,0,0,0,0,0,0,0,,83209.55008,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",7632.031849999999,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,616,616,,,0,416.12369,416.12369,241.67718,0,0,0,0,0,0,174.44651,0,0,0,0,,0,0,0,0,0,0,0,0,0,,6599.90816,0,0
0621,"Страховое акционерное общество ""ВСК""",2316083.61132,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2400,2400,,,0,419471.40825,352684.65638,0,0,41627.70417,0,209183.60469,83437.98662,48715.34662,18435.3609,0,66786.75187,0,0,,0,0,0,0,0,66786.75187,0,0,0,,1866820.35442,13486.97202,13904.87663
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",26649.7689,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,25507.51557,0,1142.25333
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",998.72369,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,998.72369,998.72369,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",20506.62004,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,20506.62004,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",4070109.74064,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,80.36468,0,,,80.36468,984394.13512,669025.5825,1573.91836,0,7708.95722,0,56445.08574,0,0,603297.62118,0,17316.16583,0,0,,0,6385.66783,0,0,0,10930.498,0,0,298052.38679,,3016315.59633,18867.28806,50452.35645
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",296247.17178000003,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,104.18208,0,,,104.18208,208868.74909,206373.92495,74969.69177,0,0,0,0,0,0,128690.7935,2713.43968,0,0,0,,0,0,0,0,0,0,0,0,2494.82414,,85008.69837,269.167,1996.37524
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",28524.52197,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,28524.52197,28524.52197,3077.3295,0,25447.19247,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",3615295.8912299997,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,54519.52334,48112.37668,,,6407.14666,2555549.85378,1267181.86241,942969.9991,8087.15123,86078.82236,4831.80914,253.7849,352.30339,0,224140.72708,467.26521,34991.34339,0,0,,0,229.2219,0,0,0,34762.12149,0,1253376.64798,0,,927303.67381,45539.19353,32383.64677
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",1065714.65613,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2381.69509,1387.46534,,,994.22975,384750.15357,341952.37743,246.75353,0,0,0,3911.0794,0,0,337121.65712,672.88738,42734.14122,0,0,,0,0,0,0,0,-83.99194,42818.13316,0,63.63492,,669543.05734,1700,7339.75013
1216,"Акционерное общество Страховая компания ""Чулпан""",8790.97603,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,1640.4348,1640.4348,1576.272,0,0,0,0,0,0,0,64.1628,0,0,0,,0,0,0,0,0,0,0,0,0,,4797.91429,0,2352.62694
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",557325.65791,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,12029.26313,6058.72967,,,5970.53346,8442.51048,8442.51048,3135.3,0,0,0,0,0,0,-7.77063,5314.98111,0,0,0,,0,0,0,0,0,0,0,0,0,,533249.84477,0,3604.03953
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",623360.8504100001,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,261.12745,261.12745,,,0,18293.38731,16793.97567,0,0,0,0,0,0,0,16793.97567,0,66.06324,0,0,,66.06324,0,0,0,0,0,0,1433.3484,0,,601766.43349,122.90546,2916.9967
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",5489.94867,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,5489.94867,5489.94867,0,0,0,0,5489.94867,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",295.56426,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,295.56426,295.56426,295.56426,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",351582.47893,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,347707.06893,0,3875.41
1587,"Акционерное общество ""Страховое общество ""Талисман""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",145546.29459,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1795.26587,1048.11507,,,747.1508,573.4263,573.4263,573.4263,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,139471.17621,0,3706.42621
1820,"Акционерное общество ""ГУТА-Страхование""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",840195.07589,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,6.53332,6.53332,,,0,631358.51909,631358.51909,26877.47529,0,0,0,0,0,0,602750.07487,1730.96893,0,0,0,,0,0,0,0,0,0,0,0,0,,201987.58341,0,6842.44007
1858,"Акционерное общество Страховая компания ""Армеец""",18682.42212,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,18682.42212,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",20902.208599999998,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2553.24644,2553.24644,1106.97086,0,0,0,1446.27558,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,18348.96216,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",4615.414769999999,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,957.8606,957.8606,,,0,3657.55417,3657.55417,1887.87067,0,0,0,0,0,0,0,1769.6835,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",3722355.32146,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,5520,5520,,,0,1626086.65908,907473.91698,8451.91671,0,40202.91937,23824.00337,2455.62842,0,0,832536.27972,3.16939,3243.42159,0,0,,0,338.06962,2319.73334,0,0,585.61863,0,715185.56405,183.75646,,2064805.56716,1665.67055,24277.42467
2346,"Акционерное общество ""Объединенная страховая компания""",57104.72055,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,6407.51149,1508.80754,0,0,0,0,0,0,0,1508.80754,0,4898.70395,4898.70395,0,,0,0,0,0,0,0,0,0,0,,50697.20906,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",101952.24106999999,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,100957.35469,0,994.88638
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",154672.17504,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,7528.44845,7350.47471,280.09439,0,0,0,0,0,0,7070.38032,0,177.97374,0,0,,0,0,0,0,0,177.97374,0,0,0,,147143.72659,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",16427.693600000002,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,163.3956,163.3956,163.3956,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,16264.298,0,0
2708,Акционерное общество «Баланс Страхование»,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",479726.41376,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,28462.79119,28462.79119,,,0,451263.62257,451263.62257,10108.80434,0,0,0,0,436915.88673,221566.4743,4238.9315,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",55170.57855,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,55170.57855,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",597722.37954,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,5806.65552,5806.65552,0,0,0,0,5806.65552,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,587801.62905,0,4114.09497
3229,"Акционерное общество ""Страховая бизнес группа""",39956.01139,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,37746.39082,37746.39082,0,0,0,0,0,0,0,37746.39082,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,2209.62057
3300,"Акционерное общество Страховая группа ""Спасские ворота""",19773.788279999997,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,13901.53744,13901.53744,,,0,4305.15186,4305.15186,4300.46405,0,0,0,4.68781,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1567.09898,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",12452.7148,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,12452.7148,12452.7148,0,0,0,1282.5948,4544.84919,0,0,6625.27081,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",1849.3,1736.8,1736.8,1736.8,156.3,1580.5,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,112.5,112.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",-26.3803,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,-26.3803,0,,,-26.3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",703.2963199999999,522.12014,25.20615,0,0,0,0,0,,25.20615,,0,25.20615,0,0,496.91399,0,0,,0,,,496.91399,0,,496.91399,0,0,,,,181.17618,181.17618,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",81250.83039,81250.83039,79700.52608,79700.52608,0,79700.52608,0,0,,0,,0,0,0,0,1550.30431,0,0,,0,,,1550.30431,0,,1550.30431,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,20.67238,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,20.67238,20.67238,0,0,0,0,0,0,0,0,20.67238,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",25657.53862,1296.72154,1296.72154,1296.72154,0,1296.72154,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,24360.81708,20488.81252,,,3872.00456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",15,15,15,15,0,0,15,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",2156.91343,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2156.91343,1696.69446,,,460.21897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
