"Сведения о доле перестраховщиков в выплатах по договорам, переданным в перестрахование, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
0191,"Акционерное общество ""Тинькофф Страхование""",65235.19342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,65235.19342,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",938.49089,0,0,70,70,0,0,0,868.49089,868.49089,12.73423,0,0,0,0,0,0,669.54858,186.20808,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",135816.90922,0,0,181.80863,181.80863,0,0,0,135635.10059,130621.14516,0,0,0,0,25107.86335,0,0,105513.28181,0,3628.20895,0,0,0,0,0,0,0,14.14958,3614.05937,0,1385.74648,0,,0,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",106565.71559,0,0,0,0,0,0,0,106565.71559,106565.71559,0,0,0,0,27.48864,0,0,106475.99377,62.23318,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0290,"Акционерное общество Страховая компания ""Альянс""",295961.17828999995,0,0,17526.59784,15178.53561,0,0,2348.06223,259254.34325,41547.89502,10858.85378,0,4189.55075,39.58192,25310.54676,0,0,1149.36181,0,2229.4484,0,0,0,0,1590.2845,0,0,0,639.1639,0,3896.74787,211580.25196,,0,0,19180.2372,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",652.55249,0,0,0,0,0,0,0,652.55249,652.55249,12.17056,0,640.38193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",29716.79189,0,0,0,0,0,0,0,24857.42322,24270.50981,0,0,0,0,0,0,0,24270.50981,0,586.91341,0,0,0,0,0,0,0,0,0,586.91341,0,0,,4859.36867,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",2594.21364,0,0,0,0,0,0,0,1756.1581,1756.1581,1756.1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,838.05554,0,0
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",8702.66239,0,0,39.34916,39.34916,0,0,0,8663.31323,8663.31323,6706.45328,0,0,0,0,0,0,0,1956.85995,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",4031.97391,0,0,0,0,0,0,0,3878.21756,3878.21756,2839.96718,0,0,0,0,0,0,1038.25038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,153.75635,0,0,0
0621,"Страховое акционерное общество ""ВСК""",652170.08293,0,0,0,0,0,0,0,289896.02362,286174.47437,0,0,0,0,0,25259.027790000004,19558.66666,260915.44658,0,3721.54925,0,0,0,0,0,0,3721.54925,0,0,0,0,0,,339319.62808,7893.99466,15060.43657,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",39549.1509,0,0,1185.94502,1185.94502,0,0,0,22414.8579,22414.8579,22286.39132,0,0,0,0,0,0,128.46658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10100.97738,0,5847.3706,0
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",13460.67275,0,0,13460.67275,13460.67275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",28548.82144,0,0,0,0,0,0,0,26368.39,26368.39,7838.228,0,0,0,0,0,0,18530.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1328.66565,0,851.76579,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",2150915.30861,0,0,354567.08016,0,0,0,354567.08016,1126672.90357,821469.81705,187673.18142,0,359266.28026,20755.04347,40064.63194,0,0,213710.67996,0,57264.19166,3906.21427,0,0,0,23327.07515,9087.65924,0,0,20943.243,0,0,247938.89486,,508530.04417,49435.39876,111709.88195,0
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",91221.3316,0,0,66821.20123,2791.7903,0,0,64029.41093,8136.29401,7719.9184,1655.0752,0,0,0,0,0,0,0,6064.8432,0,0,0,0,0,0,0,0,0,0,0,0,416.37561,,7567.2708,2706.8131,5989.75246,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",173650.06562,0,0,10039.91573,10039.91573,0,0,0,163610.14989,163610.14989,61538.01779,0,94133.24858,0,0,0,0,7811.2,127.68352,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",4797387.8288900005,0,0,7318.86386,0,0,0,7318.86386,4341942.69854,4169084.91435,2526543.79014,8061.49291,633812.25324,175623.78967,1570.69905,10649.09797,0,756038.05537,56785.736,66725.22506,0,0,0,0,31778.47867,0,0,2734.35162,32212.39477,0,106132.55913,0,,262524.47828,84214.2184,101387.56981,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",1592868.9938899998,0,0,961657.99678,86458.43865,0,0,875199.55813,521840.9306,284070.02252,52602.12629,0,0,0,57877.98111,0,0,164701.94829,8887.96683,41542.6193,20797.97698,2948.84649,17849.13049,0,0,12.558,0,0,4069.65173,16662.43259,132098.72578,64129.563,,84095.53867,10850.88408,14423.64376,0
1216,"Акционерное общество Страховая компания ""Чулпан""",7393.464739999999,0,0,0,0,0,0,0,909.52566,909.52566,864.08316,0,0,0,0,0,0,45.4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,334.57977,0,6149.35931,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",470478.3616200001,0,0,152573.50463,133285.01797,0,0,19288.48666,170268.01461,151802.49675,92310.43868,0,0,21073.56994,0,0,0,29641.22021,8777.26792,713.16873,693.91066,693.91066,0,0,0,0,0,0,19.25807,0,0,17752.34913,,131268.83542,1412.2035,14955.80346,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",555045.53585,0,0,24922.81044,8750,0,0,16172.81044,428644.2243,213271.61419,3352.90991,0,0,0,0,0,0,209918.70428,0,1153.54082,0,0,0,1153.54082,0,0,0,0,0,0,214219.06929,0,,57066.47786,4854.78927,39557.23398,0
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",11534.107,0,0,0,0,0,0,0,11534.107,11534.107,15.27648,0,0,0,11518.83052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",106445.27014000001,0,0,19441.26142,19441.26142,0,0,0,304.05702,242.63582,242.63582,0,0,0,0,0,0,0,0,61.4212,61.4212,61.4212,0,0,0,0,0,0,0,0,0,0,,69280.53211,0,17419.41959,0
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",15.482,0,0,0,0,0,0,0,15.482,15.482,0,0,0,0,0,0,0,0,15.482,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",263.30398,0,0,0,0,0,0,0,263.30398,263.30398,245.78698,0,0,0,0,0,0,0,17.517,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",85106.60196,0,0,85106.60196,0,0,0,85106.60196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",1166355.3271299999,0,0,5120.9999,5120.9999,0,0,0,1088455.23605,1086286.31794,177.9335,0,0,0,1368.91363,0,0,1084739.47081,0,0,0,0,0,0,0,0,0,0,0,0,0,2168.91811,,72580.27478,0,198.8164,0
1820,"Акционерное общество ""ГУТА-Страхование""",3486.3673,0,0,0,0,0,0,0,3486.3673,0,0,0,0,0,0,0,0,0,0,3486.3673,0,0,0,0,0,0,0,3486.3673,0,0,0,0,,0,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",911153.71629,0,0,32.80234,32.80234,0,0,0,858638.36336,858638.36336,29620.53853,0,0,0,0,1131.14218,0,826072.83654,1813.84611,0,0,0,0,0,0,0,0,0,0,0,0,0,,26024.29628,4072.34442,22385.90989,0
1858,"Акционерное общество Страховая компания ""Армеец""",-157144.12253,0,0,0,0,0,0,0,20.44002,20.44002,20.44002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-157164.56255,0,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",7777.1642999999995,0,0,0,0,0,0,0,6402.73331,4191.9117,3318.75844,0,0,0,873.15326,0,0,0,0,2210.82161,2210.82161,23.09871,2187.7229,0,0,0,0,0,0,0,0,0,,1374.43099,0,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",13762.42558,0,0,8032.66717,8032.66717,0,0,0,5729.75841,5729.75841,5729.75841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",384.32652,0,0,0,0,0,0,0,384.32652,384.32652,0,0,0,0,0,0,0,384.32652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",3069636.98986,0,0,94577.02754,91090.05077,0,0,3486.97677,2673570.63918,2430176.08895,102830.29788,0,865761.54859,137013.15873,7695.17638,236821.88192,213954.85202,1080050.46862,3.55683,108462.9124,0,0,0,0,47543.70166,0,0,0,60919.21074,0,-50.83057,134982.4684,,266949.31385,11585.34476,22954.66453,0
2346,"Акционерное общество ""Объединенная страховая компания""",15315.445689999999,0,0,3499.99923,3499.99923,0,0,0,6349.64249,2800.35119,0,0,0,2139.33313,0,0,0,133.01248,528.00558,3549.2913,3549.2913,0,0,0,0,0,0,0,0,0,0,0,,4844.96935,0,620.83462,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",408379.54386,0,0,11363.61438,11363.61438,0,0,0,396471.43721,396471.43721,13430.40672,0,0,2393.472,511.40922,1983.4968,1983.4968,378152.65247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,107.05981,0,437.43246,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",25557.15357,0,0,0,0,0,0,0,6859.14417,4870.72127,3107.56643,0,0,0,0,0,0,1402.9531,360.20174,1988.4229,0,0,0,0,0,1977.1179,0,0,11.305,0,0,0,,18698.0094,0,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",99.23089,0,0,0,0,0,0,0,99.23089,99.23089,0,0,0,0,0,0,0,99.23089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",1007.74464,0,0,0,0,0,0,0,1007.74464,0,0,0,0,0,0,0,0,0,0,1007.74464,0,0,0,0,1007.74464,0,0,0,0,0,0,0,,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1385654.4129599999,0,0,325315.58138,325315.58138,0,0,0,1060338.83158,1059176.42767,38361.23887,0,0,0,0,974212.36459,722832.80401,43709.27288,2893.55133,1162.40391,0,0,0,0,0,0,0,0,1162.40391,0,0,0,,0,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",11961.896780000001,0,0,0,0,0,0,0,60.5184,60.5184,60.5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11901.37838,0,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",13197.412910000001,0,0,2956.93532,2956.93532,0,0,0,10240.47759,4252.84324,1322.5,0,0,0,0,0,0,2930.34324,0,5987.63435,0,0,0,0,0,0,0,0,0,5987.63435,0,0,,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",155195.90472,0,0,1394.61316,0,0,0,1394.61316,38073.68747,15546.5,0,0,0,0,0,0,0,15546.5,0,22527.18747,0,0,0,0,0,6715.9992,0,0,15811.18827,0,0,0,,111635.67853,1360.5102,2731.41536,0
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",11946.75949,0,0,0,0,0,0,0,3624.36638,3624.36638,148.95501,0,0,0,0,0,0,3475.41137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,8322.39311,0
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",86779.11913,42769.82724,0,44009.29189,51578.03296,0,0,-7568.74107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",190.90214,0,0,0,0,0,0,0,190.90214,190.90214,0,0,0,0,190.90214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",28274.73272,0,0,9943.07927,9943.07927,0,0,0,17800.56466,17473.07596,5451.56214,0,0,0,8145.7484,0,0,3875.76542,0,327.4887,0,0,0,0,0,0,0,0,327.4887,0,0,0,,450.33915,79.75368,0.99596,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",24452.640320000002,0,0,0,0,0,0,0,23470.00891,102.82785,0,0,0,0,0,0,0,102.82785,0,23367.18106,0,0,0,0,0,0,0,23367.18106,0,0,0,0,,0,683.41125,299.22016,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",1057.4552899999999,962.95529,0,94.5,94.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",142.32277,0,0,142.32277,0,0,0,142.32277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",8650.976419999999,6570.34117,0,2080.63525,2080.63525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",277329.94347,277329.94347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",258412.23765999998,26473.30536,0,231938.9323,193540.34513,0,0,38398.58717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",405855.91044999997,16519.45609,0,389336.45436,12396.40749,0,0,376940.04687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",13155.56977,0,0,0,0,0,0,0,11192.92977,11192.92977,688.95706,0,0,0,9863.75808,0,0,0,640.21463,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1962.64,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",2589.24769,2589.24769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",7510.50682,0,0,5335.51773,5335.51773,0,0,0,2174.98909,2174.98909,1274.31649,0,0,0,0,0,0,535.07353,365.59907,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",71.20684,71.20684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",-4424.692529999999,735.46121,0,-5160.15374,-6156.22856,0,0,996.07482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",13423.067190000002,0,0,4717.22376,4717.22376,0,0,0,8705.84343,8705.84343,8704.58011,0,0,0,0,0,0,1.26332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3947,"Акционерное общество ""АИГ страховая компания""",231781.02821000002,0,0,0,0,0,0,0,231770.01547,129376.67952,0,0,0,0,40137.61428,0,0,89239.06524,0,7144.28294,0,0,0,0,0,0,0,0,7144.28294,0,0,95249.05301,,0,11.01274,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",226151.03422,0,0,166559.23266,0,0,0,166559.23266,59591.80156,52961.80156,5300,0,0,0,24848.645,10782.82716,10782.82716,0,12030.3294,6630,0,0,0,0,0,0,0,6630,0,0,0,0,,0,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",7093.81958,0,0,343.68266,343.68266,343.68266,0,0,6750.13692,4667.59074,0,0,0,0,4667.59074,0,0,0,0,2082.54618,0,0,0,0,0,0,0,0,2082.54618,0,0,0,,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",365188.66224,328900.70798,0,36287.95426,19951.76526,0,0,16336.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",192.7927,192.7927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4014,Акционерное общество «Страховая компания «Ю-Лайф»,151.12204,151.12204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",8275.58503,8253.85226,0,21.73277,0,0,0,21.73277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",5587.7991,0,0,5587.7991,5587.7991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,103654.12204,91565.28533,0,12088.83671,0,0,0,12088.83671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
