"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
0191,"Акционерное общество ""Тинькофф Страхование""",713233.76918,0,0,54244.18121,54244.18121,0,0,0,658988.6886,624004.5919,544140.25532,0,0,0,0,0,0,0,79864.33658,370.41277,346.18682,0,0,0,0,0,24.22595,0,0,34613.68393,,0.89937,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",17240.16664,0,0,11142.17175,2809.7054,0,0,8332.46635,6097.99489,5731.85999,1159.79775,0,123.0991,0,42.38128,0,0,2356.01221,2050.56965,366.1349,0.3,0,-898.92161,0,0,167.13,958.97651,138.65,0,0,,0,0,0
0212,"Акционерное общество Страховая компания ""Цюрих""",22664.21879,0,0,0,0,0,0,0,22664.21879,15469.38132,0,0,0,0,11853.44455,0,0,3615.93677,0,3473.37577,0,0,0,0,0,839.53254,2633.84323,0,1287.42484,2434.03686,,0,0,0
0290,"Акционерное общество Страховая компания ""Альянс""",136745.49055000002,0,0,16400.46604,16161.44468,463.35421,0,239.02136,120038.43614,35140.41327,0,207.48927,0,0,11322.54798,0,0,19876.80699,3733.56903,15194.20355,0,0,0,0,70.875,2811.41949,12311.90906,0,2756.55777,66947.26155,,0,263.38495,43.20342
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",8205.60061,0,0,7862.2632,0,0,0,7862.2632,343.33741,20.93825,0,0,0,0,20.93825,0,0,0,0,27.51914,0,0,0,0,0,0,3.6,23.91914,0,294.88002,,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",305927.84056000004,0,0,64820.87736,52570.23629,0,0,12250.64107,216204.37567,207278.08766,69923.6263,0,0,14.2532,874.63549,5147.1706,5034.54355,124990.71694,6327.68513,6132.66721,888.22754,0,39.29525,270.75814,37.5,164.5782,4732.30808,0,136.65,2656.9708,,24902.58753,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",15176.72656,0,0,2013.10744,2013.10744,0,0,0,13163.61912,5544.56975,0,0,0,2377.91583,1393.43521,0,0,1108.83497,664.38374,7491.5872,0,0,0,4205.36455,0,0,3286.22265,0,0,127.46217,,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",139.049,0,0,139.049,0,0,0,139.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",6767.762280000001,0,0,874.29541,387.68737,0,0,486.60804,1180.15889,1175.82189,1003.31162,0,0,0,0,0,0,0.804,171.70627,4.337,0,0,0,0,0,0,4.337,0,0,0,,4708.01198,5.296,0
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",24391.89269,0,0,4483.61443,1816.10494,0,0,2667.50949,19908.27826,18625.61697,12641.87556,0,0,0,1880.30019,0,0,1757.88579,2345.55543,1016.40822,160.23573,0,0,0,0,0.2875,819.75999,36.125,0,266.25307,,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",39748.74055,0,0,13259.86527,12331.26475,0,0,928.60052,14747.79684,14704.46415,6296.24285,0,0,0,80.23382,189.01199,0,990.2221,7148.75339,43.33269,11.7504,0,0,0,0,0,31.58229,0,0,0,,11741.07844,0,0
0621,"Страховое акционерное общество ""ВСК""",9806999.745509999,0,0,2387084.36174,1726541.45907,9.826,0,660542.90267,7208669.97929,6377976.83337,2541880.29451,4323.43626,46438.63242,40301.21716,242842.78036,19482.02069,15357.47828,468273.52005,3014434.93192,123200.87777,30358.64955,0,600.04563,24305.93143,2901.49252,-551.6816,65589.51341,-3.07317,10909.48977,696582.77838,,199632.3908,6931.18894,4681.82474
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",306161.73764,0,0,49404.64123,31835.53659,0,0,17569.10464,206848.70556,197412.05236,150594.2746,175.20105,0,282.63109,28990.28155,0,0,7021.55948,10348.10459,3881.41808,267.45512,0,0,0,0,12.58,603.44296,2997.94,0,5555.23512,,46424.69334,2401.27331,1082.4242
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",240816.54296,0,0,211619.55619,191529.8588,0,0,20089.69739,29196.98677,17429.72102,0,0,0,0,12.4142,0,0,4625.25413,12792.05269,5387.28189,0,0,0,0,3.84637,0,5383.43552,0,0,6379.98386,,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",773796.77203,0,0,191714.85702,167303.26436,0,0,24411.59266,580498.18879,539210.02482,30336.14065,87.23682,705.96888,959.42989,299447.92508,0,0,124479.71636,83193.60714,23191.33654,589.13003,0,76.85991,2029.54509,299.65765,1304.29398,18648.89488,242.955,53.711,18043.11643,,1053.33359,264.09168,266.30095
0928,"Страховое публичное акционерное общество ""Ингосстрах""",7288549.576169998,0,0,1191760.20047,820425.12618,334.71503,0,371335.07429,5508980.88003,4577354.67663,3293633.79348,1833.47395,32175.84577,76374.11069,203329.88908,693.29719,411.84765,387931.03581,581383.23066,349825.3999,53081.46749,0,3186.22439,60911.00497,5178.20914,74621.95405,151811.55878,1034.98108,1743.72781,580057.07569,,567847.84586,11387.82049,8572.82932
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",760534.61546,0,0,110078.16263,94916.5722,0,0,15161.59043,620997.20107,536721.12506,389535.05373,98.99526,0,0,8505.42917,1296.97782,0,41170.94794,96113.72114,64225.51809,24255.14731,0,0,0,1568.39148,513.53811,35760.3083,2128.13289,47.67865,20002.87927,,27022.50356,1230.73152,1206.01668
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",286183.83912,0,0,149489.69854,80857.92875,0,0,68631.76979,136694.14058,92942.8422,43308.57786,0,5316.3897,0,12857.58755,0,0,15074.27974,16386.00735,28588.13665,337.92717,0,518.72931,0,0,26615.41741,0,1116.06276,0,15163.16173,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",31413261.18498,0,0,26794618.73006,26123985.5852,0,0,670633.14486,4453419.24135,3595828.26674,1458848.37561,35174.32748,262168.00814,12363.31856,69669.64107,2554.6702,766.15402,880290.43746,874759.48822,296946.95006,17694.18037,8.7,51198.73608,3277.36341,6551.03669,8188.10737,208923.80627,1105.01987,167854.84739,392789.17716,,146262.96307,6229.37131,12730.87919
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",9191949.826310001,-10.89137,0,2408894.72685,1073040.28744,192.5297,0,1335854.43941,5418686.62379,4836868.31861,3569023.27299,3245.75344,0,-40,105428.09626,2271.24121,0,403943.09613,752996.85858,241964.1105,95720.41262,0.56818,35.151,315.20729,3178.28284,4571.69221,120570.37613,17572.42023,17788.99205,322065.20263,,1349852.85308,11842.64959,2683.86437
1216,"Акционерное общество Страховая компания ""Чулпан""",14339.141730000001,0,0,1545.33677,1008.27267,0,0,537.0641,10402.31578,9843.88027,4482.66087,0,0,35.625,1.155,79.31359,0,410.1966,4834.92921,549.99921,14.9524,0,0,52.11442,0.892,0,482.04039,0,0,8.4363,,535.22455,162.29868,1693.96595
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",4182181.1002499997,0,0,909039.3505,598560.13698,0,0,310479.21352,3112174.35329,1801671.33267,1308181.58848,425.86543,0,8918.06365,6424.21152,0,0,32049.14059,445672.463,54815.37922,7692.27687,0,0,49.17426,0,1027.57999,46046.3481,0,0,1255687.6414,,159400.59075,477.16272,1089.64299
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",3589826.38064,0,0,432739.36252,234680.12293,0,0,198059.23959,3098936.7625,2676959.31615,1911830.7739,10069.36705,2544.16626,17188.33995,85664.26228,52990.71117,47427.05149,440691.81681,155979.87873,127896.81041,46878.04616,80,769.38866,19321.94802,6664.16532,748.66654,52596.41572,838.17999,90192.83313,203887.80281,,55104.63392,1471.92031,1573.70139
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",84329.00478,0,0,39514.98206,953.05962,0,0,38561.92244,44814.02272,44239.34315,27825.71752,0,0,0,16175.37251,0,0,194.29516,43.95796,43.8375,23.31,0,0,0,0,0,20.5275,0,0,530.84207,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",334388.87735,0,0,285498.02591,279363.86607,0,0,6134.15984,48890.85144,24341.16884,4877.94967,0,0,0,0,0,0,44.05,19419.16917,4206.38609,0,0,0,0,0,0,4206.38609,0,0,20343.29651,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",1669500.07341,0,0,379549.13508,353806.34796,0,0,25742.78712,1072024.28878,478265.74781,423746.90551,14905.25861,236.378,251.08367,606.01102,0,0,3866.3099,34653.8011,39879.94466,31001.39924,0,1.275,136.9167,2882.84849,0,1965.81331,3891.69192,0,553878.59631,,215177.26131,361.03079,2388.35745
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",182576.65117000003,0,0,13671.30128,13671.30128,0,0,0,168905.34989,135111.18448,0,0,0,0,0,0,0,0,135111.18448,1599.24561,0,0,0,0,0,0,1599.24561,0,0,32194.9198,,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",10310.472399999999,0,0,170.90667,170.90667,0,0,0,2426.28494,2420.03494,1588.08199,0,42.5,0,0,0,0,656.31955,133.1334,6.25,0,0,6.25,0,0,0,0,0,0,0,,7713.28079,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",9256.5458,0,0,5988.79569,5978.79569,0,0,10,3267.75011,1952.40133,0,0,0,0,0,0,0,0,1952.40133,0,0,0,0,0,0,0,0,0,0,1315.34878,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",703594.6778,0,0,106433.94161,54453.88433,0,0,51980.05728,596679.51848,547616.83143,486652.32938,73.14471,0,-438.54614,18790.46138,0,0,21042.81977,21496.62233,13588.16716,4705.86052,0,0,-25.43601,834.57544,801.6308,3698.25645,3573.27996,794.47854,34680.04135,,218.13869,160.22902,102.85
1820,"Акционерное общество ""ГУТА-Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1899588.3921400001,0,0,481910.06355,382583.74723,1984.35133,3.85,99326.31632,1332476.98033,1242758.23546,629617.12878,321.2014,0,1160.80233,240822.98104,26978.42086,24166.13435,200729.77659,143127.92446,61523.87531,4248.48234,57.6,20.57,2397.50744,3453.85852,1133.53044,49433.60677,778.7198,1614.78684,26580.08272,,77448.24862,3976.33966,3776.75998
1858,"Акционерное общество Страховая компания ""Армеец""",60202.71834,0,0,14572.28166,7575.04858,0,0,6997.23308,4571.55089,2678.54752,767.86937,0,0,0,0,0,0,585.87358,1324.80457,1887.82526,0,0,0,0,0,0,1887.82526,0,0,5.17811,,41058.88579,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",116604.17962000001,0,0,5088.32396,4834.09121,0,0,254.23275,52663.79654,17612.4024,15200.0931,0,0,0,1409.77045,0,0,362.75377,639.78508,35051.39414,34789.70525,0,0,0,0,63.24497,198.44392,0,0,0,,58852.05912,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",26262.90003,0,0,3211.32209,1955.45172,0,0,1255.87037,23051.57794,19941.22421,16876.55275,0,0,211.9983,29.22946,0,0,1039.42733,1784.01637,2664.82978,110.025,0,0,35.2875,0,2069.71632,357.46354,92.33742,0,445.52395,,0,0,0
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",16527.34887,0,0,8520.20986,8048.42915,0,0,471.78071,8007.13901,7949.50496,1876.25269,0,0,0,10.00493,13.75031,0,283.92142,5765.57561,57.63405,0,0,0,0,0,0,57.63405,0,0,0,,0,0,0
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",13114559.344239999,0,0,2330983.62483,1852840.76446,1266.29881,0,478142.86037,10165525.67131,8544154.64083,3585981.78862,8531.65345,25510.20531,46867.97133,67954.30307,132211.68293,129905.11555,237432.17591,4439664.86021,335160.159,95956.02431,0,3006.3795,12730.39133,113.26641,7856.32576,213292.37732,2205.39437,8415.76078,1277795.1107,,605664.64242,7781.03529,4604.37039
2346,"Акционерное общество ""Объединенная страховая компания""",221044.7925,0,0,81563.16082,17987.25506,0,0,63575.90576,123992.61553,113352.55858,91358.66098,0,53.8125,1192.32386,1897.3935,0,0,13040.38134,5809.9864,5920.17533,251.93699,0,35.09178,634.52189,4.02,1116.3185,3803.11184,75.17433,0,4719.88162,,15489.01615,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",933488.96235,0,0,277078.31914,220382.01207,2902.82038,0,56696.30707,654436.57403,568762.43033,183036.38594,320.29759,0,20141.72969,166692.61243,12403.8185,12231.78945,128338.71169,57828.87449,74471.15205,925.70816,0,122.85,9836.95036,0,35920.4221,27665.22143,0,3326.01558,7876.97607,,1342.52466,231.29127,400.25325
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",572680.85636,0,0,470581.604,458447.12058,0,0,12134.48342,72237.37359,69877.43921,37519.22256,0,0,113.0868,940.88,0,0,7693.18969,23611.06016,2359.93438,20.2822,0,0,50.37,0,46.84552,2237.22316,5.2135,0,0,,29861.87877,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",189998.778,0,0,65353.71074,65353.71074,0,0,0,124645.06726,21383.24369,21383.24369,0,0,0,0,0,0,0,0,209.3768,209.3768,0,0,0,0,0,0,0,0,103052.44677,,0,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",1.17204,0,0,0,0,0,0,0,1.17204,0,0,0,0,0,0,0,0,0,0,1.17204,0,0,0,0,0,0,1.17204,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",73812.12232,0,0,34222.98418,6583.7526,0,0,27639.23158,39589.13814,39566.61153,28705.38673,0,0,0,1281.52012,0,0,9406.03823,173.66645,22.52661,0,0,5.96411,0,0,0,16.5625,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",681067.79615,0,0,247153.33945,247153.33945,0,0,0,433907.3687,213394.21698,12078.41375,5.03716,0,43.6425,114.91303,150011.13993,130229.70557,21010.04132,30131.02929,18329.37902,20.25,0,0,6.25,0,115.26,18187.61902,0,5762.772,196421.0007,,0,7.088,0
3064,"Акционерное общество ""Боровицкое страховое общество""",100369.85429999999,0,0,43571.86776,21956.58356,0,0,21615.2842,36806.49872,32596.06164,19411.5238,0,0,0,10842.55661,0,0,2230.98188,110.99935,4199.43708,0,0,0,0,0,88.84868,441.8684,3668.72,0,11,,19991.48782,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",52207.31198,0,0,20894.48595,0,0,0,20894.48595,31312.82603,27388.56803,0,0,0,0,0,0,0,0,27388.56803,3924.258,0,0,0,0,0,0,3924.258,0,0,0,,0,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",-4025.74768,0,0,2290.09672,-420.89399,0,0,2710.99071,-6315.8444,-8812.43855,-429.2068,0,0,-7528.70834,0,0,0,-736.43532,-118.08809,1969.12056,0,0,0,-9125.42217,0,0,-39.39689,11133.93962,0,527.47359,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",1612564.50656,0,0,711089.49922,616352.92711,0,0,94736.57211,874426.84158,745628.10709,545963.45914,0,2170.26324,2657.24307,16305.9627,528.1977,0,40529.10537,137473.87587,23121.64519,2104.69645,0,2114.67833,8347.30679,110.43072,472.56875,9301.5009,670.46325,17.52672,105659.56258,,23867.363,1165.86541,2014.93735
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",161982.43876,0,0,1025.14891,1006.24891,0,0,18.9,160957.28985,155103.13635,155090.53635,0,0,0,0,0,0,12.6,0,5854.1535,5854.1535,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",531342.22632,0,0,27818.64111,2234.82942,0,0,25583.81169,502041.13446,478052.05182,14.04,183.401,7.74599,593.82877,35318.44665,0,0,441839.65318,94.93623,23847.39712,0,0,2.7674,1713.87354,0,962.66864,21049.93804,118.1495,0,141.68552,,7.60227,441.11383,1033.73465
3230,"Акционерное общество ""Страховая компания ""СОГАЗ-Мед""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",276083.29659000004,164898.94237,13683.66088,97500.69334,91268.7292,0,0,6231.96414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",5109.77947,0,0,4219.15633,112.67185,0,0,4106.48448,883.41258,676.84984,57.9,0,0,5.62448,21.03269,0,0,447.60018,144.69249,206.56274,184.19,0,1.2,0,0,0,21.17274,0,0,0,,7.21056,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",72632.9145,0,0,34436.22827,6825.37631,0,0,27610.85196,37858.24527,37379.62919,4238.69217,0,0,0,28298.99096,0,0,483.21337,4358.73269,343.70108,9.51,0,0,2.5,0,2.46,329.23108,0,0,134.915,,333.05896,5.382,0
3390,"Акционерное общество ""Страховая Компания ""ПОЛИС-ГАРАНТ""",31.49364,0,0,-0.2975,-0.2975,0,0,0,31.773,31.773,31.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.01814,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",-463690.10187,0,0,-344439.90895,-299091.98959,0,0,-45347.91936,-119250.19292,-111664.49481,-25404.96214,0,0,0,0,0,0,88.42443,-86347.9571,-4241.97123,0,0,0,0,-4076.49687,0,-165.47436,0,0,-3343.72688,,0,0,0
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",16166152.96655,16027326.55463,0,138826.41192,133135.10455,0,0,5691.30737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",213359.41036,0,0,147379.65525,147379.65525,0,0,0,65979.75511,47221.2556,0,0,0,0,0,0,0,0,47221.2556,6377.13802,0,0,0,0,0,0,6377.13802,0,0,12381.36149,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",976727.14552,959826.89124,0,16900.25428,16.43974,0,0,16883.81454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",15200.46475,0,0,15200.46475,0,0,0,15200.46475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",321152.79334000003,0,0,56113.70474,12913.7,0,0,43200.00474,265039.0886,1.4,0,0,0,0,0,0,0,0,1.4,265037.6886,0,0,0,0,0,0,0,265037.6886,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",481417.07209000003,440224.46769,29269.78223,11922.82217,11254.90512,0,0,667.91705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",1009844.55571,994743.79831,0,15100.7574,12270.7342,0,0,2830.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",669209.7468099999,373223.37558,0,295986.37123,147496.90304,0,0,148489.46819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",125431.84732999999,0,0,35681.70666,35681.70666,0,0,0,89750.14067,26359.78354,21815.50426,0,0,0,59.2661,0,0,4363.34841,121.66477,63341.78002,0,0,0,0,0,0,63252.78002,89,0,48.57711,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",120533.27794999999,0,0,10112.37374,146.29645,0,0,9966.07729,110420.90421,6803.79664,817.77339,0,0,0,2336.30163,0,0,3334.8491,314.87252,95069.15274,21.23866,0,0,0,0,1.2,93600.2538,1446.46028,8547.95483,0,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",3086.26061,0,0,9.558,9.558,0,0,0,3076.70261,1490.85701,0,0,0,0,0,0,0,1490.85701,0,1585.8456,0,0,0,0,0,12,1573.8456,0,0,0,,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",6464.327,0,0,0,0,0,0,0,6464.327,0,0,0,0,0,0,0,0,0,0,810.2852,0,0,0,0,0,0,173.285,637.0002,0,5654.0418,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",265701.80409,157642.86024,484.03815,107574.9057,107404.6486,0,0,170.2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",1081571.14873,1080349.06868,0,1222.08005,1222.08005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",5599.42346,5394.23851,0,205.18495,205.18495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
