Сведения о выплатах в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
№ п\п,Рег №,Наименование,Город,Всего*,из них страхование ,,страхование жизни ,страхование жизни,пенсионное,,,,в клинических ,,,,,,,,,,,,,,,,владельцев ,,,,,,,,,,,,военнослужащих и,"личного страхования, ",,ответственности ,владельца опасного ,перевозчика за ,имущественного ,Инвестиционное
,,,,,нерезидентов,Всего,(кроме пенсионного ,заемщика,страхование,Всего,Всего,от несчастных случаев и ,исследованиях ,работников налоговых ,,Всего,,средств наземного ,,,,,,"страхование, ",,,,владельцев средств ,автотранспортных ,владельцев ,владельцев средств ,,,"организаций, ",за причинение вреда ,,за неисполнение или ,страхование ,страхование финансовых ,Всего,приравненных к ним,предусмотренные ,Всего,владельцев,объекта за причинение ,"причинение вреда жизни, ","страхования, ",страхование
,,,,,,,страхования)-всего,,,,,болезней,лекарственного,органов,медицинское страхование,,Всего,транспорта ,средств ,средств воздушного ,средств водного ,грузов,сельскохозяйственное,осуществляемое с ,прочего имущества ,прочего имущества ,Всего,наземного транспорта ,средств (кроме ,автотранспортных ,железнодорожного ,владельцев средств ,владельцев средств ,эксплуатирующих ,вследствие недостатков ,за причинение вреда ,ненадлежащее ,предпринимательских ,рисков,,в обязательном ,федеральными законами,, транспортных средств,вреда в результате ,"здоровью, имуществу ",предусмотренные ,жизни
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами,
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
,,ИТОГО:,,658485524.67759,7711818.18977,204495686.87437,203353673.99767,11712464.5946,1142012.8767,301577289.08746,137434983.9293,19228290.11382,14224.72808,14350.54054,118206693.81548,164142305.15816,147261250.38925,97983359.85842,1028297.81215,6738627.5771,4497801.1376,3008071.81639,3060644.14577,2279549.76156,22292812.04484,8651635.99698,7128810.60468,2254173.29106,1379129.14728,872960.17323,107323.07441,947604.9277,994420.96597,218641.29138,247833.55754,2030395.74968,328417.74694,6000244.14576,3752000.01847,14231780.99212,14209486.13384,22294.85828,138343317.48025,137371397.52917,278024.38704,693895.56404,0,163518520.99193
1,4013,"ООО ""МАКС-Жизнь""",Москва,1156516.81094,381.801,1156516.81094,1156516.81094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1141267.7711
2,4372,ООО «Страховая компания «Манго»,Москва,17678.01529,-,-,-,-,-,17678.01529,42,42,-,-,-,17636.01529,17101.18426,-,-,-,-,-,-,-,-,17101.18426,512.99103,-,-,-,-,-,-,-,-,512.99103,-,-,21.84,-,-,-,-,-,-,-,-,-
3,1372,"СМК ""АСТРАМЕД-МС"" (АО)",Екатеринбург,320.77,-,-,-,-,-,320.77,320.77,-,-,-,320.77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,1643,"ООО СПК ""Юнити Ре""",Москва,186009.56673,-,-,-,-,-,186009.56673,186009.56673,-,-,-,186009.56673,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,4105,"ООО ""Страховая компания ""СиВ Лайф""",Москва,4453604.57348,96525.5695,4410077.76012,4410077.76012,63332.54856,-,43526.81336,43526.81336,18423.15,-,-,25103.66336,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,934104.43312
6,1083,"ООО ""Зетта Страхование""",Москва,3280085.14021,59265.06828,-,-,-,-,1812218.70821,269918.3678,127247.63149,-,-,142670.73631,1542300.34041,1478308.85547,1176835.54477,-,-,-,18446.24195,2044.63486,-,142135.19728,138847.23661,40299.66191,30551.91059,9239.38768,21312.52291,-,-,-,-,-,9747.75132,-,-,23691.82303,-,-,-,1468029.70967,1451641.49934,574.559,15813.65133,-,-
7,3438,"ООО ""ПРОМИНСТРАХ""",Москва,75526.06385,100,-,-,-,-,72445.01613,-,-,-,-,-,72445.01613,47.54597,-,-,-,-,-,-,-,-,47.54597,72397.47016,-,-,-,-,-,-,-,-,-,72397.47016,-,-,-,-,-,4382.67618,4282.67618,-,100,-,-
8,1209,"САО ""РЕСО-Гарантия""",Москва,49760838.02312,502862.73889,55572.4351,55364.34895,-,208.08615,31829793.7165,15617423.5104,1195082.01878,-,-,14422341.49162,16212370.2061,15345702.48014,13772606.65762,36839.08859,-,163.85176,104898.00159,1102.089,-,470284.25099,959808.54059,257536.04877,195033.61973,137900.06548,57133.55425,154.223,-,-,-,12882.92696,49465.27908,-,449582.03577,159549.64142,-,-,-,17949686.75644,17937328.03644,1058,11300.72,-,-
9,3828,"ООО СК ""Альянс Жизнь""",Москва,7232609.08477,489116.06554,1579280.4278,1578573.64648,27886.3771,706.78132,5653328.65697,5653328.65697,52421.07934,-,-,5600907.57763,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,711522.04547
10,3879,"ООО СК ""Росгосстрах Жизнь""",Москва,867912.82602,39773.78307,470672.88154,470672.88154,-,-,397239.94448,397239.94448,293170.52284,-,-,104069.42164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149903.05614
11,1623,"ООО СК ""Тюмень-Полис""",Тюмень,26541.67903,-,-,-,-,-,26541.67903,14677.41498,14677.41498,-,-,-,11864.26405,11864.26405,10754.41657,-,-,-,-,-,-,813.302,296.54548,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,1307,"ООО ""СК ""Согласие""",Москва,17323984.42278,266723.21593,-,-,-,-,12245638.23806,2888789.85399,372141.63153,-,-,2516648.22246,9356848.38407,8873028.10235,7962772.6277,14649.95161,34.90788,72215.06794,22657.67777,318821.17819,242434.39125,348657.16223,133219.52903,447073.70124,350390.34591,107627.66986,242762.67605,39368.28151,1588.63893,23329.26991,-,-,32375.36498,21.8,6220.98041,30525.60007,-,-,-,5087105.53068,5051766.73755,2518.78313,32820.01,-,-
14,4301,НКО НОВС,Камышин,123.15249,-,-,-,-,-,123.15249,-,-,-,-,-,123.15249,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,123.15249,-,-,-,-,-,-,-,-,-
15,3313,"ООО СМК ""УГМК-Медицина""",Екатеринбург,308474.9159,34039.938,-,-,-,-,308474.9159,308474.9159,-,-,-,308474.9159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,0983,"АО ""Страховая группа ""УралСиб""",Москва,27465.62437,-,-,-,-,-,27465.62437,15397.61313,13885.42481,-,-,1512.18832,12068.01124,4480.88253,-,-,-,-,-,-,-,2319.78033,2161.1022,7587.12871,-,-,-,-,-,-,-,-,4662.78089,2924.34782,-,-,-,-,-,-,-,-,-,-,-
17,3803,"ООО ""СК Доминанта""",Москва,409.038,-,-,-,-,-,409.038,-,-,-,-,-,409.038,409.038,-,-,-,-,-,-,-,409.038,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,3300,"АО СГ ""Спасские ворота""",Москва,351166.1274,6748.53571,-,-,-,-,335031.34795,229272.24967,11435.74837,-,-,217836.5013,105759.09828,74382.12348,2094.66286,-,-,-,71561.46062,-,-,726,-,31376.9748,31376.9748,-,31376.9748,-,-,-,-,-,-,-,-,-,-,-,-,16134.77945,15413.77945,-,721,-,-
19,0928,"СПАО ""Ингосстрах""",Москва,50610670.84231,2549083.63798,-,-,-,-,35385973.00434,7303541.64016,500984.90674,4604.80718,-,6802556.73342,28082431.36418,25302882.29144,17027536.54596,110998.37502,1654606.49986,1401039.01957,441108.67705,4745.18317,-,3872964.54214,789883.44867,2529621.27003,305285.91497,305285.91497,-,66031.09279,345784.03586,877377.95665,41.25,118927.17432,816173.84544,-,-,249927.80271,-,-,-,15306719.94599,15084678.3977,47133.59482,174907.95347,-,-
20,0425,"АО СК ""Ингвар""",Москва,70516.07236,-,-,-,-,-,70516.07236,-,-,-,-,-,70516.07236,70516.07236,-,-,-,-,66565.12804,-,-,3950.94432,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,372907.54455,-,-,-,-,-,361072.59073,116007.69924,16624.21025,-,-,99383.48899,245064.89149,59545.89392,27702.1213,-,-,-,21.99842,-,-,799.82504,31021.94916,175510.1963,-,-,-,-,-,-,-,-,1425.81774,174084.37856,-,10008.80127,11834.95382,11834.95382,-,-,-,-,-,-,-
22,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,236797.94247,-,-,-,-,-,149711.54075,53053.18638,578.5,-,-,52474.68638,96658.35437,95265.1963,88904.94908,-,-,-,-,-,-,1731.53975,4628.70747,1068.8224,1068.8224,1068.8224,-,-,-,-,-,-,-,-,-,324.33567,-,-,-,87086.40172,87086.40172,-,-,-,-
23,1587,"АО ""СО ""Талисман""",Казань,799290.10203,-,-,-,-,-,108274.28923,516.865,516.865,-,-,-,107757.42423,107715.47849,24449.05698,-,-,-,-,82829.678,82829.678,-,436.74351,-,-,-,-,-,-,-,-,-,-,-,-,41.94574,-,-,-,691015.8128,691015.8128,-,-,-,-
24,4293,"ООО ""СК ""Ойлер Гермес Ру""",Москва,337463.47833,-,-,-,-,-,337463.47833,-,-,-,-,-,337463.47833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,337463.47833,-,-,-,-,-,-,-,-,-,-
25,0348,"САО ""ЛЕКСГАРАНТ""",Москва,6720.55034,-,-,-,-,-,6720.55034,2325.01867,-,-,-,2325.01867,4395.53167,1033.51702,1022.70115,-,-,-,10.81587,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3362.01465,-,-,-,-,-,-,-,-,-
26,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,1346.53345,-,-,-,-,-,1346.53345,-,-,-,-,-,1346.53345,1346.53345,572.3206,-,-,-,-,-,-,715.21285,59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3954,"ООО РСО ""ЕВРОИНС""",Смоленск,875130.71436,17938.47812,-,-,-,-,405876.00292,368420.95406,16322.61547,-,-,352098.33859,37455.04886,25673.51463,19800.80431,-,-,-,1104.38936,1014.56742,304.01143,2305.64504,1448.1085,10770.91714,-,-,-,-,-,-,-,4035.45071,6735.46643,-,-,1010.61709,-,-,-,469254.71144,469254.71144,-,-,-,-
28,3847,"ООО СК ""НСГ""",Москва,1693336.88319,945.04874,-,-,-,-,1693136.88319,454368.7349,31.08334,-,-,454337.65156,1238768.14829,1238768.14829,10925.82322,-,1079333.25584,-,139770.88023,-,-,8532.72551,205.46349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,200,-,200,-,-,-
29,1820,"АО ""ГУТА-Страхование""",Москва,27256.81681,-,-,-,-,-,26047.09544,12902.03774,10.833,-,-,12891.20474,13145.0577,1397.10223,1182.22183,-,-,-,-,-,-,50.8804,164,11747.95547,-,-,-,-,-,-,-,-,11747.95547,-,-,-,-,-,-,1209.72137,1209.72137,-,-,-,-
30,4133,ООО СК ЭчДиАй Глобал,Москва,234390.08538,-,-,-,-,-,234390.08538,704.50204,704.50204,-,-,-,233685.58334,159139.52257,-,-,-,-,152998.62609,-,-,6140.89648,-,27834.99353,-,-,-,-,-,-,-,27834.99353,-,-,46686.87369,24.19355,-,-,-,-,-,-,-,-,-
31,3528,"ООО ""СМО ""Спасение""",Казань,230179.0668,-,-,-,-,-,230179.0668,230179.0668,-,-,-,230179.0668,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,2397,"ООО СО ""Геополис""",Москва,71023.26681,-,-,-,-,-,50050.64245,3709.245,-,-,-,3709.245,46341.39745,45502.33895,45040.53215,-,-,-,-,-,-,-,461.8068,839.0585,819.6005,819.6005,-,-,-,-,-,-,19.458,-,-,-,-,-,-,20972.62436,20972.62436,-,-,-,-
33,4001,"ООО СК ""Чулпан-Жизнь""",Альметьевск,635351.94267,-,634166.98367,632818.7687,-,1348.21497,1184.959,1184.959,1184.959,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
34,0055,"АО ""ДальЖАСО""",Хабаровск,76086.19961,-,-,-,-,-,76086.19961,58333.84363,3483.70838,-,-,54850.13525,17752.35598,17423.46298,7205.97013,14.42534,-,-,70.84355,-,-,9567.65966,564.5643,328.893,-,-,-,-,-,-,-,-,328.893,-,-,-,-,-,-,-,-,-,-,-,-
35,2144,"АО ""Страховая компания АСКО-Центр""",Курск,50779.28315,7166.76453,-,-,-,-,50779.28315,23732.9941,137.863,-,-,23595.1311,27046.28905,27046.28905,26632.74005,-,-,-,-,70,-,323.549,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,3947,"АО ""АИГ""",Москва,140458.75482,-,-,-,-,-,140458.75482,8096.09041,8096.09041,-,-,-,132362.66441,90575.5971,-,-,-,-,44144.75469,-,-,46430.84241,-,5527.01175,-,-,-,-,-,-,-,-,5527.01175,-,-,36260.05556,-,-,-,-,-,-,-,-,-
37,3594,"ООО ""МСГ""",Москва,15981.04419,3764.5556,-,-,-,-,15981.04419,15981.04419,8258.58323,-,-,7722.46096,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
38,4014,"АО ""СК ""Югория-Жизнь""",Москва,260782.49451,-,257001.14597,257001.14597,-,-,3781.34854,3781.34854,3781.34854,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,239194.42686
39,3487,"ООО ""БИН Страхование""",Москва,9103.68294,-,-,-,-,-,8702.68294,3836.33628,3835.16328,-,-,1.173,4866.34666,972.31043,-,-,-,-,-,-,-,-,972.31043,3894.03623,-,-,-,-,-,-,-,-,3799.47804,94.55819,-,-,-,-,-,401,-,-,401,-,-
40,4179,"ООО ""СК"" Райффайзен Лайф""",Москва,3552141.70509,118931.45488,3524143.53698,3524143.53698,302038.86351,0,27998.16811,27998.16811,19141.788,0,0,8856.38011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,4362,НКО ПОВС «Содружество»,Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,3815,"ООО ""СК ""Экспресс-страхование""",Санкт-Петербург,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,4376,"НКО ""ВОВС""",Сызрань,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,4360,"НКО ПОВС ""Эталон""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,3837,"ООО ""СК ""Ингосстрах-М""",Москва,16707.85441,-,-,-,-,-,16707.85441,16707.85441,-,-,-,16707.85441,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,3692,"ООО СК ""Сбербанк страхование жизни""",Москва,47133610.65339,-,46774880.58385,46774880.58385,9035510.2456,-,358730.06954,358730.06954,204182.82746,-,-,154547.24208,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33558514.46141
47,0667,"ООО СК ""УРАЛСИБ СТРАХОВАНИЕ""",Москва,121147.66818,-,-,-,-,-,121147.66818,102392.59929,77574.72545,-,-,24817.87384,18755.06889,16906.59919,-,-,-,-,674.4912,-,-,11119.61602,5112.49197,507.78904,-,-,-,-,-,-,-,-,507.78904,-,-,1340.68066,-,-,-,-,-,-,-,-,-
48,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,1055.44438,-,-,-,-,-,1055.44438,-,-,-,-,-,1055.44438,1055.44438,-,-,-,-,-,-,-,1055.44438,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,3943,"ООО ""СК ""АК БАРС-Мед""",Казань,182028.15943,6683.27214,-,-,-,-,182028.15943,182028.15943,-,-,-,182028.15943,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
50,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,697066.5079,-,-,-,-,-,697066.5079,590867.53542,319.2,-,-,590548.33542,106198.97248,105185.59491,59161.85261,-,-,-,45787.35974,-,-,226.18256,10.2,-,-,-,-,-,-,-,-,-,-,-,-,1013.37757,-,-,-,-,-,-,-,-,-
51,3870,"ООО СК ""ДЕЛО ЖИЗНИ""",Москва,259571.9178,-,257866.7628,257866.7628,-,-,1705.155,1705.155,1705.155,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,3511,"ООО СК ""Согласие-Вита""",Москва,224135.51401,249.4773,223233.46051,223233.46051,55110.53294,-,902.0535,902.0535,902.0535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137120.89128
53,0001,"ПАО СК ""Росгосстрах""",Люберцы,34708991.28243,363114.533,-,-,-,-,17495437.13433,6404262.0175,651679.02375,-,-,5752582.99375,11091175.11683,10615908.53465,6464330.76417,341031.96972,43810.5592,286763.81987,16189.40724,794079.07782,752449.5672,552604.88597,2117098.05066,473117.03346,259927.00887,209143.97321,50783.03566,-,184.82706,14404.25689,-,3339.22891,194219.71173,1042,355.36857,1794.18015,598970.95751,598970.95751,-,16614583.19059,16568008.77677,29676.1392,16898.27462,-,-
54,2877,"ООО ""СК ""Мегарусс-Д""",Москва,643005.03534,-,-,-,-,-,635271.83764,39754.41919,13308.01427,-,-,26446.40492,595517.41845,595517.41845,93450.12129,-,-,-,-,-,-,501397,670.29716,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7733.1977,7733.1977,-,-,-,-
55,2917,"ООО ""СК НИК""",Ульяновск,55278.46906,-,-,-,-,-,55278.46906,14932.31489,2294.5,-,-,12637.81489,40346.15417,21099.41861,686.91918,-,20412.49943,-,-,-,-,-,-,14483.224,795.272,795.272,-,-,7152.32035,-,-,-,6535.63165,-,-,4763.51156,-,-,-,-,-,-,-,-,-
56,2353,"ООО ""Страховая компания ""СДС""",Кемерово,362472.26653,-,-,-,-,-,142696.3882,135437.82186,4890.76662,-,-,130547.05524,7258.56634,6807.41834,5630.73099,-,-,-,-,-,-,-,1176.68735,451.148,183.8,183.8,-,-,-,-,-,-,23.048,244.3,-,-,-,-,-,219775.87833,219775.87833,-,-,-,-
57,3398,"ООО СК ""ВТБ Страхование""",Москва,11380441.59136,81.79,-,-,-,-,9107801.70312,4642216.84435,3907232.33955,-,-,734984.5048,4465584.85877,2760869.27189,95727.92104,12501.31692,21601.51546,-,20343.31405,-,-,2400621.43627,210073.76815,182987.07333,8571.30336,1885.09766,6686.2057,-,6930.32256,-,-,521.59421,166963.8532,-,-,1521728.51355,2259892.98102,2259892.98102,-,9788.1789,-,750,9038.1789,-,-
58,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,534983.12965,-,-,-,-,-,534983.12965,-,-,-,-,-,534983.12965,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,534983.12965,-,-,-,-,-,-,-,-,-,-
59,3969,"ООО ""СК Чабб""",Москва,47294.56065,9290.45698,-,-,-,-,47294.56065,17186.27979,17186.27979,7600,-,-,30108.28086,20972.91463,-,-,-,-,18673.24339,-,-,1973.04584,326.6254,9135.36623,-,-,-,-,-,-,-,1470.19005,7665.17618,-,-,-,-,-,-,-,-,-,-,-,-
60,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,39155035.74291,94063.09373,38717475.15653,38685964.5371,273843.90099,31510.61943,437560.58638,437560.58638,280944.69243,-,-,156615.89395,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33531244.07159
61,3245,"ООО СО ""ВЕРНА""",Краснодар,1038816.72459,-,-,-,-,-,160534.76313,66552.98118,14247.8712,-,-,52305.10998,93981.78195,75585.41112,62431.45905,-,-,-,-,2117.51143,2117.51143,2375.494,8660.94664,17690.40458,-,-,-,-,-,-,-,3.6,587.01348,17099.7911,-,705.96625,-,-,-,878281.96146,878281.96146,-,-,-,-
62,2346,"АО ""ОСК""",Самара,1674998.40774,72952.40881,-,-,-,-,694214.21107,86518.63854,19073.06905,-,-,67445.56949,607695.57253,601312.41159,508787.29467,-,-,72830.07766,2915.21787,185.60862,-,13488.03879,3106.17398,5958.00209,5026.74123,5026.74123,-,-,-,-,-,565.6,365.66086,-,-,425.15885,-,-,-,980784.19667,980618.07667,-,166.12,-,-
63,0290,"АО СК ""Альянс""",Москва,1162043.91316,587053.28387,-,-,-,-,1160321.64263,210267.3939,184836.45551,2019.9209,-,25430.93839,950054.24873,786295.19787,4035.87228,10890.70495,144825.21706,12067.56781,207874.66156,-,-,372050.52111,34550.6531,65431.48171,18856.94815,-,16772.9776,-,34458.25122,-,-,470.644,11645.63834,-,-,98327.56915,-,-,-,783,-,-,783,-,-
64,0621,"САО ""ВСК""",Москва,36385328.12754,580402.0491,-,-,-,-,21116310.38614,5855098.72238,1184215.80992,-,-,4670882.91246,15261211.66376,14640268.47952,12023669.14121,67687.63574,370840.8512,189131.95,124577.19424,281806.63835,239330.72415,727262.69761,855292.37117,556166.63144,328111.06356,172160.00703,155951.05653,-,-,13643.24388,119905.76009,1450.81181,77481.72559,15574.02651,8.6605,64767.8923,-,-,-,15279780.85514,15147540.73653,39359.59733,92880.52128,-,-
