"Сведения о страховых премиях по договорам, принятым в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
11,1208,"АО ""СОГАЗ""",Москва,5618972.36448,-,-,-,-,5351091.08428,6584.60897,6584.60897,-,-,-,5344506.47531,5056513.46457,913.15861,48.48793,28729.74508,51927.60205,73864.08986,352606.58912,-,4548423.79192,-,155123.54289,6.55674,-,-,-,-3921.91732,3382.66723,12145.87733,-108.34777,143615.79746,2.90922,125133.35079,7736.11706,-,-,-,267881.2802,-,152393.49188,115487.78832,-
12,3229,"АО ""Страховая бизнес группа""",Воронеж,18121.60499,-,-,-,-,11067.48814,-,-,-,-,-,11067.48814,8374.97897,660.63109,-,-,-,4634.3262,-,-,3067.03606,12.98562,2714.7458,-,-,-,-,-,-,-,36.84996,163.05284,2514.843,-22.23663,-,-,-,-,7054.11685,-,4109.59119,2944.52566,-
13,2708,"АО ""ЧСК""",Москва,7005.49033,-,-,-,-,330.11227,-,-,-,-,-,330.11227,110.58324,-,-,-,-,-,-,-,110.58324,-,219.52903,-,-,-,-,-,-,212.24629,-,7.28274,-,-,-,-,-,-,6675.37806,-,3938.92752,2736.45054,-
14,0177,"АО ""Юнити страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,4351,АО РНПК,Москва,7634758.14689,-,-,-,-,7620234.16765,356149.811,299191.06388,-,-,56958.74712,7264084.35665,6118164.82828,309192.93482,8106.84421,588507.07142,220229.6997,925684.76541,86883.22829,34462.08018,3957807.76147,21752.52296,608750.92792,3040.56295,-,-,-,167598.31934,58080.31104,-,124686.91758,253059.17986,2285.63715,699.0292,536469.57125,-,-,-,14523.97924,14523.95372,0.02552,-,-
16,3300,"АО СГ ""Спасские ворота""",Москва,13637.3556,-,-,-,-,8119.76529,-,-,-,-,-,8119.76529,2532.26583,-,-,-,-,2371.97145,-,-,160.29438,-,5587.49946,-,-,-,-,743.46383,-,-,50.25,4793.78563,-,-,-,-,-,-,5517.59031,-,3278.9992,2238.59111,-
17,0290,"АО СК ""Альянс""",Москва,148149.96786,-,-,-,-,114915.24399,-2.4953,-2.4953,-,-,-,114917.73929,23931.97156,-,-,7418.22357,-,-,-,-,15655.36589,858.3821,5146.36478,-,-,-,-,-1148.64437,-,1246.98414,-,5048.02501,-,83466.89468,2372.50827,-,-,-,33234.72387,-,19718.96005,13515.76382,-
18,2947,"АО СК ""РСХБ-Страхование""",Москва,20549.85217,-,-,-,-,6304.23125,246.69366,32.4896,-,-,214.20406,6057.53759,5993.04802,45,-,-9.99999,-,5945.94626,-,-,12.10175,-,64.48957,-,-,-,-,-,-,-,-,64.48957,-,-,-,-,-,-,14245.62092,-,7948.06385,6297.55707,-
19,3256,"АО СК ""Совкомбанк Жизнь""",Москва,93.55154,-,-,-,-,93.55154,93.55154,93.55154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,0212,"АО СК ""Цюрих""",Москва,16960.58242,-,-,-,-,16960.58242,-,-,-,-,-,16960.58242,2698.27501,-,-,-,-,-,-,-,2698.27501,-,3666.6772,-,-,-,-,-,-,-,-,3666.6772,-,198.09628,10397.53393,-,-,-,-,-,-,-,-
21,1216,"АО СК ""Чулпан""",Альметьевск,30356.50149,-,-,-,-,758.2555,-,-,-,-,-,758.2555,708.55447,389.13401,-,-,148.51421,-,-,-,170.90625,-,49.70103,-,-,-,-,-,40.70103,-,-,9,-,-,-,-,-,-,29598.24599,-,17618.59795,11979.64804,-
22,2496,"ООО ""Абсолют Страхование""",Москва,201824.05025,-,-,-,-,192169.86785,486.14404,486.14404,-,-,-,191683.72381,164689.23564,98688.11085,4.85472,3454.91772,2236.57746,555.1235,-,-,59303.16041,446.49098,27021.88684,119.45815,119.45815,-,-,1045.8171,9557.33404,-,192.3483,16106.92925,-,-11.77768,-15.62099,-,-,-,9654.1824,-,5668.40389,3985.77851,-
23,4375,"ООО ""ДжиАйСи Перестрахование""",Москва,804780.24975,-,-,-,-,804780.24975,-,-,-,-,-,804780.24975,641101.42295,-,11352.9253,19987.98111,12956.09525,6992.05483,6438.07097,-,562479.40189,20894.8936,62908.7262,-,-,-,-,14990.73655,4707.84488,-,-,33930.44087,9279.7039,81017.87893,19752.22167,-,-,-,-,-,-,-,-
24,1083,"ООО ""Зетта Страхование""",Москва,38280.51464,-,-,-,-,17482.36005,46.9784,46.9784,-,-,-,17435.38165,15558.85354,3735.435,-,-,-,365.50783,68.86656,-,11337.28509,51.75906,1733.40803,-,-,-,-,-,-,914.46359,214.33916,575.12406,29.48122,132.10008,11.02,-,-,-,20798.15459,-,12389.66714,8408.48745,-
25,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,-23362.79409,-,-,-,-,-23362.79409,-,-,-,-,-,-23362.79409,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-23900.00354,537.20945,-,-,-,-,-,-,-,-
26,1307,"ООО ""СК ""Согласие""",Москва,923782.64054,-,-,-,-,880387.10981,930.71828,930.71828,-,-,-,879456.39153,756086.02187,741.27722,158.05483,204835.17939,53807.4454,27342.85148,8689.83098,7924.8709,460072.30713,439.07544,15549.33468,-,-,-,-,1701.88839,238.59091,111.41625,3627.82409,9713.88001,155.73503,92407.71636,15413.31862,-,-,-,43395.53073,-,25864.90204,17530.62869,-
27,1182,"ООО ""СК ""ТИТ""",Москва,175317.50004,-,-,-,-,175317.50004,1418.46131,1418.46131,-,-,-,173899.03873,101103.56236,2409.69639,-,74545.36574,6.12499,13929.60917,-,-,7816.00724,2396.75883,72771.95804,143.64342,-,-,-,70457.56519,-,-,320.75645,1849.99298,-,-,23.51833,-,-,-,-,-,-,-,-
28,3969,"ООО ""СК Чабб""",Москва,2701192.68498,-,-,-,-,2701192.68498,10247.62217,10247.62217,-,-,-,2690945.06281,1936444.87905,-,-,-,-,43907.83273,-,-,1892537.04632,-,365820.47345,-,-,-,-,-,-,-,5325.80572,360494.66773,-,388679.71031,-,-,-,-,-,-,-,-,-
29,4174,"ООО ""СКОР П.О.""",Москва,1904197.2101,-,-,-,-,1904197.2101,-8435.87137,912.68001,-,-,-9348.55138,1912633.08147,1814277.45112,152361.33811,-1235.8395,19440.63985,5631.93766,49698.0086,145812.92355,-,1442568.44285,-,96792.05919,7334.54825,1594.94592,-,-,8978.93928,-,-,-,78838.00573,1640.56593,-,1563.57116,-,-,-,-,-,-,-,-
30,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,19660.61764,-,-,-,-,19660.61764,30.605,30.605,-,-,-,19630.01264,14419.74806,1729.53323,-,1785.81323,-,1619.11504,-,-,9238.34779,46.93877,5207.94198,-,-,-,-,-,-,-,-,3962.23854,1245.70344,-,2.3226,-,-,-,-,-,-,-,-
31,3834,"ООО ""Страховое общество ""Помощь""",Санкт-Петербург,14.75804,-,-,-,-,14.75804,-,-,-,-,-,14.75804,14.75804,-,-,-,-,14.75804,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,0585,"ООО ""СФ ""Адонис""",Пермь,-12448.56483,-,-,-,-,-10150.47785,-3630.19322,-3630.19322,-,-,-,-6520.28463,-6512.35832,-144.17708,-,-,-4.12356,-,-,-,-3086.63196,-3277.42572,-7.92631,-,-,-,-,-,-,-,-,-4.1173,-3.80901,-,-,-,-,-,-2298.08698,-,-1098.54367,-1199.54331,-
33,3398,"ООО СК ""ВТБ Страхование""",Москва,299017.69344,-,-,-,-,12205.38145,-213.83107,-213.83107,-,-,-,12419.21252,3637.9454,-,-,-,-459.052,-13.83622,-,-,4204.16691,-93.33329,9003.98867,-,-,-,-,-,-,-,-,9003.98867,-,-,-222.72155,-,-,-,286812.31199,-,180191.83971,106620.47228,-
34,3847,"ООО СК ""НСГ""",Москва,24215.13238,-,-,-,-,2232.52792,-,-,-,-,-,2232.52792,2232.52792,-,-,-,-,1722.02985,-,-,510.49807,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21982.60446,-,21982.60446,-,-
35,3268,"ООО СК ""Паритет-СК""",Москва,8952.83229,-,-,-,-,2997.48098,84.56061,84.56061,-,-,-,2912.92037,2324.16394,36,-,1109.3976,63.54,969.01221,-,-,125.74663,20.4675,585.55643,-,-,-,-,-,22.9902,-,13.40486,549.16137,-,-,3.2,-,-,-,5955.35131,-,3509.77319,2445.57812,-
36,4331,"ООО СК ""Сбербанк страхование""",Москва,1111584.83773,-,-,-,-,1075204.11409,574.12961,574.12961,-,-,-,1074629.98448,841114.48663,226.405,166.82199,32113.95446,-,6097.45434,30,-,802469.17907,10.67177,165209.27668,-,-,-,-,812.09455,-,1185.08474,1194.67283,162017.42456,-,36816.0752,31490.14597,-,-,-,36380.72364,-,21064.25243,15316.47121,-
37,0667,"ООО СК ""УРАЛСИБ СТРАХОВАНИЕ""",Москва,1170.07031,-,-,-,-,1170.07031,-231.36031,-231.36031,-,-,-,1401.43062,814.60828,-,2.22727,-,-,3.10227,-,-,809.27874,-,586.82234,-,-,-,-,-,-,586.82234,-,-,-,-,-,-,-,-,-,-,-,-,-
38,1643,"ООО СПК ""Юнити Ре""",Москва,-201.18745,-,-,-,-,-201.18745,-,-,-,-,-,-201.18745,-201.48429,-304.00453,-,-,-,-,-,-,102.52024,-,0.29684,-,-,-,-,0.29684,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,0397,"ООО Страховая Компания ""Гелиос""",Москва,1182.36502,-,-,-,-,1900.0576,1900.05556,1900.05556,-,-,-,0.00204,0.00204,-,-,-,-,-,-,-,0.00204,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-717.69258,-,-717.69258,-,-
40,1834,"ПАО ""САК ""ЭНЕРГОГАРАНТ""",Москва,231376.25075,-,-,-,-,198768.02173,2196.3511,2196.3511,-,-,-,196571.67063,177233.72499,11631.14098,221.33334,4300.43657,107.48267,15057.72166,2181.5328,-,140414.79547,3319.2815,4830.73307,5.4,5.4,-,-,-,156.09633,2293.81098,180.65039,2194.77537,-,14538.70365,-31.49108,-,-,-,32608.22902,-,19206.60376,13401.62526,-
41,0001,"ПАО СК ""Росгосстрах""",Люберцы,1478921.1509,-,-,-,-,1157183.11762,243.4236,66.67116,-,-,176.75244,1156939.69402,924525.65685,-,8.90909,67148.18023,32667.07226,22138.4454,1337.77504,-,801220.61026,4.66457,192710.02882,253.16067,253.16067,-,-,45230.1025,1216.5448,11930.77511,9785.68251,123564.01443,729.7488,39704.00835,-,-,-,-,321738.03328,-,184774.06373,136963.96955,-
42,0621,"САО ""ВСК""",Москва,1989705.29883,-,-,-,-,1849913.73632,2054.56366,2054.56366,-,-,-,1847859.17266,1545761.9922,6564.22965,130.84617,293668.65019,89354.84834,36246.21824,9814.67418,4990.44778,1113393.58569,-3411.06026,231365.0875,1323.69237,231.07247,1092.6199,-,59851.29865,3069.54316,10652.29395,2593.84908,153874.41029,-,27868.72753,42863.36543,-,-,-,139791.56251,-,80619.20423,59172.35828,-
43,0348,"САО ""ЛЕКСГАРАНТ""",Москва,273880.40913,-,-,-,-,273880.40913,2301.36665,2301.36665,-,-,-,271579.04248,88609.7105,-,-,88609.7105,-,-,-,-,-,-,182969.33198,-,-,-,-,181218.50589,-,-,-,1750.82609,-,-,-,-,-,-,-,-,-,-,-
44,1209,"САО ""РЕСО-Гарантия""",Москва,733165.8493,-,-,-,-,342818.95863,139811.69564,2290.95673,-,-,137520.73891,203007.26299,156975.0813,7822.50771,674.18197,3191.28771,2806.26113,1024.41786,1138.88595,-,124241.92916,16075.60981,20953.71505,465.03433,465.03433,-,-,-,-,12127.81731,293.93784,8066.92557,-,17231.77506,7846.69158,-,-,-,390346.89067,-,235152.8509,155194.03977,-
45,0928,"СПАО ""Ингосстрах""",Москва,5030944.31309,-,-,-,-,4665418.65454,78149.46573,37113.26882,19565.28,-,41036.19691,4587269.18881,3503182.34516,46656.39342,3215.48596,500840.21958,195163.72672,137190.03416,59955.91659,-,2560160.56873,-,833599.10857,20272.56524,20272.56524,-,-,427785.29889,-,6080.10367,7495.44091,371965.69986,-,1930.4997,248557.23538,-,-,-,365525.65855,-,228006.73936,137518.91919,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе,,,,21160517.80241,-,-,-,-,18618369.37001,573807.56583,368737.28827,19565.28,-,205070.27756,18044561.80418,15227444.77706,517819.86407,15732.53516,1593810.99915,460154.20876,1229033.63082,265797.62399,46921.0301,11097137.95455,47957.96056,1710277.8684,18994.38837,9348.49993,688.01479,-,330334.05164,79604.94437,17353.63327,144975.41173,1102476.58659,16538.85243,334042.42533,772796.73339,-,-,-,2542148.4324,45100.12817,1502148.6128,994899.69143,-
на территории Российской Федерации,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
из-за пределов территории Российской Федерации,,,,15319793.26935,-,-,-,-,15319775.32699,47216.92069,23999.90025,-,-,23217.02044,15272558.4063,12125236.03431,159005.99451,7332.47726,536978.09146,230464.69489,341510.30813,415847.62071,456.36876,10415185.54756,18911.29979,1980624.05632,28414.67793,14301.35475,13792.88445,-,692190.42459,7346.80338,47338.54463,12760.48517,1190302.00411,2271.11651,767504.00059,399194.31508,-,-,-,17.94236,-,17.94236,-,-
