"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников (кроме договоров страхования, заключенных путем обмена информацией в электронной форме), тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",813963.62573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,139732.83356,87055.90021,0,0,52676.93335,347675.95675,294415.70877,155739.02184,0,0,0,22078.30391,0,0,102169.43766,14428.94536,44211.80656,63.515,0,59.905,2483.778,0,339.55,40835.05856,430,0,9048.44142,,326554.83542,0,0,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",301716.37604999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,153154.80398,307403.40376,0,0,441.775,148561.57207,102323.1109,0,0,7.68468,52292.35507,6578.86382,0,0,70596.87956,91394.64786,22056.03312,0,0,24,28878.18528,0,3027.752,21796.16012,0,0,24182.42805,,0,0,0,
0448,"Страховое Акционерное Общество ""Геополис""",564.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,564.75,0,0,0,1069.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
0518,"Акционерное общество Страховая компания ""БАСК""",92609.70805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1015.1912,985.4712,0,0,1881.183,5500.35087,5475.27021,4548.88866,0,0,0,0,0,0,96.164,830.21755,25.08066,0,0,0,0,0,0,25.08066,0,0,0,,85670.31848,423.8475,0,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",114759.6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14542.11842,12866.87026,0,0,1675.24816,42784.47752,42522.65268,12780.0994,0,0,0,0,488.238,0,4272.68956,24981.62572,165.82484,33.57384,0,0,0,0,0,132.251,0,0,96,,57433.10286,0,0,
0621,"Страховое акционерное общество ""ВСК""",43332980.905260004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7520672.71788,3941965.47452,258.655,0,3578707.24336,33102928.01044,28571576.45922,14866382.04382,44979.09554,311550.32258,864468.90794,1545057.34408,140479.78317,117592.30989,4812205.64943,5986453.31266,1408789.60886,173930.49081,42.5,18265.15032,452933.06881,41071.18375,45899.44083,667660.00278,8987.77156,401387.85768,2721174.08468,,2520074.57683,121393.63789,67911.96222,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",1904746.48479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,218349.68963,86794.97781,0,0,131554.71182,928774.6063,881827.29962,612139.13991,1822.46425,0,70.83803,205776.57763,0,0,30462.9068,31555.373,24506.78441,1228.74477,0,0,0,0,180,15152.03964,7946,0,22440.52227,,720365.46929,15546.08247,21710.6371,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",2979296.3807300003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,560515.89176,266003.98768,0,0,294511.90408,2403218.64097,2275234.25517,226895.87111,457.24743,4940.1075,4514.48901,1427487.87733,0,0,419523.7138,191414.94899,96767.48627,4117.53732,0,352.681,6296.91955,2391.13598,3819.7836,78409.00882,1380.42,209.98521,31006.91432,,10546.39655,2920.95694,2094.49451,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",47607113.676879995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7200082.62275,2514637.05676,10547.56163,0,4685445.56599,33991849.14042,28820046.4738,17406564.07933,34486.05552,527382.90064,1572523.08095,2535296.8611,73618.86187,62969.73944,4772927.04181,1897247.59258,3027552.9941,341818.15645,0,215815.71345,1235744.91788,56979.85782,414348.27665,759108.50213,3737.56972,53897.63607,2090352.03645,,6172094.51839,143585.56827,99501.82705,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",564543.4249100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,241631.94998,87320.49372,0,0,154311.45626,322911.47493,236885.32125,125339.23811,0,31087.40476,0,18937.24153,0,0,39120.5393,22400.89755,65871.17415,410.22,0,13085.76702,0,0,48343.18713,0,4032,0,20154.97953,,0,0,0,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",48697257.30120001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11627660.85157,5259994.64471,0,0,6367666.20686,34920006.96298,30335112.05632,8901802.8958,136874.17581,2084835.50036,307144.50903,469281.7421,16184.72843,8351.32412,16670239.71672,1748748.78807,1617372.20324,120531.56412,0,243714.25289,193619.16606,216824.38312,95985.68517,739257.51632,7439.63556,1914395.10374,1053127.59968,,1961903.51076,36494.48995,151191.48594,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",54131017.97491,2558.39533,2453.23129,0,0,0,0,0,0,2453.23129,0,-43.99705,2497.22834,0,0,105.16404,0,0,0,0,0,0,105.16404,0,,105.16404,0,0,0,0,0,16102927.76986,4277898.43073,3346.34955,0,11825029.33913,25015699.78098,23022786.53796,17458704.73343,7721.31605,0,0,564916.88217,2825.92378,1556.7567,1947093.60636,3041524.07617,837903.95396,323830.95899,2.35686,78.23295,869.3854,45756.38833,33678.23274,378131.60371,55556.79498,58307.68276,1096701.6063,,12836136.82445,139809.92347,33885.28082,
1216,"Акционерное общество Страховая компания ""Чулпан""",140661.67461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22614.27654,4571.63135,0,0,18042.64519,115677.14063,113784.1369,53646.91873,0,0,178.75,45386.38578,526.1916,0,1145.84976,12900.04103,1864.38503,92.92667,0,0,434.2868,5,0,1332.17156,0,0,28.6187,,144.05369,2011.0323,215.17145,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",17175178.031930003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3964023.95859,1643532.9313,0,0,2320491.02729,11267685.40961,9415728.76686,8492086.69193,845.06991,0,39349.53923,36162.58564,0,0,109603.40807,737681.47208,143070.70725,90246.50099,0,0,126.49482,0,4239.86545,48457.84599,0,0,1708885.9355,,1923944.89752,7324.34953,12199.41668,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",14006671.990439998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1366540.8699,620641.36348,0,0,745899.50642,12272414.35058,10644345.52787,7916355.67752,11663.3622,28558.17832,404143.44417,600034.74584,463870.8389,437097.80874,894036.86744,325682.41348,668384.06372,158620.80433,0,2831.36485,314441.5777,9955.87936,6315.34484,174226.07067,1993.02197,429068.06464,530616.69435,,346723.57774,9757.32493,11235.86729,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",768189.32797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,557901.83854,2010.89624,0,0,555890.9423,210287.48943,209257.21423,70688.142,0,0,0,137656.10343,0,0,776.60352,136.36625,266.541,49.341,0,0,0,0,0,217.2,0,0,763.7342,,0,0,0,
1412,"Акционерное общество ""Д2 Страхование""",1796286.36725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1499478.34619,1463425.5211,0,0,36052.82509,296808.02106,194811.50656,176844.67771,0,0,0,1421.60818,0,0,4087.95634,12457.26433,6654.49376,171,0,0,0,0,0,3650.67626,2832.8175,0,95342.02074,,0,0,0,
1427,"Акционерное общество ""Московская акционерная страховая компания""",3451913.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,384449.01689,368407.15882,0,0,16041.85807,2033798.59329,1229620.73342,1074787.64849,71371.9258,180,1123.29153,3577.67426,0,0,15448.42045,63131.77289,46743.61184,13747.07434,0,40,497.69976,6048.95668,606.14,9876.28667,15927.45439,14412.52922,743021.71881,,1018581.93682,3967.38002,11116.28128,
1580,Общество с ограниченной ответственностью «РБ Страхование»,322024.37026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,47622.78448,35743.87408,0,0,11878.9104,274401.58578,239431.21373,0,0,0,0,0,0,0,0,239431.21373,3807.40992,0,0,0,0,0,0,3807.40992,0,0,31162.96213,,0,0,0,
1587,"Акционерное общество ""Страховое общество ""Талисман""",6485.346680000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,258.5482,258.5482,0,0,0,6226.79848,6189.08848,2649.1848,0,0,0,0,0,0,2913.98314,625.92054,37.71,0,0,0,0,0,0,0,0,0,0,,0,0,0,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",47910.567259999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,32560.68395,32560.68395,0,0,0,15349.88331,10702.03822,0,0,0,0,0,0,0,0,10702.03822,1546.38,0,0,0,0,0,0,1546.38,0,0,3101.46509,,0,0,0,
1675,"Акционерное общество ""Совкомбанк страхование""",5787833.398569999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1913952.55786,1832316.28574,0,0,239387.50253,3637677.75375,3245508.5909,4563005.22117,843.18,0,0,116757.51412,0,0,241647.72578,117801.97036,89069.67699,43099.70134,0,0,0,7256.31107,2447.8519,101259.85601,39897.94603,7024.43943,296075.04643,,234954.21773,600.79295,648.07628,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",6735923.479749999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1202183.05792,718582.60826,2355.01075,130.2422,483600.44966,4723908.80847,4474839.35907,2604913.62656,2522.62502,0,8404.45636,738327.74225,61711.02943,56563.4341,716209.28094,342750.59851,193860.14489,23265.76077,144,155.54,12540.69506,5941.97262,8763.11033,140296.76633,2752.29978,12166.19625,43043.10826,,727807.56736,51074.73554,30949.31046,
1858,"Акционерное общество Страховая компания ""Армеец""",223653.14076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4108.73585,2732.5845,0,0,1376.15135,14676.1373,12706.81108,9208.46123,0,0,0,22.75663,0,0,436.91293,3038.68029,1970.47293,0,0,0,0,0,0,1970.47293,0,0,-1.14671,,204868.26761,0,0,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",791639.3169600001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,56220.8527,15976.2372,0,0,40244.6155,119958.17623,64535.94404,50852.91385,0,0,0,6748.97386,0,0,3762.56864,3171.48769,55353.16523,52305.835,0,0,0,181.50123,1943.425,846.404,76,0,69.06696,,615460.28803,0,0,
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",180055.37962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15532.42074,7991.3178,0,0,7541.10294,164522.95888,149224.85087,119014.20502,800,0,114.059,2876.40124,0,0,14574.30369,11845.88192,10660.3079,741.54678,0,0,83.75,0,7435.29036,1809.72076,590,0,4637.80011,,0,0,0,
2239,"Акционерное общество ""АльфаСтрахование""",58156047.68147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10805907.3258,5719740.25047,7261.23448,0,5086167.07533,41432249.07029,32862727.83838,18492160.82338,33202.60043,352954.86522,1050720.00448,1087511.84732,811852.94742,754788.64459,3729834.13234,7304490.61779,4309442.57185,321780.02684,0,139320.9846,628182.33836,36514.94991,135423.0431,3039447.39568,8773.83336,618391.53877,3641687.12129,,5766391.68693,97139.11841,54360.48004,
2346,"Акционерное общество ""Объединенная страховая компания""",795688.4755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,141751.7615,60990.25921,0,0,80761.50229,627336.75995,468726.57474,377394.87502,0,0,4116.06496,6916.98849,101,0,58268.40116,21929.24511,21436.45346,2073.11809,0,427.60311,2610.55793,18,2224.771,14056.83739,25.56594,0,137173.73175,,26599.95405,0,0,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",3409491.3977300003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,802788.13921,421058.21112,17770.8991,0,381729.92809,2561474.35078,2089337.2508,469474.68808,186.42099,0,170533.28749,436043.26925,94338.41028,93362.84112,748094.358,170666.81671,430530.98411,2827.02301,0,419.15,188959.87038,0,108738.77166,129586.16906,0,12687.42548,28918.69039,,32397.00412,2199.81991,10632.08371,
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",2174867.40339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,432761.27549,401403.82009,0,0,31357.4554,1264688.97616,794884.66839,357356.3603,0,0,1087.14367,7208.8464,4749.96276,4117.71326,122751.91562,301730.43964,430640.58491,413704.72472,0,0,509.16496,0,532.27,14130.99968,1763.42555,0,39163.72286,,472329.64654,321.1375,4766.3677,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",2106019.98023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,380294.16362,380294.16362,0,0,0,1604077.64157,384756.7886,384105.28931,0,0,0,0,0,0,0,651.49929,2196.33713,2196.33713,0,0,0,0,0,0,0,0,1217124.51584,,121648.17504,0,0,
2708,Акционерное общество «Баланс Страхование»,37692.19375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,108.2377,0,0,0,37692.19375,35729.43563,0,0,0,21476.98851,17192.43462,0,0,1228.04775,0,1962.75812,0,0,0,1881.50812,0,0,81.25,0,0,0,,0,0,0,
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",61360.85784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,55094.93057,3257.64891,0,0,51837.28166,6265.92727,1255.46018,0,0,0,0,0,0,0,524.5,730.96018,997.6152,0,0,0,0,0,0,997.6152,0,0,4012.85189,,0,0,0,
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",257062.82962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,154283.11108,43478.8716,0,0,110804.23948,102779.71854,102779.71854,15274.44091,0,0,0,92212.66494,0,0,34472.94468,162.23545,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",2219080.84013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,482202.38676,467108.32176,0,0,15094.065,1736878.45337,1429265.77592,90899.81416,496.72754,0,0,939.89815,1199335.40405,1022693.95621,93002.52393,44591.40809,26210.66946,555.8,0,0,0,0,135,25519.86946,0,13038.81307,268363.19492,,0,0,0,
3064,"Акционерное общество ""Боровицкое страховое общество""",606796.39433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,99467.04889,36985.66829,0,0,62481.3806,118742.92778,101532.12734,81377.06851,0,0,0,7838.88439,0,0,11787.45324,528.7212,17195.80044,0.84,0,0,0,0,1211.99374,2899.41998,13083.54672,0,15,,388586.41766,0,0,
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",117092.18807999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14527.18281,0,0,0,47262.06,102565.00527,102423.34527,0,0,0,0,0,0,0,0,102423.34527,141.66,0,0,0,0,0,0,141.66,0,0,0,,0,0,0,
