"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",43565.622520000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26610.79294,26610.79294,0,0,0,16954.82958,9437.86479,0,0,0,295.8536,392.73106,0,0,1526.03881,7223.24132,7236.35533,0,0,0,2432.26593,0,262.6,4541.4894,0,0,280.60946,,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",104.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.01,0,0,0,104.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",3088.9275799999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.43467,160.87817,0,0,69.5565,662.90959,659.70259,580.23215,0,0,0,0,0,0,0,79.47044,3.207,0,0,0,0,0,0,3.207,0,0,0,,2190.28732,5.296,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",15998.09263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8030.08144,7869.59376,0,0,160.48768,4667.01569,4520.71478,746.2411,0,0,0,27.25867,33.37984,0,425.57476,3288.26041,43.40091,2.9268,0,0,0,0,0,40.47411,0,0,102.9,,3300.9955,0,0,0
0621,"Страховое акционерное общество ""ВСК""",5529090.8592300005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397350.45942,1076602.72096,0,0,320747.73846,4009824.68312,3359084.09064,1332559.71561,2708.09135,21279.7897,22904.61664,149638.18327,5384.62731,2664.12443,229164.40901,1595444.65775,81799.7342,18746.34682,0,218.48375,13173.77614,1618.06003,1517.76246,46525.305,0,1241.72721,567699.13107,,118986.53557,1917.73731,1011.44381,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",166415.88343000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29338.81252,15842.0588,0,0,13496.75372,109058.60801,104939.72096,72488.47387,223.24616,0,0,22853.80019,0,0,4438.24488,4935.95586,1914.60319,158.174,0,0,0,0,15.7805,534.84869,1205.8,0,2204.28386,,27656.2606,177.7858,184.4165,0
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",166495.68822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157231.40992,151772.22296,0,0,5459.18696,9264.2783,6430.00027,0,0,0,0,0,0,0,1641.58091,4788.41936,1531.57955,0,0,0,0,0,370.99093,1160.58862,0,0,1302.69848,,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",535822.17893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104259.85701,86917.65831,0,0,17342.1987,430972.60459,410480.76025,15370.72466,39.90411,203.08588,152.876,292837.22878,0,0,60365.41019,41511.53063,10194.0761,140.46212,0,24.4185,335.20839,0,688.53604,8850.75105,154.7,14.20195,10283.56629,,430.10083,99.76666,59.84984,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",2667725.6036100006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623346.73577,472094.39842,0,0,151252.33735,1798034.12298,1605033.34938,1087941.97149,2139.6211,1877.28305,18922.39379,30706.79786,391.22584,47.43756,155834.94064,307219.11561,97897.91621,23400.52043,0,387.4672,8652.97567,200.15512,12881.01393,52031.29608,344.48778,608.81429,94494.0431,,238974.82493,5066.71779,2303.20214,0
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",207984.88735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32846.42868,22313.04144,0,0,10533.38724,175069.68786,142932.15279,87546.56537,77,0,0,4301.48093,746.07816,0,19926.26757,30334.76076,25864.67273,7315.89706,0,0,0,133.62127,332.62892,17053.84386,1028.68162,129.54385,6143.31849,,68.77081,0,0,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",209251.74379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113860.51432,53628.57546,0,0,60231.93886,95391.22947,72640.58859,35536.65869,0,4185.99502,0,13970.50173,0,0,11568.87776,7378.55539,16868.99299,181.27024,0,4132.82107,0,0,12008.35668,0,546.545,0,5881.64789,,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",24748287.958910003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20594246.72295,20264179.28862,0,0,330067.43433,4046142.55036,2859535.53768,765023.78336,18441.73315,140275.8773,5116.14491,28937.78354,1320.60259,608.17215,430805.32859,1469614.28424,799849.33851,6637.17646,0,24570.18253,3305.66592,4490.20002,5890.49348,754085.01291,870.60719,106833.85432,279923.81985,,99363.47208,2454.79032,6080.4232,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",5092993.494140001,-71.90762,-71.90762,0,0,0,0,0,0,-71.90762,0,-71.90762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540309.03361,949975.81841,27.07444,0,590333.2152,2797142.75851,2542328.98195,1808881.97113,1366.12844,0,0,62736.30981,1240.60951,0,252498.76977,415605.19329,113977.76939,37011.3263,0,29.09953,0,5080.3247,3228.30879,60101.65014,8527.05993,9865.57606,130970.43111,,749337.0422,5344.88753,931.67991,0
1216,"Акционерное общество Страховая компания ""Чулпан""",6782.10027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199.02294,1085.25389,0,0,113.76905,5435.93737,5218.59231,2976.63703,0,0,0,0,37.87019,0,137.28026,2066.80483,208.90876,7.4742,0,0,0,0.25,0,201.18456,0,0,8.4363,,17.21355,117.87412,12.05229,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",2246201.1668999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530094.2642,437083.3998,0,0,93010.8644,1620864.70614,1070633.91928,779310.51582,32.45176,0,6146.43831,2619.33469,0,0,9149.64949,273375.52921,22969.50612,6672.64056,0,0,49.58587,0,3205.77057,13041.50912,0,0,527261.28074,,94314.97319,612.22968,314.99369,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",840505.20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74012.64214,50494.68863,0,0,23517.95351,753400.92435,671845.66382,533496.23284,546.5534,511.28045,6261.66302,39477.40192,2254.56517,1845.21181,37948.258,51349.70902,36588.90899,11262.08544,0,295.80469,3446.05695,99.2525,83.91,21124.77143,277.02798,3561.07367,41405.27787,,12544.94129,422.18897,124.51199,0
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",43598.56281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21502.77033,372.09807,0,0,21130.67226,22095.79248,21821.18503,12069.0998,0,0,0,9616.54861,0,0,113.81235,21.72427,34.7624,6.0624,0,0,0,0,0,28.7,0,0,239.84505,,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",147518.22224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109633.38979,106204.04338,0,0,3429.34641,37884.83245,23702.30337,16288.38707,0,0,0,0,0,0,20.08,7393.8363,1561.2146,0,0,0,0,0,0,1555.2146,6,0,12621.31448,,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",1188904.06125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433662.64697,421398.39837,0,0,12264.2486,642953.96929,244093.46027,212419.18949,9813.20449,0,42.56506,670.93694,0,0,1511.17123,19636.39306,6542.35235,3367.42026,0,26.055,0,0,0,699.3567,2449.52039,0,392318.15667,,111729.46114,154.88267,403.10118,0
1580,Общество с ограниченной ответственностью «РБ Страхование»,103102.74269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10948.22617,10944.09843,0,0,4.12774,92154.51652,74101.11339,0,0,0,0,0,0,0,0,74101.11339,1240.0874,0,0,0,0,0,0,1240.0874,0,0,16813.31573,,0,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",1027.6539400000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.39165,73.39165,0,0,0,916.9178,909.4418,280.88218,0,0,0,0,0,0,510.91203,117.64759,7.476,0,0,0,0,0,0,7.476,0,0,0,,37.34449,0,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",3596.15646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555.16569,2555.16569,0,0,0,1040.99077,682.86321,0,0,0,0,0,0,0,0,682.86321,0,0,0,0,0,0,0,0,0,0,358.12756,,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",569588.23054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140030.25048,80501.15233,0,0,59529.09815,429451.26669,412523.34937,374376.96174,49.83352,0,0,13467.24949,0,0,14113.46053,10515.84409,9215.11963,4144.22924,0,0,0,95.41311,398.86557,1412.5077,3164.10401,656.92723,7055.87046,,14.66554,58.83675,33.21108,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",996740.6027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229095.36158,187177.12284,454.10561,17.616,41918.23874,731095.65763,690569.13968,345983.95038,163.74858,0,461.5477,147604.04557,1264.56909,425.75718,118538.71579,76552.56257,27927.00616,3316.04356,0,5.665,465.45117,632.02312,1113.96447,21860.86889,532.98995,1162.45582,11437.05597,,34104.98779,1335.04261,1109.55309,0
1858,"Акционерное общество Страховая компания ""Армеец""",17299.92403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240.70658,908.48473,0,0,2332.22185,1645.15924,1266.44277,714.6846,0,0,0,0,0,0,69.86649,481.89168,377.32665,0,0,0,0,0,0,377.32665,0,0,1.38982,,12414.05821,0,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",71801.41068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27900.55368,2863.07928,0,0,25037.4744,11961.63185,7908.82685,7185.11876,0,0,0,175.48656,0,0,218.67353,329.548,4038.805,3968.71875,0,0,0,0,35.2,34.88625,0,0,14,,31939.22515,0,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",23734.23506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412.10339,1538.43519,0,0,873.6682,21322.13167,19078.58508,16102.40428,0,0,0,443.49518,0,0,1127.57203,1405.11359,1679.33756,66.331,0,0,0,0,1338.9453,236.43626,37.625,0,564.20903,,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",6342348.16355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603673.79785,1309138.30138,3711.98687,0,294535.49647,4449420.51028,3822392.0263,1814032.29677,6571.80389,20235.05496,32833.01485,68637.77695,40967.3374,40112.10987,408779.57054,1430335.17094,214969.36639,33666.37946,0,2827.26909,14355.08988,1875.14162,8615.1102,152362.0534,1268.32274,16171.10581,395888.01178,,285298.67461,3035.60028,919.58053,0
2346,"Акционерное общество ""Объединенная страховая компания""",90765.89612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000.36658,12408.37904,0,0,19591.98754,57061.71136,50551.99376,40493.12736,0,6.75,69.97548,645.25982,0,0,6565.45283,2771.42827,1881.09697,106.66075,0,22.33838,34.02336,1.2,594.53253,1097.46695,24.875,0,4628.62063,,1703.81818,0,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",582921.10148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182140.87973,157381.0371,1355.4535,0,24759.84263,396152.26096,328942.54597,70356.01267,0,0,12927.55283,105247.99395,1187.40391,1187.40391,101708.4938,37515.08881,52776.37266,496.16335,0,0,12439.84742,0,23088.21714,16752.14475,0,1341.39751,13091.94482,,1733.02853,89.66094,2805.27132,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",242949.50819999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183819.3338,181104.62641,0,0,2714.70739,42203.19183,38548.3554,20151.61433,0,0,99.5232,610.74759,0.45,0,5477.63047,12208.38981,2961.08717,1045.18173,0,0,0,0,79.58971,1832.07973,4.236,0,693.74926,,16926.98257,0,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",136472.6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55641.20956,55641.20956,0,0,0,80602.08208,13827.43474,13827.43474,0,0,0,0,0,0,0,0,112.5187,112.5187,0,0,0,0,0,0,0,0,66662.12864,,229.36546,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",3162.25299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093.87516,0,0,0,3093.87516,68.37783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.37783,,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",78400.84896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36803.86737,12769.06907,0,0,24034.7983,41596.98159,41582.60659,8163.20414,0,0,0,9420.53306,0,0,23912.18033,86.68906,14.375,0,0,0,0,0,0,14.375,0,0,0,,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",267746.47915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114384.31399,114384.31399,0,0,0,153361.90116,71467.60354,7227.66028,12.17087,0,0,51.75413,36210.72343,25091.42722,12286.15809,15679.13674,8606.06531,9.9,0,0,0,0,6.3,8589.86531,0,4357.1983,68931.03401,,0,0.264,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",47355.80007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35912.88358,0,0,0,35912.88358,11442.91649,11383.36649,0,0,0,0,0,0,0,0,11383.36649,59.55,0,0,0,0,0,0,59.55,0,0,0,,0,0,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",-29.74015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.98087,-28.88087,0,0,0.9,-1.75928,-1.75928,0,0,0,0,0,0,0,1.79664,-3.55592,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",900159.97327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379302.76151,329808.64033,0,0,49494.12118,509108.53671,475414.95974,318068.09293,0,1100.33736,5173.98011,32055.05552,212.4169,0,28804.43824,90000.63868,9660.19468,1916.02004,0,217.3343,906.6722,381.0678,-105.42087,5916.48431,428.0369,70.98149,23962.4008,,10234.54739,733.0886,781.03906,0
