Сведения о количестве урегулированных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
,,,,,,,,,,,,,препарата для ,,,,,(кроме средств ,железнодорожного ,транспорта,транспорта,,страхование - всего,государственной ,юридических лиц,граждан,,(кроме средств ,"страхования, ","средств (страхование, ",транспорта,воздушного транспорта,водного транспорта,опасные объекты,"товаров, работ, услуг",третьим лицам,по договору,рисков,,,государственном ,,,,аварии на опасном ,пассажиров,федеральными законами
,,,,,,,,,,,,,медицинского ,,,,,железнодорожного ,транспорта,,,,,поддержкой,,,,железнодорожного ,осуществляемого в,осуществляемое в ,,,,,,,,,,,страховании лиц,,,,объекте,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,,,,,,транспорта),рамках международной ,рамках международной ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,системы страхования ,системы страхования ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,«Зеленая карта»),«Зеленая карта»),,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ИТОГО:,,,,5381725,70257,175291,60047,13358,115244,3840801,3533785,121145,30,45,3412640,307016,278684,204723,516,66,104,11209,724,39,4692,56650,7126,3359,2282,1073,310,204,255,9,490,2313,186,124,21082,14116,14116,-,1351517,549815,438,801264,-
1,2239,"АО ""АльфаСтрахование""",Москва,1017066,34,-,-,-,-,975466,948654,2338,-,-,946316,26812,22190,16506,9,12,4,135,22,-,436,5066,847,492,296,196,-,179,2,-,16,158,-,4,3771,-,-,-,41600,41559,9,32,-
2,3064,"АО ""Боровицкое страховое общество""",Москва,126,3,-,-,-,-,35,23,2,-,-,21,12,12,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,91,-,-,-
3,4014,"АО ""ГСК ""Югория-Жизнь""",.Ханты-Мансийск,45,-,42,42,-,-,3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,3211,"АО ""ГСК ""Югория""""",Ханты-Мансийск,20310,-,-,-,-,-,6441,3068,1222,1,-,1846,3373,3347,3228,-,-,-,-,10,-,10,99,26,1,1,-,-,-,-,-,2,14,9,-,-,-,-,-,13869,13869,-,-,-
5,2071,"АО ""ГСМК""",Санкт-Петербург,897,22,-,-,-,-,897,897,-,-,-,897,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,1820,"АО ""ГУТА-Страхование""",Москва,1129,-,-,-,-,-,474,87,8,-,-,79,387,375,370,-,-,-,-,1,1,4,-,12,5,5,-,-,-,-,-,-,7,-,-,-,-,-,-,655,655,-,-,-
7,1412,"АО ""Д2 Страхование""",Новосибирск,439,-,-,-,-,-,439,207,110,-,-,97,232,225,1,-,-,-,1,-,-,5,218,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-
8,0055,"АО ""ДальЖАСО""",Хабаровск,588,-,-,-,-,-,588,564,226,-,-,338,24,21,15,-,-,-,-,-,-,1,5,3,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-
9,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,14460,-,-,-,-,-,14460,14455,14455,-,-,-,5,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,3,-,-,-,-,-,-,-,-
10,0870,"АО ""ИНТАЧ СТРАХОВАНИЕ""",Москва,1765,17,-,-,-,-,992,108,46,-,-,62,884,869,854,-,-,-,-,-,-,-,15,7,3,-,-,-,-,-,-,-,4,-,-,8,-,-,-,773,773,-,-,-
11,4337,"АО ""КСА-КЛУВЕР""",Красноперекопск,355,-,-,-,-,-,355,83,48,-,-,35,272,270,267,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
12,3256,"АО ""МетЛайф""",Москва,197225,-,2061,2061,1422,-,195164,195164,1416,-,-,193748,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
13,3116,"АО ""НАСКО""",Казань,8930,-,-,-,-,-,1972,1573,663,-,-,910,399,318,157,-,-,-,1,56,-,10,94,78,-,-,-,-,-,-,-,-,78,-,-,3,-,-,-,6958,6958,-,-,-
14,2346,"АО ""ОСК",Самара,5803,-,-,-,-,-,1981,558,185,-,-,373,1423,1416,1361,-,-,1,-,-,-,12,42,7,2,2,-,-,-,-,-,-,4,1,-,-,-,-,-,3822,3821,-,1,-
15,3983,"АО ""РСК ""Стерх""",Якутск,6555,-,-,-,-,-,499,367,360,-,-,7,132,123,28,-,-,1,-,1,-,80,13,9,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,6056,6044,-,12,-
16,3748,"АО ""Русский Стандарт Страхование""",Москва,461,-,78,78,-,-,383,383,209,-,-,174,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,2619,"АО ""СК ""Астро-Волга""",Самара,3000,-,-,-,-,-,838,760,85,-,-,675,78,72,66,-,-,-,-,1,-,1,4,6,1,1,-,-,-,-,-,-,5,-,-,-,-,-,-,2162,2162,-,-,-
18,3780,"АО ""СК ""Выручим!""",Екатеринбург,80,-,-,-,-,-,80,11,11,-,-,-,69,69,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
19,2027,"АО ""СК ""Двадцать первый век""",Санкт-Петербург,1235,122,-,-,-,-,144,76,76,-,-,-,68,33,26,-,-,-,1,-,-,3,3,35,33,-,33,-,-,-,-,-,2,-,-,-,-,-,-,1091,1091,-,-,-
20,0507,"АО ""СК ""Колымская""",Хабаровск,1357,-,1066,1044,-,22,291,291,282,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,4699,-,-,-,-,-,4699,4699,-,-,-,4699,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,1207,"АО ""СК БЛАГОСОСТОЯНИЕ ОС""",Москва,1833,17,-,-,-,-,1832,211,147,-,-,64,1621,1540,-,-,-,-,-,-,-,-,1540,4,-,-,-,-,-,-,-,-,4,-,-,77,-,-,-,1,1,-,-,-
23,3991,"АО ""СК БЛАГОСОСТОЯНИЕ""",Москва,2093,108,100,36,-,64,1993,1993,1885,-,-,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,6011,-,-,-,-,-,1935,976,109,-,-,867,959,953,937,-,-,-,1,-,-,7,8,2,2,2,-,-,-,-,-,-,-,-,-,4,-,-,-,4076,4073,-,3,-
25,3099,"АО ""СК ОПОРА""",Рязань ,3815,-,-,-,-,-,369,-,-,-,-,-,369,367,358,-,-,-,-,-,-,4,5,2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,3446,3427,-,19,-
26,2359,"АО ""СК УСПЕХ""",Москва,170,-,-,-,-,-,170,169,-,-,-,169,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,2873,"АО ""СМК ""Сахамедстрах""",Якутск,4011,2303,-,-,-,-,4011,4011,-,-,-,4011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28,1587,"АО ""СО ""Талисман""",Казань,1689,-,-,-,-,-,123,35,35,-,-,-,88,88,85,-,-,-,-,1,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1566,1566,-,-,-
29,1208,"АО ""СОГАЗ""",Москва,250133,-,-,-,-,-,203932,189111,14560,-,-,174551,14821,12915,7183,236,25,8,65,3,-,907,4488,462,142,142,-,9,17,12,9,65,206,2,3,1441,4762,4762,-,41439,40590,362,487,-
30,3229,"АО ""Страховая бизнес группа""",Воронеж,1170,-,-,-,-,-,607,592,93,-,-,499,15,7,6,-,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,563,547,-,16,-
31,2354,"АО ""Страховая группа ""Спасские ворота-М""",Москва,2184,-,-,-,-,-,2184,2184,-,-,-,2184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,0796,"АО ""Страховая группа АВАНГАРД-ГАРАНТ""",Москва,30,-,-,-,-,-,30,-,-,-,-,-,30,30,22,-,-,-,-,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,0206,"АО ""Страховая Компания ""ДИАНА""",Ангарск,543,-,-,-,-,-,543,530,84,-,-,446,13,12,1,-,-,-,-,-,-,3,8,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
34,3390,"АО ""Страховая компания ""ПОЛИС-ГАРАНТ""",Москва,1846,-,-,-,-,-,1499,1034,1,-,-,1033,465,445,444,-,-,-,-,-,-,-,1,2,1,1,-,-,-,-,-,-,1,-,-,18,-,-,-,347,347,-,-,-
35,3230,"АО ""Страховая компания ""СОГАЗ-Мед""",Москва,381,-,-,-,-,-,381,381,-,-,-,381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
36,2144,"АО ""Страховая компания АСКО-Центр""",Курск,140,26,-,-,-,-,140,126,12,-,-,114,14,14,11,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
37,0191,"АО ""Тинькофф Страхование""",Москва,2930,-,-,-,-,-,1696,600,600,-,-,-,1096,1057,1009,-,-,-,-,-,-,-,48,13,8,8,-,-,-,-,-,-,5,-,-,26,-,-,-,1234,1234,-,-,-
38,3987,"АО ""УРАЛСИБ Жизнь""",Москва,623,-,587,229,109,358,36,36,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
39,0212,"АО ""Цюрих надежное страхование""",Москва,249,4,-,-,-,-,249,1,1,-,-,-,248,169,38,-,-,-,93,-,-,36,2,51,-,-,-,-,-,-,-,2,49,-,28,-,-,-,-,-,-,-,-,-
40,0433,АО ВостСибЖАСО,Иркутск,360,-,-,-,-,-,360,333,329,-,-,4,27,24,4,-,-,-,-,-,-,-,20,3,1,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
41,3995,АО ВТБ Страхование жизни,Москва,213,1,213,201,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,3300,"АО СГ ""Спасские ворота""",Салехард,2375,-,-,-,-,-,2279,2255,1,-,-,2254,24,24,7,-,-,-,12,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96,96,-,-,-
43,0983,"АО СГ ""УралСиб""",Москва,1836,1,-,-,-,-,1834,1739,168,-,-,1571,95,83,55,-,-,-,3,-,-,-,25,9,1,1,-,-,-,1,-,-,6,1,-,3,-,-,-,2,-,-,2,-
44,0290,"АО СК ""Альянс""",Москва,6361,-,-,-,-,-,6359,561,323,5,-,238,5798,394,40,10,2,1,297,-,-,44,-,23,-,-,-,-,-,-,-,1,22,-,-,5381,-,-,-,2,-,-,2,-
45,1858,"АО СК ""Армеец""",Москва,3379,22,-,-,-,-,385,263,67,-,-,196,122,121,107,-,-,-,-,-,-,2,12,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,2994,2994,-,-,-
46,0278,"АО СК ""АСКОМЕД""",Самара,1972,-,-,-,-,-,1972,1972,-,-,-,1972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,2447,"АО СК ""ЖСФ""",Нижний Новгород,59,-,-,-,-,-,59,52,34,-,-,18,7,7,1,4,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,0425,"АО СК ""Ингвар""",Москва,60,-,-,-,-,-,60,-,-,-,-,-,60,60,-,-,-,-,59,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
49,0915,"АО СК ""ПАРИ""",Москва,15171,-,-,-,-,-,14700,13715,54,-,-,13661,985,911,601,-,-,-,249,-,-,36,25,23,2,2,-,-,-,1,-,7,13,-,-,51,-,-,-,471,454,-,17,-
50,2947,"АО СК ""РСХБ-Страхование""",Москва,2108,-,-,-,-,-,2108,1792,1760,-,-,32,316,306,165,-,-,-,-,48,18,37,56,7,-,-,-,-,-,-,-,-,7,-,-,3,-,-,-,-,-,-,-,-
51,3467,"АО СК ""Сибирский Спас""",Новокузнецк,5867,-,-,-,-,-,3626,3468,204,-,-,3264,158,158,152,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2241,2241,-,-,-
52,1216,"АО СК ""Чулпан""",Альметьевск,3572,-,-,-,-,-,2048,1864,382,-,-,1482,184,181,170,-,-,-,-,4,-,-,7,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,1524,1524,-,-,-
53,1621,"АО Страховое общество ""Якорь""",Москва,3876,-,-,-,-,-,2442,2300,104,-,-,2196,142,114,30,-,-,-,78,-,-,5,1,28,3,3,-,-,-,-,-,-,1,24,-,-,-,-,-,1434,1434,-,-,-
54,3947,"АО""АИГ""",Москва,37,-,-,-,-,-,37,-,-,-,-,-,37,33,2,-,-,-,28,-,-,3,-,3,-,-,-,-,-,-,-,-,3,-,-,1,-,-,-,-,-,-,-,-
55,4209,"ЗАО ""Кофас Рус Страховая Компания""",Москва,3,-,-,-,-,-,3,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
56,1427,"ЗАО ""МАКС""",Москва,82484,-,-,-,-,-,54869,51324,975,-,-,50349,3545,3319,3077,-,-,-,-,-,-,72,170,202,164,164,-,-,-,-,-,12,19,7,-,24,6115,6115,-,21500,21287,-,213,-
57,2733,"ЗАО ""СК ""Резерв""",Хабаровск,220,-,-,-,-,-,220,216,216,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-
58,2284,"ЗАО ГСАО ""Плато""",Москва,87,-,-,-,-,-,87,86,84,-,-,2,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
59,1675,Либерти Страхование (АО),Санкт-Петербург,19497,84,-,-,-,-,17141,15226,97,-,-,15129,1915,1886,1844,-,-,1,24,-,-,10,7,23,17,17,-,-,-,-,-,-,3,3,1,5,-,-,-,2356,2356,-,-,-
60,4349,"НКО ""МОВС""",Санкт-Петербург,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
61,4314,"НКО ""ПОВС застройщиков""",Москва,2,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-
62,4301,НКО НОВС,Камышин,8,-,-,-,-,-,8,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-
63,4202,"НКО ОВС ""Саклау""",Казань,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
64,4354,"НКО ПОВС ""ВЗАИМОПОМОЩЬ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
65,4170,"НКО ПОВС ""ВиС""",Махачкала,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
66,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,2,-,-,-,-,-,2,-,-,-,-,-,2,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
67,4279,"НКО ПОВС ""Кооперативное единство""",Новосибирск,3,-,-,-,-,-,3,-,-,-,-,-,3,3,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
68,1298,"ОАО ""Капитал Страхование""",Когалым,9033,53,-,-,-,-,8741,8265,64,-,-,8201,476,469,447,-,-,-,15,-,-,3,4,4,2,2,-,-,-,-,-,-,2,-,3,-,-,-,-,292,292,-,-,-
69,2708,"ОАО ""ЧСК""",Москва,76551,-,-,-,-,-,75632,75629,41,-,-,75588,3,2,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,916,916,-,3,-,1,2,-
70,0518,ОАО СК БАСК,Белово,12146,-,-,-,-,-,11516,11499,92,-,-,11407,17,16,13,-,-,-,-,-,-,-,3,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,630,629,1,-,-
71,3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",Москва,1707,-,1668,324,1,1344,35,35,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-
72,4192,"ОВС ""Народные кассы""",Москва,37,-,-,-,-,-,37,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
73,3528,"ООО "" СМО Спасение""",Казань,15560,-,-,-,-,-,15560,15560,-,-,-,15560,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
74,2496,"ООО ""Абсолют Страхование""",Москва,5286,357,-,-,-,-,5113,4490,849,-,-,3641,623,590,487,-,-,7,13,-,-,27,56,29,2,2,-,-,-,5,-,4,18,-,-,4,-,-,-,173,173,-,-,-
75,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,2432,9,-,-,-,-,2432,2374,49,-,-,2325,58,57,54,-,-,-,1,-,-,2,-,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
76,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,1846,-,-,-,-,-,1846,1453,1444,-,-,9,393,382,21,-,-,-,-,109,-,5,247,11,-,-,-,-,2,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-
77,3447,"ООО ""АльфаСтрахование - Жизнь""",Москва,3347,65,3234,3210,-,24,113,113,22,-,-,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,0436,"ООО ""АМТ Страхование""",Москва,5,-,-,-,-,-,5,-,-,-,-,-,5,1,-,-,-,1,-,-,-,-,-,4,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
79,4334,"ООО ""Атрадиус Рус Крединое Страхование""",Москва,3,-,-,-,-,-,3,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-
80,3487,"ООО ""БИН Страхование""",Москва,187,-,-,-,-,-,143,88,86,-,-,2,55,27,19,-,-,-,1,-,-,3,4,14,3,3,-,-,1,-,-,1,8,1,-,14,-,-,-,44,44,-,-,-
81,3799,"ООО ""БСД""",Москва,2857,-,-,-,-,-,2857,2785,-,-,-,2785,72,66,58,-,-,-,-,-,-,6,2,6,1,1,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-
82,3826,"ООО ""Вита-страхование""",Сургут,724,-,259,253,-,6,465,465,20,-,-,445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
83,3866,"ООО ""ВСК - Линия жизни""",Москва,1730,-,261,76,-,185,46,46,46,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1423,1423,-,-,-,-,-,-
84,3978,"ООО ""ВСК-Милосердие""",Москва,465,-,-,-,-,-,465,465,-,-,-,465,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
85,1284,"ООО ""Группа Ренессанс Страхование""",Москва,104153,5213,-,-,-,-,88290,65398,422,-,-,64976,22892,20902,13815,-,-,3,6807,-,-,82,195,485,424,424,-,-,-,-,-,-,61,-,-,1505,-,-,-,15863,15854,2,7,-
86,1083,"ООО ""Зетта Страхование""",Москва,9411,547,-,-,-,-,5437,1815,610,-,-,1205,3622,3456,2913,-,-,-,24,11,-,289,219,41,10,10,-,-,-,-,-,-,31,-,-,125,-,-,-,3974,3962,1,11,-
87,3535,"ООО ""ИНКОР Страхование""",Дмитров,241,-,-,-,-,-,241,16,2,-,-,14,225,223,193,-,-,-,-,-,-,30,-,1,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-
88,3993,"ООО ""Компания Банковского Страхования""",Москва,79,-,-,-,-,-,79,39,-,-,-,39,40,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
89,4326,"ООО ""КПСК""",Симферополь,390,-,-,-,-,-,390,387,1,-,-,386,3,3,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
90,3059,"ООО ""КПТС""",Новокузнецк,3,-,-,-,-,-,3,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
91,4189,"ООО ""Кредендо - Ингосстрах Кредитное Страхование""",Москва,15,-,-,-,-,-,15,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-
