"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",3847.1304099999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1075.76274,1075.76274,1075.76274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2771.36767,0,0
0621,"Страховое акционерное общество ""ВСК""",1442857.68407,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,520320.67349,512984.36963,0,0,497102.26981,0,1476.82373,13911.01907,13911.01907,494.25702,0,7336.30386,6689.40812,0,6689.40812,0,646.89574,0,0,0,0,0,0,0,,916931.80595,1852.4245,3752.78013
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",23935.850019999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22686.52449,0,1249.32553
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",830.33187,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,830.33187,830.33187,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",26552.362399999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,15367.43895,15367.43895,15364,0,0,0,0,0,0,3.43895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10846.42931,0,338.49414
0928,"Страховое публичное акционерное общество ""Ингосстрах""",2386420.737,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,37792.71774,0,,0,37792.71774,355972.56543,222348.82927,46152.13597,0,33902.4341,88.33235,16024.54986,0,0,126181.37699,0,125206.23616,468.26057,0,0,0,9258.28318,81.14154,0,0,115398.55087,0,0,8417.5,,1960829.78345,3187.47272,28638.19766
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",35220.61198,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1020.37627,942,,0,78.37627,4447.13613,2979.77959,2979.77959,0,0,0,0,0,0,0,0,703.402,420,420,0,0,0,0,0,0,283.402,0,0,763.95454,,27735.1322,315.64303,1702.32435
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",13182.206250000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,681.1306,681.1306,,0,0,12501.07565,12501.07565,12501.07565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",2982944.84807,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,4541.33417,1585.25,,0,2956.08417,1939902.50018,1726323.88448,701391.29839,4584.71789,708665.9976,5296.19005,239.69622,143.08135,0,305704.15652,298.74646,12633.08246,0,0,0,0,1774.76282,0,0,0,10858.31964,0,199799.70604,1145.8272,,1002285.18134,19661.15803,16554.67435
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",324806.99876,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2862.034,1185.71867,,0,1676.31533,11921.6747,6527.51765,4186.83362,0,0,0,767.91818,0,0,1572.76585,0,5394.15705,1339.94944,317.25906,1022.69038,0,0,0,0,0,32.8185,4021.38911,0,0,,289135.25876,1804.51683,19083.51447
1216,"Акционерное общество Страховая компания ""Чулпан""",7626.68958,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1996.26916,1996.26916,1941.098,0,0,0,0,0,0,0,55.17116,0,0,0,0,0,0,0,0,0,0,0,0,0,,4344.77447,0,1285.64595
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",516089.89558,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,43552.57777,33502.89372,,0,10049.68405,20051.38975,20041.34807,7579.94953,0,0,0,0,0,0,12461.39854,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04168,,448511.73209,0,3974.19597
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",251147.79854,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,14009.01407,13842.71245,13842.71245,0,0,0,0,0,0,0,0,166.30162,46.20544,0,0,120.09618,0,0,0,0,0,0,0,0,,230558.07409,190.23359,6390.47679
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",7819.03239,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,7819.03239,7819.03239,0,0,0,0,7819.03239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",135531.48441,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,132675.86546,0,2855.61895
1587,"Акционерное общество ""Страховое общество ""Талисман""",1126.92114,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,66.15204,66.15204,0,0,0,0,0,0,0,66.15204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1060.7691,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",178572.15387,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1100.01846,1100.01846,,0,0,1973.30399,1768.28399,1768.28399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.02,,175100.96682,0,397.8646
1820,"Акционерное общество ""ГУТА-Страхование""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",56151.91584,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,8343.71178,8343.71178,7906.8153,0,0,0,0,0,0,1e-05,436.89647,0,0,0,0,0,0,0,0,0,0,0,0,0,,44658.61991,0,3149.58415
1858,"Акционерное общество Страховая компания ""Армеец""",3484.91471,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3484.91471,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",9690.60921,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,702.72106,195.16126,195.16126,0,0,0,0,0,0,0,0,507.5598,507.5598,0,507.5598,0,0,0,0,0,0,0,0,0,,8987.88815,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",2163.37315,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1628.93541,1628.93541,,0,0,534.43774,534.43774,524.48874,0,0,0,0,0,0,0,9.949,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",1464714.89481,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,6916.58356,6916.58356,,0,0,843148.32902,747562.65574,24377.68449,0,21003.39847,0,3165.10841,0,0,699016.46437,0,27383.4035,0,0,0,0,12303.78606,0,0,0,15079.61744,0,11496.32468,56705.9451,,590138.07919,2353.83228,22158.07076
2346,"Акционерное общество ""Объединенная страховая компания""",39634.01525,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2075.22149,0,,0,2075.22149,13981.70819,13981.70819,0,0,0,13804.04,0,0,0,177.66819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23577.08557,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",55305.76864,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,5001.52614,5001.52614,,0,0,50304.2425,50304.2425,4712.20824,0,0,45578.6643,0,0,0,13.36996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",71879.22932,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,332.3616,332.3616,22.4525,0,0,0,0,0,0,207.54368,102.36542,0,0,0,0,0,0,0,0,0,0,0,0,0,,71546.86772,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",1.56072,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1.56072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56072,,0,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",187886.68964,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,187886.68964,186668.12106,0,0,186668.12106,0,0,0,0,0,0,1218.56858,0,0,0,0,1218.56858,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",597572.59782,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,33929.91167,33929.91167,,0,0,563642.68615,563615.30546,12309.8845,0,0,0,280940.55807,270364.86289,12344.86997,0,0,27.38069,0,0,0,0,0,0,0,0,27.38069,0,0,0,,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",43706.88709,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,26.32264,26.32264,0,0,0,0,26.32264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43680.56445,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",2111.9510899999996,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,25.46019,25.46019,,0,0,2086.4909,2071.74,2071.74,0,0,0,0,0,0,0,0,14.7509,0,0,0,0,0,0,0,0,0,14.7509,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",483635.28013,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,68.38736,0,,0,68.38736,29017.72753,27331.57159,0,0,27331.57159,0,0,0,0,0,0,1686.15594,0,0,0,0,0,0,0,0,1686.15594,0,0,0,,454549.16524,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",6804.754730000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,170.8936,170.8936,0,0,0,0,0,0,0,170.8936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6633.86113
3300,"Акционерное общество Страховая группа ""Спасские ворота""",3123.46787,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,35,35,,35,0,757.26419,787.03589,769.51519,0,0,0,17.5207,0,0,0,0,-29.7717,0,0,0,0,0,0,0,0,-29.7717,0,0,0,,1920.87354,139.56894,270.7612
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",141.50714,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,141.50714,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",4776.00024,4626.00024,4626.00024,2093.29808,2093.29808,0,0,0,0,2532.70216,,2532.70216,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,150,150,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",462.44602,334.34272,0,0,0,0,0,0,0,0,,0,0,0,0,334.34272,0,0,,0,0,,334.34272,334.34272,,0,0,,,,,128.1033,0,,0,128.1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",457.59627,276.16211,0.39412,0,0,0,0,0,0,0.39412,,0,0.39412,0,0,275.76799,16.01023,0,,16.01023,0,,259.75776,0,,259.75776,0,,,,,181.43416,181.43416,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",9482.68686,9482.68686,4710.57592,0,0,0,0,0,0,4710.57592,,4710.57592,0,0,0,4772.11094,4772.11094,4772.11094,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",1799.07405,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1799.07405,1799.07405,0,0,0,0,1799.07405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
