Сведения о количестве заявленных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
12,3748,"АО ""Русский Стандарт Страхование""",Москва,11433,0,8778,8778,0,0,2655,2655,1913,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7923
13,2619,"АО ""СК ""Астро-Волга""",Самара,41341,0,0,0,0,0,18141,16791,1592,0,0,15199,1350,1342,1201,0,0,0,0,0,0,10,131,8,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,23200,23200,0,0,0,0
14,0507,"АО ""СК ""Колымская""",Хабаровск,7933,1,6333,6276,0,57,1600,1600,835,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0915,"АО ""СК ""ПАРИ""",Москва,33613,0,0,0,0,0,31965,25855,415,0,0,25440,6110,5419,1951,0,2,0,2970,0,0,283,213,608,5,5,0,0,0,1,0,2,600,0,31,52,0,0,0,1648,1637,1,10,0,0
16,2733,"АО ""СК ""Резерв""",Хабаровск,116,0,0,0,0,0,116,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,4014,"АО ""СК ""Югория-Жизнь""",Москва,1161,0,1143,1143,0,0,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830
18,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,45981,0,0,0,0,0,21235,16358,983,0,0,15375,4877,4844,4713,1,0,1,2,0,0,21,106,10,1,1,0,0,0,0,0,0,6,3,0,23,0,0,0,24746,24721,1,24,0,0
19,2873,"АО ""СМК ""Сахамедстрах""",Якутск,4717,2854,0,0,0,0,4717,4717,0,0,0,4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1587,"АО ""СО ""Талисман""",Казань,9785,0,0,0,0,0,381,120,120,0,0,0,261,261,249,0,0,0,0,7,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9404,9404,0,0,0,0
21,1208,"АО ""СОГАЗ""",Москва,14353459,4,0,0,0,0,14211801,14068614,299535,0,7,13769079,143187,97590,49067,2160,347,247,534,24,2,9061,36150,10197,81,81,0,9,172,65,59,80,9717,14,259,35141,39315,39315,0,102343,96339,1683,4321,0,0
22,3229,"АО ""Страховая бизнес группа""",Воронеж,7151,193,0,0,0,0,2599,2585,212,0,0,2373,14,4,1,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4552,4526,1,25,0,0
23,0796,"АО ""Страховая группа АВАНГАРД - ГАРАНТ""",Москва,47,0,0,0,0,0,47,0,0,0,0,0,47,47,41,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,3390,"АО ""Страховая Компания ""ПОЛИС-ГАРАНТ""",Москва,3280,0,0,0,0,0,2398,1406,10,0,0,1396,992,989,973,0,0,0,0,0,0,1,15,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,882,882,0,0,0,0
25,3230,"АО ""Страховая компания ""СОГАЗ-Мед""",Москва,121518,0,0,0,0,0,121518,121518,0,0,0,121518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Иваново,3910,0,0,0,0,0,3910,3881,211,0,0,3670,29,26,7,0,0,0,0,0,0,6,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
27,2144,"АО ""Страховая компания АСКО-Центр""",Курск,463,47,0,0,0,0,463,257,25,0,0,232,206,206,205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0191,"АО ""Тинькофф Страхование""",Москва,38100,0,0,0,0,0,25223,5253,5253,0,0,0,19970,17539,16769,0,0,0,0,0,0,0,770,92,17,17,0,0,0,0,0,0,75,0,0,2339,0,0,0,12877,12877,0,0,0,0
29,3987,"АО ""УРАЛСИБ Жизнь""",Москва,9564,35,9549,8638,250,911,15,15,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8159
30,2708,"АО ""ЧСК""",Москва,41053,0,0,0,0,0,40860,40850,34,0,0,40816,10,2,0,0,0,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,6,0,0,2,182,113,69,11,0,4,7,0,0
31,0177,"АО ""Юнити страхование""",Москва,13720,394,0,0,0,0,6639,454,97,0,0,357,6185,6176,6148,0,0,0,2,0,0,20,6,8,5,4,1,0,0,0,0,0,3,0,0,1,0,0,0,7081,7081,0,0,0,0
32,3300,"АО СГ ""Спасские ворота""",Москва,6209,164,0,0,0,0,5836,5463,11,0,0,5452,373,366,57,0,0,0,301,0,0,8,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,373,373,0,0,0,0
33,1858,"АО СК "" Армеец""",Москва,11322,189,0,0,0,0,636,565,208,0,0,357,71,66,38,0,0,0,0,0,0,3,25,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,10686,10686,0,0,0,0
34,0290,"АО СК ""Альянс""",Москва,4999,38,0,0,0,0,4996,1958,1855,14,0,103,3038,1469,24,233,0,22,750,0,0,398,42,106,8,5,3,0,1,0,0,16,81,0,3,1460,0,0,0,3,0,1,2,0,0
35,0518,"АО СК ""БАСК""",Белово,82603,0,0,0,0,0,80451,80401,436,0,0,79965,50,49,47,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2152,2152,0,0,0,0
36,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,8170,362,0,0,0,0,757,303,267,0,0,36,454,297,278,0,0,0,9,0,0,2,8,157,156,0,156,0,0,0,0,0,1,0,0,0,0,0,0,7413,7413,0,0,0,0
37,2947,"АО СК ""РСХБ-Страхование""",Москва,11527,0,0,0,0,0,11527,9981,9776,0,0,205,1546,1420,332,0,0,0,0,517,376,176,395,47,2,2,0,0,0,0,0,1,44,0,1,78,0,0,0,0,0,0,0,0,0
38,3256,"АО СК ""Совкомбанк Жизнь""",Москва,284455,0,6874,6864,3488,10,277581,277581,4609,0,0,272972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0212,"АО СК ""Цюрих""",Москва,436,0,0,0,0,0,436,6,6,0,0,0,430,195,0,0,0,0,111,0,0,84,0,196,0,0,0,0,0,0,0,68,128,0,39,0,0,0,0,0,0,0,0,0,0
40,1216,"АО СК ""Чулпан""",Альметьевск,14675,0,0,0,0,0,6406,5873,1139,0,0,4734,533,518,413,0,0,0,1,22,0,6,76,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8269,8221,0,48,0,0
41,4376,"НКО ""ВОВС""",Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,4349,"НКО ""МОВС""",Санкт-Петербург,15,0,0,0,0,0,15,0,0,0,0,0,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,4379,"НКО ""ПОВСТО""",Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4381,НКО «ПОВС «РП»,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4301,НКО НОВС,Камышин,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,4,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4382,"НКО ПОВС ""РТ - ВС""",Москва,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,4169,"НКО ПОВС ""СмартСтрах""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,163,0,0,0,0,0,163,0,0,0,0,0,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,4360,"НКО ПОВС ""Эталон""",Москва,124,0,0,0,0,0,124,0,0,0,0,0,124,124,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,8,0,0,0,0,0,8,0,0,0,0,0,8,8,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,4362,НКО ПОВС «Содружество»,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2496,"ООО ""Абсолют Страхование""",Москва,44918,1519,0,0,0,0,40270,34779,2261,2,0,32518,5491,5150,4371,0,0,50,192,15,15,188,334,210,6,6,0,0,0,13,0,14,177,0,5,126,0,0,0,4648,4646,0,2,0,0
55,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,5548,0,0,0,0,0,5548,3975,3941,0,0,34,1573,1518,59,0,1,0,0,183,0,60,1215,48,0,0,0,0,0,0,0,0,48,0,0,7,0,0,0,0,0,0,0,0,0
56,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,182074,16,180373,180300,180300,73,1701,1701,290,0,0,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173510
57,0436,"ООО ""АМТ Страхование""",Москва,34,10,0,0,0,0,34,1,1,0,0,0,33,11,0,0,0,11,0,0,0,0,0,22,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,66,0,0,0,0,0,66,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
59,3799,"ООО ""БСД""",Москва,9117,0,0,0,0,0,9117,9007,0,0,0,9007,110,104,82,0,0,0,4,0,0,13,5,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
60,3826,"ООО ""Вита-страхование""",Сургут,103066,0,977,941,0,36,102089,102089,56,0,0,102033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3866,"ООО ""ВСК-Линия жизни""",Москва,37652,75,33642,33385,1,257,300,300,62,0,58,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3710,3710,0,0,0,0,0,0,33195
62,3978,"ООО ""ВСК-Милосердие""",Москва,1549,0,0,0,0,0,1549,1549,0,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1083,"ООО ""Зетта Страхование""",Москва,41403,356,0,0,0,0,24471,7866,3877,0,0,3989,16605,14673,13439,0,0,0,90,68,0,214,862,245,142,16,126,0,0,0,0,1,99,3,0,1687,0,0,0,16932,16900,0,32,0,0
64,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,104664,1419,52506,52348,357,158,52158,52158,12284,0,0,39874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28430
65,4209,"ООО ""Кофас Рус Страховая Компания""",Москва,95,0,0,0,0,0,95,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
66,4326,"ООО ""КПСК""",Симферополь,4847,0,0,0,0,0,4847,4771,38,0,0,4733,76,74,41,0,0,0,0,0,0,8,25,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
67,4189,"ООО ""Кредендо – Ингосстрах Кредитное Страхование""",Москва,21,0,0,0,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
68,4013,"ООО ""МАКС-Жизнь""",Москва,14241,0,14241,14241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13813
69,3594,"ООО ""МСГ""",Москва,1366,881,0,0,0,0,1366,1366,386,0,0,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,3128,"ООО ""МСК ""АйАйСи""",Москва,175,29,0,0,0,0,175,29,0,0,0,29,146,145,0,0,0,0,0,0,0,0,145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,4008,"ООО ""ОСЖ РЕСО-Гарантия""",Москва,10034,3,9979,9979,0,0,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9908
72,3609,"ООО ""ППФ Страхование жизни""",Москва,19225,0,16435,13809,0,2626,2790,2790,1787,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
73,3438,"ООО ""ПРОМИНСТРАХ""",Москва,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
74,3943,"ООО ""СК ""АК БАРС-Мед""",Казань,29468,1874,0,0,0,0,29468,29468,0,0,0,29468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2042,"ООО ""СК ""Гранта""",Казань,2824,29,0,0,0,0,2824,1122,307,0,0,815,1702,1669,1610,0,0,0,0,0,0,8,51,33,1,1,0,0,0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0
76,3823,"ООО ""СК ""Ингосстрах-Жизнь""",Москва,12942,161,9025,8408,357,617,3917,3917,3886,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7149
77,3837,"ООО ""СК ""Ингосстрах-М""",Москва,18146,0,0,0,0,0,18146,18146,0,0,0,18146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,2169,"ООО ""СК ""Инертек""",Санкт-Петербург,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2682,"ООО ""СК ""ИНСАЙТ""",Красногорск,21366,0,0,0,0,0,21366,19778,2,0,0,19776,1588,1191,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,0,0
80,1336,"ООО ""СК ""Капитал-полис""",Санкт-Петербург,160343,0,0,0,0,0,160343,159502,28,0,0,159474,841,837,558,0,0,0,277,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
81,2877,"ООО ""СК ""Мегарусс-Д""",Москва,1356,0,0,0,0,0,1347,614,178,0,0,436,733,733,730,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0
82,4293,"ООО ""СК ""Ойлер Гермес Ру""",Москва,26,0,0,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
83,3972,"ООО ""СК ""Ренессанс Жизнь""",Москва,55343,54,53798,53791,3229,7,1545,1545,1451,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41517
84,1307,"ООО ""СК ""Согласие""",Москва,1792716,18444,0,0,0,0,1717860,1655308,7687,0,0,1647621,62552,60341,57949,516,1,13,47,84,40,537,1194,1756,439,96,343,39,0,3,0,0,150,1125,10,445,1,1,0,74855,74799,10,46,0,0
85,1182,"ООО ""СК ""ТИТ""",Москва,8337,0,0,0,0,0,8337,7148,111,0,0,7037,1189,1081,1066,0,0,0,3,0,0,5,7,15,1,1,0,0,0,0,0,7,0,7,0,93,0,0,0,0,0,0,0,0,0
86,3815,"ООО ""СК ""Экспресс-страхование""",Санкт-Петербург,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
87,3803,"ООО ""СК Доминанта""",Москва,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
