"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0191,"Акционерное общество ""Тинькофф Страхование""",3155904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,792437,792437,100611,0,0,0,0,691826,0,0,0,0,800403,532322,207568,207568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324754,247670,0,77084,54868,18673,18673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36195,0,0,0,0,36195,0,,0,0,0,0,0,,0,0,0,213213,77838,0,135375,,,,,,,,,1563064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",151418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,139121,12858,0,0,0,770,0,12088,126263,2568,226,123469,12297,10374,236,199,37,0,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,754,0,7,747,9348,1882,844,6622,1666,55,0,0,55,0,3,0,0,0,5,0,0,5,18,0,18,1417,191,0,5,1,1220,168,,0,0,0,0,0,,168,0,0,257,0,0,257,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,164,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,65,0,4,61,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,159,159,0,232,1,0,0,0,231,0,,0,0,0,0,0,,0,0,32,69,0,0,69,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",1501738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,278840,218283,132,0,43,1419,0,216689,60557,8865,1509,50183,655991,447900,163938,163938,0,14,0,0,0,0,270,1500,0,0,0,0,0,1500,0,0,1500,0,12026,0,2070,9956,270152,218999,44809,6344,45400,7084,3069,4015,0,0,0,0,0,0,38,38,0,0,226,104,122,37692,9106,0,177,28,28381,360,,0,0,82,0,0,,10,268,30,162661,4920,0,157741,,,,,,,,,561871,3645,1812,54,156,1623,1391,0,0,0,0,0,0,119,99,99,0,1173,597,322,81,173,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",14780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,14739,9,0,0,0,0,0,9,14730,0,0,14730,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,,0,0,0,0,0,,0,29,0,12,12,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",675580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,207094,179474,25,0,0,0,0,179449,27620,0,1015,26605,150629,137306,111198,111198,0,2,1,5,0,5,134,1,1,0,0,1,0,0,0,0,0,0,5103,9,230,4864,20862,2858,5174,12830,11507,77,77,0,0,0,67,303,0,303,0,0,0,0,20,0,20,10958,398,0,95,0,10465,82,,0,0,0,0,0,,82,0,0,1816,6,0,1810,,,,,,,,,317857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",89097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,49869,49377,0,0,0,0,0,49377,492,0,0,492,39228,35075,0,0,0,0,5,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,841,0,0,841,34174,0,0,34174,654,0,0,0,0,0,53,323,323,0,0,0,0,0,43,0,43,235,0,0,0,0,235,0,,0,0,0,0,0,,0,0,0,3499,0,3499,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,503,503,,0,0,0,503,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",95101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,11496,6576,0,0,0,0,0,6576,4920,0,0,4920,20725,20510,19240,19240,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,190,0,0,190,1072,857,212,3,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,3,0,202,0,,0,0,0,0,0,,0,0,0,10,0,0,10,,,,,,,,,62572,308,276,14,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",137388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,34954,25878,3,0,0,0,0,25875,9076,0,4080,4996,53232,52219,23063,23063,0,0,0,2,0,2,37,187,0,0,0,0,0,187,0,0,187,0,664,0,0,664,28266,10013,8622,9631,597,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,564,0,,0,0,0,0,0,,0,0,0,416,0,0,416,,,,,,,,,49202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",12980890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2767971,1479232,76394,52,15,4527,0,1398244,1288739,0,151754,1136985,5965600,5344794,765547,765547,0,1037,201,318,318,0,16656,1140,514,307,0,207,0,626,20,0,606,0,57269,1733,12605,42931,4502626,928622,3570883,3121,196720,66236,56956,9280,0,2,1092,534,534,0,234,64,1,169,889,889,0,126957,6099,19,2951,224,117664,776,,0,0,0,0,733,,16,27,208,423878,0,58,423820,,,,,,,,,4201715,36474,25381,1350,1060,8683,9130,4,0,4,14,5,9,185,173,156,17,8737,2954,812,1882,3089,14,3,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",586794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,162302,122423,0,0,0,0,0,122423,39879,3650,0,36229,132476,121156,104218,104218,0,39,0,13,0,13,1527,0,0,0,0,0,0,0,0,0,0,0,1548,0,0,1548,13811,5098,0,8713,4957,1060,1060,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3103,0,0,0,0,3103,785,,0,0,0,0,0,,785,0,0,6363,0,0,6363,,,,,,,,,288701,2222,2222,0,0,0,1093,0,0,0,0,0,0,0,0,0,0,1093,0,0,1093,0,0,0,0
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,278,278,210,210,0,0,0,0,0,0,0,11,11,10,0,1,0,0,0,0,0,0,57,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",649453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,191068,160246,0,0,0,0,0,160246,30822,0,10219,20603,428009,365775,10185,10185,0,34,16,72,0,72,184316,1,0,0,0,0,0,1,1,0,0,0,12821,3881,284,8656,158330,9192,26982,122156,26901,6686,6686,0,0,0,46,215,0,215,32,32,0,0,522,60,462,19074,199,0,54,9,18812,326,,0,0,0,0,187,,138,1,40,35293,23444,41,11808,,,,,,,,,28745,1455,563,39,22,831,176,0,0,0,5,0,5,8,44,33,11,119,46,50,16,7,0,0,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",11848088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2615807,2004778,6059,3268,890,7,0,1994554,611029,66163,4407,540459,3914468,3338891,1692113,1692113,0,719,402,901,690,211,99805,498,403,286,0,117,0,95,0,0,95,0,117464,0,11858,105606,1426989,458721,390014,578254,443057,146551,146551,0,0,1,2477,1260,920,340,319,131,5,183,2252,15,2237,289449,11405,4208,3497,156,270183,748,,9,0,0,0,0,,574,165,384,132136,683,0,131453,,,,,,,,,5257350,46007,29033,1787,1284,13903,14456,5,2,3,39,7,32,187,254,189,65,13910,6540,4234,1092,2044,35,25,1
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",233597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,192257,20401,2,0,0,0,0,20399,171856,0,0,171856,41340,25406,4113,4113,0,0,42,2,0,2,321,0,0,0,0,0,0,0,0,0,0,0,969,0,2,967,19959,82,0,19877,12398,434,434,0,0,0,282,0,0,0,0,0,0,0,11292,0,11292,0,0,0,0,0,0,390,,0,0,0,0,0,,255,135,10,3526,7,2,3517,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",13851684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6335869,5229249,2193355,8990,0,14922,2,3011980,1106620,0,15419,1091201,4917892,1615113,292875,257545,35330,2333,460,238,150,88,2537,74,28,0,0,28,0,46,0,0,46,0,27443,0,9882,17561,1289153,33842,69,1255242,536384,49599,49599,0,0,9,867,291,198,93,632,34,186,412,4301,457,3844,480319,6009,273,232,58,473747,366,,2,40,0,3,75,,22,224,652,2765743,2198372,11,567360,,,,,,,,,2539290,52865,37628,1149,6055,8033,5768,16,4,12,21,3,18,24,67,58,9,5619,2301,493,465,2360,8,13,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",10652592,1098,1007,724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,723,0,0,0,0,723,0,0,0,0,0,0,283,0,,,0,0,,0,0,0,0,0,0,206,0,0,0,0,206,77,0,0,0,0,77,0,0,0,0,0,0,91,4,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,4,0,0,0,0,0,0,0,,0,,,0,87,0,,,0,0,0,0,,,,0,,87,0,0,0,0,87,0,0,,0,0,0,0,,0,0,0,0,767,767,,0,0,0,767,0,0,0,0,0,0,1636051,990990,721,61,43,28065,0,962100,645061,10393,21121,613547,3505267,2498624,580596,580596,0,99,0,2,2,0,7373,376,2,0,0,2,0,374,0,0,374,0,97660,0,24714,72946,1812518,491229,673237,648052,609573,195837,187872,7965,0,1,9,34,2,32,105,16,0,89,867,867,0,412359,4892,0,1956,202,405309,361,,0,0,0,0,0,,21,340,5410,391660,3074,110,388476,,,,,,,,,5476712,28943,13037,645,577,14684,3754,2,0,2,0,0,0,35,55,50,5,3661,1530,1233,560,338,0,1,0
1216,"Акционерное общество Страховая компания ""Чулпан""",185057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,52421,52100,0,0,0,89,0,52011,321,2,209,110,26707,15588,1299,1299,0,0,0,2,0,2,2,253,0,0,0,0,0,253,0,0,253,0,202,0,0,202,13830,7932,5780,118,11110,142,142,0,0,0,3,17,0,17,12,4,0,8,2,0,2,10930,33,0,3,6,10888,4,,0,0,0,0,0,,4,0,0,9,0,0,9,,,,,,,,,104258,1587,896,10,615,66,84,0,0,0,0,0,0,0,1,0,1,83,53,18,11,1,0,0,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",4096220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,997739,645074,18147,1213,0,0,0,625714,352665,102057,4457,246151,1705358,1390263,333412,333412,0,30,0,23,23,0,627,0,0,0,0,0,0,0,0,0,0,0,4494,804,214,3476,1051677,25317,288671,737689,106629,36254,36254,0,0,0,0,2,2,0,0,0,0,0,109,109,0,70261,184,0,84,12,69981,3,,0,0,0,0,0,,2,1,0,208466,17190,0,191276,,,,,,,,,1389130,2835,1508,264,39,1024,1158,1,0,1,0,0,0,143,1,0,1,1009,651,188,58,112,4,0,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2458940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,426633,319538,3149,6929,12,73,0,309375,107095,0,4198,102897,906069,662104,439209,439209,0,381,70,300,189,111,321,1885,1503,1371,0,132,0,382,4,0,378,0,43122,1312,5863,35947,176816,21817,47145,107854,121323,65199,60361,4838,0,1,169,885,854,31,91,0,0,91,62,61,1,54204,2609,0,120,0,51475,712,,0,42,0,17,95,,90,468,4321,118321,982,0,117339,,,,,,,,,1120353,4060,2195,0,166,1699,1825,0,0,0,10,3,7,39,57,55,2,1719,614,64,510,531,0,0,0
