"Сведения о cтраховых выплатах по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0191,"Акционерное общество ""Т-Страхование""",1429852.31092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1429852.31092,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",16473.55288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,16473.55288,16473.55288,9191.38887,0,0,0,0,0,0,7114.55907,167.60494,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",3071060.15195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,3071060.15195,2783888.54039,0,0,0,0,107176.17605,0,0,2676712.36434,0,100893.08619,0,0,,0,0,0,0,660.18304,100232.90315,0,186278.52537,0,0,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",735763.72606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,735763.72606,735763.72606,0,0,0,0,0,0,0,735763.72606,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",417162.49356000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3366.03457,95.46787,,,3270.5667,333380.13515,9639.58445,7071.23953,0,0,0,2401.00358,0,0,0,167.34134,72447.4019,0,0,,0,54522.96729,0,0,0,17924.43461,0,0,251293.1488,0,79431.88412,0,984.43972
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",54362.04064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,29849.06929,29849.06929,998.96338,0,0,0,0,0,0,28850.10591,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,24512.97135,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",219601.40007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2180.9402,2180.9402,223.6102,0,0,0,0,0,0,157.33,1800,0,0,0,,0,0,0,0,0,0,0,0,0,0,217300.73763,119.72224,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",24572.33984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583.79347,2583.79347,,,0,2909.17291,2909.17291,2643.39984,0,0,0,0,0,0,265.77307,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,19079.37346,0,0
0621,"Страховое акционерное общество ""ВСК""",7622368.795689999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15304,15304,,,0,2393694.41854,2302866.58906,1144.64266,0,347781.78346,31018.59168,1476869.33921,115278.51975,80555.87975,269439.58666,61334.12564,64908.47722,500,500,,0,0,0,0,0,64408.47722,0,25919.35226,0,0,5137180.46158,24536.15674,51653.75883
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",149607.55559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,134288.13168,0,15319.42391
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",56150.709969999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,7123.63898,7123.63898,188.98907,0,0,2656.96516,4277.68475,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,48233.15682,0,793.91417
0928,"Страховое публичное акционерное общество ""Ингосстрах""",16691445.19596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,,,0.00067,7976123.21533,7161816.76146,5687.72119,0,462223.39052,45338.96043,72727.49998,0,0,6575839.18934,0,388013.29878,0,0,,0,367644.88758,9134.39659,0,0,11234.01461,0,0,426293.15509,0,8517799.46322,34122.67883,163399.83791
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",48929.98515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4839.21178,4839.21178,,,0,44090.77337,44050.86681,13887.35069,0,30163.51612,0,0,0,0,0,0,39.90656,0,0,,0,0,0,0,0,39.90656,0,0,0,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",15939653.957920002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79733.705,59883.31244,,,19850.39256,12873872.99076,10675435.4566,3912158.1966,10036.70414,659256.76607,40863.50491,2249.7865,352.44545,0,6049043.39062,1474.66231,124785.36805,0,0,,0,31843.8319,0,0,0,92941.53615,0,2071459.22631,2192.9398,0,2781512.27831,113496.14529,91038.83856
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",2783960.14493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23327.28895,10438.96211,,,12888.32684,923367.87068,876768.78018,7370.47565,0,0,0,3911.0794,0,0,414701.44221,450785.78292,44245.51063,51.34042,51.34042,,0,0,0,0,0,990.41339,43203.75682,0,2353.57987,0,1820121.06665,4411.063,12732.85565
1216,"Акционерное общество Страховая компания ""Чулпан""",25636.35141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,3801.12699,3801.12699,3629.41419,0,0,0,0,0,0,0,171.7128,0,0,0,,0,0,0,0,0,0,0,0,0,0,12376.09088,2969.562,6489.57154
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",1667532.78223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73505.61484,51694.6003,,,21811.01454,64851.75607,64851.75607,3918.89164,0,0,0,0,0,0,55617.88332,5314.98111,0,0,0,,0,0,0,0,0,0,0,0,0,0,1510069.0483,0,19106.36302
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",1774631.32048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.12745,1261.12745,,,0,102475.58324,43015.332,0,0,0,0,0,0,0,43015.332,0,164.11272,0,0,,164.11272,0,0,0,0,0,0,59296.13852,0,0,1647506.22584,712.40438,22675.97957
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",21078.96744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,21078.96744,21078.96744,0,0,0,0,21078.96744,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",2621.3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2621.3082,2621.3082,2621.3082,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",1043833.20425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10680.88972,10680.88972,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1019543.2232,0,13609.09133
1587,"Акционерное общество ""Страховое общество ""Талисман""",606.3473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,606.3473,606.3473,606.3473,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",8791.568739999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728.01958,0,,,1728.01958,7063.54916,7063.54916,0,0,0,0,0,0,0,0,7063.54916,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",362743.43056999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6961.16586,5252.19202,,,1708.97384,23523.07972,23523.07972,1003.39042,0,0,0,0,0,0,22519.6893,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,328473.91072,0,3785.27427
1820,"Акционерное общество ""ГУТА-Страхование""",67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,67.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",1256928.0290700002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,9.8,,,0,667402.53854,667402.53854,49048.8947,0,0,0,0,0,0,602843.80259,15509.84125,0,0,0,,0,0,0,0,0,0,0,0,0,0,572167.36868,738.0375,16610.28435
1858,"Акционерное общество Страховая компания ""Армеец""",55637.89893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,55637.89893,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",127290.36465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,3372.49652,3372.49652,1871.91902,0,0,0,1446.27558,0,0,54.30192,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,123917.86813,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",19154.49467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2069.54546,2069.54546,,,0,17084.94921,17084.94921,9061.87767,0,0,0,0,0,0,0,8023.07154,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",14118312.60762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89008.82919,89008.82919,,,0,6840010.69715,5792379.50283,18059.9699,0,1648390.80442,68918.60866,829181.84353,122861.6657,122861.6657,3104299.14969,667.46093,186407.05833,0,0,,0,79738.33476,33100.00614,0,0,73568.71743,0,786223.12639,75001.0096,0,7120008.13922,8940.53875,60344.40331
2346,"Акционерное общество ""Объединенная страховая компания""",188651.29892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,13174.53216,8275.82821,0,0,0,0,0,0,0,8275.82821,0,4898.70395,4898.70395,0,,0,0,0,0,0,0,0,0,0,0,175476.76676,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",683187.88174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14683.7526,14683.7526,,,0,355674.77518,15704.97496,2393.05,0,0,2040.55508,0,189.75,189.75,11081.61988,0,339969.80022,0,0,,0,0,0,0,0,339969.80022,0,0,0,0,309979.76908,0,2849.58488
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",450879.01509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,31040.85132,30813.64653,631.23588,0,0,0,0,0,0,16374.09484,13808.31581,227.20479,0,0,,0,0,0,0,0,227.20479,0,0,0,0,419838.16377,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",38260.8064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,610.79827,610.79827,610.79827,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,37650.00813,0,0
2708,Акционерное общество «Баланс Страхование»,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",2722530.48925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116111.02304,116111.02304,,,0,2606419.46621,2431280.50583,16879.47509,0,0,0,0,2410162.09924,1031513.78503,4238.9315,0,0,0,0,,0,0,0,0,0,0,0,174949.07526,189.88512,0,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",1549926.60814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,105308.75582,105300.35582,0,0,1251.47334,91626.285,12422.59748,0,0,0,0,8.4,0,0,,0,8.4,0,0,0,0,0,0,0,0,1438678.86924,1492.02595,4446.95713
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",51340.89044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,44740.5579,44586.33882,0,0,0,0,0,0,0,44580.05282,6.286,154.21908,0,0,,0,0,0,0,0,154.21908,0,0,0,0,0,333.19982,6267.13272
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",103944.53134999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14160.29757,14160.29757,,,0,82712.91369,76419.19828,7392.86605,0,0,0,69026.33223,0,0,0,0,6293.71541,0,0,,0,0,0,0,0,6293.71541,0,0,0,0,7071.32009,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",87810.33085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,82551.39187,82375.73552,0,0,0,19618.24038,4544.84919,0,0,58212.64595,0,175.65635,0,0,,0,0,175.65635,0,0,0,0,0,0,0,0,1938.16419,3320.77479
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",14695.02818,14132.52818,14132.52818,14132.52818,4773.52818,9359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.5,562.5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",-61.27401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61.27401,0,,,-61.27401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",2647.1625,2235.45545,40.20615,0,0,0,0,0,0,40.20615,0,0,40.20615,0,0,2195.2493,0,0,0,0,0,0,2195.2493,0,0,2195.2493,0,0,0,0,0,411.70705,411.70705,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",171406.06851,171406.06851,140287.87797,140287.87797,0,140287.87797,0,0,0,0,0,0,0,0,0,31118.19054,7127.2553,0,0,7127.2553,0,0,23990.93524,0,0,23990.93524,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
