"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",3705.77611,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,683.01331,683.01331,,0,0,3022.7628,3022.7628,0,0,0,1318.77609,623.48964,0,0,1080.49707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",7517.85363,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,2100.16297,2074.56297,525.35244,0,0,0,725.57784,0,0,788.10134,35.53135,25.6,0,0,0,0,0,0,0,0,25.6,0,0,0,,0,5417.69066,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",21119.724159999998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,762.7611,762.7611,,0,0,8391.98571,8361.00844,3899.66032,0,0,0,245.18106,0,0,583.24865,3632.91841,30.97727,0,0,0,0,0,0,0,0,30.97727,0,0,0,,11964.97735,0,0
0621,"Страховое акционерное общество ""ВСК""",3867923.9701199997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,17928.00382,17928.00382,,0,0,2379438.01178,2045104.6994,1035,393.30149,72577.72415,231478.23638,213050.89192,99278.37231,79780.6015,1420369.23573,6921.93742,217602.08799,3913.07934,2885.54324,1027.5361,23378.68,264.29083,35436.99292,0,510.8279,154098.217,0,68250.78439,48480.44,,1404488.736,53686.43215,12382.78637
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",43446.068179999995,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,10448.48075,10435.53141,426.74301,0,0,0,7557.77298,0,0,2422.64785,28.36757,12.94934,0,0,0,0,0,0,0,0,12.94934,0,0,0,,26472.12761,2538.52458,3986.93524
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",14600.91789,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,14600.91789,14600.91789,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",37054.01742,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,105.52894,105.52894,,0,0,27210.79564,23373.66522,81,0,75,76.25,5893.39725,0,0,15345.7985,1902.21947,3507.56569,0,0,0,0,0,30.76467,0,0,3476.80102,0,64.58256,264.98217,,8534.52141,623.73499,579.43644
0928,"Страховое публичное акционерное общество ""Ингосстрах""",5852433.531450001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,530.04441,530.04441,,0,0,2683410.08014,1859648.85995,79432.24838,0,86252.38196,15197.3555,138639.07198,5283.51391,5283.51391,1534844.28822,0,610465.44425,236.21441,0,0,0,256210.06508,78260.747,0,0,275758.41776,0,0,213295.77594,,3013383.53691,97403.02266,57706.84733
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",89808.78610000001,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1699.67097,1865.6031,,0,-165.93213,29533.3532,21176.55395,1217.78956,43.95386,0,0,3382.37199,624.85457,0,13398.03707,2509.5469,5832.35211,3237.08617,37.5,3199.58617,0,0,0,368.12441,85,1879.73214,262.40939,0,2524.44714,,46801.3974,7863.12136,3911.24317
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",21363.591139999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,253.14638,253.14638,,0,0,21110.44476,16664.04422,1097.15336,0,7123.98937,0,0,0,0,8639.73725,-196.83576,4401.78444,0,0,0,0,4401.78444,0,0,27.45918,-27.45918,0,0,44.6161,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",14434251.048619999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,123586.60859,123435.51903,,0,151.08956,13955029.07958,11540914.46646,560189.42785,1951.36352,698129.37946,589240.3255,31676.41622,0,0,9660180.67403,-453.12012,1592872.4023,2.4791,0,0,0,191036.05601,58925.62085,388400.00693,269599.63263,684908.60678,0,818359.32108,2882.88974,,268508.09616,68928.24191,18199.02238
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",1069536.33333,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,13999.32347,10403.10279,,0,3596.22068,442798.72076,337352.57715,12949.72653,0,0,0,31007.06613,212.92748,0,293156.27337,26.58364,84666.01068,6941.46154,0,6941.46154,0,0,0,18235.59855,55849.19218,1036.39149,2603.36692,20111.64282,668.49011,,582464.6352,23840.81436,6432.83954
1216,"Акционерное общество Страховая компания ""Чулпан""",7598.0958,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,3105.52767,3105.53368,2979.12369,0,0,0,0,0,0,44.47408,81.93591,-0.00601,0,0,0,0,0,0,0,0,-0.00601,0,0,0,,3083.12845,1109.33948,300.1002
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",576505.337,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,15910.16623,6984.8457,,0,8925.32053,315564.29081,261482.85402,17386.10939,0,0,7868.13017,22110.47671,0,0,170036.13233,44082.00542,37371.25094,176.22907,176.22907,0,0,0,0,0,10374.45861,26820.56326,0,0,16710.18585,,232100.42955,9996.16426,2934.28615
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",1295854.5489499997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,13086.91069,13086.91069,,0,0,838928.48171,656413.18457,-20205.84727,26236.9008,23834.25421,27273.27414,56852.10805,47664.6,0,493176.08275,1581.81189,31763.34412,3716.92404,0,0,0,1523.96441,18498.44196,0,2840.31684,5137.38323,46.31364,152293.50739,-1541.55437,,426326.08157,11437.03821,6076.03677
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",15988.73923,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,15988.73923,15988.73923,0,0,0,0,15824.71533,0,0,164.0239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",868.82442,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,868.82442,868.82442,0,0,0,0,0,0,0,868.82442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",512165.89543,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,4732.74295,4732.74295,,0,0,53920.88931,49054.91588,0,29988.81174,0,0,-9.24661,0,0,18851.32701,224.02374,0,0,0,0,0,0,0,0,0,0,0,0,4865.97343,,450256.58768,1294.00124,1961.67425
1587,"Акционерное общество ""Страховое общество ""Талисман""",613.6909,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,590.75021,585.8595,311.67052,0,0,0,0,0,0,192.92806,81.26092,4.89071,0,0,0,0,0,0,0,4.89071,0,0,0,0,,22.94069,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",244.84,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,244.84,0,,0,244.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",343720.34777000005,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1043.49093,0,,0,1043.49093,145529.9405,140710.76976,3127.21004,50.81404,0,0,18934.35015,0,0,96578.93373,22019.4618,4833.76478,0,0,0,0,0,18.68212,0,673.33749,4109.68149,32.06368,11.12887,-25.72291,,196004.09351,809.9006,332.92223
1820,"Акционерное общество ""ГУТА-Страхование""",18477.86808,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,18.21915,18.21915,,0,0,18459.64893,18459.64893,6.87266,0,0,0,2654.77794,0,0,15797.99833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",255144.82626,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,10287.93331,10287.93331,,0,0,175862.22791,167893.95199,17678.19502,0,1141.824,0,10803.53102,2232.14382,2085.14869,128981.73763,7056.5205,6718.58851,737.97088,737.97088,0,0,0,0,0,0,5980.61763,0,645.76171,603.9257,,51465.93493,11417.41683,6111.31328
1858,"Акционерное общество Страховая компания ""Армеец""",11207.54407,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,45,45,,0,0,361.66214,346.42464,0,0,0,0,0,0,0,257.09,89.33464,15.2375,0,0,0,0,0,0,0,0,15.2375,0,0,0,,10800.88193,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",22919.473570000002,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,6161.03339,2212.12174,787.67694,0,0,0,206.25,0,0,1218.1948,0,3779.84825,3779.84825,68.02131,3711.82694,0,0,0,0,0,0,0,0,169.0634,,16758.44018,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",4835.20465,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,272.40778,272.40778,,0,0,4562.79687,4447.5093,3500.409,0,0,0,189.22862,0,0,335.47918,422.3925,24.86868,0,0,0,0,0,0,0,24.86868,0,0,0,90.41889,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",5783469.73513,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,161620.41347,161434.67268,,0,185.74079,4514662.16779,3652548.20376,16579.42982,1301.48345,72026.80347,160794.05494,104214.63628,249602.27741,221991.34617,3043154.29861,4875.21978,614357.85276,12248.16106,0,12248.16106,0,600.90937,90628.00972,37.80353,46296.76457,463518.24728,1027.95723,239519.97172,8236.13955,,1058060.64856,34882.88791,14243.6174
2346,"Акционерное общество ""Объединенная страховая компания""",59791.704040000004,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,26.33376,106.64415,,0,-80.31039,13049.62012,12811.81803,1030.60343,0,0,1673.00694,695.8,0,0,9381.96064,30.44702,237.80209,84.12033,0,0,0,0,0,0,153.68176,0,0,0,0,,46715.75016,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",134793.01875,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,11456.57036,11456.57036,,0,0,121873.02928,100951.13333,6281.9406,0,0,9537.55744,3597.95514,9207.64132,9081.08885,69644.3528,2681.68603,19196.45209,32.44329,32.44329,0,0,0,5885.775,0,6898.25,6340.92436,39.05944,1725.44386,0,,0,648.24586,815.17325
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",191029.51874,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,20.187,20.187,,0,0,11631.2694,11574.31124,1081.645,0,0,147.81,1080.69778,0,0,8714.383,549.77546,56.95816,0,0,0,0,0,0,0,0,56.95816,0,0,0,,179378.06234,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",6412.50407,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,76.05,76.05,76.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6336.45407,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",9737.43113,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,9737.43113,9737.43113,0,0,0,0,0,0,0,9737.43113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",102.92184,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,102.92184,0,,0,102.92184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",28679.14424,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,15.04,15.04,,0,0,28664.10424,28664.10424,0,0,0,0,2131.0026,0,0,26518.06164,15.04,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",22066.99839,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,966.04985,966.04985,,0,0,21100.94854,15723.61503,0,0,15600.62444,0,122.99059,0,0,0,0,5377.33351,0,0,0,0,5377.33351,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",390928.29933999997,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,2887.89226,2887.89226,,0,0,388006.83479,387231.79541,48180.86147,1012.72062,0,0,2541.2704,312719.75737,242454.84086,22741.26356,35.92199,637.54117,0,0,0,0,0,0,0,18.9,618.64117,0,-90.78717,228.28538,,0,33.57229,0
3064,"Акционерное общество ""Боровицкое страховое общество""",65227.22952,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,745.87603,745.87603,0,0,0,0,574.28515,0,0,158.84088,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,,64481.35349,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",601.12388,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,601.12388,578.90248,0,0,0,0,0,0,0,578.90248,0,22.2214,0,0,0,0,0,0,0,0,0,22.2214,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",1129729.1101499998,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1075.98439,1075.98439,,0,0,563406.2406,552521.02544,2570.15824,0,23146.33866,449.65674,122285.65679,0,0,403568.7807,500.43431,10729.54459,334.68965,0,334.68965,0,3172.95873,-22.83504,0,50,7194.73125,0,0,155.67057,,551513.77323,9305.10537,4428.00656
3229,"Акционерное общество ""Страховая бизнес группа""",116297.70895999999,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,1748,1748,,0,0,108737.32161,100142.14922,0,0,0,0,2187.28752,0,0,93192.5443,4762.3174,8595.17239,0,0,0,0,0,0,0,94.75,8500.42239,0,0,0,,0,1698.57951,4113.80784
3300,"Акционерное общество Страховая группа ""Спасские ворота""",58537.541,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,3673.34024,3673.34024,,3673.34024,0,51377.3548,44209.2227,628.14324,0,0,1726.816,39775.79021,0,0,819.92698,1258.54627,7168.1321,0,0,0,0,0,6600.67425,0,0,567.45785,0,0,0,,3452.20628,34.63959,9e-05
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",1886406.63046,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,,,,0,0,,0,0,1886406.63047,1034934.83394,0,221.67309,5708.82327,392684.56293,10834.86166,0,0,625466.16299,18.75,263264.2623,0,0,0,0,1058.73069,-1387.20898,82641.47976,84263.41221,96687.84862,0,588207.53423,0,,0,-1e-05,0
