Сведения о количестве заявленных страховых случаев,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
№ п/п,Рег №,Наименование,Город,Всего,из них страхование,,страхование жизни,,,Всего,,,участвующих в,,,,,,,,,,,,,,,владельцев средств,,,,,,,,,,страхование,страхование,,военнослужащих и," страхования,",,владельцев,владельца опасного,перевозчика за,имущественного
,,,,,нерезидентов,Всего,(кроме,страхование жизни,пенсионное страхование,,Всего,от несчастных,клинических,,,,,,,,,,,,,,Всего,наземного транспорта,владельцев,владельцев,,,,,,,за неисполнение или,предпринимательских,финансовых рисков,,приравненных к ним в, предусмотренные,,транспортных средств,объекта за причинение,причинение вреда,"страхования,"
,,,,,,,пенсионного), заемщика,,,,случаев и болезней,исследованиях,работников,медицинское,Всего,,средств наземного,,,,,,,,,, (кроме средств,автотранспортных,автотранспортных,владельцев средств,владельцев средств,владельцев средств,"организаций,",за причинение вреда,за причинение вреда,ненадлежащее,рисков,,,обязательном, федеральными,,,вреда в результате," жизни, здоровью,",предусмотренные
,,,,,,, страхования)-всего,,,,,,лекарственного,налоговых органов,страхование,,Всего,транспорта,средств,,,,,"страхование,",,,, железнодорожного, средств (кроме, средств (страхования,железнодорожного,воздушного транспорта,водного транспорта,эксплуатирующих,вследствие недостатков,третьим лицам,исполнение,,,,государственном,законами,,,аварии на опасном, имуществу пассажиров,федеральными
,,,,,,,,,,,,,препарата для,,,,,(кроме средств,железнодорожного,средств воздушного,средств водного,грузов,сельскохозяйственное,осуществляемое с,прочего имущества,прочего имущества,,транспорта)," страхования,", осуществляемого в,транспорта,,,опасные объекты,"товаров, работ, услуг",, обязательств по,,,, страховании лиц,,,, объекте,,законами
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ИТОГО:,,,,5184157,91792,178925,64542,15847,114383,4370835,4030900,162628,24,46,3868272,339935,316437,241808,2286,183,125,12042,665,8,6816,52512,7340,2502,1772,725,205,258,153,18,404,3459,341,127,16031,15852,15852,0,618545,616463,625,1457,0
1,4192," ОВС ""Народные кассы""",Москва,37,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
2,4179," ООО ""СК"" Райффайзен Лайф""",Москва,524,3,511,511,159,0,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1207,"АО  ""СК  БЛАГОСОСТОЯНИЕ ОС""",Москва,2030,17,0,0,0,0,2029,221,179,0,0,42,1808,1727,0,0,0,0,0,0,0,0,1727,10,0,0,0,0,0,0,0,0,10,0,0,71,0,0,0,1,1,0,0,0
4,3991,"АО  ""СК  БЛАГОСОСТОЯНИЕ""",Москва,2039,108,100,36,0,64,1939,1939,1831,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0206,"АО  ""Страховая Компания ""ДИАНА""",Ангарск,720,0,0,0,0,0,720,699,103,0,0,596,21,20,2,0,0,0,0,0,0,5,13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,0191,"АО  ""Тинькофф  Страхование""",Москва,4224,0,0,0,0,0,2714,979,979,0,0,0,1735,1647,1599,0,0,0,0,0,0,0,48,7,5,5,0,0,0,0,0,0,2,0,0,81,0,0,0,1510,1510,0,0,0
7,0212,"АО  ""Цюрих надежное страхование""",Москва,205,3,0,0,0,0,205,1,1,0,0,0,204,118,15,0,0,0,58,0,0,43,2,61,0,0,0,0,0,0,0,8,53,0,25,0,0,0,0,0,0,0,0,0
8,3947,"АО ""АИГ""",Москва,140,0,0,0,0,0,140,0,0,0,0,0,140,74,0,0,0,0,60,0,0,14,0,66,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
9,2239,"АО ""АльфаСтрахование""",Москва,953337,7,0,0,0,0,905761,874640,2260,0,0,872380,31121,27704,22112,38,25,10,248,10,0,426,4835,925,419,346,73,0,179,3,0,5,314,5,1,2491,0,0,0,47576,47545,0,31,0
10,3064,"АО ""Боровицкое страховое общество""",Москва,200,3,0,0,0,0,54,22,1,0,0,21,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,146,0,0,0
11,0433,"АО ""ВостСибЖАСО""",Иркутск,388,0,0,0,0,0,388,360,356,0,0,4,28,24,4,0,0,0,0,0,0,0,20,4,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
12,4014,"АО ""ГСК ""Югория-Жизнь""",.Ханты-Мансийск,40,0,37,37,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,23153,0,0,0,0,0,7470,3025,1338,0,0,1687,4445,4417,4269,0,0,0,0,11,0,8,129,28,4,4,0,0,0,0,0,2,13,9,0,0,0,0,0,15683,15683,0,0,0
14,2071,"АО ""ГСМК""",Санкт-Петербург,843,20,0,0,0,0,843,843,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1820,"АО ""ГУТА-Страхование""",Москва,65,0,0,0,0,0,48,32,4,0,0,28,16,11,10,0,0,0,0,0,0,1,0,5,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,17,17,0,0,0
16,1412,"АО ""Д2  Страхование""",Новосибирск,466,0,0,0,0,0,466,245,147,0,0,98,221,215,1,0,0,0,1,0,0,2,211,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
17,0055,"АО ""ДальЖАСО""",Хабаровск,1097,0,0,0,0,0,1097,1068,234,0,0,834,29,26,20,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
18,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,9907,0,0,0,0,0,9907,9902,9902,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
19,0870,"АО ""ИНТАЧ СТРАХОВАНИЕ""",Москва,1765,17,0,0,0,0,992,108,46,0,0,62,884,869,854,0,0,0,0,0,0,0,15,7,3,0,0,0,0,0,0,0,4,0,0,8,0,0,0,773,773,0,0,0
20,4337,"АО ""КСА - КЛУВЕР""",Красноперекопск,504,0,0,0,0,0,504,92,55,0,0,37,412,410,407,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
21,3256,"АО ""МетЛайф""",Москва,197942,0,2279,2279,1762,0,195663,195663,1915,0,0,193748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3116,"АО ""НАСКО""",Казань,11502,0,0,0,0,0,2658,2037,875,0,0,1162,621,541,308,0,0,0,1,68,0,28,136,69,0,0,0,0,0,0,0,0,69,0,0,11,0,0,0,8844,8844,0,0,0
23,2346,"АО ""ОСК""",Самара,6447,0,0,0,0,0,2099,524,187,0,0,337,1575,1566,1502,0,0,0,0,0,0,14,50,9,1,1,0,0,0,0,0,0,7,1,0,0,0,0,0,4348,4347,0,1,0
24,3983,"АО ""РСК ""Стерх""",Якутск,7487,0,0,0,0,0,479,291,285,0,0,6,188,180,32,0,0,1,0,0,0,137,10,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7008,7008,0,0,0
25,3748,"АО ""Русский Стандарт Страхование""",Москва,640,0,164,164,0,0,476,476,302,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2619,"АО ""СК ""Астро-Волга""",Самара,3753,0,0,0,0,0,947,885,90,0,0,795,62,60,52,0,0,0,0,1,0,0,7,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2806,2806,0,0,0
27,3780,"АО ""СК ""Выручим!""",Екатеринбург,20,0,0,0,0,0,20,1,1,0,0,0,19,19,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,0507,"АО ""СК ""Колымская""",Хабаровск,1590,0,1189,1166,0,23,401,401,391,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0915,"АО ""СК ""ПАРИ""",Москва,15629,0,0,0,0,0,15140,13715,68,0,0,13647,1425,1260,698,0,0,0,456,0,0,65,41,142,1,1,0,0,0,1,0,8,131,1,0,23,0,0,0,489,478,0,11,0
30,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,4699,0,0,0,0,0,4699,4699,0,0,0,4699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,8660,0,0,0,0,0,2655,986,115,0,0,871,1669,1642,1611,0,0,0,3,0,0,9,19,20,20,20,0,0,0,0,0,0,0,0,0,7,0,0,0,6005,6002,0,3,0
32,3099,"АО ""СК Опора""",Рязань ,2194,0,0,0,0,0,176,0,0,0,0,0,176,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2005,0,13,0
33,2359,"АО ""СК УСПЕХ""",Москва,171,0,0,0,0,0,171,169,0,0,0,169,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2873,"АО ""СМК ""Сахамедстрах""",Якутск,4040,2304,0,0,0,0,4040,4040,0,0,0,4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1587,"АО ""СО ""Талисман""",Казань,1883,0,0,0,0,0,157,39,39,0,0,0,118,118,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,1726,0,0,0
36,1208,"АО ""СОГАЗ""",Москва,296489,0,0,0,0,0,239561,210812,15857,0,0,194955,28749,26614,16715,2024,128,13,112,3,0,2512,5107,784,165,165,0,25,68,40,18,88,375,5,7,1344,5935,5935,0,50993,49643,525,825,0
37,3229,"АО ""Страховая бизнес группа""",Воронеж,1288,0,0,0,0,0,613,592,93,0,0,499,21,12,7,0,1,0,0,0,0,3,1,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,675,647,0,28,0
38,0796,"АО ""Страховая группа  АВАНГАРД - ГАРАНТ""",Москва,32,0,0,0,0,0,32,0,0,0,0,0,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2354,"АО ""Страховая группа ""Спасские ворота-М""",Москва,2184,0,0,0,0,0,2184,2184,0,0,0,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0983,"АО ""Страховая группа ""УралСиб""",Москва,1812,0,0,0,0,0,1810,1780,90,0,0,1690,30,22,9,0,0,0,1,0,0,1,11,8,1,1,0,0,0,1,0,1,4,1,0,0,0,0,0,2,0,0,2,0
41,3390,"АО ""Страховая Компания  ""ПОЛИС-ГАРАНТ""",Москва,1736,0,0,0,0,0,1402,923,1,0,0,922,479,467,463,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,334,334,0,0,0
42,3230,"АО ""Страховая компания  ""СОГАЗ-Мед""",Москва,415,0,0,0,0,0,415,415,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2144,"АО ""Страховая компания АСКО-Центр""",Курск,138,31,0,0,0,0,138,114,12,0,0,102,24,24,18,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3987,"АО ""УРАЛСИБ Жизнь""",Москва,623,0,587,229,109,358,36,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3995,АО ВТБ Страхование жизни,Москва,402,10,393,381,3,12,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3300,"АО СГ ""Спасские ворота""",Салехард,2680,68,0,0,0,0,2548,2489,2,0,0,2487,59,59,21,0,0,0,34,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,0,0,0
47,1858,"АО СК "" Армеец""",Москва,3589,28,0,0,0,0,303,185,65,0,0,120,118,115,105,0,0,0,0,0,0,2,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3286,3286,0,0,0
48,0290,"АО СК ""Альянс""",Москва,1738,0,0,0,0,0,1737,411,286,5,0,125,1326,404,14,8,1,6,309,0,0,66,0,33,0,0,0,0,1,0,0,3,29,0,0,889,0,0,0,1,0,1,0,0
49,0278,"АО СК ""АСКОМЕД""",Самара,1825,0,0,0,0,0,1825,1825,0,0,0,1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,1315,165,0,0,0,0,172,84,84,0,0,0,88,54,53,0,0,0,0,0,0,0,1,34,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,1143,1143,0,0,0
51,2447,"АО СК ""ЖСФ""",Нижний Новгород,67,0,0,0,0,0,67,55,37,0,0,18,12,12,1,4,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0425,"АО СК ""Ингвар""",Москва,568,0,0,0,0,0,568,0,0,0,0,0,568,568,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,2947,"АО СК ""РСХБ-Страхование""",Москва,2447,0,0,0,0,0,2447,2076,2037,0,0,39,371,361,223,0,0,0,0,22,5,48,68,6,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0
54,3467,"АО СК ""Сибирский Спас""",Новокузнецк,7223,0,0,0,0,0,4540,4370,182,0,0,4188,170,170,164,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683,2683,0,0,0
55,1216,"АО СК ""Чулпан""",Альметьевск,5945,0,0,0,0,0,2774,2451,397,0,0,2054,323,318,292,0,0,0,0,5,0,10,11,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3171,3171,0,0,0
56,1621,"АО Страховое общество ""ЯКОРЬ""",Москва,1854,0,0,0,0,0,756,744,43,0,0,701,12,8,7,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1098,1098,0,0,0
57,4209,"ЗАО ""Кофас Рус Страховая Компания""",Москва,14,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
58,1427,"ЗАО ""МАКС""",Москва,125238,0,0,0,0,0,71642,60897,2157,0,0,58740,10745,10472,10027,1,0,2,2,21,0,159,260,243,174,174,0,0,0,0,0,30,28,11,0,30,6736,6736,0,46860,46647,0,213,0
59,2733,"ЗАО ""СК ""Резерв""",Хабаровск,261,0,0,0,0,0,261,259,259,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
60,2284,"ЗАО ГСАО ""Плато""",Москва,167,0,0,0,0,0,167,155,153,0,0,2,12,11,0,0,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,1675,Либерти Страхование (АО),Санкт-Петербург,21268,87,0,0,0,0,18451,16054,140,0,0,15914,2397,2371,2305,0,0,2,33,0,0,19,12,19,10,10,0,0,0,0,0,1,1,7,0,7,0,0,0,2817,2816,0,1,0
62,4349,"НКО ""МОВС""",Санкт-Петербург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4314,"НКО ""ПОВС застройщиков""",Москва,13,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
64,4301,НКО НОВС,Камышин,9,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
65,4202,"НКО ОВС ""Саклау""",Казань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4170,"НКО ПОВС ""ВиС""",Махачкала,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,3,0,0,0,0,0,3,0,0,0,0,0,3,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,1298,"ОАО ""Капитал Страхование""",Когалым,3625,1,0,0,0,0,3305,2818,10,0,0,2808,487,482,471,0,0,0,2,0,0,4,5,3,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,320,318,2,0,0
71,2708,"ОАО ""ЧСК""",Москва,76697,0,0,0,0,0,75829,75826,34,0,0,75792,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,866,866,0,2,0,0,2,0
72,0518,"ОАО СК ""БАСК""",Белово,12187,0,0,0,0,0,11426,11411,96,0,0,11315,15,15,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,761,0,0,0
73,0436,"ООО  ""АМТ Страхование""",Москва,7,0,0,0,0,0,7,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1083,"ООО  ""Зетта Страхование""",Москва,10027,599,0,0,0,0,5850,1782,600,0,0,1182,4068,3907,3211,0,0,0,9,12,0,446,229,35,4,4,0,0,0,0,0,1,30,0,0,126,0,0,0,4177,4165,0,12,0
75,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,989,0,0,0,0,0,736,51,6,0,0,45,685,683,679,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,253,253,0,0,0
76,3517,"ООО  ""ЦСО""",Мытищи,1126,7,0,0,0,0,465,345,153,0,0,192,120,111,76,0,0,0,1,12,0,17,5,9,0,0,0,0,0,0,0,0,2,7,0,0,312,312,0,349,341,0,8,0
77,3828,"ООО  СК ""Альянс  Жизнь""",Москва,65272,0,817,817,0,0,64455,64455,262,0,0,64193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,3692,"ООО  СК ""Сбербанк страхование жизни""",Москва,28387,0,26560,26560,12374,0,1827,1827,1596,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2496,"ООО ""Абсолют Страхование""     ",Москва,6817,380,0,0,0,0,6555,5870,2003,0,0,3867,685,638,524,0,0,12,14,0,0,34,54,40,2,2,0,0,0,6,0,9,23,0,0,7,0,0,0,262,262,0,0,0
80,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,2466,9,0,0,0,0,2466,2379,53,0,0,2326,87,86,83,0,0,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,1720,0,0,0,0,0,1720,1354,1340,0,0,14,366,356,18,0,0,0,0,96,0,3,239,10,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
82,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,4298,26,4186,4162,0,24,112,112,21,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
84,3487,"ООО ""БИН Страхование""",Москва,121,0,0,0,0,0,101,58,55,0,0,3,43,13,7,0,0,0,1,0,0,1,4,16,3,3,0,0,0,0,0,0,13,0,0,14,0,0,0,20,20,0,0,0
85,3799,"ООО ""БСД""",Москва,3091,0,0,0,0,0,3091,3026,0,0,0,3026,65,59,48,0,0,0,0,0,0,9,2,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
86,3826,"ООО ""Вита-страхование""",Сургут,728,0,259,250,0,9,469,469,21,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3866,"ООО ""ВСК-Линия жизни""",Москва,1777,0,273,88,0,185,56,56,56,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,1448,0,0,0,0,0,0
88,3978,"ООО ""ВСК-Милосердие""",Москва,515,0,0,0,0,0,515,515,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,1284,"ООО ""Группа Ренессанс Страхование""",Москва,103805,5455,0,0,0,0,86126,63560,372,0,0,63188,22566,21600,14417,0,0,4,6848,0,0,114,217,284,219,219,0,0,0,0,0,1,64,0,0,682,0,0,0,17679,17674,0,5,0
90,3535,"ООО ""ИНКОР Страхование""",Дмитров,226,0,0,0,0,0,226,19,3,0,0,16,207,206,197,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
91,3993,"ООО ""Компания Банковского Страхования""",Москва,163,0,0,0,0,0,163,39,0,0,0,39,124,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0
