"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
0290,"Акционерное общество ""Зетта Страхование""",235978.24059000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22317.56179,22317.56179,-4.54046,0,0,211283.09015,158673.27027,0,0,0,0,56712.04709,0,0,96810.29678,5150.9264,39569.13071,0,0,0,0,0,11423.02277,28146.10794,0,8889.53532,4151.15385,,0,1394.8875,982.70115,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",51295.75864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,49738,0,0,0,49738,1557.75864,0,0,0,0,0,0,0,0,0,0,160.4,0,0,0,0,0,0,0,160.4,0,1397.35864,,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",1501754.47621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,242859.54728,135129.04986,0,0,107730.49742,858870.85293,789602.1321,447545.24161,2153.68656,0,1984.9304,20923.3032,102332.32162,102307.70214,190928.10102,23734.54769,49307.24805,755.66845,0,330.67,3118.00835,90.3,309.51677,43194.69338,1508.3911,0,19961.47278,,400024.076,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",108917.49173000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,59663.06149,105017.39196,0,0,0,49254.43024,25994.8082,0,0,0,9517.13682,4180.15139,0,0,17099.24675,27201.06441,21975.59532,0,0,0,22833.18916,0,1394,16252.748,0,0,1284.02672,,0,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",3867.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3867.85,0,0,0,3867.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",96795.68926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,816.696,33.565,0,0,3312.185,4778.10231,4778.10231,4270.75421,0,0,0,0,0,0,4.02,503.3281,0,0,0,0,0,0,0,17.38,0,0,0,,91147.93095,52.96,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",239246.90941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,38964.48114,29120.09334,0,0,9844.3878,43365.47531,42843.63895,10369.76256,0,0,0,295.15579,453.576,0,3858.3961,28161.90429,256.33636,28.34,0,0,0,0,0,228.80636,0,0,265.5,,156916.95296,0,0,0
0621,"Страховое акционерное общество ""ВСК""",37058880.372549996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8555789.11014,4523971.36869,1453.2048,0,4031817.74145,25587528.86991,21832271.95805,11621533.19794,33449.27321,535928.99948,579858.88525,1125430.89619,127164.4227,108951.97889,3157028.39493,4651877.88835,1284115.12395,243854.02241,0,11838.72897,452662.0416,46199.18104,87175.85114,438729.01653,3656.28226,343932.1752,2127209.61271,,2735962.12665,114548.85602,65051.40983,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",1145323.9462000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,119219.50806,83133.88429,0,0,140612.50135,438670.96949,421036.58009,527761.6017,933.5096,0,183.88873,157008.89122,0,0,25248.03863,29363.13672,1955.16635,1281.02962,0,0,0,0,315.9025,3294.20194,8784.5,0,15679.22305,,565386.99464,5251.2274,16795.24661,0
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",1697472.26646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1657799.06263,1603387.92924,0,0,54411.13339,39673.20383,30714.55857,0,0,0,0,0,0,0,5500.00322,25214.55535,6086.81437,0,0,0,0,0,1794.05085,4292.76352,0,0,2871.83089,,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",2815167.57898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,581773.68426,315083.82661,0,0,266689.85765,2218507.71835,2087595.81584,146183.0483,303.15499,3176.168,3664.11892,1424881.62224,0,0,327459.37711,181928.32628,88135.62597,1495.16507,0,372.81,6318.97017,2740.19386,3906.51652,72154.45035,1147.52,194.92455,42581.35199,,10496.5589,2192.92067,2196.6968,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",44389672.88284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7045581.67286,2941795.40518,5098.44735,0,4103786.26768,29508175.8711,25180189.32365,14319561.76217,37644.64703,514956.32232,902796.49044,1576365.5549,43943.90392,30642.12394,5646151.9965,2138768.64637,2685400.64928,292871.47619,0,165510.9481,709487.4989,128087.19896,362008.64394,1023781.17709,3653.7061,41736.342,1600849.55617,,7648777.11244,113200.11526,73938.11118,0
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1390292.65806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,244895.41761,130216.99087,0,0,114678.42674,1146176.92267,951254.592,605766.25629,683.10488,0,0,30295.95616,5640.90461,0,122326.6521,186541.71796,172409.59966,71016.93831,0,0,0,3550.69888,2208.94269,88953.66632,6679.35346,339.48999,22173.24102,,-779.68222,0,0,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",881447.92078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,436756.13129,212658.87118,0,0,224097.26011,444691.78949,314142.99778,164411.04399,0,22814.01482,0,24991.62545,0,0,63908.0894,38018.22412,108963.00402,971.685,0,10925.57753,0,0,92915.39149,0,4150.35,0,21585.78769,,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",84298738.72285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50664185.93148,46035966.79994,0,0,4628219.13154,31367954.29027,26299458.00567,6489716.62336,157612.94248,2448820.49566,118943.35112,424189.76974,22590.57944,12534.3471,12386085.60955,4251498.63432,2721507.64463,67293.83419,0,236055.25733,57050.47373,90269.29659,50179.18309,2207548.29168,13111.30802,1173061.29993,1173927.34004,,2091678.0963,42482.71139,132437.69341,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",53447438.63231,2331.99965,2230.81671,0,0,0,0,0,0,2230.81671,0,-36.43913,2267.25584,0,0,101.18294,0,0,0,0,0,0,101.18294,0,,101.18294,0,0,0,0,0,15035282.09333,4627516.37966,491.97921,0,10407765.71367,22764882.50014,20904464.04418,15841098.03296,22312.90127,0,0,479872.53917,10212.75481,2861.07252,1828920.46318,2722047.35279,933076.84473,347150.72254,-1.11256,214.0769,580.792,129127.36121,29942.10144,351769.53677,74293.36643,72317.47516,855024.13607,,15513465.34389,99977.18293,31499.51237,0
1216,"Акционерное общество Страховая компания ""Чулпан""",102970.97249999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22725.75168,7953.6685,0,0,14772.08318,58473.79011,56304.43215,39846.09848,0,0,142.5,0,535.2313,0,1893.97159,13886.63078,2141.23696,141.722,0,0,434.2868,17.84,0,1547.38816,0,0,28.121,,229.21375,1425.35388,20116.86308,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",16460774.171610001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5639017.42745,1993499.90215,0,0,3645517.5253,8610205.52781,7296834.44946,6419615.78027,1136.6872,0,46263.49125,30276.5629,0,0,77258.30684,722283.621,141457.26478,62580.92533,0,0,212.15485,0,16506.52241,62150.26219,7.4,0,1171913.81357,,2190082.26749,9221.99926,12246.9496,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",10729414.307859998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1376771.08442,491702.44497,4126.9082,0,885068.63945,9012197.71159,8059968.7991,6244126.7748,15457.70607,20979.66867,130540.15177,306064.67374,304077.41175,279767.66334,677708.72528,361013.68702,461335.69649,156095.082,0,2737.99111,89889.30237,13659.73923,8158.23154,187990.05787,2805.29237,318445.11762,172448.09838,,316760.17873,11073.32817,12612.00495,0
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",567984.45625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,428944.16767,2123.99672,0,0,425614.90231,139040.28858,137814.65908,68442.685,0,0,0,92825.42525,0,0,1007.57751,124.97835,182.963,41.013,0,0,0,0,0,141.95,0,0,1042.6665,,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",512749.8256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,337248.96029,308742.09626,0,0,51020.33754,175500.86531,93510.73787,73810.08697,0,0,0,0,0,0,182.79,24818.65356,5177.67386,0,0,0,0,0,0,5072.67386,105,0,76812.45358,,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",6556983.06515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1617539.87152,1120490.14242,0,0,497049.7291,2397252.71496,1417186.22351,1264772.1473,74021.66144,363.78,1394.46615,6144.4672,0,0,11036.95464,59452.74678,44475.20648,27537.56606,0,474.403,552.4582,52,303.557,6358.05624,9197.16598,0,935591.28497,,2525643.45127,4522.32357,12024.70383,0
1580,Общество с ограниченной ответственностью «РБ Страхование»,359996.58113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,38670.3194,35712.54766,0,0,2957.77174,321326.26173,275163.96493,0,0,0,0,0,0,0,0,275163.96493,4487.16873,0,0,0,0,0,0,4487.16873,0,0,41675.12807,,0,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",5226.57553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,484.97707,484.97707,0,0,0,4274.79254,4249.97254,1800.695,0,0,0,0,0,0,1775.04008,674.23746,24.82,0,0,0,0,0,0,0,0,0,0,,466.80592,0,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",15504.731940000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11322.48004,9466.81104,0,0,1855.669,4182.2519,2999.0054,0,0,0,0,0,0,0,0,2999.0054,0,0,0,0,0,0,0,0,0,0,1183.2465,,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",2405130.3962599994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,454161.10755,341454.93248,0,0,307204.7124,1949799.34582,1836432.96014,2743483.32629,540.1964,0,0,78607.66462,0,0,143639.06834,57972.75746,74089.43438,57269.17797,0,0,0,2007.3191,2391.69261,10878.22364,14197.39109,1889.54808,37387.40322,,0,587.3425,582.60039,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",6291683.084039999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1253837.34381,771257.69575,2513.0914,670.478,482579.64806,4194414.28102,3990748.77248,2272365.72041,1819.68013,0,5948.20593,795643.31925,65392.72521,58699.9114,519256.3933,330322.72825,161055.42573,21310.10949,144,117.45,8685.99812,4774.42611,4721.43443,117998.82245,3303.18513,5430.57177,37179.51104,,785566.77674,31104.13397,26760.5485,0
1858,"Акционерное общество Страховая компания ""Армеец""",304384.40032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12800.08087,5274.96935,0,0,7525.11152,11435.03543,9528.41364,6013.28268,0,0,0,0,0,0,476.2381,3038.89286,1896.56896,0,0,0,0,0,0,1896.56896,0,0,10.05283,,280149.28402,0,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",749736.5371800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,26153.60891,13019.06952,0,0,66725.658,13568.81028,9869.94028,39549.00885,0,0,0,1470.33225,0,0,2322.10303,2600.01046,3418.87,60659.755,0,0,0,0,352,363.7,0,0,280,,710014.11799,0,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",142136.28240999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13568.2535,8666.05985,0,0,4902.19365,128568.02891,113870.91369,97196.45886,0,0,181.51525,1924.98848,0,0,4909.45938,9658.49172,11580.61341,546.93735,0,0,85.85,0,8868.10912,1620.96694,458.75,0,3116.50181,,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",40428354.962919995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8104128.99967,4244404.07961,7667.12857,0,3859724.92006,26081704.86817,22034891.6968,10978683.20924,23604.70243,146077.06015,545313.62635,689753.67019,962760.05747,932049.71324,4268309.25728,4420390.11369,1797680.21664,273783.9494,0,49953.21843,318380.76316,28483.56386,81815.93525,1034751.3443,10511.44224,459610.40407,1789522.55066,,6113604.53876,79217.25499,49699.30133,0
2346,"Акционерное общество ""Объединенная страховая компания""",652264.37994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,137629.0127,52279.21821,0,0,85349.79449,460599.18264,408369.87323,328393.32022,0,48,6206.18701,6604.83948,0,0,48465.69878,18654.23921,26511.5637,1695.651,0,321.93929,2832.30821,18,3281.92441,18234.62431,127.11648,0,25717.74571,,54036.1846,0,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",3016314.2095899996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,840771.92645,523599.81394,6262.95755,0,317172.11251,2111731.84201,1699423.91181,469175.80826,397.06058,0,156368.32268,398840.72212,74564.99864,73838.05137,415913.80562,184163.19391,362042.15858,2621.5157,0,0,146454.64813,0,100050.07083,112915.92392,0,12075.79867,38189.97295,,31576.59313,1786.58926,30447.25874,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",1755242.4493800001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1107984.83445,1039587.0037,0,0,68397.83075,309409.138,273489.45432,131910.11587,0,0,694.774,3824.04911,785.9535,0,58244.7479,78029.81394,29879.72851,20439.24532,0,0,88,0,466.48677,8773.63142,24.365,0,6039.95517,,337848.47693,0,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",1424075.63528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,440923.55607,440923.55607,0,0,0,945546.62901,267659.25263,267659.25263,0,0,0,0,0,0,0,0,2391.80848,2391.80848,0,0,0,0,0,0,0,0,675495.5679,,37605.4502,0,0,0
2708,Акционерное общество «Баланс Страхование»,3921.39792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3921.39792,3921.39792,0,0,0,0,3921.39792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",14199.60824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13645.39637,7.72669,0,0,29979.63783,554.21187,6.52364,0,0,0,0,0,0,0,0,6.52364,0.90561,0,0,0,0,0,0,0.90561,0,0,546.78262,,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",371616.75887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,223212.77962,35481.45299,0,0,187731.32663,148403.97925,148316.47925,34287.47803,0,0,0,43171.36203,0,0,70333.61283,524.02636,87.5,0,0,0,0,0,2.5,85,0,0,0,,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1024991.4575199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,362069.92057,362140.51069,0,0,0,662921.53695,376294.60523,82139.64563,288.88874,0,0,379.44166,869829.0959,768777.59356,86117.68737,49791.26932,32076.27645,375,0,0,0,0,133,32399.13332,0,13324.44708,241226.20819,,0,0,0,0
