"Сведения о количестве договоров страхования, действовавших на конец отчетного периода, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0013,"Общество с ограниченной ответственностью ""Страховая компания ""РЕСО-Шанс""",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
0141,"Страховое Акционерное Общество ""Медэкспресс""",8934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2505,597,,,,254,,343,1908,170,779,959,983,800,492,492,,,,,,,,,,,,,,,,,,,58,,,58,250,,,250,183,65,65,,,,,,,,,,,,,,,118,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,5446,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Акционерное общество ""Тинькофф Страхование""",1869989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718802,718802,107280,,,,,611522,,,,,484101,306165,141152,141152,,,,,,,,,,,,,,,,,,,2,,,2,165011,165008,,3,24170,7698,7698,,,,,,,,,,,,,,,16472,,,,,16472,,,,,,,,,,,,153766,87840,,65926,,,,,,,,,667086,,,,,,,,,,,,,,,,,,,,,,,,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",54123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49676,12015,,,,939,,11076,37661,29,248,37384,4447,3495,63,52,11,,1,,,,1,,,,,,,,,,,,420,,1,419,3010,2033,321,656,952,,,,,,1,,,,5,,,5,12,,12,933,241,,,,692,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212,"Акционерное общество Страховая компания ""Цюрих""",1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,,,,,,18,,,,,1530,385,,,,,,,,,114,,,,,,,,,,,,271,,64,207,,,,,748,9,9,,,,,,,,,,,,260,260,,479,22,,,,457,,,,,,,,,,,126,271,,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290,"Акционерное общество Страховая компания ""Альянс""",194760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80156,9239,,,140,,,9099,70917,70917,,,113411,18648,3,3,,92,,58,57,1,147,,,,,,,,,,,,2641,3,276,2362,15707,662,,15045,3135,2,2,,,,4,,,,17,,,17,170,,170,2942,35,,,,2907,,,,,,,,,,,141,91487,,,91487,,,,,,,,,,896,896,,,,297,,,,,,,297,,,,,,,,,,,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",34489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34111,101,,,,2,,99,34010,,,34010,378,197,8,8,,,2,,,,4,,,,,,,,,,,,40,,,40,143,,,143,83,1,1,,,,4,,,,,,,,,,,40,,,,,40,38,,,,,,,,5,33,,98,60,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",767829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177302,175292,,,,,,175292,2010,,2010,,7167,4902,1846,1846,,,1,7,2,5,10,33,33,28,,5,,,,,,,3005,,77,2928,,,,,2096,737,737,,,,20,8,,8,14,,,14,152,,152,1104,62,,76,1,965,61,,,,,,,,56,5,,169,,,169,,,,,,,,,583360,,,,,,,,,,,,,,,,,,,,,,,,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,280,,,,,,280,,,,,809,427,,,,,,81,81,,11,,,,,,,,,,,,51,,,51,284,,,284,278,,,,,,,273,273,,,,,,,,,5,,,,,5,,,,,,,,,,,,104,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,"Страховое Акционерное Общество ""Геополис""",541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512,512,,,,,512,,,,,,,29,10,,,,,,10,19,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0518,"Акционерное общество Страховая компания ""БАСК""",88052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11669,6975,,,,,,6975,4694,,,4694,15018,14838,13726,13726,,,,,,,150,,,,,,,,,,,,104,,,104,858,650,206,2,163,1,1,,,,,,,,,,,,,,,162,,,3,,159,,,,,,,,,,,,17,,,17,,,,,,,,,61045,320,290,14,2,14,,,,,,,,,,,,,,,,,,,
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",63102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48088,7327,,,,,,7327,40761,16,,40745,15014,11148,4076,4076,,,,,,,46,,,,,,,,,,,,3033,,,3033,3993,,,3993,3673,2872,2872,,,,,,,,,,,,13,,13,739,,,,,739,49,,,,,,,,,49,,193,,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",198658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41726,31459,9,,,,,31450,10267,,4949,5318,48347,47918,20478,20478,,1,,,,,6,305,,,,,,305,,,305,,771,,,771,26357,,,26357,429,33,33,,,,,,,,,,,,,,,396,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,108585,,,,,,,,,,,,,,,,,,,,,,,,
0621,"Страховое акционерное общество ""ВСК""",13291008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3457644,1914283,92201,59,24,5405,,1816594,1543361,,68670,1474691,6917001,6282443,527102,527102,,588,205,310,310,,1784785,1096,235,30,,203,2,861,17,,839,5,43707,1324,10720,31663,3924650,771164,3153486,,184676,68157,55929,12228,,,726,248,248,,213,50,,163,525,525,,113397,7681,870,3235,298,101313,1410,,,,,,1382,,19,9,106,449776,,85,449691,,,,,,,,,2879781,29125,19546,1066,819,7694,7457,3,1,2,11,3,8,83,105,94,11,7245,2066,808,1389,2982,7,3,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",524456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156494,119056,,,,,,119056,37438,7842,,29596,113875,101931,83736,83736,,33,,18,,18,724,,,,,,,,,,,,1389,,,1389,16031,4758,,11273,4894,1232,1232,,,,,,,,,,,,4,,4,2781,,,,,2781,877,,,,,,,,877,,,7050,,,7050,,,,,,,,,251771,1592,1592,,,,724,,,,,,,,,,,724,,,724,,,,
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",221616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159112,143439,82,,,50,,143307,15673,382,4234,11057,62504,38554,1,1,,,,,,,326,,,,,,,,,,,,4816,,,4816,33411,207,2568,30636,5996,,,,,,,,,,28,28,,,,,,5491,,,,,5491,477,,,,,,417,,,60,,17954,80,,17874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,5,,,,,,,337,337,265,265,,,,,,,,8,8,6,,2,,,,,,,64,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",514468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187089,158818,,,,,,158818,28271,,6021,22250,303040,260696,5868,5868,,36,17,52,,52,53439,,,,,,,,,,,,11595,3491,417,7687,189689,6310,11337,172042,16423,4720,4720,,,,39,135,,135,25,25,,,615,51,564,10476,322,,42,14,10098,413,,,,,,334,,79,,674,25247,11170,104,13973,,,,,,,,,22605,1579,495,14,38,1032,155,3,,3,2,,2,5,11,10,1,132,44,51,23,14,1,1,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",8855515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491552,896100,4348,274,1254,31,,890193,595452,28639,4024,562789,2614360,2074194,695902,695902,,676,371,940,696,244,83735,148,8,3,,5,,140,,,140,,73568,,7032,66536,1218854,425465,304319,489070,411782,154611,154611,,,1,1754,799,648,151,305,143,3,159,2768,34,2734,250803,6516,2844,2972,218,238253,741,,10,,,,,,533,198,391,127993,1183,,126810,,,,,,,,,4700168,38470,23438,1506,1299,12227,10965,5,2,3,32,6,26,92,108,88,20,10677,4519,3489,881,1788,32,17,2
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1220896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228894,172949,62,,,897,,171990,55945,5342,323,50280,419123,352795,106300,106300,,14,,,,,139,2064,,,,,,2064,,,2064,,9471,,859,8612,234807,193803,37027,3977,38086,11175,3174,8001,,,,,,,33,33,,,96,89,7,26560,7747,,223,34,18556,222,,,,106,,,,7,109,21,28221,2976,,25245,,,,,,,,,568571,3032,1399,45,162,1426,1276,,,,,,,9,30,30,,1237,474,356,118,289,,,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",244139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199656,21448,37,,,,,21411,178208,,,178208,44483,26405,4980,4980,,,41,2,,2,653,,,,,,,,,,,,852,,5,847,19877,131,,19746,10517,652,652,,,,152,,,,,,,,9248,,9248,,,,,,,465,,,,,,,,316,149,,7561,2,126,7433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",11019158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5307901,4536068,798256,9443,2,12139,2,3716226,771833,,11190,760643,3393537,1476345,213434,192197,21237,2036,430,290,208,82,2183,161,12,,,12,,149,,,149,,28100,,8289,19811,1229711,37585,4,1192122,504108,35336,35336,,,9,571,293,217,76,614,32,182,400,5273,522,4751,461642,4414,548,303,79,456298,370,,3,62,,4,143,,23,135,1664,1411420,867888,16,543516,,,,,,,,,2264563,46512,32570,989,5520,7433,6645,7,1,6,23,2,21,19,55,50,5,6517,2046,661,524,3286,11,13,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",11064872,1306,1210,793,,,,,,,,,,,,,3,,,,,3,790,,,,,790,,,,,,,417,,,,,,,12,,,,,12,325,,,,,325,80,,,,,80,,,,,,,96,5,,,,,,,,,,,,,5,,,,,5,,,,,,,,,,,,,91,,,,,,,,,,,,,91,,,,,91,,,,,,,,,,,,,958,958,,,,,958,,,,,,,1627690,958288,397,61,36,19744,,938050,669402,18343,19345,631714,3639129,2587066,685517,685517,,156,1,4,4,,6112,481,,,,,,481,,,481,,71938,,22413,49525,1822857,489973,638022,694862,611256,219789,198390,21399,,1,79,7,4,3,96,13,,83,765,765,,390148,2912,1089,1820,248,384079,371,,,,,,,,20,351,4495,436312,1386,97,434829,,,,,,,,,5763462,28656,13300,635,580,14141,3671,1,,1,,,,11,12,4,8,3643,1286,1376,506,475,2,2,
1216,"Акционерное общество Страховая компания ""Чулпан""",208490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37398,37123,,,,102,,37021,275,,201,74,20433,11922,1069,1069,,,,,,,9,331,,,,,,331,,,331,,240,,6,234,10273,2405,7696,172,8492,125,125,,,,6,,,,30,5,,25,3,,3,8325,48,,3,1,8273,3,,,,,,,,3,,,19,,,19,,,,,,,,,148630,1950,1370,5,492,83,79,,,,,,,,1,1,,78,45,19,10,4,,,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",3830787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,794036,429301,21761,425,,,,407115,364735,255288,8612,100835,1703885,1324271,301858,301858,,17,,48,48,,107,,,,,,,,,,,,4238,799,40,3399,1018003,18707,154319,844977,147828,75186,75186,,,,,2,2,,,,,,131,131,,72510,50,,90,16,72354,-1,,,,,,,,-1,,,231786,11070,,220716,,,,,,,,,1330635,1850,1000,33,49,768,381,,,,,,,8,,,,371,174,106,43,48,1,1,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2521130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400450,261416,9247,6051,2,111,,246005,139034,,,139034,698607,545424,284128,284128,,351,52,280,219,61,569,814,157,120,,37,,657,1,,656,,31335,1216,2229,27890,227895,37382,61143,129370,103412,48502,35101,13401,,8,129,326,313,13,107,2,,105,80,77,3,53422,3622,,148,,49652,838,,,36,,24,185,,126,467,4415,45356,268,,45088,,,,,,,,,1414860,4954,2681,,147,2126,2259,1,,1,4,1,3,40,62,62,,2150,562,170,652,766,1,1,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",15680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8721,5347,,,,,,5347,3374,,603,2771,6959,5963,5016,5016,,,,,,,619,,,,,,,,,,,,102,22,,80,226,199,27,,294,117,117,,,,,,,,,,,,2,,2,175,,,8,,167,,,,,,,,,,,,702,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"Акционерное общество ""Д2 Страхование""",357134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209992,167048,2,,,,,167046,42944,2,,42942,147142,41754,1805,1805,,,,,,,,,,,,,,,,,,,53,,,53,39896,,24452,15444,17289,,,,,,,,,,,,,,,,,16930,,,,,16930,359,,,,,,,,,359,,88099,580,,87519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"Акционерное общество ""Московская акционерная страховая компания""",1221503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243412,161235,1394,35686,,4,,124151,82177,,379,81798,243830,142971,82535,82446,89,236,2,20,,20,56,,,,,,,,,,,,1557,8,124,1425,58565,1055,15597,41913,35198,17566,17566,,,,14,59,59,,55,,,55,33,33,,16453,46,5,117,7,16278,1018,,2,,,,45,,,971,,65661,4,,65657,,,,,,,,,731266,1591,856,18,59,658,1404,,,,,,,1,7,7,,1385,305,476,17,587,10,1,
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",264577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68603,68602,,,,,,68602,1,1,,,195974,103176,,,,,,,,,,,,,,,,,,,,,,,,,103176,,,103176,23527,,,,,,,,,,,,,,,,,23527,,,,,23527,,,,,,,,,,,,69271,,,69271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Акционерное общество ""Страховое общество ""Талисман""",163753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604,2604,,,,,,2604,,,,,1432,1261,698,698,,,2,,,,,31,13,11,,2,,18,,,18,,125,,,125,405,267,60,78,171,,,,,,2,,,,,,,,,,,169,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,159717,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,1829,,,,,,1829,201,,,201,2036,1278,2,2,,,,,,,,,,,,,,,,,,,2,,,2,1274,,,1274,72,,,,,,,,,,,,,,,,,72,,,,,72,,,,,,,,,,,,686,,,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
