"Сведения о страховых выплатах по договорам входящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",12254.71525,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,337.51207,337.51207,0,,0,3254.67533,3253.34715,775.42386,0,0,0,2386.07524,0,0,36.03969,55.80836,1.32818,0,0,0,0,0,0,0,1.32818,0,0,0,0,,7919.47333,235.14538,507.90914
0928,"Страховое публичное акционерное общество ""Ингосстрах""",1117748.2613600001,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,8093.41629,4388.08663,0,,3705.32966,322945.38148,316298.30155,5755.72461,135.40331,90341.7539,62369.52447,10944.46859,1364.21807,0,145387.2086,0,4246.06774,3045.93922,3045.93922,0,0,320.13632,0,0,160.28023,719.71197,0,0,2401.01219,,762740.09072,7457.7219,16511.65097
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",110184.00162,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,868.76947,868.76947,733.13906,0,0,0,0.76133,0,0,108.55467,26.31441,0,0,0,0,0,0,0,0,0,0,0,0,0,,107824.577,299.54744,1191.10771
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",6187.87997,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,6187.87997,1986.08232,0,0,0.55839,0,1445.03876,0,0,476.14379,64.34138,4201.79765,0,0,0,0,0.15162,0,0,42.66395,4158.98208,0,0,0,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",588118.1866100001,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.97753,1294.97753,0,,0,129464.12917,112936.13638,354.61615,0,0,6682.43929,936.19934,999.8796,0,103963.002,0,15191.58253,0,0,0,0,0,0,0,0,15191.58253,0,0,1336.41026,,449988.35515,684.80803,6685.91673
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",1517126.93301,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,207.08101,67.5,0,,139.58101,26073.54896,25921.15783,13932.18226,3.34014,0,0,96.36305,0,0,11761.72868,127.5437,107.86363,0,0,0,0,0,0,0,0,107.86363,0,0,44.5275,,1463208.62414,7990.03386,19647.64504
1216,"Акционерное общество Страховая компания ""Чулпан""",27331.885170000005,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24695.92735,824.3264,1811.63142
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",413624.58227,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,60.8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,399164.41197,3908.79976,10490.57054
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",438233.86898,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,161835.68074,160630.09205,276.19165,0,151687.472,688.59616,-23.91682,0,0,8001.74906,0,412.02376,0,0,0,0,0,0,243.31746,0,168.7063,0,793.56493,0,,272640.09694,1015.77479,2742.31651
1427,"Акционерное общество ""Московская акционерная страховая компания""",267729.40093999996,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,396.42414,396.42414,0,,0,17761.4457,17761.4457,0,0,17607.32332,0,-13.00993,0,0,167.13231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,248095.41197,448.79221,1027.32692
1587,"Акционерное общество ""Страховое общество ""Талисман""",6123.47301,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6123.47301,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",97323.84195999999,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,1192.74161,685.18181,0,0,0,0,385.04031,0,0,300.1415,0,507.5598,507.5598,0,507.5598,0,0,0,0,0,0,0,0,0,,94990.46366,341.9789,798.65779
1820,"Акционерное общество ""ГУТА-Страхование""",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",142593.35173,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,396.42414,396.42414,0,,0,21320.13726,20611.67738,9125.62114,3.15537,0,0,1015.07097,0,0,9545.92461,921.90529,1.57523,0,0,0,0,0,0,0,0,1.57523,0,706.88465,0,,117555.15165,1043.46636,2278.17232
1858,"Акционерное общество Страховая компания ""Армеец""",28922.21888,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28922.21888,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",792.89941,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,792.89941,0,0
2239,"Акционерное общество ""АльфаСтрахование""",191833.09274,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,176771.33619,147267.938,688.47743,0,40704.30365,0,0,0,0,105875.15692,0,10397.10252,0,0,0,0,8894.14075,0,0,0,1502.96177,0,19106.29567,0,,0,4790.7972,10270.95935
2346,"Акционерное общество ""Объединенная страховая компания""",48329.81248,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.24347,1887.24347,0,,0,6163.23714,5535.24918,3818.51691,0,1184.10398,0,522.00893,0,0,9.14346,1.4759,627.98796,0,0,0,0,0.03875,0,0,0,627.94921,0,0,0,,0,40279.33187,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",9469.40727,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,198.21207,198.21207,0,,0,8416.10643,8416.10643,8058.2092,0,0,0.56528,1.90165,0,0,306.00886,49.42144,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,227.35837,627.7304
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",793.12889,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,15.07179,15.07179,0,0,0,0,15.07179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,778.0571,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",6.89867,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.89867,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",9505.64005,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5140.803,0,0,,5140.803,2945.73679,2945.73679,0,0,0,0,-5.20372,0,0,2950.94051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,380.50207,1038.59819
3064,"Акционерное общество ""Боровицкое страховое общество""",255.76817,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,255.76817,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",423290.51973999996,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6532,3.6532,0,,0,9128.99872,53.61782,0,0,0,0,0,0,0,0,53.61782,63.73129,0,0,0,63.73129,0,0,0,0,0,0,9011.64961,0,,412996.41556,334.34814,827.10412
3229,"Акционерное общество ""Страховая бизнес группа""",2923.0820599999997,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,-3.64298,-3.64298,0,0,0,0,-3.64298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2650.96051,82.19428,193.57025
3300,"Акционерное общество Страховая группа ""Спасские ворота""",5036.68021,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,380.38268,380.38268,0,0,0,0,380.38268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4133.78077,139.5528,382.96396
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",12718.18953,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,113.51918,113.51918,0,,0,7179.96641,5492.8017,0,0,5492.8017,0,0,0,0,0,0,1687.16471,0,0,0,0,1686.15594,0,0,0,1.00877,0,0,0,,0,1619.99309,3804.71085
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",613.19655,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,613.19655,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,338.38508,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,338.38508,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",12496.86889,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12496.86889,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
4174,"Общество с ограниченной ответственностью ""СКОР ПЕРЕСТРАХОВАНИЕ""",107424.49098,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,117.53801,0,0,,117.53801,107306.95297,106754.30308,66080.0476,0,0,0,7638.84376,14224.20079,0,18811.21093,0,552.64989,0,0,0,0,0,0,0,0,535.19837,17.45152,0,0,,0,0,0
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",113491.87271999998,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,18668.12104,16153.27065,0,0,0,0,355.4,0,0,15797.87065,0,629.82465,0,0,0,7.65454,176.65037,258.30282,0,0,187.21692,0,1885.02574,0,,91412.2379,924.24865,2487.26513
4351,"Акционерное общество ""Российская Национальная Перестраховочная Компания""",1883067.3722500002,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,205729.19155,195035.27307,0,,10693.91848,1634252.58734,1600835.56394,216486.34995,1063.95065,805794.50049,2694.88791,25390.99304,334642.64956,320731.63049,214263.04515,499.18719,9073.81002,4.65387,0,0,0,6277.38619,0,0,318.99352,2117.29021,355.48623,0,24343.21338,,43085.59336,0,0
4375,"Общество с ограниченной ответственностью ""ДжиАйСи Перестрахование""",15362.807,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,15362.807,1027.15714,0,0,0,0,616.29107,0,0,410.86607,0,0,0,0,0,0,0,0,0,0,0,0,14335.64986,0,,0,0,0
"*В соответствии с Решением Совета директоров Банка России от 23.12.2022 Банк России до 31.12.2023 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с п. 5 ст. 28 Закона Российской Федерации от 27.11.1992 № 4015-1 «Об организации страхового дела в Российской Федерации», в части информации, раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
