"Сведения о количестве заявленных страховых случаев в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
0141,"Страховое Акционерное Общество ""Медэкспресс""",71474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70950,203,,,,179,,24,70747,50,65303,5394,173,172,166,166,,,,,,,,,,,,,,,,,,,3,,,3,3,,,3,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,351,,,,,,,,,,,,,,,,,,,,,,,,
0191,"Акционерное общество ""Тинькофф Страхование""",56510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6934,6934,6659,,,,,275,,,,,28693,23956,22931,22931,,,,,,,,,,,,,,,,,,,,,,,1025,815,,210,186,22,22,,,,,,,,,,,,,,,164,,,,,164,,,,,,,,,,,,4551,4291,,260,,,,,,,,,20883,,,,,,,,,,,,,,,,,,,,,,,,
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",5042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5004,270,,,,29,,241,4734,4,3817,913,38,34,10,10,,,,,,,,,,,,,,,,,,,8,,,8,16,8,2,6,4,,,,,,,,,,,,,,1,,1,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0212,"Акционерное общество Страховая компания ""Цюрих""",706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,8,,,,,698,320,,,,,,,,,152,,,,,,,,,,,,168,,5,163,,,,,293,1,,,1,,,,,,,,,,86,86,,206,,,,,206,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0290,"Акционерное общество Страховая компания ""Альянс""",7409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460,2326,,,15,,,2311,134,31,,103,4947,2383,32,32,,301,,24,24,,1326,,,,,,,,,,,,581,,9,572,119,4,,115,142,12,6,6,,,3,,,,,,,,17,,17,109,,,,,109,1,,,,,,,,,1,3,2419,,,2419,,,,,,,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,1,,,,,,1,695,,,695,22,20,3,3,,,17,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",27871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5543,541,2,,,,,539,5002,,2476,2526,875,794,686,686,,,1,,,,4,3,3,3,,,,,,,,,32,,6,26,68,19,,49,63,3,3,,,2,,,,,,,,,1,,1,57,5,,,,52,,,,,,,,,,,,18,,,18,,,,,,,,,21453,,,,,,,,,,,,,,,,,,,,,,,,
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,43,12,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0448,"Страховое Акционерное Общество ""Геополис""",493708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493265,493265,,,,,493265,,,,,,,443,,,,,,,,443,,,443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0518,"Акционерное общество Страховая компания ""БАСК""",112999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109957,639,,,,,,639,109318,,,109318,64,64,59,59,,,,,,,,,,,,,,,,,,,1,,,1,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2978,,,,,,,,,,,,,,,,,,,,,,,,
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",3623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968,182,,,,,,182,1786,2,,1784,1655,1649,1571,1571,,,,,,,,,,,,,,,,,,,32,,,32,46,,,46,6,,,,,,,,,,,,,,,,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",7238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688,928,4,,,,,924,1760,,,1760,478,474,275,275,,,,,,,,8,,,,,,8,,,8,,32,,,32,159,113,22,24,4,,,,,,,,,,,,,,,,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,4070,,,,,,2,,,,,,,,,,,2,,2,,,,,
0621,"Страховое акционерное общество ""ВСК""",656434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296981,32220,17364,,2,2224,,12630,264761,,125169,139592,161460,158305,124350,124350,,94,12,10,10,,5598,52,19,16,,3,,33,1,,31,1,858,132,128,598,27331,2842,24489,,1793,1157,318,839,,,1,29,29,,29,29,,,25,25,,545,47,1,24,,473,7,,,,,,3,,4,,,1362,,2,1360,,,,,,,,,197755,7,6,1,,,231,,,,11,11,,,,,,197,37,29,26,105,5,18,
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",60227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23319,1331,,,,,,1331,21988,163,,21825,6410,6361,6204,6204,,1,,1,,1,3,,,,,,,,,,,,28,,,28,124,76,,48,18,1,1,,,,,,,,,,,,,,,9,,,,,9,8,,,,,,,,8,,,31,,,31,,,,,,,,,30464,1,1,,,,33,,,,,,,,,,,33,,33,,,,,
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6655,1068,,,,71,,997,5587,83,4967,537,1134,327,,,,,,,,,176,,,,,,,,,,,,22,,,22,129,5,9,115,34,,,,,,,,,,,,,,,,,31,,,,,31,3,,,,,,1,,,2,,773,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0758,"Общество с ограниченной ответственностью Страховая медицинская компания ""АСТРА-МЕТАЛЛ""",35274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35274,,,,,,,,35274,,13643,21631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0796,"Акционерное общество ""Страховая группа АВАНГАРД - ГАРАНТ""",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,69,51,51,,,,,,,,18,14,14,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",45966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35496,647,,,,,,647,34849,,28048,6801,8327,7343,2586,2586,,,3,1,,1,4114,,,,,,,,,,,,355,70,2,283,284,22,36,226,808,8,8,,,,,3,,3,,,,,6,,6,791,13,,,,778,,,,,,,,,,,73,103,103,,,,,,,,,,,2128,1,,,,1,14,,,,,,,,,,,7,1,3,2,1,3,4,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",6146195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5654160,6991,15,29,156,43,,6748,5647169,12069,5055663,579437,255974,238698,203739,203739,,952,71,245,217,28,18424,26,,,,,,26,,,26,,4275,,111,4164,10966,8795,1125,1046,12033,432,432,,,40,64,1432,1413,19,112,112,,,3348,3,3345,6583,485,18,6,,6074,22,,,,,,,,22,,2,5241,3393,,1848,,,,,,,,,234659,565,561,,,4,837,8,1,7,20,18,2,,1,,1,729,162,167,35,365,50,29,
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",55255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10014,4882,9,,,192,,4681,5132,1603,286,3243,22199,19283,17637,17637,,2,,,,,238,98,,,,,,98,,,98,,265,,4,261,1043,872,136,35,336,196,19,177,,,,,,,,,,,4,4,,130,22,,,,108,6,,,,,,,,2,4,,2580,1370,,1210,,,,,,,,,22995,2,1,,,1,45,,,,,,,,,,,45,9,15,1,20,,,
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",27650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11149,112,32,,,,,80,11037,,,11037,16501,12733,12716,12716,,,1,,,,3,,,,,,,,,,,,6,,,6,7,2,,5,3674,1,1,,,,,,,,,,,,7,,7,,,,,,,3666,,,,,,,,3666,,,94,3,76,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",1112335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899760,84299,12,93,1,48853,5,35335,815461,,778180,37281,79995,77498,66554,65522,1032,1504,162,122,120,2,435,11,,,,,,11,,,11,,5000,,256,4744,3710,422,,3288,1378,114,114,,,24,111,44,44,,73,,,73,48,14,34,945,54,6,3,,882,19,,,,,,1,,14,4,279,840,633,,207,,,,,,,,,130788,560,556,,1,3,1232,264,247,17,6,6,,,,,,847,107,99,32,609,64,51,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",6948987,971,146,50,,,,,,,,,,,,,2,,,,,2,48,,,,,48,,,,,,,96,,,,,,,,,,,,,92,,,,,92,4,,,,,4,,,,,,,825,29,,,,,,,,,,,,,29,,,,,29,,,,,,,,,,,,,796,,,,,,,,,,,,,796,,,,,796,,,,,,,,,,,,,12,12,,,,,12,,,,,,,6331435,22981,28,76,,9207,,13670,6308454,9333,5955632,343489,218863,193953,176967,176967,,2313,,1,1,,2597,19,,,,,,19,,,19,,1898,,388,1510,10158,2232,6412,1514,4579,1277,724,553,,,,,,,,,,,16,16,,3000,503,16,3,1,2477,286,,,,,,,,6,280,22,20309,365,2,19942,,,,,,,,,397615,19,14,1,,4,72,,,,,,,,,,,62,26,11,5,20,7,3,
1216,"Акционерное общество Страховая компания ""Чулпан""",19362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7934,1514,,,,6,,1508,6420,1,6377,42,668,647,517,517,,,,,,,3,27,,,,,,27,,,27,,6,,,6,94,6,87,1,21,,,,,,,,,,,,,,,,,21,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,10692,,,,,,68,,,,,,,,,,,68,25,,43,,,,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",938414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342355,15140,4,4,,,,15132,327215,2213,287562,37440,516997,172039,92094,92094,,,,13,13,,71022,,,,,,,,,,,,230,46,1,183,8680,135,1176,7369,646,150,150,,,,,1,1,,,,,,11,11,,484,,,,,484,,,,,,,,,,,,344312,121,,344191,,,,,,,,,78958,,,,,,104,,,,,,,,,,,102,9,62,5,26,1,1,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",2477541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2295812,13574,6371,435,,15,,6753,2282238,,,2282238,82766,79535,76299,76299,,819,1,20,19,1,65,127,76,76,,,,51,,,51,,704,35,61,608,1500,381,593,526,1963,572,136,436,,47,,4,4,,,,,,,,,214,20,,,,194,1126,,,2,,,,,1124,,12,1256,1182,,74,,,,,,,,,98887,10,10,,,,66,1,,1,1,,1,1,,,,54,9,3,14,28,4,5,
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",220113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218993,39,,,,33,,6,218954,,218939,15,1120,1108,745,745,,,,,,,360,,,,,,,,,,,,1,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ ""АСТРАМЕД-МС"" (АКЦИОНЕРНОЕ ОБЩЕСТВО)",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"Акционерное общество ""Д2 Страхование""",2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061,899,,,,,,899,1162,8,,1154,252,116,18,18,,,,,,,,,,,,,,,,,,,1,,,1,97,,32,65,3,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,133,119,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"Акционерное общество ""Московская акционерная страховая компания""",471120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393333,1423,19,7,,471,,926,391910,,391014,896,18436,18322,17407,17405,2,311,,,,,3,5,5,5,,,,,,,,,478,,,478,118,6,1,111,57,4,4,,,,,,,,,,,,1,1,,8,,,,,8,44,,,,,,,,,44,,57,,,57,,,,,,,,,59204,,,,,,147,,,,,,,,,,,121,31,11,,79,20,6,
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,69,,,,,,69,306,306,,,313,190,,,,,,,,,,,,,,,,,,,,,,,,,190,,,190,22,,,,,,,,,,,,,,,,,22,,,,,22,,,,,,,,,,,,101,,,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,"Акционерное общество ""Страховое общество ""Талисман""",13081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,149,,,,,,149,,,,,325,325,310,310,,,,,,,,9,9,9,,,,,,,,,1,,,1,5,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12607,,,,,,,,,,,,,,,,,,,,,,,,
1623,"Общество с ограниченной ответственностью Страховая компания ""Тюмень-Полис""",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,,,11,,,,,15,15,12,12,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",40005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40005,,,,,,,,40005,,40005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,"Акционерное общество ""Совкомбанк страхование""",166741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137471,4292,4,,,,,4288,133179,880,,132299,13234,12728,12135,12135,,,,29,,29,361,,,,,,,,,,,,99,7,14,78,104,7,2,95,28,5,5,,,,,,,,,,,,3,,3,20,,,,,20,,,,,,,,,,,4,474,10,,464,,,,,,,,,16034,,,,,,2,,,,,,,,,,,2,,,,2,,,
