"Сведения о доле перестраховщиков в выплатах по договорам, переданным в перестрахование, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
0191,"Акционерное общество ""Тинькофф Страхование""",5090.70597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5090.70597,0,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",28.34113,0,0,0,0,0,0,0,28.34113,28.34113,12.73423,0,0,0,0,0,0,8.95515,6.65175,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0212,"Акционерное общество Страховая компания ""Цюрих""",111805.72819000001,0,0,109.30851,109.30851,0,0,0,111696.41968,107121.79072,0,0,0,0,11286.94862,0,0,95834.8421,0,3222.72248,0,0,0,0,0,0,0,10.27897,3212.44351,0,1351.90648,0,,0,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",91855.52338,0,0,0,0,0,0,0,91855.52338,91855.52338,0,0,0,0,10.06213,0,0,91845.46125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0290,"Акционерное общество Страховая компания ""Альянс""",224158.02263000002,0,0,12905.25348,11514.13146,0,0,1391.12202,211252.76915,27486.76104,2849.89362,0,4189.55075,0,19310.04265,0,0,1137.27402,0,2229.4484,0,0,0,0,1590.2845,0,0,0,639.1639,0,3896.74787,177639.81184,,0,0,0,0
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",652.55249,0,0,0,0,0,0,0,652.55249,652.55249,12.17056,0,640.38193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",24857.42322,0,0,0,0,0,0,0,24857.42322,24270.50981,0,0,0,0,0,0,0,24270.50981,0,586.91341,0,0,0,0,0,0,0,0,0,586.91341,0,0,,0,0,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",1198.98454,0,0,0,0,0,0,0,360.929,360.929,360.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,838.05554,0,0
0574,"Общество с ограниченной ответственностью ""Страховая компания Екатеринбург""",7299.09789,0,0,39.34916,39.34916,0,0,0,7259.74873,7259.74873,5302.88878,0,0,0,0,0,0,0,1956.85995,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",2148.80257,0,0,0,0,0,0,0,2148.80257,2148.80257,1110.55219,0,0,0,0,0,0,1038.25038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0621,"Страховое акционерное общество ""ВСК""",129657.35108000001,0,0,0,0,0,0,0,39551.13184,36694.59006,0,0,0,0,0,19558.66666,19558.66666,17135.9234,0,2856.54178,0,0,0,0,0,0,2856.54178,0,0,0,0,0,,75750.9106,5085.478,9269.83064,0
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",35183.1513,0,0,1185.94502,1185.94502,0,0,0,21882.44295,21882.44295,21753.97637,0,0,0,0,0,0,128.46658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7370.99753,0,4743.7658,0
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",8755.17403,0,0,8755.17403,8755.17403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",19141.73403,0,0,0,0,0,0,0,18530.162,18530.162,0,0,0,0,0,0,0,18530.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,611.57203,0
0928,"Страховое публичное акционерное общество ""Ингосстрах""",1342917.97853,0,0,258537.8578,0,0,0,258537.8578,945187.92994,662060.37566,123918.59167,0,363492.67423,20755.04347,35023.64522,0,0,118870.42107,0,40853.744,3465.61816,0,0,0,23327.07515,9087.65924,0,0,4973.39145,0,0,242273.81028,,22236.56909,38570.77394,78384.84776,0
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",63995.93888,0,0,52656.14728,0,0,0,52656.14728,5633.85055,5314.5485,539.5485,0,0,0,0,0,0,0,4775,0,0,0,0,0,0,0,0,0,0,0,0,319.30205,,167.54815,707.12553,4831.26737,0
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",146358.62615,0,0,8673.75703,8673.75703,0,0,0,137684.86912,137684.86912,39237.93702,0,94133.24858,0,0,0,0,4186,127.68352,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",2946760.8502,0,0,1490.12593,0,0,0,1490.12593,2757202.2692,2633657.41506,1664348.66197,5416.18523,339642.39434,153380.27915,1552.10364,9151.55979,0,460166.23094,0,37836.63254,0,0,0,0,11780.40718,0,0,2734.35162,23321.87374,0,85708.2216,0,,76188.39338,54658.40939,57221.6523,0
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",1120251.6824500002,0,0,719387.52859,60822.74414,0,0,658564.78445,373866.95559,143151.15742,33806.16284,0,0,0,20324.34569,0,0,80146.70069,8873.9482,34527.42619,19979.71017,2130.57968,17849.13049,0,0,12.558,0,0,4285.01966,10250.13836,132098.72578,64089.6462,,6987.48884,8653.47546,11356.23397,0
1216,"Акционерное общество Страховая компания ""Чулпан""",4397.0438300000005,0,0,0,0,0,0,0,739.05246,739.05246,693.60996,0,0,0,0,0,0,45.4425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3657.99137,0
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",243673.30928999998,0,0,109578.87641,95151.40387,0,0,14427.47254,115728.94591,73912.3358,44333.63218,0,0,0,0,0,0,29577.86654,0.83708,461.36516,442.10709,442.10709,0,0,0,0,0,0,19.25807,0,0,41355.24495,,10209.12755,0,8156.35942,0
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",272539.21332999994,0,0,24922.81045,8750,0,0,16172.81045,218160.84582,3352.90991,3352.90991,0,0,0,0,0,0,0,0,588.86662,0,0,0,588.86662,0,0,0,0,0,0,214219.06929,0,,5178.08671,3346.49042,20930.97993,0
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",6446.23245,0,0,0,0,0,0,0,6446.23245,6446.23245,0,0,0,0,6446.23245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",28424.596559999998,0,0,19441.26142,19441.26142,0,0,0,304.05702,242.63582,242.63582,0,0,0,0,0,0,0,0,61.4212,61.4212,61.4212,0,0,0,0,0,0,0,0,0,0,,0,0,8679.27812,0
1580,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование""",15.482,0,0,0,0,0,0,0,15.482,15.482,0,0,0,0,0,0,0,0,15.482,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",234.46633,0,0,0,0,0,0,0,234.46633,234.46633,216.94933,0,0,0,0,0,0,0,17.517,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1643,"Общество с ограниченной ответственностью ""Страховая и перестраховочная компания Юнити""",84412.83577,0,0,84412.83577,0,0,0,84412.83577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",20916.33495,0,0,5120.9999,5120.9999,0,0,0,7893.65792,6129.29994,20.9155,0,0,0,1368.91363,0,0,4739.47081,0,0,0,0,0,0,0,0,0,0,0,0,0,1764.35798,,7802.26893,0,99.4082,0
1820,"Акционерное общество ""ГУТА-Страхование""",938.63735,0,0,0,0,0,0,0,938.63735,0,0,0,0,0,0,0,0,0,0,938.63735,0,0,0,0,0,0,0,938.63735,0,0,0,0,,0,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",873696.51485,0,0,32.80234,32.80234,0,0,0,848206.1031,848206.1031,22851.33391,0,0,0,0,494.87464,0,823232.6061,1627.28845,0,0,0,0,0,0,0,0,0,0,0,0,0,,5593.27121,2050.54992,17813.78828,0
1858,"Акционерное общество Страховая компания ""Армеец""",-157164.56255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-157164.56255,0,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",5853.76982,0,0,0,0,0,0,0,5853.76982,3642.94821,2862.27213,0,0,0,780.67608,0,0,0,0,2210.82161,2210.82161,23.09871,2187.7229,0,0,0,0,0,0,0,0,0,,0,0,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",10061.07313,0,0,4898.42523,4898.42523,0,0,0,5162.6479,5162.6479,5162.6479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2169,"Общество с ограниченной ответственностью ""Страховая компания ""Инертек""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",2164814.6184699996,0,0,63053.12981,59538.55304,0,0,3514.57677,2048080.69189,1841581.79863,46884.68035,0,470700.94322,12227.3071,7698.28359,236821.88193,213954.85202,1067245.14561,3.55683,65075.54655,0,0,0,0,29072.46532,0,0,0,36003.08123,0,1805.85745,139617.48926,,30892.56269,8376.58792,14411.64616,0
2346,"Акционерное общество ""Объединенная страховая компания""",6998.92068,0,0,3499.99923,3499.99923,0,0,0,2808.08789,2808.08789,0,0,0,2139.33313,0,0,0,140.74918,528.00558,0,0,0,0,0,0,0,0,0,0,0,0,0,,69.99894,0,620.83462,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",199537.58793,0,0,11257.63038,11257.63038,0,0,0,187842.52509,187842.52509,7000,0,0,0,511.40922,1983.4968,1983.4968,178347.61907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,437.43246,0
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",5886.74036,0,0,0,0,0,0,0,5502.3018,3525.1839,1879.69633,0,0,0,0,0,0,1291.44183,354.04574,1977.1179,0,0,0,0,0,1977.1179,0,0,0,0,0,0,,384.43856,0,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",1007.74464,0,0,0,0,0,0,0,1007.74464,0,0,0,0,0,0,0,0,0,0,1007.74464,0,0,0,0,1007.74464,0,0,0,0,0,0,0,,0,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1184625.95473,0,0,263879.2627,263879.2627,0,0,0,920746.69203,920496.52952,30157.18672,0,0,0,0,844895.36637,463149.97851,43022.54444,2421.43199,250.16251,0,0,0,0,0,0,0,0,250.16251,0,0,0,,0,0,0,0
3064,"Акционерное общество ""Боровицкое страховое общество""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",10240.47759,0,0,0,0,0,0,0,10240.47759,4252.84324,1322.5,0,0,0,0,0,0,2930.34324,0,5987.63435,0,0,0,0,0,0,0,0,0,5987.63435,0,0,,0,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",54405.48186999999,0,0,1386.73005,0,0,0,1386.73005,34959.92857,15546.5,0,0,0,0,0,0,0,15546.5,0,19413.42857,0,0,0,0,0,6394.2734,0,0,13019.15517,0,0,0,,13966.89769,1360.5102,2731.41536,0
3229,"Акционерное общество ""Страховая бизнес группа""",3068.20241,0,0,0,0,0,0,0,2.05091,2.05091,0,0,0,0,0,0,0,2.05091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3066.1515,0
3256,"Акционерное общество Страховая компания ""Совкомбанк Жизнь""",86410.45913,42769.82724,0,43640.63189,51209.37296,0,0,-7568.74107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",190.90214,0,0,0,0,0,0,0,190.90214,190.90214,0,0,0,0,190.90214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",16360.71625,0,0,8855.20102,8855.20102,0,0,0,7424.76559,7097.27689,3117.26134,0,0,0,102.34618,0,0,3877.66937,0,327.4887,0,0,0,0,0,0,0,0,327.4887,0,0,0,,0,79.75368,0.99596,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",8404.914130000001,0,0,0,0,0,0,0,7422.28272,102.82785,0,0,0,0,0,0,0,102.82785,0,7319.45487,0,0,0,0,0,0,0,7319.45487,0,0,0,0,,0,683.41125,299.22016,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",1342.73074,1228.73074,0,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",142.32277,0,0,142.32277,0,0,0,142.32277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",7969.81819,6217.53969,0,1752.2785,1752.2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",77021.18192,77021.18192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",173992.73351999998,19753.781,0,154238.95252,140947.30144,0,0,13291.65108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",507308.17271,10900.94912,0,496407.22359,7593.50566,0,0,488813.71793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",11826.398079999999,0,0,0,0,0,0,0,9863.75808,9863.75808,0,0,0,0,9863.75808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1962.64,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",2417.71952,2417.71952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",4891.1550799999995,0,0,3886.77521,3886.77521,0,0,0,1004.37987,1004.37987,671.64082,0,0,0,0,0,0,0,332.73905,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",29.72263,29.72263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",-50214.26139,-1988.78009,0,-48225.4813,-49221.55612,0,0,996.07482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",4799.74638,0,0,0,0,0,0,0,4799.74638,4799.74638,4798.48306,0,0,0,0,0,0,1.26332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3947,"Акционерное общество ""АИГ страховая компания""",213892.61345,0,0,0,0,0,0,0,213892.61345,116537.65323,0,0,0,0,27298.58799,0,0,89239.06524,0,3607.65075,0,0,0,0,0,0,0,0,3607.65075,0,0,93747.30947,,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",173087.96199,0,0,113496.16043,0,0,0,113496.16043,59591.80156,52961.80156,5300,0,0,0,24848.645,10782.82716,10782.82716,0,12030.3294,6630,0,0,0,0,0,0,0,6630,0,0,0,0,,0,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",1078.6669000000002,0,0,343.12108,343.12108,343.12108,0,0,735.54582,70.98041,0,0,0,0,70.98041,0,0,0,0,664.56541,0,0,0,0,0,0,0,0,664.56541,0,0,0,,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",361276.71631,329526.03455,0,31750.68176,19969.76526,0,0,11780.9165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",147,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4009,"Акционерное общество ""ЕРВ Туристическое Страхование""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4014,"Акционерное общество ""Страховая компания ""Югория-Жизнь""",30.09838,30.09838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",8275.58503,8253.85226,0,21.73277,0,0,0,21.73277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4104,"Общество с ограниченной ответственностью ""Страховая компания КАРДИФ""",937.9101,0,0,937.9101,937.9101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4105,Общество с ограниченной ответственностью «Совкомбанк страхование жизни»,56462.92592,56462.92592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4117,"Общество с ограниченной ответственностью ""Страховая компания ""Кредит Европа Лайф""",12241.04762,0,0,12241.04762,12241.04762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
4133,Общество с ограниченной ответственностью Страховая компания ЭчДиАй Глобал,81865.12505,0,0,0,0,0,0,0,81865.12505,81652.91812,0,0,0,0,68398.94455,0,0,13253.97357,0,212.20693,0,0,0,0,0,0,0,0,212.20693,0,0,0,,0,0,0,0
