"Сведения о вознаграждении посредникам, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
0212,"Акционерное общество Страховая компания ""Турикум""",91075.50317000001,0,0,0,0,0,0,0,91075.50317000001,60042.663830000005,0,0,0,0,29162.31244,0,0,30880.35139,0,13934.0298,0,0,0,0,0,5337.65552,8596.37428,0,7338.20748,9760.60206,,0,0,0
0290,"Акционерное общество Страховая компания ""Альянс""",301836.28306,0,0,39409.435600000004,38776.44083,12625.12736,0,632.99477,261859.29283000002,72212.18449,0,347.86021,0,373.12402,25647.12811,0,0,39767.433,6076.63915,23145.768,0,0,0,0,70.875,4488.87799,18586.01501,0,3224.25804,163277.08229999998,,0,380.23023,187.3244
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",21760.257240000003,0,0,21380.1974,0,0,0,21380.1974,380.05984,57.66068,0,0,0,0,57.66068,0,0,0,0,27.51914,0,0,0,0,0,0,3.6,23.91914,0,294.88002,,0,0,0
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",913662.0718,0,0,140483.27278,113426.20539,0,0,27057.06739,680475.27524,654580.02451,241208.70515999998,0,22.84013,200.02319,4490.841869999999,17661.34123,17548.714180000003,375520.51196000003,15475.76097,19147.69081,1664.4212499999999,0,72.71194,369.05936,110.5,244.92875999999998,16321.589500000002,364.48,0,6747.55992,,92703.52378,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",53951.704209999996,0,0,23760.04348,23760.04348,0,0,0,30191.66073,20185.53313,0,0,0,4110.815750000001,3425.92696,0,0,5752.52778,6896.26264,9600.71788,0,0,0,5906.6885600000005,0,0,3694.0293199999996,0,0,405.40972,,0,0,0
0448,"Страховое Акционерное Общество ""Геополис""",468.529,0,0,468.529,0,0,0,468.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",13368.296,0,0,1249.24826,704.9888100000001,0,0,544.25945,2541.75502,2532.8000199999997,2097.98272,0,0,0,0,0,0,17.2515,417.56579999999997,8.955,0,0,0,0,0,0,8.955,0,0,0,,9567.58672,9.706,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",80544.31039,0,0,30034.31764,28842.80568,0,0,1191.5119599999998,28581.644239999998,28178.83255,9403.45668,0,0,0,175.73802,215.75759,0,2329.2974000000004,16054.58286,124.86169,19.2024,0,0,0,0,0,105.65929,0,0,277.95,,21928.34851,0,0
0621,"Страховое акционерное общество ""ВСК""",20170235.75363,0,0,5049296.026310001,3768234.18739,18.0625,0,1281061.83892,14630224.8767,12799155.4902,5269539.9699,11516.7491,80354.96386,91008.05681,557457.3100899999,40107.69967,31607.08628,987832.11996,5761338.62081,319552.95505,77056.06543999999,0,1144.12819,33976.961780000005,23850.73177,1441.16423,180848.93230000001,1234.97134,15760.9648,1495755.46665,,473854.3955,8844.099849999999,8016.35527
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",682246.09792,0,0,115956.02291999999,66649.02121,0,0,49307.001710000004,454658.57521,435236.00201,331200.15944,709.9223099999999,0,609.16588,62729.44364,0,0,15866.30175,24121.00899,7056.74287,602.7031000000001,0,0,0,0,16.48,1382.2697699999999,5055.29,0,12365.830329999999,,106929.52044000001,2919.01861,1782.96074
0667,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРАХОВАЯ КОМПАНИЯ ""УРАЛСИБ СТРАХОВАНИЕ""",734627.13412,0,0,669695.1605499999,629333.86522,0,0,40361.29533,64931.973569999995,41367.79144,0,0,0,0,12.414200000000001,0,0,11373.45015,29981.927089999997,10804.52136,0,0,0,0,3.84637,0,10800.67499,0,0,12759.66077,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",1785771.5490499998,0,0,431217.72466999997,371960.47843,0,0,59257.24624,1351349.10009,1266994.79913,65724.43711,217.23008,1381.14088,1950.09518,746123.50251,0,0,269839.28865,181759.10472,41964.19246,1053.08899,0,92.83468,2271.18421,1767.664,2390.34657,33935.59401,453.48,220.4304,42169.6781,,2368.9906,430.70507000000003,405.02862
0928,"Страховое публичное акционерное общество ""Ингосстрах""",16449687.380590003,0,0,2881894.54227,2082379.25506,3465.24135,0,799515.28721,12325085.813620001,10269323.00556,6825625.88615,15957.02331,68818.42146,169812.21327,503757.41031,9006.67297,6975.119140000001,1165634.2846600001,1510711.09343,796122.59294,113335.02927000001,0,6458.738130000001,134623.55696000002,35063.470199999996,114400.98496,390360.93687,1879.8765500000002,3134.35334,1256505.86178,,1209907.7903699998,18599.97047,14199.263860000001
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",1720828.17225,0,0,271541.75171000004,231799.80719,0,0,39741.94452,1400805.95481,1217794.423,868175.3906500001,170.68061,0,0,18191.48176,2307.93103,0,90359.34355,238589.59540000002,137760.94573,38887.666639999996,0,0,0,2102.76969,928.33471,90582.70671,5259.46798,159.70275,45090.88333,,44363.446529999994,1891.13744,2225.88176
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",598491.6905799999,0,0,316399.7236,179521.26063,0,0,136878.46297,282091.96697999997,193662.18965,90187.10319000001,0,7380.94165,2,29990.24412,0,0,27816.96578,38284.934909999996,59116.74132,552.5753599999999,0,3134.6990199999996,0,0,53380.05418,0,2049.41276,0,29313.03601,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",98265230.81512003,0,0,87063037.86520001,85352325.15988,0,0,1710712.70532,10826055.3699,8220005.709929999,3284134.28773,55193.09049,470898.47808000003,33604.427579999996,136274.33038,4429.92782,2042.51329,1401832.17072,2833638.99713,1196794.40991,33178.36173,10.35,100347.53342,9358.71765,30125.92808,25545.245179999998,996769.89556,1458.3782899999999,304582.43592,1104672.81414,,353533.63256,8167.401699999999,14436.545759999999
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",19294797.10936,-17.1313,0,4709440.12234,2518256.1527299997,694.55444,0,2191183.96961,11562467.46798,10438090.416970002,7388945.98794,5819.338540000001,0,0,247833.94481,3579.72172,653.87899,850051.17675,1941860.24721,513321.49649999995,184463.41157,19.448900000000002,90.96063,334.33089,35754.40132,9961.801879999999,251132.96179,31564.17952,32740.43794,578315.11657,,3000230.2380999997,17999.37791,4677.0343299999995
1216,"Акционерное общество Страховая компания ""Чулпан""",29401.66151,0,0,2615.40149,2615.40149,867.7551500000001,0,0,24139.49824,23095.38346,10279.978959999999,0,0,35.625,1.7129999999999999,127.92397999999999,0,3584.70486,9065.437660000001,1031.47167,35.606199999999994,0,0,52.11442,1.492,0,942.25905,0,0,12.64311,,695.85065,213.13218,1737.7789500000001
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",8613863.57068,0,0,1942904.18824,1479717.3892599999,0,0,463186.79897999996,6304085.91671,3856801.07266,2841561.14506,382.01158000000004,0,14294.17664,16071.088889999999,0,0,54559.44942,929933.20107,101703.07598,18637.58515,0,0,45.05588,0,2892.1085,80128.32645000001,0,0,2345581.76807,,363156.04477,983.60191,2733.81905
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",6791554.520159999,0,0,791949.06382,572580.26664,145.39901999999998,0,219368.79718,5884521.07724,5199224.5305699995,3864431.7523499997,15547.639029999998,3958.2264099999998,50077.273089999995,201785.75488000002,103784.11655,97079.05798,612358.69561,347281.07265,241337.69419,89740.36914,80,1001.4276,34218.782269999996,8386.57948,6461.10599,99613.87086000001,1835.55885,153597.95598,290360.89650000003,,111024.15173999999,2090.11722,1970.11014
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",165688.99240000002,0,0,68450.09252,2167.6340999999998,0,0,66282.45842,97238.89988000001,96235.14671,63063.051680000004,0,0,0,32690.10892,0,0,388.71735,93.26876,106.65445,55.9377,0,0,0,0,0,50.71675,0,0,897.0987200000001,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",667568.19692,0,0,535391.0999,523429.0346499999,0,0,11962.06525,132177.09702,69559.48560999999,26153.35092,0,0,0,0,0,0,126.10750000000002,43280.02719,9814.573620000001,0,0,0,0,0,0,9786.07362,28.5,0,52803.037789999995,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",3600690.3187599997,0,0,859483.52631,812958.7520999999,0,0,46524.774209999996,2255472.89736,1173147.61886,1063897.23947,16856.87425,337.578,415.83853,2329.27612,0,0,-17.664740000000002,89328.47723,54569.170829999995,37955.74482,0,19.56045,223.0017,4067.9926,0,3676.82088,8626.05038,0,1027756.1076699999,,481920.41228,570.37712,3243.1056900000003
1580,Общество с ограниченной ответственностью «РБ Страхование»,556769.8403,0,0,140279.08696000002,140279.08696000002,0,0,0,416490.75334000005,331225.79614,0,0,0,0,0,0,0,0,331225.79614,3917.5577700000003,0,0,0,0,0,0,3917.5577700000003,0,0,81347.39942999999,,0,0,0
1587,"Акционерное общество ""Страховое общество ""Талисман""",13730.69368,0,0,260.53281,260.53281,0,0,0,4151.29465,4145.04465,2441.7431399999996,0,42.5,0,0,0,0,1327.04666,333.75485,6.25,0,0,6.25,0,0,0,0,0,0,0,,9318.86622,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",12550.75393,0,0,8508.714680000001,8488.71468,0,0,20,4042.0392500000003,2376.86827,0,0,0,0,0,0,0,0,2376.86827,0,0,0,0,0,0,0,0,0,0,1665.17098,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",1714698.76881,0,0,337285.91279,203844.60975,0,0,133441.30304,1374598.31925,1296571.9834399999,1170298.9033199998,137.88342,0,-335.73715,38603.453760000004,0,0,45878.443269999996,41989.03682,27897.10155,12641.65274,0,0,-25.43601,1090.4646200000002,1947.7766199999999,5773.15393,6469.4896499999995,1981.9496000000001,48147.28466,,2383.0057899999997,235.17988,196.3511
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",4177719.79931,0,0,1016034.61607,814024.64798,3257.58043,3.85,202003.91969,2988453.3252000003,2794246.6739299996,1454449.46802,720.20258,0,3020.1394499999997,575250.5969400001,44759.323679999994,39702.00486,389074.17176,326972.77150000003,125631.29876,11269.019610000001,57.6,26.455,3571.7850900000003,4209.63131,4713.3335799999995,99808.88331,1974.59086,12922.06566,55653.286850000004,,160708.18485999998,6049.8196499999995,6473.85353
1858,"Акционерное общество Страховая компания ""Армеец""",104842.92551999999,0,0,21024.63584,9964.65616,0,0,11059.97968,7825.19426,5072.75998,1479.33717,0,0,0,1.54485,0,0,677.28394,2914.59402,2744.90792,0.414,0,0,0,0,0,2744.49392,0,0,7.52636,,75993.09542,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",261928.21442,0,0,15586.38948,15586.38948,0,0,0,116649.65595,46089.01112,35783.37216,0,0,0,7782.0032,0,0,1011.34711,1512.28865,70556.32769,70168.18025,0,0,0,0,96.70997000000001,291.43746999999996,0,0,4.317139999999999,,129692.16899,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",84623.18612,0,0,9071.513019999999,5801.95361,0,0,3269.55941,75551.6731,67813.54405000001,55364.69427,198.72,0,256.9056,592.10624,0,0,4372.672439999999,7028.4455,5744.43354,236.226,0,0,35.2875,0,4098.63837,1216.23175,158.04992000000001,0,1993.69551,,0,0,0
2144,"Акционерное общество ""Страховая компания АСКО-Центр""",50367.48635,0,0,29347.34954,23813.34989,0,0,5533.99965,21020.13681,20947.62406,4017.02962,0,0,0,23.882469999999998,19.31851,0,738.5268900000001,16148.866569999998,72.51275,0,0,0,0,0,0,72.51275,0,0,0,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",26821219.772000004,0,0,5717360.39291,4550448.2974000005,6725.88196,0,1166912.09551,19768167.34124,16930339.21892,7355142.87878,12894.36223,66719.06797,139612.72896,195923.50154,346285.59338,340698.86056,1080110.6959900002,7733650.39007,777326.2063600001,183336.867,0,24465.73983,43393.83135,16357.62746,16032.862389999998,485948.88761,7790.39072,28508.87268,2031993.0432799999,,1312053.39817,13629.23208,10009.407599999999
2346,"Акционерное общество ""Объединенная страховая компания""",458234.59938,0,0,184465.20804,45795.44632,0,0,138669.76172,250231.64492999998,227347.95485,182712.80915,0,68.8125,2047.3694500000001,3646.01696,8.53444,0,25572.753559999997,13291.65879,9265.60478,503.09197000000006,0,83.25703,818.48313,4.0200000000000005,1889.28593,5885.0975,82.36922000000001,0,13618.0853,,23537.74641,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",2064482.2568400004,0,0,634745.13703,520717.4304,7332.67069,0,114027.70663,1425211.4231200002,1223738.18248,399884.02309000003,475.44987,0,45458.54198,328971.29711000004,38019.60516000001,37211.45343,273056.32958,137872.93568999998,166236.2405,2141.65569,0,152.075,37114.27258,0,73869.44276,52967.39447,-8.6,5960.59758,29276.402560000002,,3635.3927599999997,326.43307999999996,563.87085
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",1096510.9211,0,0,874468.66531,858224.97174,0,0,16243.693570000001,156197.09573,151804.43387,85661.16463,0,0,249.70700000000002,1730.50686,5.7561,0,17560.82012,46596.47916,4261.39049,44.6752,0,0,57.306599999999996,0,256.37292,3888.83527,14.2005,0,131.27137,,65845.16006,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",391261.94461999997,0,0,144837.49775,144837.49775,0,0,0,246424.44686999999,48504.88019,48504.88019,0,0,0,0,0,0,0,0,639.7258,639.7258,0,0,0,0,0,0,0,0,197279.84088,,0,0,0
2708,"Акционерное общество ""Чрезвычайная страховая компания""",1.17204,0,0,0,0,0,0,0,1.17204,0,0,0,0,0,0,0,0,0,0,1.17204,0,0,0,0,0,0,1.17204,0,0,0,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",4041.63085,0,0,4013.98788,0,0,0,4013.98788,27.64297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.64297,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",194670.13903000002,0,0,69839.14845,21252.71141,0,0,48586.43704,124830.99058000001,124764.71397,65893.36902,0,0,0,14545.569379999999,0,0,44097.86564,227.90993,66.27661,0,0,5.96411,0,0,0,60.3125,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",1471597.0237299998,0,0,565295.96911,565295.96911,0,0,0,906276.7687,504617.47226,35901.60174,1079.44386,0,21.82125,244.41484,344698.61796000006,304884.91841,48347.94179,74323.63082,46849.501019999996,22.5,0,0,3.125,0,169.595,46654.28102,0,11433.03703,343376.75839000003,,0,24.285919999999997,0
3064,"Акционерное общество ""Боровицкое страховое общество""",239991.33596,0,0,100069.70782000001,55756.58134,0,0,44313.12648,92150.78435,84459.14473,49123.176,0,0,0,26191.75357,0,0,8695.97545,448.23971,7661.62922,0,0,0,0,0,161.10271,1087.31911,6413.2074,0,30.0104,,47770.84379,0,0
3193,"Общество с ограниченной ответственностью ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",-5684.762460000001,0,0,1482.56629,-1183.60438,0,0,2666.17067,-7167.328750000001,-9103.03862,-440.68255,0,0,-7528.708339999999,0,0,0,-809.96772,-323.68001000000004,1408.62635,0,0,0,-9647.80135,0,0,-38.521890000000006,11094.94959,0,527.08352,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",3819544.53253,0,0,1872654.05204,1723568.06666,0,0,149085.98538,1893524.07424,1679308.92597,1161154.1902700001,39.63024,9809.928230000001,5494.36092,56131.02614,1221.11452,0,98616.17483,346842.50082,41242.44413,4976.69513,0,2067.8575499999997,5868.27181,4065.4577200000003,1477.83141,21721.15123,1065.17928,1855.39726,171117.30688,,48257.82494,1881.9728499999999,3226.60846
3225,"Общество с ограниченной ответственностью ""Страховая компания ИНТЕРИ""",480852.38016,0,0,5594.40207,4738.5025399999995,0,0,855.8995299999999,475257.97809,457536.86886000005,456966.26917,0,0,0,0,0,0,570.59969,0,17721.10923,17721.10923,0,0,0,0,0,0,0,0,0,,0,0,0
3229,"Акционерное общество ""Страховая бизнес группа""",960005.00802,0,0,62562.310959999995,4550.06593,0,0,58012.245030000005,895002.7846,850438.1133399999,14.040000000000001,377.2595,9.14599,593.82877,55707.58006,0,0,793326.0136899999,410.24533,44422.186539999995,0,0,5.4708,1723.07994,0,4118.50364,38437.99307,137.13908999999998,0,142.48472,,11.23827,615.5120400000001,1813.1621499999999
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",5109.77947,0,0,4219.15633,112.67185,0,0,4106.48448,883.41258,676.8498400000001,57.9,0,0,5.62448,21.03269,0,0,447.60018,144.69249000000002,206.56274,184.19,0,1.2,0,0,0,21.172739999999997,0,0,0,,7.21056,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",152325.27007000003,0,0,64792.57378,17332.16483,0,0,47460.408950000005,86731.00075,85710.13523,9680.62411,0,0,488.50746,63576.303510000005,0,0,1241.08836,10723.611789999999,718.7030199999999,9.51,0,0,109.79648999999999,0,3.4499999999999997,595.9465299999999,0,0,302.1625,,791.56354,10.132,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",-819007.4267,0,0,-593026.80322,-475822.43027,0,0,-117204.37295,-225980.62347999998,-201727.61202,-33092.72828,0,-543.49433,16.48032,0,0,0,-34707.53922,-133400.33051,-18850.78005,0,0,-1037.7674,0,-15270.6633,0,-2542.34935,0,-1529.9998500000002,-3872.2315599999997,,0,0,0
3438,"Общество с ограниченной ответственностью ""ПРОМИНСТРАХ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",48301492.41721,47927139.869289994,0,374352.54792,365115.29846,0,0,9237.249459999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",2051667.6875099998,0,0,1830936.48375,1830936.48375,0,0,0,220731.20376,155349.86433,0,0,0,0,0,0,0,0,155349.86433,24058.576859999997,0,0,0,0,0,0,24058.576859999997,0,0,41322.76257,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",2506801.47654,2387222.65588,0,119578.82066000001,21.48,0,0,119557.34065999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",15390.48925,0,0,15390.48925,0,0,0,15390.48925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",559274.76059,0,0,101704.07211,31644.600000000002,0,0,70059.47211,457570.68848,216.856,214.05599999999998,0,0,0,0,0,0,0,2.8,457353.83248,0,0,0,0,0,0,0,457353.83248,0,0,,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",946389.13541,864696.55192,58830.77091,22861.812579999998,21883.04822,0,0,978.76436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",1936127.25819,1900959.83435,0,35167.423839999996,29311.36089,0,0,5856.0629500000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",1235937.15751,690321.53838,0,545615.61913,275641.69905,0,0,269973.92008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",304253.10234,0,0,98219.40096,98219.40096,0,0,0,206033.70137999998,84662.22503,71437.14643,0,0,0,92.30976000000001,0,0,12857.516450000001,275.25239,121206.44018,0,0,0,0,0,0,120942.44018,264,0,165.03617,,0,0,0
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",274166.29031,0,0,30099.939410000003,3970.55787,0,0,26129.381540000002,244066.3509,24639.7693,1859.3098400000001,0,0,0,10801.12375,0,0,10945.33007,1034.0056399999999,200232.79926,46.903529999999996,0,0,0,0,24.400000000000002,197246.6077,2914.88803,0,19193.782339999998,,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",9072.136880000002,0,0,9.558,9.558,0,0,0,9062.578880000001,4313.30746,0,0,0,0,0,0,0,4313.30746,0,4749.27142,0,0,0,0,0,185.70000000000002,4563.571419999999,0,0,0,,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",15718.125199999999,0,0,0,0,0,0,0,15718.125199999999,0,0,0,0,0,0,0,0,0,0,2071.8686000000002,0,0,0,0,0,0,533.015,1538.8536,0,13646.256599999999,,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",800848.8637300001,425343.10625,531.41115,374974.34633000003,374973.50093,0,0,0.8453999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",3046755.4320799997,3045568.63875,0,1186.79333,1186.79333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",13041.30222,12661.93528,0,379.36694,379.36694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",423178.31368,38109.98736,0,385068.32632,27186.34264,0,0,357881.98368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",51.724,0,0,51.724,0,0,0,51.724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
