"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
,,,,,,,,,,,,,,,,,,средств наземного транспорта (кроме средств железнодорожного транспорта),"средств 
железнодорожного транспорта",средств воздушного транспорта,средств водного транспорта,грузов,сельскохозяйственное страхование - всего,из него,прочего имущества юридических лиц,прочего имущества граждан,,владельцев средств наземного транспорта (кроме средств железнодорожного транспорта),      из него:,,владельцев средств железнодорожного транспорта,владельцев средств воздушного транспорта,владельцев средств водного транспорта,"организаций, эксплуатирующих опасные объекты","за причинение вреда вследствие недостатков товаров, работ, услуг",за причинение вреда третьим лицам,за неисполнение или ненадлежащее исполнение обязательств по договору,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,"страхование, осуществляемое с государственной поддержкой",,,,,"владельцев автотранспортных средств (кроме страхования, осуществляемого в рамках международной системы страхования «Зеленая карта»)","владельцев автотранспортных средств (страхование, осуществляемое в рамках международной системы страхования «Зеленая карта»)",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
ИТОГО:,,,,34523844466431,8366245379,4059182319,4046263895,2444460924,12918424,417139360490,107842147507,61604262115,448950822,0,46237885392,309297212983,211107917364,4560911947,1659602927,3804942397,939788674,44013273579,272162384,99841262,139275967031,16581268425,79467560631,1643752350,1639480637,0,2401046,50426367717,13002524839,886565151,1198306535,9645536621,2662106372,8185151888,10536583100,3104783722,3104783722,0,34099541139900,3181524520,34096359615380,0
1,2496,  АБСОЛЮТ СТРАХОВАНИЕ,Москва,15071451981,34083104,0,0,0,0,984009731,165070461,93649115,2534000,0,71421346,818939270,600622547,10862477,949444,0,15648235,54863812,0,0,417833152,100465427,197503387,2141055,2141055,0,13954,0,31968310,0,49448322,32461675,81470071,20279910,533426,0,0,0,14087442250,5005000,14082437250,0
2,796,  АВАНГАРД-ГАРАНТ,Москва,2488246,0,0,0,0,0,2488246,3060,3060,0,0,0,2485186,2434186,328398,0,0,0,0,1944135,1944135,161653,0,51000,0,0,0,0,0,0,51000,0,0,0,0,0,0,0,0,0,0,0,0
3,3290,  АДВАНТ-СТРАХОВАНИЕ,Санкт-Петербург,85587395,377120,0,0,0,0,85587395,74821539,1684033,0,0,73137506,10765856,7820232,835777,0,0,89,124112,0,0,6075864,784390,2452701,317244,317244,0,0,0,3500,0,2455,2072502,57000,0,492923,0,0,0,0,0,0,0
4,585,  АДОНИС,Пермь,22843442689,0,0,0,0,0,52891138,10257705,8078285,0,0,2179420,42633433,40700191,5084117,0,0,30500,66474,46008,0,16773189,18699903,392822,190350,190350,0,0,0,0,10000,0,192472,0,0,1540420,0,0,0,22790551551,7040000,22783511551,0
5,3947,  АИГ СТРАХОВАЯ КОМПАНИЯ,Москва,3292580468,0,0,0,0,0,3286740468,163826,163826,0,0,0,3286576642,1554684039,0,0,0,0,199510911,0,0,1355173128,0,463844947,3456980,3456980,0,0,0,0,0,0,460387967,0,0,1268047656,0,0,0,5840000,5840000,0,0
6,3867,  АК БАРС СТРАХОВАНИЕ,Казань,190173900,298340,0,0,0,0,190173900,36162618,34424703,0,0,1737915,154011282,125435087,720149,0,4337489,337845,5892,465807,0,41884850,77683055,28319042,3150,3150,0,0,25832755,0,1000,727600,1754537,0,0,257153,0,0,0,0,0,0,0
7,3943,  АК БАРС-МЕД,Казань,3174629,2405574,0,0,0,0,3174629,3174629,0,0,0,3174629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3572,  АКЦЕПТ,Люберцы,11514338,0,0,0,0,0,11514338,5479663,5479663,0,0,0,6034675,6034675,6034675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3859,  АЛЛЕГА,Симферополь,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2239,  АЛЬФАСТРАХОВАНИЕ,Москва,2607719640708,660105168,0,0,0,0,52506606860,8417610963,1275600243,0,0,7142010720,44088995897,16171944909,429453964,262092806,1891213171,92147658,4904721816,65563886,28554993,7863628512,663123096,24026756170,183105609,183105609,0,0,22875575373,257643600,14345642,47428693,645848834,2808419,890008592,3000286226,0,0,0,2555213033848,214555000,2554998478848,0
11,193,  АЛЬФАСТРАХОВАНИЕ - ОМС,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3447,  АЛЬФАСТРАХОВАНИЕ-ЖИЗНЬ,Москва,403780531,1234354,370883498,370882207,0,1291,32897033,32897033,19331904,0,0,13565129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,290,  АЛЬЯНС,Москва,16514596398,627256277,0,0,0,0,4602612254,761830621,294589017,78368000,0,467241604,3840781633,3171466290,441042,54624692,81564851,10826348,896164230,0,0,2103614146,24230981,587401502,7500,7500,0,0,346552185,1581125,7960149,30756022,196654745,3889776,2322294,79591547,0,0,0,11911984144,12330000,11899654144,0
14,3828,  АЛЬЯНС ЖИЗНЬ,Москва,2659099003,729348560,94703704,94702944,47940422,760,2564395299,2564395299,228619109,0,0,2335776190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,2699,  АЛЬЯНС-МЕД,Сызрань,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,436,  АМТ СТРАХОВАНИЕ,Москва,24696753,626989,0,0,0,0,24696753,25434,25434,0,0,0,24671319,1499429,0,0,0,1499429,0,0,0,0,0,23171890,0,0,0,0,0,23151890,0,3000,17000,0,0,0,0,0,0,0,0,0,0
17,66,  АНГАРА,Братск,10357083,0,0,0,0,0,10357083,6781042,4601297,0,0,2179745,3576041,3484746,1067782,0,0,0,500,0,0,1267638,1148826,53374,7800,7800,0,0,0,0,0,0,45574,0,0,37921,0,0,0,0,0,0,0
18,2982,  АНДРОМЕДА,Москва,6874303,0,0,0,0,0,6874303,0,0,0,0,0,6874303,6253203,0,0,0,0,0,0,0,6253203,0,621100,100,100,0,0,0,0,0,0,621000,0,0,0,0,0,0,0,0,0,0
19,1858,  АРМЕЕЦ,Москва,18739596,1938829,0,0,0,0,18739596,5734582,2584675,0,0,3149907,13005014,9695830,923458,0,2000,6500,39000,0,0,5153425,3571447,3277975,8000,8000,0,0,4573,0,2629,2650250,612523,0,0,31209,0,0,0,0,0,0,0
20,4324,  АРСЕНАЛ МЕДИЦИНСКОЕ СТРАХОВАНИЕ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,3193,  АРСЕНАЛЪ,Москва,202249148,0,0,0,0,0,202249148,34803435,13841857,0,0,20961578,167445713,46095527,0,0,3415518,742852,4535304,0,0,30124147,7277706,88606703,0,0,0,0,26044,41851940,14000,0,9471274,37243445,0,32743483,0,0,0,0,0,0,0
22,2489,  АСКО,Набережные Челны,210911381587,3797845,0,0,0,0,115570987,36663848,18328383,0,0,18335465,78907139,71982001,2386674,0,23176,188754,748,272072,0,58895632,10214945,6646318,242400,242400,0,0,0,20780,12135,3351570,2950933,68500,0,278820,0,0,0,210795810600,10075000,210785735600,0
23,3999,  АСКО-ЖИЗНЬ,Набережные Челны,4715282,0,0,0,0,0,4715282,4715282,4702487,0,0,12795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,278,  АСКОМЕД,Самара,5141787,0,0,0,0,0,5141787,5141787,0,0,0,5141787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3767,  АСКОР,Москва,7025504,0,0,0,0,0,7025504,5872305,5872305,0,0,0,1153199,930796,829654,0,0,0,0,0,0,101142,0,222403,200000,200000,0,0,0,0,0,0,22403,0,0,0,0,0,0,0,0,0,0
26,2144,  АСКО-ЦЕНТР,Курск,51047841,298581,0,0,0,0,51047841,22038743,20428888,0,0,1609855,29009098,28869623,19541939,0,0,0,107,26390,0,8551465,749722,139475,0,0,0,0,0,0,0,0,139475,0,0,0,0,0,0,0,0,0,0
27,1372,  АСТРАМЕД-МС,Екатеринбург,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,758,  АСТРА-МЕТАЛЛ,Магнитогорск,24023144,0,0,0,0,0,24023144,24023144,0,0,0,24023144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2619,  АСТРО-ВОЛГА,Самара,23355037,0,0,0,0,0,23355037,11155955,11029035,0,0,126920,12199082,9905762,1190176,0,0,210390,3170423,875,0,3789653,1544245,2291650,7000,7000,0,0,0,0,0,35560,2229090,20000,0,1670,0,0,0,0,0,0,0
30,2684,  АСТРО-ВОЛГА-МЕД,Самара,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4334,  АТРАДИУС РУС КРЕДИТНОЕ СТРАХОВАНИЕ,Москва,333682531,0,0,0,0,0,333682531,0,0,0,0,0,333682531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333682531,0,0,0,0,0,0,0,0
32,518,  БАСК,Белово,55239084,0,0,0,0,0,50614084,2918595,1164418,0,0,1754177,47695489,34267183,247988,0,0,0,941498,0,0,32586918,490779,13402681,23276,23276,0,0,0,0,0,700,13378705,0,0,25625,0,0,0,4625000,4625000,0,0
33,3487,  БИН СТРАХОВАНИЕ,Москва,71310503,0,0,0,0,0,71310503,43845872,20697388,0,0,23148484,27464631,14591698,131429,0,0,0,204,0,0,7792081,6667984,6583309,22800,22800,0,0,0,0,0,55000,1331183,5174326,4269,6285355,0,0,0,0,0,0,0
34,3991,  БЛАГОСОСТОЯНИЕ,Москва,962901935,46747523,6856975,4588333,0,2268642,956044960,956044960,720006863,0,0,236038097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1207,  БЛАГОСОСТОЯНИЕ ОБЩЕЕ СТРАХОВАНИЕ,Москва,730412320,54484920,0,0,0,0,730412320,411122860,204025697,0,0,207097163,319289460,187233069,78600,0,0,0,0,0,0,0,187154469,49906154,0,0,0,0,0,0,0,0,49906154,0,0,82150237,0,0,0,0,0,0,0
36,3064,  БОРОВИЦКОЕ СТРАХОВОЕ ОБЩЕСТВО,Москва,4221200,261570,0,0,0,0,4221200,583772,281632,0,0,302140,3637428,513703,248489,0,0,0,4143,0,0,184835,76236,3123725,5000,5000,0,0,0,0,0,18668,25891,3074166,0,0,0,0,0,0,0,0,0
37,3799,  БРИТАНСКИЙ СТРАХОВОЙ ДОМ,Москва,289462367,0,0,0,0,0,289462367,6024081,604835,0,0,5419246,283438286,119870191,648232,0,0,0,1861542,0,0,115665898,1694519,149976982,349500,349500,0,0,0,0,0,5000,135077863,14544619,13591113,0,0,0,0,0,0,0,0
38,3245,  ВЕРНА,Краснодар,99447063,0,0,0,0,0,99447063,21856640,16157724,0,0,5698916,77590423,20038305,2242141,0,0,35407,76311,104092,0,12140540,5439814,56344574,96600,96600,0,0,0,16935,0,2427847,1967485,51835707,0,1207544,0,0,0,0,0,0,0
39,4170,  ВИС,Махачкала,2979350,0,0,0,0,0,2979350,0,0,0,0,0,2979350,0,0,0,0,0,0,0,0,0,0,2979350,0,0,0,0,0,0,0,2979350,0,0,0,0,0,0,0,0,0,0,0
40,3561,  ВИТАЛ-ПОЛИС,Москва,18159969,0,0,0,0,0,18159969,18070021,7119590,0,0,10950431,89948,74948,38070,0,0,0,0,0,0,5009,31869,15000,13000,13000,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0
41,3826,  ВИТА-СТРАХОВАНИЕ,Сургут,831294,0,525633,525313,24513,320,305661,305661,305161,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3570,  ВОСТОЧНО-СТРАХОВОЙ АЛЬЯНС,Владивосток,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,433,  ВОСТСИБЖАСО,Иркутск,9669312,0,0,0,0,0,9669312,4494630,4494630,0,0,0,5174682,5051009,127055,0,0,0,22489,0,0,697228,4204237,121116,0,0,0,0,0,0,0,0,121116,0,0,2557,0,0,0,0,0,0,0
44,621,  ВСК,Москва,4364958557533,361003766,0,0,0,0,9956960901,3723744292,1207741460,0,0,2516002832,6233216609,5479106274,427193356,6744,38028143,17178954,124654553,34025272,11868931,4052679741,785339511,680790014,59801736,59801736,0,52000,52261345,54921,40174826,22175358,293124086,213145742,33456135,39864186,0,0,0,4355001596632,431595000,4354570001632,0
45,3866,  ВСК-ЛИНИЯ ЖИЗНИ,Москва,28910056,0,28910056,28905285,0,4771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3978,  ВСК-МИЛОСЕРДИЕ,Москва,33284000,0,0,0,0,0,33284000,33284000,0,0,0,33284000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,2890,  ВТБ МС,Москва,31507283,0,0,0,0,0,31507283,31507283,0,0,0,31507283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3398,  ВТБ СТРАХОВАНИЕ,Москва,604059093578,0,0,0,0,0,22501698586,7829390548,6303822772,0,0,1525567776,14672308038,11512248960,9678316,50499601,177990700,8304939,300749742,0,0,7035175476,3929850186,1775596259,21903847,21903847,0,40000,435221560,1191343,251500,119646428,1171156104,26185477,220545,1384242274,0,0,0,581557394992,69566000,581487828992,0
49,3995,  ВТБ СТРАХОВАНИЕ ЖИЗНИ,Москва,71204805,440336,71118494,71116207,6058,2287,86311,86311,86311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3780,  ВЫРУЧИМ!,Екатеринбург,14523242,0,0,0,0,0,14523242,13889414,13840084,0,0,49330,633828,403012,287615,0,0,0,0,0,0,55802,59595,199166,0,0,0,0,0,0,0,0,29166,170000,0,31650,0,0,0,0,0,0,0
51,630,  ГАЙДЕ,Санкт-Петербург,232051554288,0,0,0,0,0,528994264,405615044,86922457,0,0,318692587,123379220,104753713,44549298,0,0,126675,16898563,40499,0,18110075,25028603,14775827,11387237,11387237,0,0,0,0,0,2700,2186058,1199832,0,3849680,0,0,0,231522560024,2175000,231520385024,0
52,4169,  ГАРАНТИЯ ИНВЕСТИЦИЙ,Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,397,  ГЕЛИОС,Москва,311757426,0,0,0,0,0,303287426,128386758,82391708,0,0,45995050,174900668,143782557,6091783,182173,21410,982541,2303049,0,0,65751193,68450408,19890639,7616378,7616378,0,0,41029,86511,27500,197650,11601571,320000,0,11227472,0,0,0,8470000,8470000,0,0
54,448,  ГЕОПОЛИС,Москва,497661,0,353739,0,0,353739,143922,143922,64606,0,0,79316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,2397,  ГЕОПОЛИС,Москва,13932009,0,0,0,0,0,13932009,68027,14151,0,0,53876,13863982,12893705,4034717,0,0,0,0,0,0,5570015,3288973,970277,804200,804200,0,0,0,0,0,0,166077,0,0,0,0,0,0,0,0,0,0
56,2071,  ГОРОДСКАЯ СТРАХОВАЯ МЕДИЦИНСКАЯ КОМПАНИЯ,Санкт-Петербург,3354191,24350,0,0,0,0,3354191,3354191,0,0,0,3354191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,3678,  ГРАЖДАНСКИЙ СТРАХОВОЙ ДОМ,Москва,4174746,0,0,0,0,0,4174746,3062135,927160,0,0,2134975,1112611,1019461,131189,0,0,0,0,0,0,839500,48772,93150,32800,32800,0,0,0,0,0,0,60350,0,0,0,0,0,0,0,0,0,0
58,2042,  ГРАНТА,Казань,15448588,273100,0,0,0,0,15448588,1740377,992946,0,0,747431,13708211,7820995,4587345,0,0,8600,0,0,0,2100564,1124486,5641579,0,0,0,0,0,9400,5000,5072926,554253,0,0,245637,0,0,0,0,0,0,0
59,1284,  ГРУППА РЕНЕССАНС СТРАХОВАНИЕ,Москва,105130670803,60309986,0,0,0,0,4822391083,1808873491,138616650,0,0,1670256841,3013517592,2468534313,205313880,868142,0,14203882,1420741863,0,0,692272654,135133892,174665627,90135723,90135723,0,0,0,266068,312150,18946872,64994814,10000,0,370317652,0,0,0,100308279720,23065000,100285214720,0
60,1820,  ГУТА-СТРАХОВАНИЕ,Москва,57290634,0,0,0,0,0,57290634,7987920,7671720,0,0,316200,49302714,45611537,353492,0,0,93497,0,0,0,41568363,3596185,1828040,0,0,0,0,0,69127,700,0,1691000,67213,0,1863137,0,0,0,0,0,0,0
61,2214,  ДАЛЬАКФЕС,Владивосток,10173545,0,0,0,0,0,10173545,1313431,1310093,0,0,3338,8860114,8582502,607821,0,0,726085,337987,0,0,5981785,928824,218012,0,0,0,0,0,56842,0,0,161170,0,59600,0,0,0,0,0,0,0,0
62,55,  ДАЛЬЖАСО,Хабаровск,17572027,0,0,0,0,0,17572027,11004471,8907008,0,0,2097463,6567556,4583268,274071,0,0,19500,941744,0,0,2647724,700229,1984288,8600,8600,0,0,0,29894,0,0,892294,1053500,0,0,0,0,0,0,0,0,0
63,2027,  ДВАДЦАТЬ ПЕРВЫЙ ВЕК,Санкт-Петербург,151397318,412102,0,0,0,0,151397318,84707876,84684096,0,0,23780,66689442,64364933,742042,0,0,0,53515902,0,0,8269086,1837903,2301970,423400,423400,0,0,0,0,0,663792,1214778,0,0,22539,0,0,0,0,0,0,0
64,3870,  ДЕЛО ЖИЗНИ,Москва,7890085,0,4120131,4120131,0,0,3769954,3769954,3769954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1363,  ДИАМАНТ,Москва,440924,0,0,0,0,0,440924,43596,43596,0,0,0,397328,315788,214588,0,0,0,0,0,0,79376,21824,81450,26750,26750,0,0,0,0,0,0,54700,0,0,90,0,0,0,0,0,0,0
66,206,  ДИАНА,Ангарск,21368382,0,0,0,0,0,21368382,15133374,668190,0,0,14465184,6235008,5855006,135849,0,0,0,4734,0,0,3232454,2481969,380002,0,0,0,0,0,0,2600,35977,341425,0,0,0,0,0,0,0,0,0,0
67,1412,  Д2  СТРАХОВАНИЕ,Новосибирск,109213126,54500,0,0,0,0,109213126,47604358,37878806,0,0,9725552,61608768,42172011,0,0,0,0,80876,0,0,10107775,31983360,12658915,0,0,0,0,0,0,0,0,12658915,0,0,6777842,0,0,0,0,0,0,0
68,3954,  ЕВРОИНС,Смоленск,164009509,3142695,0,0,0,0,164009509,11678119,7243717,0,0,4434402,152331390,22721737,2179053,0,0,60600,223314,417214,0,16042573,3798983,33010988,46250,46250,0,0,0,8500,0,1284757,29612239,2059242,0,96598665,0,0,0,0,0,0,0
69,4009,  ЕРВ ТУРИСТИЧЕСКОЕ СТРАХОВАНИЕ,Москва,324568154,0,0,0,0,0,324568154,322673084,322673084,0,0,0,1895070,0,0,0,0,0,0,0,0,0,0,1884000,0,0,0,0,0,0,0,0,0,1884000,0,11070,0,0,0,0,0,0,0
70,2447,  ЖЕЛЕЗНОДОРОЖНЫЙ СТРАХОВОЙ ФОНД,Нижний Новгород,34932786,0,0,0,0,0,34932786,31174185,30407151,0,0,767034,3758601,3729066,23953,201250,0,0,2586544,0,0,679578,237741,29535,0,0,0,0,0,0,0,0,29535,0,0,0,0,0,0,0,0,0,0
71,2456,  ЗАБАЙКАЛМЕДСТРАХ,Чита,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,1947,  ЗАПОЛЯРЬЕ,Салехард,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,1083,  ЗЕТТА СТРАХОВАНИЕ,Москва,324153791336,63119572,0,0,0,0,949339496,302126702,107463362,0,0,194663340,647212794,526598320,64975017,269481,0,0,2127528,233404,0,187235845,271757045,104186803,1929803,1929803,0,0,0,0,1364333,4884230,94752378,1256059,151598,16276073,0,0,0,323204451840,43200000,323161251840,0
74,3616,  ИНВЕСТ-ПОЛИС,Королев,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2401,  ИНВЕСТСТРАХ,Москва,37469969,0,0,0,0,0,37469969,23300307,12948146,0,0,10352161,14169662,3495348,39849,0,0,0,0,651515,375207,1659515,1144469,10665447,600,600,0,0,0,0,0,65365,7819567,2779915,0,8867,0,0,0,0,0,0,0
76,425,  ИНГВАР,Москва,45652456,0,0,0,0,0,45652456,5750,5750,0,0,0,45646706,45467826,0,0,0,0,20729732,0,0,24536711,201383,169880,0,0,0,0,0,0,0,0,169880,0,0,9000,0,0,0,0,0,0,0
77,928,  ИНГОССТРАХ,Москва,4766093222930,3431947872,0,0,0,0,35040903580,3863432527,654320603,285560000,0,3209111924,31177471053,14901588429,684966785,190632015,511919883,399824167,2191649999,7363757,0,10217879744,697352079,15785714120,652202633,652202633,0,1617092,10656097860,3207871038,41157376,153261506,1069938187,3568428,14957819,475210685,0,0,0,4731052319350,342385000,4730709934350,0
78,3823,  ИНГОССТРАХ-ЖИЗНЬ,Москва,396029430,0,50938627,50170327,0,768300,345090803,345090803,273130803,0,0,71960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3837,  ИНГОССТРАХ-М,Москва,3000,0,0,0,0,0,3000,3000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2169,  ИНЕРТЕК,Санкт-Петербург,177273,0,0,0,0,0,177273,9437,9437,0,0,0,167836,167336,10735,0,0,0,135550,0,0,10542,10509,500,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0
81,2031,  ИНКО-МЕД,Воронеж,2,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
