"Сведения о выплатах по договорам, принятым в перестрахование",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
5,1284,"АО ""Группа Ренессанс Страхование""",Москва,45920.02531,-,-,-,-,14853.16919,2400.00819,2400.00819,-,-,-,12453.161,9549.71029,-,-,-,-,-,-,-,9549.71029,-,1722.20143,-,-,-,-,-,-,-,-,1722.20143,-,-,1181.24928,-,-,-,31066.85612,-,7580.25214,23486.60398,-
6,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,13586.26595,-,-,-,-,967.29479,-,-,-,-,-,967.29479,621.40388,-,-,-,-,-,-,-,621.40388,-,345.89091,-,-,-,-,-,-,-,-,345.89091,-,-,-,-,-,-,12618.97116,-,1501.4899,11117.48126,-
7,1820,"АО ""ГУТА-Страхование""",Москва,6028.16373,-,-,-,-,5828.43412,-,-,-,-,-,5828.43412,5828.43412,-,-,4552.13852,-,-,-,-,1276.2956,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,199.72961,-,-,199.72961,-
8,1427,"АО ""МАКС""",Москва,103864.46024,-,-,-,-,82338.73304,-,-,-,-,-,82338.73304,82338.73304,-,-,15.08073,-,81921.39068,-,-,402.26163,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21525.7272,-,4297.75042,17227.97678,-
9,2346,"АО ""ОСК""",Самара,48367.0918,-,-,-,-,44801.00525,6187.79377,6187.79377,-,-,-,38613.21148,31137.94581,13177.34263,-,3002.56917,-,106.89568,-,-,11170.67537,3680.46296,3474.88811,-,-,-,-,-,45.83333,-,-,3429.05478,-,-,4000.37756,-,-,-,3566.08655,-,690.2361,2875.85045,-
10,0235,"АО ""Русское перестраховочное общество""",Москва,498551.6345,-,-,-,-,498551.6345,1130.57603,1130.57603,-,-,-,497421.05847,497156.08037,25024.08754,-,-,56.49728,33872.41944,14288.35924,-,403117.61195,20797.10492,264.9781,10.68228,10.68228,-,-,-,-,-,-,254.29582,-,-,-,-,-,-,-,-,-,-,-
11,0915,"АО ""СК ""ПАРИ""",Москва,28925.44417,-,-,-,-,20747.42211,3444.44945,3444.44945,-,-,-,17302.97266,15272.61864,3068.81278,-,199.74078,-,9958.89875,-,-,1082.51406,962.65227,2030.35402,-,-,-,-,-,-,-,1118.92978,911.42424,-,-,-,-,-,-,8178.02206,-,1468.15698,6709.86508,-
12,1208,"АО ""СОГАЗ""",Москва,4539023.27705,-,-,-,-,4429125.67989,169433.4792,169433.4792,-,-,-,4259692.20069,4191408.42758,7893.0743,3459.43209,31407.38487,161083.62928,405503.28233,357467.7887,-,3224548.2644,45.57161,12136.39766,9562.12586,-,-,-,-749.8599,-,35.56583,-,3287.69812,0.86775,46003.7406,10143.63485,-,-,-,109897.59716,-,16864.49806,93033.0991,-
13,3229,"АО ""Страховая бизнес группа""",Воронеж,8887.88574,-,-,-,-,5044.19731,-,-,-,-,-,5044.19731,5044.19731,-,-,-,-,5044.19731,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3843.68843,-,759.74891,3083.93952,-
14,4351,АО РНПК,Москва,9620283.8557,-,-,-,-,9618866.71653,381967.10917,190497.51595,-,-,191469.59322,9236899.60736,9012457.07662,805744.13776,592.81455,1245020.48314,76155.45094,3999214.75395,297954.36161,-,2575625.28392,12149.79075,133123.38635,55.68768,-,-,-,52296.91387,304.43475,-,20052.90473,5730.44646,54682.99886,12230.16348,79088.98091,-,-,-,1417.13917,-,1417.13917,-,-
15,3300,"АО СГ ""Спасские ворота""",Салехард,4304.49725,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4304.49725,-,828.10074,3476.39651,-
16,0290,"АО СК ""Альянс""",Москва,288569.74054,-,-,-,-,269319.69622,-,-,-,-,-,269319.69622,248167.69934,6.9079,-,9937.37552,-,-,-,-,238223.41592,-,3360,-,-,-,-,-,-,-,-,3360,-,2778.54866,15013.44822,-,-,-,19250.04432,-,3484.61229,15765.43203,-
17,2947,"АО СК ""РСХБ-Страхование""",Москва,46743.14755,-,-,-,-,46743.14755,13349.34722,-,-,-,13349.34722,33393.80033,33393.80033,-,-,-,-,32484.74771,403.80973,-,505.24289,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
18,1216,"АО СК ""Чулпан""",Альметьевск,22909.73659,-,-,-,-,6129.98195,-,-,-,-,-,6129.98195,6129.98195,429.98195,-,-,5700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16779.75464,-,2828.5187,13951.23594,-
19,1675,Либерти Страхование (АО),Санкт-Петербург,15998.7889,-,-,-,-,12120.70254,9216.45066,4521.74218,-,-,4694.70848,2904.25188,1270.28645,-,-,-,-,-,-,-,1270.28645,-,1633.96543,1445.71997,-,1445.71997,-,-,-,-,172.94546,15.3,-,-,-,-,-,-,3878.08636,-,676.83485,3201.25151,-
20,2708,"ОАО ""ЧСК""",Москва,5484.56221,-,-,-,-,904.46711,-,-,-,-,-,904.46711,904.46711,-,-,-,-,-,-,-,904.46711,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4580.0951,-,965.63488,3614.46022,-
21,1083,"ООО  ""Зетта Страхование""",Москва,12514.33923,-,-,-,-,4059.54264,-,-,-,-,-,4059.54264,4057.84166,-,-,-,-,3286.61202,-,-,771.22964,-,1.70098,-,-,-,-,-,-,-,-,1.70098,-,-,-,-,-,-,8454.79659,-,1671.94104,6782.85555,-
22,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,482691.802,-,-,-,-,482691.802,-,-,-,-,-,482691.802,482691.802,15.72181,-,-,-,-,-,-,482676.08019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,2496,"ООО ""Абсолют Страхование""     ",Москва,110142.62442,-,-,-,-,105273.8082,19.81321,19.81321,-,-,-,105253.99499,98080.56483,37423.77557,-,31163.25689,3253.9208,8705.65979,-,-,16847.09699,686.85479,17.26241,-,-,-,-,-,-,-,-,17.26241,-,-,7156.16775,-,-,-,4868.81622,-,1029.59311,3839.22311,-
24,3487,"ООО ""БИН Страхование""",Москва,199681.87289,-,-,-,-,194841.07139,-,-,-,-,-,194841.07139,889.41386,-,-,889.41386,-,-,-,-,-,-,193951.65753,-,-,-,-,-,-,-,-,193951.65753,-,-,-,-,-,-,4840.8015,-,986.33579,3854.46571,-
25,3984,"ООО ""Капитал Лайф Страхование Жизни""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26,4189,"ООО ""Кредендо – Ингосстрах  Кредитное Страхование""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,3438,"ООО ""ПРОМИНСТРАХ""",Москва,57735.92636,-,-,-,-,54916.80381,-,-,-,-,-,54916.80381,39072.34658,462.18193,-,22862.00801,843.75,-,35.35664,-,14869.05,-,15844.45723,-,-,-,-,2231.03716,-,-,10,13603.42007,-,-,-,-,-,-,2819.12255,-,510.15588,2308.96667,-
28,3823,"ООО ""СК ""Ингосстрах-Жизнь""",Москва,152716.94936,1464.05735,1464.05735,-,-,151252.89201,151252.89201,151252.89201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
29,1307,"ООО ""СК ""Согласие""",Москва,594929.37612,-,-,-,-,569317.39861,54057.67243,54057.67243,-,-,-,515259.72618,294734.62032,16757.39032,-,2182.35624,-,91242.92947,-,-,184465.59085,86.35344,211663.41748,-,-,-,-,-,210534.6528,-,-,1128.76468,-,-,8861.68838,-,-,-,25611.97751,-,4854.44907,20757.52844,-
30,1182,"ООО ""СК ""ТИТ""",Москва,105079.78273,-,-,-,-,105079.78273,3843.50255,3843.50255,-,-,-,101236.28018,86606.04303,9097.02306,-,29859.24746,-,23894.68478,-,-,18453.28466,5301.80307,13695.21736,-,-,-,-,5104.20122,-,-,2581.7832,6009.23294,-,-,935.01979,-,-,-,-,-,-,-,-
31,4174,"ООО ""СКОР П.О.""",Москва,840464.47668,-,-,-,-,840464.47668,74060.72704,72839.10782,-,-,1221.61922,766403.74964,753146.63686,186318.4663,0.00014,137023.45435,133.43974,17288.14275,7750.96685,-,404632.16673,-,13257.11278,12430.01475,645.38624,-,-,-,-,-,-,827.09803,-,-,-,-,-,-,-,-,-,-,-
32,3193,"ООО ""СТРАХОВАЯ КОМПАНИЯ ""АРСЕНАЛЪ""",Москва,45516.24412,-,-,-,-,45516.24412,-,-,-,-,-,45516.24412,45499.94578,288.93133,-,10.77195,-,9163.8396,-,-,36036.4029,-,-,-,-,-,-,-,-,-,-,-,-,-,16.29834,-,-,-,-,-,-,-,-
33,3834,"ООО ""Страховое общество ""Помощь""",Санкт-Петербург,17053.75199,-,-,-,-,16958.48723,-,-,-,-,-,16958.48723,5232.43054,-,-,-,2003.4594,-,-,-,3228.97114,-,11726.05669,-,-,-,-,-,-,-,-,11726.05669,-,-,-,-,-,-,95.26476,-,-,95.26476,-
34,3127,"ООО ""Страховое общество ""Сургутнефтегаз""",Сургут,85604.62498,-,-,-,-,72686.10759,67.63889,67.63889,-,-,-,72618.4687,66436.68324,634.5648,-,676.87477,-,49361.01717,-,-,14803.42614,960.80036,6066.85642,-,-,-,-,6024.21211,-,-,35.09775,7.54656,-,114.92904,-,-,-,-,12918.51739,-,2279.29582,10639.22157,-
35,0585,"ООО ""СФ ""Адонис""",Пермь,6178.29442,-,-,-,-,3110.24914,-,-,-,-,-,3110.24914,3110.24914,916.71218,-,-,760,-,-,-,161.5367,1272.00026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3068.04528,-,574.93211,2493.11317,-
36,3398,"ООО СК ""ВТБ Страхование""",Москва,3132772.18462,-,-,-,-,3056748.59842,22825.99574,22825.99574,-,-,-,3033922.60268,2884574.51912,106.64636,2482.00946,313084.83032,-,158461.3653,41.24017,-,2410012.26751,386.16,148608.87399,-,-,-,-,33290.91404,-,-,110564.79898,691.08562,4062.07535,-,739.20957,-,-,-,76023.5862,-,11186.88444,64836.70176,-
37,3847,"ООО СК ""Независимая страховая группа""",Москва,2453.14388,-,-,-,-,16.90568,-,-,-,-,-,16.90568,16.90568,-,-,-,-,16.90568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2436.2382,-,2436.2382,-,-
38,3268,"ООО СК ""Паритет-СК""",Москва,23964.10158,-,-,-,-,19583.243,-,-,-,-,-,19583.243,19581.21076,8.19977,-,1039.16017,2800,507.17194,-,-,15226.67888,-,2.03224,-,-,-,-,-,2.03224,-,-,-,-,-,-,-,-,-,4380.85858,-,877.27469,3503.58389,-
39,4331,"ООО СК ""Сбербанк страхование""",Москва,1059.56823,-,-,-,-,1059.56823,-,-,-,-,-,1059.56823,32.60054,-,-,-,-,4.82708,-,-,27.77346,-,-,-,-,-,-,-,-,-,-,-,-,637.37594,389.59175,-,-,-,-,-,-,-,-
40,0667,"ООО СК ""УРАЛСИБ СТРАХОВАНИЕ""",Москва,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,1643,"ООО СПК ""Юнити Ре""",Москва,280223.5653,-,-,-,-,280223.5653,690.33091,690.33091,-,-,-,279533.23439,258310.0455,2976.64111,-,960.0362,6815.83351,-,-,-,246936.26161,621.27307,21223.18889,152.2595,152.2595,-,-,4626.16546,-,-,115.29707,16329.46686,-,-,-,-,-,-,-,-,-,-,-
42,0397,"ООО Страховая Компания  ""Гелиос""",Москва,4624.98642,-,-,-,-,4178.54001,4,4,-,-,-,4174.54001,4174.54001,2.79323,-,-,-,-,-,-,4171.74678,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,446.44641,-,446.44641,-,-
43,1834,"ПАО ""САК ""ЭНЕРГОГАРАНТ""",Москва,133046.96112,-,-,-,-,116354.02803,1630.06957,1630.06957,-,-,-,114723.95846,108862.94203,13056.41304,-,36.2242,-,28956.95404,6665.95456,-,57637.51211,2509.88408,1974.84042,87.48742,87.48742,-,-,-,-,-,-,1887.353,-,3886.17601,-,-,-,-,16692.93309,-,2928.30641,13764.62668,-
44,0001,"ПАО СК ""Росгосстрах""",Люберцы,561971.65732,0,0,0,0,406861.43861,90.55,90.55,0,0,0,406770.88861,283823.96535,721.52013,25606.05065,869.41458,1538.14458,57443.09678,0,0,197472.57597,173.16266,46148.40225,1207.72365,671.79988,535.92377,0,6882.5319,0,369.68848,18714.61338,18973.84484,0,76798.52101,0,0,0,0,155110.21871,0,26623.21324,128487.00547,0
45,0621,"САО ""ВСК""",Москва,793321.14842,-,-,-,-,739918.28141,6311.46215,6311.46215,-,-,-,733606.81926,727492.06204,20517.57938,-,58730.29482,931.53974,42454.65075,-,-,603167.30687,1690.69048,96.68222,-,-,-,-,74.04219,-,-,-,22.64003,-,5887.35,130.725,-,-,-,53402.86701,-,12325.52434,41077.34267,-
46,0348,"САО ""ЛЕКСГАРАНТ""",Москва,6505.46,-,-,-,-,6505.46,-,-,-,-,-,6505.46,6505.46,-,-,6505.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,0177,САО ЭРГО,Москва,5492.96796,-,-,-,-,5492.96796,-,-,-,-,-,5492.96796,206.71811,-,-,-,-,-,-,-,206.71811,-,5286.24985,5286.24985,-,5286.24985,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
48,0928,"СПАО ""Ингосстрах""",Москва,5331049.83507,-,-,-,-,5212732.06436,23004.36792,8841.07345,-,-,14163.29447,5189727.69644,5046946.64295,32185.68377,-,1580003.83587,104049.15275,163297.16252,-1636.00191,-,3169046.80995,-,114926.62224,37416.61836,37416.61836,-,-,64799.74355,-,5545.32719,3491.87256,3673.06058,-,-,27854.43125,-,-,-,118317.77071,-,22656.92579,95660.84492,-
49,1209,"СПАО ""РЕСО-Гарантия""",Москва,910642.47832,-,-,-,-,796984.90222,222529.45116,13644.5,-,-,208884.95116,574455.45106,447456.08344,33009.16833,-,788.89832,7776.05108,109611.4551,-,-,293469.79581,2800.7148,-,-,-,-,-,-,-,-,-,-,-,126999.36762,-,-,-,-,113657.5761,-,23013.91284,90643.66326,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
в том числе,,,,23991322.5209,0,0,0,0,23095565.87495,814511.5177,404410.77694,0,0,410100.74076,22281054.35725,21108388.98902,1016740.32038,26198.86534,2955416.61709,198130.96773,5369372.66703,326224.83884,0,11162198.68952,54106.02309,611257.33061,4649.09351,5218.58554,1445.71997,0,119534.19852,352.30032,5915.01567,135048.97006,291074.75367,54682.99886,421407.24629,140000.79133,0,0,0,895756.64595,0,166547.22076,729209.42519,0
на территории Российской Федерации,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
из-за пределов территории Российской Федерации,,,,7418997.66377,1464.05735,1464.05735,0,0,7417533.60642,364285.32345,340602.55044,0,0,23682.77301,7053248.28297,6316769.14551,193103.4369,5941.44155,1126285.1923,175769.90137,76063.67049,356746.99675,0,4382839.24972,19.25643,510812.11145,63005.47581,33765.64814,5822.17362,0,198401.6255,210534.6528,35.56583,21809.27285,12962.57556,4062.9431,37462.89027,188204.13574,0,0,0,0,0,0,0,0
