"Сведения о страховых премиях по договорам исходящего перестрахования в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65
0191,"Акционерное общество ""Тинькофф Страхование""",446523.56423,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,446523.56423,0,0
0206,"Акционерное общество ""Страховая Компания ""СОЛИДАРНОСТЬ""",9819.552310000001,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,612.89586,612.89586,,,0,9206.65645,9067.13245,2001.96001,0,0,0,102.50717,0,0,6085.76277,876.9025,139.524,0,0,,0,0,0,0,0,139.524,0,0,0,,0,0,0
0212,"Акционерное общество Страховая компания ""Турикум""",94276.90203,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,94276.90203,55949.81228,0,0,0,0,12494.71145,0,0,43455.10083,0,9902.21723,0,0,,0,0,0,0,3978.67851,5923.53872,0,22380.43218,6044.44034,,0,0,0
0235,"Акционерное общество ""Русское перестраховочное общество""",208859.89336000002,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,544.26,544.26,,,0,208315.63336,208315.63336,0,0,0,0,23.36549,0,0,208292.26787,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
0290,"Акционерное общество ""Зетта Страхование""",233405.72391,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1169.73285,1169.73285,,,0,230329.49804,130501.87624,0,1266.40348,0,0,39804.44172,0,0,87412.64604,2018.385,13625.77537,0,0,,0,0,0,0,0,13625.77537,0,182.563,86019.28343,,0,1648.699,257.79402
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",48832.23947,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,36646.86316,36644.2625,0,0,0,251.19388,2515.39636,0,0,33868.42556,9.2467,2.60066,0,0,,0,0,0,0,0,2.60066,0,0,0,,12185.37631,0,0
0436,"Общество с ограниченной ответственностью ""АМТ Страхование""",16308.52454,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1638.22364,1638.22364,,,0,14670.3009,16881.34756,0,0,937.06584,1279.80498,-424.16097,0,0,15088.63771,0,-2211.04666,0,0,,0,169.95802,-2381.00468,0,0,0,0,0,0,,0,0,0
0518,"Акционерное общество Страховая компания ""БАСК""",7238.92059,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,3729.79569,3716.07069,596.0066,0,0,0,1164.36671,0,0,1869.19515,86.50223,13.725,0,0,,0,0,0,0,0,13.725,0,0,0,,0,3509.1249,0
0585,"Общество с ограниченной ответственностью ""Страховая фирма ""Адонис""",19169.695760000002,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1414.20802,1414.20802,,,0,10151.03902,10137.53902,4090.72182,0,0,0,893.49512,16.64,0,425.62437,4711.05771,13.5,0,0,,0,0,0,0,0,13.5,0,0,0,,7604.44872,0,0
0621,"Страховое акционерное общество ""ВСК""",5763942.11059,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,23167.23347,23167.23347,,,0,4594574.50496,3918650.85501,0,142.92622,43320.42119,386920.17554,274911.19855,31654.16339,26411.52601,3174916.5192,6785.45092,362329.60814,5654.40144,5654.40144,,0,852.19716,100740.6896,-2446.85527,-1253.09969,258782.2749,0,196811.88265,116782.15916,,1059461.30647,71145.4809,15593.58479
0630,"Акционерное общество ""Страховая компания ГАЙДЕ""",49445.86861,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,14033.12377,13819.11957,1522.91656,72.29145,0,0,9510.00052,0,0,1928.70959,785.20145,166.2712,0,0,,0,0,0,0,148.14673,18.12447,0,0,47.733,,30240.14039,2499.98108,2672.62337
0667,"Общество с ограниченной ответственностью ""Инлайф страхование""",2398.88744,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2398.88744,2398.88744,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",44729.814829999996,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,169.20998,169.20998,,,0,41753.62887,37773.59656,257.84945,0,0,194.03801,8781.42304,0,0,24123.81002,4416.47604,3726.69469,0,0,,0,0,34.27193,0,0,3692.42276,0,64.58256,188.75506,,1355.95302,1412.49221,38.53075
0928,"Страховое публичное акционерное общество ""Ингосстрах""",6556583.86465,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,8331.0964,8331.0964,,,0,3876528.65277,2764775.12813,30277.6346,0,166415.93043,301853.55886,349676.35917,7828.43847,7828.43847,1908723.2066,0,908499.3589,801.47554,0,,0,313599.01942,420051.54989,0,0,174047.31405,0,0,203254.16574,,2576578.47578,31837.54123,63308.09847
1083,"Общество с ограниченной ответственностью ""Зетта Страхование""",93936.72557,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,3640.82427,3640.82427,,,0,26994.22475,20533.40411,1467.16504,308.93334,0,0,54.39284,0,0,16244.00586,2458.90703,4357.26417,113.85,113.85,,0,0,0,283.18169,130.2,3641.81256,188.21992,835.83569,1267.72078,,49477.77895,9949.51743,3874.38017
1182,"Общество с ограниченной ответственностью ""Страховая компания ""ТИТ""",21577.47657,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,235.91421,235.91421,,,0,21341.56236,15065.4107,1420.44948,0,12141.70188,0,0,0,0,1503.25934,0,6201.4394,0,0,,0,6189.26646,0,0,86.2077,400.3735,-474.40826,0,74.71226,,0,0,0
1208,"Акционерное общество ""Страховое общество газовой промышленности""",12303293.66456,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,9178.78395,9178.78395,,,0,11295998.9277,8985172.16549,619416.73046,-3971.82002,878660.50888,260835.83775,52095.6306,4717.785,3302.4495,7165112.00225,8305.49057,1408498.25022,4146.65896,0,,0,294834.25748,75468.29561,321146.36901,225581.64898,487321.02018,0,891291.48699,11037.025,,848714.64869,114172.60746,35228.69676
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",948364.4835099999,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,13169.02542,9928.32023,,,3240.70519,388862.66339,291197.7456,14062.96981,0,0,0,43962.88097,-41.1536,0,229072.059,4140.98942,96571.49327,0,0,,0,0,0,4409.14542,88113.70959,707.11538,3341.52288,1029.27546,64.14906,,448957.08965,85512.16877,11863.53628
1216,"Акционерное общество Страховая компания ""Чулпан""",13583.56016,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,5353.5173,5353.5173,4592.64623,0,0,0,397.17945,0,0,253.87244,109.81918,0,0,0,,0,0,0,0,0,0,0,0,0,,6038.2305,1969.94554,221.86682
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",779943.83739,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,44574.15932,33211.02066,,,11363.13866,351542.47236,348300.80296,19291.81158,0,0,7809.5815,23877.86388,0,0,249561.93542,47759.61058,-1278.18457,-4.10293,-4.10293,,0,0,0,0,-2642.22496,1368.14332,0,0,4519.85397,,366839.65474,10398.99582,6588.55515
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",1428058.60366,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1127.5449,1127.5449,,,0,912502.20703,607376.48107,2388.922,42027.6899,10639.16738,33441.8422,135266.57568,65813.8343,65889.10446,314815.66462,2982.78499,132929.49992,0,0,,0,8030.96898,111593.0444,0,8944.88036,4156.93099,203.67519,172152.46345,43.76259,,495710.93887,12849.0814,5868.83146
1336,"общество с ограниченной ответственностью ""Страховая компания ""Капитал-полис""",21340.51474,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,21340.51474,21340.51474,0,0,0,0,21268.10985,0,0,72.40489,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1412,"Акционерное общество ""Д2 Страхование""",7981.50818,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,7981.50818,7874.3375,5831.81509,0,0,0,161.5781,0,0,1880.94431,0,103.8018,0,0,,0,0,0,0,0,44.11311,59.68869,0,3.36888,,0,0,0
1427,"Акционерное общество ""Московская акционерная страховая компания""",250799.59324000002,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,4704,4704,,,0,55677.21939,55638.17927,227.85,40947.23544,0,0,275.92762,0,0,8094.73701,6092.4292,1.31163,0,0,,0,0,0,0,0,1.31163,0,0,37.72849,,186463.26686,1694.96405,2260.14294
1587,"Акционерное общество ""Страховое общество ""Талисман""",706.7278600000001,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,687.49597,682.66035,358.76873,0,0,0,0,0,0,323.89162,0,4.83562,0,0,,0,0,0,0,0,4.83562,0,0,0,,19.23189,0,0
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",3676.59,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,3676.59,0,,,3676.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1675,"Акционерное общество ""Совкомбанк страхование""",221296.31937,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,8035.36025,0,,,8035.36025,78714.30169,75973.80581,2313.2252,491.9799,0,0,15203.58951,0,0,51945.26583,6019.74537,2157.98451,0,0,,0,0,0,45.7151,208.65503,1891.34053,12.27385,582.51137,0,,133032.11022,757.33981,757.2074
1820,"Акционерное общество ""ГУТА-Страхование""",13122.09982,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,96.46875,96.46875,,,0,13025.63107,13025.63107,12.10943,0,0,395.87137,2814.50369,0,0,9803.14658,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",296452.35321000003,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,15944.59591,15944.59591,,,0,174009.09583,164281.28119,24225.28281,0,707.956,0,19766.97586,2202.14225,1755.66674,105285.26284,12093.66143,9014.38742,2537.55948,2537.55948,,0,0,0,868.41365,0,5608.41429,0,0,713.42722,,68259.64913,19632.44029,18606.57205
1858,"Акционерное общество Страховая компания ""Армеец""",5565.97271,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,15,15,,,0,173.84308,147.59308,0,0,0,0,0,0,0,82.73568,64.8574,26.25,0,0,,0,0,0,0,0,26.25,0,0,0,,5377.12963,0,0
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",31917.211519999997,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2122.75713,1891.14453,420.58714,0,0,0,463.43805,0,0,1007.11934,0,71.00236,71.00236,71.00236,,0,0,0,0,0,0,0,0,160.61024,,29794.45439,0,0
2042,"Общество с ограниченной ответственностью ""Страховая компания ""Гранта""",3984.6065,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,316.64412,316.64412,,,0,3667.96238,3584.19411,2704.20102,118,0,0,0,0,0,181.40496,580.58813,17.40281,0,0,,0,0,0,0,17.40281,0,0,0,66.36546,,0,0,0
2239,"Акционерное общество ""АльфаСтрахование""",5392868.52235,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,30330.49387,30330.49387,,,0,3833305.59303,3092673.82346,29922.72,1164.6207,102796.93234,305922.7724,192833.79946,354549.52994,326476.58847,790976.2403,1314507.20832,392715.63415,0,0,,0,5835.72547,0,13.9041,38882.73986,347144.90696,838.35776,203032.39479,144883.74063,,1458084.072,53086.13624,18062.22721
2346,"Акционерное общество ""Объединенная страховая компания""",59517.35951,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,474.85458,474.85458,,,0,12928.62861,12662.62861,1104.29325,0,0,66.5416,1049.347,0,0,10431.1241,11.32266,266,90,0,,0,0,144,0,32,0,0,0,0,,46113.87632,0,0
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",301682.66069,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,10312.1483,10312.1483,,,0,202308.8462,160010.00226,4238,0,0,6805.21811,4019.57501,12604.3766,12580.4881,127251.35838,5091.47416,41506.86155,30,30,,0,0,1552.57046,0,18595.73756,21328.55353,0,791.98239,0,,87325.74694,1080.65838,655.26087
2619,"Акционерное общество ""Страховая компания ""Астро-Волга""",188308.4388,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,47.875,47.875,,,0,38403.03889,38380.33176,112.5,0,0,147.81,3501.38557,0,0,34578.95953,39.67666,22.70713,0,0,,0,0,0,0,0,22.70713,0,0,0,,149857.52491,0,0
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",26246.19563,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,123.031,123.031,123.031,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,26123.16463,0,0
2708,Акционерное общество «Баланс Страхование»,17028.74677,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,33.42174,33.42174,,,0,16995.32503,10090.17641,0,0,1072.38602,1160.04025,5817.44378,0,0,2040.30636,0,4919.54864,0,0,,0,421.94862,0,0,30,4467.60002,0,0,1985.59998,,0,0,0
2733,"Акционерное общество ""Страховая компания ""Бестиншур""",1976.69387,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1976.69387,0,,,1976.69387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2877,"Общество с ограниченной ответственностью ""Страховая компания ""Мегарусс-Д""",27371.76857,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,27371.76857,27371.76857,0,0,0,0,6020.97113,0,0,21350.79744,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
2917,"Общество с ограниченной ответственностью ""Страховая компания НИК""",69301.73042,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,166.05,166.05,,,0,69135.68042,45506.14948,0,0,45409.52442,0,96.62506,0,0,0,0,23629.53094,0,0,,0,23629.53094,0,0,0,0,0,0,0,,0,0,0
2947,"Акционерное общество ""Страховая компания ""РСХБ-Страхование""",152312.04774,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,4256.01068,4256.01068,,,0,148026.29775,144902.18788,-4163.59526,0,0,1519,4383.46335,65728.16748,40919.23538,77435.23317,-0.08086,3124.10987,0,0,,0,0,0,0,2266.2,857.90987,0,0,0,,0,29.73931,0
3064,"Акционерное общество ""Боровицкое страховое общество""",45580.3967,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,423.94938,423.94938,0,0,0,0,286.5,0,0,137.44938,0,0,0,0,,0,0,0,0,0,0,0,0,0,,45156.44732,0,0
3128,"Общество с ограниченной ответственностью ""Международная страховая компания ""АйАйСи""",2270.56128,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,0,0,,,0,2270.56128,2270.56128,0,0,0,0,0,0,0,0,2270.56128,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",1050163.44325,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,2974.06935,2974.06935,,,0,674163.75788,629790.81873,752.54237,0,17686.94063,24905.28736,120463.47807,0,0,464632.97127,1349.59903,42688.02988,0,0,,0,-1345.84497,33674.0396,0,50,10309.83525,0,1542.02211,142.88716,,350726.34303,15599.09129,6700.1817
3229,"Акционерное общество ""Страховая бизнес группа""",16923.42172,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,382.56,382.56,,,0,14537.73441,13333.3722,0,0,0,0,5901.16352,0,0,7198.84672,233.36196,1204.36221,0,0,,0,0,0,0,597.87905,606.48316,0,0,0,,0,1050.60796,952.51935
3300,"Акционерное общество Страховая группа ""Спасские ворота""",29190.9294,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,4211.95536,4211.95536,,,0,23176.92003,19717.22156,298.72,121.5,0,177.77207,17388.36285,0,0,480.97142,1249.89522,3459.69847,0,0,,0,0,2673.57777,0,0,786.1207,0,0,0,,1802.05401,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",1767813.0096500001,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,237.24732,237.24732,,,0,1767575.76233,859113.66465,0,294.61511,6472.27468,99976.27344,2122.32065,0,0,750098.21151,149.96926,288402.43398,0,0,,0,2499.81562,4829.25383,81656.60058,83447.31718,115969.44677,0,578254.81636,41804.84734,,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",19114.07114,17929.57441,17929.57441,17929.57441,3017.31194,12775.06109,2137.20138,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,1184.49673,1184.49673,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",555.09168,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,0,0,,0,0,0,,,,555.09168,0,,,555.09168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0
