Сведения о количестве действовавших на конец отчетного периода договоров страхования в разрезе страховщиков,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47
,,,,,,,,,,,,,медицинского,,,,,железнодорожного,транспорта,транспорта,транспорта,,страхование - всего,государственной,юридических лиц,граждан,,, осуществляемого в,рамках международной,,,,,,, договору,,,,,,,,,,
,,,,,,,,,,,,,применения,,,,,транспорта),,,,,, поддержкой,,,,,рамках международной, системы страхования,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,, системы страхования," ""Зеленая карта"")",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ""Зеленая карта"")",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ИТОГО:,,,,134850245,1956453,8575451,8541058,5481813,34393,88164092,35689816,27395438,1674,1,8294378,52474276,39700256,4538337,5000,1555,3501,198957,60109,520,481059,34411738,7150918,813288,693590,119599,15,2833,4385,2267,25692,5866857,435581,26264,5596838,8,8,0,38110694,37830851,223484,56359,0
1,4192," ОВС ""Народные кассы""",Москва,21047,0,0,0,0,0,21047,0,0,0,0,0,21047,62,0,0,0,0,0,0,0,13,49,25,0,0,0,0,0,0,0,0,0,25,0,20960,0,0,0,0,0,0,0,0
2,4179," ООО ""СК"" Райффайзен Лайф""",Москва,148382,724,91141,91141,56531,0,57241,57241,47559,0,0,9682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0191,"АО  ""Тинькофф  Страхование""",Москва,584537,0,0,0,0,0,444860,326861,326861,0,0,0,117999,76484,54435,0,0,0,0,0,0,1,22048,8601,4024,4024,0,0,0,0,0,0,4577,0,0,32914,0,0,0,139677,139677,0,0,0
4,0212,"АО  ""Цюрих надежное страхование""",Москва,2016,147,0,0,0,0,2016,24,24,0,0,0,1992,560,5,0,0,0,184,0,0,362,9,961,6,6,0,0,0,0,0,342,613,0,173,298,0,0,0,0,0,0,0,0
5,3991,"АО  СК  ""Ренессанс здоровье""",Москва,161379,305,6457,3204,0,3253,154922,154922,152192,0,0,2730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3947,"АО ""АИГ""",Москва,1824,0,0,0,0,0,1578,1,1,0,0,0,1577,344,1,0,0,0,129,0,0,214,0,640,9,9,0,0,0,0,0,0,631,0,0,593,0,0,0,246,0,246,0,0
7,2239,"АО ""АльфаСтрахование""",Москва,17511939,3345,0,0,0,0,11499527,2844382,2644372,26,0,200010,8655145,7252781,316157,617,150,439,409,231,29,20547,6914231,799673,57038,32735,24303,0,124,344,104,675,738137,3251,1154,601537,0,0,0,6012412,5993324,17139,1949,0
8,3064,"АО ""Боровицкое страховое общество""",Москва,109771,50987,0,0,0,0,79619,76513,25365,0,0,51148,3106,1741,445,0,0,0,0,0,0,430,866,1365,341,341,0,0,0,0,0,140,460,424,0,0,0,0,0,30152,30152,0,0,0
9,0433,"АО ""ВостСибЖАСО""",Иркутск,38813,0,0,0,0,0,38813,27281,19660,0,0,7621,11532,10492,71,0,0,0,27,0,0,276,10118,1036,0,0,0,0,0,0,0,0,1036,0,0,4,0,0,0,0,0,0,0,0
10,1284,"АО ""Группа Ренессанс Страхование""",Москва,2199891,151511,0,0,0,0,1307255,695926,208410,0,0,487516,611329,401918,158672,5,0,62,133,0,0,5151,237895,123607,23224,23224,0,0,0,10,1,132,100239,1,0,85804,0,0,0,892636,890591,1847,198,0
11,4014,"АО ""ГСК ""Югория-Жизнь""",Ханты-Мансийск,5197,0,4403,4403,0,0,794,794,792,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3211,"АО ""ГСК ""Югория""",Ханты-Мансийск,1772370,0,0,0,0,0,790030,361238,269701,4,0,91537,428792,378524,182073,0,0,2,2828,126,0,2180,191315,46335,497,497,0,0,0,19,2,22,45407,388,15,3918,0,0,0,982340,980780,1296,264,0
13,2071,"АО ""ГСМК""",Санкт-Петербург,310,289,0,0,0,0,310,310,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1820,"АО ""ГУТА-Страхование""",Москва,1516,0,0,0,0,0,1516,107,82,0,0,25,1409,1303,22,0,0,1,0,0,0,121,1159,92,0,0,0,0,0,1,1,0,16,74,0,14,0,0,0,0,0,0,0,0
15,1412,"АО ""Д2  Страхование""",Новосибирск,268408,6756,0,0,0,0,268408,88912,75650,0,0,13262,179496,77177,230,0,0,0,12,0,0,993,75942,49416,0,0,0,0,0,0,0,0,49416,0,0,52903,0,0,0,0,0,0,0,0
16,0055,"АО ""ДальЖАСО""",Хабаровск,32071,0,0,0,0,0,32071,29242,7662,0,0,21580,2829,2168,100,0,0,0,596,0,0,445,1027,661,5,5,0,0,0,2,0,0,398,256,0,0,0,0,0,0,0,0,0,0
17,4009,"АО ""ЕРВ Туристическое Страхование""",Москва,22696,0,0,0,0,0,22696,18164,18164,0,0,0,4532,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,98,0,4434,0,0,0,0,0,0,0,0
18,1427,"АО ""МАКС""",Москва,1685570,0,0,0,0,0,535022,368614,328955,0,0,39659,166408,136895,81306,5,2,21,21,6,0,1994,53540,15675,9871,9871,0,0,16,72,73,233,5210,200,93,13745,0,0,0,1150548,1146861,1585,2102,0
19,3256,"АО ""МетЛайф""",Москва,715260,0,162704,159657,108835,3047,552556,552556,343428,0,0,209128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3116,"АО ""НАСКО""",Казань,1630026,0,0,0,0,0,601789,369440,336326,0,0,33114,232349,182279,15448,3,0,9,11,5898,0,23650,137260,29634,149,140,0,0,47,75,6,301,27163,1893,9,20427,0,0,0,1028237,1021959,3255,3023,0
21,2346,"АО ""ОСК""",Самара,329187,12,0,0,0,0,94451,42010,30139,0,0,11871,52441,43752,19383,3,4,113,136,11,0,3982,20120,8232,1242,1242,0,0,85,74,4,375,6328,124,3,454,0,0,0,234736,234012,585,139,0
22,3748,"АО ""Русский Стандарт Страхование""",Москва,729266,0,276631,276631,0,0,452635,452635,375244,0,0,77391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3889,"АО ""СГ ""ПРЕСТИЖ-ПОЛИС""",Москва,24,0,0,0,0,0,24,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1207,"АО ""СК  БЛАГОСОСТОЯНИЕ ОС""",Москва,1021216,63,0,0,0,0,1021216,199067,164272,0,0,34795,822149,426250,9,0,0,0,0,0,0,0,426241,198916,0,0,0,0,0,0,0,0,198916,0,0,196983,0,0,0,0,0,0,0,0
25,2619,"АО ""СК ""Астро-Волга""",Самара,683791,0,0,0,0,0,117783,82325,77118,0,0,5207,35458,32053,26305,0,0,7,73,8,0,184,5476,3403,1,1,0,0,0,0,0,11,3391,0,0,2,0,0,0,566008,566008,0,0,0
26,0507,"АО ""СК ""Колымская""",Хабаровск,167319,4731,97646,97272,0,374,69673,69673,37838,0,0,31835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0915,"АО ""СК ""ПАРИ""",Москва,306861,0,0,0,0,0,274411,101477,65333,0,0,36144,172934,145113,4611,24,4,24,58919,0,0,10873,70658,14310,4543,4543,0,0,17,97,17,592,8319,725,46,13465,0,0,0,32450,31040,1326,84,0
28,0552,"АО ""СК ""Чувашия-Мед""",Чебоксары,835,0,0,0,0,0,835,835,0,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0630,"АО ""СК ГАЙДЕ""",Санкт-Петербург,573965,0,0,0,0,0,226518,190228,115969,0,0,74259,36290,28778,14322,0,0,0,798,0,0,1205,12453,2403,1382,1382,0,0,0,0,0,4,0,1017,0,5109,0,0,0,347447,345898,633,916,0
30,2359,"АО ""СК УСПЕХ""",Москва,123,0,0,0,0,0,123,86,5,0,0,81,37,18,0,0,0,0,0,0,0,9,9,2,0,0,0,0,0,0,0,0,2,0,11,6,0,0,0,0,0,0,0,0
31,2873,"АО ""СМК ""Сахамедстрах""",Якутск,965,759,0,0,0,0,965,965,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1587,"АО ""СО ""Талисман""",Казань,161440,0,0,0,0,0,7796,5114,5114,0,0,0,2682,2312,1389,0,3,0,0,53,17,222,645,368,0,0,0,0,3,0,0,6,359,0,0,2,0,0,0,153644,153644,0,0,0
33,1208,"АО ""СОГАЗ""",Москва,5569053,0,0,0,0,0,2771648,1344461,901491,0,0,442970,1427187,1080941,172883,1229,382,493,2060,282,17,47967,855645,207159,25537,25537,0,3,700,472,563,5610,174045,229,2415,136672,2,2,0,2797403,2737192,52010,8201,0
34,3229,"АО ""Страховая бизнес группа""",Воронеж,46861,23,0,0,0,0,18932,17362,15939,0,0,1423,1570,759,30,0,2,7,12,0,0,436,272,746,0,0,0,0,12,6,0,227,446,55,0,65,0,0,0,27929,26659,790,480,0
35,0796,"АО ""Страховая группа  АВАНГАРД - ГАРАНТ""",Москва,383,0,0,0,0,0,383,5,5,0,0,0,378,374,322,0,0,0,0,4,4,48,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2354,"АО ""Страховая группа ""Спасские ворота-М""",Москва,1811,0,0,0,0,0,1811,1811,0,0,0,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0983,"АО ""Страховая группа ""УралСиб""",Москва,72135,4,0,0,0,0,72135,54541,31478,0,0,23063,17594,13029,0,1,0,0,0,0,0,86,12942,4167,0,0,0,0,0,0,0,0,3239,928,0,398,0,0,0,0,0,0,0,0
38,3390,"АО ""Страховая Компания  ""ПОЛИС-ГАРАНТ""",Москва,38275,0,0,0,0,0,14829,5916,2255,0,0,3661,8913,3386,2557,0,0,0,7,0,0,123,699,2300,2039,2039,0,0,0,0,0,118,131,12,0,3227,0,0,0,23446,23446,0,0,0
39,3230,"АО ""Страховая компания  ""СОГАЗ-Мед""",Москва,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0206,"АО ""Страховая Компания ""СОЛИДАРНОСТЬ""",Ангарск,29874,0,0,0,0,0,29874,25484,4399,0,0,21085,4390,3782,46,0,0,0,1,0,0,264,3471,608,0,0,0,0,0,0,10,15,583,0,0,0,0,0,0,0,0,0,0,0
41,2144,"АО ""Страховая компания АСКО-Центр""",Курск,154802,2,0,0,0,0,154802,100168,95708,0,0,4460,54634,54367,53046,0,0,0,2,24,0,515,780,223,0,0,0,0,0,0,0,0,223,0,0,44,0,0,0,0,0,0,0,0
42,3987,"АО ""УРАЛСИБ Жизнь""",Москва,88532,0,87929,87686,64550,243,603,603,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3995,АО ВТБ Страхование жизни,Москва,111791,287,111770,111766,0,4,21,21,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3300,"АО СГ ""Спасские ворота""",Салехард,62501,2378,0,0,0,0,48941,12644,3361,0,0,9283,36297,35055,167,0,1,8,32548,0,0,137,2194,1242,530,1,529,0,1,18,1,27,665,0,0,0,0,0,0,13560,13418,111,31,0
45,1858,"АО СК "" Армеец""",Москва,212684,19397,0,0,0,0,70351,62568,43126,0,0,19442,7783,5832,931,0,0,3,5,0,0,280,4613,1916,9,9,0,0,6,0,2,413,1385,101,0,35,0,0,0,142333,142333,0,0,0
46,0290,"АО СК ""Альянс""",Москва,100578,1221,0,0,0,0,99231,57572,16598,119,0,40974,41659,12811,20,144,47,85,220,0,0,1905,10390,1961,1,1,0,0,65,3,0,72,1802,18,73,26814,0,0,0,1347,0,954,393,0
47,0278,"АО СК ""АСКОМЕД""",Самара,80,0,0,0,0,0,80,80,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0518,"АО СК ""БАСК""",Белово,104978,0,0,0,0,0,27209,16202,11466,0,0,4736,11007,10780,9845,0,0,0,27,0,0,98,810,199,8,8,0,0,0,0,0,1,190,0,0,28,0,0,0,77769,77451,318,0,0
49,2027,"АО СК ""Двадцать первый век""",Санкт-Петербург,276074,17107,0,0,0,0,120537,110131,108725,0,0,1406,10406,2966,359,0,0,2,132,0,0,364,2109,7426,7121,211,6910,0,0,1,1,24,279,0,0,14,0,0,0,155537,155537,0,0,0
50,2447,"АО СК ""ЖСФ""",Нижний Новгород,28724,0,0,0,0,0,28724,22136,21579,0,0,557,6588,6535,18,280,0,0,5873,0,0,86,278,53,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
51,0425,"АО СК ""Ингвар""",Москва,219,0,0,0,0,0,219,3,3,0,0,0,216,191,0,0,0,0,70,0,0,95,26,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
52,2947,"АО СК ""РСХБ-Страхование""",Москва,754960,0,0,0,0,0,754875,164496,164487,0,0,9,590379,287059,2023,14,8,5,7,1936,210,20617,262449,245034,133,133,0,0,0,0,0,9,244889,3,7496,50790,0,0,0,85,0,85,0,0
53,3983,"АО СК ""Стерх""",Якутск,445071,0,0,0,0,0,87536,75620,75426,0,0,194,11916,8507,1253,0,59,90,24,17,14,2242,4822,2515,0,0,0,0,52,177,0,171,2106,9,81,813,0,0,0,357535,357535,0,0,0
54,1216,"АО СК ""Чулпан""",Альметьевск,249560,0,0,0,0,0,75630,51356,51008,0,0,348,24274,16423,1729,0,0,1,12,429,0,396,13856,7779,120,120,0,0,1,1,29,7,7620,1,1,71,0,0,0,173930,172065,1806,59,0
55,4209,"ЗАО ""Кофас Рус Страховая Компания""",Москва,338,0,0,0,0,0,338,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0
56,2733,"ЗАО ""СК ""Резерв""",Хабаровск,173972,0,0,0,0,0,173972,170987,170987,0,0,0,2985,209,0,0,0,0,0,0,0,0,209,209,0,0,0,0,0,0,0,0,209,0,0,2567,0,0,0,0,0,0,0,0
57,2284,"ЗАО ГСАО ""Плато""",Москва,365,0,0,0,0,0,365,285,284,0,0,1,80,53,3,0,0,0,10,0,0,22,18,27,2,2,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0
58,1675,Либерти Страхование (АО),Санкт-Петербург,675721,276,0,0,0,0,532918,329769,81417,0,0,248352,203149,163743,30870,1,0,25,205,0,0,2059,130583,19326,4582,4582,0,0,0,15,17,43,14289,380,55,20025,0,0,0,142803,142489,228,86,0
59,4349,"НКО ""МОВС""",Санкт-Петербург,83,0,0,0,0,0,83,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,80,3,0,0,0,0,0,0,0,0,0
60,4314,"НКО ""ПОВС застройщиков""",Москва,30897,0,0,0,0,0,30897,0,0,0,0,0,30897,0,0,0,0,0,0,0,0,0,0,30897,0,0,0,0,0,0,0,0,0,30897,0,0,0,0,0,0,0,0,0,0
61,4301,НКО НОВС,Камышин,5805,0,0,0,0,0,5805,0,0,0,0,0,5805,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,5784,0,0,0,0,0,0,0,0
62,4202,"НКО ОВС ""Саклау""",Казань,29,0,0,0,0,0,29,0,0,0,0,0,29,2,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
63,4360,"НКО ПОВС ""P2P страхование""",Москва,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4169,"НКО ПОВС ""ГарантИнвест""",Москва,8,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4296,"НКО ПОВС ""Кооп-Ресурс""",Вологда,82,0,0,0,0,0,82,0,0,0,0,0,82,82,9,0,0,0,0,0,0,55,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4359,"НКО ПОВС ""Страховой дом ""Платинум""",Санкт-Петербург,161,0,0,0,0,0,161,0,0,0,0,0,161,149,146,0,0,0,1,0,0,2,0,10,2,2,0,0,0,0,0,1,4,3,0,2,0,0,0,0,0,0,0,0
67,4354,НКО ПОВС «ВЗАИМОПОМОЩЬ»,Москва,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
68,4279,НКО ПОВС «Кооперативное единство»,Новосибирск,191,0,0,0,0,0,191,0,0,0,0,0,191,191,45,0,0,0,0,0,0,111,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4362,НКО ПОВС «Содружество»,Москва,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
70,2708,"ОАО ""ЧСК""",Москва,9168,0,0,0,0,0,5671,2136,2128,0,0,8,3535,197,11,0,2,2,7,0,0,162,13,1077,12,12,0,0,290,18,52,0,705,0,0,2261,2,2,0,3495,0,3112,383,0
71,1083,"ООО  ""Зетта Страхование""",Москва,1250072,19068,0,0,0,0,912404,252144,180887,0,0,71257,660260,387549,70967,11,0,0,433,2131,0,22117,291890,146792,2681,2115,566,0,0,0,24,70,143765,252,3,125916,0,0,0,337668,332994,3216,1458,0
72,2877,"ООО  ""СК ""Мегарусс-Д""",Москва,37157,0,0,0,0,0,34654,12453,12449,0,0,4,22201,22157,20112,0,6,0,14,0,0,164,1861,44,6,5,0,0,1,0,0,8,29,0,0,0,0,0,0,2503,2503,0,0,0
73,3828,"ООО  СК ""Альянс Жизнь""",Москва,42716,818,19410,19397,7,13,23306,23306,19062,0,0,4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3692,"ООО  СК ""Сбербанк страхование жизни""",Москва,3701088,0,1707100,1707100,1297737,0,1993988,1993988,1978551,0,0,15437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2496,"ООО ""Абсолют Страхование""     ",Москва,472188,52990,0,0,0,0,445030,303027,235723,14,0,67304,142003,72764,5550,2,0,160,952,0,0,6416,59684,37069,1473,1473,0,1,0,225,0,5156,11570,18644,136,32034,0,0,0,27158,26333,558,267,0
76,3290,"ООО ""Адвант-Страхование""",Санкт-Петербург,49188,255,0,0,0,0,49188,45901,7311,0,0,38590,3287,1293,730,0,0,0,48,0,0,212,303,1981,1454,1454,0,0,0,2,0,3,329,193,0,13,0,0,0,0,0,0,0,0
77,3867,"ООО ""АК БАРС СТРАХОВАНИЕ""",Казань,252834,0,0,0,0,0,252834,99576,91537,0,0,8039,153258,120984,232,0,11,1,2,6000,0,6754,107984,32056,4,4,0,0,14,0,0,50,31988,0,0,218,0,0,0,0,0,0,0,0
78,3447,"ООО ""АльфаСтрахование-Жизнь""",Москва,2017904,827,1988556,1988548,1732898,8,29348,29348,23321,0,0,6027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0436,"ООО ""АМТ Страхование""",Москва,558,128,0,0,0,0,558,119,119,0,0,0,439,97,0,0,0,89,2,0,0,6,0,342,0,0,0,0,0,339,0,2,1,0,0,0,0,0,0,0,0,0,0,0
80,4334,"ООО ""Атрадиус Рус Кредитное Страхование""",Москва,100,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
81,3487,"ООО ""БИН Страхование""",Москва,13017,0,0,0,0,0,13017,9412,9379,0,0,33,3605,2635,5,0,0,0,1,0,0,574,2055,650,3,3,0,0,0,0,0,0,47,600,0,320,0,0,0,0,0,0,0,0
82,3799,"ООО ""БСД""",Москва,32887,0,0,0,0,0,32887,14421,4522,0,0,9899,18466,1243,375,0,0,0,166,0,0,349,353,16529,236,236,0,0,0,0,0,3,15957,333,694,0,0,0,0,0,0,0,0,0
83,3826,"ООО ""Вита-страхование""",Сургут,5191,0,3245,3241,0,4,1946,1946,1935,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3866,"ООО ""ВСК-Линия жизни""",Москва,110849,237,110843,110790,0,53,5,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
85,3978,"ООО ""ВСК-Милосердие""",Москва,6,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3535,"ООО ""ИНКОР Страхование""",Дмитров,19171,0,0,0,0,0,19171,13474,6384,0,0,7090,5697,3723,2704,2,22,1,17,0,0,644,333,1904,70,70,0,0,0,0,0,1224,553,57,0,70,0,0,0,0,0,0,0,0
