"Сведения о страховых премиях (взносах) по договорам страхования, заключенным при участии посредников (по договорам страхования, заключенным путем обмена информацией в электронной форме), тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64
0191,"Акционерное общество ""Т-Страхование""",8089639.61061,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,92838.61188,92838.61188,0,,0,216433.06331,87981.89172,17534.41895,0,0,0,0,0,,0,70447.47277,30.72028,7.14328,,0,0,0,0,23.577,0,0,128420.45131,,7780367.93542,0,0,
0290,"Акционерное общество ""Зетта Страхование""",3227448.6012199996,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,212694.56816,180958.48326,368.475,,31736.0849,1700226.33463,1545029.66172,1229753.33468,1046.44003,0,0,54699.98824,977.72868,,104614.11675,153938.05334,100698.95757,13396.22951,,0,0,30,5169.48899,76511.90673,5591.33234,615.27401,53882.44133,,1292484.08031,7631.28216,14412.33596,
0348,"Страховое акционерное общество ""ЛЕКСГАРАНТ""",55.40817,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,0,,0,55.40817,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,55.40817,,0,0,0,
0397,"Общество с ограниченной ответственностью Страховая Компания ""Гелиос""",686914.43851,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,686914.43851,0,0,
0621,"Страховое акционерное общество ""ВСК""",15383901.039490001,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,97460.05585,96789.22585,0,,670.83,67282.80036,67006.99102,24817.29097,0,0,0,0,0,,47.5,42142.20005,229.35168,43.99,,3.061,0,3,0,179.30068,0,0,46.45766,,15219105.72065,45.60875,6.85388,
0915,"Акционерное общество ""Страховая компания ""ПАРИ""",527556.6188899999,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,265203.95126,264830.80126,0,,373.15,157664.49304,143433.33387,0,0,0,0,0,0,,0,143433.33387,123.165,0,,0,0,0,0,123.165,0,0,14107.99417,,104688.17459,0,0,
0928,"Страховое публичное акционерное общество ""Ингосстрах""",24245825.5963,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,101621.67273,28504.97709,0,,73116.69564,8324267.71866,8268908.99304,6986996.39464,20.4225,1275,0,218144.16588,0,,37750.1213,1024722.88872,43455.81835,8431.66374,,68.98,18.7,0,4246.92041,30639.5542,50,0,11902.90727,,15798909.04946,3627.27363,17399.88182,
1208,"Акционерное общество ""Страховое общество газовой промышленности""",2007705.63657,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,1228478.75855,1204379.55855,0,,24099.2,478968.7634,463840.92836,85968.24082,0,0,0,19.65599,0,,0,377853.03155,1527.64943,0,,0,0,0,0,1527.64943,0,0,13600.18561,,300258.11462,0,0,
1209,"Страховое акционерное общество ""РЕСО-Гарантия""",13173760.63081,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,13173760.63081,0,0,
1216,"Акционерное общество Страховая компания ""Чулпан""",310321.22356,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,17125.22905,17125.22905,0,,0,17591.16139,15832.65846,0,0,0,0,0,0,,0,15832.65846,1758.50293,0,,0,0,0,0,1758.50293,0,0,0,,275604.83312,0,0,
1284,"Публичное акционерное общество ""Группа Ренессанс Страхование""",2657939.67948,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,195872.76727,149445.255,0,,46427.51227,185206.89911,153615.81485,107744.70943,0,0,0,0,0,,0,45871.10542,10493.94999,150.61446,,0,0,0,0,10343.33553,0,0,21097.13427,,2276860.0131,0,0,
1307,"Общество с ограниченной ответственностью ""Страховая Компания ""Согласие""",9289671.61853,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,490436.32879,426783.12279,0,,63653.206,3877354.46763,3077954.19897,2930301.85341,0,0,0,1043.48237,0,,137.18335,146471.67984,17475.8988,5550.43744,,0,0,0,0,11925.46136,0,0,781924.36986,,4921880.82211,0,0,
1427,"Акционерное общество ""Московская акционерная страховая компания""",1121593.8549900001,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,58878.75801,58878.75801,0,,0,16161.46404,11444.00107,785.13451,0,0,0,0,0,,0,10658.86656,7.38302,0,,0,0,0,0,7.38302,0,0,4710.07995,,1046553.63294,0,0,
1623,"Общество с ограниченной ответственностью Страховая компания ""Пульс""",1753616.23195,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,1182465.48813,985771.33494,0,,196694.15319,571150.74382,416168.26345,0,0,0,0,0,0,,0,416168.26345,23597.79761,0,,0,0,0,0,23597.79761,0,0,131384.68276,,0,0,0,
1834,"Публичное акционерное общество ""Страховая акционерная компания ""ЭНЕРГОГАРАНТ""",179132.87213,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,88346.08651,56541.28651,0,,31804.8,18660.5972,18512.44488,4728.93607,0,0,0,0,0,,5.75,13777.75881,112.392,0,,0,0,0,0,112.392,0,0,35.76032,,72126.18842,0,0,
2027,"Акционерное общество ""Страховая компания ""Двадцать первый век""",2595146.63588,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,2078069.80507,2078069.80507,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,517076.83081,0,0,
2239,"Акционерное общество ""АльфаСтрахование""",11267513.28678,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,1007014.29098,997673.13987,0,,9341.15111,1744035.89411,550881.20566,214746.69842,0,0,0,0,0,,792.57706,335341.93018,5661.00797,72.791,,0,0,0,0,5588.21697,0,0,1187493.68048,,8516463.10169,0,0,
2346,"Акционерное общество ""Объединенная страховая компания""",791883.13075,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,947.90642,572.6532,0,,375.25322,3611.58198,3221.02819,2888.28136,0,0,0,0,0,,0,332.74683,333.60256,202.55,,0,0,0,0,131.05256,0,0,56.95123,,787323.64235,0,0,
2496,"Общество с ограниченной ответственностью ""Абсолют Страхование""",931433.2551399999,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,138716.81453,82127.06553,0,,56589.749,754744.97523,729153.72192,609551.44787,0,0,0,0,0,,97536.43226,22065.84179,21074.93546,12500.51187,,0,0,0,0,8574.42359,0,0,4516.31785,,37971.46538,0,0,
2682,"Общество с ограниченной ответственностью ""Страховая компания ""ИНСАЙТ""",62950.13409,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,62950.13409,0,0,
3064,"Акционерное общество ""Боровицкое страховое общество""",288.83004,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,288.83004,0,0,
3211,"Акционерное общество ""Группа страховых компаний ""Югория""",413859.36377,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,87905.05538,87905.05538,0,,0,45412.13985,45388.64885,93.88,0,9654.12525,0,0,0,,103.0082,35537.6354,23.491,0,,0,0,0,0,23.491,0,0,0,,280542.16854,0,0,
3229,"Акционерное общество ""Страховая бизнес группа""",2103.15747,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,1242.87581,613.60181,0,,892.06,383.08752,377.13752,0,0,0,0,533.28527,0,,0,126.35193,0,0,,0,0,0,0,0,0,0,5.95,,477.19414,0,0,
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",41012.6443,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,22712.5,9,0,,22703.5,16596.64123,16050.46132,15926.66132,0,0,0,0,0,,0,123.8,0,0,,0,0,0,0,0,0,0,546.17991,,1703.50307,0,0,
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",170370791.03224,135351011.53233,135351011.53233,128616494.4303,81022561.25165,6715071.52296,40878861.65569,0,0,6734517.10203,,0,6734517.10203,0,,0,0,0,,0,,,0,0,,0,,,,,,35019779.49991,17708.73717,0,,35002070.76274,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",41531.354,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,27354.7207,27354.7207,0,,0,14176.6333,11930.22605,0,0,0,0,0,0,,0,11930.22605,1377.78975,0,,0,0,0,0,1377.78975,0,0,868.6175,,0,0,0,
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",4566003.14543,4566003.14543,4566003.14543,559.26,0,559.26,0,0,0,4565443.88543,,4480043.85663,68290.4931,17109.5357,,0,0,0,,0,,,0,0,,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",5702.28254,5579.41122,2961.17326,2841.17326,0,-37.88774,2879.061,0,0,120,,0,120,0,,2618.23796,0,0,,0,,,2618.23796,0,,2618.23796,,,,,,122.87132,122.87132,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",1943438.477,1942855.35716,1529686.84292,130844.79152,0,0,130844.79152,0,0,1398842.0514,,0,1392434.03617,6408.01523,,413168.51424,2367.0372,2367.0372,,0,,,410801.47704,297758.14445,,113043.33259,,,,,,583.11984,-12.48,0,,595.59984,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",1467898.4964800002,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,704457.97337,717128.55342,0,,0,349147.3374,4706.33969,4783.72583,0,0,0,0,0,,0,1249.23443,10.17,0,,0,0,0,0,10.17,0,0,344430.82771,,414293.18571,0,0,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",11994.98543,1.08784,1.08784,1.08784,0,0,0,0,1.08784,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,11993.89759,48.87663,0,,11945.02096,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
3987,"Акционерное общество «Инлайф страхование жизни""",751852.8994,751852.8994,751852.8994,751852.8994,0,751852.8994,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
4014,Акционерное общество «Страховая компания «Ю-Лайф»,65.5765,3.34288,3.34288,3.34288,0,0,0,3.34288,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,62.23362,39.52012,0,,22.7135,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
4326,"Общество с ограниченной ответственностью ""Крымская первая страховая компания""",52264.29714,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,7449.78474,4192.31936,0,,3257.46538,44814.5124,43298.26411,17564.3247,360.5,0,7746.889,0,0,,15385.62798,2240.92243,1516.24829,0,,0,895.89829,0,0,620.35,0,0,0,,0,0,0,
4331,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование""",19578985.28162,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,3575195.78274,3220683.97044,0,,354511.8123,12431225.5843,11509547.14645,225855.87335,0,0,0,0,0,,1025111.43794,10258579.83516,667031.52488,710.11504,,0,0,0,4360.6225,661960.78734,0,185213.45117,69433.4618,,3572563.91458,0,0,
4365,Общество с ограниченной ответственностью Страховая компания «БКС Страхование жизни»,1458982.67735,1456937.08289,117574.43439,101396.90285,0,227.77,101169.13285,0,0,16177.53154,,0,16177.53154,0,,1339362.6485,1260674.6485,1259824.6485,,850,,,78688,78113,,575,,,,,,2045.59446,2086.60446,0,,-41.01,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
4405,Общество с ограниченной ответственностью «Т-Страхование Будущего»,13740841.67303,13739773.50903,13739773.50903,13739773.50903,0,0,13739773.50903,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,,,,,,1068.164,1068.164,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
"*В соответствии с Решением Совета директоров Банка России от 26.12.2023 Банк России до 31.12.2024 включительно не раскрывает на своем официальном сайте в информационно-телекоммуникационной сети «Интернет» информацию, содержащуюся в отчетности субъектов страхового дела, подлежащую размещению в соответствии с пунктом 5 статьи 28 Закона № 4015-1, в части информации раскрытие которой может привести к введению мер ограничительного характера со стороны иностранных государств, и (или) государственных объединений, и (или) союзов, и (или) государственных (межгосударственных) учреждений иностранных государств или государственных объединений и (или) союзов в отношении субъектов страхового дела. Таким образом, публикуемые в настоящее время Банком России статистические данные в силу нового подхода к раскрытию информации могут быть несопоставимы со сведениями за предыдущие периоды.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
